year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1968,NBA,PHI,PHI,,ED,2,0,DS,Philadelphia 76ers,3754,8274,2238,3087,0,0,0,0,4513,1914,2145,0,0,0,9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9332,0,0,26,8,24,16,5,3,0,0,23,17,0,55,27,82,19805.0,The Spectrum,32767,PHI
1969,NBA,ATL,ATL,,WD,1,0,DF,Atlanta Hawks,3817,7907,2012,2669,0,0,0,0,4210,2142,2016,0,0,0,9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9612,0,0,25,13,18,16,5,5,0,0,24,16,0,48,34,82,19780.0,Alexander Memorial Coliseum,32767,ATL
1969,NBA,BAL,WAS,,ED,3,0,DS,Baltimore Bullets,3925,8567,2050,2652,0,0,0,0,4679,1881,1896,0,0,0,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9726,0,0,25,12,19,18,6,2,0,0,21,19,0,50,32,82,19905.0,Baltimore Civic Center,32767,BLT
1969,NBA,BOS,BOS,,ED,6,0,,Boston Celtics,3645,8235,2132,2711,0,0,0,0,4336,1875,2320,0,0,0,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9574,0,0,16,21,13,27,5,0,0,0,16,24,0,34,48,82,19780.0,Boston Garden,32767,BOS
1968,ABA,HSM,SSL,,WD,6,0,,Houston Mavericks,3179,7732,2196,2991,129,487,0,0,4380,1371,2157,0,1396,0,8683,3355,7567,2311,106,406,3116,0,0,4518,1510,2097,0,1473,0,9127,0,0,15,23,7,28,1,4,0,0,12,36,0,23,55,78,18845.0,Hofheinz Pavilion,0,HMV
1992,NBA,NYK,NYK,EC,AT,1,1,CF,New York Knicks,3209,6898,1717,2316,193,604,1150,2660,3810,2125,2111,680,1296,372,8328,2822,6621,1949,230,753,2582,1031,2325,3356,1658,2010,657,1360,384,7823,0,0,37,4,23,18,0,0,42,14,23,5,0,60,22,82,19930.0,Madison Square Garden (IV),32767,NYK
1996,NBA,SEA,SEA,WC,PC,1,2,CS,Seattle Supersonics,2995,6415,1725,2295,559,1583,1010,2271,3281,1931,1803,904,1231,388,8274,2759,6259,1513,613,1644,2042,1015,2256,3271,1751,1927,634,1535,423,7644,0,0,31,10,26,15,0,0,37,15,16,8,0,57,25,82,19780.0,KeyArena at Seattle Center,32767,SEA
1971,ABA,NYA,NJN,,ED,3,0,F,New York Nets,3697,7698,1990,2589,92,318,1284,2871,4155,1842,2065,0,1655,0,9476,3616,7896,2041,172,501,2682,1456,2807,4263,1592,2068,0,1636,0,9445,0,0,27,15,17,25,0,0,0,0,30,24,0,44,40,84,20435.0,Nassau Veterans Memorial Coliseum,32767,NYN
1976,NBA,IND,IND,WC,MW,5,9,,Indiana Pacers,3522,7840,1714,2297,0,0,1409,2584,3993,2009,2030,924,1609,458,8758,3599,7629,1705,0,0,2252,1378,2770,4148,2097,2043,715,1792,466,8903,0,0,25,16,11,30,0,0,14,26,9,11,0,36,46,82,19755.0,Market Square Arena,32767,IND
1981,NBA,UTA,UTA,WC,MW,6,11,,Utah Jazz,3679,7446,1714,2282,22,97,1147,2362,3509,1895,2196,700,1435,357,9094,3835,7530,1837,51,200,2466,1253,2599,3852,2148,2052,663,1413,420,9558,0,0,18,23,7,34,0,0,21,39,12,18,0,25,57,82,19780.0,Salt Palace,32767,UTA
1992,NBA,LAL,LAL,WC,PC,5,8,C1,Los Angeles Lakers,3309,6994,1741,2304,187,626,1103,2288,3391,2013,1778,782,1266,431,8546,3438,7116,1529,245,726,2050,1158,2411,3569,2130,1872,686,1334,384,8650,0,0,20,21,19,22,0,0,26,28,13,17,0,39,43,82,19830.0,Great Western Forum,32767,LAL
1986,NBA,UTA,UTA,WC,MW,2,4,C1,Utah Jazz,3485,7514,1735,2389,139,448,1194,2456,3650,2240,2040,835,1403,628,8844,3347,7338,1974,143,451,2564,1310,2637,3947,2011,1992,718,1579,457,8811,0,0,31,10,13,28,0,0,32,28,19,11,0,44,38,82,19755.0,Salt Palace,32767,UTA
1968,NBA,PHO,PHO,,WD,7,0,,Phoenix Suns,3541,8242,2080,2950,0,0,0,0,4508,1918,2086,0,0,0,9162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9878,0,0,11,26,4,28,1,12,0,0,8,30,0,16,66,82,19805.0,Arizona Veterans Memorial Coliseum,32767,PHO
1981,NBA,MIL,MIL,EC,CD,1,2,CS,Milwaukee Bucks,3544,7015,1753,2329,49,164,1167,2415,3582,2233,2281,763,1589,455,8890,3297,7066,1790,57,224,2470,1172,2155,3327,2016,2189,720,1538,350,8441,0,0,31,10,24,17,0,0,41,17,24,6,0,55,27,82,19805.0,MECCA Arena,32767,MIL
2002,NBA,SAC,SAC,WC,PC,1,2,CS,Sacramento Kings,3242,6990,1367,1832,491,1288,900,2751,3651,2034,1666,735,1192,457,8342,2991,7125,1454,373,1166,1962,1145,2614,3759,1759,1635,684,1262,356,7809,0,0,35,6,24,17,0,0,36,16,17,7,0,59,23,82,19830.0,ARCO Arena (II),32767,SAC
1992,NBA,UTA,UTA,WC,MW,3,6,C1,Utah Jazz,3336,6828,1907,2491,130,414,1041,2463,3504,2177,1965,746,1270,344,8709,3258,6970,1743,272,836,2343,1120,2314,3434,1928,1970,648,1291,468,8531,0,0,28,13,19,22,0,0,29,25,16,10,0,47,35,82,19755.0,Delta Center,32767,UTA
1981,NBA,DAL,DAL,WC,MW,5,10,,Dallas Mavericks,3390,7224,1740,2366,55,190,1213,2228,3441,2117,2193,566,1317,313,8575,3530,6953,1847,31,138,2491,1108,2361,3469,1984,2243,643,1370,509,8938,0,0,16,25,12,29,0,0,19,41,11,19,0,28,54,82,19730.0,Reunion Arena,32767,DAL
1983,NBA,DEN,DEN,WC,MW,3,7,C1,Denver Nuggets,3935,7983,2200,2690,77,255,1133,2444,3577,2482,2279,711,1344,352,10147,4016,7747,2143,62,205,2860,1228,2737,3965,2453,2272,671,1538,545,10237,0,0,27,14,11,30,0,0,27,33,16,14,0,38,44,82,19805.0,McNichols Sports Arena,32767,DEN
1943,NBL,CCB,CAT,,,4,0,CS,Cleveland Chase Brassmen,279,0,199,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,0,3,6,0,9,0,0,0,0,0,0,0,3,15,18,,,0,CCB
1999,NBA,LAL,LAL,WC,PC,1,1,NC,Los Angeles Lakers,3137,6836,1649,2368,344,1047,1117,2738,3855,1921,1841,613,1143,534,8267,2838,6824,1518,372,1142,2045,1007,2531,3538,1597,2099,627,1196,345,7566,0,0,36,5,31,10,0,0,40,12,20,4,0,67,15,82,19805.0,Staples Center,32767,LAL
1977,NBA,ATL,ATL,EC,CD,4,6,C1,Atlanta Hawks,3335,7253,1836,2316,0,0,1160,2359,3519,1901,2470,916,1592,408,8506,3162,6671,2193,0,0,2930,1160,2606,3766,1774,2122,750,1980,484,8517,0,0,29,12,12,29,0,0,20,20,8,12,0,41,41,82,19830.0,Omni Coliseum,32767,ATL
2002,NBA,CLE,CLE,EC,CD,8,15,,Cleveland Cavaliers,2850,6746,1502,2012,293,896,1118,2542,3660,1712,1864,636,1501,521,7495,3072,6786,1712,428,1197,2219,932,2491,3423,1972,1709,802,1162,494,8284,0,0,14,27,3,38,0,0,9,45,5,23,0,17,65,82,19830.0,Gund Arena,32767,CLE
1978,NBA,WSB,WAS,EC,AT,1,1,F,Washington Bullets,3819,7873,1785,2428,0,0,1309,2768,4077,2169,1804,614,1420,401,9423,3804,8011,1406,0,0,1897,1178,2541,3719,2180,2144,726,1338,434,9014,0,0,31,10,23,18,0,0,29,11,11,5,0,54,28,82,19780.0,Capital Centre,32767,WAS
2010,NBA,WAS,WAS,EC,SE,5,0,,Washington Wizards,3048,6888,1489,1999,392,1182,1013,2374,3387,1592,1850,665,1258,502,7977,3174,6741,1676,2202,560,1500,994,2607,3601,1898,1662,624,1293,413,8584,0,0,0,0,0,0,0,0,0,0,0,0,0,23,59,0,,,0,
2001,NBA,PHI,PHI,EC,AT,4,6,C1,Philadelphia 76ers,2804,6436,1639,2104,214,715,1092,2534,3626,1638,1645,705,1256,363,7461,2771,6500,1350,438,1322,1798,981,2348,3329,1768,1827,654,1208,458,7330,0,0,22,19,21,20,0,0,31,23,14,11,0,43,39,82,19730.0,First Union Center,32767,PHI
1998,NBA,CHH,NOH,EC,CD,5,9,,Charlotte Hornets,1671,3718,1034,1384,268,735,480,1493,1973,1110,1101,443,796,247,4644,1739,4003,959,212,637,1306,655,1491,2146,1092,1151,443,762,232,4649,0,0,16,9,10,15,0,0,23,21,12,10,0,26,24,50,12150.0,Charlotte Coliseum,32767,CHA
1937,NBL,COL,COL,,EA,6,0,,Columbus Athletic Supply,109,0,64,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,1,3,0,7,0,0,0,0,0,0,0,1,12,13,,,0,COL
2005,NBA,CLE,CLE,EC,CD,2,4,CS,Cleveland Cavaliers,2908,6412,1689,2318,497,1465,959,2511,3470,1560,1732,567,1137,392,8002,2949,6481,1462,459,1291,1970,807,2421,3228,1666,1842,540,1079,357,7819,0,0,31,10,19,22,0,0,34,18,11,5,0,50,32,82,19830.0,Gund Arena,32767,CLE
1973,NBA,HOU,HOU,EC,CD,3,6,,Houston Rockets,3564,7426,1682,2071,0,0,1063,2588,3651,2212,2104,727,1681,407,8810,3551,7433,1719,0,0,2337,1162,2619,3781,2122,1994,707,1737,375,8821,0,0,18,23,13,25,1,2,21,25,9,13,0,32,50,82,19855.0,Hofheinz Pavilion,32767,HOU
2004,NBA,IND,IND,EC,CD,3,6,CS,Indiana Pacers,2668,6169,1748,2206,542,1575,868,2418,3286,1489,1890,615,1173,357,7626,2768,6284,1637,391,1071,2202,972,2416,3388,1540,1883,549,1142,398,7564,0,0,25,16,19,22,0,0,29,23,9,7,0,44,38,82,19905.0,Conseco Fieldhouse,32767,IND
1995,NBA,MIA,MIA,EC,AT,3,8,C1,Miami Heat,2902,6348,1553,2187,552,1458,999,2495,3494,1752,2158,574,1394,439,7909,2734,6303,1878,446,1237,2498,982,2315,3297,1645,2031,662,1288,403,7792,0,0,26,15,16,25,0,0,29,25,13,12,0,42,40,82,19780.0,Miami Arena,32767,MIA
1947,NBL,AND,AND,,EA,2,0,CF,Anderson Duffey Packers,1451,0,996,1589,0,0,0,0,0,0,0,0,0,0,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562,0,0,27,2,13,15,2,1,0,0,0,0,0,42,18,60,,,0,AND
1975,NBA,CLE,CLE,EC,CD,1,2,CF,Cleveland Cavaliers,3497,7709,1346,1827,0,0,1192,2588,3780,1844,1871,638,1330,397,8340,3262,7188,1610,0,0,2152,1134,2792,3926,1728,1860,610,1579,325,8134,0,0,29,12,20,21,0,0,25,21,15,11,0,49,33,82,19805.0,Coliseum at Richfield,32767,CLE
1993,NBA,CHH,NOH,EC,CD,5,9,,Charlotte Hornets,3382,7100,1632,2135,336,916,1019,2475,3494,2214,1747,724,1266,394,8732,3463,7359,1507,317,916,2036,1217,2467,3684,2116,1761,629,1260,430,8750,0,0,28,13,13,28,0,0,29,27,12,16,0,41,41,82,19830.0,Charlotte Coliseum,32767,CHA
2010,NBA,BOS,BOS,EC,AT,1,0,CS,Boston Celtics,3023,6219,1459,1895,408,1119,639,2542,3181,1921,1678,676,1195,344,7913,2768,6371,1494,1975,443,1304,862,2387,3249,1533,1659,574,1262,364,7473,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,0,,,0,
1984,NBA,CLE,CLE,EC,CD,4,8,C1,Cleveland Cavaliers,3470,7364,1867,2491,96,335,1203,2445,3648,2096,2173,622,1387,472,8903,3547,7415,1965,70,253,2554,1210,2451,3661,2215,2101,612,1357,429,9129,0,0,20,21,16,25,0,0,25,33,13,16,0,36,46,82,19780.0,Coliseum at Richfield,32767,CLE
1973,NBA,CLE,CLE,EC,CD,4,7,,Cleveland Cavaliers,3420,7782,1381,1788,0,0,1275,2492,3767,2048,1925,598,1545,293,8221,3440,7342,1696,0,0,2163,1137,2802,3939,2120,1853,630,1654,343,8576,0,0,18,23,11,28,0,2,17,29,8,14,0,29,53,82,19755.0,Cleveland Arena,32767,CLE
1970,NBA,BAL,WAS,EC,CD,1,3,F,Baltimore Bullets,3684,8331,1886,2500,0,0,0,0,4550,1772,1966,0,0,0,9254,3640,8164,1926,0,0,2584,0,0,4435,1862,1897,0,0,0,9206,0,0,24,13,16,25,2,2,21,17,10,6,0,42,40,82,19805.0,Baltimore Civic Center,32767,BLT
1978,NBA,SEA,SEA,WC,PC,1,1,NC,Seattle Supersonics,3504,7484,1732,2298,0,0,1310,2591,3901,1973,1914,690,1586,398,8740,3475,7509,1567,0,0,2108,1156,2453,3609,1910,2057,755,1493,407,8517,0,0,31,10,21,20,0,0,24,16,11,9,0,52,30,82,19755.0,King County Domed Stadium,32767,SEA
1998,NBA,ATL,ATL,EC,CD,2,4,CS,Atlanta Hawks,1539,3760,1040,1422,197,644,676,1499,2175,782,987,346,745,260,4315,1598,3873,784,190,634,1076,581,1369,1950,895,1202,379,675,243,4170,0,0,16,9,15,10,0,0,27,18,15,8,0,31,19,50,12075.0,Georgia Dome,32767,ATL
1977,NBA,GSW,GSW,WC,PC,5,7,,Golden State Warriors,3574,7654,1550,2081,0,0,1183,2629,3812,2097,2113,873,1518,405,8698,3425,7368,1820,0,0,2408,1185,2794,3979,2037,1975,728,1738,408,8670,0,0,30,11,13,28,0,0,20,20,5,11,0,43,39,82,19780.0,Oakland-Alameda County Coliseum Arena,32767,GSW
1969,NBA,SFW,GSW,,WD,6,0,,San Francisco Warriors,3555,8224,2004,2646,0,0,0,0,4772,1861,2050,0,0,0,9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9476,0,0,16,20,14,26,0,6,0,0,15,25,0,30,52,82,19830.0,Oakland-Alameda County Coliseum Arena,32767,SFW
1983,NBA,NJN,NJN,EC,AT,4,6,CS,New Jersey Nets,3614,7258,1742,2488,49,232,1221,2313,3534,2148,2243,814,1608,499,9019,3422,6974,2037,48,181,2675,1097,2307,3404,1913,2161,781,1674,416,8929,0,0,29,12,16,25,0,0,33,25,12,12,0,45,37,82,19805.0,Brendan Byrne Arena,32767,NJN
2000,NBA,SAS,SAS,WC,MW,1,1,CF,San Antonio Spurs,2884,6262,1673,2340,445,1094,902,2712,3614,1778,1551,568,1145,576,7886,2837,6770,1233,343,1043,1664,967,2432,3399,1617,1946,600,1107,426,7250,0,0,33,8,25,16,0,0,39,13,19,5,0,58,24,82,19830.0,Alamodome,32767,SAN
1999,NBA,MIL,MIL,EC,CD,4,8,C1,Milwaukee Bucks,3174,6827,1558,1982,394,1069,1016,2373,3389,1852,2020,671,1230,381,8300,3033,6644,1685,531,1357,2241,1037,2368,3405,1987,1870,637,1303,340,8282,0,0,23,18,19,22,0,0,28,26,16,12,0,42,40,82,19855.0,Bradley Center,32767,MIL
2008,NBA,TOR,TOR,EC,AT,4,13,,Toronto Raptors,3054,6673,1534,1861,479,1289,802,2513,3315,1835,1593,523,1099,390,8121,3172,6827,1379,629,1716,1759,895,2539,3434,1887,1645,521,1093,386,8352,0,0,18,23,15,26,0,0,22,30,6,10,94,33,49,82,19805.0,Air Canada Centre,32767,
1986,NBA,LAL,LAL,WC,PC,1,1,NC,Los Angeles Lakers,3740,7245,2012,2550,164,447,1127,2515,3642,2428,1853,728,1358,482,9656,3520,7531,1731,122,431,2265,1280,2174,3454,2212,2004,721,1370,404,8893,0,0,37,4,28,13,0,0,47,13,24,6,0,65,17,82,19730.0,The Forum,32767,LAL
2007,NBA,GSW,GSW,WC,PC,3,9,,Golden State Warriors,3403,7406,1538,2044,761,2185,1045,2496,3541,1833,1875,744,1063,377,9105,3273,6998,1806,572,1556,2378,1053,2803,3856,1939,1736,567,1325,413,8924,0,0,27,14,21,20,0,0,28,24,10,6,101,48,34,82,19780.0,Oracle Arena,32767,
1993,NBA,PHO,PHO,WC,PC,2,3,CS,Phoenix Suns,3429,7080,1674,2301,344,1042,1220,2453,3673,2261,1639,745,1305,460,8876,3379,7135,1438,283,863,1998,1086,2247,3333,2154,1870,748,1254,437,8479,0,0,36,5,20,21,0,0,37,17,19,11,0,56,26,82,19705.0,America West Arena,32767,PHO
