year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1999,NHL,DET,9,5,4,0,23,19,132.0,0.0,10.0,43.0,0.0,5.0,49.0,1.0
1994,NHL,QUE,6,2,4,0,19,25,89.0,2.0,2.0,25.0,1.0,7.0,29.0,2.0
1971,NHL,MNS,7,3,4,0,19,19,111.0,,4.0,,0.0,6.0,,0.0
1985,NHL,VAN,3,0,3,0,5,17,55.0,2.0,2.0,13.0,1.0,4.0,11.0,0.0
1977,WHA,WIJ,9,8,1,0,53,20,,,,,,,,
1994,NHL,CAL,7,3,4,0,35,26,111.0,0.0,7.0,31.0,0.0,6.0,31.0,6.0
2007,NHL,AND,6,2,4,0,13,20,118.0,2.0,5.0,24.0,0.0,10.0,38.0,0.0
1988,NHL,CAL,22,16,6,0,82,55,563.0,0.0,28.0,131.0,,18.0,126.0,3.0
1938,NHL,NYR,7,3,4,0,12,14,74.0,,,,,,,
1968,NHL,OAK,7,3,4,0,25,23,99.0,,4.0,,0.0,4.0,,1.0
1948,NHL,TOR,9,8,1,0,28,15,94.0,,,,,,,
1976,NHL,NYI,12,8,4,0,36,32,160.0,0.0,6.0,34.0,1.0,9.0,43.0,1.0
2006,NHL,SJS,11,6,5,0,25,27,165.0,4.0,4.0,57.0,2.0,8.0,47.0,0.0
1982,NHL,BOS,17,9,8,0,65,61,332.0,2.0,13.0,77.0,1.0,15.0,67.0,4.0
2010,NHL,CHI,7,3,4,0,22,16,76.0,0.0,6.0,29.0,0.0,4.0,18.0,1.0
2002,NHL,EDM,6,2,4,0,11,20,131.0,2.0,1.0,23.0,0.0,7.0,39.0,1.0
1941,NHL,BOS,5,2,3,0,10,16,30.0,,,,,,,
1931,NHL,DTF,2,0,1,1,1,3,10.0,,,,,,,
1933,NHL,DET,9,4,5,0,18,21,65.0,,,,,,,
2011,NHL,NAS,10,5,5,0,22,21,92.0,2.0,5.0,41.0,0.0,5.0,35.0,0.0
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
2009,NHL,MTL,19,9,10,0,46,57,216.0,10.0,12.0,73.0,3.0,13.0,84.0,1.0
1979,NHL,TOR,3,0,3,0,8,17,101.0,0.0,4.0,15.0,0.0,7.0,23.0,0.0
