coachid,year,tmid,lgid,stint,won,lost,post_wins,post_losses
adelmri01,1993,POR,NBA,1,47.0,35.0,1.0,3.0
adelmri01,1999,SAC,NBA,1,44.0,38.0,2.0,3.0
adelmri01,2000,SAC,NBA,1,55.0,27.0,3.0,5.0
adelmri01,2002,SAC,NBA,1,59.0,23.0,7.0,5.0
adelmri01,2003,SAC,NBA,1,55.0,27.0,7.0,5.0
adelmri01,2004,SAC,NBA,1,50.0,32.0,1.0,4.0
adelmri01,2005,SAC,NBA,1,44.0,38.0,2.0,4.0
adelmri01,2007,HOU,NBA,1,55.0,27.0,2.0,4.0
adelmri01,2008,HOU,NBA,1,53.0,29.0,7.0,6.0
adelmri01,2009,HOU,NBA,1,42.0,40.0,0.0,0.0
adelmri01,2010,HOU,NBA,1,43.0,39.0,0.0,0.0
adelmri01,2011,MIN,NBA,1,26.0,40.0,0.0,0.0
albecst01,1979,CLE,NBA,1,37.0,45.0,0.0,0.0
albecst01,1980,SAS,NBA,1,52.0,30.0,3.0,4.0
albecst01,1981,SAS,NBA,1,48.0,34.0,4.0,5.0
albecst01,1983,NJN,NBA,1,45.0,37.0,5.0,6.0
albecst01,1984,NJN,NBA,1,42.0,40.0,0.0,3.0
albecst01,1985,CHI,NBA,1,30.0,52.0,0.0,3.0
attleal01,1969,SFW,NBA,2,8.0,22.0,0.0,0.0
attleal01,1970,SFW,NBA,1,41.0,41.0,1.0,4.0
attleal01,1971,GSW,NBA,1,51.0,31.0,1.0,4.0
attleal01,1972,GSW,NBA,1,47.0,35.0,5.0,6.0
attleal01,1973,GSW,NBA,1,44.0,38.0,0.0,0.0
attleal01,1974,GSW,NBA,1,48.0,34.0,12.0,5.0
attleal01,1976,GSW,NBA,1,46.0,36.0,5.0,5.0
attleal01,1977,GSW,NBA,1,43.0,39.0,0.0,0.0
attleal01,1980,GSW,NBA,1,39.0,43.0,0.0,0.0
attleal01,1981,GSW,NBA,1,45.0,37.0,0.0,0.0
attleal01,1982,GSW,NBA,1,30.0,52.0,0.0,0.0
bickebe01,1985,SEA,NBA,1,31.0,51.0,0.0,0.0
bickebe01,1986,SEA,NBA,1,39.0,43.0,7.0,7.0
bickebe01,1987,SEA,NBA,1,44.0,38.0,2.0,3.0
bickebe01,1995,DEN,NBA,1,35.0,47.0,0.0,0.0
bickebe01,1996,DEN,NBA,1,4.0,9.0,0.0,0.0
bickebe01,1996,WSB,NBA,3,22.0,13.0,0.0,3.0
bickebe01,1997,WAS,NBA,1,42.0,40.0,0.0,0.0
bickebe01,1998,WAS,NBA,1,13.0,19.0,0.0,0.0
martisl01,1968,HSM,ABA,1,3.0,9.0,0.0,0.0
hughere01,1992,SAS,NBA,2,1.0,0.0,0.0,0.0
borylvi01,1955,NYK,NBA,2,9.0,12.0,0.0,0.0
shuege01,1981,WSB,NBA,1,43.0,39.0,3.0,4.0
hardiji01,1968,MNP,ABA,3,2.0,5.0,0.0,0.0
fitzsco01,1988,PHO,NBA,1,55.0,27.0,7.0,5.0
obrieji03,2000,BOS,NBA,2,24.0,24.0,0.0,0.0
zasloma01,1967,NJA,ABA,1,36.0,42.0,0.0,0.0
dunlemi01,2005,LAC,NBA,1,47.0,35.0,7.0,5.0
wittmra01,2000,CLE,NBA,1,30.0,52.0,0.0,0.0
borylvi01,1957,NYK,NBA,1,35.0,37.0,0.0,0.0
kerrjo01,1969,PHO,NBA,1,15.0,23.0,0.0,0.0
rochare01,1958,DET,NBA,1,28.0,44.0,1.0,2.0
caseydo01,1999,NJN,NBA,1,31.0,51.0,0.0,0.0
shuege01,1969,BAL,NBA,1,50.0,32.0,3.0,4.0
loughke01,1986,WSB,NBA,1,42.0,40.0,0.0,3.0
bertkbi01,1998,LAL,NBA,2,1.0,0.0,0.0,0.0
jacksst03,1996,VAN,NBA,2,6.0,33.0,0.0,0.0
moedo01,1987,DEN,NBA,1,54.0,28.0,5.0,6.0
nelsodo01,1979,MIL,NBA,1,49.0,33.0,3.0,4.0
rileypa01,1983,LAL,NBA,1,54.0,28.0,14.0,7.0
frankla01,2009,NJN,NBA,1,0.0,16.0,0.0,0.0
olsenha01,1947,CHS,NBA,1,28.0,20.0,2.0,3.0
birchpa01,1953,FTW,NBA,1,40.0,32.0,0.0,4.0
stjeaga01,1996,SAC,NBA,1,28.0,39.0,0.0,0.0
