season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2003,144,1400,82,1163,78,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,69,5,18,29,36,21,31,13,10,5,5,21,30,71,4,13,14,25,14,27,13,11,7,8,21
2003,144,1393,79,1120,78,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,66,5,14,16,21,15,21,14,10,9,7,17,27,63,10,22,14,17,14,26,15,17,5,5,19
2013,138,1332,74,1387,57,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,53,8,11,10,16,9,29,18,18,10,4,19,20,53,3,21,14,22,6,21,11,12,10,2,15
2013,135,1241,68,1254,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,56,8,23,8,12,14,25,17,11,3,10,16,21,59,3,16,10,14,16,19,11,11,7,1,12
2012,136,1293,58,1161,41,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
2006,136,1454,82,1328,74,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,55,6,20,26,32,10,22,13,12,8,1,15,32,61,5,14,5,8,10,25,18,18,8,4,25
2013,137,1314,78,1437,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22
2012,136,1458,73,1285,49,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16
2006,137,1272,94,1331,78,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,37,61,11,22,9,16,12,21,16,13,10,2,21,28,53,7,15,15,20,7,17,14,13,4,4,17
2008,136,1458,71,1168,56,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25
2013,138,1277,70,1272,48,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,52,4,16,14,22,14,35,14,18,10,7,14,19,64,5,23,5,10,11,18,8,11,7,5,18
2014,138,1277,80,1217,73,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,57,7,21,17,22,10,24,17,11,9,1,20,22,53,6,17,23,30,8,24,8,11,4,3,17
2011,136,1338,74,1421,51,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,59,8,19,16,25,22,28,18,12,4,1,16,17,55,3,19,14,19,9,18,9,10,7,6,21
2008,139,1314,108,1116,77,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,44,65,8,16,12,17,11,21,28,7,3,5,18,28,59,5,18,16,23,14,13,11,9,5,3,13
2008,136,1181,71,1125,70,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21
2014,137,1242,80,1184,69,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,32,53,0,7,16,24,14,29,17,14,2,7,14,22,57,12,31,13,16,8,11,14,7,8,1,21
2009,137,1425,72,1130,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,51,4,9,14,19,11,24,19,13,7,6,18,18,55,6,23,13,14,13,17,13,15,5,3,21
2013,136,1332,68,1329,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23
2009,139,1112,71,1156,57,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,44,3,11,24,28,6,27,12,11,8,3,19,22,59,3,23,10,14,12,18,3,11,7,1,18
2013,143,1455,72,1247,58,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,67,5,12,7,9,17,30,12,8,4,8,13,20,56,7,18,11,16,9,20,8,9,5,2,13
2004,137,1242,78,1227,53,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,39,5,12,25,40,6,35,18,25,6,8,19,20,64,3,16,10,14,11,15,10,15,9,0,25
2008,137,1172,82,1211,76,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19
2006,139,1437,82,1112,78,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,52,9,19,17,20,12,19,13,13,6,4,19,28,65,5,17,17,20,20,14,15,10,7,2,19
2005,138,1452,111,1448,105,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",2,37,70,7,21,30,39,10,25,20,11,5,5,26,36,71,9,23,24,36,17,29,23,18,7,3,28
2013,137,1235,76,1323,58,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,59,9,21,9,12,5,22,19,6,4,1,13,22,51,4,17,10,13,9,26,9,17,2,2,11
2012,137,1153,65,1400,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15
2007,138,1139,62,1268,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13
2013,145,1393,55,1266,39,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,19,50,5,17,12,19,11,26,8,6,9,8,11,12,53,3,25,12,16,19,25,10,13,5,6,16
2012,154,1246,67,1242,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,56,6,14,15,21,12,31,12,11,4,11,15,22,62,5,11,10,15,11,24,9,9,6,5,16
2014,139,1417,77,1372,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,53,4,14,15,23,4,26,22,3,3,3,17,20,57,7,27,13,16,12,24,11,8,1,1,23
2004,136,1264,75,1196,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,60,6,15,17,21,13,23,10,10,8,4,21,21,45,3,13,15,22,4,22,4,14,4,4,18
2012,137,1462,67,1323,63,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16
2008,136,1338,82,1331,63,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11
2011,136,1211,86,1385,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,52,9,15,21,26,12,31,20,15,6,2,15,27,58,7,15,10,15,5,15,9,10,10,4,22
2003,145,1242,78,1112,75,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,67,8,26,12,18,15,22,16,15,13,5,20,23,55,10,22,19,23,11,26,16,19,8,2,17
