yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1875,,BR2,BRA,,11,44,,2,42,,,Н,,132,1547,304,32,9,2,10,0.0,,,,,438,174,3,31,0,0,1188,531,9,22,0,426,,0,Бруклинские Атлантики,Союзные земли,,88,94,BRA,BR2,BR2
1942,AL,BOS,BOS,,2,152,77.0,93,59,,,Н,Н,761,5248,1451,244,55,103,591,508.0,68.0,61.0,,,594,519,3,84,11,17,4074,1260,65,553,500,157,156.0,0,Бостонский ред Сокс,Парк Фенвей II,730340.0,104,102,BOS,BOS,BOS
1884,NL,CL2,CBL,,7,113,,35,77,,,Н,Н,458,3934,934,147,49,16,170,576.0,,,,,716,379,3,107,7,0,2982,1046,35,269,482,512,,0,Блюз Кливленда,Парк Кеннард Стрит,,103,106,CLV,CL2,CL2
1884,AA,IN2,IHO,,12,110,,29,78,,,Н,Н,462,3813,890,129,62,20,125,560.0,,,,,755,437,4,107,2,0,2811,1001,30,199,479,515,,0,Индианаполис Хусье,Седьмой уличный парк,,97,100,IND,IN2,IN2
2005,AL,CLE,CLE,C,2,162,81.0,93,69,Н,Н,Н,Н,790,5609,1522,337,30,207,503,1093.0,62.0,36.0,54.0,50.0,642,582,3,6,10,51,4358,1363,157,413,1050,106,156.0,0,Индейцы Кливленда,Джейкобс Филд,2013763.0,96,96,CLE,CLE,CLE
1889,AA,CN2,CIN,,4,141,,76,63,,,Н,Н,897,4844,1307,197,96,52,452,511.0,462.0,,,,769,483,3,114,3,8,3729,1270,35,475,562,440,,0,Красные чулки Цинциннати,Парк I Лиги в Цинциннати,,105,103,CIN,CN2,CN2
1927,NL,CIN,CIN,,5,153,80.0,75,78,,,Н,Н,643,5185,1439,222,77,29,402,332.0,62.0,,,,653,538,3,87,12,12,4104,1472,36,316,407,165,160.0,0,Красные Цинциннати,Кросли Филд,442164.0,97,97,CIN,CIN,CIN
1907,NL,CIN,CIN,,6,156,81.0,66,87,,,Н,Н,526,4966,1226,126,90,15,372,,158.0,,,,519,362,2,118,10,2,4053,1223,16,444,481,227,118.0,0,Красные Цинциннати,Палас фанов,317500.0,104,105,CIN,CIN,CIN
2005,NL,MIL,MIL,C,3,162,81.0,81,81,Н,Н,Н,Н,726,5448,1413,327,19,175,531,1162.0,79.0,34.0,73.0,38.0,697,635,3,7,6,46,4314,1382,169,569,1173,119,139.0,0,Милуоки Брюэрс,Миллер Парк,2211023.0,101,101,MIL,ML4,MIL
1890,PL,NYP,NYI,,3,132,,74,57,,,Н,,1018,4913,1393,204,97,66,486,364.0,231.0,,,,875,543,4,111,3,6,3516,1219,37,569,449,449,,0,Нью-Йорк Гиганты,,,108,107,NYI,NYP,NYP
1889,NL,BSN,ATL,,2,133,,83,45,,,Н,Н,826,4628,1251,196,54,42,471,450.0,331.0,,,,626,435,3,121,10,4,3498,1152,41,413,497,413,,0,Бостонские бунтари,South End Groups II,,106,104,BSN,BSN,BSN
1977,NL,CHN,CHC,E,4,162,81.0,81,81,Н,,Н,Н,692,5604,1489,271,37,111,534,796.0,64.0,45.0,,,739,654,4,16,10,44,4404,1500,128,489,942,153,147.0,0,Чикаго Кабс,Филд Уригли,1439834.0,111,112,CHC,CHN,CHN
2003,AL,BAL,BAL,E,4,163,81.0,71,91,Н,Н,Н,Н,743,5665,1516,277,24,152,431,902.0,89.0,36.0,54.0,40.0,820,767,4,9,3,41,4349,1579,198,526,981,105,164.0,0,Балтимор Ориолс,Парк Ориол в Камден-Ярдс,2454523.0,99,99,BAL,BAL,BAL
1989,NL,CIN,CIN,W,5,162,81.0,75,87,Н,,Н,Н,632,5520,1362,243,28,128,493,1028.0,128.0,71.0,,,691,607,3,16,9,37,4392,1404,125,559,981,121,108.0,0,Красные Цинциннати,Стадион &quot; Риверфронт &quot;,1979320.0,104,103,CIN,CIN,CIN
1975,AL,ML4,MIL,E,5,162,81.0,68,94,Н,,Н,Н,675,5378,1343,242,34,146,553,922.0,65.0,64.0,,,792,690,4,36,10,34,4293,1496,133,624,643,180,162.0,0,Милуоки Брюэрс,Окружной стадион,1213357.0,100,101,MIL,MIL,MIL
1884,NL,BFN,BUF,,3,115,,64,47,,,Н,Н,700,4197,1099,163,69,39,215,458.0,,,,,626,328,2,108,14,1,3003,1041,46,189,534,463,,0,Баффало Бизонс,Олимпийский парк I,,103,105,BUF,BFN,BFN
1958,NL,PIT,PIT,,2,154,77.0,84,70,,,Н,Н,662,5247,1386,229,68,134,396,753.0,30.0,15.0,,,607,541,3,43,10,41,4101,1344,123,470,679,133,173.0,0,Питтсбургские пираты,Поле Форбса,1311988.0,97,98,PIT,PIT,PIT
1890,NL,PIT,PIT,,8,138,,23,113,,,Н,Н,597,4739,1088,160,43,20,408,458.0,208.0,,,,1235,780,5,119,3,0,3528,1520,52,573,381,607,,0,Питтсбургские аллегени,Парк отдыха,16064.0,88,92,PIT,PIT,PIT
1993,AL,NYA,NYY,E,2,162,81.0,88,74,Н,,Н,Н,821,5615,1568,294,24,178,629,910.0,39.0,35.0,,,761,695,4,11,13,38,4314,1467,170,552,899,101,166.0,0,Нью-Йорк Янкиз,Стадион &lt; &lt; Янки &gt; &gt; II,2416942.0,97,96,NYY,NYA,NYA
1997,AL,CHA,CHW,C,2,161,81.0,80,81,Н,Н,Н,Н,779,5491,1498,260,28,158,569,901.0,106.0,52.0,,,833,749,4,6,7,52,4266,1505,175,575,961,125,131.0,0,Чикаго Уайт Сокс,Парк Комиски II,1864782.0,96,96,CHW,CHA,CHA
1994,AL,TOR,TOR,E,3,115,59.0,55,60,,,,,566,3962,1064,210,30,115,387,691.0,79.0,26.0,,,579,535,4,13,4,26,3075,1053,127,482,832,80,105.0,0,Торонтские синие джеи,Скайдом,2907933.0,100,100,TOR,TOR,TOR
1972,AL,DET,DET,E,1,156,78.0,86,70,Y,,Н,Н,558,5099,1206,179,32,122,483,793.0,17.0,21.0,,,514,456,2,46,11,33,4164,1212,101,465,952,96,137.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион тигр,1892386.0,103,103,DET,DET,DET
1893,NL,CL4,CLV,,3,129,,73,55,,,Н,,976,4747,1425,222,98,32,532,229.0,252.0,,,,839,532,4,110,2,2,3420,1361,35,356,242,389,,0,Кливленд Паук,Парк I Лиги,130000.0,106,105,CLV,CL4,CL4
1957,NL,PIT,PIT,,7,155,77.0,62,92,,,Н,Н,586,5402,1447,231,60,92,374,733.0,46.0,35.0,,,696,601,3,47,9,15,4185,1463,158,421,663,170,143.0,0,Питтсбургские пираты,Поле Форбса,850732.0,97,98,PIT,PIT,PIT
1994,AL,BOS,BOS,E,4,115,64.0,54,61,,,,,552,3940,1038,222,19,120,404,723.0,81.0,38.0,,,621,564,4,6,1,30,3087,1104,120,450,729,81,124.0,0,Бостонский ред Сокс,Парк Фенвей II,1775818.0,105,105,BOS,BOS,BOS
1940,NL,BSN,ATL,,7,152,75.0,65,87,,,Н,Н,623,5329,1366,219,50,59,402,581.0,48.0,,,,745,658,4,76,9,12,4077,1444,83,573,435,183,169.0,0,Бостонские пчёлы,Поле храбрых,241616.0,94,96,BSN,BSN,BSN
1950,NL,CIN,CIN,,6,153,76.0,66,87,,,Н,Н,654,5253,1366,257,27,99,504,497.0,37.0,,,,734,651,4,67,7,13,4071,1363,145,582,686,140,132.0,0,Красные Цинциннати,Кросли Филд,538794.0,100,102,CIN,CIN,CIN
1909,NL,BRO,LAD,,6,155,79.0,55,98,,,Н,Н,444,5056,1157,176,59,16,330,,141.0,,,,627,477,3,126,18,3,4152,1277,32,528,594,276,86.0,0,Бруклинский супербас,Вашингтон Парк III,321300.0,96,100,BRO,BRO,BRO
1920,NL,CIN,CIN,,3,154,77.0,82,71,,,Н,Н,639,5176,1432,169,76,18,382,367.0,158.0,128.0,,,569,448,2,90,12,9,4173,1327,26,393,435,200,125.0,0,Красные Цинциннати,Кросли Филд,568107.0,98,97,CIN,CIN,CIN
1884,UA,CNU,COR,,3,105,,69,36,,,Н,,703,3786,1027,118,63,26,147,482.0,,,,,466,242,2,95,11,1,2742,831,17,90,503,532,,0,Красные цициннати,,,111,107,COR,CNU,CNU
1983,NL,SDN,SDP,W,4,163,82.0,81,81,Н,,Н,Н,653,5527,1384,207,34,93,482,822.0,179.0,67.0,,,653,590,3,23,5,44,4401,1389,144,528,850,129,135.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,1539815.0,97,97,SDP,SDN,SDN
1908,AL,SLA,BAL,,4,155,78.0,83,69,,,Н,Н,544,5151,1261,173,52,20,343,,126.0,,,,483,334,2,107,15,5,4191,1151,7,387,607,237,97.0,0,Сент-Луис Браунс,Парк III для спортсменов,618947.0,101,100,SLB,SLA,SLA
1903,AL,NYA,NYY,,4,136,67.0,72,62,,,Н,Н,579,4565,1136,193,62,18,332,465.0,160.0,,,,573,411,3,111,7,2,3603,1171,19,245,463,264,87.0,0,Нью-Йоркские горожане,Парк Хиллтоп,211808.0,106,105,NYY,NYA,NYA
1982,AL,BOS,BOS,E,3,162,81.0,89,73,Н,,Н,Н,753,5596,1536,271,31,136,547,736.0,42.0,39.0,,,713,651,4,23,11,33,4359,1557,155,478,816,121,172.0,0,Бостонский ред Сокс,Парк Фенвей II,1950124.0,107,106,BOS,BOS,BOS
2000,AL,TOR,TOR,E,3,162,81.0,83,79,Н,Н,Н,Н,861,5677,1562,328,21,244,526,1026.0,89.0,34.0,60.0,34.0,908,821,5,15,4,37,4311,1615,195,560,978,100,176.0,0,Торонтские синие джеи,Скайдом,1705712.0,103,103,TOR,TOR,TOR
1973,NL,HOU,HOU,W,4,162,81.0,82,80,Н,,Н,Н,681,5532,1391,216,35,134,469,962.0,92.0,48.0,,,672,608,3,45,14,26,4380,1389,111,575,907,112,140.0,0,Хьюстон Астрос,Астродом,1394004.0,99,99,HOU,HOU,HOU
1935,AL,BOS,BOS,,4,154,79.0,78,75,,,Н,Н,718,5288,1458,281,63,69,609,470.0,91.0,59.0,,,732,619,4,82,6,11,4128,1520,67,520,470,190,136.0,0,Бостонский ред Сокс,Парк Фенвей II,558568.0,107,106,BOS,BOS,BOS
1968,NL,SFN,SFG,,2,163,81.0,88,74,,,Н,Н,599,5441,1301,162,33,108,508,904.0,50.0,37.0,,,529,442,2,77,20,16,4407,1302,86,344,942,162,125.0,0,Сан-Франциско Гиганты,Парк слоновой палочки,837220.0,101,100,SFG,SFN,SFN
1976,NL,SDN,SDP,W,5,162,80.0,73,89,Н,,Н,Н,570,5369,1327,216,37,64,488,716.0,92.0,46.0,,,662,581,3,47,11,18,4296,1368,87,543,652,141,148.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,1458478.0,92,94,SDP,SDN,SDN
1957,AL,WS1,MIN,,8,154,77.0,55,99,,,Н,Н,603,5231,1274,215,38,111,527,733.0,13.0,38.0,,,808,742,4,31,5,16,4131,1482,149,580,691,128,159.0,0,Сенаторы Вашингтона,Стадион Griffith II,457079.0,98,102,WSH,WS1,WS1
1888,AA,BL2,BLO,,5,137,,57,80,,,Н,Н,653,4656,1068,162,70,19,298,479.0,326.0,,,,779,504,3,130,3,0,3600,1162,23,419,525,461,,0,Балтимор Ориолс,Парк Ориол,,98,98,BAL,BL2,BL2
1984,AL,CLE,CLE,E,6,163,81.0,75,87,Н,,Н,Н,761,5643,1498,222,39,123,600,815.0,126.0,77.0,,,766,694,4,21,7,35,4401,1523,141,545,803,146,163.0,0,Индейцы Кливленда,Стадион Кливленда,734079.0,102,103,CLE,CLE,CLE
1913,AL,BOS,BOS,,4,151,75.0,79,71,,,Н,Н,631,4965,1334,220,101,17,466,534.0,189.0,,,,610,444,2,83,12,10,4074,1323,6,442,710,238,84.0,0,Бостонский ред Сокс,Парк Фенвей I,437194.0,103,100,BOS,BOS,BOS
1919,NL,BRO,LAD,,5,141,70.0,69,71,,,Н,Н,525,4844,1272,167,66,25,258,405.0,112.0,,,,513,389,2,98,12,1,3843,1256,21,292,476,218,84.0,0,Бруклинские Робинс,Эббетс Поле,360721.0,103,103,BRO,BRO,BRO
1924,NL,CHN,CHC,,5,154,78.0,81,72,,,Н,Н,698,5134,1419,207,59,66,469,521.0,137.0,149.0,,,699,587,3,85,4,6,4140,1459,89,438,416,218,153.0,0,Чикаго Кабс,Филд Уригли,716922.0,101,101,CHC,CHN,CHN
1956,NL,BRO,LAD,,1,154,77.0,93,61,,,Y,Н,720,5098,1315,212,36,179,649,738.0,65.0,37.0,,,601,543,3,46,12,30,4104,1251,171,441,772,111,149.0,0,Бруклин Доджерс,Эббетс Поле,1213562.0,109,107,BRO,BRO,BRO
1910,NL,PHI,PHI,,4,157,78.0,78,75,,,Н,Н,674,5171,1319,223,71,22,506,559.0,199.0,,,,639,478,3,84,17,9,4233,1297,36,547,657,258,132.0,0,Филадельфия Филадельфия,Кубок Бейкера,296597.0,103,103,PHI,PHI,PHI
1898,NL,PHI,PHI,,6,150,,78,71,,,Н,,823,5118,1431,238,81,33,472,382.0,182.0,,,,784,532,3,129,10,0,3864,1440,23,399,325,379,,0,Филадельфия Филадельфия,Кубок Бейкера,265414.0,96,95,PHI,PHI,PHI
1906,NL,CIN,CIN,,6,155,78.0,64,87,,,Н,Н,533,5025,1198,140,71,16,395,,170.0,,,,582,409,2,126,12,5,4107,1248,14,470,567,260,97.0,0,Красные Цинциннати,Палас фанов,330056.0,104,104,CIN,CIN,CIN
1934,AL,SLA,BAL,,6,154,76.0,67,85,,,Н,Н,674,5288,1417,252,59,62,514,631.0,43.0,31.0,,,800,674,4,50,6,20,4050,1499,94,632,499,187,160.0,0,Сент-Луис Браунс,Парк IV для спортсменов,115305.0,107,110,SLB,SLA,SLA
1885,NL,DTN,DTN,,6,108,,41,67,,,Н,Н,514,3773,917,149,66,25,216,451.0,,,,,582,305,2,105,6,1,2862,966,18,224,475,445,,0,&lt; &lt; Детройт &gt; &gt;,Парк отдыха,,100,101,DTN,DTN,DTN
1941,NL,PIT,PIT,,4,156,78.0,81,73,,,Н,Н,690,5297,1417,233,65,56,547,516.0,59.0,,,,643,531,3,71,8,12,4122,1392,66,492,410,194,130.0,0,Питтсбургские пираты,Поле Форбса,482241.0,100,100,PIT,PIT,PIT
2001,NL,HOU,HOU,C,1,162,81.0,93,69,Y,Н,Н,Н,847,5528,1500,313,29,208,581,1119.0,64.0,49.0,89.0,56.0,769,707,4,7,6,48,4364,1453,221,486,1228,110,138.0,0,Хьюстон Астрос,Энронное поле,2904277.0,107,106,HOU,HOU,HOU
1926,NL,PIT,PIT,,3,157,79.0,84,69,,,Н,Н,769,5312,1514,243,106,44,434,350.0,91.0,,,,689,562,3,83,12,18,4137,1422,50,455,387,220,161.0,0,Питтсбургские пираты,Поле Форбса,798542.0,105,102,PIT,PIT,PIT
1903,NL,CIN,CIN,,4,141,76.0,74,65,,,Н,Н,765,4857,1399,228,92,28,403,,144.0,,,,656,420,3,126,11,1,3690,1277,14,378,480,312,84.0,0,Красные Цинциннати,Палас фанов,351680.0,111,109,CIN,CIN,CIN
2011,AL,KCA,KCR,C,4,162,,71,91,Н,Н,Н,Н,730,5672,1560,325,41,129,442,1006.0,153.0,58.0,39.0,57.0,762,716,4,2,6,37,4354,1487,163,557,1080,95,149.0,0,Канзас-Сити Роялс,Стадион Кауффмана,1724450.0,101,101,KCR,KCA,KCA
1919,AL,BOS,BOS,,6,138,66.0,66,71,,,Н,Н,564,4548,1188,181,49,33,471,411.0,108.0,,,,552,450,3,89,15,8,3672,1251,16,421,381,143,118.0,0,Бостонский ред Сокс,Парк Фенвей I,417291.0,94,94,BOS,BOS,BOS
1968,AL,OAK,OAK,,6,163,83.0,82,80,,,Н,Н,569,5406,1300,192,40,94,472,1022.0,147.0,61.0,,,544,475,2,45,18,29,4365,1220,124,505,997,145,136.0,0,Аклендская атлетика,Оклендская Колизей,837466.0,94,94,OAK,OAK,OAK
1892,NL,CHN,CHC,,7,147,,70,76,,,Н,,635,5063,1188,149,92,26,427,482.0,233.0,,,,735,456,3,133,6,1,3894,1269,35,424,518,424,,0,Чикагские кольты,Парк &lt; &lt; Саутсайд I &gt; &gt;,109067.0,94,94,CHC,CHN,CHN
1952,NL,PIT,PIT,,8,155,77.0,42,112,,,Н,Н,515,5193,1201,181,30,92,486,724.0,43.0,41.0,,,793,704,4,43,5,8,4089,1395,133,615,564,181,167.0,0,Питтсбургские пираты,Поле Форбса,686673.0,102,107,PIT,PIT,PIT
1946,NL,BSN,ATL,,4,154,77.0,81,72,,,Н,Н,630,5225,1377,238,48,44,558,468.0,60.0,,,,592,510,3,73,10,12,4113,1291,76,478,566,169,129.0,0,Бостонские храбрые,Поле храбрых,969673.0,101,101,BSN,BSN,BSN
1985,AL,MIN,MIN,W,4,162,84.0,77,85,Н,,Н,Н,705,5509,1453,282,41,141,502,779.0,68.0,44.0,,,782,710,4,41,7,34,4278,1468,164,462,767,120,139.0,0,Близнецы из Миннесоты,Хьюберт Хэмфри Метродом,1651814.0,105,105,MIN,MIN,MIN
2008,AL,TEX,TEX,W,2,162,,79,83,Н,Н,Н,Н,901,5728,1619,376,35,194,595,1207.0,81.0,25.0,63.0,54.0,967,860,5,6,8,36,4326,1647,176,625,963,132,191.0,0,Техасские рейнджеры,Рейнджеры Баллпарк в Арлингтоне,1945677.0,102,102,TEX,TEX,TEX
1888,NL,CHN,CHC,,2,136,,77,58,,,Н,Н,734,4616,1201,147,95,77,290,563.0,287.0,,,,659,390,2,123,13,1,3558,1139,63,308,588,417,,0,Белые чулки Чикаго,Вестсайдский парк I,,107,106,CHC,CHN,CHN
1968,NL,ATL,ATL,,5,163,81.0,81,81,,,Н,Н,514,5552,1399,179,31,80,414,782.0,83.0,44.0,,,549,478,2,44,16,29,4422,1326,87,362,871,125,139.0,0,Атланты Храбрые храбрые,Стадион округа Атланта-Фултон,1126540.0,101,101,ATL,ATL,ATL
1990,NL,SLN,STL,E,6,162,81.0,70,92,Н,,Н,Н,599,5462,1398,255,41,73,517,844.0,221.0,74.0,,,698,620,3,8,13,39,4329,1432,98,475,833,129,114.0,0,Кардиналы Сент-Луиса,Автобусный стадион II,2573225.0,100,100,STL,SLN,SLN
1950,AL,DET,DET,,2,157,81.0,95,59,,,Н,Н,837,5381,1518,285,50,114,722,480.0,23.0,40.0,,,713,644,4,72,9,20,4221,1444,141,553,576,120,194.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион Бриггс,1951474.0,103,102,DET,DET,DET
1990,NL,CHN,CHC,E,4,162,81.0,77,85,Н,,Н,Н,690,5600,1474,240,36,136,406,869.0,151.0,50.0,,,774,695,4,13,7,42,4326,1510,121,572,877,122,136.0,0,Чикаго Кабс,Филд Уригли,2243791.0,108,108,CHC,CHN,CHN
1977,NL,SFN,SFG,W,4,162,81.0,75,87,Н,,Н,Н,673,5497,1392,227,41,134,568,842.0,90.0,59.0,,,711,608,3,27,10,33,4377,1501,114,529,854,178,136.0,0,Сан-Франциско Гиганты,Парк слоновой палочки,700056.0,99,100,SFG,SFN,SFN
2007,AL,TEX,TEX,W,4,162,,75,87,Н,Н,Н,Н,816,5555,1460,298,36,179,503,1224.0,88.0,25.0,56.0,42.0,844,755,4,0,6,42,4290,1525,155,668,976,124,178.0,0,Техасские рейнджеры,Рейнджеры Баллпарк в Арлингтоне,2353862.0,101,101,TEX,TEX,TEX
1972,NL,SFN,SFG,W,5,155,77.0,69,86,Н,,Н,Н,662,5245,1281,211,36,150,480,964.0,123.0,45.0,,,649,568,3,44,8,23,4158,1309,130,507,771,154,121.0,0,Сан-Франциско Гиганты,Парк слоновой палочки,647744.0,102,102,SFG,SFN,SFN
1893,NL,LS3,LOU,,11,126,,50,75,,,Н,,759,4566,1185,177,73,19,485,306.0,203.0,,,,942,708,5,113,4,1,3240,1431,38,479,190,328,,0,Полковники Луисвиля,Парк II &lt; &lt; Эклипс &gt; &gt;,53683.0,92,94,LOU,LS3,LS3
1959,AL,CHA,CHW,,1,156,78.0,94,60,,,Y,Н,669,5297,1325,220,46,97,580,634.0,113.0,53.0,,,588,521,3,44,13,36,4275,1297,129,525,761,130,141.0,0,Чикаго Уайт Сокс,Парк Комиски,1423144.0,99,98,CHW,CHA,CHA
1954,AL,CLE,CLE,,1,156,77.0,111,43,,,Y,Н,746,5222,1368,188,39,156,637,668.0,30.0,33.0,,,504,438,2,77,12,36,4257,1220,89,486,678,128,148.0,0,Индейцы Кливленда,Стадион Кливленда,1335472.0,102,98,CLE,CLE,CLE
1981,AL,TEX,TEX,W,2,105,56.0,57,48,Н,,Н,Н,452,3581,968,178,15,49,295,396.0,46.0,41.0,,,389,355,3,23,8,18,2820,891,67,322,488,69,102.0,0,Техасские рейнджеры,Арлингтонский стадион,850076.0,94,94,TEX,TEX,TEX
1992,AL,OAK,OAK,W,1,162,81.0,96,66,Y,,Н,Н,745,5387,1389,219,24,142,707,831.0,143.0,59.0,,,672,600,3,8,9,58,4341,1396,129,601,843,125,158.0,0,Аклендская атлетика,Оклендская Колизей,2494160.0,94,95,OAK,OAK,OAK
1893,NL,CHN,CHC,,9,128,,56,71,,,Н,,829,4664,1299,186,93,32,465,262.0,255.0,,,,874,597,4,101,4,5,3351,1278,26,553,273,421,,0,Чикагские кольты,Парк &lt; &lt; Саутсайд I &gt; &gt;,223500.0,103,104,CHC,CHN,CHN
2001,AL,TBA,TBD,E,5,162,81.0,62,100,Н,Н,Н,Н,672,5524,1426,311,21,121,456,1116.0,115.0,52.0,54.0,25.0,887,781,4,1,6,30,4271,1513,207,569,1030,139,144.0,0,Тампа-Бей Дьявол-Рэйс,Тропиканское поле,1298365.0,98,100,TBD,TBA,TBA
1876,NL,NY3,NYU,,6,57,,21,35,,,Н,,260,2180,494,39,15,2,18,35.0,,,,,412,173,2,56,2,0,1590,718,8,24,37,475,18.0,0,Нью-Йорк Взаимная связь,Союзные земли (Бруклин),,96,100,NYU,NY3,NY3
1982,AL,NYA,NYY,E,5,162,81.0,79,83,Н,,Н,Н,709,5526,1417,225,37,161,590,719.0,69.0,45.0,,,716,647,3,24,8,39,4377,1471,113,491,939,128,158.0,0,Нью-Йорк Янкиз,Стадион &lt; &lt; Янки &gt; &gt; II,2041219.0,98,97,NYY,NYA,NYA
1875,,NH1,NHV,,8,47,,7,40,,,Н,,170,1708,374,42,12,2,13,0.0,,,,,397,158,3,40,0,0,1278,500,5,22,0,437,,0,Нью-Хейвен-Элм-Сити,Парк Гамильтон,,87,93,NHV,NH1,NH1
1938,AL,CLE,CLE,,3,153,76.0,86,66,,,Н,Н,847,5356,1506,300,89,113,550,605.0,83.0,36.0,,,782,692,4,68,5,17,4059,1416,100,681,717,152,145.0,0,Индейцы Кливленда,Парк II/Кливлендский стадион Лиги,652006.0,98,97,CLE,CLE,CLE
1909,AL,DET,DET,,1,158,78.0,98,54,,,Y,Н,666,5095,1360,209,58,19,397,,280.0,,,,493,357,2,117,17,12,4260,1254,16,359,528,268,87.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Парк Беннетт,490490.0,104,102,DET,DET,DET
1997,AL,ML4,MIL,C,3,161,80.0,78,83,Н,Н,Н,Н,681,5444,1415,294,27,135,494,967.0,103.0,55.0,,,742,670,4,6,8,44,4282,1419,177,542,1012,125,171.0,0,Милуоки Брюэрс,Окружной стадион,1444027.0,101,102,MIL,MIL,MIL
1934,NL,NY1,SFG,,2,153,75.0,93,60,,,Н,Н,760,5396,1485,240,41,126,406,526.0,19.0,,,,583,486,3,68,13,30,4110,1384,75,351,499,179,141.0,0,Нью-Йорк Гиганты,Поло Земля IV,730851.0,98,96,NYG,NY1,NY1
1931,NL,CHN,CHC,,3,156,77.0,84,70,,,Н,Н,828,5451,1578,340,66,84,577,641.0,49.0,,,,710,611,3,80,8,8,4155,1448,54,524,541,169,141.0,0,Чикаго Кабс,Филд Уригли,1086422.0,102,100,CHC,CHN,CHN
1932,AL,BOS,BOS,,8,154,77.0,43,111,,,Н,Н,566,5295,1331,253,57,53,469,539.0,46.0,46.0,,,915,760,5,42,3,7,4086,1574,79,612,365,231,165.0,0,Бостонский ред Сокс,Парк Фенвей I,182150.0,95,99,BOS,BOS,BOS
2000,AL,KCA,KCR,C,4,162,81.0,77,85,Н,Н,Н,Н,879,5709,1644,281,27,150,511,840.0,121.0,35.0,48.0,70.0,930,876,5,10,6,29,4317,1585,239,693,927,102,185.0,0,Канзас-Сити Роялс,Стадион Кауффмана,1564847.0,103,103,KCR,KCA,KCA
1976,NL,CHN,CHC,E,4,162,81.0,75,87,Н,,Н,Н,611,5519,1386,216,24,105,490,834.0,74.0,74.0,,,728,642,3,27,12,33,4413,1511,123,490,850,140,145.0,0,Чикаго Кабс,Филд Уригли,1026217.0,108,109,CHC,CHN,CHN
1956,AL,BOS,BOS,,4,155,78.0,84,70,,,Н,Н,780,5349,1473,261,45,139,727,687.0,28.0,19.0,,,751,648,4,50,8,20,4194,1354,130,668,712,169,168.0,0,Бостонский ред Сокс,Парк Фенвей II,1137158.0,113,111,BOS,BOS,BOS
1918,NL,CIN,CIN,,3,129,71.0,68,60,,,Н,Н,530,4265,1185,165,84,15,304,303.0,128.0,,,,496,381,3,84,14,6,3426,1136,19,381,321,192,127.0,0,Красные Цинциннати,Кросли Филд,163009.0,98,97,CIN,CIN,CIN
1995,AL,CLE,CLE,C,1,144,72.0,100,44,Y,Н,Y,Н,840,5028,1461,279,23,207,542,766.0,132.0,53.0,,,607,554,3,10,10,50,3903,1261,135,445,926,101,142.0,0,Индейцы Кливленда,Джейкобс Филд,2842745.0,101,99,CLE,CLE,CLE
1991,AL,MIN,MIN,W,1,162,81.0,95,67,Y,,Y,Y,776,5556,1557,270,42,140,526,747.0,107.0,68.0,,,652,594,3,21,12,53,4347,1402,139,488,876,94,161.0,0,Близнецы из Миннесоты,Хьюберт Хэмфри Метродом,2293842.0,105,104,MIN,MIN,MIN
2012,AL,KCA,KCR,C,3,162,81.0,72,90,Н,Н,Н,Н,676,5636,1492,295,37,131,404,1032.0,132.0,38.0,42.0,41.0,746,693,4,2,1,44,4354,1504,163,542,1177,113,169.0,0,Канзас-Сити Роялс,Стадион Кауффмана,1739859.0,100,100,KCR,KCA,KCA
1935,NL,CIN,CIN,,6,154,76.0,68,85,,,Н,Н,646,5296,1403,244,68,73,392,547.0,72.0,,,,772,648,4,59,9,13,4068,1490,65,438,500,204,139.0,0,Красные Цинциннати,Кросли Филд,448247.0,96,98,CIN,CIN,CIN
1954,AL,WS1,MIN,,6,155,78.0,66,88,,,Н,Н,632,5249,1292,188,69,81,610,719.0,37.0,21.0,,,680,590,3,69,10,7,4149,1396,79,573,562,137,172.0,0,Сенаторы Вашингтона,Стадион Гриффита I,503542.0,94,96,WSH,WS1,WS1
1944,AL,CHA,CHW,,7,154,77.0,71,83,,,Н,Н,543,5292,1307,210,55,23,439,448.0,66.0,47.0,,,662,553,3,64,5,17,4170,1411,68,420,481,183,154.0,0,Чикаго Уайт Сокс,Парк Комиски,563539.0,98,99,CHW,CHA,CHA
1983,AL,CAL,ANA,W,5,162,81.0,70,92,Н,,Н,Н,722,5640,1467,241,22,154,509,835.0,41.0,39.0,,,779,706,4,39,7,23,4422,1636,130,496,668,154,190.0,0,Калифорнийские ангелы,Анахаймский стадион,2555016.0,99,99,CAL,CAL,CAL
1933,NL,CHN,CHC,,3,154,79.0,86,68,,,Н,Н,646,5255,1422,256,51,72,392,475.0,52.0,,,,536,443,2,95,16,9,4086,1316,51,413,488,168,163.0,0,Чикаго Кабс,Филд Уригли,594112.0,100,99,CHC,CHN,CHN
