playerid,awardid,yearid,lgid,tie,notes
boonebo01,Gold Glove,1988,AL,,C
traynpi01,TSN All-Star,1929,ML,,3B
luzingr01,TSN All-Star,1975,NL,,В ЛЮБОЙ ЧАСТИ
martipe02,TSN All-Star,1998,AL,,RHP
mclaide01,TSN All-Star,1969,AL,,RHP
rommeed01,Baseball Magazine All-Star,1922,ML,,С3
batteea01,Gold Glove,1961,AL,,C
ruethdu01,Baseball Magazine All-Star,1922,NL,,С3
coopemo01,TSN Guide MVP,1942,NL,,
torrejo01,TSN Major League Player of the Year,1971,ML,,
willibe02,TSN All-Star,2000,AL,,В ЛЮБОЙ ЧАСТИ
whitede03,Gold Glove,1992,AL,,В ЛЮБОЙ ЧАСТИ
schmimi01,Gold Glove,1981,NL,,3B
mclaide01,TSN Pitcher of the Year,1969,AL,,
reardje01,TSN Fireman of the Year,1985,NL,,
willibe02,ALCS MVP,1996,AL,,
larkiba01,TSN All-Star,1998,NL,,СС
mcmilro01,Gold Glove,1959,NL,,СС
hamptmi01,Silver Slugger,2000,NL,,Р
brosisc01,World Series MVP,1998,ML,,
bellge02,TSN All-Star,1986,AL,,В ЛЮБОЙ ЧАСТИ
wagnebi02,Rolaids Relief Man Award,1999,NL,,
quiseda01,TSN Fireman of the Year,1983,AL,,
seaveto01,TSN Pitcher of the Year,1969,NL,,
rodrial01,TSN All-Star,2007,AL,,3B
simmoal01,Baseball Magazine All-Star,1930,ML,,LF
varitja01,Silver Slugger,2005,AL,,C
gonzalu01,TSN All-Star,2001,NL,,В ЛЮБОЙ ЧАСТИ
venturo01,Gold Glove,1996,AL,,3B
leede02,Gold Glove,2007,NL,,1B
hunteto01,Gold Glove,2003,AL,,В ЛЮБОЙ ЧАСТИ
gracema01,Gold Glove,1993,NL,,1B
cronijo01,Baseball Magazine All-Star,1932,ML,,СС
bagweje01,Silver Slugger,1997,NL,,1B
grovele01,Baseball Magazine All-Star,1933,AL,,С1
foxne01,Most Valuable Player,1959,AL,,
rodriiv01,Silver Slugger,1999,AL,,C
alexape01,Baseball Magazine All-Star,1923,ML,,С3
johnswa01,Baseball Magazine All-Star,1923,AL,,С4
simmoal01,Baseball Magazine All-Star,1934,ML,,LF
trammal01,World Series MVP,1984,ML,,
yastrca01,TSN All-Star,1965,AL,,В ЛЮБОЙ ЧАСТИ
violafr01,Babe Ruth Award,1987,AL,,Р
humeto01,TSN Fireman of the Year,1980,NL,Y,
biggicr01,Gold Glove,1995,NL,,2B
mattido01,Gold Glove,1993,AL,,1B
travice01,Baseball Magazine All-Star,1941,AL,,СС
cobbty01,Baseball Magazine All-Star,1924,AL,,CF
parkeda01,Gold Glove,1978,NL,,В ЛЮБОЙ ЧАСТИ
speaktr01,Baseball Magazine All-Star,1913,ML,,В ЛЮБОЙ ЧАСТИ
finlest01,Gold Glove,1995,NL,,В ЛЮБОЙ ЧАСТИ
suzukic01,Silver Slugger,2009,AL,,В ЛЮБОЙ ЧАСТИ
vaughar01,Baseball Magazine All-Star,1938,ML,,СС
wallati01,Gold Glove,1990,NL,,3B
timlimi01,Lou Gehrig Memorial Award,2007,ML,,
speaktr01,Baseball Magazine All-Star,1923,ML,,В ЛЮБОЙ ЧАСТИ
larkiba01,TSN All-Star,1988,NL,,СС
armasto01,Silver Slugger,1984,AL,,В ЛЮБОЙ ЧАСТИ
ferrida01,TSN All-Star,1945,ML,,Р
larkiba01,Silver Slugger,1996,NL,,СС
smithoz01,TSN All-Star,1984,NL,,СС
doerrbo01,Baseball Magazine All-Star,1946,ML,,2B
sosasa01,TSN All-Star,1999,NL,,В ЛЮБОЙ ЧАСТИ
hartnga01,Baseball Magazine All-Star,1932,NL,,C
gomezle01,Baseball Magazine All-Star,1937,AL,,С1
schmimi01,TSN All-Star,1983,NL,,3B
vaughhi01,Pitching Triple Crown,1918,NL,,
martied01,Silver Slugger,1992,AL,,3B
bluevi01,TSN Pitcher of the Year,1971,AL,,
wanerpa01,Baseball Magazine All-Star,1934,NL,,RF
liebemi01,Gold Glove,1999,NL,,C
musiast01,TSN Major League Player of the Year,1951,ML,,
puckeki01,TSN All-Star,1994,AL,,В ЛЮБОЙ ЧАСТИ
ceronri01,TSN All-Star,1980,AL,,C
knighra01,World Series MVP,1986,ML,,
mcgeewi01,Gold Glove,1986,NL,,В ЛЮБОЙ ЧАСТИ
johnswa01,Baseball Magazine All-Star,1919,ML,,С1
shantbo01,TSN All-Star,1952,ML,,Р
heathje01,Baseball Magazine All-Star,1941,AL,,RF
maddugr01,Gold Glove,2008,NL,,Р
perezto01,TSN All-Star,1973,NL,,1B
seweljo01,Baseball Magazine All-Star,1923,AL,,СС
batteea01,TSN All-Star,1962,AL,,C
jackstr01,Baseball Magazine All-Star,1928,NL,,СС
winfida01,Gold Glove,1982,AL,,В ЛЮБОЙ ЧАСТИ
stewada01,Babe Ruth Award,1989,AL,,Р
castilu01,Gold Glove,2004,NL,,2B
johnswa01,Most Valuable Player,1924,AL,,
crandde01,Gold Glove,1960,NL,,C
listapa01,Rookie of the Year,1992,AL,,
wagneho01,Baseball Magazine All-Star,1909,NL,,СС
archeji01,Baseball Magazine All-Star,1912,ML,,C1
aparilu01,TSN All-Star,1963,AL,,СС
deandi01,TSN All-Star,1934,ML,,Р
schmimi01,TSN All-Star,1979,NL,,3B
wallati01,Gold Glove,1985,NL,,3B
wilsoha01,TSN All-Star,1930,ML,,В ЛЮБОЙ ЧАСТИ
vaughar01,Baseball Magazine All-Star,1936,NL,,СС
wrighda03,Silver Slugger,2008,NL,,3B
knickbi01,Baseball Magazine All-Star,1934,AL,,СС
cobbty01,Baseball Magazine All-Star,1910,ML,,RF
coopece01,Gold Glove,1979,AL,,1B
yastrca01,Triple Crown,1967,AL,,
ottme01,Baseball Magazine All-Star,1938,ML,,RF
hitchst01,NLCS MVP,1998,NL,,
branded01,Baseball Magazine All-Star,1931,NL,,С1
sievero01,Rookie of the Year,1949,AL,,
howarel01,Gold Glove,1964,AL,,C
applilu01,Baseball Magazine All-Star,1936,ML,,СС
sweened01,Baseball Magazine All-Star,1910,AL,,C2
freehbi01,Gold Glove,1966,AL,,C
sandbry01,Silver Slugger,1984,NL,,2B
caminke01,Silver Slugger,1996,NL,,3B
gordojo01,Baseball Magazine All-Star,1948,ML,,2B
pettian01,ALCS MVP,2001,AL,,
ruelmu01,Baseball Magazine All-Star,1927,AL,,C
schmimi01,TSN All-Star,1976,NL,,3B
gomezle01,TSN All-Star,1938,ML,,Р
norrimi01,Gold Glove,1980,AL,,Р
bluevi01,TSN All-Star,1978,NL,,LHP
whitede03,Gold Glove,1988,AL,,В ЛЮБОЙ ЧАСТИ
mondera01,Gold Glove,1997,NL,,В ЛЮБОЙ ЧАСТИ
aaronha01,TSN All-Star,1959,ML,,В ЛЮБОЙ ЧАСТИ
dimagjo01,Most Valuable Player,1941,AL,,
wakefdi01,Baseball Magazine All-Star,1943,AL,,RF
ruthba01,Baseball Magazine All-Star,1921,AL,,В ЛЮБОЙ ЧАСТИ
thomair01,Baseball Magazine All-Star,1911,AL,,C1
riverma01,TSN Reliever of the Year,2004,AL,Y,
santajo01,TSN Pitcher of the Year,2006,AL,,
marquru01,Baseball Magazine All-Star,1911,NL,,С2
rosepe01,Most Valuable Player,1973,NL,,
piazzmi01,TSN All-Star,1999,NL,,C
guerrvl01,Silver Slugger,2000,NL,,В ЛЮБОЙ ЧАСТИ
dempsri01,World Series MVP,1983,ML,,
schmimi01,TSN All-Star,1982,NL,,3B
simmoal01,Baseball Magazine All-Star,1927,ML,,CF
cartega01,TSN All-Star,1982,NL,,C
hamptmi01,TSN Pitcher of the Year,1999,NL,,
larkiba01,Silver Slugger,1988,NL,,СС
jackstr01,TSN All-Star,1928,ML,,СС
gehrilo01,Baseball Magazine All-Star,1928,ML,,1B
martipe02,TSN Pitcher of the Year,2000,AL,,
ripkeca01,Silver Slugger,1993,AL,,СС
molitpa01,Branch Rickey Award,1998,ML,,
verlaju01,TSN Pitcher of the Year,2012,AL,Y,
deandi01,Baseball Magazine All-Star,1933,ML,,С4
ruthba01,Baseball Magazine All-Star,1923,AL,,В ЛЮБОЙ ЧАСТИ
hermabi01,TSN All-Star,1943,ML,,2B
wertzvi01,Baseball Magazine All-Star,1949,AL,,RF
carewro01,TSN Major League Player of the Year,1977,ML,,
pujolal01,TSN All-Star,2004,NL,,1B
righeda01,TSN Fireman of the Year,1987,AL,Y,
piazzmi01,TSN All-Star,2001,NL,,C
daubeja01,Baseball Magazine All-Star,1913,NL,,1B
sandbry01,Gold Glove,1985,NL,,2B
cochrmi01,TSN All-Star,1930,ML,,C
friscfr01,TSN All-Star,1931,ML,,2B
righeda01,Rolaids Relief Man Award,1987,AL,,
ruffire01,Baseball Magazine All-Star,1939,AL,,С2
knoopbo01,Gold Glove,1967,AL,,2B
vanceda01,TSN All-Star,1925,ML,,Р
peavyja01,Cy Young Award,2007,NL,,
mathech01,Baseball Magazine All-Star,1913,ML,,С2
terrybi01,Baseball Magazine All-Star,1935,NL,,1B
gedmari01,TSN All-Star,1986,AL,,C
jonesan01,Gold Glove,1999,NL,,В ЛЮБОЙ ЧАСТИ
langsma01,Gold Glove,1995,AL,,Р
gwynnto01,Silver Slugger,1997,NL,,В ЛЮБОЙ ЧАСТИ
rixeyep01,Baseball Magazine All-Star,1922,ML,,С2
carltst01,Cy Young Award,1982,NL,,
rosepe01,Silver Slugger,1981,NL,,1B
lopezal01,Baseball Magazine All-Star,1945,NL,,C
turlebo01,TSN All-Star,1958,ML,,Р
ripkeca01,TSN All-Star,1985,AL,,СС
hershor01,NLCS MVP,1988,NL,,
bondsba01,Most Valuable Player,2004,NL,,
zimmehe01,Baseball Magazine All-Star,1917,ML,,3B
piercbi02,TSN Pitcher of the Year,1957,AL,,
snowjt01,Gold Glove,1997,NL,,1B
clemero02,Cy Young Award,1991,AL,,
alexape01,Baseball Magazine All-Star,1913,NL,,С2
wilsoji01,Baseball Magazine All-Star,1929,NL,,C
burnsge01,Baseball Magazine All-Star,1914,NL,,В ЛЮБОЙ ЧАСТИ
edmonji01,TSN All-Star,1995,AL,Y,В ЛЮБОЙ ЧАСТИ
beltrad01,Silver Slugger,2011,AL,,3B
mantlmi01,Hutch Award,1965,ML,,
dickera01,Cy Young Award,2012,NL,,
fregoji01,TSN All-Star,1964,AL,,СС
kalinal01,TSN Player of the Year,1963,AL,,
scottmi03,NLCS MVP,1986,NL,,
kleinch01,Baseball Magazine All-Star,1932,ML,,RF
smoltjo01,TSN All-Star,1996,NL,,RHP
olivato01,TSN Player of the Year,1971,AL,,
gehrilo01,Baseball Magazine All-Star,1936,ML,,1B
bluegos01,Baseball Magazine All-Star,1925,AL,,3B
johnsho01,Silver Slugger,1991,NL,,3B
hershor01,Babe Ruth Award,1988,NL,,Р
travice01,Baseball Magazine All-Star,1941,ML,,СС
jossad01,Baseball Magazine All-Star,1908,AL,,С4
cochrmi01,Baseball Magazine All-Star,1931,ML,,C
bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
munsoth01,Gold Glove,1973,AL,,C
johnsra05,Cy Young Award,1995,AL,,
reesepe01,Lou Gehrig Memorial Award,1956,ML,,
larocad01,Silver Slugger,2012,NL,,1B
terrybi01,Baseball Magazine All-Star,1930,NL,,1B
medwijo01,Baseball Magazine All-Star,1937,NL,,LF
willsma01,Gold Glove,1961,NL,,СС
collied01,Baseball Magazine All-Star,1919,ML,,2B
bondsba01,Most Valuable Player,1993,NL,,
clemero01,Babe Ruth Award,1971,NL,,В ЛЮБОЙ ЧАСТИ
felscha01,Baseball Magazine All-Star,1917,AL,,В ЛЮБОЙ ЧАСТИ
gehrilo01,Baseball Magazine All-Star,1934,ML,,1B
dimagjo01,TSN All-Star,1939,ML,,В ЛЮБОЙ ЧАСТИ
soriaal01,TSN All-Star,2004,AL,,2B
schmimi01,Gold Glove,1978,NL,,3B
karroer01,Silver Slugger,1995,NL,,1B
griffke02,Gold Glove,1991,AL,,В ЛЮБОЙ ЧАСТИ
scheiri01,TSN All-Star,1972,AL,,В ЛЮБОЙ ЧАСТИ
bibbyji01,TSN All-Star,1980,NL,,RHP
willibi01,TSN All-Star,1968,NL,,В ЛЮБОЙ ЧАСТИ
wrighda03,Gold Glove,2008,NL,,3B
gehrich01,Baseball Magazine All-Star,1938,ML,,2B
erstada01,Gold Glove,2004,AL,,1B
ferrewe01,TSN All-Star,1930,ML,,Р
posadjo01,Silver Slugger,2002,AL,,C
robinbr01,TSN All-Star,1968,AL,,3B
herrto01,TSN All-Star,1985,NL,,2B
smithea02,Baseball Magazine All-Star,1925,NL,,C2
kellge01,TSN All-Star,1950,ML,,3B
gordojo01,Baseball Magazine All-Star,1940,ML,,2B
youngcy01,Baseball Magazine All-Star,1908,ML,,С3
johnsra05,Cy Young Award,1999,NL,,
scottge02,Gold Glove,1973,AL,,1B
forscbo01,Silver Slugger,1980,NL,,Р
lollash01,Gold Glove,1958,AL,,C
ottme01,Baseball Magazine All-Star,1935,NL,,RF
wingoiv01,Baseball Magazine All-Star,1919,NL,,C
belanma01,TSN All-Star,1976,AL,,СС
slaugen01,TSN All-Star,1942,ML,,В ЛЮБОЙ ЧАСТИ
butlebr01,Lou Gehrig Memorial Award,1996,ML,,
hernake01,Gold Glove,1986,NL,,1B
benchjo01,TSN All-Star,1973,NL,,C
gracema01,Gold Glove,1992,NL,,1B
walshed01,Baseball Magazine All-Star,1910,AL,,С1
kaatji01,TSN All-Star,1975,AL,,LHP
parkeda01,Most Valuable Player,1978,NL,,
alexape01,Baseball Magazine All-Star,1920,NL,,С1
simmote01,TSN All-Star,1978,NL,,C
davisgl01,Silver Slugger,1986,NL,,1B
hermabi01,Baseball Magazine All-Star,1943,ML,,2B
lyonste01,Baseball Magazine All-Star,1927,ML,,С2
russeje01,Rolaids Relief Man Award,1989,AL,,
rodrial01,TSN All-Star,2003,AL,,СС
applilu01,TSN All-Star,1943,ML,,СС
spencji01,Gold Glove,1970,AL,,1B
jeterde01,Hank Aaron Award,2006,AL,,
mantlmi01,Most Valuable Player,1957,AL,,
hardeme01,Baseball Magazine All-Star,1934,AL,,С3
coopemo01,Most Valuable Player,1942,NL,,
cochrmi01,TSN All-Star,1928,ML,,C
lasorto01,Branch Rickey Award,2006,ML,,
boggswa01,Silver Slugger,1986,AL,,3B
bresnro01,Baseball Magazine All-Star,1908,ML,,C
reisepe01,Baseball Magazine All-Star,1941,NL,,CF
chaseha01,Baseball Magazine All-Star,1911,AL,,1B
deandi01,Baseball Magazine All-Star,1934,ML,,С1
boggswa01,TSN All-Star,1985,AL,,3B
santibe01,Rookie of the Year,1987,NL,,
kaatji01,Gold Glove,1977,NL,,Р
torrejo01,TSN All-Star,1971,NL,,3B
montawi01,TSN All-Star,1976,NL,,1B
voisebi01,TSN Pitcher of the Year,1944,NL,,
willima04,TSN All-Star,1994,NL,,3B
counscr01,NLCS MVP,2001,NL,,
cabremi01,Silver Slugger,2012,AL,,3B
grimebu01,Baseball Magazine All-Star,1918,NL,,С2
hubbeca01,Most Valuable Player,1936,NL,,
rodrial01,Silver Slugger,2000,AL,,СС
snydefr01,Baseball Magazine All-Star,1922,NL,,C
youngro01,Baseball Magazine All-Star,1920,NL,,В ЛЮБОЙ ЧАСТИ
walkedi02,Baseball Magazine All-Star,1945,NL,,RF
rodriiv01,TSN All-Star,1997,AL,,C
kurowwh01,Baseball Magazine All-Star,1946,NL,,3B
boonebo01,Gold Glove,1986,AL,,C
ottme01,TSN All-Star,1935,ML,,В ЛЮБОЙ ЧАСТИ
mathech01,Baseball Magazine All-Star,1911,ML,,С2
palmeji01,TSN Pitcher of the Year,1975,AL,,
kalinal01,TSN All-Star,1966,AL,,В ЛЮБОЙ ЧАСТИ
delgaca01,Silver Slugger,1999,AL,,1B
schmimi01,Most Valuable Player,1980,NL,,
estrach01,TSN Pitcher of the Year,1960,AL,,
seweljo01,Baseball Magazine All-Star,1928,AL,,СС
medwijo01,Baseball Magazine All-Star,1939,NL,,LF
victosh01,Gold Glove,2010,NL,,В ЛЮБОЙ ЧАСТИ
reynoha01,Roberto Clemente Award,1991,ML,,
simmoal01,Baseball Magazine All-Star,1934,AL,,LF
hundlra01,Gold Glove,1967,NL,,C
robinfr02,Babe Ruth Award,1966,AL,,В ЛЮБОЙ ЧАСТИ
malzofr01,Gold Glove,1957,ML,,3B
lopezal01,Baseball Magazine All-Star,1933,NL,,C
ripkeca01,All-Star Game MVP,2001,ML,,
bagbyji01,Baseball Magazine All-Star,1920,AL,,С1
johnswa01,Baseball Magazine All-Star,1916,AL,,С1
bushdo01,Baseball Magazine All-Star,1909,AL,,СС
palmeji01,Cy Young Award,1975,AL,,
maricju01,TSN All-Star,1963,NL,,Р
grovele01,Baseball Magazine All-Star,1932,AL,,С1
reesepe01,TSN All-Star,1953,ML,,СС
kellge01,Baseball Magazine All-Star,1948,AL,,3B
rizzuph01,TSN All-Star,1949,ML,,СС
ripkeca01,TSN Major League Player of the Year,1991,ML,,
kaatji01,Gold Glove,1971,AL,,Р
ferrewe01,Baseball Magazine All-Star,1929,AL,,С4
kubekto01,Rookie of the Year,1957,AL,,
clarkwi02,Silver Slugger,1991,NL,,1B
eckerde01,TSN Fireman of the Year,1988,AL,,
wilsoja02,Silver Slugger,2004,NL,,СС
karroer01,TSN All-Star,1995,NL,,1B
zitoba01,Hutch Award,2012,ML,,
montgje01,TSN Fireman of the Year,1993,AL,,
smithoz01,Gold Glove,1986,NL,,СС
smoltjo01,Lou Gehrig Memorial Award,2005,ML,,
danniha01,Baseball Magazine All-Star,1938,NL,,C2
smithoz01,Gold Glove,1987,NL,,СС
camildo01,Most Valuable Player,1941,NL,,
kluszte01,TSN All-Star,1956,ML,,1B
puckeki01,TSN All-Star,1986,AL,,В ЛЮБОЙ ЧАСТИ
snidedu01,Baseball Magazine All-Star,1950,NL,,CF
benchjo01,TSN All-Star,1970,NL,,C
fernato01,TSN All-Star,1986,AL,,СС
burnsge01,Baseball Magazine All-Star,1917,NL,,В ЛЮБОЙ ЧАСТИ
lemonbo01,Baseball Magazine All-Star,1948,AL,,С1
jansela01,Baseball Magazine All-Star,1950,NL,,С3
hornsro01,Baseball Magazine All-Star,1919,NL,,СС
koufasa01,TSN Major League Player of the Year,1963,ML,,
johnswa01,Baseball Magazine All-Star,1909,AL,,С3
johnswa01,Baseball Magazine All-Star,1917,AL,,С1
blairpa01,Gold Glove,1971,AL,,В ЛЮБОЙ ЧАСТИ
stonege01,Baseball Magazine All-Star,1910,AL,,LF
suttebr01,Rolaids Relief Man Award,1982,NL,,
valvejo01,Rolaids Relief Man Award,2007,NL,,
gantro01,Silver Slugger,1991,NL,,В ЛЮБОЙ ЧАСТИ
shockur01,Baseball Magazine All-Star,1923,AL,,С2
gosligo01,TSN All-Star,1926,ML,,В ЛЮБОЙ ЧАСТИ
heltoto01,Silver Slugger,2001,NL,,1B
robinbr01,TSN All-Star,1962,AL,,3B
sabatcc01,TSN Pitcher of the Year,2007,AL,,
kubekto01,TSN All-Star,1961,AL,,СС
hubbske01,Gold Glove,1962,NL,,2B
suzukic01,All-Star Game MVP,2007,ML,,
schmimi01,Silver Slugger,1982,NL,,3B
freehbi01,TSN All-Star,1971,AL,,C
gibsobo01,Cy Young Award,1970,NL,,
musiast01,TSN Player of the Year,1957,NL,,
mcgrifr01,All-Star Game MVP,1994,ML,,
niekrph01,Gold Glove,1978,NL,,Р
vizquom01,Gold Glove,1993,AL,,СС
foxne01,TSN All-Star,1959,ML,,2B
traynpi01,Baseball Magazine All-Star,1927,ML,,3B
palmera01,Gold Glove,1999,AL,,1B
yastrca01,Gold Glove,1977,AL,,В ЛЮБОЙ ЧАСТИ
riverma01,TSN All-Star,2005,AL,Y,РП
aparilu01,Rookie of the Year,1956,AL,,
vanslan01,Gold Glove,1989,NL,,В ЛЮБОЙ ЧАСТИ
daviswi02,TSN All-Star,1971,NL,,В ЛЮБОЙ ЧАСТИ
whitefr01,Gold Glove,1979,AL,,2B
dimagjo01,TSN All-Star,1942,ML,,В ЛЮБОЙ ЧАСТИ
slaugen01,Baseball Magazine All-Star,1948,NL,,CF
medwijo01,TSN All-Star,1939,ML,,В ЛЮБОЙ ЧАСТИ
hamptmi01,Gold Glove,2003,NL,,Р
maddoga01,Gold Glove,1976,NL,,В ЛЮБОЙ ЧАСТИ
dawsoan01,Gold Glove,1987,NL,,В ЛЮБОЙ ЧАСТИ
sandbry01,TSN All-Star,1988,NL,,2B
camparo01,Baseball Magazine All-Star,1950,NL,,C
benchjo01,Gold Glove,1971,NL,,C
murphda05,Gold Glove,1983,NL,,В ЛЮБОЙ ЧАСТИ
rixeyep01,Baseball Magazine All-Star,1925,NL,,С4
hubbeca01,Baseball Magazine All-Star,1937,NL,,С1
suttebr01,TSN Fireman of the Year,1984,NL,,
larkiba01,TSN All-Star,1991,NL,,СС
lylesp01,TSN Fireman of the Year,1972,AL,,
castivi02,Silver Slugger,1998,NL,,3B
gardnla01,Baseball Magazine All-Star,1921,AL,,3B
dawsoan01,Gold Glove,1984,NL,,В ЛЮБОЙ ЧАСТИ
wheatza01,Baseball Magazine All-Star,1913,NL,,В ЛЮБОЙ ЧАСТИ
piazzmi01,All-Star Game MVP,1996,ML,,
grantmu01,TSN Pitcher of the Year,1965,AL,,
cartejo01,TSN All-Star,1991,AL,,В ЛЮБОЙ ЧАСТИ
grimebu01,Baseball Magazine All-Star,1921,NL,,С1
camermi01,Gold Glove,2003,AL,,В ЛЮБОЙ ЧАСТИ
gwynnto01,Silver Slugger,1989,NL,,В ЛЮБОЙ ЧАСТИ
gibsobo01,TSN Pitcher of the Year,1968,NL,,
saxst01,Rookie of the Year,1982,NL,,
cuyleki01,Baseball Magazine All-Star,1936,NL,,CF
willite01,Baseball Magazine All-Star,1947,ML,,LF
mayswi01,TSN All-Star,1959,ML,,В ЛЮБОЙ ЧАСТИ
bondsba01,Silver Slugger,1991,NL,,В ЛЮБОЙ ЧАСТИ
canoro01,Silver Slugger,2012,AL,,2B
rodriiv01,Silver Slugger,1998,AL,,C
hodgegi01,Gold Glove,1957,ML,,1B
dimagjo01,Baseball Magazine All-Star,1939,ML,,CF
rogerke01,Gold Glove,2004,AL,,Р
thomafr04,Silver Slugger,1994,AL,,1B
koufasa01,Pitching Triple Crown,1963,NL,,
mcinnst01,Baseball Magazine All-Star,1915,AL,,1B
yeagest01,World Series MVP,1981,ML,Y,
hallaro01,TSN Pitcher of the Year,2003,AL,,
cochrmi01,TSN All-Star,1929,ML,,C
johnsde01,TSN All-Star,1965,NL,,3B
riceji01,TSN All-Star,1977,AL,,В ЛЮБОЙ ЧАСТИ
hislela01,TSN All-Star,1978,AL,,В ЛЮБОЙ ЧАСТИ
winfida01,Babe Ruth Award,1992,AL,,В ЛЮБОЙ ЧАСТИ
berkmla01,TSN All-Star,2006,NL,Y,В ЛЮБОЙ ЧАСТИ
davisgl01,Lou Gehrig Memorial Award,1990,ML,,
gonzaju03,Silver Slugger,1997,AL,,В ЛЮБОЙ ЧАСТИ
walkela01,TSN All-Star,1997,NL,,В ЛЮБОЙ ЧАСТИ
mattido01,Most Valuable Player,1985,AL,,
lombaer01,Most Valuable Player,1938,NL,,
lopesda01,Gold Glove,1978,NL,,2B
limajo01,TSN All-Star,1999,NL,,RHP
madlobi01,TSN All-Star,1975,NL,,3B
chapmra01,Baseball Magazine All-Star,1917,ML,,СС
lopezja01,Silver Slugger,2003,NL,,C
rogerke01,Gold Glove,2002,AL,,Р
maranra01,Baseball Magazine All-Star,1917,NL,,СС
grovele01,Pitching Triple Crown,1930,AL,,
cobbty01,Baseball Magazine All-Star,1917,ML,,В ЛЮБОЙ ЧАСТИ
hernake01,Most Valuable Player,1979,NL,Y,
valvejo01,TSN All-Star,2007,NL,,РП
cepedor01,TSN All-Star,1959,ML,,1B
yountro01,TSN All-Star,1980,AL,,СС
cochrmi01,Baseball Magazine All-Star,1928,AL,,C
baylodo01,Silver Slugger,1985,AL,,ДГ
wilsoea01,TSN All-Star,1966,AL,,Р
otisam01,Gold Glove,1974,AL,,В ЛЮБОЙ ЧАСТИ
vizquom01,Gold Glove,2001,AL,,СС
simmoal01,TSN All-Star,1927,ML,,В ЛЮБОЙ ЧАСТИ
sandbry01,Silver Slugger,1988,NL,,2B
munsoth01,Most Valuable Player,1976,AL,,
chancde01,TSN Pitcher of the Year,1964,AL,,
boggswa01,Silver Slugger,1993,AL,,3B
gwynnto01,TSN All-Star,1989,NL,,В ЛЮБОЙ ЧАСТИ
griffdo01,Gold Glove,1972,AL,,2B
piazzmi01,TSN All-Star,2002,NL,,C
hollima01,Silver Slugger,2006,NL,,В ЛЮБОЙ ЧАСТИ
varitja01,TSN All-Star,2005,AL,,C
spahnwa01,TSN All-Star,1961,NL,,Р
heltoto01,Silver Slugger,2002,NL,,1B
jonesan01,TSN All-Star,2005,NL,,В ЛЮБОЙ ЧАСТИ
willibi01,TSN All-Star,1964,NL,,В ЛЮБОЙ ЧАСТИ
mantlmi01,Most Valuable Player,1956,AL,,
simmoal01,Baseball Magazine All-Star,1925,ML,,CF
hornsro01,TSN All-Star,1927,ML,,2B
peavyja01,Pitching Triple Crown,2007,NL,,
delgaca01,Silver Slugger,2003,AL,,1B
fernato01,Gold Glove,1986,AL,,СС
pendlte01,Gold Glove,1989,NL,,3B
gwynnto01,Silver Slugger,1987,NL,,В ЛЮБОЙ ЧАСТИ
suzukic01,Gold Glove,2005,AL,,В ЛЮБОЙ ЧАСТИ
delgaca01,TSN All-Star,2000,AL,,1B
fingero01,Rolaids Relief Man Award,1981,AL,,
gagneer01,TSN All-Star,2003,NL,,RHP
rolensc01,Gold Glove,2004,NL,,3B
lynnfr01,Gold Glove,1979,AL,,В ЛЮБОЙ ЧАСТИ
pujolal01,Most Valuable Player,2009,NL,,
malzofr01,Gold Glove,1958,AL,,3B
boonebr01,Gold Glove,2002,AL,,2B
sandbry01,Gold Glove,1991,NL,,2B
luquedo01,Baseball Magazine All-Star,1923,NL,,С1
gordojo01,Baseball Magazine All-Star,1940,AL,,2B
templga01,Silver Slugger,1984,NL,,СС
milleed03,Baseball Magazine All-Star,1940,NL,,СС
aaronha01,TSN All-Star,1967,NL,,В ЛЮБОЙ ЧАСТИ
francjo01,Rolaids Relief Man Award,1988,NL,,
mclouna01,Gold Glove,2008,NL,,В ЛЮБОЙ ЧАСТИ
cabremi01,Hank Aaron Award,2012,AL,,
alomaro01,Silver Slugger,1999,AL,,2B
averyst01,NLCS MVP,1991,NL,,
draveda01,Hutch Award,1989,ML,,
cordoma01,Rookie of the Year,1995,AL,,
bergewa01,Baseball Magazine All-Star,1933,NL,,CF
schmimi01,Silver Slugger,1980,NL,,3B
murraed02,TSN All-Star,1990,NL,,1B
wallati01,Silver Slugger,1987,NL,,3B
stephve01,Baseball Magazine All-Star,1944,AL,,СС
garcino01,TSN All-Star,1999,AL,,СС
burnsge01,Baseball Magazine All-Star,1919,NL,,В ЛЮБОЙ ЧАСТИ
hernake01,Gold Glove,1978,NL,,1B
thomeji01,TSN All-Star,2001,AL,,1B
johnsda02,Gold Glove,1971,AL,,2B
glavito02,Babe Ruth Award,1995,NL,,Р
ramirma02,TSN All-Star,1999,AL,,В ЛЮБОЙ ЧАСТИ
winfida01,Gold Glove,1983,AL,,В ЛЮБОЙ ЧАСТИ
benchjo01,Gold Glove,1969,NL,,C
barneje01,Baseball Magazine All-Star,1919,NL,,С2
griffal01,Rookie of the Year,1979,AL,Y,
higuete01,TSN All-Star,1986,AL,,LHP
foxpe01,Baseball Magazine All-Star,1935,AL,,RF
suttebr01,TSN Fireman of the Year,1979,NL,,
daubeja01,Baseball Magazine All-Star,1919,NL,,1B
rodriiv01,TSN All-Star,2004,AL,,C
