playerid,yearid,stint,teamid,lgid,g,g_batting,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,g_old
smoltjo01,1989,1,ATL,NL,33,33.0,62.0,6.0,7.0,1.0,1.0,1.0,6.0,0.0,0.0,6.0,23.0,0.0,0.0,6.0,0.0,0.0,33.0
glynnry01,2004,1,TOR,AL,6,0.0,,,,,,,,,,,,,,,,,6.0
johnsla03,1995,1,CHA,AL,142,142.0,607.0,98.0,186.0,18.0,12.0,10.0,57.0,40.0,6.0,32.0,31.0,2.0,1.0,2.0,3.0,7.0,142.0
aldremi01,1993,1,OAK,AL,95,95.0,255.0,40.0,68.0,13.0,1.0,10.0,33.0,1.0,1.0,34.0,45.0,2.0,0.0,3.0,0.0,7.0,95.0
cuccito01,1938,1,BSN,NL,147,147.0,555.0,62.0,147.0,25.0,2.0,9.0,76.0,4.0,,52.0,32.0,,3.0,6.0,,19.0,147.0
worreto01,1992,1,SLN,NL,67,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
hessot01,1906,1,CLE,AL,53,53.0,154.0,13.0,31.0,5.0,2.0,0.0,11.0,1.0,,2.0,,,0.0,1.0,,,53.0
holloke01,1930,1,CLE,AL,12,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2.0,,,12.0
horstos01,1919,1,SLN,NL,6,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,1.0,,,6.0
wynnea01,1949,1,CLE,AL,35,35.0,70.0,3.0,10.0,1.0,0.0,1.0,7.0,0.0,0.0,4.0,10.0,,0.0,2.0,,4.0,35.0
kippeth01,1955,1,PHI,NL,24,24.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0
gilbeto01,1953,1,NY1,NL,70,70.0,160.0,12.0,27.0,3.0,0.0,3.0,16.0,1.0,0.0,22.0,21.0,,0.0,0.0,,2.0,70.0
bushgu01,1937,1,BSN,NL,33,33.0,54.0,4.0,6.0,1.0,0.0,0.0,3.0,0.0,,4.0,16.0,,0.0,2.0,,1.0,33.0
bynummi01,2002,1,SDN,NL,14,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0
olivaom01,2000,1,OAK,AL,21,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
richaha01,1883,1,BFN,NL,92,92.0,399.0,73.0,124.0,34.0,7.0,1.0,56.0,,,22.0,20.0,,,,,,92.0
schilcu01,1996,1,PHI,NL,28,28.0,63.0,1.0,11.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,24.0,0.0,0.0,7.0,0.0,1.0,28.0
hoffmhi01,1879,1,CL2,NL,2,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,,,,,,2.0
schemfr01,1923,1,WS1,AL,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,2.0
milleke02,1988,1,PHI,NL,47,47.0,48.0,4.0,8.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,47.0
penaca01,2003,1,DET,AL,131,131.0,452.0,51.0,112.0,21.0,6.0,18.0,50.0,4.0,5.0,53.0,123.0,1.0,6.0,1.0,4.0,6.0,131.0
leppedo01,1955,1,BAL,AL,40,40.0,70.0,6.0,8.0,0.0,1.0,0.0,2.0,1.0,1.0,9.0,10.0,0.0,0.0,1.0,1.0,3.0,40.0
fergujo01,1976,2,SLN,NL,71,71.0,189.0,22.0,38.0,8.0,4.0,4.0,21.0,4.0,2.0,32.0,40.0,3.0,1.0,2.0,2.0,6.0,71.0
steinte01,1996,1,OAK,AL,145,145.0,514.0,79.0,140.0,25.0,1.0,35.0,100.0,0.0,1.0,49.0,115.0,5.0,6.0,0.0,2.0,16.0,145.0
youngjo02,1983,1,SFN,NL,124,124.0,373.0,59.0,109.0,20.0,3.0,17.0,53.0,7.0,4.0,33.0,59.0,4.0,5.0,2.0,2.0,11.0,124.0
smithal01,1903,1,BOS,AL,11,11.0,33.0,4.0,10.0,1.0,0.0,0.0,4.0,0.0,,0.0,,,0.0,0.0,,,11.0
stephje01,1970,1,LAN,NL,3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
becanbu01,1887,1,NY1,NL,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,0.0,,,,1.0
walkedu01,1985,2,TEX,AL,53,53.0,132.0,14.0,23.0,2.0,0.0,5.0,11.0,2.0,1.0,15.0,29.0,0.0,1.0,0.0,0.0,2.0,53.0
gonzato01,1963,1,PHI,NL,155,155.0,555.0,78.0,170.0,36.0,12.0,4.0,66.0,13.0,8.0,53.0,68.0,5.0,8.0,4.0,5.0,11.0,155.0
welchbo01,1991,1,OAK,AL,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
fletcel01,1935,1,BSN,NL,39,39.0,148.0,12.0,35.0,7.0,1.0,1.0,9.0,1.0,,7.0,13.0,,0.0,2.0,,3.0,39.0
hammaat01,1995,1,CHA,AL,13,0.0,,,,,,,,,,,,,,,,,13.0
swiftbi02,1994,1,SFN,NL,18,18.0,32.0,5.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,18.0
gabrile02,1964,2,CHN,NL,89,89.0,272.0,22.0,67.0,11.0,2.0,5.0,23.0,9.0,4.0,19.0,37.0,1.0,1.0,1.0,0.0,1.0,89.0
gossari01,1984,1,SDN,NL,62,62.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,62.0
archefr01,1936,1,PHA,AL,6,6.0,15.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,,0.0,0.0,,,6.0
nenro01,2001,1,SFN,NL,79,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
harpetr01,2001,1,TBA,AL,2,0.0,,,,,,,,,,,,,,,,,2.0
newhoha01,1941,1,DET,AL,33,33.0,60.0,3.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,8.0,,0.0,5.0,,2.0,33.0
rickema01,1947,1,CHN,NL,71,71.0,137.0,7.0,20.0,0.0,0.0,2.0,15.0,0.0,,15.0,17.0,,0.0,2.0,,5.0,71.0
wakefho01,1907,1,CLE,AL,26,26.0,37.0,4.0,5.0,2.0,0.0,0.0,3.0,0.0,,3.0,,,0.0,0.0,,,26.0
kidama01,2000,1,DET,AL,2,0.0,,,,,,,,,,,,,,,,,2.0
davisdo02,2001,1,TEX,AL,30,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
rincoju01,2005,1,MIN,AL,75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
doerrbo01,1943,1,BOS,AL,155,155.0,604.0,78.0,163.0,32.0,3.0,16.0,75.0,8.0,8.0,62.0,59.0,,1.0,9.0,,11.0,155.0
gibsono01,1903,1,BOS,AL,25,25.0,64.0,8.0,17.0,2.0,2.0,0.0,4.0,0.0,,5.0,,,1.0,5.0,,,25.0
elliora01,1974,1,SDN,NL,13,13.0,33.0,5.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,7.0,9.0,1.0,0.0,1.0,0.0,0.0,13.0
eischjo01,1996,1,LAN,NL,28,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0
harnipe01,1994,1,HOU,NL,18,18.0,35.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,1.0,18.0
holdsji01,1872,1,CL1,,22,22.0,110.0,19.0,33.0,5.0,0.0,0.0,11.0,3.0,2.0,1.0,2.0,,,,,,22.0
cromawa01,1980,1,MON,NL,162,162.0,597.0,74.0,172.0,33.0,5.0,14.0,70.0,8.0,8.0,51.0,64.0,24.0,2.0,4.0,3.0,24.0,162.0
schulfr01,1917,1,PIT,NL,30,30.0,103.0,11.0,22.0,5.0,1.0,0.0,7.0,5.0,,10.0,14.0,,0.0,1.0,,,30.0
stargwi01,1975,1,PIT,NL,124,124.0,461.0,71.0,136.0,32.0,2.0,22.0,90.0,0.0,0.0,58.0,109.0,6.0,3.0,0.0,4.0,9.0,124.0
becanbu01,1885,1,NY4,AA,10,10.0,33.0,3.0,10.0,0.0,0.0,0.0,2.0,0.0,,1.0,,,1.0,,,,10.0
willike01,1921,1,SLA,AL,146,146.0,547.0,115.0,190.0,31.0,7.0,24.0,117.0,20.0,17.0,74.0,42.0,,4.0,21.0,,,146.0
mossch01,1934,1,PHA,AL,10,10.0,10.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0
martihe02,1962,1,KC1,AL,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
wilsowi02,1982,1,KCA,AL,136,136.0,585.0,87.0,194.0,19.0,15.0,3.0,46.0,37.0,11.0,26.0,81.0,2.0,6.0,2.0,2.0,4.0,136.0
kittrma01,1898,1,LS3,NL,86,86.0,287.0,27.0,70.0,8.0,5.0,1.0,31.0,9.0,,15.0,,,0.0,10.0,,,86.0
stillku01,1993,1,SDN,NL,57,57.0,121.0,9.0,26.0,4.0,0.0,1.0,11.0,4.0,3.0,11.0,22.0,2.0,1.0,2.0,0.0,2.0,57.0
myersbi01,1938,1,CIN,NL,134,134.0,442.0,57.0,112.0,18.0,6.0,12.0,47.0,2.0,,41.0,80.0,,0.0,10.0,,9.0,134.0
stevele01,1997,1,TEX,AL,137,137.0,426.0,58.0,128.0,24.0,2.0,21.0,74.0,1.0,3.0,23.0,83.0,2.0,1.0,1.0,3.0,18.0,137.0
seaveto01,1970,1,NYN,NL,42,42.0,95.0,9.0,17.0,1.0,1.0,1.0,10.0,0.0,0.0,10.0,31.0,0.0,0.0,7.0,0.0,1.0,42.0
lakejo01,1908,1,NYA,AL,45,45.0,112.0,6.0,21.0,4.0,1.0,1.0,8.0,2.0,,1.0,,,0.0,1.0,,,45.0
romerma01,2003,1,COL,NL,3,3.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0
mccarda01,2004,1,BOS,AL,91,89.0,151.0,24.0,39.0,8.0,1.0,4.0,17.0,1.0,0.0,14.0,40.0,0.0,2.0,0.0,1.0,5.0,89.0
larkiba01,1998,1,CIN,NL,145,145.0,538.0,93.0,166.0,34.0,10.0,17.0,72.0,26.0,3.0,79.0,69.0,5.0,2.0,4.0,3.0,12.0,145.0
swishst01,1978,1,SLN,NL,45,45.0,115.0,11.0,32.0,5.0,1.0,1.0,10.0,1.0,0.0,8.0,14.0,0.0,1.0,0.0,0.0,6.0,45.0
hardilo01,1891,1,BL3,AA,15,15.0,56.0,7.0,13.0,0.0,3.0,0.0,1.0,3.0,,8.0,8.0,,0.0,,,,15.0
chambel01,1887,1,LS2,AA,37,37.0,131.0,14.0,26.0,1.0,1.0,1.0,16.0,2.0,,12.0,,,0.0,,,,37.0
grimebu01,1920,1,BRO,NL,43,43.0,111.0,9.0,34.0,8.0,3.0,0.0,16.0,2.0,2.0,8.0,21.0,,1.0,6.0,,,43.0
furilca01,1947,1,BRO,NL,124,124.0,437.0,61.0,129.0,24.0,7.0,8.0,88.0,7.0,,34.0,24.0,,1.0,4.0,,17.0,124.0
avilabo01,1955,1,CLE,AL,141,141.0,537.0,83.0,146.0,22.0,4.0,13.0,61.0,1.0,4.0,82.0,47.0,1.0,2.0,18.0,4.0,17.0,141.0
bottira01,1979,1,CAL,AL,12,0.0,,,,,,,,,,,,,,,,,12.0
vanatru01,1938,1,SLA,AL,25,25.0,30.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,,0.0,3.0,,,25.0
bakersc02,2009,1,MIN,AL,33,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
steinte01,1988,1,OAK,AL,104,104.0,351.0,42.0,93.0,19.0,1.0,9.0,51.0,3.0,0.0,33.0,47.0,2.0,6.0,3.0,5.0,13.0,104.0
snowch01,1874,1,BR2,,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0
baylodo01,1979,1,CAL,AL,162,162.0,628.0,120.0,186.0,33.0,3.0,36.0,139.0,22.0,12.0,71.0,51.0,6.0,11.0,0.0,12.0,10.0,162.0
radboch01,1885,1,PRO,NL,66,66.0,249.0,34.0,58.0,9.0,2.0,0.0,22.0,,,36.0,27.0,,,,,,66.0
bautida01,1995,1,DET,AL,89,89.0,271.0,28.0,55.0,9.0,0.0,7.0,27.0,4.0,1.0,12.0,68.0,0.0,0.0,6.0,0.0,6.0,89.0
hillma01,1984,1,CHA,AL,77,77.0,193.0,15.0,45.0,10.0,1.0,5.0,20.0,0.0,1.0,9.0,26.0,0.0,2.0,5.0,0.0,12.0,77.0
lawreji01,1963,1,CLE,AL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
durhaed01,1932,1,BOS,AL,35,35.0,57.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,16.0,,0.0,1.0,,,35.0
demarfr02,1933,1,CHN,NL,134,134.0,515.0,68.0,140.0,24.0,6.0,6.0,51.0,4.0,,22.0,42.0,,2.0,11.0,,11.0,134.0
neibaga01,1972,2,PHI,NL,9,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
henderi01,1996,1,SDN,NL,148,148.0,465.0,110.0,112.0,17.0,2.0,9.0,29.0,37.0,15.0,125.0,90.0,2.0,10.0,0.0,2.0,5.0,148.0
wilcomi01,1977,1,DET,AL,20,0.0,,,,,,,,,,,,,,,,,20.0
nixonot01,1988,1,MON,NL,90,90.0,271.0,47.0,66.0,8.0,2.0,0.0,15.0,46.0,13.0,28.0,42.0,0.0,0.0,4.0,2.0,0.0,90.0
olivejo01,1992,1,CIN,NL,143,143.0,485.0,42.0,131.0,25.0,1.0,10.0,57.0,2.0,3.0,35.0,75.0,19.0,1.0,6.0,7.0,12.0,143.0
sweenmi01,1995,1,KCA,AL,4,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
callani01,1902,1,CHA,AL,70,70.0,218.0,27.0,51.0,7.0,2.0,0.0,13.0,4.0,,6.0,,,2.0,13.0,,,70.0
hoffmda01,1906,1,PHA,AL,7,7.0,22.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,,3.0,,,0.0,4.0,,,7.0
severri01,1971,1,KCA,AL,16,16.0,30.0,4.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0
knottga01,2003,1,DET,AL,20,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
batemjo01,1972,1,MON,NL,18,18.0,29.0,0.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,18.0
freedro01,1979,1,SLN,NL,34,34.0,31.0,2.0,8.0,2.0,0.0,2.0,8.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,34.0
vanceda01,1922,1,BRO,NL,36,36.0,89.0,9.0,20.0,3.0,0.0,0.0,6.0,1.0,0.0,3.0,25.0,,2.0,6.0,,,36.0
fifieja01,1899,2,WAS,NL,7,7.0,20.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,,2.0,,,0.0,0.0,,,7.0
severha01,1924,1,SLA,AL,137,137.0,432.0,37.0,133.0,23.0,2.0,4.0,48.0,1.0,6.0,36.0,15.0,,1.0,31.0,,,137.0
harrilu01,1941,1,PHA,AL,33,33.0,40.0,1.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,,0.0,2.0,,2.0,33.0
grossem01,1883,1,PHI,NL,57,57.0,231.0,39.0,71.0,25.0,7.0,1.0,25.0,,,12.0,18.0,,,,,,57.0
fordybr01,1997,1,CIN,NL,47,47.0,96.0,7.0,20.0,5.0,0.0,1.0,8.0,2.0,0.0,8.0,15.0,1.0,0.0,0.0,1.0,0.0,47.0
fribebe01,1930,1,PHI,NL,105,105.0,331.0,62.0,113.0,21.0,1.0,4.0,42.0,1.0,,47.0,35.0,,1.0,8.0,,,105.0
shugafr01,1893,1,PIT,NL,52,52.0,210.0,37.0,55.0,7.0,3.0,1.0,32.0,12.0,,19.0,15.0,,3.0,,,,52.0
hairsje01,1984,1,CHA,AL,115,115.0,227.0,41.0,59.0,13.0,2.0,5.0,19.0,2.0,1.0,41.0,29.0,3.0,1.0,0.0,2.0,3.0,115.0
brownst02,1984,1,CAL,AL,3,0.0,,,,,,,,,,,,,,,,,3.0
pelloki01,2003,1,COL,NL,11,11.0,18.0,6.0,8.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,11.0
curtier01,1891,2,WS9,AA,29,29.0,103.0,17.0,26.0,3.0,2.0,0.0,12.0,2.0,,13.0,16.0,,2.0,,,,29.0
carroow01,1934,1,BRO,NL,28,28.0,25.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,,2.0,5.0,,0.0,0.0,,1.0,28.0
hoovebu01,1892,1,CIN,NL,14,14.0,51.0,7.0,9.0,0.0,0.0,0.0,2.0,1.0,,5.0,4.0,,0.0,,,,14.0
hamnegr01,1955,1,PHI,NL,104,104.0,405.0,57.0,104.0,12.0,4.0,5.0,43.0,0.0,1.0,41.0,30.0,1.0,1.0,2.0,5.0,10.0,104.0
macfada01,1932,2,NYA,AL,17,17.0,49.0,7.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,15.0,,0.0,2.0,,,17.0
younger01,1993,1,COL,NL,144,144.0,490.0,82.0,132.0,16.0,8.0,3.0,42.0,42.0,19.0,63.0,41.0,3.0,4.0,4.0,4.0,9.0,144.0
lindjo01,1993,1,KCA,AL,136,136.0,431.0,33.0,107.0,13.0,2.0,0.0,37.0,3.0,2.0,13.0,36.0,0.0,2.0,13.0,5.0,7.0,136.0
eusebto01,1995,1,HOU,NL,113,113.0,368.0,46.0,110.0,21.0,1.0,6.0,58.0,0.0,2.0,31.0,59.0,1.0,3.0,1.0,5.0,12.0,113.0
smithbi05,1979,1,BAL,AL,68,68.0,189.0,18.0,47.0,9.0,4.0,6.0,33.0,1.0,0.0,15.0,33.0,1.0,2.0,7.0,1.0,1.0,68.0
obriech01,1988,1,ML4,AL,40,40.0,118.0,12.0,26.0,6.0,0.0,2.0,9.0,0.0,1.0,5.0,16.0,0.0,0.0,4.0,0.0,3.0,40.0
patteco01,2001,1,CHN,NL,59,59.0,131.0,26.0,29.0,3.0,0.0,4.0,14.0,4.0,0.0,6.0,33.0,0.0,3.0,2.0,3.0,1.0,59.0
redmomi01,1998,1,FLO,NL,37,37.0,118.0,10.0,39.0,9.0,0.0,2.0,12.0,0.0,0.0,5.0,16.0,2.0,2.0,4.0,0.0,6.0,37.0
grichbo01,1983,1,CAL,AL,120,120.0,387.0,65.0,113.0,17.0,0.0,16.0,62.0,2.0,4.0,76.0,62.0,2.0,7.0,4.0,3.0,11.0,120.0
hargrbu01,1913,1,CHN,NL,3,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0
smootho01,1904,1,SLN,NL,137,137.0,520.0,58.0,146.0,23.0,6.0,3.0,66.0,23.0,,37.0,,,2.0,14.0,,,137.0
nancedo01,1897,1,LS3,NL,35,35.0,120.0,25.0,29.0,5.0,3.0,3.0,17.0,3.0,,20.0,,,1.0,3.0,,,35.0
loopebr01,2007,1,SLN,NL,31,29.0,53.0,6.0,10.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,19.0,0.0,1.0,5.0,0.0,1.0,29.0
culvege01,1970,2,HOU,NL,32,32.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,32.0
brackja01,1901,1,CLE,AL,12,12.0,44.0,2.0,10.0,4.0,0.0,0.0,4.0,0.0,,0.0,,,0.0,0.0,,,12.0
johnsty01,2005,1,SLN,NL,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
morgami01,1989,1,LAN,NL,40,40.0,36.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,0.0,0.0,40.0
gastato01,1956,1,BAL,AL,32,32.0,56.0,3.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,8.0,0.0,1.0,1.0,1.0,2.0,32.0
clonito01,1967,1,ATL,NL,16,16.0,25.0,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0
santovi01,2003,1,TEX,AL,8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
clinety01,1967,1,ATL,NL,10,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
whitewa01,1871,1,WS3,,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0
wittge01,1958,1,PIT,NL,18,18.0,39.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,18.0
robinbi02,1966,1,ATL,NL,6,6.0,11.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
coneda01,1991,1,NYN,NL,34,34.0,72.0,3.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,14.0,0.0,2.0,6.0,1.0,3.0,34.0
colesda01,1989,1,SEA,AL,146,146.0,535.0,54.0,135.0,21.0,3.0,10.0,59.0,5.0,4.0,27.0,61.0,1.0,6.0,2.0,3.0,13.0,146.0
ginsbjo01,1957,1,BAL,AL,85,85.0,175.0,15.0,48.0,8.0,2.0,1.0,18.0,2.0,1.0,18.0,19.0,1.0,2.0,2.0,4.0,4.0,85.0
baumeji01,1949,1,CHA,AL,8,8.0,10.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,,2.0,0.0,,0.0,8.0
stewada01,1984,1,TEX,AL,32,0.0,,,,,,,,,,,,,,,,,32.0
willito02,2007,1,BAL,AL,14,0.0,,,,,,,,,,,,,,,,,14.0
gionfal01,1947,1,PIT,NL,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0
hugheed01,1905,1,BOS,AL,6,6.0,14.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,,0.0,,,0.0,0.0,,,6.0
harmoch01,1956,1,CIN,NL,13,13.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
hartbi01,1886,1,PH4,AA,22,22.0,73.0,3.0,10.0,1.0,1.0,0.0,1.0,1.0,,3.0,,,0.0,,,,22.0
shannsp01,1908,1,NY1,NL,77,77.0,268.0,34.0,60.0,2.0,1.0,1.0,21.0,13.0,,28.0,,,7.0,10.0,,,77.0
figuene01,2003,1,PIT,NL,12,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
daubabr01,2005,1,NYN,NL,15,15.0,25.0,4.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,7.0,5.0,1.0,1.0,0.0,1.0,2.0,15.0
goossgr01,1968,1,NYN,NL,38,38.0,106.0,4.0,22.0,7.0,0.0,0.0,6.0,0.0,0.0,10.0,21.0,0.0,2.0,1.0,0.0,4.0,38.0
henketo01,1988,1,TOR,AL,52,0.0,,,,,,,,,,,,,,,,,52.0
walkety01,2005,1,SFN,NL,67,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
wickebo01,1901,1,SLN,NL,3,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,3.0
mccamra01,1989,1,SFN,NL,25,25.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0
lamaswa01,1938,2,BRO,NL,5,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,1.0,5.0
pladsgo01,1981,1,HOU,NL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
crainje01,2012,1,CHA,AL,51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
humeto01,1979,1,CIN,NL,57,57.0,46.0,1.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,57.0
gerbewa01,1925,1,SLA,AL,72,72.0,246.0,29.0,67.0,13.0,1.0,0.0,19.0,1.0,2.0,26.0,15.0,,1.0,4.0,,,72.0
hartsto01,1911,1,PHA,AL,25,25.0,38.0,8.0,9.0,2.0,0.0,0.0,1.0,0.0,,8.0,,,2.0,3.0,,,25.0
mootyja01,1943,1,CHN,NL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
durhaed01,1930,1,BOS,AL,33,33.0,41.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,18.0,,0.0,2.0,,,33.0
persoro01,1997,1,TOR,AL,23,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
ellicjo01,1875,1,SL1,,7,7.0,27.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,7.0
donahti01,1895,1,CHN,NL,63,63.0,219.0,29.0,59.0,9.0,1.0,2.0,36.0,5.0,,20.0,25.0,,3.0,3.0,,,63.0
