playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
beardda01,1983,1,OAK,AL,5,5,43,0,0,0,10,183,55,38,8,36,40,0.0,5.0,4.0,3.0,2.0,0,268.0,26.0,39,,,
koechdi01,1947,1,PHI,NL,0,2,3,2,1,0,0,51,20,9,1,10,4,0.0,4.0,,0.0,1.0,1,79.0,1.0,12,,,
hoguebo01,1950,1,BSN,NL,3,5,36,1,0,0,7,188,69,35,8,31,15,0.0,5.0,,2.0,4.0,0,284.0,20.0,35,,,
darwije01,1997,1,CHA,AL,0,1,14,0,0,0,0,41,17,8,1,7,9,0.0,5.0,0.0,3.0,0.0,0,65.0,6.0,8,,,
morgami01,1991,1,LAN,NL,14,10,34,33,5,1,1,709,197,73,12,61,140,0.0,2.0,10.0,6.0,3.0,0,949.0,1.0,85,,,
gilksbo01,1888,1,CL3,AA,0,2,4,2,2,0,1,63,26,19,1,8,3,,8.0,,0.0,0.0,0,98.0,2.0,23,,,
smithmi03,1987,1,MIN,AL,4,7,21,20,0,0,0,327,126,72,17,38,53,0.0,5.0,3.0,4.0,9.0,2,494.0,0.0,76,,,
bowmabo01,1939,1,SLN,NL,13,5,51,15,4,2,9,508,141,49,8,60,78,0.0,2.0,,3.0,1.0,1,692.0,19.0,54,,,
package01,1918,1,SLN,NL,12,12,30,23,10,1,2,547,184,71,6,33,46,0.0,3.0,,0.0,5.0,0,744.0,7.0,84,,,
leffecr01,1990,1,SDN,NL,7,5,56,0,0,0,23,236,68,22,10,22,60,0.0,2.0,4.0,1.0,1.0,0,327.0,44.0,26,,,
brusswa01,1984,1,CHN,NL,1,1,41,0,0,0,3,191,57,22,4,21,36,0.0,3.0,7.0,2.0,1.0,0,260.0,16.0,23,,,
mossido01,1964,1,CHA,AL,3,1,34,0,0,0,7,120,37,13,9,7,36,0.0,2.0,2.0,0.0,1.0,0,163.0,17.0,16,,,
mclisca01,1949,1,CHN,NL,1,1,8,2,0,0,0,69,31,15,5,12,6,0.0,5.0,,0.0,0.0,0,107.0,5.0,21,,,
suklaed01,1964,1,LAA,AL,0,1,2,0,0,0,0,8,2,2,1,1,3,0.0,6.0,0.0,0.0,0.0,0,11.0,1.0,2,,,
youngcy01,1910,1,CLE,AL,7,10,21,20,14,1,0,490,149,46,0,27,58,0.0,2.0,,7.0,4.0,0,638.0,0.0,62,,,
candejo01,1984,1,PIT,NL,12,11,33,28,3,1,2,556,179,56,19,34,133,0.0,2.0,3.0,1.0,1.0,1,751.0,4.0,69,,,
mahonal01,1930,1,PHA,AL,0,0,3,0,0,0,0,13,11,11,0,7,0,0.0,22.0,,0.0,0.0,0,29.0,0.0,11,,,
downial01,1963,1,NYA,AL,13,5,24,22,10,4,0,527,114,50,7,80,171,0.0,2.0,1.0,5.0,0.0,1,707.0,2.0,52,,,
keyji01,1992,1,TOR,AL,13,13,33,33,4,2,0,650,205,85,24,59,117,0.0,3.0,0.0,5.0,4.0,0,900.0,0.0,88,,,
burketi01,1992,2,NYA,AL,2,2,23,0,0,0,0,83,26,10,2,15,8,0.0,3.0,4.0,2.0,1.0,0,122.0,10.0,14,,,
saarlki01,2003,1,HOU,NL,2,1,36,4,0,0,0,148,55,27,4,17,43,0.0,4.0,3.0,0.0,3.0,0,218.0,11.0,31,,,
goodwma01,1916,1,WS1,AL,0,0,3,0,0,0,0,17,5,2,0,3,1,0.0,3.0,,0.0,0.0,0,26.0,2.0,4,,,
marbefi01,1927,1,WS1,AL,10,7,56,10,2,0,9,466,177,80,4,68,74,0.0,4.0,,2.0,3.0,0,694.0,30.0,92,,,
elartsc01,2004,2,CLE,AL,3,5,21,21,1,1,0,352,107,59,25,42,80,0.0,4.0,2.0,3.0,4.0,0,498.0,0.0,62,,,
powelja01,1899,1,SLN,NL,23,19,48,43,40,2,0,1119,433,146,15,85,87,0.0,3.0,,3.0,15.0,0,0.0,5.0,197,,,
masonmi01,1987,2,CHN,NL,4,1,17,4,0,0,0,114,43,24,4,23,28,0.0,5.0,0.0,1.0,1.0,0,173.0,3.0,25,,,
wiltsho01,1909,1,NY1,NL,20,11,37,30,22,4,3,808,228,60,9,51,119,0.0,2.0,,4.0,6.0,0,1037.0,6.0,91,,,
hernaad01,2002,1,NYA,AL,0,1,2,1,0,0,0,18,10,8,2,6,9,,12.0,0.0,1.0,0.0,0,34.0,0.0,8,,,
roberro01,1961,1,PHI,NL,1,10,26,18,2,0,0,351,154,76,19,23,54,0.0,5.0,6.0,1.0,2.0,0,512.0,3.0,85,,,
hillejo01,1973,1,DET,AL,10,5,65,0,0,0,38,376,89,20,7,39,124,0.0,1.0,7.0,1.0,0.0,0,498.0,60.0,21,,,
weberch01,1898,1,WAS,NL,0,1,1,1,0,0,0,12,9,7,0,1,0,0.0,15.0,,0.0,2.0,0,0.0,0.0,9,,,
nichoch02,1956,1,ML1,NL,0,1,2,0,0,0,0,12,9,3,1,3,2,0.0,6.0,1.0,0.0,0.0,0,20.0,0.0,3,,,
ohmanwi01,2000,1,CHN,NL,1,0,6,0,0,0,0,10,4,3,0,4,2,0.0,8.0,1.0,1.0,0.0,0,17.0,2.0,3,,,
lindbpa01,1966,1,KC1,AL,5,10,38,14,0,0,1,363,138,56,14,37,69,0.0,4.0,10.0,0.0,3.0,0,520.0,6.0,63,,,
groombu01,2003,1,BAL,AL,1,3,60,0,0,0,1,136,58,27,7,14,34,0.0,5.0,2.0,1.0,3.0,0,207.0,20.0,27,,,
neverer01,1927,1,SLA,AL,3,8,27,5,2,0,2,284,105,52,8,35,22,0.0,4.0,,5.0,2.0,0,397.0,13.0,61,,,
brunswi01,1999,1,DET,AL,1,0,17,0,0,0,0,36,18,8,3,6,9,0.0,6.0,1.0,0.0,0.0,0,58.0,1.0,9,,,
dowseto01,1890,1,CL4,NL,0,0,1,0,0,0,0,15,6,3,0,1,0,0.0,5.0,,0.0,0.0,0,0.0,1.0,3,,,
ellerho01,1917,1,CIN,NL,10,5,37,11,7,1,1,457,131,40,2,37,77,0.0,2.0,,1.0,3.0,0,614.0,21.0,60,,,
perezto03,2002,1,PHI,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0,2.0,1.0,0,,,
foytapa01,1964,1,LAA,AL,0,1,2,0,0,0,0,7,4,4,2,2,1,0.0,15.0,1.0,0.0,0.0,0,13.0,1.0,4,,,
rudoldi01,1922,1,BSN,NL,0,2,3,3,1,0,0,48,22,9,2,5,3,0.0,5.0,,0.0,0.0,0,74.0,0.0,10,,,
veilbu01,1903,1,PIT,NL,5,3,12,6,4,0,0,212,70,30,1,36,20,0.0,3.0,,2.0,2.0,0,298.0,5.0,35,,,
mcdowsa01,1975,1,PIT,NL,2,1,14,1,0,0,0,104,30,11,0,20,29,0.0,2.0,3.0,1.0,0.0,2,149.0,4.0,11,,,
pilledu01,1952,1,SLA,AL,10,13,30,30,9,1,0,616,222,82,14,55,62,0.0,3.0,,2.0,7.0,0,880.0,0.0,94,,,
assenpa01,1993,2,NYA,AL,2,2,26,0,0,0,0,52,10,6,0,9,11,0.0,3.0,3.0,0.0,1.0,0,71.0,6.0,6,,,
schroal01,1959,1,PHI,NL,1,1,3,0,0,0,0,28,12,9,1,6,4,0.0,8.0,0.0,0.0,0.0,0,42.0,2.0,9,,,
mussimi01,1999,1,BAL,AL,18,7,31,31,4,0,0,610,207,79,16,52,172,0.0,3.0,0.0,2.0,1.0,0,842.0,0.0,88,,,
thurmmi01,2002,1,NYA,AL,1,0,12,2,0,0,0,99,45,19,2,12,23,,5.0,1.0,0.0,1.0,0,152.0,6.0,21,,,
reedho01,1959,1,KC1,AL,0,3,6,3,0,0,0,62,26,17,3,10,11,0.0,7.0,0.0,3.0,0.0,0,97.0,2.0,19,,,
boydja01,1895,1,WAS,NL,2,11,14,12,8,0,0,256,126,67,1,35,16,0.0,7.0,,3.0,0.0,0,0.0,2.0,92,,,
sawyewi01,1883,1,CL2,NL,4,10,17,15,15,0,0,423,119,37,1,47,76,0.0,2.0,,13.0,,0,596.0,2.0,79,,,
honeyri01,1983,2,LAN,NL,2,3,9,7,1,0,0,117,46,25,6,13,18,0.0,5.0,4.0,0.0,2.0,1,172.0,0.0,26,,,
lillyte01,2010,1,CHN,NL,3,8,18,18,0,0,0,351,104,48,19,29,89,,3.0,3.0,2.0,2.0,2,480.0,0.0,53,,,
sampebi01,1992,2,KCA,AL,0,2,8,1,0,0,0,59,21,8,0,3,14,0.0,3.0,1.0,1.0,3.0,0,81.0,3.0,10,,,
rhodear01,1993,1,BAL,AL,5,6,17,17,0,0,0,257,91,62,16,49,49,0.0,6.0,1.0,2.0,1.0,0,387.0,0.0,62,,,
rupejo01,2006,1,TEX,AL,0,1,16,0,0,0,0,87,33,11,2,9,14,,3.0,0.0,2.0,1.0,0,126.0,3.0,11,,,
knausfr01,1894,1,CL4,NL,0,1,2,2,1,0,0,33,7,7,0,14,2,0.0,5.0,,2.0,0.0,0,0.0,0.0,9,,,
purcebl01,1884,1,PHI,NL,0,0,1,0,0,0,0,12,3,1,1,0,1,0.0,2.0,,2.0,0.0,0,16.0,1.0,1,,,
schacsi01,1951,2,BSN,NL,0,2,5,0,0,0,0,14,6,1,0,2,1,0.0,1.0,,0.0,0.0,0,22.0,4.0,4,,,
tatumke01,1973,1,BOS,AL,0,0,1,0,0,0,0,12,6,4,2,3,0,0.0,9.0,0.0,0.0,0.0,0,18.0,0.0,4,,,
fletcpa01,1995,1,PHI,NL,1,0,10,0,0,0,0,40,15,8,2,9,10,0.0,5.0,2.0,2.0,1.0,0,64.0,1.0,8,,,
conwadi01,1888,1,BSN,NL,4,2,6,6,6,0,0,159,49,14,2,8,12,0.0,2.0,,5.0,4.0,0,216.0,0.0,31,,,
moretro01,1972,1,BOS,AL,0,0,3,0,0,0,0,15,5,2,0,6,4,0.0,3.0,0.0,0.0,0.0,0,25.0,0.0,3,,,
whitele01,1981,1,TEX,AL,0,1,2,1,0,0,0,10,8,6,1,2,2,0.0,16.0,0.0,0.0,0.0,0,20.0,0.0,7,,,
perezod01,2002,1,LAN,NL,15,10,32,32,4,2,0,667,182,74,21,38,155,,3.0,5.0,2.0,4.0,3,869.0,0.0,76,,,
niekrjo01,1985,2,NYA,AL,2,1,3,3,0,0,0,37,14,8,3,8,4,0.0,5.0,0.0,0.0,0.0,0,58.0,0.0,8,,,
blylebe01,1988,1,MIN,AL,10,17,33,33,7,0,0,622,240,125,21,51,145,0.0,5.0,1.0,5.0,16.0,3,895.0,0.0,128,,,
olivefr01,1990,1,SFN,NL,2,2,33,2,0,0,2,166,47,17,5,21,41,0.0,2.0,6.0,2.0,2.0,1,231.0,9.0,22,,,
terryra01,1964,1,NYA,AL,7,11,27,14,2,1,4,345,130,58,20,31,77,0.0,4.0,3.0,1.0,1.0,0,499.0,9.0,60,,,
patteda02,1968,1,DET,AL,2,3,38,1,0,0,7,204,53,16,3,27,49,0.0,2.0,1.0,3.0,4.0,1,283.0,22.0,19,,,
lockero01,1964,1,NYN,NL,1,2,25,3,0,0,0,124,46,16,3,22,17,0.0,3.0,0.0,2.0,1.0,0,188.0,13.0,23,,,
walshau02,1928,1,PHI,NL,4,9,38,11,2,0,2,367,160,84,13,40,38,0.0,6.0,,1.0,5.0,0,560.0,17.0,92,,,
killefr01,1900,1,CHN,NL,3,3,6,6,6,0,0,162,65,28,1,11,4,0.0,4.0,,1.0,2.0,0,0.0,0.0,31,,,
shortch02,1971,1,PHI,NL,7,14,31,26,5,2,1,519,182,74,22,63,95,0.0,3.0,2.0,6.0,3.0,0,745.0,3.0,85,,,
jenkife01,1973,1,CHN,NL,14,16,38,38,7,2,0,813,267,117,35,57,170,0.0,3.0,10.0,1.0,4.0,0,1119.0,0.0,133,,,
knowlda01,1971,1,WS2,AL,2,2,12,0,0,0,2,46,17,6,2,6,16,0.0,3.0,1.0,0.0,0.0,0,70.0,6.0,6,,,
erickro01,1981,1,MIN,AL,3,8,14,14,1,0,0,274,93,39,7,31,44,0.0,3.0,4.0,2.0,0.0,5,399.0,0.0,48,,,
kennete01,1886,2,LS2,AA,0,4,4,4,4,0,0,96,53,19,1,16,14,,5.0,,0.0,1.0,0,168.0,0.0,43,,,
johnsra05,1998,2,HOU,NL,10,1,11,11,4,4,0,253,57,12,4,26,116,,1.0,1.0,0.0,3.0,0,329.0,0.0,12,,,
monteri01,1993,1,NYA,AL,7,4,42,0,0,0,0,257,85,47,14,35,50,0.0,4.0,10.0,1.0,0.0,0,369.0,11.0,52,,,
radfopa01,1887,1,NY4,AA,0,0,2,0,0,0,0,15,15,10,1,3,4,,18.0,,0.0,0.0,0,22.0,1.0,16,,,
morrijo06,1968,1,BAL,AL,2,0,19,0,0,0,0,95,19,9,4,17,22,0.0,2.0,2.0,2.0,4.0,0,133.0,2.0,11,,,
diazca01,1982,2,NYN,NL,0,0,4,0,0,0,0,11,6,0,0,4,0,0.0,0.0,1.0,0.0,0.0,0,21.0,3.0,2,,,
greinza01,2012,2,LAA,AL,6,2,13,13,0,0,0,268,80,35,11,26,78,,3.0,0.0,4.0,2.0,0,364.0,0.0,35,,,
dorgami01,1884,1,NY1,NL,8,6,14,14,12,0,0,339,98,44,5,51,90,0.0,3.0,,21.0,0.0,1,507.0,0.0,84,,,
riskeda01,2004,1,CLE,AL,7,3,72,0,0,0,5,232,69,32,11,41,78,0.0,3.0,4.0,3.0,2.0,0,336.0,27.0,32,,,
branded01,1930,1,BSN,NL,4,11,41,13,4,1,1,442,168,82,15,59,65,0.0,5.0,,2.0,0.0,0,656.0,18.0,88,,,
siebeso01,1973,1,BOS,AL,0,1,2,0,0,0,0,7,5,2,1,1,5,0.0,7.0,0.0,0.0,0.0,0,13.0,1.0,2,,,
schutca01,1996,1,ATL,NL,0,0,3,0,0,0,0,10,3,1,0,2,5,0.0,2.0,1.0,0.0,0.0,0,13.0,1.0,1,,,
paniajo01,1998,1,SEA,AL,2,0,18,0,0,0,1,66,15,5,3,5,16,,2.0,0.0,2.0,3.0,0,83.0,2.0,5,,,
lordbr01,1907,1,PHA,AL,0,0,1,0,0,0,0,3,3,1,0,0,0,0.0,9.0,,0.0,0.0,0,6.0,1.0,2,,,
delocik01,1961,1,BOS,AL,6,9,28,28,3,1,0,468,185,85,24,52,80,0.0,4.0,2.0,2.0,2.0,0,698.0,0.0,110,,,
owenfr01,1906,1,CHA,AL,22,13,42,36,27,7,0,879,289,76,4,54,66,0.0,2.0,,2.0,4.0,0,0.0,4.0,114,,,
boydja02,1999,1,PIT,NL,0,0,4,0,0,0,0,16,5,2,0,2,4,0.0,3.0,0.0,1.0,1.0,0,24.0,0.0,2,,,
wieslbo01,1955,1,NYA,AL,0,2,16,7,0,0,0,159,39,23,1,49,22,0.0,3.0,0.0,2.0,1.0,1,236.0,5.0,27,,,
mailsdu01,1915,1,BRO,NL,0,1,2,0,0,0,0,15,6,2,2,5,3,0.0,3.0,,0.0,0.0,0,24.0,2.0,5,,,
chandsp01,1938,1,NYA,AL,14,5,23,23,14,2,0,516,183,77,7,47,36,0.0,4.0,,0.0,2.0,1,737.0,0.0,86,,,
juliojo01,2001,1,BAL,AL,1,1,18,0,0,0,0,64,25,9,2,9,22,,3.0,0.0,1.0,1.0,0,99.0,8.0,13,,,
worreto01,1992,1,SLN,NL,5,3,67,0,0,0,3,192,45,15,4,25,64,0.0,2.0,5.0,1.0,1.0,1,256.0,14.0,15,,,
grimsja01,1996,1,CAL,AL,5,7,35,20,2,1,0,391,150,99,14,74,82,0.0,6.0,5.0,11.0,13.0,0,620.0,4.0,110,,,
stobbch01,1957,1,WS1,AL,8,20,42,31,5,2,1,635,235,126,28,80,114,0.0,5.0,10.0,4.0,5.0,0,946.0,5.0,140,,,
robinje01,1989,1,PIT,NL,7,13,50,19,0,0,4,424,161,72,14,59,95,0.0,4.0,11.0,14.0,1.0,2,643.0,18.0,92,,,
johnsra05,1996,1,SEA,AL,5,0,14,8,0,0,1,184,48,25,8,25,85,0.0,3.0,0.0,3.0,2.0,1,256.0,2.0,27,,,
henrydu01,1927,1,NY1,NL,11,6,45,15,7,1,4,491,184,77,6,31,40,0.0,4.0,,2.0,0.0,0,711.0,17.0,93,,,
juddos01,1947,1,PHI,NL,4,15,32,19,8,1,0,440,155,75,6,69,54,0.0,4.0,,8.0,3.0,0,639.0,4.0,86,,,
stiveja01,1893,1,BSN,NL,20,12,38,34,29,1,1,851,315,139,17,115,61,0.0,4.0,,6.0,0.0,0,0.0,4.0,194,,,
suttojo01,1978,1,MIN,AL,0,0,17,0,0,0,0,133,46,17,3,15,18,0.0,3.0,3.0,5.0,1.0,0,191.0,8.0,19,,,
donahre01,1903,2,CLE,AL,7,9,16,15,14,4,0,410,142,37,3,12,45,0.0,2.0,,0.0,6.0,0,569.0,1.0,61,,,
herriar01,1946,1,BRO,NL,7,2,35,2,0,0,5,258,91,32,2,29,34,0.0,3.0,,2.0,1.0,0,373.0,13.0,39,,,
burkebo01,1931,1,WS1,AL,8,3,30,13,3,1,2,386,124,61,6,50,38,0.0,4.0,,0.0,2.0,0,548.0,12.0,67,,,
leonade01,1982,1,KCA,AL,10,6,21,21,2,0,0,392,145,74,20,46,58,0.0,5.0,3.0,4.0,2.0,0,579.0,0.0,82,,,
hurstbr01,1988,1,BOS,AL,18,6,33,32,7,1,0,650,222,88,21,65,166,0.0,3.0,1.0,5.0,2.0,3,922.0,0.0,98,,,
kimsech01,1936,1,DET,AL,2,3,22,0,0,0,3,156,58,28,2,29,11,0.0,4.0,,6.0,1.0,0,238.0,17.0,36,,,
bombama01,1980,1,NYN,NL,10,8,36,25,2,1,0,488,191,74,17,49,68,0.0,4.0,3.0,4.0,4.0,0,710.0,2.0,80,,,
fordto01,1890,1,CL6,AA,0,0,1,0,0,0,0,6,0,0,0,3,0,,0.0,,0.0,0.0,0,0.0,1.0,0,,,
greenke01,1929,1,BSN,NL,0,0,6,2,0,0,0,47,33,19,1,15,7,0.0,10.0,,1.0,2.0,0,93.0,2.0,19,,,
haliced01,1976,1,SFN,NL,12,14,32,31,8,4,0,559,171,75,10,61,130,0.0,3.0,7.0,4.0,2.0,0,770.0,1.0,86,,,
bergehe01,1909,1,CLE,AL,13,14,34,29,19,4,1,741,221,75,2,58,162,0.0,2.0,,13.0,12.0,1,934.0,3.0,95,,,
simpswa01,1972,1,CIN,NL,8,5,24,22,1,0,0,391,124,60,17,49,70,0.0,4.0,4.0,6.0,2.0,0,555.0,1.0,63,,,
johnsbi04,1983,1,CHN,NL,1,0,10,0,0,0,0,37,17,6,0,3,4,0.0,4.0,1.0,0.0,0.0,1,55.0,2.0,6,,,
duchsju01,2007,1,OAK,AL,3,3,17,0,0,0,0,49,18,9,3,8,13,,4.0,3.0,0.0,0.0,0,75.0,2.0,9,,,
bengera01,1936,2,PHI,NL,1,4,15,6,0,0,1,137,70,24,3,19,13,0.0,4.0,,1.0,0.0,0,221.0,6.0,35,,,
wolfebi01,1902,1,PHI,NL,0,1,1,1,1,0,0,27,11,4,0,4,3,0.0,4.0,,0.0,1.0,0,35.0,0.0,5,,,
palmmi01,1948,1,BOS,AL,0,0,3,0,0,0,0,9,6,2,0,5,1,0.0,6.0,,0.0,0.0,0,20.0,0.0,2,,,
moyerja01,1994,1,BAL,AL,5,7,23,23,0,0,0,447,158,79,23,38,87,0.0,4.0,3.0,1.0,2.0,0,631.0,0.0,81,,,
schroke01,1985,1,MIN,AL,9,12,29,26,6,0,0,482,164,89,28,59,74,0.0,4.0,2.0,2.0,0.0,0,679.0,1.0,95,,,
wickmbo01,1998,1,MIL,NL,6,9,72,0,0,0,25,247,79,34,5,39,71,,3.0,2.0,1.0,4.0,0,357.0,51.0,38,,,
earlear01,1965,1,BOS,AL,0,1,57,0,0,0,0,223,79,30,5,29,47,0.0,3.0,8.0,2.0,3.0,1,332.0,11.0,42,,,
kielyle01,1956,1,BOS,AL,2,2,23,0,0,0,3,94,47,18,1,14,9,0.0,5.0,5.0,0.0,2.0,0,155.0,16.0,25,,,
foxch02,2009,1,CHN,NL,0,0,2,0,0,0,0,1,2,5,0,3,0,,135.0,0.0,1.0,0.0,0,6.0,0.0,5,,,
hergema01,2003,2,SFN,NL,1,0,27,0,0,0,0,105,28,9,1,9,28,0.0,2.0,0.0,0.0,1.0,1,140.0,3.0,11,,,
sherrge01,2009,2,LAN,NL,1,0,30,0,0,0,1,83,19,2,1,11,22,,0.0,2.0,1.0,0.0,0,111.0,1.0,2,,,
checoro01,1997,1,BOS,AL,1,1,5,2,0,0,0,40,12,5,0,3,14,0.0,3.0,0.0,0.0,0.0,0,54.0,1.0,5,,,
reidybi01,1901,1,MLA,AL,16,20,37,33,28,2,0,904,364,141,14,62,50,0.0,4.0,,6.0,9.0,0,0.0,4.0,183,,,
jonesjo01,1920,1,BSN,NL,1,0,3,1,0,0,0,29,16,7,1,5,6,0.0,6.0,,0.0,0.0,0,48.0,2.0,7,,,
willeca01,1962,1,ML1,NL,2,5,30,6,0,0,1,220,95,44,9,20,40,0.0,5.0,3.0,4.0,1.0,0,325.0,5.0,49,,,
pattebo01,1993,1,TEX,AL,2,4,52,0,0,0,1,158,59,28,8,11,46,0.0,4.0,0.0,0.0,1.0,0,224.0,29.0,28,,,
winchsc01,1998,1,CIN,NL,3,6,16,16,1,0,0,237,101,51,12,27,40,,5.0,2.0,3.0,4.0,0,359.0,0.0,56,,,
saberbr01,1989,1,KCA,AL,23,6,36,35,12,4,0,787,209,63,13,43,193,0.0,2.0,6.0,8.0,2.0,1,1021.0,0.0,74,,,
tayloha03,1948,1,BRO,NL,2,7,17,13,2,0,0,242,90,48,8,61,32,0.0,5.0,,2.0,3.0,1,382.0,2.0,55,,,
casiala01,1992,1,MIN,AL,1,0,6,0,0,0,0,20,7,2,0,1,2,0.0,2.0,0.0,0.0,0.0,0,28.0,1.0,2,,,
rhinebi01,1891,1,CIN,NL,17,24,48,43,40,1,1,1118,364,119,4,124,138,0.0,2.0,,18.0,0.0,0,0.0,5.0,224,,,
martijo06,1994,1,SDN,NL,0,2,4,1,0,0,0,36,18,9,2,5,7,0.0,6.0,2.0,1.0,0.0,0,54.0,0.0,9,,,
reynoal01,1952,1,NYA,AL,20,8,35,29,24,6,6,733,194,56,10,97,160,0.0,2.0,,4.0,7.0,0,1000.0,6.0,70,,,
walberu01,1929,1,PHA,AL,18,11,40,33,20,3,4,803,256,107,22,99,94,0.0,3.0,,4.0,0.0,0,1139.0,6.0,115,,,
millebo04,1970,1,CLE,AL,2,2,15,2,0,0,1,84,35,13,1,15,15,0.0,4.0,2.0,0.0,0.0,0,133.0,6.0,14,,,
boggswa01,1997,1,NYA,AL,0,0,1,0,0,0,0,3,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,4.0,1.0,0,,,
rincoan01,1980,1,SLN,NL,3,1,4,4,1,0,0,93,23,9,1,7,22,0.0,2.0,1.0,1.0,0.0,2,116.0,0.0,9,,,
lambra01,1970,1,LAN,NL,6,1,35,0,0,0,0,171,59,24,4,27,32,0.0,3.0,9.0,4.0,4.0,1,250.0,15.0,27,,,
hillesh01,1987,1,LAN,NL,4,3,12,10,0,0,0,174,52,23,5,31,51,0.0,3.0,0.0,4.0,0.0,0,252.0,1.0,27,,,
balejo01,1999,1,TOR,AL,0,0,1,0,0,0,0,6,2,3,1,2,4,0.0,13.0,0.0,0.0,0.0,0,10.0,0.0,3,,,
reyesde01,2011,1,BOS,AL,0,0,4,0,0,0,0,5,2,3,0,2,1,,16.0,0.0,0.0,2.0,0,10.0,0.0,3,,,
ashbyan01,2002,1,LAN,NL,9,13,30,30,0,0,0,545,179,79,20,65,107,,3.0,3.0,2.0,8.0,0,771.0,0.0,85,,,
harrigr01,1986,1,TEX,AL,10,8,73,0,0,0,20,334,103,35,12,42,95,0.0,2.0,6.0,2.0,1.0,1,462.0,63.0,40,,,
sanchra01,1952,1,WS1,AL,1,1,3,2,1,1,0,38,13,5,0,7,6,0.0,3.0,,0.0,0.0,0,57.0,0.0,5,,,
lemonbo01,1949,1,CLE,AL,22,10,37,33,22,2,1,839,211,93,19,137,138,0.0,2.0,,1.0,6.0,0,1159.0,4.0,101,,,
kennebr01,1895,1,BRO,NL,19,12,39,33,26,2,1,839,335,159,13,93,39,0.0,5.0,,7.0,0.0,0,0.0,6.0,195,,,
roggega01,1965,1,MIN,AL,1,0,12,0,0,0,2,63,21,8,1,12,6,0.0,3.0,2.0,2.0,0.0,0,95.0,3.0,10,,,
hollaal01,1981,1,SFN,NL,7,5,47,3,0,0,7,302,87,27,4,44,78,0.0,2.0,11.0,3.0,2.0,0,431.0,23.0,31,,,
jarvike01,1999,1,OAK,AL,0,1,4,1,0,0,0,42,28,18,6,6,11,0.0,11.0,0.0,0.0,1.0,0,75.0,0.0,19,,,
jonesba01,1990,1,CHA,AL,11,4,65,0,0,0,1,222,62,19,2,33,45,0.0,2.0,7.0,0.0,1.0,1,310.0,9.0,20,,,
honeyri01,1990,1,OAK,AL,2,2,63,0,0,0,7,190,46,19,2,22,38,0.0,2.0,2.0,1.0,1.0,1,256.0,13.0,23,,,
laneje01,1954,1,CIN,NL,1,0,3,0,0,0,0,32,9,2,0,3,2,0.0,1.0,,0.0,0.0,0,41.0,1.0,2,,,
mercewi01,1894,1,WAS,NL,17,23,50,38,29,0,3,1009,442,144,9,126,72,0.0,3.0,,11.0,0.0,0,0.0,10.0,278,,,
lewalde01,1975,1,LAN,NL,0,0,2,0,0,0,0,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,10.0,2.0,0,,,
lohrmbi01,1937,1,NY1,NL,1,0,2,1,1,0,1,30,5,1,0,2,3,0.0,0.0,,0.0,0.0,0,35.0,1.0,1,,,
padilvi01,2009,2,LAN,NL,4,0,8,7,0,0,0,118,36,14,4,12,38,,3.0,0.0,1.0,0.0,0,159.0,0.0,15,,,
schrest01,2000,1,PHI,NL,2,3,20,0,0,0,0,70,25,19,3,13,19,0.0,7.0,0.0,0.0,1.0,0,109.0,6.0,20,,,
spencgl01,1930,1,PIT,NL,8,9,41,10,5,0,4,470,185,94,16,63,60,0.0,5.0,,7.0,2.0,0,699.0,22.0,110,,,
staniro01,2000,1,BOS,AL,0,0,8,0,0,0,0,39,22,11,3,4,3,0.0,7.0,1.0,0.0,0.0,0,66.0,3.0,19,,,
patteca01,1908,2,BOS,AL,0,1,1,1,0,0,0,9,8,5,0,1,0,0.0,15.0,,0.0,0.0,0,16.0,0.0,5,,,
boydoi01,1982,1,BOS,AL,0,1,3,1,0,0,0,25,11,5,2,2,2,0.0,5.0,0.0,1.0,0.0,0,37.0,0.0,5,,,
wrighja01,2009,1,KCA,AL,3,5,65,0,0,0,0,237,73,38,8,44,60,,4.0,5.0,7.0,7.0,0,350.0,14.0,51,,,
leonade01,1986,1,KCA,AL,8,13,33,30,5,2,0,578,207,95,22,51,114,0.0,4.0,6.0,6.0,4.0,1,821.0,0.0,106,,,
nolesdi01,1985,1,TEX,AL,4,8,28,13,0,0,1,331,129,62,11,33,59,0.0,5.0,1.0,1.0,6.0,0,488.0,3.0,67,,,
servisc01,1993,1,COL,NL,0,0,3,0,0,0,0,14,8,5,1,1,3,0.0,9.0,0.0,0.0,1.0,0,24.0,0.0,5,,,
arroybr01,2001,1,PIT,NL,5,7,24,13,1,0,0,265,99,50,12,34,39,,5.0,6.0,4.0,4.0,1,390.0,1.0,54,,,
quantpa01,1998,1,TOR,AL,3,4,82,0,0,0,7,240,88,23,5,22,59,,2.0,6.0,1.0,3.0,0,345.0,32.0,26,,,
