season,seed,team
1997,X11,1425
1994,З-5,1143
2002,W03,1208
1987,ЗИЛ-11,1409
2012,Я8,1235
2000,З03,1328
2014,Ярко-красный,1264
2005,В14,1457
1994,В10,1203
2003,X11,1423
1989,Y15,1137
2007,"""Х-12""",1253
2001,W02,1246
1998,З06,1417
2007,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1148
2014,"""Х-12""",1372
2009,В10,1278
1994,З-09,1458
1991,Я8,1210
2004,Y11,1350
1992,0x09,1448
1988,X06,1242
2002,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1268
2001,З-5,1438
1991,З03,1371
1994,W11,1335
2013,Z14,1217
2008,W12,1206
1990,Z14,1229
1999,Я8,1393
1993,R0x13,1174
1986,Y11,1261
1992,Да,1242
2013,[09],1281
2010,В16,1190
2012,W13,1285
2000,Зи-тридцать один,1369
2003,5,1458
2012,Y15,1250
2008,W03,1257
2002,З15,1227
2006,В10,1301
1992,В10,1235
2004,Зи-тридцать один,1227
1990,2024,1278
1991,X14,1309
2002,Зеро два,1328
1996,З04,1393
2002,В15,1214
2007,З-5,1439
2014,У06,1314
2013,X08,1314
2011,З11б,1433
2010,В10,1281
2007,X10,1166
1993,X03,1181
2003,10,1104
1990,16 лет,1293
1998,Z14,1172
2010,Т2Х,1437
2002,W11,1356
2003,Да,1390
2003,З08,1153
1991,Зи-Двенадцать,1453
1988,З15,1317
2011,W05,1452
1995,Зи-Двенадцать,1123
1990,0x09,1283
2003,X05,1163
1993,X11,1261
1994,З08,1153
1986,X08,1239
1998,16 лет,1341
2009,З10,1268
2009,W02,1181
2009,Т2Х,1328
1985,В10,1177
2007,W02,1207
2013,W03,1266
2000,Да,1397
1985,З08,1437
1991,X01,1116
1998,Да,1268
1987,2024,1385
1988,З10,1258
1994,R0x13,1151
1990,W07,1417
2005,W03,1211
2011,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1214
2007,В10,1403
1991,X15,1157
2007,У06,1435
1997,W09,1160
2003,W04,1257
1994,Y14,1337
1988,0x09,1272
2003,W13,1122
1988,X01,1345
2002,0x09,1443
2002,Y15,1194
1991,З08,1207
2006,"""Х-12""",1245
2009,X03,1393
1997,В14,1330
1999,W09,1409
2005,16 лет,1175
1990,З07,1104
2013,W02,1274
1985,W02,1210
1998,"""Х-12""",1375
1990,W04,1247
2008,З03,1462
2010,[09],1320
1991,W07,1345
1987,X06,1344
1990,В16,1131
1998,X14,1362
2014,2024,1269
2011,W12б,1412
1997,No,1153
1994,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1416
2003,З04,1228
1986,5,1104
1996,X11,1409
2000,W03,1329
1996,Z01,1345
2000,W12,1139
1999,Y14,1359
2000,10,1166
2004,Зи-Двенадцать,1334
2013,"W16b - это код, который может относиться к различным вещам, в зависимости от контекста. Он может быть частью системы классификации или идентификации чего-либо конкретного. Чтобы получить более точный перевод или объяснение, предоставьте дополнительный контекст или описание того, что вы пытаетесь кодировать или идентифицировать.",1254
1987,В14,1318
2011,0x09,1397
2008,З04,1163
2002,Зи-Двенадцать,1281
1993,W02,1153
2006,R16б,1284
1995,З03,1277
1992,"""Х-12""",1308
2013,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1443
1988,2024,1437
2004,З08,1449
2008,202,1400
1999,З03,1314
2008,W02,1397
2007,W13,1308
2002,X11,1130
1989,W02,1181
1990,X03,1207
2005,Да,1130
2010,X14,1358
1999,В10,1345
2010,I12,1308
2006,202,1326
1996,Y04,1417
1990,З10,1161
2002,Зи-тридцать один,1172
1996,202,1153
2006,Z16,1107
1989,X10,1261
1995,W04,1329
2013,W13,1285
2000,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1181
1985,X07,1104
2008,I12,1396
2003,W11,1335
1985,[09],1229
2012,Зеро два,1281
2009,R0x13,1103
1998,Да,1242
2004,В16,1106
1995,Y04,1438
2000,0x09,1281
2012,З07,1196
2010,ЗИЛ-11,1278
1999,Z16,1427
1991,Z16,1285
1988,10,1364
1997,Z16,1285
2008,Зи-Двенадцать,1443
2006,"Ответ: Y07 означает ""да"" на русском языке.",1207
1988,"Ответ: Y07 означает ""да"" на русском языке.",1268
2004,"""Х-12""",1140
2012,X05,1396
1998,W05,1343
1989,W05,1301
2006,X05,1338
1988,ЗИЛ-11,1385
1998,[09],1293
2014,16-й,1142
2006,З-09,1412
1994,Ярко-красный,1308
1991,Зеро два,1112
1992,З10,1408
2009,Зи-тридцать один,1280
2006,З-5,1449
1990,X01,1328
2002,"W16b - это код, который может относиться к различным вещам, в зависимости от контекста. Он может быть частью системы классификации или идентификации чего-либо конкретного. Чтобы получить более точный перевод или объяснение, предоставьте дополнительный контекст или описание того, что вы пытаетесь кодировать или идентифицировать.",1373
2004,"Ответ: Y07 означает ""да"" на русском языке.",1272
1997,З08,1234
1993,З08,1235
1997,Т2Х,1181
2008,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1340
1993,W07,1308
1998,X05,1228
1999,З06,1196
2002,У06,1403
2005,З03,1242
2011,В15,1254
2003,Y14,1221
1991,W08,1343
1989,ЗИЛ-11,1375
2011,W04,1246
2013,X03,1196
2014,X07,1307
2011,В14,1232
2001,R0x13,1245
2006,У06,1452
1993,X01,1231
1993,X06,1143
2003,W08,1143
2007,X15,1317
2008,З-09,1401
1997,X01,1242
2001,5,1393
1986,В15,1135
2002,"""Х-12""",1166
1995,Да,1242
1994,I12,1409
1991,Т2Х,1231
1998,W03,1376
2006,5,1305
2011,W13,1343
1995,У06,1409
1997,Y15,1149
2000,Z01,1112
1996,В16,1416
2003,X15,1358
1995,В15,1389
1995,З07,1235
1985,Z16,1192
2013,W12,1143
1990,W11,1396
1989,W03,1390
1996,10,1328
2001,W03,1130
2012,З10,1438
1985,X05,1449
2011,[09],1330
1993,X05,1329
1985,X06,1409
1998,I12,1199
2014,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1438
2013,202,1181
1999,W07,1400
1988,З07,1461
2004,X14,1418
1995,X11,1400
1986,W12,1177
1995,Ярко-красный,1311
2000,Т2Х,1153
2006,No,1196
1987,В10,1443
1991,X03,1242
2007,10,1210
1989,В14,1373
2011,В10,1208
2011,З03,1345
1985,X11,1431
1985,10,1277
2014,10,1113
2010,X16b,1457
1992,Z14,1190
1996,Т2Х,1448
1998,W09,1227
2000,Зи-Двенадцать,1232
2011,"""Х-12""",1272
1987,Y04,1281
1991,No,1304
2004,В14,1343
1990,X05,1228
2000,W09,1177
2011,З15,1103
1990,W12,1140
1995,W13,1180
2013,Y11a,1292
1990,[09],1364
1991,16 лет,1406
2014,Я8,1246
2011,"Ответ: Y07 означает ""да"" на русском языке.",1417
2007,Y04,1268
1996,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1363
1990,X14,1411
1997,Y04,1155
1985,W11,1455
1989,Z01,1328
1999,5,1417
1993,W08,1348
1996,X15,1419
1997,W03,1307
2000,Да,1277
1985,З-09,1173
1985,X08,1234
1994,У06,1304
2012,В10,1452
2012,X16a,1249
1997,В10,1400
2000,X11,1116
2010,Зи-Двенадцать,1431
1994,Я8,1228
1985,В16,1250
2004,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1427
1987,Ярко-красный,1462
2011,Y04,1458
1997,X07,1266
1998,"Ответ: Y07 означает ""да"" на русском языке.",1385
1991,З07,1438
2003,W12,1139
2004,ЗИЛ-11,1428
2009,No,1242
2012,З04,1257
1989,16 лет,1270
2014,X11,1173
1991,W11,1379
1998,В15,1192
1999,0x09,1279
2014,Z16,1451
1992,2024,1272
2013,X06,1417
1986,Ярко-красный,1193
1992,W07,1150
2011,R16б,1421
1996,Зеро два,1242
1998,Y11,1444
2003,Зеро два,1242
1993,Да,1257
2000,З06,1345
2001,З15,1343
1995,Я8,1443
1992,X08,1257
1988,З08,1371
2014,З04,1361
2014,W07,1163
1999,З-09,1307
2000,[09],1387
2000,R0x13,1418
1991,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1209
1997,В16,1193
2000,Зеро два,1385
1993,Z14,1129
1988,[09],1133
1998,В16,1298
2005,W12,1203
2001,W11,1329
1998,З08,1329
1990,В14,1350
2004,Z16б,1250
1985,З15,1292
2004,W02,1280
2010,W03,1307
2006,Да,1437
2014,Привет! Как ты сегодня?,1462
2007,В16,1184
2006,Y14,1375
1992,16 лет,1224
1997,З04,1386
1993,Z16,1157
1991,З15,1384
1989,5,1116
2004,Я8,1403
1989,Я8,1338
2009,W04,1462
2012,R16б,1443
2006,W05,1393
2014,W02,1437
2004,З04,1242
2014,Y11a,1234
1999,Y04,1326
1988,Y04,1140
2005,X06,1261
1992,З15,1204
1996,No,1210
2001,"""Х-12""",1140
2005,X08,1400
1992,X15,1183
1990,В10,1412
1993,W11,1264
1987,No,1177
1986,X10,1275
1995,No,1345
1993,W12,1403
2004,X01,1390
2005,В10,1166
2002,З07,1462
1995,W03,1437
1999,No,1385
1993,16 лет,1351
2007,No,1332
2012,X06,1361
1992,З07,1385
2014,З10,1140
2007,Зеро два,1417
2007,2024,1323
2013,Z01,1211
1987,У06,1196
2008,Z14,1208
1988,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1192
2014,X16a,1107
2000,В14,1220
1985,З04,1261
1986,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1299
1986,10,1437
2005,З-5,1437
2009,Y15,1352
2014,X14,1444
2005,Зи-Двенадцать,1307
1995,З04,1328
1999,З08,1281
2003,Y15,1447
2006,ЗИЛ-11,1206
1991,В16,1318
1993,В15,1164
1996,В15,1290
1989,W04,1234
1985,Ярко-красный,1235
1987,R0x13,1283
1989,Z14,1462
2003,X08,1261
1995,X05,1280
1994,В16,1251
2010,Ярко-красный,1222
1997,Z14,1388
2009,W12,1458
2000,X08,1314
1993,5,1448
2010,З08,1211
2005,X03,1112
1997,З-5,1130
1990,Я8,1222
2008,"""Х-12""",1437
1989,10,1161
2013,Y14,1434
1989,0x09,1155
2004,Да,1268
1998,202,1345
1990,X08,1314
2010,Z14,1324
1992,Z16,1290
1990,З-5,1333
2003,З15,1429
2004,З06,1130
2008,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
2009,X11,1396
1988,В16,1250
1995,Зи-тридцать один,1264
2002,Y14,1148
2001,Z16,1106
2011,З11а,1425
1989,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1352
2014,X06,1326
1998,Y14,1158
1987,В15,1204
2013,Z16,1380
2010,Z16,1436
2011,Z16,1131
2013,В14,1172
1985,X03,1301
1994,5,1417
1986,Зеро два,1257
1995,0x09,1231
2000,З08,1458
1996,З-5,1272
1991,Y11,1163
2011,З04,1257
1996,"""Х-12""",1143
1989,No,1281
1991,W09,1437
2007,З03,1338
1986,[09],1304
2006,Я8,1112
1990,Да,1116
1993,Y15,1398
2014,ЗИЛ-11,1304
2003,З-09,1211
1985,X14,1305
1990,Y15,1164
2011,"W16b - это код, который может относиться к различным вещам, в зависимости от контекста. Он может быть частью системы классификации или идентификации чего-либо конкретного. Чтобы получить более точный перевод или объяснение, предоставьте дополнительный контекст или описание того, что вы пытаетесь кодировать или идентифицировать.",1427
1991,В10,1396
2008,X07,1211
1997,Зи-тридцать один,1334
1988,W13,1350
2003,16 лет,1237
2013,З04,1243
1993,Зеро два,1112
1989,З07,1417
2008,В14,1129
2005,X14,1429
1999,X07,1449
2005,5,1277
1998,0x09,1229
2014,No,1181
2009,[09],1373
2013,Ярко-красный,1308
1988,Т2Х,1338
1998,З-09,1203
1997,З-09,1438
2004,5,1196
1993,X08,1309
2004,Z16а,1197
2010,З-5,1139
2010,З10,1196
2007,5,1139
2007,W08,1266
1996,"Ответ: Y07 означает ""да"" на русском языке.",1396
2000,X01,1390
2010,W11,1449
1985,X01,1385
1988,Ярко-красный,1150
2012,В15,1259
2013,ЗИЛ-11,1125
2004,I12,1264
2011,Т2Х,1361
2013,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1231
2011,2024,1385
2000,202,1235
2005,Зеро два,1163
2002,X15,1285
2014,Зеро два,1458
2002,Z14,1364
2002,W09,1385
1990,X10,1400
2006,З07,1455
1990,З08,1326
2010,X05,1401
1990,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1406
1992,З-09,1163
1991,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
1985,X15,1267
1999,X05,1150
1988,З03,1276
2014,W04,1277
1990,"""Х-12""",1173
2010,W04,1458
1985,Т2Х,1433
2013,Зи-Двенадцать,1279
2001,X08,1210
1989,Т2Х,1231
2000,Ярко-красный,1359
1997,W08,1231
1987,16 лет,1193
2004,З10,1305
1992,Ярко-красный,1174
1989,W11,1278
2000,W02,1396
2006,З03,1314
2003,З-5,1323
1990,No,1281
1987,W05,1323
1990,Зеро два,1112
1995,W09,1387
2007,W04,1400
1997,X15,1293
1989,З04,1199
1991,I12,1389
1986,W03,1231
1999,W12,1283
1997,W11,1269
1992,W13,1247
2009,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1347
2004,З03,1210
1991,З06,1308
2004,З-09,1412
1991,ЗИЛ-11,1166
2003,Ярко-красный,1409
1994,З06,1278
1995,X08,1281
1990,У06,1385
2007,X07,1305
1995,X01,1417
1997,W05,1143
1988,В15,1131
2006,Z14,1293
2011,W08,1206
2004,16 лет,1251
1993,З07,1396
1995,Z16,1291
2001,16-й,1322
1997,Зеро два,1428
2009,10,1425
1994,Зи-тридцать один,1218
1992,R0x13,1418
1994,X05,1448
1990,В15,1352
1994,W03,1196
1999,Зеро два,1390
1993,0x09,1462
1991,W12,1185
1998,Z01,1181
1989,W12,1376
2014,X05,1433
2004,No,1338
2004,W03,1400
2007,Y15,1394
1991,У06,1301
2011,10,1277
2007,З10,1211
1995,X03,1268
2008,2024,1266
2005,Т2Х,1329
1986,"Ответ: Y07 означает ""да"" на русском языке.",1439
1999,У06,1396
1994,[09],1207
2001,Z14,1443
2013,Z13а,1129
2004,X06,1435
2007,R0x13,1107
1996,X05,1235
2010,"""Х-12""",1429
2012,"""X12а"" в русском языке будет ""X12а"".",1143
2003,W09,1301
1990,З15,1378
2004,Ярко-красный,1433
2004,X15,1436
1998,Я8,1348
1986,0x09,1396
1989,"Ответ: Y07 означает ""да"" на русском языке.",1196
1992,W05,1281
1990,X11,1243
1997,У06,1257
1993,No,1199
2006,W02,1400
2001,202,1112
1991,X08,1113
2004,W05,1228
1996,W09,1390
1987,Т2Х,1104
1993,Зи-тридцать один,1380
1987,W13,1267
1998,10,1178
2001,W04,1417
2003,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1328
2012,В14,1382
1985,ЗИЛ-11,1120
2009,У06,1417
2000,З-09,1201
1997,З15,1298
2012,5,1455
2005,В16,1285
2002,5,1231
1990,R0x13,1343
1987,Да,1231
2010,W08,1400
1994,W05,1231
2013,X11,1278
2007,З15,1451
2012,W08,1243
2010,В14,1285
1995,В10,1390
2001,X07,1116
2000,"Ответ: Y07 означает ""да"" на русском языке.",1120
2005,W08,1334
1989,W08,1435
1990,ЗИЛ-11,1258
1990,5,1261
2007,Z16б,1310
1988,I12,1333
1994,"Ответ: Y07 означает ""да"" на русском языке.",1387
2014,З-09,1329
1999,Y11,1203
1986,З-09,1112
2003,З10,1113
2008,W07,1139
2007,З07,1231
2008,X08,1424
1999,W11,1245
1999,X10,1275
1997,З06,1390
1994,16 лет,1299
2002,No,1338
2002,X10,1337
2009,"""Х-12""",1443
1992,W09,1234
1990,Зи-тридцать один,1225
2002,З-09,1279
1993,Y14,1191
2003,В16,1354
2012,10,1462
2003,X07,1277
1992,Y14,1293
1993,I12,1151
2012,0x09,1104
1985,202,1272
2004,З15,1434
1985,Зеро два,1314
1997,Да,1278
2000,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1354
2010,Z01,1393
2004,Z14,1320
2012,W05,1435
1991,[09],1177
2013,0x09,1437
1991,"""Х-12""",1256
1992,З-5,1104
1998,W11,1449
1992,З03,1112
2012,Z16,1254
1986,W04,1328
1999,З07,1278
1992,Y04,1153
