season,seed,team
2012,W10,1452
2012,X16a,1249
1997,W10,1400
2000,X11,1116
2010,Z12,1431
1994,Y08,1228
1985,W16,1250
2004,X16,1427
1987,Y13,1462
2011,Y04,1458
1997,X07,1266
1998,Y07,1385
1991,Z07,1438
2003,W12,1139
2004,Z11,1428
2009,Y03,1242
2012,Z04,1257
1989,Y16,1270
2014,X11,1173
1991,W11,1379
1998,W15,1192
1999,X09,1279
2014,Z16,1451
1992,Y06,1272
2013,X06,1417
1986,Y13,1193
1992,W07,1150
2011,Y16b,1421
1996,Z02,1242
1998,Y11,1444
2003,Z02,1242
1993,X04,1257
2000,Z06,1345
2001,Z15,1343
1995,Y08,1443
1992,X08,1257
1988,Z08,1371
2014,Z04,1361
2014,W07,1163
1999,Z09,1307
2000,Y09,1387
2000,X13,1418
1991,X16,1209
1997,W16,1193
2000,Z02,1385
1993,Z14,1129
1988,Y09,1133
1998,W16,1298
2005,W12,1203
2001,W11,1329
1998,Z08,1329
1990,W14,1350
2004,Z16b,1250
1985,Z15,1292
2004,W02,1280
2010,W03,1307
2006,Y01,1437
2014,Y12b,1462
2007,W16,1184
2006,Y14,1375
1992,Y16,1224
1997,Z04,1386
1993,Z16,1157
1991,Z15,1384
1989,Y05,1116
2004,Y08,1403
1989,Y08,1338
2009,W04,1462
2012,Y16b,1443
2006,W05,1393
2014,W02,1437
2004,Z04,1242
2014,Y11a,1234
1999,Y04,1326
1988,Y04,1140
2005,X06,1261
1992,Z15,1204
1996,Y03,1210
2001,X12,1140
2005,X08,1400
1992,X15,1183
1990,W10,1412
1993,W11,1264
1987,Y03,1177
1986,X10,1275
1995,Y03,1345
1993,W12,1403
2004,X01,1390
2005,W10,1166
2002,Z07,1462
1995,W03,1437
1999,Y03,1385
1993,Y16,1351
2007,Y03,1332
2012,X06,1361
1992,Z07,1385
2014,Z10,1140
2007,Z02,1417
2007,Y06,1323
2013,Z01,1211
1987,W06,1196
2008,Z14,1208
1988,X16,1192
2014,X16a,1107
2000,W14,1220
1985,Z04,1261
1986,X16,1299
1986,Y10,1437
2005,Z05,1437
2009,Y15,1352
2014,X14,1444
2005,Z12,1307
1995,Z04,1328
1999,Z08,1281
2003,Y15,1447
2006,Z11,1206
1991,W16,1318
1993,W15,1164
1996,W15,1290
1989,W04,1234
1985,Y13,1235
1987,X13,1283
1989,Z14,1462
2003,X08,1261
1995,X05,1280
1994,W16,1251
2010,Y13,1222
1997,Z14,1388
2009,W12,1458
2000,X08,1314
1993,Y05,1448
2010,Z08,1211
2005,X03,1112
1997,Z05,1130
1990,Y08,1222
2008,X12,1437
1989,Y10,1161
2013,Y14,1434
1989,X09,1155
2004,X04,1268
1998,Y02,1345
1990,X08,1314
2010,Z14,1324
1992,Z16,1290
1990,Z05,1333
2003,Z15,1429
2004,Z06,1130
2008,W01,1314
2009,X11,1396
1988,W16,1250
1995,Z13,1264
2002,Y14,1148
2001,Z16,1106
2011,Z11a,1425
1989,X16,1352
2014,X06,1326
1998,Y14,1158
1987,W15,1204
2013,Z16,1380
2010,Z16,1436
2011,Z16,1131
2013,W14,1172
1985,X03,1301
1994,Y05,1417
1986,Z02,1257
1995,X09,1231
2000,Z08,1458
1996,Z05,1272
1991,Y11,1163
2011,Z04,1257
1996,X12,1143
1989,Y03,1281
1991,W09,1437
2007,Z03,1338
1986,Y09,1304
2006,Y08,1112
1990,X04,1116
1993,Y15,1398
2014,Z11,1304
2003,Z09,1211
1985,X14,1305
1990,Y15,1164
2011,W16b,1427
1991,W10,1396
2008,X07,1211
1997,Z13,1334
1988,W13,1350
2003,Y16,1237
2013,Z04,1243
1993,Z02,1112
1989,Z07,1417
2008,W14,1129
2005,X14,1429
1999,X07,1449
2005,Y05,1277
1998,X09,1229
2014,Y03,1181
2009,Y09,1373
2013,Y13,1308
1988,X02,1338
1998,Z09,1203
1997,Z09,1438
2004,Y05,1196
1993,X08,1309
2004,Z16a,1197
2010,Z05,1139
2010,Z10,1196
2007,Y05,1139
2007,W08,1266
1996,Y07,1396
2000,X01,1390
2010,W11,1449
1985,X01,1385
1988,Y13,1150
2012,W15,1259
2013,Z11,1125
2004,Y12,1264
2011,X02,1361
2013,W01,1231
2011,Y06,1385
2000,Y02,1235
2005,Z02,1163
2002,X15,1285
2014,Z02,1458
2002,Z14,1364
2002,W09,1385
1990,X10,1400
2006,Z07,1455
1990,Z08,1326
2010,X05,1401
1990,X16,1406
1992,Z09,1163
1991,W01,1314
1985,X15,1267
1999,X05,1150
1988,Z03,1276
2014,W04,1277
1990,X12,1173
2010,W04,1458
1985,X02,1433
2013,Z12,1279
2001,X08,1210
1989,X02,1231
2000,Y13,1359
1997,W08,1231
1987,Y16,1193
2004,Z10,1305
1992,Y13,1174
1989,W11,1278
2000,W02,1396
2006,Z03,1314
2003,Z05,1323
1990,Y03,1281
1987,W05,1323
1990,Z02,1112
1995,W09,1387
2007,W04,1400
1997,X15,1293
1989,Z04,1199
1991,Y12,1389
1986,W03,1231
1999,W12,1283
1997,W11,1269
1992,W13,1247
2009,X16,1347
2004,Z03,1210
1991,Z06,1308
2004,Z09,1412
1991,Z11,1166
2003,Y13,1409
1994,Z06,1278
1995,X08,1281
1990,W06,1385
2007,X07,1305
1995,X01,1417
1997,W05,1143
1988,W15,1131
2006,Z14,1293
2011,W08,1206
2004,Y16,1251
1993,Z07,1396
1995,Z16,1291
2001,Y16a,1322
1997,Z02,1428
2009,Y10,1425
1994,Z13,1218
1992,X13,1418
1994,X05,1448
1990,W15,1352
1994,W03,1196
1999,Z02,1390
1993,X09,1462
1991,W12,1185
1998,Z01,1181
1989,W12,1376
2014,X05,1433
2004,Y03,1338
2004,W03,1400
2007,Y15,1394
1991,W06,1301
2011,Y10,1277
2007,Z10,1211
1995,X03,1268
2008,Y06,1266
2005,X02,1329
1986,Y07,1439
1999,W06,1396
1994,Y09,1207
2001,Z14,1443
2013,Z13a,1129
2004,X06,1435
2007,X13,1107
1996,X05,1235
2010,X12,1429
2012,X12a,1143
2003,W09,1301
1990,Z15,1378
2004,Y13,1433
2004,X15,1436
1998,Y08,1348
1986,X09,1396
1989,Y07,1196
1992,W05,1281
1990,X11,1243
1997,W06,1257
1993,Y03,1199
2006,W02,1400
2001,Y02,1112
1991,X08,1113
2004,W05,1228
1996,W09,1390
1987,X02,1104
1993,Z13,1380
1987,W13,1267
1998,Y10,1178
2001,W04,1417
2003,W01,1328
2012,W14,1382
1985,Z11,1120
2009,W06,1417
2000,Z09,1201
1997,Z15,1298
2012,Y05,1455
2005,W16,1285
2002,Y05,1231
1990,X13,1343
1987,Y01,1231
2010,W08,1400
1994,W05,1231
2013,X11,1278
2007,Z15,1451
2012,W08,1243
2010,W14,1285
1995,W10,1390
2001,X07,1116
2000,Y07,1120
2005,W08,1334
1989,W08,1435
1990,Z11,1258
1990,Y05,1261
2007,Z16b,1310
1988,Y12,1333
1994,Y07,1387
2014,Z09,1329
1999,Y11,1203
1986,Z09,1112
2003,Z10,1113
2008,W07,1139
2007,Z07,1231
2008,X08,1424
1999,W11,1245
1999,X10,1275
1997,Z06,1390
1994,Y16,1299
2002,Y03,1338
2002,X10,1337
2009,X12,1443
1992,W09,1234
1990,Z13,1225
2002,Z09,1279
1993,Y14,1191
2003,W16,1354
2012,Y10,1462
2003,X07,1277
1992,Y14,1293
1993,Y12,1151
2012,X09,1104
1985,Y02,1272
2004,Z15,1434
1985,Z02,1314
1997,Y01,1278
2000,X16,1354
2010,Z01,1393
2004,Z14,1320
2012,W05,1435
1991,Y09,1177
2013,X09,1437
1991,X12,1256
1992,Z05,1104
1998,W11,1449
1992,Z03,1112
2012,Z16,1254
1986,W04,1328
1999,Z07,1278
1992,Y04,1153
