playerid,year,ppa,sha
bradlbr01,1990,10,
linseke01,1989,8,
mckegto01,1990,7,
mcdonhu01,1989,1,
malondo01,1988,2,
kontoch01,1987,6,
cyrpa01,1987,1,
adamsgr01,1988,1,
bassebo01,1988,,1
wilsoca01,1987,9,3
bodgedo01,1988,25,1
lawlepa01,1987,3,
halwado01,1988,1,
larsore01,1988,14,
libaig01,1988,6,
sanipev01,1989,2,
butchga01,1990,3,2
zezelpe01,1988,17,
carpebo01,1988,4,
chrisda01,1989,7,
broteaa01,1990,1,
brownje02,1989,24,
paslagr01,1990,3,1
creigad01,1988,7,
archida01,1989,4,
murphla01,1990,19,
lemiejo01,1989,1,1
lawtobr01,1988,4,
picarro02,1989,1,1
murphla01,1988,22,
wilsoca01,1990,4,
quinnda01,1990,18,
dahlqch01,1990,,1
erickbr01,1987,6,
frasecu01,1987,2,
ramagro01,1987,19,2
hardyma01,1988,5,
hunteda01,1987,1,4
krushmi01,1990,3,
poulida02,1989,1,1
dineego01,1987,2,
wellsja01,1989,3,2
maclebr01,1988,8,
pederba01,1989,7,1
konrost01,1988,1,1
ledyagr01,1987,5,
kurveto01,1990,15,
carsoji01,1989,5,
petitmi01,1990,16,
ruffli01,1988,1,
cunnera01,1989,4,
foligmi01,1990,1,
rousebo01,1988,,1
sheehne01,1987,1,
nichobe01,1989,37,1
sandsto01,1989,20,
brownro01,1990,10,
fentopa01,1990,2,
laughcr01,1987,3,
wilsoca01,1988,19,
quinnda01,1989,15,1
nichobe01,1989,37,1
kurveto01,1990,15,
kennede01,1988,,2
courtru01,1988,2,
wellsja01,1989,3,2
allismi01,1987,5,
tuckejo01,1989,6,
robergo01,1987,3,
proppbr01,1989,9,
macivno01,1988,19,
pavesji01,1987,1,
ruffli01,1988,1,
josepch01,1987,6,
gingrga01,1987,9,
poulida02,1989,1,1
bullami01,1988,13,
hrdinji01,1990,4,
archida01,1989,4,
bradlbr01,1990,10,
kaspest01,1988,6,2
deblolu01,1990,,1
maroima01,1988,3,
nichobe01,1989,37,1
goulemi01,1989,15,1
bassebo01,1988,,1
bradlbr01,1990,10,
duguaro01,1987,2,
mcdonhu01,1989,1,
thibagi01,1989,2,
wilsoca01,1987,9,3
kontoch01,1987,6,
sandsto01,1989,20,
courtru01,1988,2,
tantito01,1990,5,
huberwi01,1987,14,
konrost01,1988,1,1
brownje02,1989,24,
mckegto01,1989,3,
ledyagr01,1987,5,
ledyagr01,1988,6,
coxecr01,1987,1,
cunnera01,1989,4,
lawtobr01,1989,1,
hardyma01,1987,10,1
momesse01,1990,1,
hullbr01,1987,10,
deblolu01,1990,,1
iafraal01,1990,11,1
dahlqch01,1990,,1
quinnda01,1990,18,
jonssto01,1988,24,
frycemi01,1988,3,
larsore01,1988,14,
pederba01,1989,7,1
murphla01,1990,19,
norwole01,1990,3,
petitmi01,1990,16,
hardyma01,1988,5,
poulida02,1989,1,1
butchga01,1990,3,2
archida01,1989,4,
wilsoca01,1988,19,
nylunga01,1988,1,
bennibr01,1989,5,
dineego01,1988,2,
ciccadi01,1988,10,1
laughcr01,1987,3,
wilsoca01,1990,4,
broteaa01,1990,1,
kennede01,1988,,2
malondo01,1988,2,
manthmo01,1988,9,
vaiveri01,1988,15,
bodgedo01,1988,25,1
simpscr01,1987,10,1
dineego01,1987,2,
donnemi01,1987,2,
maroima01,1988,3,
chrisda01,1989,7,
courtge01,1987,7,
frasecu01,1987,2,
ferrara01,1990,5,
tuckejo01,1990,1,
lemiejo01,1989,1,1
makelmi01,1989,1,
foligmi01,1990,1,
dineego01,1988,2,
ledyagr01,1987,5,
chrisda01,1989,7,
cunnera01,1989,4,
zezelpe01,1990,5,1
gartnmi01,1988,9,
kennede01,1988,,2
johanca01,1988,7,
lemiejo01,1989,1,1
lawlepa01,1987,3,
franclo01,1990,1,1
adamsgr01,1988,1,
lawtobr01,1989,1,
broteaa01,1989,3,
rousebo01,1988,,1
carpebo01,1988,4,
robergo01,1987,3,
carsoli01,1987,1,1
frasecu01,1987,2,
samueul01,1990,,2
nylunga01,1988,1,
pederba01,1989,7,1
brownro01,1990,10,
bradlbr01,1990,10,
simpscr01,1987,10,1
momesse01,1990,1,
mckegto01,1990,7,
petitmi01,1990,16,
fentopa01,1990,2,
ruffli01,1988,1,
playfla01,1988,,1
actonke01,1988,,1
murphla01,1988,22,
zezelpe01,1988,17,
erickbr01,1987,6,
bullami01,1988,13,
wilsoca01,1988,19,
malondo01,1988,2,
bassebo01,1988,,1
pavesji01,1987,1,
linseke01,1989,8,
cullejo01,1990,29,
hullbr01,1987,10,
