year,lgid,tmid,oppid,w,l,t,otl
1987,NHL,NYR,DET,1,1,1.0,
1985,NHL,NJD,QUE,2,1,0.0,
2000,NHL,CAR,BUF,2,2,0.0,0
1942,NHL,BOS,MTL,5,4,1.0,
1993,NHL,HAR,OTT,4,0,1.0,
2010,NHL,NAS,CBS,4,2,,0
1987,NHL,EDM,CHI,1,2,0.0,
2000,NHL,MTL,OTT,1,4,0.0,0
2009,NHL,AND,CAR,1,0,,0
2000,NHL,VAN,FLO,1,0,0.0,0
2008,NHL,MIN,MTL,0,1,,0
2003,NHL,LAK,ATL,0,0,0.0,1
1974,WHA,CLC,SDM,3,3,0.0,
1999,NHL,NYI,DAL,1,1,0.0,0
1998,NHL,NAS,FLO,0,2,0.0,
1986,NHL,DET,EDM,0,3,0.0,
1986,NHL,PIT,WIN,1,2,0.0,
1966,NHL,MTL,NYR,7,5,2.0,
2011,NHL,PIT,BOS,3,1,,0
1944,NHL,MTL,CHI,7,1,2.0,
2010,NHL,PHI,BOS,1,3,,0
2011,NHL,STL,OTT,1,0,,0
1930,NHL,MTM,MTL,1,3,2.0,
1992,NHL,MTL,DET,2,0,0.0,
1994,NHL,EDM,STL,2,2,0.0,
1993,NHL,PHI,BOS,2,2,1.0,
1996,NHL,NJD,COL,0,1,1.0,
1974,WHA,WIJ,SDM,3,1,2.0,
1940,NHL,NYR,TOR,3,5,0.0,
1971,NHL,MNS,BOS,0,5,1.0,
1932,NHL,TOR,NYA,2,3,1.0,
2002,NHL,ATL,LAK,0,2,0.0,0
1932,NHL,OTS,CHI,1,2,3.0,
2001,NHL,ATL,TBL,1,2,2.0,0
2009,NHL,TOR,NYR,1,3,,0
1984,NHL,DET,CAL,1,2,0.0,
1988,NHL,STL,PHI,3,0,0.0,
1977,NHL,PHI,DET,2,1,1.0,
1976,NHL,BOS,PIT,3,1,1.0,
2006,NHL,FLO,SJS,0,1,,0
1913,PCHA,VA1,VML,5,3,0.0,
2011,NHL,BUF,CAR,2,2,,0
2006,NHL,SJS,PHI,1,0,,0
2001,NHL,NAS,LAK,0,3,1.0,0
1974,NHL,ATF,BOS,0,4,1.0,
2002,NHL,SJS,BUF,0,0,1.0,0
1983,NHL,HAR,NYR,2,1,0.0,
1985,NHL,DET,PHI,1,2,0.0,
2003,NHL,DAL,BUF,0,1,0.0,0
2011,NHL,BOS,PHI,3,1,,0
1975,WHA,CIN,SDM,3,2,1.0,
2010,NHL,DAL,WAS,1,0,,0
1974,WHA,MIB,SDM,2,3,1.0,
1970,NHL,BUF,STL,2,4,0.0,
2008,NHL,AND,OTT,1,0,,0
1951,NHL,MTL,DET,2,9,3.0,
1968,NHL,PIT,MTL,1,4,1.0,
1992,NHL,CAL,HAR,2,0,0.0,
1996,NHL,STL,TOR,3,3,0.0,
1996,NHL,HAR,NJD,1,3,0.0,
1927,NHL,NYA,CHI,3,1,0.0,
1989,NHL,CHI,BOS,0,3,0.0,
1990,NHL,WIN,WAS,1,2,0.0,
1994,NHL,LAK,WIN,3,0,1.0,
1937,NHL,NYR,BOS,3,5,0.0,
1987,NHL,DET,PIT,2,1,0.0,
1972,WHA,MFS,NRA,4,2,0.0,
1997,NHL,CAR,NYR,1,3,0.0,
1973,NHL,PIT,CLF,4,1,0.0,
1972,WHA,QUN,OTN,3,7,0.0,
2009,NHL,ATL,MTL,2,0,,2
2008,NHL,SJS,PHI,2,0,,0
2000,NHL,MIN,LAK,2,2,0.0,0
1993,NHL,NYR,STL,2,0,0.0,
2002,NHL,DAL,ATL,2,0,0.0,0
1997,NHL,NYR,OTT,1,2,1.0,
2008,NHL,PHI,VAN,1,0,,0
1981,NHL,CHI,EDM,1,1,1.0,
1980,NHL,WAS,CHI,1,1,2.0,
2009,NHL,CBS,STL,3,2,,1
1995,NHL,NYR,CAL,1,1,0.0,
2006,NHL,STL,OTT,0,1,,0
1986,NHL,WAS,WIN,1,1,1.0,
2010,NHL,LAK,MTL,0,1,,0
1974,NHL,PHI,WAS,4,0,0.0,
1991,NHL,WIN,NYI,1,1,1.0,
1991,NHL,NYI,PIT,1,5,1.0,
1994,NHL,NYR,TBL,3,0,1.0,
1999,NHL,PIT,BOS,1,2,1.0,0
1992,NHL,MTL,BOS,4,5,0.0,
2000,NHL,NAS,PHO,3,1,0.0,0
1997,NHL,CHI,BOS,2,0,0.0,
2011,NHL,BUF,NYI,2,2,,0
1913,NHA,QU1,MOC,1,3,0.0,
1989,NHL,PHI,LAK,3,0,0.0,
2007,NHL,BOS,NYR,3,0,,1
1998,NHL,TOR,NJD,2,1,1.0,
1916,NHA,MOC,OT1,0,5,0.0,
2005,NHL,NJD,COL,0,0,,1
1988,NHL,EDM,HAR,2,1,0.0,
2002,NHL,PHO,TOR,0,1,0.0,0
2002,NHL,PIT,BOS,2,2,0.0,0
2003,NHL,DET,BUF,1,0,0.0,0
1991,NHL,QUE,WIN,2,0,1.0,
1990,NHL,TOR,DET,2,5,1.0,
2005,NHL,WAS,SJS,0,1,,0
1971,NHL,STL,BOS,1,4,1.0,
1940,NHL,CHI,DET,2,6,0.0,
1979,NHL,TOR,MTL,1,3,0.0,
1991,NHL,CHI,PHI,0,0,3.0,
1983,NHL,PIT,BOS,0,3,0.0,
1999,NHL,VAN,NJD,1,0,0.0,0
1999,NHL,SJS,NAS,3,1,0.0,0
2007,NHL,PHO,MTL,0,1,,0
2003,NHL,MTL,ANA,1,0,0.0,0
1989,NHL,HAR,EDM,1,0,2.0,
1988,NHL,NYR,WAS,3,2,2.0,
1976,WHA,WIJ,MF2,2,0,0.0,
2001,NHL,MTL,CBS,2,0,0.0,0
1989,NHL,CHI,NJD,1,2,0.0,
2008,NHL,CHI,FLO,1,0,,0
2000,NHL,NYI,MIN,0,2,0.0,0
1973,NHL,PIT,TOR,1,3,1.0,
1934,NHL,NYA,STE,0,4,2.0,
1992,NHL,MNS,WAS,1,1,0.0,
2011,NHL,TOR,MTL,3,3,,0
2006,NHL,AND,NAS,2,1,,1
1947,NHL,TOR,BOS,6,3,3.0,
2006,NHL,CAL,FLO,1,0,,0
1973,NHL,MTL,LAK,3,1,1.0,
2005,NHL,PHI,BUF,1,2,,1
2005,NHL,NJD,NYI,2,4,,2
1994,NHL,PIT,NYR,3,0,0.0,
2007,NHL,DET,TBL,1,0,,0
1988,NHL,LAK,QUE,3,0,0.0,
1989,NHL,WAS,STL,0,2,1.0,
1977,NHL,DET,COR,2,1,1.0,
1987,NHL,WAS,DET,0,2,1.0,
1990,NHL,NYI,HAR,2,0,1.0,
1939,NHL,BOS,CHI,6,1,1.0,
1988,NHL,QUE,BUF,4,3,1.0,
1988,NHL,QUE,LAK,0,3,0.0,
2011,NHL,WAS,OTT,3,1,,0
1976,WHA,HOU,IND,4,1,1.0,
2006,NHL,LAK,CAR,0,1,,0
2011,NHL,NJD,AND,1,0,,0
1979,NHL,QUE,COR,3,1,0.0,
1943,NHL,CHI,TOR,5,4,1.0,
2010,NHL,LAK,MIN,2,0,,2
1998,NHL,WAS,NYR,2,2,1.0,
1985,NHL,VAN,PHI,1,2,0.0,
2002,NHL,LAK,SJS,2,3,0.0,0
2011,NHL,STL,CBS,4,2,,0
1975,NHL,LAK,TOR,1,3,1.0,
2000,NHL,NJD,VAN,1,0,0.0,0
1926,NHL,CHI,NYR,2,4,0.0,
2000,NHL,MIN,WAS,1,1,0.0,0
1936,NHL,DET,NYR,5,1,2.0,
2001,NHL,COL,CAL,1,1,3.0,0
1981,NHL,EDM,COR,5,2,1.0,
1974,NHL,VAN,KCS,3,1,2.0,
2011,NHL,TOR,COL,0,0,,1
1976,NHL,ATF,LAK,2,2,0.0,
2000,NHL,VAN,NYI,1,0,0.0,0
2006,NHL,EDM,DET,3,1,,0
2007,NHL,TOR,CBS,1,0,,0
1995,NHL,TBL,TOR,1,1,0.0,
1992,NHL,OTT,TOR,0,3,0.0,
1988,NHL,CAL,WAS,2,0,1.0,
1980,NHL,HAR,PHI,0,3,1.0,
2008,NHL,DAL,ATL,1,0,,0
1988,NHL,PIT,MNS,1,2,0.0,
1986,NHL,MTL,DET,1,1,1.0,
2011,NHL,COL,CAR,1,0,,0
2010,NHL,CAL,PHO,0,4,,0
1987,NHL,TOR,CAL,0,3,0.0,
2008,NHL,VAN,COL,3,1,,2
1974,NHL,BOS,STL,1,2,1.0,
2011,NHL,EDM,CAR,0,1,,0
2009,NHL,PHO,DET,2,2,,0
1983,NHL,EDM,BOS,2,1,0.0,
1919,NHL,TRS,QUB,6,2,0.0,
1987,NHL,MTL,VAN,2,0,1.0,
2010,NHL,OTT,CAR,1,3,,0
1992,NHL,OTT,CAL,0,1,1.0,
1977,NHL,WAS,MTL,0,5,1.0,
1971,NHL,PIT,STL,3,3,0.0,
1993,NHL,WAS,HAR,2,2,0.0,
1981,NHL,COR,TOR,0,1,2.0,
1986,NHL,DET,NYI,1,2,0.0,
1983,NHL,QUE,CAL,2,1,0.0,
1984,NHL,CHI,PHI,1,2,0.0,
2003,NHL,OTT,NYI,1,2,1.0,0
1975,NHL,MNS,ATF,1,4,0.0,
2010,NHL,NJD,TBL,3,1,,0
1991,NHL,CHI,NJD,0,1,2.0,
1977,NHL,DET,WAS,4,1,1.0,
1976,NHL,NYR,CHI,2,2,1.0,
1973,NHL,CLF,BOS,1,4,0.0,
1976,NHL,CHI,BUF,1,3,0.0,
2005,NHL,PHO,SJS,6,1,,1
1989,NHL,NYI,CAL,0,3,0.0,
1999,NHL,ANA,TOR,1,0,0.0,0
1967,NHL,PIT,PHI,4,3,3.0,
1974,WHA,EDO,VAB,3,3,0.0,
2001,NHL,SJS,MIN,0,2,2.0,0
1988,NHL,VAN,LAK,4,4,0.0,
1980,NHL,WIN,QUE,1,1,2.0,
1997,NHL,LAK,BOS,0,2,0.0,
1976,NHL,PHI,NYI,2,3,1.0,
1995,NHL,PIT,NYI,3,1,0.0,
1992,NHL,DET,MTL,0,2,0.0,
2005,NHL,NAS,COL,3,1,,0
1979,NHL,NYR,DET,3,1,0.0,
2011,NHL,NJD,BOS,0,3,,1
2001,NHL,CHI,MIN,3,1,0.0,0
1946,NHL,DET,NYR,6,3,3.0,
1977,WHA,CIN,SOV,0,1,0.0,
1993,NHL,HAR,PIT,1,4,0.0,
1978,NHL,STL,MTL,0,4,0.0,
2008,NHL,NJD,STL,1,0,,0
1999,NHL,TBL,NYR,0,1,2.0,1
1993,NHL,WIN,STL,3,3,0.0,
1973,NHL,DET,STL,3,1,1.0,
2003,NHL,DET,CHI,4,1,0.0,1
1999,NHL,SJS,TOR,0,1,0.0,0
1974,NHL,MTL,TOR,1,2,2.0,
1986,NHL,LAK,NYR,0,2,1.0,
1993,NHL,TBL,CHI,1,1,0.0,
1992,NHL,DET,TBL,6,1,0.0,
1974,NHL,CHI,NYR,1,3,1.0,
1984,NHL,LAK,MTL,0,2,1.0,
1940,NHL,NYA,CHI,2,3,3.0,
1977,WHA,QUN,NEW,8,4,0.0,
1994,NHL,ANA,CHI,1,3,0.0,
1995,NHL,STL,ANA,1,3,0.0,
1999,NHL,BUF,CAR,2,2,0.0,0
2001,NHL,FLO,CAR,0,4,1.0,0
1921,WCHL,CAT,EDE,5,3,0.0,
2002,NHL,ATL,SJS,1,0,0.0,0
2005,NHL,CAL,CBS,2,1,,1
1977,NHL,CLE,BOS,1,3,2.0,
1929,NHL,DTC,NYA,1,3,0.0,
2000,NHL,TBL,PHO,0,2,0.0,0
2010,NHL,PIT,NYI,4,1,,1
2000,NHL,DAL,VAN,2,2,0.0,0
1990,NHL,QUE,MNS,0,3,0.0,
1991,NHL,PIT,WAS,2,5,0.0,
1999,NHL,BUF,ANA,1,0,1.0,0
1957,NHL,DET,BOS,5,8,1.0,
2010,NHL,PHO,SJS,1,5,,0
2011,NHL,PHO,FLO,1,0,,0
2006,NHL,NAS,VAN,2,1,,1
2011,NHL,WAS,BUF,1,3,,0
1983,NHL,BUF,NYI,0,3,0.0,
2000,NHL,WAS,MTL,3,1,0.0,0
1932,NHL,TOR,MTM,3,2,1.0,
1977,NHL,MTL,CLE,4,1,0.0,
2001,NHL,STL,CBS,3,0,1.0,1
1996,NHL,NYI,BOS,3,1,0.0,
2000,NHL,ANA,CBS,1,3,0.0,0
2009,NHL,TBL,PIT,2,2,,0
1999,NHL,MTL,STL,0,1,0.0,0
1976,NHL,DET,NYI,2,2,0.0,
2008,NHL,FLO,PHO,0,1,,0
2007,NHL,EDM,PHO,4,0,,0
1986,NHL,MNS,STL,2,5,1.0,
1992,NHL,SJS,EDM,2,5,0.0,
2007,NHL,CHI,STL,5,3,,0
2011,NHL,MIN,CAL,2,4,,0
2006,NHL,NYI,MTL,2,2,,0
2008,NHL,FLO,BOS,1,3,,0
2009,NHL,NJD,CAL,0,1,,0
1998,NHL,LAK,MTL,0,1,0.0,
1977,NHL,STL,BUF,0,4,0.0,
1983,NHL,PHI,NYR,3,4,0.0,
1931,NHL,NYR,NYA,4,2,0.0,
2002,NHL,CAR,NYR,0,4,0.0,0
1946,NHL,CHI,NYR,4,8,0.0,
1995,NHL,ANA,CHI,0,3,1.0,
2007,NHL,COL,FLO,1,0,,0
1961,NHL,DET,NYR,6,5,3.0,
2009,NHL,PIT,PHI,5,1,,0
2001,NHL,DAL,PHI,0,1,1.0,0
1983,NHL,LAK,EDM,2,6,0.0,
1981,NHL,STL,PIT,2,1,0.0,
2010,NHL,MTL,CAR,3,1,,0
1982,NHL,NJD,VAN,1,0,2.0,
1989,NHL,MNS,WIN,2,1,0.0,
2005,NHL,DAL,SJS,4,2,,2
1963,NHL,BOS,DET,3,10,1.0,
1991,NHL,BUF,NYI,1,2,0.0,
2002,NHL,TOR,OTT,1,4,0.0,0
1964,NHL,TOR,CHI,8,4,2.0,
2000,NHL,PHO,TBL,2,0,0.0,0
2001,NHL,CBS,DAL,0,4,0.0,0
2006,NHL,TOR,ATL,1,2,,1
2009,NHL,WAS,DET,1,1,,0
2008,NHL,VAN,OTT,2,0,,0
2006,NHL,VAN,CBS,2,1,,1
1924,WCHL,REG,EDE,2,3,0.0,
1974,WHA,MFS,TOT,4,2,0.0,
1956,NHL,NYR,MTL,5,8,1.0,
1922,NHL,OTS,HAM,6,2,0.0,
2006,NHL,TOR,STL,1,0,,0
1976,NHL,PIT,CLE,3,0,2.0,
1986,NHL,VAN,WAS,0,3,0.0,
1992,NHL,NYI,QUE,0,3,0.0,
1983,NHL,NYR,WIN,2,1,0.0,
1980,NHL,HAR,WAS,1,3,0.0,
2002,NHL,MIN,NJD,1,1,0.0,0
2009,NHL,OTT,EDM,2,0,,0
1968,NHL,NYR,PIT,5,1,0.0,
1987,NHL,NJD,STL,3,0,0.0,
1931,NHL,NYA,TOR,1,4,3.0,
2000,NHL,NYI,CAL,0,1,0.0,0
2009,NHL,MIN,DET,1,2,,1
2008,NHL,MTL,OTT,4,2,,0
1996,NHL,NYR,TBL,0,5,0.0,
1932,NHL,NYR,CHI,2,2,2.0,
2006,NHL,CAL,MIN,5,1,,2
1978,NHL,TOR,CHI,1,2,1.0,
1977,NHL,NYR,BUF,1,2,1.0,
1996,NHL,ANA,NYR,1,1,0.0,
2000,NHL,ANA,PIT,0,1,0.0,0
1989,NHL,MTL,TOR,2,1,0.0,
1993,NHL,DET,PHI,2,0,0.0,
1985,NHL,MNS,NJD,2,1,0.0,
2001,NHL,CHI,FLO,2,0,0.0,0
2010,NHL,BOS,PHO,1,1,,0
1996,NHL,CAL,VAN,1,3,1.0,
2009,NHL,OTT,NJD,1,3,,0
2010,NHL,WAS,NJD,3,1,,0
1982,NHL,WIN,WAS,0,1,2.0,
2009,NHL,COL,DAL,3,1,,0
2003,NHL,PHI,NJD,3,2,1.0,0
1973,NHL,MNS,CLF,3,1,2.0,
1930,NHL,PHQ,BOS,0,5,1.0,
1997,NHL,OTT,BUF,3,1,1.0,
1993,NHL,DET,WIN,3,3,0.0,
1995,NHL,MTL,STL,0,1,1.0,
1976,NHL,PIT,TOR,2,1,2.0,
2011,NHL,PHI,TBL,1,2,,1
2001,NHL,CHI,DAL,1,1,2.0,0
1915,NHA,MOC,OT1,5,1,0.0,
1938,NHL,CHI,TOR,2,3,3.0,
1980,NHL,BUF,CAL,2,1,1.0,
2008,NHL,LAK,WAS,2,0,,0
1985,NHL,BOS,NYI,0,1,2.0,
1990,NHL,VAN,STL,1,1,1.0,
2007,NHL,OTT,NAS,0,1,,0
1989,NHL,PHI,CAL,1,1,1.0,
1914,NHA,TBS,MOC,2,2,0.0,
1975,WHA,CLC,NEW,3,6,1.0,
1989,NHL,TOR,BUF,1,2,0.0,
2008,NHL,PHI,NJD,3,1,,2
1982,NHL,EDM,NYR,3,0,0.0,
2000,NHL,MIN,CAL,2,1,2.0,0
1997,NHL,VAN,DAL,2,1,1.0,
2003,NHL,EDM,LAK,2,2,0.0,0
2007,NHL,TBL,CAL,0,1,,0
1979,NHL,NYR,HAR,2,1,1.0,
1988,NHL,EDM,CAL,2,5,1.0,
2011,NHL,COL,WPG,0,2,,0
1990,NHL,BUF,EDM,1,2,0.0,
1991,NHL,QUE,MTL,2,4,2.0,
1981,NHL,VAN,MTL,1,2,0.0,
1998,NHL,CAR,LAK,1,1,0.0,
1980,NHL,NYI,CHI,4,0,0.0,
1924,WCHL,VMR,VIC,2,6,0.0,
1984,NHL,MNS,BOS,0,3,0.0,
1998,NHL,BOS,EDM,1,0,0.0,
1927,NHL,NYA,TOR,1,4,1.0,
1983,NHL,MNS,QUE,0,2,1.0,
1999,NHL,CHI,EDM,2,2,0.0,0
1968,NHL,STL,CHI,2,3,1.0,
2011,NHL,PIT,AND,0,1,,0
1971,NHL,DET,BOS,1,5,0.0,
1994,NHL,TBL,PIT,1,2,0.0,
2000,NHL,PHI,CAL,1,1,0.0,0
1997,NHL,VAN,CAL,1,3,1.0,
1992,NHL,MTL,WAS,0,2,1.0,
1946,NHL,DET,MTL,4,6,2.0,
2006,NHL,NYR,TOR,2,2,,0
1977,NHL,BUF,PIT,0,0,5.0,
2007,NHL,CBS,EDM,1,1,,2
1997,NHL,TOR,WAS,0,2,0.0,
2006,NHL,CAR,AND,1,0,,0
1972,WHA,ALB,WIJ,5,3,2.0,
1991,NHL,PIT,WIN,2,1,0.0,
1932,NHL,CHI,MTM,2,2,2.0,
1995,NHL,DET,WAS,2,0,0.0,
2005,NHL,BUF,CAR,1,2,,1
2009,NHL,NYR,MTL,1,2,,1
2005,NHL,TOR,TBL,2,1,,1
2010,NHL,MIN,WAS,1,0,,0
1972,NHL,CHI,PIT,2,3,0.0,
1996,NHL,OTT,BUF,2,4,0.0,
1984,NHL,VAN,PIT,1,2,0.0,
1984,NHL,PIT,STL,1,2,0.0,
1993,NHL,CAL,OTT,2,0,0.0,
2005,NHL,OTT,DAL,0,1,,0
2010,NHL,COL,EDM,3,3,,0
1977,NHL,MNS,PHI,2,3,0.0,
2007,NHL,OTT,NYI,2,1,,1
2008,NHL,CHI,BUF,1,0,,0
1992,NHL,HAR,NYI,1,2,1.0,
1983,NHL,WAS,LAK,3,0,0.0,
2011,NHL,AND,MIN,2,2,,0
2000,NHL,PHO,MIN,3,0,1.0,0
1988,NHL,MNS,CAL,0,2,1.0,
1982,NHL,WAS,NYR,3,3,1.0,
1993,NHL,NYI,OTT,2,0,2.0,
1999,NHL,COL,NAS,2,0,2.0,0
1993,NHL,TBL,BOS,1,1,2.0,
1986,NHL,PHI,EDM,2,1,0.0,
2003,NHL,NAS,EDM,2,1,1.0,0
2006,NHL,COL,CAR,1,0,,0
1915,PCHA,VA1,SEA,1,5,0.0,
1975,NHL,TOR,STL,2,0,2.0,
1951,NHL,NYR,TOR,3,7,4.0,
1967,NHL,LAK,BOS,1,3,0.0,
2011,NHL,MTL,CHI,0,1,,0
2009,NHL,PIT,MIN,0,2,,0
1958,NHL,DET,TOR,6,7,1.0,
1985,NHL,STL,MNS,3,4,1.0,
2010,NHL,COL,TBL,0,1,,0
1997,NHL,PHO,TOR,4,1,0.0,
1991,NHL,NJD,DET,1,1,1.0,
1928,NHL,DTC,MTM,2,1,1.0,
2006,NHL,DAL,VAN,2,1,,1
1979,NHL,DET,CHI,1,3,0.0,
1998,NHL,BUF,FLO,3,1,1.0,
2001,NHL,COL,CAR,1,0,0.0,0
1997,NHL,OTT,ANA,0,1,1.0,
2001,NHL,ATL,STL,0,1,0.0,0
1975,NHL,KCS,LAK,0,4,0.0,
2006,NHL,NYR,ATL,1,1,,2
1979,NHL,TOR,PHI,1,1,2.0,
1981,NHL,MTL,DET,2,1,0.0,
1981,NHL,STL,EDM,0,3,0.0,
2010,NHL,NJD,CHI,1,0,,0
1976,NHL,CLE,DET,2,3,0.0,
1996,NHL,VAN,DAL,2,2,0.0,
1993,NHL,FLO,NYR,2,3,0.0,
2003,NHL,LAK,PIT,1,0,0.0,0
2006,NHL,LAK,CHI,1,1,,2
2002,NHL,PHO,SJS,3,0,1.0,1
1978,NHL,ATF,CHI,2,1,2.0,
1995,NHL,OTT,NYI,2,2,0.0,
1987,NHL,CAL,MNS,2,0,1.0,
1996,NHL,STL,COL,2,2,0.0,
1999,NHL,NAS,SJS,1,3,0.0,0
1986,NHL,HAR,NYR,3,0,0.0,
1999,NHL,BUF,WAS,1,2,1.0,0
1993,NHL,WAS,PIT,2,1,1.0,
1990,NHL,WAS,MTL,0,3,0.0,
1985,NHL,NYR,BUF,0,3,0.0,
1977,NHL,TOR,MNS,4,0,0.0,
1995,NHL,OTT,LAK,1,1,0.0,
1988,NHL,HAR,LAK,1,2,0.0,
2003,NHL,BOS,CBS,1,0,0.0,0
1992,NHL,TBL,EDM,2,2,0.0,
1987,NHL,WIN,VAN,5,3,0.0,
1975,NHL,CHI,ATF,2,2,1.0,
1992,NHL,WAS,STL,2,0,0.0,
2005,NHL,DET,EDM,2,0,,2
1973,NHL,MTL,TOR,2,3,0.0,
2009,NHL,CBS,AND,3,1,,0
2001,NHL,CBS,BUF,1,0,1.0,0
2005,NHL,SJS,STL,3,0,,1
1968,NHL,TOR,PHI,1,1,4.0,
2005,NHL,NYR,BUF,2,2,,0
2007,NHL,FLO,NYR,2,2,,0
1975,NHL,STL,DET,1,2,1.0,
1991,NHL,CAL,NJD,0,2,0.0,
1996,NHL,MTL,ANA,1,0,1.0,
2002,NHL,STL,CAL,4,0,0.0,0
2001,NHL,CAL,MIN,4,1,0.0,0
1977,WHA,IND,CIN,3,9,0.0,
1935,NHL,CHI,NYA,2,3,1.0,
1995,NHL,PIT,MTL,1,4,0.0,
1979,NHL,MNS,WAS,3,0,1.0,
1990,NHL,NYI,NJD,4,1,2.0,
2000,NHL,NYR,EDM,1,0,0.0,0
1993,NHL,MTL,EDM,1,1,0.0,
2003,NHL,NJD,CHI,1,0,1.0,0
2009,NHL,NYI,CAL,1,0,,0
2006,NHL,WAS,NJD,1,3,,0
2000,NHL,CBS,EDM,1,3,0.0,0
2007,NHL,EDM,LAK,2,2,,0
1969,NHL,PHI,NYR,0,0,6.0,
1981,NHL,LAK,CHI,0,3,0.0,
1983,NHL,EDM,BUF,2,1,0.0,
1987,NHL,VAN,NYI,0,3,0.0,
1982,NHL,NJD,CHI,0,3,0.0,
1978,NHL,MTL,BUF,4,0,0.0,
2005,NHL,FLO,PHI,0,2,,2
1969,NHL,LAK,NYR,1,4,1.0,
1974,WHA,MIB,CLC,2,4,0.0,
2006,NHL,EDM,CAL,3,5,,0
1989,NHL,PHI,MTL,2,0,1.0,
1990,NHL,PHI,QUE,3,0,0.0,
1987,NHL,MNS,BOS,0,3,0.0,
1975,WHA,NEW,DOT,2,1,0.0,
2007,NHL,SJS,NYR,0,1,,0
2010,NHL,STL,NYI,0,1,,0
1997,NHL,BOS,CAR,2,3,0.0,
1995,NHL,HAR,FLO,1,3,0.0,
2005,NHL,EDM,MTL,1,0,,0
1983,NHL,LAK,VAN,4,3,1.0,
1977,NHL,PHI,BUF,0,3,1.0,
1996,NHL,TBL,MTL,1,2,1.0,
2009,NHL,NJD,MTL,3,1,,0
2001,NHL,WAS,COL,1,0,0.0,0
2001,NHL,PHI,NAS,0,0,0.0,1
1981,NHL,HAR,CHI,1,1,1.0,
2002,NHL,CAL,PIT,0,1,0.0,0
1998,NHL,CHI,NYI,1,0,1.0,
1995,NHL,FLO,EDM,2,0,0.0,
1967,NHL,CHI,MNS,3,1,0.0,
2009,NHL,TBL,PHI,0,4,,0
1990,NHL,CHI,NJD,1,0,2.0,
1995,NHL,MTL,FLO,3,1,0.0,
2008,NHL,PHO,DAL,4,1,,1
2005,NHL,PHO,NAS,1,2,,1
2010,NHL,MTL,MIN,1,0,,0
1979,NHL,VAN,PIT,1,2,1.0,
1980,NHL,CHI,MTL,2,2,0.0,
1995,NHL,BUF,PIT,2,3,1.0,
1988,NHL,HAR,EDM,1,2,0.0,
1923,WCHL,EDE,REG,2,3,1.0,
2008,NHL,VAN,PIT,1,0,,0
2011,NHL,NYR,PHO,2,0,,0
2007,NHL,MTL,LAK,1,0,,0
1991,NHL,CAL,BOS,1,1,1.0,
2007,NHL,VAN,LAK,1,3,,0
2003,NHL,PHO,EDM,0,2,1.0,1
1941,NHL,BKN,CHI,2,6,0.0,
1991,NHL,CAL,VAN,1,4,2.0,
2008,NHL,AND,CAR,1,1,,0
1961,NHL,TOR,MTL,4,7,3.0,
1993,NHL,PHI,CHI,1,0,1.0,
1975,WHA,PHR,CIN,3,3,0.0,
1944,NHL,MTL,DET,8,1,1.0,
1999,NHL,CAL,ANA,2,1,0.0,1
2007,NHL,NYR,NYI,3,3,,2
1994,NHL,DET,CHI,4,1,0.0,
2010,NHL,TOR,AND,1,0,,0
1978,NHL,ATF,NYI,2,6,0.0,
1999,NHL,SJS,CHI,2,1,0.0,1
1987,NHL,NYI,CAL,2,1,0.0,
1998,NHL,MTL,PHI,3,1,0.0,
1979,NHL,MNS,COR,3,1,0.0,
2007,NHL,DET,BUF,1,0,,0
1989,NHL,MTL,NYI,2,1,0.0,
1980,NHL,COR,MTL,0,4,0.0,
2005,NHL,BOS,MIN,1,0,,0
1996,NHL,NJD,MTL,2,0,2.0,
1988,NHL,TOR,CAL,1,0,2.0,
1985,NHL,NYR,NJD,5,2,0.0,
1974,WHA,PHR,TOT,1,3,2.0,
1972,WHA,ALB,NEW,3,3,0.0,
2002,NHL,LAK,TBL,0,1,1.0,0
1994,NHL,PHI,BOS,2,2,0.0,
1987,NHL,CHI,VAN,2,1,0.0,
2002,NHL,BOS,VAN,1,1,0.0,0
2009,NHL,CAL,OTT,1,1,,0
1982,NHL,NJD,QUE,1,2,0.0,
2011,NHL,DAL,PHI,0,1,,0
2007,NHL,TOR,PHO,0,1,,0
1994,NHL,FLO,NYR,1,2,1.0,
1990,NHL,MTL,LAK,1,1,1.0,
1992,NHL,CHI,PIT,1,1,0.0,
1986,NHL,EDM,STL,3,0,0.0,
1985,NHL,WAS,BUF,1,1,1.0,
1988,NHL,HAR,VAN,1,1,1.0,
2005,NHL,NYR,PHI,4,2,,2
2000,NHL,LAK,BUF,1,1,0.0,0
1991,NHL,WIN,BUF,1,1,0.0,
2000,NHL,COL,MTL,1,0,0.0,0
2007,NHL,NJD,DAL,1,0,,0
1988,NHL,NYR,TOR,1,1,1.0,
1928,NHL,MTM,CHI,2,1,1.0,
2008,NHL,MIN,FLO,1,0,,0
1998,NHL,COL,EDM,3,3,0.0,
2006,NHL,EDM,DAL,1,2,,1
1978,NHL,PIT,ATF,0,3,1.0,
2010,NHL,SJS,PIT,1,0,,0
2009,NHL,BOS,EDM,1,0,,0
1980,NHL,MNS,COR,2,1,1.0,
2009,NHL,CHI,LAK,3,0,,1
1983,NHL,STL,BOS,0,3,0.0,
1989,NHL,EDM,BOS,0,2,1.0,
2008,NHL,MTL,CAL,1,1,,0
1970,NHL,LAK,BOS,1,5,0.0,
