year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1996,NHL,PHO,7,3,4,0,17,17,111,2,3,26,0,6,28,0
1979,NHL,MTL,10,6,4,0,39,26,77,0,7,33,2,5,30,1
2005,NHL,NAS,5,1,4,0,10,17,88,0,6,32,0,9,37,1
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1991,NHL,LAK,6,2,4,0,18,23,153,2,6,35,0,10,34,0
1958,NHL,MTL,11,8,3,0,39,28,133,,,,,,,
1980,NHL,STL,11,5,6,0,42,50,281,4,14,53,3,10,47,0
1985,NHL,CHI,3,0,3,0,9,18,87,0,3,16,0,5,15,0
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
2009,NHL,CHI,22,16,6,0,78,62,223,8,18,80,2,15,90,4
1999,NHL,COL,17,11,6,0,43,32,178,2,15,86,1,12,68,1
1941,NHL,CHI,3,1,2,0,7,5,10,,,,,,,
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1930,NHL,NYR,4,2,2,0,8,4,35,,,,,,,
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
1980,NHL,BOS,3,0,3,0,13,20,90,0,2,8,1,5,19,3
1977,NHL,DET,7,3,4,0,18,29,83,0,5,33,2,6,24,1
2002,NHL,TBL,11,5,6,0,22,29,134,4,5,37,0,9,43,2
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
1922,PCHA,VAM,2,1,1,0,5,3,,,,,,,,
1930,NHL,MTL,10,6,4,0,24,21,105,,,,,,,
1927,NHL,BOS,2,0,1,1,2,5,32,,,,,,,
1981,NHL,CHI,15,8,7,0,50,51,547,4,11,62,1,14,72,2
1998,NHL,COL,19,11,8,0,56,54,309,0,14,96,3,19,106,2
1921,NHL,OTS,2,0,1,1,4,5,30,,,,,,,
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
1994,NHL,DAL,5,1,4,0,10,17,95,0,3,26,0,9,30,1
1972,NHL,MTL,17,12,5,0,73,52,179,,15,,2,12,,1
1972,WHA,WIJ,14,9,5,0,55,49,,,11,48,2,6,33,0
2007,NHL,AND,6,2,4,0,13,20,118,2,5,24,0,10,38,0
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1985,NHL,WAS,9,5,4,0,36,24,209,0,9,40,1,7,36,2
1998,NHL,PHO,7,3,4,0,16,19,95,0,5,41,0,9,33,0
2002,NHL,TOR,7,3,4,0,16,24,89,2,3,25,1,5,33,2
1978,NHL,TOR,6,2,4,0,19,24,192,0,3,19,0,9,30,1
2006,NHL,MIN,5,1,4,0,9,12,79,0,2,27,1,5,19,1
2006,NHL,SJS,11,6,5,0,25,27,165,4,4,57,2,8,47,0
1936,NHL,NYR,9,6,3,0,18,10,68,,,,,,,
1934,NHL,TOR,7,3,4,0,11,12,61,,,,,,,
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
1913,NHA,TBS,2,1,1,0,6,2,,,,,,,,
2005,NHL,OTT,10,5,5,0,36,29,164,2,14,56,3,7,55,1
1937,NHL,MTL,3,1,2,0,8,11,24,,,,,,,
1930,NHL,TOR,2,0,1,1,3,4,13,,,,,,,
2006,NHL,DET,18,10,8,0,48,35,244,10,19,103,2,12,91,4
1977,WHA,BIR,5,1,4,0,12,29,,,,,,,,
2000,NHL,DET,6,2,4,0,17,15,57,0,9,27,0,3,20,0
1968,NHL,STL,12,8,4,0,36,20,258,,7,,3,6,,0
1922,WCHL,EDE,2,1,0,1,4,3,,,,,,,,
2009,NHL,BOS,13,7,6,0,36,37,175,4,11,45,0,5,50,0
1932,NHL,TOR,9,4,5,0,14,18,99,,,,,,,
1986,NHL,BOS,4,0,4,0,11,19,86,4,5,19,1,4,18,1
1999,NHL,PHO,5,1,4,0,10,17,75,0,3,19,0,7,27,0
1933,NHL,TOR,5,2,3,0,12,11,67,,,,,,,
2011,NHL,BOS,7,3,4,0,15,16,52,0,2,23,0,3,19,0
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1940,NHL,NYR,3,1,2,0,6,6,41,,,,,,,
1976,NHL,PIT,3,1,2,0,10,13,60,2,3,10,0,4,10,0
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
1976,WHA,CIN,4,0,4,0,9,19,,,,,,,,
1988,NHL,DET,6,2,4,0,18,25,187,0,6,37,,10,37,0
1997,NHL,STL,10,6,4,0,29,31,185,4,13,75,3,7,69,1
1928,NHL,NYR,6,3,2,1,5,5,64,,,,,,,
1999,NHL,STL,7,3,4,0,22,20,114,0,8,39,1,6,35,0
2009,NHL,LAK,6,2,4,0,18,25,70,2,10,26,0,6,24,0
1975,NHL,MTL,13,12,1,0,44,26,187,0,11,53,0,9,46,3
2006,NHL,AND,21,16,5,0,58,45,371,6,16,105,3,16,121,2
1920,PCHA,SEA,2,0,2,0,2,13,,,,,,,,
1947,NHL,BOS,5,1,4,0,13,20,39,,,,,,,
1976,NHL,MTL,14,12,2,0,54,23,170,2,10,55,0,5,46,2
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87,,,,,,,
2011,NHL,PHI,11,5,6,0,41,44,225,2,15,42,1,13,47,4
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
1995,NHL,WIN,6,2,4,0,10,20,119,2,0,28,2,8,37,0
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1976,NHL,BUF,6,2,4,0,21,19,96,0,6,23,1,2,20,0
2006,NHL,NAS,5,1,4,0,14,16,148,0,3,22,0,2,30,1
1938,NHL,NYR,7,3,4,0,12,14,74,,,,,,,
1997,NHL,COL,7,3,4,0,16,19,209,0,5,35,0,7,46,1
2009,NHL,PIT,13,7,6,0,42,38,136,4,15,57,1,12,43,1
1982,NHL,MNS,9,4,5,0,34,40,192,4,12,42,2,10,42,0
1990,NHL,NYR,6,2,4,0,16,16,183,0,4,36,1,2,28,0
1983,NHL,WIN,3,0,3,0,7,18,76,0,2,10,0,0,8,1
1973,NHL,BOS,16,10,6,0,58,44,349,,12,,0,12,,2
2009,NHL,COL,6,2,4,0,11,19,67,4,2,15,0,5,26,0
1921,WCHL,CAT,2,0,1,1,1,2,,,,,,,,
2007,NHL,PHI,17,9,8,0,52,54,232,4,15,67,2,18,75,2
1960,NHL,DET,11,6,5,0,27,27,108,,,,,,,
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
1977,WHA,QUN,11,5,6,0,43,41,,,,,,,,
1967,NHL,NYR,6,2,4,0,12,18,68,,2,,0,3,,0
2011,NHL,WAS,14,7,7,0,29,30,122,2,7,39,0,6,48,0
2001,NHL,MTL,12,6,6,0,32,39,172,2,9,48,2,11,48,0
1982,NHL,BOS,17,9,8,0,65,61,332,2,13,77,1,15,67,4
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
1976,NHL,BOS,14,8,6,0,50,48,217,2,8,52,0,16,57,2
1977,WHA,EDO,5,1,4,0,9,23,,,,,,,,
1987,NHL,CAL,9,4,5,0,41,36,310,2,12,60,,14,65,4
1936,NHL,MTM,5,2,3,0,8,11,21,,,,,,,
1978,NHL,CHI,4,0,4,0,3,14,45,0,0,9,0,2,11,0
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
1934,NHL,CHI,2,0,1,1,0,1,16,,,,,,,
2001,NHL,BOS,6,2,4,0,18,20,106,0,5,20,0,6,27,2
1969,NHL,PIT,10,6,4,0,23,25,211,,4,,2,9,,0
1937,NHL,TOR,7,4,3,0,14,13,59,,,,,,,
2003,NHL,DET,12,6,6,0,24,20,135,0,5,52,1,2,50,1
1921,PCHA,SEA,2,0,2,0,0,2,,,,,,,,
1988,NHL,MTL,21,14,7,0,67,51,456,6,16,97,,9,88,2
1942,NHL,BOS,9,4,5,0,23,33,96,,,,,,,
1982,NHL,PHI,3,0,3,0,9,18,75,0,3,17,0,4,16,0
2010,NHL,BOS,25,16,9,0,81,53,396,4,10,88,1,15,96,4
1947,NHL,NYR,6,2,4,0,12,17,43,,,,,,,
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1979,NHL,MNS,15,8,7,0,49,56,206,0,17,86,4,17,56,3
1968,NHL,NYR,4,0,4,0,7,16,38,,1,,0,5,,0
1980,NHL,CAL,16,9,7,0,55,60,365,2,17,74,5,19,65,0
2000,NHL,VAN,4,0,4,0,9,16,50,0,4,16,0,5,19,0
1975,NHL,ATF,2,0,2,0,1,3,21,0,0,8,0,0,6,0
1913,NHA,MOC,2,1,1,0,2,6,,,,,,,,
1985,NHL,BOS,3,0,3,0,6,10,162,4,2,16,1,3,20,1
1999,NHL,DAL,23,14,9,0,52,46,291,4,15,93,5,12,102,2
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
2008,NHL,DET,23,15,8,0,76,48,226,2,23,97,1,19,71,1
1932,NHL,NYR,8,6,1,1,25,13,103,,,,,,,
1982,NHL,CHI,13,7,6,0,49,51,269,4,12,60,2,17,62,2
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1958,NHL,CHI,6,2,4,0,16,21,93,,,,,,,
1976,NHL,NYI,12,8,4,0,36,32,160,0,6,34,1,9,43,1
2005,NHL,MTL,6,2,4,0,17,15,68,0,6,27,0,6,30,0
1999,NHL,PHI,18,11,7,0,44,40,257,2,15,69,0,8,58,1
2007,NHL,SJS,13,6,7,0,30,32,100,0,8,56,0,11,44,2
1981,NHL,NYR,10,5,5,0,39,42,216,4,13,46,4,11,43,0
1981,NHL,WIN,4,1,3,0,13,20,121,0,5,26,0,2,16,0
1954,NHL,TOR,4,0,4,0,6,14,60,,,,,,,
1980,NHL,TOR,3,0,3,0,4,20,56,4,1,12,2,6,16,0
1972,WHA,OTN,5,1,4,0,17,24,,,5,27,0,8,30,0
1978,NHL,ATF,2,0,2,0,5,9,129,0,3,13,1,1,10,0
1928,NHL,NYA,2,0,1,1,0,1,18,,,,,,,
1944,NHL,DET,14,7,7,0,31,31,40,,,,,,,
1987,NHL,EDM,19,16,2,1,87,56,635,8,32,117,,20,117,2
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1967,NHL,MNS,14,7,7,0,48,39,104,,9,,1,8,,1
2000,NHL,COL,23,16,7,0,69,41,256,6,23,116,2,13,92,0
1998,NHL,BOS,12,6,6,0,30,27,126,2,9,59,1,8,47,0
1945,NHL,DET,5,1,4,0,10,16,22,,,,,,,
1980,NHL,CHI,3,0,3,0,9,15,43,2,1,11,0,3,11,1
1978,NHL,PHI,8,3,5,0,23,37,173,2,6,31,5,8,49,0
1976,WHA,HOU,11,6,5,0,43,40,,,,,,,,
1965,NHL,MTL,10,8,2,0,33,20,187,,,,,,,
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
1954,NHL,DET,11,8,3,0,41,26,143,,,,,,,
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
2011,NHL,SJS,5,1,4,0,8,14,97,0,2,17,0,6,18,0
1994,NHL,CAL,7,3,4,0,35,26,111,0,7,31,0,6,31,6
2007,NHL,BOS,7,3,4,0,15,19,87,0,3,30,0,3,33,1
1994,NHL,NJD,20,16,4,0,67,34,227,2,18,72,2,10,74,1
2001,NHL,STL,10,5,5,0,24,19,150,0,9,45,1,5,42,2
1938,NHL,MTL,3,1,2,0,5,8,39,,,,,,,
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1975,WHA,NEW,17,10,7,0,53,40,,,,,,,,
1977,NHL,BUF,8,3,5,0,22,22,188,0,4,29,0,7,22,0
1992,NHL,NJD,5,1,4,0,13,23,99,0,4,28,1,7,27,1
1973,WHA,EDO,5,1,4,0,14,22,,,,,,,,
1934,NHL,BOS,4,1,3,0,2,7,25,,,,,,,
1997,NHL,PIT,6,2,4,0,15,18,70,0,4,33,0,5,27,3
1979,NHL,PIT,5,2,3,0,14,21,125,4,5,18,2,4,18,0
1925,NHL,PIP,2,0,1,1,4,6,10,,,,,,,
2005,NHL,CAL,7,3,4,0,16,17,129,4,6,43,1,6,44,2
1990,NHL,CHI,6,2,4,0,16,23,278,4,6,31,0,15,54,0
2010,NHL,WAS,9,4,5,0,23,24,84,4,5,35,0,5,38,0
1991,NHL,WIN,7,3,4,0,17,29,167,4,7,38,1,5,39,0
1940,NHL,CHI,5,2,3,0,10,12,62,,,,,,,
1983,NHL,EDM,19,15,4,0,94,56,460,4,17,76,3,20,89,3
1990,NHL,PIT,24,16,8,0,95,68,571,12,26,137,4,25,120,3
1931,NHL,CHI,2,1,1,0,2,6,18,,,,,,,
1976,WHA,NEW,5,1,4,0,14,23,,,,,,,,
2000,NHL,SJS,6,2,4,0,11,16,88,0,0,22,1,5,27,1
1997,NHL,LAK,4,0,4,0,8,16,108,0,1,29,0,8,36,0
2010,NHL,PHO,4,0,4,0,10,18,41,0,6,18,0,4,15,0
1991,NHL,MTL,11,4,7,0,29,32,208,0,9,59,2,10,57,1
1933,NHL,MTM,4,1,2,1,4,7,26,,,,,,,
1966,NHL,NYR,4,0,4,0,8,14,58,,,,,,,
1973,WHA,MFS,11,6,5,0,39,40,,,,,,,,
1989,NHL,NJD,6,2,4,0,18,21,225,2,5,31,0,4,29,1
2005,NHL,BUF,18,11,7,0,60,49,220,0,16,99,2,16,92,5
1978,NHL,PIT,7,2,5,0,16,25,84,0,2,28,1,4,19,0
2011,NHL,OTT,7,3,4,0,13,14,107,0,4,26,0,5,32,0
1994,NHL,PHI,15,10,5,0,50,43,186,2,9,70,1,15,66,3
1994,NHL,BUF,5,1,4,0,13,18,80,0,3,26,1,3,26,1
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1944,NHL,MTL,6,2,4,0,21,15,45,,,,,,,
1991,NHL,NJD,7,3,4,0,25,28,177,4,5,29,4,9,35,1
1939,NHL,CHI,2,0,2,0,3,5,14,,,,,,,
1993,NHL,BOS,13,6,7,0,39,42,168,2,10,54,0,11,51,1
1929,NHL,OTS,2,0,1,1,3,6,29,,,,,,,
1928,NHL,MTL,3,0,3,0,2,5,48,,,,,,,
1926,NHL,CHI,2,0,1,1,5,10,30,,,,,,,
1938,NHL,DET,6,3,3,0,16,15,51,,,,,,,
1924,WCHL,VIC,4,2,0,2,9,5,,,,,,,,
1992,NHL,MTL,20,16,4,0,66,51,277,0,15,82,1,13,86,1
1988,NHL,CAL,22,16,6,0,82,55,563,0,28,131,,18,126,3
1984,NHL,NYI,10,4,6,0,25,28,256,0,7,33,1,7,52,0
1997,NHL,BUF,15,10,5,0,46,32,268,2,16,89,1,9,90,2
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
2011,NHL,NYR,20,10,10,0,43,41,218,2,13,73,0,11,69,0
1978,NHL,NYI,10,6,4,0,27,21,144,0,3,31,0,3,27,1
1974,WHA,PHR,5,1,4,0,12,23,,,,,,,,
1974,NHL,NYI,17,9,8,0,47,50,377,0,15,77,3,9,72,2
1988,NHL,MNS,5,1,4,0,15,23,144,0,3,16,,5,30,1
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
1982,NHL,MTL,3,0,3,0,2,8,51,0,1,13,0,2,7,0
2009,NHL,DET,12,5,7,0,43,33,178,4,12,57,1,12,64,0
1996,NHL,BUF,12,5,7,0,27,34,226,6,8,53,0,11,60,2
2001,NHL,CAR,23,13,10,0,47,43,263,4,16,103,2,15,96,1
2008,NHL,CHI,17,9,8,0,54,54,297,6,19,68,1,14,65,1
2006,NHL,VAN,12,5,7,0,21,26,190,4,4,67,0,8,76,0
1987,NHL,MTL,11,5,6,0,33,35,219,4,6,52,,5,50,1
1983,NHL,VAN,4,1,3,0,13,14,85,2,3,19,1,2,16,0
1975,NHL,TOR,10,5,5,0,31,36,266,0,14,59,1,9,38,1
1989,NHL,WIN,7,3,4,0,22,24,110,0,7,36,2,6,33,0
1952,NHL,MTL,12,8,4,0,34,23,118,,,,,,,
1983,NHL,BUF,3,0,3,0,5,13,75,0,0,16,2,2,10,0
2002,NHL,ANA,21,15,6,0,45,40,166,8,8,70,1,9,70,3
1997,NHL,BOS,6,2,4,0,13,15,75,0,6,40,0,3,20,0
1927,NHL,NYR,9,5,3,1,16,12,152,,,,,,,
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
1995,NHL,BOS,5,1,4,0,16,22,147,0,7,27,0,5,30,2
1984,NHL,LAK,3,0,3,0,7,11,47,0,1,16,1,0,10,0
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1981,NHL,LAK,10,4,6,0,41,42,309,0,14,44,3,6,32,0
1999,NHL,OTT,6,2,4,0,10,17,81,0,2,22,0,2,23,0
1971,NHL,TOR,5,1,4,0,10,18,92,,3,,1,2,,1
2002,NHL,VAN,14,7,7,0,34,47,239,2,13,73,1,18,76,2
1991,NHL,EDM,16,8,8,0,49,54,340,0,14,78,0,17,90,1
2008,NHL,PIT,24,16,8,0,79,64,283,4,20,97,2,14,84,1
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
2002,NHL,PHI,13,6,7,0,34,33,152,4,5,50,4,9,50,1
1984,NHL,CHI,15,9,6,0,81,81,443,4,18,76,3,17,79,1
1975,WHA,WIJ,13,12,1,0,68,35,,,,,,,,
1990,NHL,MNS,23,14,9,0,81,75,674,4,35,152,3,24,136,4
1969,NHL,OAK,4,0,4,0,6,13,50,,4,,0,2,,1
2008,NHL,MTL,4,0,4,0,6,17,103,2,0,8,0,4,16,0
2008,NHL,NJD,7,3,4,0,15,17,91,0,3,27,0,2,29,0
1959,NHL,CHI,4,0,4,0,6,14,30,,,,,,,
1981,NHL,PHI,4,1,3,0,15,19,81,0,6,20,0,8,21,2
1973,WHA,CLC,5,1,4,0,9,18,,,,,,,,
2005,NHL,NJD,9,5,4,0,27,21,140,2,11,58,0,11,45,4
1931,NHL,DTF,2,0,1,1,1,3,10,,,,,,,
1989,NHL,BUF,6,2,4,0,13,17,126,2,6,30,0,2,29,0
1947,NHL,TOR,9,8,1,0,38,20,102,,,,,,,
1984,NHL,MTL,12,6,6,0,43,41,320,0,13,51,0,8,49,1
1979,NHL,CHI,7,3,4,0,19,20,120,0,7,23,0,7,26,0
1927,NHL,MTM,9,5,3,1,12,8,164,,,,,,,
1971,NHL,NYR,16,10,6,0,52,41,275,,12,,4,10,,1
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
2002,NHL,MIN,18,8,10,0,43,43,193,2,16,73,3,12,63,2
1970,NHL,STL,6,2,4,0,15,16,120,,4,,0,6,,1
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
1995,NHL,PHI,12,6,6,0,37,28,290,0,15,71,3,7,63,0
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
1986,NHL,MTL,17,10,7,0,67,54,433,6,16,60,2,11,63,3
1979,NHL,NYR,9,4,5,0,21,22,194,0,5,39,2,4,40,1
1944,NHL,TOR,13,8,5,0,24,30,62,,,,,,,
1981,NHL,QUE,16,7,9,0,48,60,414,8,15,66,4,15,74,2
1963,NHL,TOR,14,8,6,0,39,31,262,,,,,,,
1964,NHL,DET,7,3,4,0,19,23,124,,,,,,,
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1977,NHL,LAK,2,0,2,0,3,11,39,0,0,10,0,2,9,0
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
1976,WHA,EDO,5,1,4,0,16,20,,,,,,,,
1969,NHL,NYR,6,2,4,0,16,25,169,,7,,2,6,,0
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
1925,NHL,MTM,4,2,0,2,8,5,40,,,,,,,
1978,WHA,NEW,10,5,5,0,39,45,,,,,,,,
2011,NHL,LAK,20,16,4,0,57,30,238,6,12,94,0,6,76,5
2010,NHL,PIT,7,3,4,0,14,22,82,0,1,35,1,8,27,0
2007,NHL,NJD,5,1,4,0,12,19,56,0,5,24,1,4,17,0
1974,NHL,VAN,5,1,4,0,9,20,77,2,2,18,0,3,20,0
1983,NHL,CHI,5,2,3,0,14,18,134,0,3,23,1,4,23,1
1986,NHL,DET,16,9,7,0,45,40,426,0,9,56,1,9,58,1
1984,NHL,BUF,5,2,3,0,22,22,151,4,2,25,0,6,25,0
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1982,NHL,WIN,3,0,3,0,9,14,74,0,6,17,3,2,11,0
1993,NHL,CAL,7,3,4,0,20,23,173,8,5,44,1,6,41,1
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
1987,NHL,BOS,23,12,10,1,85,72,813,6,20,131,,24,125,6
1922,PCHA,VC1,2,1,1,0,3,5,,,,,,,,
1973,NHL,TOR,4,0,4,0,9,17,45,,1,,1,2,,0
1997,NHL,EDM,12,5,7,0,24,25,245,4,8,72,1,7,67,0
1974,NHL,NYR,3,1,2,0,13,10,113,2,3,20,1,3,16,1
1955,NHL,DET,10,5,5,0,23,28,117,,,,,,,
2002,NHL,NYI,5,1,4,0,7,13,108,0,3,31,0,4,30,0
1992,NHL,TOR,21,11,10,0,69,63,413,0,17,104,7,21,90,0
1931,NHL,NYR,7,3,4,0,23,27,98,,,,,,,
1980,NHL,NYR,14,7,7,0,60,56,402,6,11,59,4,18,65,2
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
1927,NHL,OTS,2,0,2,0,1,3,24,,,,,,,
2008,NHL,SJS,6,2,4,0,10,18,85,0,4,24,0,5,23,0
1935,NHL,NYA,5,2,3,0,10,11,29,,,,,,,
1996,NHL,PHI,19,12,7,0,67,55,245,4,18,94,5,19,89,3
1986,NHL,CAL,6,2,4,0,15,22,190,0,5,28,1,8,30,1
2008,NHL,CAR,18,8,10,0,42,52,231,4,6,60,0,8,71,1
2003,NHL,BOS,7,3,4,0,14,19,72,2,2,25,0,3,30,0
1969,NHL,STL,16,8,8,0,46,46,301,,19,,2,12,,2
1959,NHL,TOR,10,4,6,0,25,31,104,,,,,,,
2007,NHL,PIT,20,14,6,0,61,43,323,2,21,92,2,11,85,1
1918,NHL,OTS,5,1,4,0,18,26,69,,,,,,,
2008,NHL,BOS,11,7,4,0,34,22,147,0,6,43,1,3,27,0
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
1992,NHL,BOS,4,0,4,0,12,19,56,0,4,22,1,5,19,1
1962,NHL,DET,11,5,6,0,35,36,170,,,,,,,
1926,NHL,MTL,4,1,1,2,3,6,30,,,,,,,
1976,NHL,MNS,2,0,2,0,3,11,25,0,0,6,0,1,5,0
1940,NHL,TOR,7,3,4,0,17,15,52,,,,,,,
1990,NHL,LAK,12,6,6,0,46,37,306,2,12,53,1,8,56,1
1943,NHL,DET,5,1,4,0,8,17,39,,,,,,,
2007,NHL,DAL,18,10,8,0,45,41,218,0,18,90,4,13,76,0
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1970,NHL,MNS,12,6,6,0,35,42,195,,11,,1,9,,0
2010,NHL,TBL,18,11,7,0,59,45,207,8,17,67,1,6,78,1
1998,NHL,DAL,23,16,7,0,64,44,279,2,13,107,0,9,95,3
1995,NHL,PIT,18,11,7,0,57,52,351,2,16,100,0,14,96,2
1986,NHL,CHI,4,0,4,0,6,15,104,0,0,17,1,4,15,0
1951,NHL,MTL,11,4,7,0,20,23,97,,,,,,,
1981,NHL,PIT,5,2,3,0,13,22,112,2,3,25,0,4,21,0
1917,PCHA,SEA,2,0,1,1,2,3,,,,,,,,
1931,NHL,MTL,4,1,3,0,9,13,48,,,,,,,
1929,NHL,BOS,6,3,3,0,14,12,90,,,,,,,
1995,NHL,WAS,6,2,4,0,17,21,194,2,7,38,1,7,42,0
1993,NHL,TOR,18,9,9,0,50,47,375,0,22,74,1,13,86,4
1984,NHL,MNS,9,5,4,0,38,38,258,0,12,44,1,6,47,1
1997,NHL,WAS,21,12,9,0,53,44,319,6,14,84,2,15,115,3
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
2005,NHL,DET,6,2,4,0,17,19,84,0,8,40,0,8,37,0
2008,NHL,CBS,4,0,4,0,7,18,60,2,3,13,0,7,22,0
2011,NHL,VAN,5,1,4,0,8,12,94,0,3,21,2,3,26,0
2001,NHL,NYI,7,3,4,0,21,22,169,2,11,38,0,5,43,0
1999,NHL,SJS,12,5,7,0,27,37,164,2,10,63,2,13,61,2
1984,NHL,EDM,18,15,3,0,98,57,476,2,15,78,4,16,90,6
1978,NHL,NYR,18,11,7,0,66,42,286,2,14,72,1,8,67,6
1996,NHL,ANA,11,4,7,0,25,30,163,2,10,39,0,6,45,0
1988,NHL,BUF,5,1,4,0,14,16,188,0,6,31,,5,30,2
2010,NHL,VAN,25,15,10,0,58,69,435,12,19,93,6,19,99,1
2005,NHL,CAR,25,16,9,0,73,60,319,8,31,129,2,20,137,2
1972,WHA,NEW,15,12,3,0,70,49,,,14,75,0,13,64,1
1998,NHL,DET,10,6,4,0,31,27,137,0,14,59,1,9,50,0
2005,NHL,ANA,16,9,7,0,46,36,267,4,11,102,4,11,96,1
1946,NHL,DET,5,1,4,0,14,18,72,,,,,,,
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
2002,NHL,OTT,18,11,7,0,43,34,214,2,12,83,1,6,73,3
1973,WHA,CHC,18,8,10,0,67,72,,,,,,,,
1946,NHL,BOS,5,1,4,0,10,16,58,,,,,,,
1980,NHL,PIT,5,2,3,0,21,20,141,4,6,24,0,8,23,1
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1935,NHL,BOS,2,1,1,0,6,8,28,,,,,,,
1974,NHL,CHI,8,3,5,0,22,35,142,0,5,36,1,9,35,0
1992,NHL,PIT,12,7,5,0,50,37,200,0,12,52,5,9,61,2
1994,NHL,CHI,16,9,7,0,45,39,203,0,9,68,1,11,75,1
2000,NHL,OTT,4,0,4,0,3,10,48,0,0,16,0,3,13,0
1934,NHL,NYR,4,1,1,2,10,10,27,,,,,,,
1994,NHL,VAN,11,4,7,0,33,38,272,6,12,57,1,8,66,7
1966,NHL,MTL,10,6,4,0,30,25,142,,,,,,,
1999,NHL,FLO,4,0,4,0,6,12,54,0,1,14,1,2,16,0
1984,NHL,STL,3,0,3,0,5,9,72,0,2,15,0,2,9,1
1983,NHL,MNS,16,7,9,0,47,53,335,2,14,67,4,12,66,3
1976,WHA,SDM,7,3,4,0,19,28,,,,,,,,
2003,NHL,SJS,17,10,7,0,38,32,216,0,11,81,3,6,72,1
