playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
serafda01,1996,1,MIN,AL,0,1,1,1,0,0,0,13,7,5,1,2,1,0.0,10.0,0.0,0.0,1.0,0,23.0,0.0,5,,,
percitr01,2007,1,SLN,NL,3,0,34,1,0,0,0,120,24,8,3,10,36,,1.0,0.0,2.0,0.0,0,150.0,9.0,8,,,
bitkejo01,1991,1,TEX,AL,1,0,9,0,0,0,0,44,17,11,4,8,16,0.0,6.0,3.0,2.0,0.0,0,70.0,2.0,11,,,
howrybo01,2007,1,CHN,NL,6,7,78,0,0,0,8,244,76,30,8,19,72,,3.0,3.0,1.0,2.0,0,336.0,32.0,31,,,
carlsha01,1924,1,PHI,NL,8,17,38,24,12,1,2,611,267,110,9,55,66,0.0,4.0,,2.0,3.0,1,895.0,9.0,122,,,
birtsti01,1989,1,CIN,NL,2,2,42,1,0,0,1,209,68,29,5,27,57,0.0,3.0,8.0,3.0,3.0,3,300.0,12.0,33,,,
oneilha01,1923,1,PHA,AL,0,0,3,0,0,0,0,6,1,0,0,3,2,0.0,0.0,,0.0,0.0,0,9.0,0.0,0,,,
wheelri01,1921,1,PIT,NL,0,0,1,0,0,0,0,9,6,3,0,1,0,0.0,9.0,,1.0,1.0,0,15.0,0.0,4,,,
maculji01,1886,1,BL2,AA,0,0,1,0,0,0,0,6,4,2,0,0,1,,9.0,,0.0,0.0,0,10.0,1.0,3,,,
shawbo01,1966,1,SFN,NL,1,4,13,6,0,0,0,95,45,22,9,7,21,0.0,6.0,1.0,3.0,0.0,0,148.0,5.0,23,,,
robbibr01,1980,1,DET,AL,4,2,15,6,0,0,0,155,60,38,12,28,23,0.0,6.0,0.0,4.0,0.0,0,241.0,0.0,40,,,
foxch02,1997,1,ATL,NL,0,1,30,0,0,0,0,82,24,10,4,16,28,0.0,3.0,0.0,4.0,0.0,0,120.0,8.0,12,,,
connoed02,1967,1,CLE,AL,2,1,15,4,0,0,0,148,63,41,6,34,45,0.0,7.0,2.0,5.0,1.0,0,241.0,3.0,46,,,
liriafr01,2012,2,CHA,AL,3,2,12,11,0,0,0,170,54,34,7,32,58,,5.0,1.0,5.0,3.0,0,253.0,0.0,34,,,
harpeja01,1901,1,SLN,NL,23,13,39,37,28,1,0,926,294,124,7,99,128,0.0,3.0,,19.0,16.0,1,0.0,0.0,158,,,
shellfr01,1918,1,CHA,AL,9,12,28,21,10,2,2,548,180,54,1,74,47,0.0,2.0,,0.0,4.0,0,779.0,5.0,77,,,
wittmi01,1987,1,CAL,AL,16,14,36,36,10,0,0,741,252,110,34,84,192,0.0,4.0,4.0,6.0,4.0,0,1065.0,0.0,128,,,
figuene01,2000,1,ARI,NL,0,1,3,3,0,0,0,47,17,13,4,5,7,0.0,7.0,0.0,2.0,0.0,0,68.0,0.0,13,,,
loesbi01,1957,1,BAL,AL,12,7,31,18,8,3,4,466,142,56,8,37,86,0.0,3.0,4.0,3.0,4.0,0,629.0,12.0,59,,,
amorvi01,1955,1,CHN,NL,0,1,4,0,0,0,0,18,11,3,0,3,3,0.0,4.0,1.0,1.0,0.0,1,31.0,3.0,3,,,
busketo01,1974,1,NYA,AL,0,1,4,0,0,0,1,17,10,4,1,3,3,0.0,6.0,1.0,0.0,1.0,0,30.0,2.0,4,,,
ozmerdo01,1923,1,PHA,AL,0,0,1,0,0,0,0,6,1,1,0,1,1,0.0,4.0,,0.0,0.0,0,8.0,1.0,1,,,
scottti01,1996,2,SFN,NL,2,2,20,0,0,0,0,59,24,18,5,9,10,0.0,8.0,0.0,2.0,1.0,0,90.0,2.0,18,,,
wyattjo02,1965,1,KC1,AL,2,6,65,0,0,0,18,266,78,32,8,53,70,0.0,3.0,12.0,13.0,4.0,0,397.0,47.0,36,,,
mussimi01,1991,1,BAL,AL,4,5,12,12,2,0,0,263,77,28,7,21,52,0.0,2.0,0.0,3.0,1.0,1,349.0,0.0,31,,,
clarkbi01,1928,1,NY1,NL,0,0,4,0,0,0,0,17,10,5,0,1,3,0.0,7.0,,0.0,0.0,0,25.0,1.0,6,,,
pennha01,2005,1,BAL,AL,3,2,8,8,0,0,0,115,46,27,6,21,18,,6.0,3.0,3.0,0.0,1,178.0,0.0,30,,,
croucbi02,1941,2,SLN,NL,1,2,18,4,0,0,6,135,45,15,2,14,15,0.0,3.0,,1.0,0.0,1,186.0,11.0,16,,,
bergmse01,1999,2,ATL,NL,1,0,6,0,0,0,0,19,5,2,0,3,6,0.0,2.0,0.0,0.0,0.0,0,27.0,1.0,2,,,
malarjo01,1896,1,WAS,NL,0,1,1,1,0,0,0,21,9,1,1,3,0,0.0,1.0,,1.0,0.0,0,0.0,0.0,7,,,
eglofbr01,1991,1,CLE,AL,0,0,6,0,0,0,0,17,8,3,0,4,8,0.0,4.0,1.0,2.0,0.0,0,28.0,2.0,3,,,
nitkocj01,2005,1,WAS,NL,0,0,7,0,0,0,0,10,5,3,0,2,2,,8.0,0.0,0.0,0.0,0,17.0,0.0,3,,,
burrira01,1978,1,CHN,NL,7,13,40,32,4,1,1,596,210,105,15,79,94,0.0,4.0,11.0,6.0,10.0,3,870.0,3.0,112,,,
lauerch01,1884,1,PT1,AA,0,2,3,3,2,0,0,57,23,16,0,9,8,,7.0,,0.0,3.0,0,95.0,0.0,25,,,
embrere01,1947,1,CLE,AL,8,10,27,21,6,0,0,488,137,57,13,67,56,0.0,3.0,,3.0,1.0,0,670.0,2.0,65,,,
arnolto01,1987,1,BAL,AL,0,0,27,0,0,0,0,159,71,34,8,17,18,0.0,5.0,5.0,1.0,2.0,0,239.0,10.0,35,,,
lewisco01,2004,1,TEX,AL,1,1,3,3,0,0,0,46,13,7,1,13,11,0.0,4.0,0.0,0.0,1.0,0,71.0,0.0,7,,,
primra01,1946,1,CHN,NL,2,3,14,2,0,0,1,70,28,15,5,10,10,0.0,5.0,,0.0,0.0,0,108.0,6.0,17,,,
hugheto01,1903,1,BOS,AL,20,7,33,31,25,5,0,734,232,70,4,60,112,0.0,2.0,,2.0,9.0,1,1001.0,2.0,95,,,
floreje01,1947,1,PHA,AL,4,13,28,20,4,0,0,454,139,57,10,59,41,0.0,3.0,,0.0,0.0,0,633.0,5.0,72,,,
arroybr01,2012,1,CIN,NL,12,10,32,32,1,1,0,606,209,84,26,35,129,,3.0,1.0,3.0,5.0,0,835.0,0.0,86,,,
cowlejo01,1987,1,PHI,NL,0,4,5,4,0,0,0,35,21,20,2,17,5,0.0,15.0,1.0,0.0,2.0,0,73.0,0.0,26,,,
ryanno01,1990,1,TEX,AL,13,9,30,30,5,2,0,612,137,78,18,74,232,0.0,3.0,2.0,9.0,7.0,1,818.0,0.0,86,,,
johnsbo03,1969,1,NYN,NL,0,0,2,0,0,0,1,5,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,7.0,2.0,0,,,
getzich01,1889,1,IN3,NL,18,22,45,44,36,0,1,1047,395,176,27,100,139,0.0,4.0,,14.0,9.0,0,1655.0,1.0,256,,,
roberna01,2005,1,DET,AL,7,16,32,32,2,0,0,590,202,98,28,65,122,,4.0,2.0,6.0,7.0,1,846.0,0.0,113,,,
bannifl01,1982,1,SEA,AL,12,13,35,35,5,3,0,741,225,94,32,77,209,0.0,3.0,0.0,6.0,3.0,0,1022.0,0.0,112,,,
meekero01,1924,1,PHA,AL,5,12,30,14,5,1,0,438,166,76,7,81,37,0.0,4.0,,7.0,5.0,0,678.0,8.0,86,,,
stenhda01,1964,1,WS2,AL,2,7,26,14,1,0,1,264,80,47,12,39,44,0.0,4.0,1.0,0.0,1.0,1,380.0,5.0,54,,,
wickmbo01,2000,1,MIL,NL,2,2,43,0,0,0,16,138,37,15,1,20,44,0.0,2.0,2.0,2.0,1.0,0,194.0,36.0,18,,,
riverma01,2009,1,NYA,AL,3,3,66,0,0,0,44,199,48,13,7,12,72,,1.0,1.0,1.0,1.0,0,257.0,55.0,14,,,
jarvike01,1997,3,DET,AL,0,3,17,3,0,0,0,125,55,25,9,14,27,0.0,5.0,0.0,0.0,0.0,0,189.0,9.0,28,,,
campbbi02,1976,1,MIN,AL,17,5,78,0,0,0,20,503,145,56,9,62,115,0.0,3.0,11.0,7.0,5.0,0,703.0,68.0,63,,,
grayje01,1990,1,BOS,AL,2,4,41,0,0,0,9,152,53,25,3,15,50,0.0,4.0,3.0,2.0,1.0,0,217.0,28.0,27,,,
wickmbo01,1998,1,MIL,NL,6,9,72,0,0,0,25,247,79,34,5,39,71,,3.0,2.0,1.0,4.0,0,357.0,51.0,38,,,
keefejo01,1890,1,SR2,AA,17,24,43,41,36,2,0,1057,355,169,9,148,120,,4.0,,10.0,17.0,0,1431.0,2.0,234,,,
flanami01,1987,1,BAL,AL,3,6,16,16,4,0,0,284,102,52,9,36,50,0.0,4.0,1.0,1.0,0.0,0,410.0,0.0,57,,,
willimi03,2001,2,HOU,NL,4,0,25,0,0,0,0,67,21,10,3,14,16,,4.0,1.0,1.0,0.0,0,102.0,10.0,10,,,
stewale01,1934,1,WS1,AL,7,11,24,22,7,1,0,456,184,68,8,36,36,0.0,4.0,,2.0,1.0,0,655.0,2.0,74,,,
kressre01,1935,1,WS1,AL,0,0,3,0,0,0,0,17,8,8,0,5,5,0.0,12.0,,0.0,0.0,0,31.0,3.0,9,,,
deanch01,1943,1,CLE,AL,5,5,17,9,3,0,0,228,83,38,1,34,29,0.0,4.0,,0.0,1.0,0,336.0,3.0,46,,,
howelke01,1988,1,LAN,NL,0,1,4,1,0,0,0,38,16,9,0,4,12,0.0,6.0,1.0,0.0,0.0,0,55.0,2.0,10,,,
easteja01,1977,1,ATL,NL,2,4,22,5,0,0,1,176,72,40,5,30,37,0.0,6.0,4.0,0.0,3.0,0,275.0,6.0,46,,,
glassto01,1925,1,PHA,AL,1,0,2,0,0,0,0,15,9,3,0,0,2,0.0,5.0,,0.0,0.0,0,25.0,1.0,4,,,
carmado01,1983,1,PHI,NL,0,0,1,0,0,0,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0,,,
fettelo01,1938,1,BSN,NL,11,13,33,32,17,3,1,719,235,84,11,79,83,0.0,3.0,,1.0,4.0,0,1011.0,1.0,95,,,
millebo04,1971,1,CHN,NL,0,0,2,0,0,0,0,21,10,4,0,1,2,0.0,5.0,0.0,0.0,0.0,0,30.0,1.0,4,,,
thomsjo01,2002,2,NYN,NL,2,6,9,9,0,0,0,163,65,26,7,17,31,,4.0,3.0,0.0,0.0,0,250.0,0.0,39,,,
leskacu01,2003,2,KCA,AL,1,0,27,0,0,0,2,78,16,5,1,11,22,0.0,1.0,1.0,1.0,0.0,0,101.0,9.0,7,,,
edwarwa01,1989,1,CHA,AL,0,0,7,0,0,0,0,22,7,3,1,3,9,0.0,3.0,0.0,0.0,0.0,0,30.0,2.0,3,,,
hutchfr01,1947,1,DET,AL,18,10,33,25,18,3,2,659,211,74,14,61,113,0.0,3.0,,2.0,2.0,0,911.0,8.0,84,,,
beverja01,2002,1,CLE,AL,0,0,4,0,0,0,0,22,9,6,1,4,9,,7.0,0.0,1.0,0.0,0,35.0,1.0,7,,,
borkoda01,2004,1,BAL,AL,3,4,17,8,0,0,0,168,65,32,6,15,45,0.0,5.0,1.0,2.0,3.0,1,247.0,2.0,37,,,
deleolu01,1981,1,SLN,NL,0,1,10,0,0,0,0,46,11,4,1,3,8,0.0,2.0,2.0,0.0,0.0,0,59.0,2.0,4,,,
telfoan01,1990,1,BAL,AL,3,3,8,8,0,0,0,109,43,20,4,19,20,0.0,4.0,0.0,1.0,1.0,0,168.0,0.0,22,,,
karsast01,2001,1,CLE,AL,0,1,31,0,0,0,1,130,29,6,1,8,44,,1.0,2.0,2.0,0.0,0,166.0,8.0,6,,,
hawlepi01,1896,1,PIT,NL,22,21,49,43,37,2,0,1134,382,150,2,157,137,0.0,3.0,,17.0,0.0,0,0.0,6.0,197,,,
keatibo01,1887,1,BL2,AA,0,1,1,1,1,0,0,27,16,11,0,6,0,,11.0,,0.0,0.0,0,49.0,0.0,16,,,
vanegti01,1994,1,BOS,AL,2,3,7,7,1,0,0,115,38,27,7,21,22,0.0,6.0,3.0,1.0,0.0,0,173.0,0.0,27,,,
davisdo02,2002,1,TEX,AL,3,5,10,10,1,1,0,179,67,33,7,22,28,,4.0,0.0,2.0,3.0,2,262.0,0.0,36,,,
boehrbr01,1997,1,NYA,AL,3,2,34,0,0,0,0,144,39,14,4,32,53,0.0,2.0,6.0,2.0,0.0,0,210.0,11.0,16,,,
fostest01,1992,1,CIN,NL,1,1,31,1,0,0,2,150,52,16,4,13,34,0.0,2.0,1.0,1.0,0.0,0,209.0,7.0,16,,,
fingero01,1982,1,ML4,AL,5,6,50,0,0,0,29,239,63,23,5,20,71,0.0,2.0,5.0,4.0,1.0,0,318.0,45.0,23,,,
vanceda01,1934,2,SLN,NL,1,1,19,4,1,0,1,177,62,24,4,14,33,0.0,3.0,,1.0,2.0,0,248.0,3.0,26,,,
proesge01,1888,1,CL3,AA,3,4,7,7,7,1,0,177,53,25,4,30,20,,3.0,,0.0,0.0,0,0.0,0.0,39,,,
lyonste01,1942,1,CHA,AL,14,6,20,20,20,1,0,541,167,42,11,26,50,0.0,2.0,,3.0,2.0,0,720.0,0.0,52,,,
foggjo01,2005,1,PIT,NL,6,11,34,28,0,0,0,508,196,95,27,53,85,,5.0,11.0,2.0,6.0,1,742.0,1.0,106,,,
sheehto02,1925,2,PIT,NL,1,1,23,0,0,0,2,172,63,17,2,13,13,0.0,2.0,,3.0,0.0,0,242.0,15.0,25,,,
langsma01,1998,1,SDN,NL,4,6,22,16,0,0,0,244,107,53,11,41,56,,5.0,1.0,3.0,1.0,1,380.0,0.0,55,,,
borbope02,2002,1,TOR,AL,1,2,16,0,0,0,0,38,12,7,3,6,11,,4.0,3.0,1.0,1.0,0,60.0,6.0,8,,,
dunleja01,1903,1,SLN,NL,6,8,14,13,9,0,0,306,101,46,2,57,51,0.0,4.0,,1.0,8.0,0,447.0,1.0,59,,,
solanju01,1988,1,SEA,AL,0,0,17,0,0,0,3,66,22,10,3,12,10,0.0,4.0,2.0,1.0,0.0,0,98.0,10.0,13,,,
stonest01,1979,1,BAL,AL,11,7,32,32,3,0,0,558,173,78,31,73,96,0.0,3.0,1.0,3.0,1.0,0,781.0,0.0,91,,,
johnsar02,1941,1,BSN,NL,7,15,43,18,6,0,1,550,189,72,7,71,70,0.0,3.0,,2.0,5.0,0,793.0,13.0,92,,,
nelsore01,1910,1,SLA,AL,5,1,7,6,6,1,0,180,57,17,0,14,30,0.0,2.0,,1.0,4.0,0,236.0,1.0,26,,,
mcgloly01,1980,1,CHN,NL,12,14,39,27,2,2,0,547,211,97,24,64,119,0.0,4.0,7.0,4.0,1.0,0,804.0,3.0,105,,,
knotter01,2001,1,ARI,NL,0,1,3,1,0,0,0,14,8,1,0,0,4,,1.0,0.0,0.0,2.0,0,25.0,0.0,9,,,
greggha01,1945,1,BRO,NL,18,13,42,34,13,2,2,763,221,98,5,120,139,0.0,3.0,,7.0,8.0,0,1092.0,5.0,116,,,
kinzyha01,1934,1,CHA,AL,0,1,13,2,1,0,0,103,38,19,1,31,12,0.0,4.0,,0.0,4.0,1,169.0,10.0,23,,,
malonji01,1967,1,CIN,NL,15,11,30,29,6,3,0,589,181,71,8,72,153,0.0,3.0,5.0,13.0,3.0,0,822.0,1.0,76,,,
santijo01,1956,1,KC1,AL,1,2,9,5,0,0,0,65,36,20,8,17,9,0.0,8.0,0.0,1.0,5.0,0,117.0,1.0,26,,,
neitzer01,1921,1,BOS,AL,0,0,2,0,0,0,0,22,8,5,0,4,1,0.0,6.0,,0.0,0.0,0,32.0,2.0,5,,,
valenfe01,1981,1,LAN,NL,13,7,25,25,11,8,0,577,140,53,11,61,180,0.0,2.0,4.0,4.0,1.0,0,758.0,0.0,55,,,
woodke02,2002,1,CHN,NL,12,11,33,33,4,1,0,641,169,87,22,97,217,,3.0,5.0,8.0,16.0,1,895.0,0.0,92,,,
castifr01,2002,1,BOS,AL,6,15,36,23,0,0,1,490,174,92,19,58,112,,5.0,6.0,1.0,7.0,2,711.0,2.0,101,,,
fishera01,1914,1,NYA,AL,10,12,29,26,17,2,1,627,177,53,2,61,86,0.0,2.0,,10.0,4.0,1,799.0,2.0,65,,,
ferguge01,1908,1,BSN,NL,11,11,37,20,13,3,0,624,168,57,1,84,98,0.0,2.0,,3.0,8.0,0,824.0,16.0,72,,,
wellsda01,2005,1,BOS,AL,15,7,30,30,2,0,0,552,220,91,21,21,107,,4.0,0.0,4.0,9.0,1,780.0,0.0,95,,,
leffecr01,1994,1,CAL,AL,1,1,30,0,0,0,1,104,50,18,7,12,27,0.0,4.0,3.0,1.0,0.0,0,158.0,10.0,20,,,
eckerde01,1978,1,BOS,AL,20,8,35,35,16,3,0,805,258,89,30,71,162,0.0,2.0,8.0,3.0,7.0,0,1121.0,0.0,99,,,
pappami01,1968,1,CIN,NL,2,5,15,11,0,0,0,188,70,39,9,10,43,0.0,5.0,3.0,1.0,2.0,2,268.0,2.0,41,,,
dipotje01,1997,1,COL,NL,5,3,74,0,0,0,16,287,108,50,6,33,74,0.0,4.0,5.0,4.0,4.0,1,422.0,33.0,56,,,
kingra01,2006,1,COL,NL,1,4,67,0,0,0,1,134,56,22,6,20,23,,4.0,0.0,3.0,2.0,0,199.0,7.0,26,,,
borowjo01,2005,1,CHN,NL,0,0,11,0,0,0,0,33,12,8,5,1,11,,6.0,0.0,0.0,0.0,0,47.0,3.0,8,,,
haranaa01,2008,1,CIN,NL,6,17,30,29,1,1,0,553,205,98,35,50,153,,4.0,5.0,2.0,2.0,0,793.0,0.0,104,,,
aguilri01,1991,1,MIN,AL,4,5,63,0,0,0,42,207,44,18,3,30,61,0.0,2.0,6.0,3.0,1.0,0,275.0,60.0,20,,,
tucketj01,2005,1,WAS,NL,1,0,13,0,0,0,0,38,20,9,4,2,5,,6.0,0.0,1.0,0.0,0,58.0,1.0,9,,,
waltebu01,1943,1,CIN,NL,15,15,34,34,21,5,0,739,244,97,8,109,80,0.0,3.0,,8.0,1.0,1,1054.0,0.0,105,,,
bagbyji02,1941,1,CLE,AL,9,15,33,27,12,0,2,602,214,90,10,76,53,0.0,4.0,,5.0,6.0,0,877.0,5.0,104,,,
kusiccr01,1979,2,TOR,AL,0,0,1,0,0,0,0,11,3,2,1,0,0,0.0,4.0,0.0,0.0,0.0,0,14.0,1.0,2,,,
soriara01,2002,1,SEA,AL,0,3,10,8,0,0,1,142,45,24,8,16,32,,4.0,1.0,2.0,0.0,0,202.0,1.0,25,,,
reynocr01,1989,1,HOU,NL,0,0,1,0,0,0,0,3,3,3,0,1,0,0.0,27.0,0.0,0.0,1.0,0,9.0,0.0,4,,,
castlsl01,1935,1,NY1,NL,15,6,29,25,9,1,0,521,186,79,14,64,64,0.0,4.0,,7.0,1.0,1,772.0,2.0,93,,,
ledbera01,1915,1,DET,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.0,0.0,,0.0,0.0,0,3.0,1.0,0,,,
guerrma02,2004,1,MIN,AL,0,1,9,2,0,0,0,57,22,12,5,6,11,0.0,5.0,0.0,0.0,1.0,0,84.0,5.0,13,,,
scherbi01,1985,1,DET,AL,3,2,48,0,0,0,0,198,62,32,10,41,46,0.0,4.0,13.0,5.0,1.0,0,299.0,14.0,35,,,
eastwra01,1977,2,SLN,NL,3,7,41,1,0,0,4,161,74,28,6,21,30,0.0,4.0,3.0,2.0,0.0,1,248.0,20.0,34,,,
shielsc01,2008,1,LAA,AL,6,4,64,0,0,0,4,190,56,19,6,29,64,,2.0,2.0,2.0,2.0,0,270.0,12.0,29,,,
wyattwh01,1937,1,CLE,AL,2,3,29,4,2,0,0,219,67,36,3,40,52,0.0,4.0,,0.0,0.0,0,322.0,13.0,38,,,
fricama01,1955,1,KC1,AL,0,0,10,0,0,0,0,60,19,7,2,9,5,0.0,3.0,0.0,2.0,0.0,0,84.0,5.0,9,,,
heinkdo01,1989,1,SLN,NL,1,1,7,5,0,0,0,79,40,17,2,7,16,0.0,5.0,0.0,1.0,0.0,2,125.0,1.0,19,,,
gurala01,1971,1,CHN,NL,0,0,6,0,0,0,1,9,6,2,0,1,2,0.0,6.0,1.0,1.0,0.0,0,18.0,2.0,3,,,
hogsech01,1937,1,SLA,AL,6,19,37,26,8,1,2,532,245,124,19,75,68,0.0,6.0,,1.0,5.0,0,842.0,8.0,144,,,
boskish01,1998,1,MON,NL,1,3,5,5,0,0,0,53,34,18,5,4,10,,9.0,1.0,0.0,2.0,0,90.0,0.0,21,,,
valenfe01,1997,1,SDN,NL,2,8,13,13,1,0,0,199,84,35,10,32,51,0.0,4.0,0.0,2.0,4.0,0,313.0,0.0,42,,,
tapanke01,1992,1,MIN,AL,16,11,34,34,4,1,0,660,226,97,17,48,138,0.0,3.0,2.0,4.0,5.0,0,911.0,0.0,103,,,
stanlbo01,1981,1,BOS,AL,10,8,35,1,0,0,0,296,110,42,3,38,28,0.0,3.0,4.0,1.0,6.0,0,430.0,14.0,46,,,
baileha01,1900,1,BSN,NL,0,0,4,1,0,0,0,60,24,11,0,11,9,0.0,4.0,,3.0,2.0,0,0.0,2.0,16,,,
clarkbi01,1929,1,BSN,NL,0,1,2,1,0,0,0,21,16,8,0,4,0,0.0,10.0,,1.0,0.0,0,40.0,1.0,10,,,
santijo01,1954,1,CLE,AL,0,0,1,0,0,0,0,5,0,0,0,2,1,0.0,0.0,,0.0,0.0,0,8.0,0.0,1,,,
turbege01,1936,1,PHA,AL,2,5,12,6,2,0,0,131,42,31,6,32,10,0.0,6.0,,5.0,6.0,0,202.0,6.0,36,,,
floreje01,1942,1,CHN,NL,0,1,4,0,0,0,0,16,5,2,1,2,6,0.0,3.0,,0.0,0.0,0,24.0,1.0,5,,,
carych01,1990,1,NYA,AL,6,12,28,27,2,0,0,470,155,73,21,55,134,0.0,4.0,1.0,11.0,1.0,2,661.0,1.0,77,,,
clontbr01,1998,1,LAN,NL,2,0,18,0,0,0,0,62,15,13,3,10,14,,5.0,4.0,0.0,2.0,0,87.0,6.0,13,,,
mahayro01,2004,1,TEX,AL,3,0,60,0,0,0,0,201,60,19,5,29,54,0.0,2.0,5.0,2.0,2.0,0,290.0,12.0,23,,,
weavemo01,1932,1,WS1,AL,22,10,43,30,13,1,2,702,236,106,9,112,83,0.0,4.0,,4.0,0.0,1,1027.0,9.0,126,,,
rileyge01,1984,1,SFN,NL,1,0,5,4,0,0,0,88,39,13,1,7,12,0.0,3.0,0.0,1.0,2.0,0,134.0,0.0,14,,,
casech01,1906,1,PIT,NL,1,1,2,2,1,0,0,33,8,7,0,5,3,0.0,5.0,,0.0,1.0,0,48.0,0.0,9,,,
buhlbo01,1964,1,CHN,NL,15,14,36,35,11,3,0,683,208,97,22,68,107,0.0,3.0,4.0,9.0,5.0,0,943.0,1.0,103,,,
blairwi01,1994,1,COL,NL,0,5,47,1,0,0,3,233,98,50,9,39,68,0.0,5.0,3.0,4.0,4.0,0,365.0,13.0,57,,,
parkeha01,1973,1,NYN,NL,8,4,38,9,0,0,5,290,79,36,7,36,63,0.0,3.0,3.0,2.0,3.0,0,410.0,16.0,40,,,
grodzjo01,1941,1,SLN,NL,2,1,5,1,0,0,0,40,6,2,0,11,10,0.0,1.0,,0.0,0.0,0,58.0,3.0,7,,,
heredgi01,1992,2,MON,NL,0,0,7,1,0,0,0,44,12,3,1,4,7,0.0,1.0,0.0,0.0,0.0,0,55.0,1.0,3,,,
fishech04,1901,1,NY1,NL,0,0,1,1,0,0,0,12,11,7,0,2,1,0.0,15.0,,0.0,0.0,0,0.0,0.0,9,,,
devliji01,1876,1,LS1,NL,30,35,68,68,66,5,0,1866,566,108,3,37,122,0.0,1.0,,14.0,,0,2568.0,0.0,309,,,
boydoi01,1991,1,MON,NL,6,8,19,19,1,1,0,361,115,47,9,40,82,0.0,3.0,2.0,2.0,0.0,3,496.0,0.0,49,,,
sutthja01,1901,1,CIN,NL,1,6,10,4,4,0,0,211,82,43,2,39,12,0.0,5.0,,2.0,2.0,0,0.0,6.0,55,,,
wainhda01,1998,1,COL,NL,1,0,10,0,0,0,0,33,15,6,1,5,3,,4.0,0.0,0.0,2.0,0,51.0,3.0,6,,,
oldhare01,1914,1,DET,AL,2,4,9,7,3,0,0,136,42,17,1,8,23,0.0,3.0,,0.0,3.0,3,184.0,2.0,22,,,
thomast01,1974,1,TEX,AL,0,0,12,0,0,0,0,41,22,10,1,6,8,0.0,6.0,2.0,1.0,0.0,0,66.0,4.0,10,,,
beallwa01,1927,1,NYA,AL,0,0,1,0,0,0,0,3,1,1,0,0,0,0.0,9.0,,0.0,0.0,0,4.0,1.0,1,,,
staleha01,1893,1,BSN,NL,18,10,36,31,23,0,0,789,344,150,22,81,61,0.0,5.0,,10.0,0.0,0,0.0,4.0,224,,,
hernali01,1999,1,FLO,NL,5,9,20,20,2,0,0,408,161,72,17,55,97,0.0,4.0,3.0,2.0,2.0,1,612.0,0.0,78,,,
switzjo01,2005,1,TBA,AL,0,0,2,0,0,0,0,12,5,3,0,7,5,,6.0,0.0,0.0,0.0,0,25.0,0.0,4,,,
betanra01,2006,1,CLE,AL,3,4,50,0,0,0,3,170,52,24,7,11,48,,3.0,5.0,0.0,0.0,0,231.0,17.0,25,,,
hubbebi01,1923,1,PHI,NL,1,6,22,5,1,0,0,165,102,51,13,17,8,0.0,8.0,,2.0,2.0,0,283.0,10.0,70,,,
speerfl01,1944,1,CHA,AL,0,0,2,0,0,0,0,6,4,2,0,0,1,0.0,9.0,,0.0,0.0,0,9.0,2.0,2,,,
barbest01,1974,1,SFN,NL,0,1,13,0,0,0,1,41,13,8,0,12,13,0.0,5.0,1.0,2.0,0.0,0,66.0,6.0,12,,,
jonnacl01,1922,1,NY1,NL,6,1,33,0,0,0,5,288,96,41,7,28,44,0.0,3.0,,3.0,3.0,0,402.0,19.0,45,,,
sandesc01,1987,1,CHN,NL,8,9,32,22,0,0,2,434,156,69,23,50,106,0.0,4.0,5.0,1.0,3.0,0,631.0,5.0,72,,,
cabreda01,2007,1,BAL,AL,9,18,34,34,1,0,0,613,207,126,25,108,166,,5.0,6.0,7.0,15.0,2,922.0,0.0,133,,,
brownha01,1962,2,NYA,AL,0,1,2,1,0,0,0,20,9,5,3,2,2,0.0,6.0,0.0,0.0,0.0,0,33.0,1.0,10,,,
paganda01,1977,2,PIT,NL,0,0,1,0,0,0,0,9,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,10.0,0.0,0,,,
daviscu01,1939,1,SLN,NL,22,16,49,31,13,3,7,744,279,100,18,48,70,0.0,3.0,,2.0,3.0,1,1059.0,14.0,121,,,
bluevi01,1969,1,OAK,AL,1,1,12,4,0,0,1,126,49,31,13,18,24,0.0,6.0,1.0,1.0,0.0,0,191.0,1.0,34,,,
falkebr01,1999,1,BAL,AL,0,0,2,0,0,0,0,9,2,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0,12.0,0.0,0,,,
clemepa01,1985,1,CAL,AL,5,0,41,0,0,0,1,186,47,23,4,25,19,0.0,3.0,2.0,1.0,2.0,0,247.0,12.0,23,,,
mcglyst01,1907,1,SLN,NL,14,25,45,39,33,3,1,1057,329,114,6,112,109,0.0,2.0,,11.0,4.0,0,1426.0,6.0,159,,,
hildeor01,1937,1,SLA,AL,8,17,30,27,12,1,1,604,228,115,18,87,75,0.0,5.0,,4.0,3.0,0,904.0,2.0,127,,,
bairdo01,1986,1,OAK,AL,2,3,31,0,0,0,4,135,37,15,5,18,40,0.0,3.0,0.0,2.0,0.0,0,189.0,17.0,15,,,
