year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1950,NBA,BOS,BOS,,ED,2,0,DS,Boston Celtics,2065,5607,1751,2415,0,0,0,0,3499,1579,1881,0,0,0,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899,210,0,26,6,9,22,4,2,0,0,21,19,0,39,30,69,16885.0,Boston Garden,32767,BOS
1951,NBA,BOS,BOS,,ED,2,0,DS,Boston Celtics,2131,5510,1765,2406,0,0,0,0,3750,1606,1734,0,0,0,6027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758,422,0,22,7,10,19,7,1,0,0,22,14,0,39,27,66,15990.0,Boston Garden,32767,BOS
1952,NBA,BOS,BOS,,ED,3,0,DF,Boston Celtics,2177,5555,1904,2617,0,0,0,0,3865,1666,1911,0,0,0,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6090,387,0,21,3,11,18,14,4,0,0,28,13,0,46,25,71,17190.0,Boston Garden,32767,BOS
1953,NBA,BOS,BOS,,ED,2,0,DF,Boston Celtics,2232,5580,1851,2550,0,0,0,0,3867,1773,1969,0,0,0,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6147,307,0,16,6,11,19,15,5,0,0,25,15,0,42,30,72,17630.0,Boston Garden,32767,BOS
1954,NBA,BOS,BOS,,ED,3,0,DF,Boston Celtics,2604,6533,2097,2704,0,0,0,0,4203,1905,1859,0,0,0,7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7309,318,0,20,5,5,22,11,9,0,0,19,17,0,36,36,72,17355.0,Boston Garden,32767,BOS
1956,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,2808,7326,1983,2644,0,0,0,0,4963,1464,1851,0,0,0,7599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7213,385,0,27,4,12,19,5,5,0,0,20,16,0,44,28,72,17380.0,Boston Garden,32767,BOS
1957,NBA,BOS,BOS,,ED,1,0,F,Boston Celtics,3006,7759,1904,2585,0,0,0,0,5402,1508,1723,0,0,0,7916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520,578,0,25,4,17,13,7,6,0,0,20,16,0,49,23,72,17305.0,Boston Garden,32767,BOS
1958,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3208,8116,1963,2563,0,0,0,0,5601,1568,1769,0,0,0,8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7912,546,0,26,4,13,15,13,1,0,0,23,13,0,52,20,72,17480.0,Boston Garden,32767,BOS
1959,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3744,8971,1849,2519,0,0,0,0,6014,1849,1856,0,0,0,9337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8713,649,0,25,2,23,9,11,5,0,0,28,11,0,59,16,75,18075.0,Boston Garden,32767,BOS
1960,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3699,9295,2062,2804,0,0,0,0,6131,1872,2032,0,0,0,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9013,549,0,21,7,24,11,12,4,0,0,28,11,0,57,22,79,19060.0,Boston Garden,32767,BOS
1961,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3855,9109,1977,2715,0,0,0,0,6080,2049,1909,0,0,0,9687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8948,754,0,23,5,26,12,11,3,0,0,26,10,0,60,20,80,19275.0,Boston Garden,32767,BOS
1962,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3746,8779,2012,2777,0,0,0,0,5818,1960,2090,0,0,0,9504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8930,713,0,25,5,21,16,12,1,0,0,25,11,0,58,22,80,19275.0,Boston Garden,32767,BOS
1963,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3619,8770,1804,2489,0,0,0,0,5736,1760,2125,0,0,0,9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410,608,0,26,4,21,17,12,0,0,0,25,11,0,59,21,80,19275.0,Boston Garden,32767,BOS
1964,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3567,8609,1890,2587,0,0,0,0,5748,1772,2065,0,0,0,9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,654,0,27,3,27,11,8,4,0,0,20,10,0,62,18,80,19275.0,Boston Garden,32767,BOS
1965,NBA,BOS,BOS,,ED,2,0,NC,Boston Celtics,3488,8367,2038,2758,0,0,0,0,5591,1795,2012,0,0,0,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623,661,0,26,5,19,18,9,3,0,0,19,11,0,54,26,80,19225.0,Boston Garden,32767,BOS
1966,NBA,BOS,BOS,,ED,2,0,DF,Boston Celtics,3724,8325,2216,2963,0,0,0,0,5703,1962,2138,0,0,0,9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9012,724,0,27,4,25,11,8,6,0,0,30,6,0,60,21,81,19615.0,Boston Garden,32767,BOS
1967,NBA,BOS,BOS,,ED,2,0,NC,Boston Celtics,3686,8371,2151,2983,0,0,0,0,5666,1798,2147,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186,707,0,28,9,20,16,6,3,0,0,24,16,0,54,28,82,19705.0,Boston Garden,32767,BOS
1969,NBA,BOS,BOS,,ED,6,0,,Boston Celtics,3645,8235,2132,2711,0,0,0,0,4336,1875,2320,0,0,0,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9574,0,0,16,21,13,27,5,0,0,0,16,24,0,34,48,82,19780.0,Boston Garden,32767,BOS
1970,NBA,BOS,BOS,EC,AT,3,5,,Boston Celtics,3804,8616,2000,2648,0,0,0,0,4833,2052,2138,0,0,0,9608,3612,8211,2214,0,0,2982,0,0,4342,1910,1962,0,0,0,9438,0,0,25,14,18,22,1,2,22,16,8,8,0,44,38,82,19780.0,Boston Garden,32767,BOS
1971,NBA,BOS,BOS,EC,AT,1,1,CF,Boston Celtics,3819,8431,1839,2367,0,0,0,0,4462,2230,2030,0,0,0,9477,3498,7886,2089,0,0,2766,0,0,4179,1798,1842,0,0,0,9085,0,0,32,9,21,16,3,1,30,8,15,3,0,56,26,82,19730.0,Boston Garden,32767,BOS
1972,NBA,BOS,BOS,EC,AT,1,1,CF,Boston Celtics,3811,8511,1616,2073,0,0,0,0,4802,2320,1805,0,0,0,9238,3513,8095,1540,0,0,2032,0,0,3958,1957,1821,0,0,0,8566,0,0,33,6,32,8,3,0,38,8,18,4,0,68,14,82,19730.0,Boston Garden,32767,BOS
1973,NBA,BOS,BOS,EC,AT,1,1,NC,Boston Celtics,3630,7969,1677,2097,0,0,1378,3074,4452,2187,1868,561,1796,305,8937,3561,8047,1494,0,0,1936,1131,2604,3735,1934,1858,540,1599,309,8616,0,0,26,6,21,18,9,2,32,14,17,5,0,56,26,82,19780.0,Boston Garden,32767,BOS
1974,NBA,BOS,BOS,EC,AT,1,1,CF,Boston Celtics,3587,7825,1560,1971,0,0,1315,2949,4264,2159,1913,662,1625,288,8734,3432,7726,1401,0,0,1882,1060,2622,3682,1833,1869,599,1475,283,8265,0,0,28,13,32,9,0,0,34,12,17,9,0,60,22,82,19755.0,Boston Garden,32767,BOS
1975,NBA,BOS,BOS,EC,AT,1,1,NC,Boston Celtics,3527,7901,1654,2120,0,0,1369,2972,4341,1980,2002,561,1609,260,8708,3489,7772,1538,0,0,2074,1037,2659,3696,1835,1895,650,1422,334,8516,0,0,31,10,23,18,0,0,30,16,13,8,0,54,28,82,19755.0,Boston Garden,32767,BOS
1976,NBA,BOS,BOS,EC,AT,2,4,CS,Boston Celtics,3462,7775,1648,2181,0,0,1241,2966,4207,2010,2039,506,1673,263,8572,3559,7904,1616,0,0,2180,1110,2753,3863,1918,1954,699,1369,349,8734,0,0,28,13,16,25,0,0,22,18,9,7,0,44,38,82,19830.0,Boston Garden,32767,BOS
1977,NBA,BOS,BOS,EC,AT,3,8,,Boston Celtics,3494,7635,1682,2159,0,0,1235,2850,4085,1969,2033,643,1652,295,8670,3539,7761,1752,0,0,2278,1142,2575,3717,1981,1871,763,1412,374,8830,0,0,24,17,8,33,0,0,16,24,8,8,0,32,50,82,19830.0,Boston Garden,0,BOS
1978,NBA,BOS,BOS,EC,AT,5,10,,Boston Celtics,3527,7347,1820,2321,0,0,1119,2396,3515,1995,1977,710,1713,283,8874,3855,7593,1578,0,0,2079,1122,2453,3575,2170,2025,717,1603,438,9288,0,0,21,20,8,33,0,0,15,25,6,10,0,29,53,82,19680.0,Boston Garden,32767,BOS
1979,NBA,BOS,BOS,EC,AT,1,1,CF,Boston Celtics,3617,7387,1907,2449,162,422,1227,2457,3684,2198,1974,809,1539,308,9303,3439,7313,1712,74,259,2222,1168,2294,3462,1867,2059,686,1635,419,8664,0,0,35,6,26,15,0,0,45,15,17,7,0,61,21,82,19880.0,Boston Garden,32767,BOS
1980,NBA,BOS,BOS,EC,AT,1,1,NC,Boston Celtics,3581,7099,1781,2369,65,241,1155,2424,3579,2202,1990,683,1577,594,9008,3372,7296,1752,30,139,2277,1192,2174,3366,1890,2059,736,1473,351,8526,0,0,35,6,27,14,0,0,42,16,19,5,0,62,20,82,19780.0,Boston Garden,32767,BOS
1981,NBA,BOS,BOS,EC,AT,1,1,CF,Boston Celtics,3657,7334,1817,2457,49,184,1253,2489,3742,2126,2014,652,1452,568,9180,3490,7429,1638,39,203,2172,1193,2247,3440,1972,2240,681,1432,367,8657,0,0,35,6,28,13,0,0,47,11,20,4,0,63,19,82,19780.0,Boston Garden,32767,BOS
1982,NBA,BOS,BOS,EC,AT,2,3,CS,Boston Celtics,3711,7547,1730,2348,39,186,1273,2532,3805,2216,2062,789,1541,521,9191,3477,7401,1750,48,180,2307,1186,2393,3579,2027,2137,699,1607,340,8752,0,0,33,8,23,18,0,0,37,21,14,10,0,56,26,82,19830.0,Boston Garden,32767,BOS
1983,NBA,BOS,BOS,EC,AT,1,1,NC,Boston Celtics,3616,7235,1907,2407,55,229,1159,2538,3697,2122,1949,673,1420,430,9194,3463,7372,1659,71,219,2143,1101,2227,3328,1957,2090,703,1329,328,8656,0,0,33,8,29,12,0,0,43,15,13,11,0,62,20,82,19955.0,Boston Garden,32767,BOS
1984,NBA,BOS,BOS,EC,AT,1,1,F,Boston Celtics,3721,7325,1860,2307,110,309,1116,2630,3746,2287,1781,645,1332,414,9412,3642,7642,1512,71,269,1922,1105,2287,3392,2041,1964,641,1222,315,8867,0,0,35,6,28,13,0,0,43,15,19,5,0,63,19,82,19705.0,Boston Garden,32767,BOS
1985,NBA,BOS,BOS,EC,AT,1,1,NC,Boston Celtics,3718,7312,1785,2248,138,393,1054,2753,3807,2387,1756,641,1360,511,9359,3444,7476,1617,82,304,2162,1089,2317,3406,1924,1966,725,1258,341,8587,0,0,40,1,27,14,0,0,48,10,18,6,0,67,15,82,19855.0,Boston Garden,32767,BOS
1986,NBA,BOS,BOS,EC,AT,1,1,F,Boston Celtics,3645,7051,1740,2153,207,565,933,2585,3518,2421,1710,561,1300,526,9237,3470,7500,1628,124,405,2148,1237,2287,3524,2060,1911,722,1156,338,8692,0,0,39,2,20,21,0,0,38,20,15,9,0,59,23,82,19805.0,Boston Garden,32767,BOS
1987,NBA,BOS,BOS,EC,AT,1,1,CF,Boston Celtics,3599,6905,1846,2300,271,705,930,2440,3370,2448,1804,620,1304,415,9315,3497,7260,1724,110,366,2249,1122,2194,3316,2061,1989,734,1176,346,8828,0,0,36,5,21,20,0,0,39,19,19,5,0,57,25,82,19780.0,Boston Garden,32767,BOS
1988,NBA,BOS,BOS,EC,AT,3,8,C1,Boston Celtics,3520,7143,1840,2349,78,309,1179,2442,3621,2189,1876,639,1336,418,8958,3475,7183,1780,133,459,2294,1048,2222,3270,2124,1950,762,1191,387,8863,0,0,32,9,10,31,0,0,27,29,19,11,0,42,40,82,19780.0,Boston Garden,32767,BOS
1989,NBA,BOS,BOS,EC,AT,2,4,C1,Boston Celtics,3563,7148,1791,2153,106,404,1066,2707,3773,2423,1717,539,1256,455,9023,3438,7383,1648,172,539,2133,1046,2318,3364,2078,1845,736,1003,356,8696,0,0,30,11,22,19,0,0,36,18,19,7,0,52,30,82,19705.0,Boston Garden,32767,BOS
1990,NBA,BOS,BOS,EC,AT,1,2,CS,Boston Celtics,3695,7214,1646,1997,109,346,1088,2697,3785,2160,1695,672,1320,565,9145,3419,7559,1639,191,611,2084,1192,2204,3396,2052,1660,738,1127,381,8668,0,0,35,6,21,20,0,0,35,19,20,6,0,56,26,82,19805.0,Boston Garden,32767,BOS
1992,NBA,BOS,BOS,EC,AT,2,4,C1,Boston Celtics,3453,7093,1486,1912,110,383,1076,2436,3512,1999,1862,647,1174,458,8502,3232,6980,1749,216,650,2269,1094,2378,3472,1971,1676,637,1181,386,8429,0,0,28,13,20,21,0,0,33,23,19,9,0,48,34,82,19780.0,Boston Garden,32767,BOS
1993,NBA,BOS,BOS,EC,AT,5,10,,Boston Celtics,3333,7057,1463,2003,138,477,1037,2380,3417,1928,1849,674,1242,440,8267,3357,7034,1673,231,665,2218,1131,2508,3639,2089,1738,690,1273,414,8618,0,0,18,23,14,27,0,0,21,35,12,16,0,32,50,82,19905.0,Boston Garden,32767,BOS
1994,NBA,BOS,BOS,EC,AT,3,8,C1,Boston Celtics,3179,6847,1708,2268,362,984,1156,2320,3476,1783,1975,612,1305,361,8428,3303,6820,1601,375,1047,2225,1064,2335,3399,1999,1922,653,1232,454,8582,0,0,20,21,15,26,0,0,24,32,14,14,0,35,47,82,19805.0,Boston Garden,32767,BOS
1995,NBA,BOS,BOS,EC,AT,5,11,,Boston Celtics,3163,6942,1630,2284,539,1453,1050,2427,3477,1792,2041,653,1302,406,8495,3296,6856,1767,415,1162,2366,1040,2590,3630,1916,1965,667,1314,489,8774,0,0,18,23,15,26,0,0,23,31,12,12,0,33,49,82,19905.0,FleetCenter,32767,BOS
1996,NBA,BOS,BOS,EC,AT,7,15,,Boston Celtics,3066,6967,1649,2199,467,1331,1095,2188,3283,1792,1915,810,1342,315,8248,3365,6696,1626,493,1351,2257,1005,2628,3633,2130,1827,720,1446,557,8849,0,0,11,30,4,37,0,0,8,46,1,23,0,15,67,82,19905.0,FleetCenter,32767,BOS
1998,NBA,BOS,BOS,EC,AT,5,12,,Boston Celtics,1816,4164,745,1077,273,758,680,1458,2138,1073,1193,453,807,255,4650,1725,3896,1118,175,561,1506,642,1544,2186,1018,1001,461,841,253,4743,0,0,10,15,9,16,0,0,16,28,10,9,0,19,31,50,12150.0,FleetCenter,32767,BOS
1999,NBA,BOS,BOS,EC,AT,5,10,,Boston Celtics,3054,6880,1621,2175,417,1260,1108,2420,3528,1741,2223,795,1259,286,8146,2960,6304,1929,359,995,2563,857,2534,3391,1798,1928,638,1395,473,8208,0,0,26,15,9,32,0,0,24,30,12,12,0,35,47,82,19730.0,FleetCenter,32767,BOS
2000,NBA,BOS,BOS,EC,AT,5,9,,Boston Celtics,2773,6485,1621,2190,592,1633,897,2367,3264,1708,1952,769,1285,336,7759,2935,6392,1634,430,1170,2178,888,2650,3538,1885,1903,650,1402,440,7934,0,0,20,21,16,25,0,0,24,30,11,13,0,36,46,82,19830.0,FleetCenter,32767,BOS
2001,NBA,BOS,BOS,EC,AT,2,3,CF,Boston Celtics,2852,6731,1498,1960,699,1946,891,2570,3461,1722,1776,793,1114,292,7901,2797,6579,1612,514,1511,2091,954,2806,3760,1802,1734,623,1335,476,7720,0,0,27,14,22,19,0,0,35,19,17,7,0,49,33,82,19830.0,FleetCenter,32767,BOS
2002,NBA,BOS,BOS,EC,AT,3,6,CS,Boston Celtics,2700,6509,1480,1994,719,2155,849,2471,3320,1575,1758,720,1147,303,7599,2804,6450,1560,463,1400,2084,937,2750,3687,1824,1798,617,1315,367,7631,0,0,25,16,19,22,0,0,31,23,13,12,0,44,38,82,19830.0,FleetCenter,32767,BOS
2003,NBA,BOS,BOS,EC,AT,4,8,C1,Boston Celtics,2843,6415,1572,2095,553,1599,851,2440,3291,1683,1837,770,1332,331,7811,2894,6626,1587,555,1534,2157,1069,2524,3593,1882,1819,719,1406,408,7930,0,0,19,22,17,24,0,0,24,30,14,10,0,36,46,82,19705.0,FleetCenter,32767,BOS
2004,NBA,BOS,BOS,EC,AT,1,3,C1,Boston Celtics,3046,6511,1775,2323,437,1252,909,2438,3347,1810,2000,667,1297,423,8304,2960,6664,1825,488,1370,2423,1039,2427,3466,1859,1937,714,1277,402,8233,0,0,27,14,18,23,0,0,30,22,8,8,0,45,37,82,19880.0,FleetCenter,32767,BOS
2005,NBA,BOS,BOS,EC,AT,3,11,,Boston Celtics,2951,6322,1664,2204,467,1290,813,2432,3245,1716,2033,578,1359,422,8033,2944,6462,1825,446,1265,2457,910,2369,3279,1763,1837,688,1210,404,8159,0,0,21,20,12,29,0,0,19,33,10,6,0,33,49,82,19880.0,TD Banknorth Garden,32767,BOS
2006,NBA,BOS,BOS,EC,AT,5,15,,Boston Celtics,2858,6454,1670,2178,471,1283,918,2391,3309,1630,1971,589,1350,382,7857,2966,6337,1776,429,1212,2376,848,2476,3324,1811,1757,604,1250,449,8137,0,0,12,29,12,29,0,0,16,36,7,9,0,24,58,82,19855.0,TD Banknorth Garden,32767,
2007,NBA,BOS,BOS,EC,AT,1,1,NC,Boston Celtics,2986,6286,1677,2176,596,1564,830,2615,3445,1833,1864,696,1181,379,8245,2657,6341,1605,485,1535,2160,899,2290,3189,1539,1818,594,1256,389,7404,0,0,35,6,31,10,0,0,41,11,14,2,92,66,16,82,19755.0,TD Banknorth Garden,32767,
2008,NBA,BOS,BOS,EC,AT,1,2,CS,Boston Celtics,3075,6333,1587,2075,538,1355,869,2586,3455,1862,1897,621,1280,387,8275,2763,6418,1626,507,1452,2110,834,2249,3083,1553,1820,585,1195,389,7659,0,0,35,6,27,14,0,0,41,11,15,1,93,62,20,82,19880.0,TD Banknorth Garden,32767,
2009,NBA,BOS,BOS,EC,AT,1,0,F,Boston Celtics,3039,6294,1559,2090,499,1433,716,2449,3165,1930,1816,701,1219,402,8136,2880,6390,1606,470,1375,2152,868,2418,3286,1585,1777,578,1283,386,7836,0,0,0,0,0,0,0,0,0,0,0,0,94,50,32,0,,,0,
2010,NBA,BOS,BOS,EC,AT,1,0,CS,Boston Celtics,3023,6219,1459,1895,408,1119,639,2542,3181,1921,1678,676,1195,344,7913,2768,6371,1494,1975,443,1304,862,2387,3249,1533,1659,574,1262,364,7473,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,0,,,0,
2011,NBA,BOS,BOS,EC,AT,1,0,CF,Boston Celtics,2341,5086,1017,1308,363,988,509,2051,2560,1557,1315,498,979,362,6062,2207,5262,1138,1498,344,1117,781,2070,2851,1233,1217,515,1035,304,5896,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,0,,,0,
1976,NBA,NYN,NJN,EC,AT,5,11,,New York Nets,3096,7222,1673,2274,0,0,1157,2547,3704,1422,2178,802,1630,435,7865,3279,7074,1863,0,0,2488,1149,2937,4086,1910,1970,778,1735,512,8421,0,0,10,31,12,29,0,0,14,26,6,10,0,22,60,82,19730.0,Nassau Veterans Memorial Coliseum,32767,NYN
1969,NBA,SDR,HOU,,WD,7,0,,San Diego Rockets,3866,8867,2000,2728,0,0,0,0,4786,2036,2096,0,0,0,9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9986,0,0,21,17,4,33,2,5,0,0,17,23,0,27,55,82,19780.0,San Diego Sports Arena,32767,SDR
2007,NBA,CHI,CHI,EC,CD,4,11,,Chicago Bulls,2987,6861,1533,2029,474,1305,1050,2478,3528,1811,1784,635,1155,429,7981,2982,6583,1699,571,1522,2217,914,2582,3496,1794,1746,648,1201,465,8234,0,0,20,21,13,28,0,0,24,28,11,5,95,33,49,82,19805.0,United Center,32767,
1989,NBA,SEA,SEA,WC,PC,4,9,,Seattle Supersonics,3466,7243,1606,2167,231,650,1323,2255,3578,1874,2064,701,1336,335,8769,3257,6704,1992,178,520,2533,1007,2204,3211,1862,1796,634,1303,406,8684,0,0,30,11,11,30,0,0,26,30,11,17,0,41,41,82,19905.0,Seattle Center Coliseum,32767,SEA
1974,NBA,LAL,LAL,WC,PC,5,9,,Los Angeles Lakers,3409,7577,1641,2182,0,0,1312,2763,4075,2091,2079,755,1785,423,8459,3595,7914,1603,0,0,2117,1422,2807,4229,2239,2015,822,1606,442,8793,0,0,21,20,9,32,0,0,17,29,10,20,0,30,52,82,19855.0,The Forum,32767,LAL
2007,NBA,MIA,MIA,EC,SE,5,15,,Miami Heat,2808,6336,1384,1903,491,1373,743,2342,3085,1644,1670,589,1151,355,7491,3029,6477,1590,552,1497,2105,916,2617,3533,1817,1650,631,1104,341,8200,0,0,9,32,6,35,0,0,8,44,2,14,92,15,67,82,19830.0,AmericanAirlines Arena,32767,
1993,NBA,CHI,CHI,EC,CD,2,3,CS,Chicago Bulls,3245,6815,1310,1859,233,659,1143,2391,3534,2102,1750,740,1306,354,8033,3029,6542,1470,252,780,1987,985,2240,3225,1840,1725,730,1335,374,7780,0,0,31,10,24,17,0,0,38,18,21,7,0,55,27,82,19780.0,Chicago Stadium,32767,CHI
1978,NBA,POR,POR,WC,PC,4,6,C1,Portland Trail Blazers,3541,7338,1806,2362,0,0,1256,2435,3691,1946,2187,776,1658,512,8888,3448,7059,1889,0,0,2501,1080,2350,3430,1963,2206,797,1650,422,8785,0,0,33,8,12,29,0,0,17,23,8,12,0,45,37,82,19780.0,Memorial Coliseum,32767,POR
1974,NBA,WSB,WAS,EC,CD,1,2,F,Washington Bullets,3555,7697,1475,1962,0,0,1133,2764,3897,2005,1961,929,1594,409,8585,3249,7415,1499,0,0,1967,1184,2819,4003,1811,2004,710,1842,259,7997,0,0,36,5,24,17,0,0,32,14,22,8,0,60,22,82,19805.0,Capital Centre,32767,WAS
2006,NBA,CHI,CHI,EC,CD,3,5,CS,Chicago Bulls,3046,6663,1528,2083,480,1237,984,2597,3581,1832,1908,639,1310,445,8100,2793,6416,1619,484,1387,2219,897,2456,3353,1675,1900,614,1429,433,7689,0,0,31,10,18,23,0,0,36,16,12,4,0,49,33,82,19780.0,United Center,32767,
1956,NBA,ROC,SAC,,WD,4,0,,Rochester Royals,2515,6807,1698,2402,0,0,0,0,4171,1298,1866,0,0,0,6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886,396,0,19,12,9,22,3,7,0,0,15,21,0,31,41,72,17380.0,Rochester Community War Memorial,32767,ROC
1982,NBA,NYK,NYK,EC,AT,4,5,CS,New York Knicks,3272,6793,1621,2282,33,131,1080,2263,3343,2034,2180,701,1509,378,8198,3132,6592,1695,38,166,2260,1073,2337,3410,1873,2116,694,1682,399,7997,0,0,26,15,18,23,0,0,31,27,10,14,0,44,38,82,19805.0,Madison Square Garden (IV),32767,NYK
2005,NBA,PHO,PHO,WC,PC,1,2,CF,Phoenix Suns,3430,7167,1189,1475,837,2097,778,2650,3428,2179,1683,549,1088,412,8886,3243,7141,1429,516,1423,1956,1028,2735,3763,1546,1623,591,1218,282,8431,0,0,31,10,23,18,0,0,32,20,10,6,0,54,28,82,19955.0,America West Arena,32767,PHO
1997,NBA,CHH,NOH,EC,CD,3,4,CS,Charlotte Hornets,2968,6344,1641,2186,346,904,985,2341,3326,1941,1757,691,1247,312,7923,2977,6417,1436,369,1063,1964,965,2259,3224,1806,1902,582,1240,372,7759,0,0,32,9,19,22,0,0,31,23,16,12,0,51,31,82,19780.0,Charlotte Coliseum,32767,CHA
