season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2013,72,1462,66,1382,64,A,0,26,57,6,19,8,13,16,17,13,6,2,2,16,23,44,6,16,12,17,5,18,16,8,3,2,16
2007,110,1259,62,1398,60,A,0,19,44,9,23,15,23,9,27,11,18,3,2,19,22,59,1,11,15,23,15,21,10,9,8,4,17
2013,60,1105,88,1238,87,Н,2,29,70,7,17,23,40,15,30,16,21,9,4,25,31,67,4,13,21,32,12,40,8,22,9,5,29
2012,26,1378,68,1194,55,Н,0,24,56,6,13,14,19,14,28,12,10,7,6,12,20,54,10,29,5,9,9,20,19,10,5,4,13
2012,25,1279,64,1274,61,Н,1,19,50,7,21,19,30,9,30,11,16,6,7,19,22,60,9,26,8,13,10,27,13,16,11,3,21
2014,4,1102,79,1119,68,Н,0,26,49,10,15,17,26,10,30,11,18,8,4,18,23,68,12,44,10,13,14,20,16,13,4,5,24
2011,89,1361,96,1461,57,Н,0,35,65,17,33,9,15,13,32,20,11,6,11,19,19,64,4,16,15,22,16,21,6,11,6,2,16
2009,61,1163,80,1353,49,Н,0,28,54,4,7,20,29,11,26,21,6,5,6,14,15,52,2,11,17,18,11,18,10,15,2,5,21
2004,55,1388,90,1389,69,Н,0,31,64,7,17,21,38,21,35,17,21,7,4,23,24,77,6,22,15,28,26,23,9,13,10,5,27
2012,21,1269,82,1130,46,A,0,33,69,10,31,6,7,15,31,18,11,12,5,22,14,45,5,22,13,25,9,22,12,23,4,3,14
2005,51,1242,73,1454,62,Н,0,26,58,8,17,13,24,11,31,20,12,6,3,15,24,62,11,32,3,11,11,29,14,13,8,2,20
2004,121,1459,85,1422,82,A,1,29,66,9,27,18,28,14,26,18,17,11,5,15,32,71,7,23,11,14,15,28,16,22,7,5,22
2012,21,1141,67,1337,57,A,0,25,49,7,15,10,17,6,23,13,10,10,5,18,17,58,7,23,16,20,19,24,13,14,6,0,17
2009,61,1199,69,1394,48,Н,0,30,62,5,18,4,14,13,29,16,16,13,10,17,20,58,1,12,7,16,15,24,10,21,9,1,15
2009,110,1274,69,1130,58,Н,0,25,48,11,20,8,16,9,19,15,13,9,4,15,21,58,7,21,9,15,20,18,13,15,5,3,14
2013,75,1206,57,1220,46,Н,0,22,55,2,12,11,18,12,28,8,12,9,6,25,11,48,1,13,23,31,15,24,3,15,5,5,16
2007,104,1268,72,1181,60,Н,0,31,64,2,7,8,8,11,23,14,15,7,3,17,25,58,4,14,6,13,13,21,9,17,7,5,15
2012,17,1450,79,1170,68,Н,0,27,53,6,20,19,32,12,19,16,13,10,2,13,27,56,6,16,8,12,11,23,15,17,6,2,25
2013,107,1398,83,1188,73,A,0,30,52,10,15,13,20,9,21,23,14,8,5,14,29,61,4,13,11,15,13,16,14,12,5,3,16
2004,29,1248,69,1180,68,A,0,25,56,6,20,13,21,5,29,14,15,5,4,16,28,67,3,20,9,16,16,30,12,18,6,4,20
2005,76,1200,76,1462,74,Н,0,26,50,9,17,15,18,9,21,19,16,8,4,15,27,57,6,11,14,19,11,15,12,14,9,6,16
2011,75,1263,77,1127,51,Н,0,28,62,8,22,13,17,16,27,18,8,8,6,12,19,57,6,26,7,11,11,23,10,13,2,3,14
2005,117,1153,89,1395,74,A,0,30,49,11,20,18,23,7,29,23,22,7,10,19,25,65,10,25,14,21,16,15,11,15,11,0,22
2004,57,1314,105,1157,72,Н,0,38,66,8,13,21,31,11,23,29,13,19,5,14,27,61,9,23,9,13,13,23,17,28,7,0,24
2011,60,1339,88,1428,79,Н,0,28,55,10,20,22,30,11,20,14,4,1,3,18,26,51,11,21,16,20,7,18,13,10,3,3,24
2013,26,1110,61,1384,51,Н,0,20,35,7,15,14,19,4,21,16,13,4,5,13,18,46,6,19,9,13,9,13,11,9,8,1,19
2005,110,1107,76,1420,62,Н,0,23,44,7,14,23,33,8,23,16,12,6,3,22,21,58,7,19,13,25,20,19,15,13,3,4,25
2008,120,1245,50,1275,39,Н,0,17,41,7,18,9,10,9,21,15,19,8,6,11,16,49,0,8,7,7,11,15,7,16,7,2,14
2005,108,1358,85,1311,69,Н,0,34,62,7,15,10,17,12,33,27,18,4,13,21,23,72,10,26,13,17,17,22,19,13,8,1,16
2010,100,1167,59,1169,57,Н,0,16,38,5,15,22,31,13,19,9,16,5,5,20,21,51,1,13,14,17,13,15,10,11,6,2,22
2005,117,1381,80,1282,75,Н,0,28,58,9,22,15,20,13,20,15,12,8,2,13,29,60,8,18,9,14,12,19,17,13,6,3,18
2003,100,1144,91,1252,90,Н,1,35,82,6,15,15,24,20,32,20,10,6,4,18,32,71,10,23,16,24,11,32,19,14,4,6,19
2006,123,1322,85,1427,64,A,0,32,58,3,6,18,21,9,29,12,8,9,1,18,23,65,8,32,10,16,19,20,12,12,3,4,17
2012,66,1340,82,1319,62,Н,0,31,50,7,14,13,17,4,23,18,20,9,2,19,24,58,3,15,11,16,14,19,11,23,6,2,15
2013,89,1130,75,1155,68,Н,0,26,45,11,20,12,24,5,16,20,14,8,2,16,21,53,8,19,18,22,14,20,9,15,4,3,19
2007,64,1122,74,1404,61,Н,0,28,62,7,18,11,21,16,27,19,15,8,3,21,21,57,3,23,16,26,12,23,5,15,8,1,18
2013,68,1322,100,1146,88,A,0,29,65,12,21,30,37,15,28,21,15,6,4,22,30,68,4,13,24,35,17,24,11,12,9,3,26
2004,130,1169,63,1429,62,Н,0,21,39,7,15,14,15,5,13,6,14,6,1,18,21,49,6,14,14,15,16,13,14,16,4,3,13
2009,124,1156,73,1453,67,Н,0,23,53,5,20,22,30,13,27,8,10,4,3,16,23,57,9,18,12,14,9,18,12,9,4,1,23
2009,127,1245,64,1296,61,Н,0,25,61,8,18,6,12,11,26,8,12,7,6,17,23,57,9,16,6,12,13,29,10,17,4,4,17
2008,45,1388,64,1408,57,Н,0,21,58,4,23,18,29,15,26,8,16,5,3,16,23,58,3,9,8,10,9,27,7,19,5,5,25
2006,96,1115,70,1105,68,Н,0,27,72,7,22,9,16,19,34,14,19,9,5,18,25,66,5,19,13,22,13,31,9,15,8,7,16
2003,59,1246,94,1108,63,Н,0,34,65,7,20,19,26,12,24,23,15,6,11,16,22,64,5,14,14,22,21,19,6,28,5,0,20
2012,75,1153,82,1437,78,Н,0,27,66,9,20,19,27,9,21,16,3,10,5,21,25,57,12,30,16,22,12,34,13,17,1,1,20
2006,121,1350,81,1269,66,Н,0,27,47,6,17,21,32,8,15,13,9,5,6,23,23,47,0,12,20,31,17,19,8,18,3,3,29
2007,48,1112,87,1222,62,Н,0,33,61,5,14,16,20,14,44,18,20,4,4,7,24,77,12,41,2,4,10,16,16,9,7,2,21
2014,33,1463,71,1306,61,Н,0,21,50,3,18,26,36,16,22,12,12,7,2,22,18,45,5,14,20,28,10,19,7,11,4,1,27
2014,103,1197,82,1164,71,Н,0,32,68,10,26,8,13,20,34,18,13,3,6,12,24,64,11,30,12,18,10,18,14,10,6,2,15
