playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
mizejo01,1946,0,ALS194607090,NY1,NL,1.0,3.0
evereca01,2003,0,ALS200307150,CHA,AL,1.0,
munsoth01,1971,0,ALS197107130,NYA,AL,1.0,
stiebda01,1988,0,NLS198807120,TOR,AL,1.0,
clemema01,2005,0,ALS200507120,BOS,AL,1.0,
rodrifr03,2009,0,NLS200907140,NYN,NL,1.0,
malzofr01,1963,0,ALS196307090,BOS,AL,1.0,5.0
coopece01,1982,0,NLS198207130,ML4,AL,1.0,3.0
grandcu01,2011,0,NLS201107120,NYA,AL,1.0,8.0
strawda01,1989,0,ALS198907110,NYN,NL,0.0,
warnelo01,1939,0,ALS193907110,SLN,NL,0.0,
simmote01,1983,0,ALS198307060,ML4,AL,1.0,2.0
javieju01,1963,0,ALS196307090,SLN,NL,1.0,4.0
mclaide01,1966,0,NLS196607120,DET,AL,1.0,1.0
munsoth01,1977,0,ALS197707190,NYA,AL,1.0,
cirilje01,1997,0,ALS199707080,ML4,AL,1.0,
muldema01,2003,0,ALS200307150,OAK,AL,1.0,
colemvi01,1989,0,ALS198907110,SLN,NL,1.0,
moonwa01,1959,1,NLS195907070,LAN,NL,1.0,7.0
deandi01,1937,0,ALS193707070,SLN,NL,1.0,1.0
vidrojo01,2002,0,NLS200207090,MON,NL,1.0,4.0
stephve01,1946,0,ALS194607090,SLA,AL,1.0,
lollash01,1959,2,NLS195908030,CHA,AL,1.0,
kentje01,2001,0,ALS200107100,SFN,NL,1.0,4.0
finlech01,1989,0,ALS198907110,CAL,AL,0.0,
snidedu01,1951,0,ALS195107100,BRO,NL,1.0,
musiast01,1960,1,ALS196007110,SLN,NL,1.0,
donovdi01,1961,1,NLS196107110,WS2,AL,1.0,
grichbo01,1976,0,NLS197607130,BAL,AL,1.0,4.0
scottmi03,1987,0,ALS198707140,HOU,NL,1.0,1.0
lollash01,1956,0,ALS195607100,CHA,AL,1.0,
coateji01,1960,1,ALS196007110,NYA,AL,1.0,
ortizda01,2010,0,ALS201007130,BOS,AL,1.0,
bondsba01,1997,0,ALS199707080,SFN,NL,1.0,7.0
casege01,1943,0,ALS194307130,WS1,AL,1.0,9.0
owenmi01,1944,0,NLS194407110,BRO,NL,0.0,
whitebi03,1960,1,ALS196007110,SLN,NL,1.0,
brettge01,1980,0,NLS198007080,KCA,AL,0.0,
pinsova01,1959,1,NLS195907070,CIN,NL,0.0,
masiph01,1945,0,,BSN,NL,0.0,
canoro01,2011,0,NLS201107120,NYA,AL,1.0,4.0
spahnwa01,1949,0,NLS194907120,BSN,NL,1.0,1.0
edwarbr01,1951,0,ALS195107100,CHN,NL,0.0,
winfida01,1980,0,NLS198007080,SDN,NL,1.0,
gantro01,1995,0,ALS199507110,CIN,NL,1.0,10.0
ludwiry01,2008,0,ALS200807150,SLN,NL,1.0,
martied01,2000,0,NLS200007110,SEA,AL,1.0,
sheffga01,1998,0,NLS199807070,LAN,NL,1.0,
rosepe01,1979,0,ALS197907170,PHI,NL,1.0,
vaughmo01,1996,0,NLS199607090,BOS,AL,1.0,3.0
reussje01,1980,0,NLS198007080,LAN,NL,1.0,
mccorfr01,1943,0,ALS194307130,CIN,NL,0.0,
spahnwa01,1961,1,NLS196107110,ML1,NL,1.0,1.0
dimagjo01,1946,0,ALS194607090,NYA,AL,0.0,
morrija02,1985,0,ALS198507160,DET,AL,1.0,1.0
ripkeca01,1989,0,ALS198907110,BAL,AL,1.0,6.0
yorkru01,1942,0,NLS194207060,DET,AL,1.0,3.0
stearjo01,1977,0,ALS197707190,NYN,NL,1.0,
kalinal01,1962,2,NLS196207300,DET,AL,1.0,
bluevi01,1975,0,ALS197507150,OAK,AL,1.0,1.0
brisslo01,1949,0,NLS194907120,PHA,AL,1.0,
wynegbu01,1976,0,NLS197607130,MIN,AL,1.0,
penato01,1986,0,NLS198607150,PIT,NL,1.0,
hughste01,1942,0,NLS194207060,BOS,AL,0.0,
davisro02,1981,0,ALS198108090,NYA,AL,1.0,
smoltjo01,1996,0,NLS199607090,ATL,NL,1.0,1.0
goodmbi01,1953,0,NLS195307140,BOS,AL,1.0,4.0
gibsobo01,1972,0,NLS197207250,SLN,NL,1.0,1.0
capuach01,2006,0,NLS200607110,MIL,NL,0.0,
sambijo01,1979,0,ALS197907170,HOU,NL,1.0,
wyattwh01,1940,0,NLS194007090,BRO,NL,1.0,
millafe01,1971,0,ALS197107130,ATL,NL,1.0,
marshwi01,1949,0,NLS194907120,NY1,NL,1.0,9.0
pujolal01,2006,0,NLS200607110,SLN,NL,1.0,3.0
hoakdo01,1957,0,NLS195707090,CIN,NL,1.0,5.0
lopezal01,1934,0,NLS193407100,BRO,NL,1.0,
lowelmi01,2003,0,ALS200307150,FLO,NL,1.0,
cuccito01,1945,0,,CHA,AL,0.0,
guidrro01,1979,0,ALS197907170,NYA,AL,1.0,
cabreme01,2012,0,ALS201207100,SFN,NL,1.0,8.0
mayswi01,1957,0,NLS195707090,NY1,NL,1.0,8.0
gossari01,1976,0,NLS197607130,CHA,AL,0.0,
jacksda02,1994,0,NLS199407120,PHI,NL,1.0,
mclisca01,1959,2,NLS195908030,CLE,AL,1.0,
benchjo01,1973,0,ALS197307240,CIN,NL,1.0,2.0
lemonbo01,1953,0,NLS195307140,CLE,AL,0.0,
mayca01,1969,0,ALS196907230,CHA,AL,1.0,
buehrma01,2005,0,ALS200507120,CHA,AL,1.0,1.0
maricju01,1971,0,ALS197107130,SFN,NL,1.0,
simmote01,1972,0,NLS197207250,SLN,NL,0.0,
vaughgr01,1998,0,NLS199807070,SDN,NL,1.0,
munsoth01,1975,0,ALS197507150,NYA,AL,1.0,2.0
finlech01,1995,0,ALS199507110,CAL,AL,0.0,
wilsocj01,2012,0,ALS201207100,TEX,AL,,
larkiba01,1990,0,NLS199007100,CIN,NL,1.0,
bayja01,2005,0,ALS200507120,PIT,NL,0.0,
donnebr01,2003,0,ALS200307150,ANA,AL,1.0,
bluevi01,1981,0,ALS198108090,SFN,NL,1.0,
avilabo01,1955,0,NLS195507120,CLE,AL,1.0,
rodriiv01,1997,0,ALS199707080,TEX,AL,1.0,2.0
boonebo01,1979,0,ALS197907170,PHI,NL,1.0,2.0
perezto01,1975,0,ALS197507150,CIN,NL,1.0,
kubekto01,1959,2,NLS195908030,NYA,AL,1.0,
altmage01,1962,2,NLS196207300,CHN,NL,1.0,
ramirma02,1999,0,ALS199907130,CLE,AL,1.0,9.0
suttodo01,1977,0,ALS197707190,LAN,NL,1.0,1.0
sasakka01,2001,0,ALS200107100,SEA,AL,1.0,
kempma01,2011,0,NLS201107120,LAN,NL,1.0,8.0
bicheda01,1994,0,NLS199407120,COL,NL,1.0,
pascuca02,1961,2,ALS196107310,MIN,AL,1.0,
jenkife01,1971,0,ALS197107130,CHN,NL,1.0,
moranbi02,1962,2,NLS196207300,LAA,AL,1.0,4.0
furilca01,1953,0,NLS195307140,BRO,NL,0.0,
killeha01,1965,0,ALS196507130,MIN,AL,1.0,3.0
richepe01,1966,0,NLS196607120,WS2,AL,1.0,
berrayo01,1954,0,ALS195407130,NYA,AL,1.0,2.0
hernaro01,1999,0,ALS199907130,TBA,AL,1.0,
blaloha01,2004,0,NLS200407130,TEX,AL,1.0,
lynnfr01,1976,0,NLS197607130,BOS,AL,1.0,8.0
utleych01,2010,0,ALS201007130,PHI,NL,0.0,
wanerll01,1938,0,NLS193807060,PIT,NL,0.0,
foxne01,1960,2,ALS196007130,CHA,AL,1.0,
hughste01,1944,0,NLS194407110,BOS,AL,1.0,
sciosmi01,1989,0,ALS198907110,LAN,NL,1.0,
mancugu01,1935,0,ALS193507080,NY1,NL,1.0,
facero01,1961,1,NLS196107110,PIT,NL,1.0,
haddiha01,1955,0,NLS195507120,SLN,NL,1.0,
mcgwima01,1995,0,ALS199507110,OAK,AL,0.0,
navardi01,2008,0,ALS200807150,TBA,AL,1.0,
braunry02,2011,0,NLS201107120,MIL,NL,,
milleed03,1940,0,NLS194007090,BSN,NL,1.0,
bumbral01,1980,0,NLS198007080,BAL,AL,1.0,
webbbr01,2006,0,NLS200607110,ARI,NL,1.0,
saxst01,1982,0,NLS198207130,LAN,NL,1.0,
killeha01,1966,0,NLS196607120,MIN,AL,1.0,
callijo01,1965,0,ALS196507130,PHI,NL,0.0,
crandde01,1962,2,NLS196207300,ML1,NL,1.0,2.0
leonadu02,1944,0,NLS194407110,WS1,AL,0.0,
murphda05,1987,0,ALS198707140,ATL,NL,1.0,
campabe01,1968,0,NLS196807090,OAK,AL,1.0,
berrayo01,1956,0,ALS195607100,NYA,AL,1.0,2.0
seleaa01,1998,0,NLS199807070,TEX,AL,0.0,
chancde01,1967,0,ALS196707110,MIN,AL,1.0,1.0
soriaal01,2004,0,NLS200407130,TEX,AL,1.0,4.0
carewro01,1982,0,NLS198207130,CAL,AL,0.0,
camildo01,1939,0,ALS193907110,BRO,NL,1.0,
robinbr01,1974,0,NLS197407230,BAL,AL,1.0,5.0
lolicmi01,1971,0,ALS197107130,DET,AL,1.0,
tobinji01,1944,0,NLS194407110,BSN,NL,1.0,
medwijo01,1934,0,NLS193407100,SLN,NL,1.0,7.0
kreevmi01,1938,0,NLS193807060,CHA,AL,1.0,7.0
travice01,1940,0,NLS194007090,WS1,AL,1.0,5.0
frienbo01,1958,0,ALS195807080,PIT,NL,1.0,
slaugen01,1951,0,ALS195107100,SLN,NL,1.0,
johnsbo01,1942,0,NLS194207060,PHA,AL,1.0,
lestejo01,2010,0,ALS201007130,BOS,AL,1.0,
gibsobo01,1966,0,NLS196607120,SLN,NL,0.0,
moorejo02,1938,0,NLS193807060,NY1,NL,0.0,
graveda01,2004,0,NLS200407130,CIN,NL,0.0,
whitalo01,1983,0,ALS198307060,DET,AL,1.0,
avilabo01,1952,0,NLS195207080,CLE,AL,1.0,4.0
baileed01,1960,1,ALS196007110,CIN,NL,0.0,
jonescl01,1969,0,ALS196907230,NYN,NL,1.0,7.0
olivato01,1966,0,NLS196607120,MIN,AL,1.0,9.0
pascuca02,1964,0,NLS196407070,MIN,AL,1.0,
phelpba01,1938,0,NLS193807060,BRO,NL,0.0,
mechegi01,2007,0,NLS200707100,KCA,AL,0.0,
gracema01,1997,0,ALS199707080,CHN,NL,1.0,
grichbo01,1979,0,ALS197907170,CAL,AL,1.0,
stantmi03,2012,0,ALS201207100,MIA,NL,,
musiast01,1963,0,ALS196307090,SLN,NL,1.0,
robinfr02,1971,0,ALS197107130,BAL,AL,1.0,9.0
stephve01,1950,0,ALS195007110,BOS,AL,0.0,
padilvi01,2002,0,NLS200207090,PHI,NL,1.0,
coopewa01,1946,0,ALS194607090,NY1,NL,1.0,2.0
crowdal01,1933,0,ALS193307060,WS1,AL,1.0,
clemero02,1990,0,NLS199007100,BOS,AL,0.0,
borowha01,1945,0,,NYA,AL,0.0,
niekrph01,1984,0,NLS198407100,NYA,AL,0.0,
mcquige02,1947,0,NLS194707080,NYA,AL,1.0,3.0
groatdi01,1963,0,ALS196307090,SLN,NL,1.0,6.0
henketo01,1987,0,ALS198707140,TOR,AL,1.0,
piazzmi01,1995,0,ALS199507110,LAN,NL,1.0,2.0
kalinal01,1956,0,ALS195607100,DET,AL,1.0,9.0
durocle01,1938,0,NLS193807060,BRO,NL,1.0,6.0
mizejo01,1939,0,ALS193907110,SLN,NL,1.0,
kernji01,1977,0,ALS197707190,CLE,AL,1.0,
donovdi01,1962,1,ALS196207100,CLE,AL,1.0,
ethiean01,2010,0,ALS201007130,LAN,NL,1.0,8.0
doerrbo01,1943,0,ALS194307130,BOS,AL,1.0,4.0
chandsp01,1943,0,ALS194307130,NYA,AL,0.0,
glavito02,2002,0,NLS200207090,ATL,NL,0.0,
jenkige01,2003,0,ALS200307150,MIL,NL,0.0,
kuennha01,1957,0,NLS195707090,DET,AL,1.0,6.0
rignebi01,1948,0,ALS194807130,NY1,NL,1.0,
coateji01,1960,2,ALS196007130,NYA,AL,0.0,
pafkoan01,1949,0,NLS194907120,CHN,NL,1.0,
camparo01,1954,0,ALS195407130,BRO,NL,1.0,2.0
leecl02,2011,0,NLS201107120,PHI,NL,1.0,
rosadjo01,1999,0,ALS199907130,KCA,AL,1.0,
runnepe01,1959,2,NLS195908030,BOS,AL,1.0,3.0
ashburi01,1953,0,NLS195307140,PHI,NL,1.0,
cainma01,2012,0,ALS201207100,SFN,NL,1.0,1.0
motama01,1973,0,ALS197307240,LAN,NL,1.0,
rizzuph01,1951,0,ALS195107100,NYA,AL,1.0,
maricju01,1962,1,ALS196207100,SFN,NL,1.0,
parrila02,1980,0,NLS198007080,DET,AL,1.0,
rosebjo01,1961,2,ALS196107310,LAN,NL,1.0,
pascuca02,1959,2,NLS195908030,WS1,AL,0.0,
stalege01,1953,0,NLS195307140,SLN,NL,0.0,
vaughmo01,1995,0,ALS199507110,BOS,AL,1.0,
foileha01,1957,0,NLS195707090,PIT,NL,1.0,
peterga01,1967,0,ALS196707110,CHA,AL,1.0,
jeterde01,2004,0,NLS200407130,NYA,AL,1.0,6.0
carltst01,1972,0,NLS197207250,PHI,NL,1.0,
glavito02,2006,0,NLS200607110,NYN,NL,0.0,
bondsba01,1996,0,NLS199607090,SFN,NL,1.0,7.0
sabatcc01,2012,0,ALS201207100,NYA,AL,,
carewro01,1983,0,ALS198307060,CAL,AL,1.0,3.0
harenda01,2008,0,ALS200807150,ARI,NL,1.0,
simpsha01,1956,0,ALS195607100,KC1,AL,1.0,
carewro01,1978,0,NLS197807110,MIN,AL,1.0,3.0
wrighda03,2008,0,ALS200807150,NYN,NL,1.0,
furcara01,2003,0,ALS200307150,ATL,NL,1.0,
matheed01,1962,2,NLS196207300,ML1,NL,1.0,
schmimi01,1984,0,NLS198407100,PHI,NL,1.0,5.0
dickebi01,1937,0,ALS193707070,NYA,AL,1.0,2.0
musiast01,1959,1,NLS195907070,SLN,NL,1.0,
fettelo01,1939,0,ALS193907110,BSN,NL,1.0,
wrighda03,2012,0,ALS201207100,NYN,NL,1.0,
fordwh01,1959,1,NLS195907070,NYA,AL,1.0,
robinbr01,1962,2,NLS196207300,BAL,AL,1.0,
mcdougi01,1952,0,NLS195207080,NYA,AL,1.0,
santajo01,2009,0,NLS200907140,NYN,NL,0.0,
ziskri01,1977,0,ALS197707190,CHA,AL,1.0,7.0
seminan01,1949,0,NLS194907120,PHI,NL,1.0,2.0
russeje01,1988,0,NLS198807120,TEX,AL,1.0,
myerbu01,1935,0,ALS193507080,WS1,AL,0.0,
larkeno01,1960,1,ALS196007110,LAN,NL,1.0,
caseyse01,1999,0,ALS199907130,CIN,NL,1.0,
fordwh01,1960,2,ALS196007130,NYA,AL,1.0,1.0
webbbr01,2007,0,NLS200707100,ARI,NL,0.0,
walkela01,2001,0,ALS200107100,COL,NL,1.0,10.0
fernasi01,1987,0,ALS198707140,NYN,NL,1.0,
griffke01,1977,0,ALS197707190,CIN,NL,0.0,
wallsle01,1958,0,ALS195807080,CHN,NL,1.0,
fieldpr01,2009,0,NLS200907140,MIL,NL,1.0,
cookry01,2012,0,ALS201207100,OAK,AL,1.0,
hartnga01,1934,0,NLS193407100,CHN,NL,1.0,2.0
wilsocj01,2011,0,NLS201107120,TEX,AL,1.0,
altmage01,1961,1,NLS196107110,CHN,NL,1.0,
altmage01,1961,2,ALS196107310,CHN,NL,1.0,
