schoolid,schoolname,schoolcity,schoolstate,schoolnick
norwichvt,Университет Норрич,Северфилд,ВТ,Кадеты
louisville,Университет Луизвилла,Луизвилл,КЕ,Кардиналы
walabama,Университет Западной Алабамы,Ливингстон,АЛ,Тигры
trumanst,Университет Трутмана,Кирксвилл,МО,Бульдоги
ulamo,Университет Луизианы в Монро,Монро,Лос-Анджелес,Индийцы
tulane,Туланский университет,Новый Орлеан,Лос-Анджелес,Зелёная волна
stmarysca,Ст. Мэрисский колледж Калифорнии,Морага,Калифорния,Гэлы
iowa,Университет Иовы,Иоукитти,Я,Грейхаундс
ashland,Университет Ашленда,Ашленд,ОХ,Орлы
albany,"Университет Албани, государственный университет Нью-Йорка",Альбани,Нью-Йорк,Величайшие псы
stfranpa,Университет Святого Франциска,Лоретто,ПА,Красный Флеш
azusapac,Азуса-пакистанский университет,Азуса,Калифорния,Пираты
gardwebb,Университет Гарнер-Уэбба,Боулинг-Спрингс,НГ,Бульдоги
marshall,Университет Маршалла,Хантингтон,Западная Вирджиния,Гордый стайный херинг
shepherdwv,Колледж Шеперд,Шеппардстаун,Западная Вирджиния,Рамсы
georgefox,Университет Джорджа Фокса,Ньюберг,О́,Брюинз
silledward,Южный Иллинойс Университет Эдвардсвилл,Эдвардсвилл,ИЛ,Пираты
illinois,Университет Иллинойса в Урбане-Шампейне,Шампанское,ИЛ,Файтинг Иллинойс
hillsdale,Колледж Хиллсдейл,Хиллсдейл,МИ,""" Зарядные устройства """
umes,Университет Мэриленда (Восточная Шоре),Принцесса Анна,МД,Борцы с огнем
iowast,Государственный университет Айовы,Амс,Я,Циклоны
willamette,Универзи́тет Вилла́метта,Салем,О́,Медведи-гризли
montreatnc,Колледж Монтрет,Монтрият,НГ,Кавалеристы
colocollege,Колорадский колледж,Колорадо-Спрингс,К,Тигры
pennst,Пенсильванский государственный университет,Государственный колледж,ПА,Лионы Пенсильвании
georgtwnky,Джорджтаунский колледж,Джорджтаун,КЕ,Тигры
elizbthtwn,Колледж Элизабеттаун,Элизабеттаун,ПА,Блю Джейс
brklyncuny,"Колледж Бруклина, Городской университет Нью-Йорка",Бруклин,Нью-Йорк,Мосты
chicago,Университет Чикаго,Чикаго,ИЛ,Маруни
csdomhills,"Калифорнийский университет штата Калифорния, Домингес-Хиллз",Кэрсон,Калифорния,Торы
mit,Массачусетский технологический институт,Кембридж,МА,Инженеры
millsapsms,Миллспс Колледж,Джексон,Мएस,Мейджоры
tennessee,Университет Теннеси,Ноксвилл,ТН,Волонтеры
ulala,Университет Луизианы вLafayette,Ла Файет,Лос-Анджелес,Рагин' Кацунс
army,Военный институт США,Вест-Пойнт,Нью-Йорк,Чёрные рыцари
duquesne,Университет Дьюк,Питтсбург,ПА,Герцоги
uscaiken,Университет Южной Каролины Айкен,Айкен,СК,Пэйсерс
sillinois,Южный университет Иллинойса,Карбондал,ИЛ,Здравствуйте!
davidson,Университет Деймона,Дайсон,НГ,Дикие кошки
guilfordnc,Колледж Гилфорд,Гринсборо,НГ,Квакеры
hawaii,Университет Гавайи в Маноа,Гонолулу,Привет!,Дождевики
salabama,Университет Южной Америки,Мобильный,АЛ,Ягуары
haskellks,Университет коренных народов Хаскелла,Лоренс,К,Индийцы
heidelberg,Хайдельбергский колледж,Тиффин,ОХ,Принцы
pugetsound,Университет Пьюгет Саунд,Такома,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Логгеры
macmurryil,Колледж МакМэри,Джексонвилл,ИЛ,Хайлендеры
calstnorth,Калифорнийский государственный университет в Нортридже,Нортридж,Калифорния,Бои быков
washcollmd,Вашингтонский колледж,Честервилл,МД,Шоремён
lincolnmem,Линкольнская мемориальная университет,Харрогейт,ТН,Рельс-сплиттеры
valdostast,Валдосский государственный университет,Валдоста,GA,Блузеры
arizona,Университет Аризоны,Тусон,АЗ,Дикие кошки
ferrisst,Феррисский государственный университет,Большой Рапидс,МИ,Бульдоги
stmichaels,Санкт-Майклский колледж,Колчестер,ВТ,Пурпурные Рыцари
mcdaniel,МакДэниэлз колледж,Вестминстер,МД,Зелёный ужас
lockhaven,Университет Lock Haven в Пенсильвании,Локс-Хейвен,ПА,Белые орлы
semost,Университет штата юго-восток Миссури,Кап-Гирардо,МО,Красный ястреб
yale,Университет Йеля,Нью-Хейвен,КТ,Бульдоги
whitwrthwa,Колледж Уитворт,Спокан,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Пираты
baldwalloh,Бальдвин-Воллес Колледж,Берея,ОХ,Желтые жакеты
miamifl,Университет Майами,Корал-Гейблс,ФЛ,Ураганы
georgia,Университет Джорджии,Афины,GA,Бульдоги
stcloudst,Университет штата Сент-Клэус,Сент-Клуд,MN — МН,Хаски
iona,Иона Колледж,Новый Рошель,Нью-Йорк,Гэлы
arkansasst,Арканзасский государственный университет,Джонсборо,АР,Индийцы
presbytrn,Пресвитерианский колледж,Клинтон,СК,Синие шары
southernu,Южный университет и колледж АГМ,Батон-Руж,Лос-Анджелес,Ягуары
sfcc,Южно-Флоридский общинный колледж,Авон-Парк,ФЛ,Пантеры
charlsouth,Чарлстонский университет Южной Каролины,Чарльстон,СК,Буканеры
georgewash,Вашингтонский университет Джорджа Вашингтона,Вашингтон,ДК,Колонисты
athensst,Университет Атенс Стейт,Афины,АЛ,Медведи
oberlinoh,Оберинский колледж,Обёрлин,ОХ,Йомен
woosteroh,Колледж Вудс,Уотерфорд,ОХ,Борющиеся шотландцы
stxavieril,Университет Святого Иакова,Чикаго,ИЛ,Пираты
ewashington,Восточный университет штата Вашингтон,Чейни,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Орлы
pittsbst,Питтсбургский государственный университет,Питтсбург,К,Гориллы
scranton,Университет Скраптон,Скрэнтон,ПА,Королевы
seattle,Университет Сиэтла,Сиэтл,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Красные ястребы
washington,Университет Вашингтона,Сиэтл,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Хаски
nwestern,Северо-Западный университет,Эванстон,ИЛ,Дикие кошки
txsouth,Техасский южный университет,Хьюстон,ТХ,Тигры
grambling,Грамбовский государственный университет,Грамблинг,Лос-Анджелес,Тигры
aquinasmi,Колледж Аквино,Гранд-Рапиды,МИ,Святые
bethanywv,Бетани Колледж,Бетани,Западная Вирджиния,Бизон
georgetown,Джорджтаунский университет,Вашингтон,ДК,Хоя
flbarry,Барри Университет,Майами-Шорс,ФЛ,Буканеры
houstnbapt,Хьюстонский баптический университет,Хьюстон,ТХ,Хаски
holycross,Колледж Святого Креста,Уорцистер,МА,Крестоносцы
wilacrosse,Университет Висконсина в Ла-Кроссе,Лафайет,ВИ,Орлы
lewisil,Университет Льюиса,Ромуйвиль,ИЛ,Баннеры
vanguardca,Университет Вангарда Южной Калифорнии,Коста-Меса,Калифорния,Левы
emoryga,Эморский университет,Атланта,GA,Орлы
clevst,Университет штата Кливленд,Кливленд,ОХ,Викинги
sacstate,Калифорнийский государственный университет в Сакраменто,Сакраменто,Калифорния,Жерцы
wilbrforce,Универси́тет Уилбери́нга,Уильям Уилберфорс,ОХ,Бульдоги
bloomsburg,Блумбургский университет Пенсильвании,Блумамибург,ПА,Хаски
uncwilm,Университет Северной Каролины в Уилмингтоне,Уильямингтон,НГ,Сиэтл Сихокс
weberst,Университет Вебера штата Юта,Оуден,УТ,Дикие кошки
kutztown,"Университет Куцтауна, Пенсильвания",Кузтун,ПА,Золотые медведи
vatech,Вирджинский политехнический институт и государственный университет,Блэксбург,Ва,Хокеи
keenest,Кенвудский государственный колледж,Кейн,НХ,Сова
buenavista,Университет Buena Vista,Шторм-Лейк,Я,Овцы
sunybing,государственный университет Нью-Йорка в Бингемтоне,Бингемтон,Нью-Йорк,Медведи-гризли
missvalley,Миссисипский государственный университет,Итта Бена,Мएस,Дельта-Дьяволы
kenyonoh,Кенионский колледж,Гамбьер,ОХ,Лорды
tusculum,Колледж Тускulum,Гринвилл,ТН,Пионеры
daviselkins,Университет Дэвиса и Элинкинса,Элкинс,Западная Вирджиния,Сенаторы
grovecity,Колледж Гроув-Сити,Город-парк Гров Сити,ПА,Вольверины
ucriver,Калифорнийский университет в Риверсе,Риверсайд,Калифорния,Хайлендеры
ncat,Северная Каролина Сельскохозяйственный и Технологический Государственный Университет,Гринсборо,НГ,Аги
mtolive,Колледж Маунт-Олив,Гора Олива,НГ,Трояны
washburn,Вашбернский университет в Тохоке,Топика,К,Ихабодс
masslowell,Университет Массачусетса в Лоэлле,Лоуэлл,МА,Ривер Хокс
nmstate,Государственный университет Нью-Мексико,Las-Крусес,НМ,Аги
nillinois,Северо-Западный университет Иллинойса,Декалб,ИЛ,Хаски
colorado,Университет Колорадо,Боуленд,К,Оранты
ilwesleyan,Иллинойсский университет в Веллслиане,Блумингтон,ИЛ,Титаники
pace,Пейс-Университет,Нью-Йорк,Нью-Йорк,Установки
calipa,Калифорнийский университет в Пенсильвании,Калифорния,ПА,Вулканы
gatech,Грузинский технологический институт,Атланта,GA,Желтые жакеты
umassdartm,Университет Массачусетса в Дартумуте,Северная Данверс,МА,Курсарии
birmsouth,Университет Бирмингем-Южный,Бирмингем,АЛ,Пантеры
bowlgreen,Университет штата Бэннинг-Грин,Боулинг-Грин,ОХ,Соколы
wileytx,Уилийский колледж,Маршалл,ТХ,
nkentucky,Северный университет Кентукки,Высокие высоты,КЕ,Норвегия
longisland,"Университет Лонг-Айленда, кампус в Бруклине",Бруклин,Нью-Йорк,Черножопики
mastersca,Колледж Мастера,Санта-Кларита,Калифорния,Мустанги
trnsylvnia,Транслитериция: Трансильванский университет,Лексингтон,КЕ,Пионеры
houston,Универси́тет Ха́устона,Хьюстон,ТХ,Пираты
friendsks,Университет Фриндс,Вичита,К,Соколы
mobileal,Университет Мобила,Мобильный,АЛ,Рамсы
emoryhenry,Эмори и Генри Колледж,Эмори,Ва,Жуки-вредители
quinnipiac,Университет Квиннипаук,Хамден,КТ,Бобкаты
depauwin,Университет ДеПау,Гринкастл,В,Тигры
dallasbapt,Университет Далласа Баптистский,Даллас,ТХ,Патриоты
dominican,Доминиканский колледж,Орангебург,Нью-Йорк,""" Зарядные устройства """
csstanisl,Калифорнийский университет штата Стэнфорд,Турлок,Калифорния,Воины
wlmpennia,Университет Уильяма Пена,Оскалоса,Я,Государственные деятели
maine,Университет штата Мэн,Ороно,Я,Чёрные медведи
hawaiipac,Хавайский университет Тихого океана,Гонолулу,Привет!,Морские воины
utep,Университет Техаса в Эль-Пасо,Эль-Пасо,ТХ,Мины
stfranny,Ст. Фрэнсис Колледж,Бруклин-Хайтс,Нью-Йорк,Терьеры
wiscmilw,Университет Висконсина — Милуоки,Милвоки,ВИ,Пантеры
ramaponj,Колледж Рамао в Нью-Джерси,Махвау,НГ,Прыгуны-шарашки
buffalost,Баффалоский университет штата Нью-Йорк,Баффало,Нью-Йорк,Бенгалы
bridgwtrst,Бриджвотерский государственный колледж,Бридджвотер,МА,Медведи
wheaton,Колледж Уейтона,Вехен,ИЛ,Гром
chicagost,Чикагский государственный университет,Чикаго,ИЛ,Пираты
idaho,Университет Айдахо,Москва,Какой-то ID?,Вандалы
forthays,Университет Форта Хэйса,Хайс,К,Тигры
wvwesleyan,Западно-Вирджинский университетский колледж,Букханнон,Западная Вирджиния,Бобкаты
kywesleyan,Университет Кентукки Уэслиан Колледж,Оуенсборо,КЕ,Пантеры
randmacon,Колледж Рэндольф-Макон,Ашленд,Ва,Желтые жакеты
washleeva,Вашингтонский и Линый университет,Лексингтон,Ва,Генералы
nmexico,Университет Нью-Мексико,Альбукерке,НМ,Львы
dickinson,Университет Дикинсона,Карлайл,ПА,Красные дьяволы
cncrdiacol,Конкордский колледж,Моорхед,MN — МН,Кобберы
midlndluth,Средне-Лютеранский колледж,Фремонт,НЕ,Воины
mankatost,Миннесотский государственный университет в Манкато,Манкато,MN — МН,"""Маверики"""
lee,Университет Ли,Кливленд,ТН,Пламя
crngmellon,Университет Карнеги-Меллона,Питтсбург,ПА,Тартан
bridgeport,Университет Бриджпорта,Бриджпорт,КТ,Пурпурные Рыцари
gallaudet,Университет Галладета,Вашингтон,ДК,Бизон
ohiost,Университет штата Огайо,Колумбус,ОХ,Ореховые дольки
lycomingpa,Колледж Личингем,Уильямспорт,ПА,Воины
cmissouri,Центральный университет штата Миссури,Варрсбург,МО,Мули
tennst,Теннеси Стейт Университет,Нэшвилл,ТН,Тигры
sandiego,Университет Сан-Диего,Сан-Диего,Калифорния,Тореро
charlotte,Университет Северной Каролины в Шарлотте,Шарлотта,НГ,"""49ers"" переводится с английского как ""четки"". Это слово относится к золотой лихорадке в Калифорнии в середине 19 века и является названием, используемым для обозначения жителей этого штата."
emichigan,Восточный Мичиганский университет,Епсилон,МИ,Орлы
pompitzer,Колледж Помона,Кларемонт,Калифорния,Сагехен
winthrop,Университет Уинтроп,Рок-Хилл,СК,Орлы
wichitast,Университет штата Вичита,Вичита,К,Ужасы
uncashe,Университет Северной Каролины в Ашвилле,Ашвилл,НГ,Бульдоги
psubehrend,ペンシルベニア州立大学エリーキャンパスのベヘンドカレッジ,Эри,ПА,Левы
stthomasfl,Университет Святого Фомы,Майами,ФЛ,Бобкаты
wwashngton,Западно-Washingtonский университет,Беллингем,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Викинги
sandiegost,Сан-Диего Государственный Университет,Сан-Диего,Калифорния,Ацтеки
chicost,Калифорнийский университет в Чико,Чико,Калифорния,Дикие кошки
bakerks,Университет Бейкера,Город Балдвин,К,Дикие кошки
mcneese,Университет штата Макнисс,Озеро Чарльз,Лос-Анджелес,"Буквально: ""ковбои"""
stmarytx,Университет Святого Марии,Сан-Антонио,ТХ,Ясты
savstate,Государственный университет Саванны,Саванна,GA,Тигры
virginiast,Вирджинский государственный университет,Санкт-Петербург,Ва,Трояны
lorasia,Колледж Лорас,Дебуке,Я,Духаки
middlbryvt,Средний колледж,Миддлберри,ВТ,Пантеры
mesast,Месаский государственный колледж,Гранд-Джанкшен,К,"""Маверики"""
millikin,Университет Милликена,Декэтур,ИЛ,Большой синий
dayton,Университет Дейтона,Дейтон,ОХ,Баннеры
fresnost,Калифорнийский университет штата Фресно,Фресно,Калифорния,Бульдоги
lakeforest,Лак Форе́нтский колледж,Озеро-Лес,ИЛ,Лесники
wheatonma,Уехон Колледж (Массачусетс),Вехен,МА,Лионы
westmontca,Вестмонтский колледж,Сан-Барбара,Калифорния,Воины
norfolkst,Норфолкский государственный университет,Норфолк,Ва,Спартаны
mnmorris,"Университет Миннесоты, Моррис",Моррис,MN — МН,Пираты
wmichigan,Западно-Мичиганский университет,Каламазо,МИ,Бонзы
chapmanca,Университет Чапмена,Оранжевый,Калифорния,Пантеры
wconnst,Западный университет штата Коннектикут,Данбери,КТ,Колонисты
eckerd,Колледж Экерда,Санкт-Петербург,ФЛ,Тритоны
vcu,Университет Содружества Вирджинии,Ричмонд,Ва,Рамсы
laverneca,Университет Ла-Верн,Ла-Верн,Калифорния,Леопарды
nebellevue,Беллвьюский университет,Беллвью,НЕ,Брюинз
juniatapa,Университет Джуниты,Хингэмтон,ПА,Орлы
towson,Тусонский университет,Товсон,МД,Тигры
lemoyne,Колледж Лемойна,Сиракузы,Нью-Йорк,Дельфины
gonzaga,Гонзага (Университет),Спокан,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Бульдоги
texasam,Техасский университет А&М,Колледж-Сэмтон,ТХ,Аги
ballst,Университет штата Бал-Мэтью,Мунси,В,Кардиналы
stmarysmn,Университет Сент-Мэри в Миннесоте,Винона,MN — МН,Кардиналы
rider,Райдеровский университет,Лоуренсвилл,НГ,Бронцы
wyoming,Университет Вайоминга,Ларамие,В,"Буквально: ""ковбои"""
johnshpkns,Университет Джона Хопкинса,Балтимор,МД,Блю Джейс
stlawrence,Университет Святого Лаврентия,Кантон,Нью-Йорк,Святые
cumbrlndtn,Университет Cumberland,Ливан,ТН,Бульдоги
grvalleyst,Гран-Вэлли Стейт Университет,Алландал,МИ,Лейкерс
notredame,Университет Нотр-Дам,Южный Бенд,В,Борцы с ирландской армией
stanselm,Сент-Ансальмский колледж,Манчестер,НХ,Сыры
xavier,Университет Хавьера,Цинциннати,ОХ,Мушкетеры
sacheart,Университет Святого Сердца,Ферфлэйд,КТ,Пионеры
alcornst,Государственный университет Алкорна,Лормэн,Мएस,Храбрые
philsmith,Колледж Филандер Смит,Маленький Рок,АР,Пантеры
wingate,Университет Уингейта,Уинджет,НГ,Бульдоги
ptlomanaz,Университет Пойнт-Лома Назарен,Сан-Диего,Калифорния,Морские львы
rollins,Колледж Роллинса,Зимний парк,ФЛ,Тарс
amherstma,Амхерстский колледж,Амхерст,МА,Лорд Джеффы
njcity,Ню-Джерси Сити Университет,Джерси-Сити,НГ,Готические рыцари
nebraska,Университет Небраски,Линкольн,НЕ,Хускер
schreiner,Университет Шрайнера,Кэррівилл,ТХ,Пешие альпинисты
nytech,Нью-Йоркский технологический институт,Олд-Уебери,Нью-Йорк,Медведи
morrbrown,Колледж Моррис Браун,Атланта,GA,Вольверины
ohdominican,Огайо-Доминиканский университет,Колумбус,ОХ,Пантеры
depaul,Университет Дьюка,Чикаго,ИЛ,Синий демон
nwmost,Северо-Западный университет штата Миссури,Мэривилл,МО,Медведи-гризли
nicholls,Университет Николса,Тибодоус,Лос-Анджелес,Капитаны
riponwi,Рипон Колледж,Рипон,ВИ,Красный ястреб
newberry,Университет Ньюберри,Ньюбери,СК,Индийцы
denver,Университет Денвера,Денвер,К,Пионеры
gettysburg,Колледж Геттисберг,Геттисбург,ПА,•
austinpeay,κραственный университет Остина-Пея,Кларксвилл,ТН,Губернаторы
thielpa,Колледж Тиль,Гринвилл,ПА,Томкаты
bethcook,Колледж Бетун-Кукман,Дейтон-Бич,ФЛ,Дикие кошки
emporiast,Университет Эмори,Эмпория,К,Жерцы
clarion,Кларионский университет в Пенсильвании,Клярьон,ПА,Золотые орлы
unionny,Университетский колледж,Скенектади,Нью-Йорк,немцы
northwood,Университет Нортвуд,Средний,МИ,Timofte
sela,Юго-Восточный университет Луизианы,Хаммонд,Лос-Анджелес,Левы
olddom,Олд-Доминион Университет,Норфолк,Ва,Монархи
washjeffpa,Вашингтон и Джефферсон Колледж,Вашингтон,ПА,Президенты
providence,Провиденсский колледж,Провиденс,Ри,Фрейры
bluefield,Колледж Блуфилд,Блюфилд,Ва,Рамсы
indpolis,Университет Индианаполиса,Индианаполис,В,Грейхаунды
bostonuniv,Бостонский университет,Бостон,МА,Терьеры
stjosephs,Университет Святого Иосифа,Филиадельфиа,ПА,Сыры
richmond,Университет Ричмонда,Ричмонд,Ва,Пауки
ekentucky,Восточный университет Кентукки,Ричмонд,КЕ,Капитаны
huntercuny,"Хайнер Колледж, Городской Университет Нью-Йорка",Нью-Йорк,Нью-Йорк,Сыры
centenary,Центральный колледж Луизианы,Шревпорт,Лос-Анджелес,Господа
longwoodva,Лонгвудский университет,Фарнвилл,Ва,Лансеры
smiss,Университет Южной Миссисипи,Хаттиспург,Мएस,Золотые орлы
calutheran,Калифорнийский лютеранский университет,Тысяча дубов,Калифорния,«Королевские мужчины»
sanjosest,Сан-Хосе Стейт Университет,Сан-Хосе,Калифорния,Спартаны
lipscomb,Университет Липскенба,Нэшвилл,ТН,Бизоны
wchester,Западный Честерский университет Пенсильвании,Западный Честер,ПА,Золотой рой
waynesburg,Колледж Уэйнсбурга,Уэйнсбург,ПА,Желтые жакеты
wgeorgia,Государственный университет Западного Джорджии,Карролтон,GA,Храбрые
deltast,デルタ州立大学,Кливленд,Мएस,Государственные деятели
umkc,Университет Миссури-Канзас-Сити,Канзас-Сити,МО,Кангуры
youngst,Государственный университет Янсвилла,Молодо́го города,ОХ,Пингвины
santaclara,Университет Санта-Клары,Сан-Клара,Калифорния,Бонзы
strose,Колледж Святого Розы,Альбани,Нью-Йорк,Золотые Рыцари
kalamazoo,Кальвазовский колледж,Каламазо,МИ,Жерцы
catholic,Католический университет Америки,Вашингтон,ДК,Кардиналы
swmost,Миссуриский государственный университет,Спрингфилд,МО,Медведи
fltech,Флоридский технологический институт,Мелбурн,ФЛ,Пантеры
detroit,Университет Детройта Мири,Детройт,МИ,Титаники
concordny,Конкордский колледж,Брунксвилл,Нью-Йорк,Клипперы
beloitwi,Белоитский колледж,Белоит,ВИ,Буканеры
centreky,Колледж Центр,Дэнвилл,КЕ,Капитаны
fairldick,Университет Фэрлейх-Дикинсон,Теанек,НГ,Рыцари
vmi,Вирджинский военный институт,Лексингтон,Ва,Кейдэц
wvirginia,Вест-Вирджинский университет,Моргантаун,Западная Вирджиния,Пешие альпинисты
indianast,Индианское государственное университет,Терр-Хaut,В,Сикаморы
plymouth,Плимутский государственный университет,Плимут,НХ,Пантеры
utah,Университет Юты,Солт-Лейк-Сити,УТ,Утесы
seoklahoma,Юго-восточный университет штата Оклахома,Дурант,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Бесы
manhattan,Манхэттенский колледж,Ривердейл,Нью-Йорк,Язперы
okcity,Оклахома-Сити Университет,Оклахома-Сити,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Звезды
wesleyanct,Университаж Уэзли,Миддлтаун,КТ,Кардиналы
glenvilst,Гленвиллский государственный колледж,Гленвилл,Западная Вирджиния,Пионеры
mntclairst,Университет штата Монтклемент,Верхний Монтклайд,НГ,Красный ястреб
indiana,Индианский университет,Блумингтон,В,Хьюзеры
ecentralok,Восточно-Центральный университет,Адой,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Тигры
missst,Университет штата Миссисипи,Стаρκвилл,Мएस,Бульдоги
andersonsc,Колледж Андерсон,Андерсон,СК,Трояны
swesternks,Южно-Западный колледж,Уинфилд,К,Построители курганов
stbonny,Университет Святого Бонавентуры,Сент-Бонифаций,Нью-Йорк,Бонни
ferrumva,Колледж Феррум,Феррум,Ва,Пантеры
austincol,Уилтонский колледж,Шерман,ТХ,Кангуры
alverniapa,Колледж Альверния,Чтение,ПА,Крестоносцы
belmontab,Колледж Белмонт Абби,Белмонт,НГ,Крестоносцы
mariettaoh,Колледж Мариетта,Маретта,ОХ,Пионеры
carkansas,Университет Центрального Арканса,Конвей,АР,Медведи
okstate,Оклахома-Стейт-Университи,Стил-Вотер,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.","Буквально: ""ковбои"""
shaw,Шоу Университет,Рали,НГ,Медведи
michiganst,Мичиганский государственный университет,Восточный Лансинг,МИ,Спартаны
wminstermo,Вестминстерский колледж,Фултон,МО,Блю Джейс
ucirvine,"Университет Калифорнии, Ирвин",Ирвин,Калифорния,Передевальщики
morehead,Университет штата Морхед,Мореэд,КЕ,Орлы
harvard,Харвардский университет,Кембридж,МА,Кроваво-красный
lincolnmo,Университет Линкольна Миссури,Джеймзтаун,МО,"Сияющие как бриллианты, оранжевые и белые тигры с синими полосами"
batesme,Бейтс Колледж,Леовтон,Я,Бобкаты
alabama,Университет Алабамы,Тускалоуза,АЛ,Кримсон Тайд
mercyhurst,Мерси-Хёрст Колледж,Эри,ПА,Лейкерс
hardinsimm,Университет Хардин-Симмонс,Абилин,ТХ,"Буквально: ""ковбои"""
stonybrook,Университет Стони-Брук,Стони-Брук,Нью-Йорк,Семиорлы
linfieldor,Линфилд Колледж,Макминнвилл,О́,Дикие кошки
pittsburgh,Университет Питтсбурга,Питтсбург,ПА,Пантеры
tuskegee,Туссантский университет,Тусскеги,АЛ,Золотая Черты
auburnmont,Аубурнский университет в Монтгомери,Монтгомери,АЛ,Сенаторы
wake,Університет Вэйк-Форест,Винстон-Сейлем,НГ,Дьяконы-демоны
loyolamd,Лойола-колледж в Мэриленде,Балтимор,МД,Грейхаунды
oregonst,Орегонский государственный университет,Корваллис,О́,Овцы
mtstmarys,Монт-Сент-Мэриский колледж и семинария,Эммицбург,МД,Пешие альпинисты
illchicago,Университет Иллинойса в Чикаго,Чикаго,ИЛ,Пламя
franklinin,Фрэнклинский колледж,Франклин,В,Гризли
prairview,Университет Prairie View A&M,Прайри-Вью,ТХ,Пантеры
springhill,Колледж Спринг Хилл,Мобильный,АЛ,Пёстрая
monroecc,Колледж Монро,Брайтон,Нью-Йорк,Трифунны
wagner,Вагнер Колледж,Статен-Айленд,Нью-Йорк,Сиэтл Сихокс
wpaterson,Университет Уильяма Патерсона,Уэйн,НГ,Пионеры
albanyst,Университет штата Альбани,Альбани,GA,Золотой рой
wilkespa,Университет Уилкеса,Уилкс-Барре,ПА,Капитаны
florida,Университет Флориды,Гейнсвилл,ФЛ,Гейторы
california,Университет Калифорнии,Беркли,Калифорния,Золотые медведи
hampsydney,Колледж Хэмпден-Сидни,Гамден-Сидни,Ва,Тигры
allegheny,Аллегени-колледж,Мидвилл,ПА,Гейторы
kentucky,Университет Кентукки,Лексингтон,КЕ,Дикие кошки
wiscgbay,Университет Висконсина — Грин-Бей,Грин-Бей,ВИ,Финикс
arkansaspb,Университет Арканзаса в Пайн-Блуффе,Пайн-Блфф,АР,Золотые львы
newhamp,Университет Нью-Гэмпшира,Дурхем,НХ,Дикие кошки
muhlenberg,Колледж Мюльбергена,Аллен-Таун,ПА,Мули
hamlinemn,Университет Хэмлайн,Сент-Пол,MN — МН,Пиперы
lutheria,Лютерский колледж,Декора,Я,Норвегия
wisconsin,Университет Висконсина — Мадисон,Мадисон,ВИ,Пёстрая
stanford,Стэнфордский университет,Пало-Альто,Калифорния,Кардинал
thomasmore,Колледж Томаса Мора,Крествью-Хилз,КЕ,Святые
ursinus,Урсинус-колледж,Колледжвилл,ПА,Медведи
mtvernnaz,Университет Назарату Маунт-Вернон,Маунт-Вернон,ОХ,Пираты
liberty,Университет Либерти,Линчбург,Ва,Пламя
calpolypom,Калифорнийский государственный политехнический университет в Помбоне,Помона,Калифорния,Бонзы
baruchcuny,"Барух Колледж, Городской Университет Нью-Йорка",Нью-Йорк,Нью-Йорк,Медведи-гризли
cshayward,Калифорнийский государственный университет в Хейварде,Хейвуд,Калифорния,Пионеры
cincy,Университет Цинциннати,Цинциннати,ОХ,Медведи-гризли
cornellia,Корнеллский колледж,Маунт-Вернон,Я,Рамсы
bowdoinme,Колледж Боудина,Брюсвин,Я,Полярные медведи
airforce,Академия ВВС США,Колорадо-Спрингс,К,Соколы
furman,Университет Фурмана,Гринвилл,СК,Паладины
texas,Университет Техаса в Остине,Остин,ТХ,Бизоны
abilchrist,Университет Абилена христианский,Абилин,ТХ,Дикие кошки
brewparker,Колледж Бреутон-Паркер,Маунт-Вернон,GA,Бароны
otterbein,Колледж Оттербейн,Вестервилл,ОХ,Кардиналы
vermont,Университет Вермонта,Южный Бёрлингтон,ВТ,Кочереги
byu,Университет Брайтона и Янга,Прово,УТ,Пираты
smethodist,Южный методистский университет,Даллас,ТХ,Мустанги
adrianmi,Адрианский колледж,Адриен,МИ,Бульдоги
wistvnspt,Университет Висконсина - Стивенспойнт,Стивенс-Пойнт,ВИ,Пойнтеры
