yearid,teamid,lgid,playerid,salary
2009,CHA,AL,fieldjo02,410000
1996,ML4,AL,loretma01,109000
2004,MIN,AL,rivaslu01,1500000
1993,FLO,NL,hoffmtr01,109000
1997,LAN,NL,osunaan01,300000
1997,CIN,NL,reesepo01,150000
1993,MIN,AL,larkige01,600000
1995,CIN,NL,violafr01,190000
1990,DET,AL,lemonch01,828571
2011,CHA,AL,konerpa01,12000000
1988,NYA,AL,roystje01,275000
1986,NYN,NL,hearned02,60000
2002,SLN,NL,klinest02,1200000
2002,CHN,NL,farnsky01,410000
1994,FLO,NL,tinglro01,270000
1995,OAK,AL,corsiji01,238889
1987,CHN,NL,lynched01,550000
2011,DET,AL,wellsca01,418000
2003,LAN,NL,jordabr01,9600000
2009,COL,NL,tulowtr01,1000000
1993,ATL,NL,gantro01,3700000
1997,NYA,AL,duncama01,870000
2010,SLN,NL,garcija02,400000
1988,BAL,AL,morgami01,375000
1999,MON,NL,vidrojo01,225000
1989,SLN,NL,quiseda01,62500
1999,BAL,AL,ripkeca01,6500000
2009,SDN,NL,meredcl01,430900
1985,BAL,AL,youngmi01,121000
2007,FLO,NL,borchjo01,380000
2001,ANA,AL,rapppa01,2000000
1991,TOR,AL,wilsomo01,1625000
2010,WAS,NL,desmoia01,400000
1988,CLE,AL,yettri01,90000
2008,MIL,NL,hallbi03,4925000
1996,TEX,AL,russeje01,615000
1987,OAK,AL,youngcu01,171875
1992,OAK,AL,horsmvi01,109000
1994,SDN,NL,holbera01,109000
2000,CHN,NL,reedje02,1000000
1997,SDN,NL,bergmse01,275000
1988,TOR,AL,fieldce01,125000
2001,COL,NL,bohanbr01,4000000
1996,NYN,NL,minorbl01,198000
2012,NYA,AL,swishni01,10250000
1994,SDN,NL,willied01,140000
1995,CIN,NL,berryda01,580000
1987,KCA,AL,quirkja01,200000
2011,MIL,NL,saitota01,1750000
1986,MON,NL,wohlfji01,350000
1994,PHI,NL,charlno01,850000
2000,CHA,AL,simasbi01,1350000
1990,OAK,AL,henderi01,2350000
1994,CHN,NL,buechst01,2550000
1989,HOU,NL,meadsda01,92500
1987,PIT,NL,cangejo01,800000
1999,SFN,NL,gardnma01,2000000
1992,CIN,NL,brownto05,3250000
1996,HOU,NL,wagnebi02,109000
2006,WAS,NL,schnebr01,2700000
1995,BAL,AL,fernasi01,2333333
1990,MIN,AL,jorgete01,100000
2012,BOS,AL,thomaju01,516000
1994,ML4,AL,lloydgr01,152000
1990,BAL,AL,millira01,155000
1987,CAL,AL,wittmi01,1133333
1993,BAL,AL,seguida01,237500
2005,PIT,NL,rossda01,338500
2004,FLO,NL,oliveda02,750000
1995,CHA,AL,saboch01,550000
1990,CIN,NL,birtsti01,120500
1991,CLE,AL,jonesdo01,2050000
2010,CLE,AL,laporma01,402700
1996,BAL,AL,hoilech01,3350000
1992,MON,NL,martide01,3348333
2010,HOU,NL,pencehu01,3500000
2002,PHI,NL,rolensc01,8600000
2010,FLO,NL,sanchga01,401000
2004,MON,NL,pattejo02,310000
1999,TBA,AL,newmaal02,200000
1999,CIN,NL,lewisma01,500000
1997,ANA,AL,harripe01,157500
2000,MIL,NL,barkeke01,205000
1999,CIN,NL,winchsc01,202000
1990,CAL,AL,anderke01,105000
1986,CLE,AL,romanjo02,60000
1996,SDN,NL,gwynnto01,4300000
2002,SEA,AL,garcifr02,3800000
1999,CHN,NL,bowiemi01,200000
1994,CIN,NL,carrahe01,109000
1999,PHI,NL,beechma01,215000
1987,DET,AL,trammal01,617143
1996,BAL,AL,devermi01,900000
1991,PIT,NL,redusga01,600000
1995,DET,AL,tinglro01,280000
1988,ATL,NL,coffmke01,65000
1993,CHA,AL,fernaal01,868333
1988,BAL,AL,dwyerji01,300000
2011,TOR,AL,romerri01,1000000
1996,OAK,AL,wasdijo01,111000
2004,CIN,NL,freelry01,320000
1998,CLE,AL,plunker01,1800000
2001,TOR,AL,quantpa01,1800000
2012,DET,AL,fieldpr01,23000000
2008,OAK,AL,garcija01,400000
2002,DET,AL,maciajo01,375000
2010,TOR,AL,marcush01,850000
2012,BAL,AL,johnsni01,800000
2000,MIN,AL,miltoer01,285000
2004,MON,NL,ohkato01,2337500
2007,FLO,NL,jacobmi02,380000
1993,CHA,AL,thigpbo01,3416667
1990,NYN,NL,carrema01,125000
1997,NYA,AL,lloydgr01,770000
1986,OAK,AL,youngcu01,79000
2011,TBA,AL,rodrise01,428600
1997,KCA,AL,bonesri01,390000
2002,MIL,NL,houstty01,1625000
1992,OAK,AL,bordimi01,185000
1999,FLO,NL,edmonbr01,240000
1998,OAK,AL,stairma01,325000
2008,HOU,NL,wrighwe01,390000
1996,HOU,NL,cangejo01,280000
2000,TOR,AL,fletcda01,2500000
1995,ATL,NL,justida01,5200000
1993,PHI,NL,anderla02,700000
2001,TBA,AL,guzmaju01,6000000
2009,CHN,NL,fontemi01,430000
1992,CHA,AL,drahmbr01,130000
1985,PIT,NL,rhoderi01,645000
1999,BOS,AL,daubabr01,215000
1990,MIN,AL,gaettga01,500000
1995,ATL,NL,averyst01,4000000
2011,LAN,NL,garlajo01,4442023
2001,TOR,AL,castial01,725000
1985,SFN,NL,brenlbo01,385000
1997,KCA,AL,huismri01,165000
1997,PHI,NL,moranmi01,1850000
2008,WAS,NL,loducpa01,5000000
2008,PHI,NL,jenkige01,5000000
1994,FLO,NL,gardnma01,400000
2006,HOU,NL,buchhta01,327000
1999,SDN,NL,micelda01,1100000
1997,MON,NL,santafp01,212500
1993,MON,NL,lakerti01,113500
1990,NYN,NL,strawda01,1850000
1997,ML4,AL,mcandja01,155000
1986,OAK,AL,hendest01,200000
2001,CIN,NL,youngdm01,3500000
2009,PHI,NL,myersbr01,12083333
2008,LAN,NL,jonesan01,14726910
2003,MON,NL,biddlro01,320000
2009,CLE,AL,peraljh01,3650000
1989,KCA,AL,wilsowi02,2112205
2006,LAN,NL,pennybr01,5250000
2002,TOR,AL,cassisc01,200000
1999,LAN,NL,karroer01,5500000
2010,OAK,AL,gaudich01,700000
2011,KCA,AL,francje01,2000000
1990,SDN,NL,corajo01,100000
1999,CIN,NL,reyesde01,202000
1987,PHI,NL,aguaylu01,325000
1998,SDN,NL,spencst02,170000
2000,SEA,AL,buhneja01,1450000
2001,ANA,AL,barteki01,270000
2000,OAK,AL,mahayro01,217000
1985,ATL,NL,barkele01,870000
1985,ATL,NL,bedrost01,550000
1985,ATL,NL,benedbr01,545000
1985,ATL,NL,campri01,633333
1985,ATL,NL,ceronri01,625000
1985,ATL,NL,chambch01,800000
1985,ATL,NL,dedmoje01,150000
1985,ATL,NL,forstte01,483333
1985,ATL,NL,garbege01,772000
1985,ATL,NL,harpete01,250000
1985,ATL,NL,hornebo01,1500000
1985,ATL,NL,hubbagl01,455000
1985,ATL,NL,mahleri01,407500
1985,ATL,NL,mcmurcr01,275000
1985,ATL,NL,mumphje01,775000
1985,ATL,NL,murphda05,1625000
1985,ATL,NL,oberkke01,616667
1985,ATL,NL,perezpa01,450000
1985,ATL,NL,perryge01,120000
1985,ATL,NL,ramirra01,750000
1985,ATL,NL,suttebr01,1354167
1985,ATL,NL,washicl01,800000
1985,BAL,AL,boddimi01,625000
1985,BAL,AL,dauerri01,480000
1985,BAL,AL,davisst02,437500
1985,BAL,AL,dempsri01,512500
1985,BAL,AL,dwyerji01,375000
1985,BAL,AL,flanami01,641667
1985,BAL,AL,fordda01,450000
1985,BAL,AL,grosswa01,483333
1985,BAL,AL,lacyle01,725000
1985,BAL,AL,lynnfr01,1090000
1985,BAL,AL,martide01,560000
1985,BAL,AL,martiti01,440000
1985,BAL,AL,mcgresc01,547143
1985,BAL,AL,murraed02,1472819
1985,BAL,AL,nolanjo01,341667
1985,BAL,AL,rayfofl01,128500
1985,BAL,AL,ripkeca01,800000
1985,BAL,AL,roeniga01,558333
1985,BAL,AL,sheetla01,60000
1985,BAL,AL,shelbjo01,130000
1985,BAL,AL,stewasa01,581250
1985,BOS,AL,armasto01,915000
1985,BOS,AL,barrema02,272500
1985,BOS,AL,boggswa01,1000000
1985,BOS,AL,bordiri01,115000
1985,BOS,AL,boydoi01,177500
1985,BOS,AL,bucknbi01,747500
1985,BOS,AL,clearma01,580000
1985,BOS,AL,clemero02,140000
1985,BOS,AL,crawfst01,160000
1985,BOS,AL,easlemi01,650000
1985,BOS,AL,evansdw01,800000
1985,BOS,AL,gedmari01,477500
1985,BOS,AL,gutieja01,130000
1985,BOS,AL,hoffmgl01,335000
1985,BOS,AL,hurstbr01,300000
1985,BOS,AL,juraked01,125000
1985,BOS,AL,kisonbr01,370000
1985,BOS,AL,milleri01,275000
1985,BOS,AL,nichore01,260000
1985,BOS,AL,nippeal01,165000
1985,BOS,AL,ojedabo01,240000
1985,BOS,AL,remyje01,483333
1985,BOS,AL,riceji01,779227
1985,BOS,AL,stanlbo01,1075000
1985,BOS,AL,staplda01,325000
1985,CAL,AL,boonebo01,883000
1985,CAL,AL,burleri01,856667
1985,CAL,AL,candejo01,612500
1985,CAL,AL,carewro01,875000
1985,CAL,AL,clibust02,60000
1985,CAL,AL,decindo01,1100000
1985,CAL,AL,downibr01,808333
1985,CAL,AL,forscke01,633333
1985,CAL,AL,grichbo01,700000
1985,CAL,AL,hollaal01,625000
1985,CAL,AL,jacksre01,1058894
2000,ANA,AL,anderga01,3250000
2000,ANA,AL,belchti01,4600000
2000,ANA,AL,botteke01,4000000
2000,ANA,AL,clemeed02,215000
2000,ANA,AL,colanmi01,200000
2000,ANA,AL,davanje02,200000
2000,ANA,AL,dicksja01,375000
2000,ANA,AL,disarga01,3225000
2000,ANA,AL,erstada01,2500000
2000,ANA,AL,fyhrimi01,210000
2000,ANA,AL,gilbe01,225000
2000,ANA,AL,glaustr01,275000
2000,ANA,AL,hasegsh01,900000
2000,ANA,AL,hillke01,5600000
2000,ANA,AL,kennead01,202500
2000,ANA,AL,levinal01,275000
2000,ANA,AL,merckke01,850000
2000,ANA,AL,molinbe01,210000
2000,ANA,AL,ortizra01,207500
2000,ANA,AL,palmeor01,550000
2000,ANA,AL,percitr01,2350000
2000,ANA,AL,petkoma01,1512500
2000,ANA,AL,potelo01,207500
2000,ANA,AL,salmoti01,6000000
2000,ANA,AL,schoesc01,210000
2000,ANA,AL,spiezsc01,600000
2000,ANA,AL,turnbde01,200000
2000,ANA,AL,vaughmo01,11166667
2000,ANA,AL,walbema01,925000
2000,ANA,AL,washbja01,222500
2000,ARI,NL,anderbr02,2250000
2000,ARI,NL,bellja01,7000000
2000,ARI,NL,colbrgr01,1005000
2000,ARI,NL,daalom01,5625000
2000,ARI,NL,delluda01,312500
2000,ARI,NL,durazer01,260000
2000,ARI,NL,finlest01,5375000
2000,ARI,NL,foxan01,750000
2000,ARI,NL,friasha01,243500
2000,ARI,NL,gilkebe01,5250000
2000,ARI,NL,gonzalu01,3333333
2000,ARI,NL,harrile01,1100000
2000,ARI,NL,holmeda01,1916667
2000,ARI,NL,johnsra05,13350000
2000,ARI,NL,klassda01,215000
2000,ARI,NL,leetr01,500000
2000,ARI,NL,mantema01,2831000
2000,ARI,NL,ordazlu01,215000
2000,ARI,NL,plesada01,1500000
2000,ARI,NL,reynoar02,3375000
2000,ARI,NL,sprinru01,1725000
2000,ARI,NL,stinnke01,1000000
2000,ARI,NL,stottto01,8000000
2000,ARI,NL,swindgr01,1833333
2000,ARI,NL,willima04,8500000
2000,ARI,NL,womacto01,2500000
2000,ATL,NL,bonilbo01,200000
2000,ATL,NL,burkejo03,750000
2000,ATL,NL,chenbr01,207500
2000,ATL,NL,corteda01,200000
2000,ATL,NL,furcara01,200000
2000,ATL,NL,galaran01,8500000
2000,ATL,NL,glavito02,9463237
2000,ATL,NL,jonesan01,3700000
2000,ATL,NL,jonesch06,4750000
2000,ATL,NL,jordabr01,7600000
2000,ATL,NL,joynewa01,3365099
2000,ATL,NL,ligteke01,255000
2000,ATL,NL,lockhke01,1000000
2000,ATL,NL,lopezja01,6250000
2000,ATL,NL,maddugr01,11100000
2000,ATL,NL,mcmicgr01,350000
2000,ATL,NL,millwke01,420000
2000,ATL,NL,mulhote01,2975000
2000,ATL,NL,perezed02,650000
2000,ATL,NL,perezod01,220000
2000,ATL,NL,remlimi01,1400000
2000,ATL,NL,riverlu02,200000
2000,ATL,NL,rockejo01,290000
2000,ATL,NL,sandere02,3700000
2000,ATL,NL,seaneru01,1650000
2000,ATL,NL,smoltjo01,8500000
2000,ATL,NL,verasqu01,3000000
2000,ATL,NL,weisswa01,3000000
2008,KCA,AL,gathrjo01,427000
1991,BOS,AL,kieckda01,167500
2002,FLO,NL,darenvi01,775000
2012,ATL,NL,constjo01,480000
2010,NYA,AL,swishni01,6850000
1993,CHN,NL,myersra01,3833333
1995,CHN,NL,bullesc01,115000
1993,BOS,AL,caldeiv01,109000
1985,CHN,NL,woodsga01,321667
1987,DET,AL,brookto01,360000
2000,SDN,NL,clemema01,600000
1995,ML4,AL,ignasmi01,125000
2011,SEA,AL,raych01,1000000
2008,MIL,NL,grossga01,414000
2010,ARI,NL,drewst01,3400000
2004,NYA,AL,rodrial01,22000000
1994,PHI,NL,jonesdo01,2875000
2005,PHI,NL,burrepa01,7250000
2004,PHI,NL,thomeji01,12166667
1990,SEA,AL,burbada01,100000
2002,ATL,NL,mossda01,215000
1985,CLE,AL,thornan01,1100000
1996,CIN,NL,rijojo01,6150000
1994,LAN,NL,webstmi01,600000
1986,MON,NL,youmafl01,70000
1993,KCA,AL,milleke01,1090000
1989,CAL,AL,schrobi01,372500
2009,LAA,AL,aybarer01,460000
2005,SEA,AL,putzjj01,360000
2008,TEX,AL,brousbe01,3850000
2009,CHN,NL,fukudko01,12500000
2010,PHI,NL,blantjo01,3000000
2001,CLE,AL,nagych01,6000000
2009,BAL,AL,izturce01,2400000
2011,CLE,AL,sippto01,436800
2007,WAS,NL,rauchjo01,455000
2004,DET,AL,johnsja02,3000000
1993,ATL,NL,breamsi01,1600000
1997,DET,AL,moehlbr01,150000
1998,COL,NL,heltoto01,190000
1987,CHN,NL,mumphje01,750000
2002,OAK,AL,venafmi01,812500
1995,OAK,AL,giambja01,109000
