playerid,awardid,yearid,lgid,tie,notes
winfida01,Gold Glove,1980,NL,,ОФ
jayjo01,TSN All-Star,1961,NL,,Привет! Чем я могу вам помочь?
waltebu01,Baseball Magazine All-Star,1940,NL,,Т1
yastrca01,All-Star Game MVP,1970,ML,,
dimagjo01,TSN All-Star,1941,ML,,ОФ
verlaju01,Rookie of the Year,2006,AL,,
soriaal01,Silver Slugger,2002,AL,,Двадцать два
simmoal01,Baseball Magazine All-Star,1931,AL,,LF
justida01,Rookie of the Year,1990,NL,,
heilmha01,Baseball Magazine All-Star,1923,AL,,ОФ
gwynnto01,TSN All-Star,1997,NL,,ОФ
clarkjo01,Pitching Triple Crown,1889,NL,,
grimmch01,Baseball Magazine All-Star,1923,NL,,1Б
glaustr01,Silver Slugger,2000,AL,,3В
ruffire01,Baseball Magazine All-Star,1938,AL,,Т1
maranra01,Baseball Magazine All-Star,1920,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
oneilti01,Triple Crown,1887,AA,,
griffke02,Gold Glove,1995,AL,,ОФ
mathech01,Baseball Magazine All-Star,1914,NL,,P2
rommeed01,Baseball Magazine All-Star,1922,AL,,П3
crowdal01,Baseball Magazine All-Star,1933,AL,,П3
johnsbi03,Baseball Magazine All-Star,1943,ML,,3В
cartega01,Silver Slugger,1985,NL,,C
roberro01,TSN All-Star,1955,ML,,Привет! Чем я могу вам помочь?
evansdw01,Gold Glove,1981,AL,,ОФ
hornsro01,Baseball Magazine All-Star,1920,NL,,Двадцать два
helmsto01,Gold Glove,1971,NL,,Двадцать два
torrejo01,Gold Glove,1965,NL,,C
santoro01,TSN All-Star,1972,NL,,3В
greenha01,Baseball Magazine All-Star,1945,AL,,LF
seweljo01,TSN All-Star,1926,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
fieldce01,TSN All-Star,1991,AL,,1Б
gehrilo01,TSN All-Star,1927,ML,,1Б
dickebi01,Baseball Magazine All-Star,1937,ML,,C
ruffire01,Baseball Magazine All-Star,1941,AL,,П3
slaugen01,Baseball Magazine All-Star,1942,NL,,RF
smithle02,Rolaids Relief Man Award,1992,NL,,
boonebo01,Gold Glove,1988,AL,,C
traynpi01,TSN All-Star,1929,ML,,3В
luzingr01,TSN All-Star,1975,NL,,ОФ
martipe02,TSN All-Star,1998,AL,,Правостороннее движение
mclaide01,TSN All-Star,1969,AL,,Правостороннее движение
rommeed01,Baseball Magazine All-Star,1922,ML,,П3
batteea01,Gold Glove,1961,AL,,C
ruethdu01,Baseball Magazine All-Star,1922,NL,,П3
coopemo01,TSN Guide MVP,1942,NL,,
torrejo01,TSN Major League Player of the Year,1971,ML,,
willibe02,TSN All-Star,2000,AL,,ОФ
whitede03,Gold Glove,1992,AL,,ОФ
schmimi01,Gold Glove,1981,NL,,3В
mclaide01,TSN Pitcher of the Year,1969,AL,,
reardje01,TSN Fireman of the Year,1985,NL,,
willibe02,ALCS MVP,1996,AL,,
larkiba01,TSN All-Star,1998,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
mcmilro01,Gold Glove,1959,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hamptmi01,Silver Slugger,2000,NL,,Привет! Чем я могу вам помочь?
brosisc01,World Series MVP,1998,ML,,
bellge02,TSN All-Star,1986,AL,,ОФ
wagnebi02,Rolaids Relief Man Award,1999,NL,,
quiseda01,TSN Fireman of the Year,1983,AL,,
seaveto01,TSN Pitcher of the Year,1969,NL,,
rodrial01,TSN All-Star,2007,AL,,3В
simmoal01,Baseball Magazine All-Star,1930,ML,,LF
varitja01,Silver Slugger,2005,AL,,C
gonzalu01,TSN All-Star,2001,NL,,ОФ
venturo01,Gold Glove,1996,AL,,3В
leede02,Gold Glove,2007,NL,,1Б
hunteto01,Gold Glove,2003,AL,,ОФ
gracema01,Gold Glove,1993,NL,,1Б
cronijo01,Baseball Magazine All-Star,1932,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
bagweje01,Silver Slugger,1997,NL,,1Б
grovele01,Baseball Magazine All-Star,1933,AL,,Т1
foxne01,Most Valuable Player,1959,AL,,
rodriiv01,Silver Slugger,1999,AL,,C
alexape01,Baseball Magazine All-Star,1923,ML,,П3
johnswa01,Baseball Magazine All-Star,1923,AL,,P4
simmoal01,Baseball Magazine All-Star,1934,ML,,LF
trammal01,World Series MVP,1984,ML,,
yastrca01,TSN All-Star,1965,AL,,ОФ
violafr01,Babe Ruth Award,1987,AL,,Привет! Чем я могу вам помочь?
humeto01,TSN Fireman of the Year,1980,NL,Да.,
biggicr01,Gold Glove,1995,NL,,Двадцать два
mattido01,Gold Glove,1993,AL,,1Б
travice01,Baseball Magazine All-Star,1941,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
cobbty01,Baseball Magazine All-Star,1924,AL,,ЧФ
parkeda01,Gold Glove,1978,NL,,ОФ
speaktr01,Baseball Magazine All-Star,1913,ML,,ОФ
finlest01,Gold Glove,1995,NL,,ОФ
suzukic01,Silver Slugger,2009,AL,,ОФ
vaughar01,Baseball Magazine All-Star,1938,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
wallati01,Gold Glove,1990,NL,,3В
timlimi01,Lou Gehrig Memorial Award,2007,ML,,
speaktr01,Baseball Magazine All-Star,1923,ML,,ОФ
larkiba01,TSN All-Star,1988,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
armasto01,Silver Slugger,1984,AL,,ОФ
ferrida01,TSN All-Star,1945,ML,,Привет! Чем я могу вам помочь?
larkiba01,Silver Slugger,1996,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
smithoz01,TSN All-Star,1984,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
doerrbo01,Baseball Magazine All-Star,1946,ML,,Двадцать два
sosasa01,TSN All-Star,1999,NL,,ОФ
hartnga01,Baseball Magazine All-Star,1932,NL,,C
gomezle01,Baseball Magazine All-Star,1937,AL,,Т1
schmimi01,TSN All-Star,1983,NL,,3В
vaughhi01,Pitching Triple Crown,1918,NL,,
martied01,Silver Slugger,1992,AL,,3В
bluevi01,TSN Pitcher of the Year,1971,AL,,
wanerpa01,Baseball Magazine All-Star,1934,NL,,RF
liebemi01,Gold Glove,1999,NL,,C
musiast01,TSN Major League Player of the Year,1951,ML,,
puckeki01,TSN All-Star,1994,AL,,ОФ
ceronri01,TSN All-Star,1980,AL,,C
knighra01,World Series MVP,1986,ML,,
mcgeewi01,Gold Glove,1986,NL,,ОФ
johnswa01,Baseball Magazine All-Star,1919,ML,,Т1
shantbo01,TSN All-Star,1952,ML,,Привет! Чем я могу вам помочь?
heathje01,Baseball Magazine All-Star,1941,AL,,RF
maddugr01,Gold Glove,2008,NL,,Привет! Чем я могу вам помочь?
perezto01,TSN All-Star,1973,NL,,1Б
seweljo01,Baseball Magazine All-Star,1923,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
batteea01,TSN All-Star,1962,AL,,C
jackstr01,Baseball Magazine All-Star,1928,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
winfida01,Gold Glove,1982,AL,,ОФ
stewada01,Babe Ruth Award,1989,AL,,Привет! Чем я могу вам помочь?
castilu01,Gold Glove,2004,NL,,Двадцать два
johnswa01,Most Valuable Player,1924,AL,,
crandde01,Gold Glove,1960,NL,,C
listapa01,Rookie of the Year,1992,AL,,
wagneho01,Baseball Magazine All-Star,1909,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
archeji01,Baseball Magazine All-Star,1912,ML,,C1
aparilu01,TSN All-Star,1963,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
deandi01,TSN All-Star,1934,ML,,Привет! Чем я могу вам помочь?
schmimi01,TSN All-Star,1979,NL,,3В
wallati01,Gold Glove,1985,NL,,3В
wilsoha01,TSN All-Star,1930,ML,,ОФ
vaughar01,Baseball Magazine All-Star,1936,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
wrighda03,Silver Slugger,2008,NL,,3В
knickbi01,Baseball Magazine All-Star,1934,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
cobbty01,Baseball Magazine All-Star,1910,ML,,RF
coopece01,Gold Glove,1979,AL,,1Б
yastrca01,Triple Crown,1967,AL,,
ottme01,Baseball Magazine All-Star,1938,ML,,RF
hitchst01,NLCS MVP,1998,NL,,
branded01,Baseball Magazine All-Star,1931,NL,,Т1
sievero01,Rookie of the Year,1949,AL,,
howarel01,Gold Glove,1964,AL,,C
applilu01,Baseball Magazine All-Star,1936,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
sweened01,Baseball Magazine All-Star,1910,AL,,С2
freehbi01,Gold Glove,1966,AL,,C
sandbry01,Silver Slugger,1984,NL,,Двадцать два
caminke01,Silver Slugger,1996,NL,,3В
gordojo01,Baseball Magazine All-Star,1948,ML,,Двадцать два
pettian01,ALCS MVP,2001,AL,,
ruelmu01,Baseball Magazine All-Star,1927,AL,,C
schmimi01,TSN All-Star,1976,NL,,3В
gomezle01,TSN All-Star,1938,ML,,Привет! Чем я могу вам помочь?
norrimi01,Gold Glove,1980,AL,,Привет! Чем я могу вам помочь?
bluevi01,TSN All-Star,1978,NL,,ЛКП
whitede03,Gold Glove,1988,AL,,ОФ
mondera01,Gold Glove,1997,NL,,ОФ
aaronha01,TSN All-Star,1959,ML,,ОФ
dimagjo01,Most Valuable Player,1941,AL,,
wakefdi01,Baseball Magazine All-Star,1943,AL,,RF
ruthba01,Baseball Magazine All-Star,1921,AL,,ОФ
thomair01,Baseball Magazine All-Star,1911,AL,,C1
riverma01,TSN Reliever of the Year,2004,AL,Да.,
santajo01,TSN Pitcher of the Year,2006,AL,,
marquru01,Baseball Magazine All-Star,1911,NL,,P2
rosepe01,Most Valuable Player,1973,NL,,
piazzmi01,TSN All-Star,1999,NL,,C
guerrvl01,Silver Slugger,2000,NL,,ОФ
dempsri01,World Series MVP,1983,ML,,
schmimi01,TSN All-Star,1982,NL,,3В
simmoal01,Baseball Magazine All-Star,1927,ML,,ЧФ
cartega01,TSN All-Star,1982,NL,,C
hamptmi01,TSN Pitcher of the Year,1999,NL,,
larkiba01,Silver Slugger,1988,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
jackstr01,TSN All-Star,1928,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
gehrilo01,Baseball Magazine All-Star,1928,ML,,1Б
martipe02,TSN Pitcher of the Year,2000,AL,,
ripkeca01,Silver Slugger,1993,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
molitpa01,Branch Rickey Award,1998,ML,,
verlaju01,TSN Pitcher of the Year,2012,AL,Да.,
deandi01,Baseball Magazine All-Star,1933,ML,,P4
ruthba01,Baseball Magazine All-Star,1923,AL,,ОФ
hermabi01,TSN All-Star,1943,ML,,Двадцать два
wertzvi01,Baseball Magazine All-Star,1949,AL,,RF
carewro01,TSN Major League Player of the Year,1977,ML,,
pujolal01,TSN All-Star,2004,NL,,1Б
righeda01,TSN Fireman of the Year,1987,AL,Да.,
piazzmi01,TSN All-Star,2001,NL,,C
daubeja01,Baseball Magazine All-Star,1913,NL,,1Б
sandbry01,Gold Glove,1985,NL,,Двадцать два
cochrmi01,TSN All-Star,1930,ML,,C
friscfr01,TSN All-Star,1931,ML,,Двадцать два
righeda01,Rolaids Relief Man Award,1987,AL,,
ruffire01,Baseball Magazine All-Star,1939,AL,,P2
knoopbo01,Gold Glove,1967,AL,,Двадцать два
vanceda01,TSN All-Star,1925,ML,,Привет! Чем я могу вам помочь?
peavyja01,Cy Young Award,2007,NL,,
mathech01,Baseball Magazine All-Star,1913,ML,,P2
terrybi01,Baseball Magazine All-Star,1935,NL,,1Б
gedmari01,TSN All-Star,1986,AL,,C
jonesan01,Gold Glove,1999,NL,,ОФ
langsma01,Gold Glove,1995,AL,,Привет! Чем я могу вам помочь?
gwynnto01,Silver Slugger,1997,NL,,ОФ
rixeyep01,Baseball Magazine All-Star,1922,ML,,P2
carltst01,Cy Young Award,1982,NL,,
rosepe01,Silver Slugger,1981,NL,,1Б
lopezal01,Baseball Magazine All-Star,1945,NL,,C
turlebo01,TSN All-Star,1958,ML,,Привет! Чем я могу вам помочь?
ripkeca01,TSN All-Star,1985,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hershor01,NLCS MVP,1988,NL,,
bondsba01,Most Valuable Player,2004,NL,,
zimmehe01,Baseball Magazine All-Star,1917,ML,,3В
piercbi02,TSN Pitcher of the Year,1957,AL,,
snowjt01,Gold Glove,1997,NL,,1Б
clemero02,Cy Young Award,1991,AL,,
alexape01,Baseball Magazine All-Star,1913,NL,,P2
wilsoji01,Baseball Magazine All-Star,1929,NL,,C
burnsge01,Baseball Magazine All-Star,1914,NL,,ОФ
edmonji01,TSN All-Star,1995,AL,Да.,ОФ
beltrad01,Silver Slugger,2011,AL,,3В
mantlmi01,Hutch Award,1965,ML,,
dickera01,Cy Young Award,2012,NL,,
fregoji01,TSN All-Star,1964,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
kalinal01,TSN Player of the Year,1963,AL,,
scottmi03,NLCS MVP,1986,NL,,
kleinch01,Baseball Magazine All-Star,1932,ML,,RF
smoltjo01,TSN All-Star,1996,NL,,Правостороннее движение
olivato01,TSN Player of the Year,1971,AL,,
gehrilo01,Baseball Magazine All-Star,1936,ML,,1Б
bluegos01,Baseball Magazine All-Star,1925,AL,,3В
johnsho01,Silver Slugger,1991,NL,,3В
hershor01,Babe Ruth Award,1988,NL,,Привет! Чем я могу вам помочь?
travice01,Baseball Magazine All-Star,1941,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
jossad01,Baseball Magazine All-Star,1908,AL,,P4
cochrmi01,Baseball Magazine All-Star,1931,ML,,C
bakerfr01,Baseball Magazine All-Star,1914,ML,,3В
munsoth01,Gold Glove,1973,AL,,C
johnsra05,Cy Young Award,1995,AL,,
reesepe01,Lou Gehrig Memorial Award,1956,ML,,
larocad01,Silver Slugger,2012,NL,,1Б
terrybi01,Baseball Magazine All-Star,1930,NL,,1Б
medwijo01,Baseball Magazine All-Star,1937,NL,,LF
willsma01,Gold Glove,1961,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
collied01,Baseball Magazine All-Star,1919,ML,,Двадцать два
bondsba01,Most Valuable Player,1993,NL,,
clemero01,Babe Ruth Award,1971,NL,,ОФ
felscha01,Baseball Magazine All-Star,1917,AL,,ОФ
gehrilo01,Baseball Magazine All-Star,1934,ML,,1Б
dimagjo01,TSN All-Star,1939,ML,,ОФ
soriaal01,TSN All-Star,2004,AL,,Двадцать два
schmimi01,Gold Glove,1978,NL,,3В
karroer01,Silver Slugger,1995,NL,,1Б
griffke02,Gold Glove,1991,AL,,ОФ
scheiri01,TSN All-Star,1972,AL,,ОФ
bibbyji01,TSN All-Star,1980,NL,,Правостороннее движение
willibi01,TSN All-Star,1968,NL,,ОФ
wrighda03,Gold Glove,2008,NL,,3В
gehrich01,Baseball Magazine All-Star,1938,ML,,Двадцать два
erstada01,Gold Glove,2004,AL,,1Б
ferrewe01,TSN All-Star,1930,ML,,Привет! Чем я могу вам помочь?
posadjo01,Silver Slugger,2002,AL,,C
robinbr01,TSN All-Star,1968,AL,,3В
herrto01,TSN All-Star,1985,NL,,Двадцать два
smithea02,Baseball Magazine All-Star,1925,NL,,С2
kellge01,TSN All-Star,1950,ML,,3В
gordojo01,Baseball Magazine All-Star,1940,ML,,Двадцать два
youngcy01,Baseball Magazine All-Star,1908,ML,,П3
johnsra05,Cy Young Award,1999,NL,,
scottge02,Gold Glove,1973,AL,,1Б
forscbo01,Silver Slugger,1980,NL,,Привет! Чем я могу вам помочь?
lollash01,Gold Glove,1958,AL,,C
ottme01,Baseball Magazine All-Star,1935,NL,,RF
wingoiv01,Baseball Magazine All-Star,1919,NL,,C
belanma01,TSN All-Star,1976,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
slaugen01,TSN All-Star,1942,ML,,ОФ
butlebr01,Lou Gehrig Memorial Award,1996,ML,,
hernake01,Gold Glove,1986,NL,,1Б
benchjo01,TSN All-Star,1973,NL,,C
gracema01,Gold Glove,1992,NL,,1Б
walshed01,Baseball Magazine All-Star,1910,AL,,Т1
kaatji01,TSN All-Star,1975,AL,,ЛКП
parkeda01,Most Valuable Player,1978,NL,,
alexape01,Baseball Magazine All-Star,1920,NL,,Т1
simmote01,TSN All-Star,1978,NL,,C
davisgl01,Silver Slugger,1986,NL,,1Б
hermabi01,Baseball Magazine All-Star,1943,ML,,Двадцать два
lyonste01,Baseball Magazine All-Star,1927,ML,,P2
russeje01,Rolaids Relief Man Award,1989,AL,,
rodrial01,TSN All-Star,2003,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
applilu01,TSN All-Star,1943,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
spencji01,Gold Glove,1970,AL,,1Б
jeterde01,Hank Aaron Award,2006,AL,,
mantlmi01,Most Valuable Player,1957,AL,,
hardeme01,Baseball Magazine All-Star,1934,AL,,П3
coopemo01,Most Valuable Player,1942,NL,,
cochrmi01,TSN All-Star,1928,ML,,C
lasorto01,Branch Rickey Award,2006,ML,,
boggswa01,Silver Slugger,1986,AL,,3В
bresnro01,Baseball Magazine All-Star,1908,ML,,C
reisepe01,Baseball Magazine All-Star,1941,NL,,ЧФ
chaseha01,Baseball Magazine All-Star,1911,AL,,1Б
deandi01,Baseball Magazine All-Star,1934,ML,,Т1
boggswa01,TSN All-Star,1985,AL,,3В
santibe01,Rookie of the Year,1987,NL,,
kaatji01,Gold Glove,1977,NL,,Привет! Чем я могу вам помочь?
torrejo01,TSN All-Star,1971,NL,,3В
montawi01,TSN All-Star,1976,NL,,1Б
voisebi01,TSN Pitcher of the Year,1944,NL,,
willima04,TSN All-Star,1994,NL,,3В
counscr01,NLCS MVP,2001,NL,,
cabremi01,Silver Slugger,2012,AL,,3В
grimebu01,Baseball Magazine All-Star,1918,NL,,P2
hubbeca01,Most Valuable Player,1936,NL,,
rodrial01,Silver Slugger,2000,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
snydefr01,Baseball Magazine All-Star,1922,NL,,C
youngro01,Baseball Magazine All-Star,1920,NL,,ОФ
walkedi02,Baseball Magazine All-Star,1945,NL,,RF
rodriiv01,TSN All-Star,1997,AL,,C
kurowwh01,Baseball Magazine All-Star,1946,NL,,3В
boonebo01,Gold Glove,1986,AL,,C
ottme01,TSN All-Star,1935,ML,,ОФ
mathech01,Baseball Magazine All-Star,1911,ML,,P2
palmeji01,TSN Pitcher of the Year,1975,AL,,
kalinal01,TSN All-Star,1966,AL,,ОФ
delgaca01,Silver Slugger,1999,AL,,1Б
schmimi01,Most Valuable Player,1980,NL,,
estrach01,TSN Pitcher of the Year,1960,AL,,
seweljo01,Baseball Magazine All-Star,1928,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
medwijo01,Baseball Magazine All-Star,1939,NL,,LF
victosh01,Gold Glove,2010,NL,,ОФ
reynoha01,Roberto Clemente Award,1991,ML,,
simmoal01,Baseball Magazine All-Star,1934,AL,,LF
hundlra01,Gold Glove,1967,NL,,C
robinfr02,Babe Ruth Award,1966,AL,,ОФ
malzofr01,Gold Glove,1957,ML,,3В
lopezal01,Baseball Magazine All-Star,1933,NL,,C
ripkeca01,All-Star Game MVP,2001,ML,,
bagbyji01,Baseball Magazine All-Star,1920,AL,,Т1
johnswa01,Baseball Magazine All-Star,1916,AL,,Т1
bushdo01,Baseball Magazine All-Star,1909,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
palmeji01,Cy Young Award,1975,AL,,
maricju01,TSN All-Star,1963,NL,,Привет! Чем я могу вам помочь?
grovele01,Baseball Magazine All-Star,1932,AL,,Т1
reesepe01,TSN All-Star,1953,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
kellge01,Baseball Magazine All-Star,1948,AL,,3В
rizzuph01,TSN All-Star,1949,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
ripkeca01,TSN Major League Player of the Year,1991,ML,,
kaatji01,Gold Glove,1971,AL,,Привет! Чем я могу вам помочь?
ferrewe01,Baseball Magazine All-Star,1929,AL,,P4
kubekto01,Rookie of the Year,1957,AL,,
clarkwi02,Silver Slugger,1991,NL,,1Б
eckerde01,TSN Fireman of the Year,1988,AL,,
wilsoja02,Silver Slugger,2004,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
karroer01,TSN All-Star,1995,NL,,1Б
zitoba01,Hutch Award,2012,ML,,
montgje01,TSN Fireman of the Year,1993,AL,,
smithoz01,Gold Glove,1986,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
smoltjo01,Lou Gehrig Memorial Award,2005,ML,,
danniha01,Baseball Magazine All-Star,1938,NL,,С2
smithoz01,Gold Glove,1987,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
camildo01,Most Valuable Player,1941,NL,,
kluszte01,TSN All-Star,1956,ML,,1Б
puckeki01,TSN All-Star,1986,AL,,ОФ
snidedu01,Baseball Magazine All-Star,1950,NL,,ЧФ
benchjo01,TSN All-Star,1970,NL,,C
fernato01,TSN All-Star,1986,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
burnsge01,Baseball Magazine All-Star,1917,NL,,ОФ
lemonbo01,Baseball Magazine All-Star,1948,AL,,Т1
jansela01,Baseball Magazine All-Star,1950,NL,,П3
hornsro01,Baseball Magazine All-Star,1919,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
koufasa01,TSN Major League Player of the Year,1963,ML,,
johnswa01,Baseball Magazine All-Star,1909,AL,,П3
johnswa01,Baseball Magazine All-Star,1917,AL,,Т1
blairpa01,Gold Glove,1971,AL,,ОФ
stonege01,Baseball Magazine All-Star,1910,AL,,LF
suttebr01,Rolaids Relief Man Award,1982,NL,,
valvejo01,Rolaids Relief Man Award,2007,NL,,
gantro01,Silver Slugger,1991,NL,,ОФ
shockur01,Baseball Magazine All-Star,1923,AL,,P2
gosligo01,TSN All-Star,1926,ML,,ОФ
heltoto01,Silver Slugger,2001,NL,,1Б
robinbr01,TSN All-Star,1962,AL,,3В
sabatcc01,TSN Pitcher of the Year,2007,AL,,
kubekto01,TSN All-Star,1961,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hubbske01,Gold Glove,1962,NL,,Двадцать два
suzukic01,All-Star Game MVP,2007,ML,,
schmimi01,Silver Slugger,1982,NL,,3В
freehbi01,TSN All-Star,1971,AL,,C
gibsobo01,Cy Young Award,1970,NL,,
musiast01,TSN Player of the Year,1957,NL,,
mcgrifr01,All-Star Game MVP,1994,ML,,
niekrph01,Gold Glove,1978,NL,,Привет! Чем я могу вам помочь?
vizquom01,Gold Glove,1993,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
foxne01,TSN All-Star,1959,ML,,Двадцать два
traynpi01,Baseball Magazine All-Star,1927,ML,,3В
palmera01,Gold Glove,1999,AL,,1Б
yastrca01,Gold Glove,1977,AL,,ОФ
riverma01,TSN All-Star,2005,AL,Да.,РП
aparilu01,Rookie of the Year,1956,AL,,
vanslan01,Gold Glove,1989,NL,,ОФ
daviswi02,TSN All-Star,1971,NL,,ОФ
whitefr01,Gold Glove,1979,AL,,Двадцать два
dimagjo01,TSN All-Star,1942,ML,,ОФ
slaugen01,Baseball Magazine All-Star,1948,NL,,ЧФ
medwijo01,TSN All-Star,1939,ML,,ОФ
hamptmi01,Gold Glove,2003,NL,,Привет! Чем я могу вам помочь?
maddoga01,Gold Glove,1976,NL,,ОФ
dawsoan01,Gold Glove,1987,NL,,ОФ
sandbry01,TSN All-Star,1988,NL,,Двадцать два
camparo01,Baseball Magazine All-Star,1950,NL,,C
benchjo01,Gold Glove,1971,NL,,C
murphda05,Gold Glove,1983,NL,,ОФ
rixeyep01,Baseball Magazine All-Star,1925,NL,,P4
hubbeca01,Baseball Magazine All-Star,1937,NL,,Т1
suttebr01,TSN Fireman of the Year,1984,NL,,
larkiba01,TSN All-Star,1991,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
lylesp01,TSN Fireman of the Year,1972,AL,,
castivi02,Silver Slugger,1998,NL,,3В
gardnla01,Baseball Magazine All-Star,1921,AL,,3В
dawsoan01,Gold Glove,1984,NL,,ОФ
wheatza01,Baseball Magazine All-Star,1913,NL,,ОФ
piazzmi01,All-Star Game MVP,1996,ML,,
grantmu01,TSN Pitcher of the Year,1965,AL,,
cartejo01,TSN All-Star,1991,AL,,ОФ
grimebu01,Baseball Magazine All-Star,1921,NL,,Т1
camermi01,Gold Glove,2003,AL,,ОФ
gwynnto01,Silver Slugger,1989,NL,,ОФ
gibsobo01,TSN Pitcher of the Year,1968,NL,,
saxst01,Rookie of the Year,1982,NL,,
cuyleki01,Baseball Magazine All-Star,1936,NL,,ЧФ
willite01,Baseball Magazine All-Star,1947,ML,,LF
mayswi01,TSN All-Star,1959,ML,,ОФ
bondsba01,Silver Slugger,1991,NL,,ОФ
canoro01,Silver Slugger,2012,AL,,Двадцать два
rodriiv01,Silver Slugger,1998,AL,,C
hodgegi01,Gold Glove,1957,ML,,1Б
dimagjo01,Baseball Magazine All-Star,1939,ML,,ЧФ
rogerke01,Gold Glove,2004,AL,,Привет! Чем я могу вам помочь?
thomafr04,Silver Slugger,1994,AL,,1Б
koufasa01,Pitching Triple Crown,1963,NL,,
mcinnst01,Baseball Magazine All-Star,1915,AL,,1Б
yeagest01,World Series MVP,1981,ML,Да.,
hallaro01,TSN Pitcher of the Year,2003,AL,,
cochrmi01,TSN All-Star,1929,ML,,C
johnsde01,TSN All-Star,1965,NL,,3В
riceji01,TSN All-Star,1977,AL,,ОФ
hislela01,TSN All-Star,1978,AL,,ОФ
winfida01,Babe Ruth Award,1992,AL,,ОФ
berkmla01,TSN All-Star,2006,NL,Да.,ОФ
davisgl01,Lou Gehrig Memorial Award,1990,ML,,
gonzaju03,Silver Slugger,1997,AL,,ОФ
