managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
watkibi01m,1888,KC2,AA,3,25,8,17,8,Машина хорошо работает и не требует ремонта.
houkra01m,1972,NYA,AL,1,155,79,76,4,Машина хорошо работает и не требует ремонта.
houkra01m,1983,BOS,AL,1,162,78,84,6,Машина хорошо работает и не требует ремонта.
littlgr99m,2003,BOS,AL,1,162,95,67,2,Машина хорошо работает и не требует ремонта.
richapa01m,1952,CHA,AL,1,156,81,73,3,Машина хорошо работает и не требует ремонта.
barnibi01m,1893,LS3,NL,1,126,50,75,11,Машина хорошо работает и не требует ремонта.
stengca01m,1943,BSN,NL,2,107,47,60,6,Машина хорошо работает и не требует ремонта.
hutchfr01m,1961,CIN,NL,1,154,93,61,1,Машина хорошо работает и не требует ремонта.
altobjo01m,1979,SFN,NL,1,140,61,79,4,Машина хорошо работает и не требует ремонта.
donovpa01m,1897,PIT,NL,1,135,60,71,8,Да.
keanejo99m,1965,NYA,AL,1,162,77,85,6,Машина хорошо работает и не требует ремонта.
clarkfr01m,1904,PIT,NL,1,156,87,66,4,Да.
andersp01m,1971,CIN,NL,1,162,79,83,5,Машина хорошо работает и не требует ремонта.
cammebi99m,1876,NY3,NL,1,57,21,35,6,Машина хорошо работает и не требует ремонта.
rignebi01m,1965,CAL,AL,1,162,75,87,7,Машина хорошо работает и не требует ремонта.
seleefr99m,1893,BSN,NL,1,131,86,43,1,Машина хорошо работает и не требует ремонта.
hendrja01m,1918,SLN,NL,1,133,51,78,8,Машина хорошо работает и не требует ремонта.
oatesjo01m,1993,BAL,AL,1,162,85,77,3,Машина хорошо работает и не требует ремонта.
phillle99m,1970,CAL,AL,1,162,86,76,3,Машина хорошо работает и не требует ремонта.
hornsro01m,1933,SLA,AL,3,54,19,33,8,Да.
morgajo01m,1989,BOS,AL,1,162,83,79,3,Машина хорошо работает и не требует ремонта.
gleaski01m,1919,CHA,AL,1,140,88,52,1,Машина хорошо работает и не требует ремонта.
manuech01m,2002,CLE,AL,1,86,39,47,3,Машина хорошо работает и не требует ремонта.
ansonca01m,1880,CHN,NL,1,86,67,17,1,Да.
cayloop99m,1886,CN2,AA,1,141,65,73,5,Машина хорошо работает и не требует ремонта.
coxbo01m,1994,ATL,NL,1,114,68,46,2,Машина хорошо работает и не требует ремонта.
mcguide01m,1908,BOS,AL,1,115,53,62,5,Да.
mackco01m,1907,PHA,AL,1,150,88,57,2,Машина хорошо работает и не требует ремонта.
fitzsfr01m,1944,PHI,NL,1,154,61,92,8,Машина хорошо работает и не требует ремонта.
donovpa01m,1906,BRO,NL,1,153,66,86,5,Да.
rodried02m,2011,FLO,NL,1,71,32,39,5,Машина хорошо работает и не требует ремонта.
wilsoji01m,1934,PHI,NL,1,149,56,93,7,Да.
wilheka01m,1921,PHI,NL,2,67,26,41,8,Да.
willsma01m,1981,SEA,AL,1,25,6,18,6,Машина хорошо работает и не требует ремонта.
gibsoge01m,1933,PIT,NL,1,154,87,67,2,Машина хорошо работает и не требует ремонта.
dykesji01m,1939,CHA,AL,1,155,85,69,4,Да.
altobjo01m,1984,BAL,AL,1,162,85,77,5,Машина хорошо работает и не требует ремонта.
torrejo01m,1982,ATL,NL,1,162,89,73,1,Машина хорошо работает и не требует ремонта.
larusto01m,1982,CHA,AL,1,162,87,75,3,Машина хорошо работает и не требует ремонта.
tannech01m,1982,PIT,NL,1,162,84,78,4,Машина хорошо работает и не требует ремонта.
shottbu01m,1934,CIN,NL,2,1,1,0,8,Машина хорошо работает и не требует ремонта.
phillho99m,1885,PT1,AA,1,111,56,55,3,Машина хорошо работает и не требует ремонта.
fergubo01m,1880,TRN,NL,1,83,41,42,4,Да.
smithma01m,1955,PHI,NL,1,154,77,77,4,Машина хорошо работает и не требует ремонта.
stanked01m,1953,SLN,NL,1,157,83,71,3,Да.
tinkejo01m,1916,CHN,NL,1,156,67,86,5,Да.
lachere01m,1982,SEA,AL,1,162,76,86,4,Машина хорошо работает и не требует ремонта.
martibi02m,1982,OAK,AL,1,162,68,94,5,Машина хорошо работает и не требует ремонта.
houkra01m,1966,NYA,AL,2,140,66,73,10,Машина хорошо работает и не требует ремонта.
smithma01m,1956,PHI,NL,1,154,71,83,5,Машина хорошо работает и не требует ремонта.
stanked01m,1977,TEX,AL,2,1,1,0,2,Машина хорошо работает и не требует ремонта.
bruckea01m,1952,CIN,NL,2,5,3,2,6,Машина хорошо работает и не требует ремонта.
haneyfr01m,1957,ML1,NL,1,155,95,59,1,Машина хорошо работает и не требует ремонта.
dressch01m,1957,WS1,AL,1,20,4,16,8,Машина хорошо работает и не требует ремонта.
aloufe01m,1992,MON,NL,2,125,70,55,2,Машина хорошо работает и не требует ремонта.
tannech01m,1981,PIT,NL,1,103,46,56,4,Машина хорошо работает и не требует ремонта.
friscfr01m,1944,PIT,NL,1,158,90,63,2,Машина хорошо работает и не требует ремонта.
zimmedo01m,1988,CHN,NL,1,163,77,85,4,Машина хорошо работает и не требует ремонта.
fergubo01m,1875,HR1,NA,1,86,54,28,3,Да.
hanlone01m,1889,PIT,NL,3,46,26,18,5,Да.
lemonbo01m,1977,CHA,AL,1,162,90,72,3,Машина хорошо работает и не требует ремонта.
vukovjo01m,1988,PHI,NL,2,9,5,4,6,Машина хорошо работает и не требует ремонта.
bragabo01m,1963,ML1,NL,1,163,84,78,6,Машина хорошо работает и не требует ремонта.
burkeji01m,1905,SLN,NL,2,90,34,56,6,Да.
joosted01m,1954,PHA,AL,1,156,51,103,8,Да.
valenbo02m,1996,NYN,NL,2,31,12,19,4,Машина хорошо работает и не требует ремонта.
parrila01m,1998,DET,AL,2,25,13,12,5,Машина хорошо работает и не требует ремонта.
clarkfr01m,1911,PIT,NL,1,156,85,69,3,Да.
melvibo01m,2011,OAK,AL,2,99,47,52,4,Машина хорошо работает и не требует ремонта.
williji03m,1988,TOR,AL,1,162,87,75,3,Машина хорошо работает и не требует ремонта.
mackco01m,1917,PHA,AL,1,154,55,98,8,Машина хорошо работает и не требует ремонта.
nixonru01m,1990,ATL,NL,1,65,25,40,6,Машина хорошо работает и не требует ремонта.
barroed99m,1919,BOS,AL,1,138,66,71,6,Машина хорошо работает и не требует ремонта.
mckecbi01m,1945,CIN,NL,1,154,61,93,7,Машина хорошо работает и не требует ремонта.
rowlapa99m,1917,CHA,AL,1,156,100,54,1,Машина хорошо работает и не требует ремонта.
speaktr01m,1921,CLE,AL,1,154,94,60,2,Да.
freyji99m,1985,CHN,NL,1,162,77,84,4,Машина хорошо работает и не требует ремонта.
jonesfi01m,1914,SLF,FL,2,40,12,26,8,Да.
matheed01m,1972,ATL,NL,2,50,23,27,4,Машина хорошо работает и не требует ремонта.
melvibo01m,2009,ARI,NL,1,29,12,17,4,Машина хорошо работает и не требует ремонта.
tracyji01m,2004,LAN,NL,1,162,93,69,1,Машина хорошо работает и не требует ремонта.
riddogr99m,1991,SDN,NL,1,162,84,78,3,Машина хорошо работает и не требует ремонта.
boudrlo01m,1960,CHN,NL,2,139,54,83,7,Машина хорошо работает и не требует ремонта.
greenda02m,1995,NYN,NL,1,144,69,75,2,Машина хорошо работает и не требует ремонта.
mannija01m,1877,CN1,NL,3,20,7,12,6,Да.
howsedi01m,1984,KCA,AL,1,162,84,78,1,Машина хорошо работает и не требует ремонта.
boyerke01m,1979,SLN,NL,1,163,86,76,3,Машина хорошо работает и не требует ремонта.
hutchfr01m,1959,CIN,NL,2,74,39,35,5,Машина хорошо работает и не требует ремонта.
kellyto01m,1989,MIN,AL,1,162,80,82,5,Машина хорошо работает и не требует ремонта.
dressch01m,1964,DET,AL,1,163,85,77,4,Машина хорошо работает и не требует ремонта.
mcveyca01m,1878,CN1,NL,1,61,37,23,2,Да.
gardnbi02m,1987,KCA,AL,1,126,62,64,2,Машина хорошо работает и не требует ремонта.
gibsoge01m,1922,PIT,NL,1,65,32,33,3,Машина хорошо работает и не требует ремонта.
mcnamjo99m,1988,BOS,AL,1,85,43,42,1,Машина хорошо работает и не требует ремонта.
lucchfr99m,1972,PHI,NL,1,76,26,50,6,Машина хорошо работает и не требует ремонта.
malonfe01m,1873,PH2,NA,1,10,8,2,2,Да.
robinwi01m,1914,BRO,NL,1,154,75,79,5,Машина хорошо работает и не требует ремонта.
morrijo01m,1885,BSN,NL,1,113,46,66,5,Да.
mackco01m,1924,PHA,AL,1,152,71,81,5,Машина хорошо работает и не требует ремонта.
foutzda01m,1894,BRO,NL,1,135,70,61,5,Да.
lanieha01m,1988,HOU,NL,1,162,82,80,5,Машина хорошо работает и не требует ремонта.
rolfere01m,1952,DET,AL,1,73,23,49,8,Машина хорошо работает и не требует ремонта.
wathajo01m,1991,KCA,AL,1,37,15,22,6,Машина хорошо работает и не требует ремонта.
oneilst01m,1948,DET,AL,1,154,78,76,5,Машина хорошо работает и не требует ремонта.
hornsro01m,1927,NY1,NL,2,33,22,10,3,Да.
showabu99m,1999,ARI,NL,1,162,100,62,1,Машина хорошо работает и не требует ремонта.
mcclell01m,2002,PIT,NL,1,161,72,89,4,Машина хорошо работает и не требует ремонта.
guilloz01m,2007,CHA,AL,1,162,72,90,4,Машина хорошо работает и не требует ремонта.
mcnamjo99m,1986,BOS,AL,1,161,95,66,1,Машина хорошо работает и не требует ремонта.
mckecbi01m,1936,BSN,NL,1,157,71,83,6,Машина хорошо работает и не требует ремонта.
robinfr02m,1977,CLE,AL,1,57,26,31,5,Машина хорошо работает и не требует ремонта.
mckecbi01m,1934,BSN,NL,1,152,78,73,4,Машина хорошо работает и не требует ремонта.
larusto01m,1994,OAK,AL,1,114,51,63,2,Машина хорошо работает и не требует ремонта.
sveumda01m,2012,CHN,NL,1,162,61,101,5,Машина хорошо работает и не требует ремонта.
hutchfr01m,1957,SLN,NL,1,154,87,67,2,Машина хорошо работает и не требует ремонта.
lamonge01m,1995,CHA,AL,1,31,11,20,3,Машина хорошо работает и не требует ремонта.
ozarkda99m,1977,PHI,NL,1,162,101,61,1,Машина хорошо работает и не требует ремонта.
knighra01m,1997,CIN,NL,1,99,43,56,3,Машина хорошо работает и не требует ремонта.
griffcl01m,1903,NYA,AL,1,136,72,62,4,Да.
bakerdu01m,1993,SFN,NL,1,162,103,59,2,Машина хорошо работает и не требует ремонта.
krolja99m,1980,SLN,NL,2,1,0,1,4,Машина хорошо работает и не требует ремонта.
houkra01m,1961,NYA,AL,1,163,109,53,1,Машина хорошо работает и не требует ремонта.
mauchge01m,1966,PHI,NL,1,162,87,75,4,Машина хорошо работает и не требует ремонта.
willidi02m,1971,OAK,AL,1,161,101,60,1,Машина хорошо работает и не требует ремонта.
tennefr02m,1905,BSN,NL,1,156,51,103,7,Да.
ozarkda99m,1973,PHI,NL,1,162,71,91,6,Машина хорошо работает и не требует ремонта.
virdobi01m,1978,HOU,NL,1,162,74,88,5,Машина хорошо работает и не требует ремонта.
stengca01m,1962,NYN,NL,1,161,40,120,10,Машина хорошо работает и не требует ремонта.
irwinar01m,1895,PHI,NL,1,133,78,53,3,Машина хорошо работает и не требует ремонта.
mcbrige01m,1921,WS1,AL,1,154,80,73,4,Машина хорошо работает и не требует ремонта.
unglabo01m,1907,BOS,AL,3,29,9,20,7,Да.
gardnbi02m,1981,MIN,AL,2,73,30,43,4,Машина хорошо работает и не требует ремонта.
stallge01m,1920,BSN,NL,1,153,62,90,7,Машина хорошо работает и не требует ремонта.
holliho01m,1875,WS6,NA,1,20,4,16,10,Да.
farrejo03m,2012,TOR,AL,1,162,73,89,4,Машина хорошо работает и не требует ремонта.
mclarjo99m,2007,SEA,AL,2,84,43,41,2,Машина хорошо работает и не требует ремонта.
watkibi01m,1887,DTN,NL,1,127,79,45,1,Машина хорошо работает и не требует ремонта.
stallge01m,1901,DET,AL,1,136,74,61,3,Машина хорошо работает и не требует ремонта.
tracyji01m,2003,LAN,NL,1,162,85,77,2,Машина хорошо работает и не требует ремонта.
mooreja01m,1985,OAK,AL,1,162,77,85,5,Машина хорошо работает и не требует ремонта.
shannda01m,1889,LS2,AA,3,58,10,46,8,Да.
herzowh01m,1981,SLN,NL,1,103,59,43,2,Машина хорошо работает и не требует ремонта.
andersp01m,1986,DET,AL,1,162,87,75,3,Машина хорошо работает и не требует ремонта.
fanniji01m,1984,MON,NL,2,30,14,16,5,Машина хорошо работает и не требует ремонта.
lavagco01m,1960,WS1,AL,1,154,73,81,5,Машина хорошо работает и не требует ремонта.
showabu99m,2005,TEX,AL,1,162,79,83,3,Машина хорошо работает и не требует ремонта.
schmegu99m,1888,CN2,AA,1,137,80,54,4,Машина хорошо работает и не требует ремонта.
cronijo01m,1941,BOS,AL,1,155,84,70,2,Да.
rodgebu01m,1980,ML4,AL,3,23,13,10,3,Машина хорошо работает и не требует ремонта.
valenbo02m,2000,NYN,NL,1,162,94,68,2,Машина хорошо работает и не требует ремонта.
rickebr01m,1923,SLN,NL,1,154,79,74,5,Машина хорошо работает и не требует ремонта.
kingcl01m,1970,SFN,NL,1,42,19,23,3,Машина хорошо работает и не требует ремонта.
bellbu01m,2005,KCA,AL,3,112,43,69,5,Машина хорошо работает и не требует ремонта.
grammal01m,1969,PIT,NL,2,5,4,1,3,Машина хорошо работает и не требует ремонта.
meyerbi01m,1950,PIT,NL,1,154,57,96,8,Машина хорошо работает и не требует ремонта.
wrighha01m,1888,PHI,NL,1,132,69,61,3,Машина хорошо работает и не требует ремонта.
melvibo01m,2008,ARI,NL,1,162,82,80,2,Машина хорошо работает и не требует ремонта.
himslve99m,1961,CHN,NL,1,11,5,6,6,Машина хорошо работает и не требует ремонта.
bakerdu01m,2005,CHN,NL,1,162,79,83,4,Машина хорошо работает и не требует ремонта.
hartsro01m,1979,TOR,AL,1,162,53,109,7,Машина хорошо работает и не требует ремонта.
joycebi01m,1898,NY1,NL,3,92,46,39,7,Да.
hanlone01m,1895,BLN,NL,1,132,87,43,1,Машина хорошо работает и не требует ремонта.
willidi02m,1982,SDN,NL,1,162,81,81,4,Машина хорошо работает и не требует ремонта.
kaskoed01m,1972,BOS,AL,1,155,85,70,2,Машина хорошо работает и не требует ремонта.
stengca01m,1940,BSN,NL,1,152,65,87,7,Машина хорошо работает и не требует ремонта.
mutriji99m,1885,NY1,NL,1,112,85,27,2,Машина хорошо работает и не требует ремонта.
blackbu02m,2007,SDN,NL,1,163,89,74,3,Машина хорошо работает и не требует ремонта.
dooinre01m,1911,PHI,NL,1,153,79,73,4,Да.
martibi02m,1969,MIN,AL,1,162,97,65,1,Машина хорошо работает и не требует ремонта.
hanlone01m,1893,BLN,NL,1,130,60,70,8,Машина хорошо работает и не требует ремонта.
pinielo01m,2004,TBA,AL,1,161,70,91,4,Машина хорошо работает и не требует ремонта.
colliji01m,1903,BOS,AL,1,141,91,47,1,Да.
jurgebi01m,1960,BOS,AL,1,42,15,27,7,Машина хорошо работает и не требует ремонта.
gerenbo01m,2010,OAK,AL,1,162,81,81,2,Машина хорошо работает и не требует ремонта.
friscfr01m,1949,CHN,NL,2,104,42,62,8,Машина хорошо работает и не требует ремонта.
shottbu01m,1948,BRO,NL,3,81,48,33,3,Машина хорошо работает и не требует ремонта.
tracyji01m,2010,COL,NL,1,162,83,79,3,Машина хорошо работает и не требует ремонта.
corrapa01m,1979,TEX,AL,1,162,83,79,3,Машина хорошо работает и не требует ремонта.
michage01m,1986,CHN,NL,3,102,46,56,5,Машина хорошо работает и не требует ремонта.
bellbu01m,2007,KCA,AL,1,162,69,93,5,Машина хорошо работает и не требует ремонта.
perezto01m,1993,CIN,NL,1,44,20,24,5,Машина хорошо работает и не требует ремонта.
coxbo01m,2002,ATL,NL,1,161,101,59,1,Машина хорошо работает и не требует ремонта.
coxbo01m,1995,ATL,NL,1,144,90,54,1,Машина хорошо работает и не требует ремонта.
leylaji99m,1991,PIT,NL,1,162,98,64,1,Машина хорошо работает и не требует ремонта.
yostne01m,2010,KCA,AL,2,127,55,72,5,Машина хорошо работает и не требует ремонта.
grimmch01m,1936,CHN,NL,1,154,87,67,3,Да.
malonfe01m,1884,PHU,UA,1,67,21,46,8,Да.
martibu01m,2002,TOR,AL,1,53,20,33,3,Машина хорошо работает и не требует ремонта.
jennihu01m,1913,DET,AL,1,153,66,87,6,Машина хорошо работает и не требует ремонта.
mcnamjo99m,1983,CAL,AL,1,162,70,92,5,Машина хорошо работает и не требует ремонта.
johnsda02m,2011,WAS,NL,3,83,40,43,3,Машина хорошо работает и не требует ремонта.
hutchfr01m,1964,CIN,NL,3,10,6,4,2,Машина хорошо работает и не требует ремонта.
hargrmi01m,1996,CLE,AL,1,161,99,62,1,Машина хорошо работает и не требует ремонта.
wingoiv01m,1916,CIN,NL,2,2,1,1,7,Да.
hanlone01m,1899,BRO,NL,1,150,101,47,1,Машина хорошо работает и не требует ремонта.
mcraeha01m,1994,KCA,AL,1,115,64,51,3,Машина хорошо работает и не требует ремонта.
seleefr99m,1891,BSN,NL,1,140,87,51,1,Машина хорошо работает и не требует ремонта.
traynpi01m,1935,PIT,NL,1,153,86,67,4,Да.
gonzami01m,1940,SLN,NL,2,6,1,5,3,Машина хорошо работает и не требует ремонта.
hattogr01m,1966,HOU,NL,1,163,72,90,8,Машина хорошо работает и не требует ремонта.
stallge01m,1919,BSN,NL,1,140,57,82,6,Машина хорошо работает и не требует ремонта.
southbi01m,1940,SLN,NL,3,111,69,40,3,Машина хорошо работает и не требует ремонта.
irwinar01m,1891,BS2,AA,1,139,93,42,1,Да.
pfefffr01m,1892,LS3,NL,2,100,42,56,9,Да.
westrwe01m,1967,NYN,NL,1,151,57,94,10,Машина хорошо работает и не требует ремонта.
wardjo01m,1893,NY1,NL,1,136,68,64,5,Да.
coxbo01m,2003,ATL,NL,1,162,101,61,1,Машина хорошо работает и не требует ремонта.
collite99m,1998,ANA,AL,1,162,85,77,2,Машина хорошо работает и не требует ремонта.
winebo01m,1985,ATL,NL,2,41,16,25,5,Машина хорошо работает и не требует ремонта.
bicke99m,1884,WS7,AA,2,1,0,1,12,Машина хорошо работает и не требует ремонта.
bladera01m,1940,SLN,NL,1,39,14,24,3,Машина хорошо работает и не требует ремонта.
bakerde01m,1939,DET,AL,1,155,81,73,5,Машина хорошо работает и не требует ремонта.
spaldal01m,1876,CHN,NL,1,66,52,14,1,Да.
davidmo99m,1888,LS2,AA,4,90,34,52,7,Машина хорошо работает и не требует ремонта.
mutriji99m,1888,NY1,NL,1,138,84,47,1,Машина хорошо работает и не требует ремонта.
schmegu99m,1891,CL6,AA,1,138,61,76,6,Машина хорошо работает и не требует ремонта.
lasorto01m,1995,LAN,NL,1,144,78,66,1,Машина хорошо работает и не требует ремонта.
bushdo01m,1933,CIN,NL,1,153,58,94,8,Машина хорошо работает и не требует ремонта.
schmegu99m,1886,SL5,NL,1,126,43,79,6,Машина хорошо работает и не требует ремонта.
mauchge01m,1975,MON,NL,1,162,75,87,5,Машина хорошо работает и не требует ремонта.
leylaji99m,2011,DET,AL,1,162,95,67,1,Машина хорошо работает и не требует ремонта.
schefbo01m,1961,DET,AL,1,163,101,61,2,Машина хорошо работает и не требует ремонта.
mackco01m,1928,PHA,AL,1,153,98,55,2,Машина хорошо работает и не требует ремонта.
sharsbi99m,1888,PH4,AA,1,137,81,52,3,Машина хорошо работает и не требует ремонта.
buckeal99m,1890,CL6,AA,1,80,39,41,2,Машина хорошо работает и не требует ремонта.
vittos01m,1939,CLE,AL,1,154,87,67,3,Машина хорошо работает и не требует ремонта.
dorgami01m,1879,SR1,NL,1,43,17,26,7,Да.
sislege01m,1924,SLA,AL,1,153,74,78,4,Да.
guilloz01m,2006,CHA,AL,1,162,90,72,3,Машина хорошо работает и не требует ремонта.
gastoci01m,1990,TOR,AL,1,162,86,76,2,Машина хорошо работает и не требует ремонта.
kellyto01m,1994,MIN,AL,1,113,53,60,4,Машина хорошо работает и не требует ремонта.
altobjo01m,1978,SFN,NL,1,162,89,73,3,Машина хорошо работает и не требует ремонта.
murtada01m,1957,PIT,NL,2,51,26,25,7,Машина хорошо работает и не требует ремонта.
mckecbi01m,1939,CIN,NL,1,156,97,57,1,Машина хорошо работает и не требует ремонта.
bladera01m,1939,SLN,NL,1,155,92,61,2,Машина хорошо работает и не требует ремонта.
shawkbo01m,1930,NYA,AL,1,154,86,68,3,Машина хорошо работает и не требует ремонта.
parkesa01m,1972,HOU,NL,2,1,1,0,2,Машина хорошо работает и не требует ремонта.
wilsoji01m,1937,PHI,NL,1,155,61,92,7,Да.
brownmo01m,1914,SLF,FL,1,114,50,63,8,Да.
rodgebu01m,1980,ML4,AL,1,47,26,21,3,Машина хорошо работает и не требует ремонта.
alstowa01m,1955,BRO,NL,1,154,98,55,1,Машина хорошо работает и не требует ремонта.
hartnga01m,1939,CHN,NL,1,156,84,70,4,Да.
elliobo01m,1960,KC1,AL,1,155,58,96,8,Машина хорошо работает и не требует ремонта.
pedrial01m,2004,ARI,NL,2,83,22,61,5,Машина хорошо работает и не требует ремонта.
fregoji01m,1981,CAL,AL,1,47,22,25,4,Машина хорошо работает и не требует ремонта.
murtada01m,1973,PIT,NL,2,26,13,13,3,Машина хорошо работает и не требует ремонта.
clarkfr01m,1907,PIT,NL,1,157,91,63,2,Да.
lavagco01m,1961,MIN,AL,1,49,19,30,7,Машина хорошо работает и не требует ремонта.
howleda01m,1930,CIN,NL,1,154,59,95,7,Машина хорошо работает и не требует ремонта.
richapa01m,1960,BAL,AL,1,154,89,65,2,Машина хорошо работает и не требует ремонта.
hitchbi01m,1967,ATL,NL,1,159,77,82,7,Машина хорошо работает и не требует ремонта.
sewellu01m,1949,CIN,NL,2,3,1,2,7,Машина хорошо работает и не требует ремонта.
harribu01m,1929,DET,AL,1,155,70,84,6,Да.
sciosmi01m,2005,LAA,AL,1,162,95,67,1,Машина хорошо работает и не требует ремонта.
michage01m,1982,NYA,AL,2,86,44,42,5,Машина хорошо работает и не требует ремонта.
mcraeha01m,1992,KCA,AL,1,162,72,90,5,Машина хорошо работает и не требует ремонта.
tayloza02m,1946,SLA,AL,2,31,13,17,7,Машина хорошо работает и не требует ремонта.
wrighha01m,1881,BSN,NL,1,83,38,45,6,Машина хорошо работает и не требует ремонта.
wallabo01m,1912,SLA,AL,1,40,12,27,7,Да.
boonebo01m,1997,KCA,AL,1,82,36,46,5,Машина хорошо работает и не требует ремонта.
higgipi01m,1962,BOS,AL,1,160,76,84,8,Машина хорошо работает и не требует ремонта.
vittos01m,1940,CLE,AL,1,155,89,65,2,Машина хорошо работает и не требует ремонта.
lowebo01m,1904,DET,AL,2,78,30,44,7,Да.
rodgebu01m,1992,CAL,AL,1,39,19,20,5,Машина хорошо работает и не требует ремонта.
owenspa99m,1972,PHI,NL,2,80,33,47,6,Машина хорошо работает и не требует ремонта.
prattal01m,1882,PT1,AA,1,79,39,39,4,Машина хорошо работает и не требует ремонта.
barnibi01m,1897,BRO,NL,1,136,61,71,7,Машина хорошо работает и не требует ремонта.
mackco01m,1922,PHA,AL,1,155,65,89,7,Машина хорошо работает и не требует ремонта.
blackbu02m,2010,SDN,NL,1,162,90,72,2,Машина хорошо работает и не требует ремонта.
giffoji99m,1884,IN2,AA,1,87,25,60,11,Машина хорошо работает и не требует ремонта.
barroed99m,1903,DET,AL,1,137,65,71,5,Машина хорошо работает и не требует ремонта.
mcbridi01m,1872,PH1,NA,1,47,30,14,2,Да.
killebi01m,1931,SLA,AL,1,154,63,91,5,Машина хорошо работает и не требует ремонта.
hackech99m,1884,CL2,NL,1,113,35,77,7,Машина хорошо работает и не требует ремонта.
applilu01m,1967,KC1,AL,2,40,10,30,10,Машина хорошо работает и не требует ремонта.
smithma01m,1967,DET,AL,1,163,91,71,2,Машина хорошо работает и не требует ремонта.
comisch01m,1891,SL4,AA,1,141,86,52,2,Да.
mcclell01m,2001,PIT,NL,1,162,62,100,6,Машина хорошо работает и не требует ремонта.
showabu99m,1995,NYA,AL,1,145,79,65,2,Машина хорошо работает и не требует ремонта.
leylaji99m,1995,PIT,NL,1,144,58,86,5,Машина хорошо работает и не требует ремонта.
hoffmgl01m,1998,LAN,NL,2,88,47,41,3,Машина хорошо работает и не требует ремонта.
glassja01m,1892,SLN,NL,1,4,1,3,9,Да.
dressch01m,1955,WS1,AL,1,154,53,101,8,Машина хорошо работает и не требует ремонта.
rodgebu01m,1991,MON,NL,1,49,20,29,6,Машина хорошо работает и не требует ремонта.
bochybr01m,1995,SDN,NL,1,144,70,74,3,Машина хорошо работает и не требует ремонта.
mauchge01m,1977,MIN,AL,1,161,84,77,4,Машина хорошо работает и не требует ремонта.
greenda02m,1979,PHI,NL,2,30,19,11,4,Машина хорошо работает и не требует ремонта.
torboje01m,1978,CLE,AL,1,159,69,90,6,Машина хорошо работает и не требует ремонта.
mcgrajo01m,1923,NY1,NL,1,153,95,58,1,Машина хорошо работает и не требует ремонта.
herzobu01m,1916,CIN,NL,1,84,34,49,7,Да.
fogelho99m,1902,NY1,NL,1,44,18,23,8,Машина хорошо работает и не требует ремонта.
ansonca01m,1888,CHN,NL,1,136,77,58,2,Да.
dykesji01m,1946,CHA,AL,1,30,10,20,5,Машина хорошо работает и не требует ремонта.
stengca01m,1935,BRO,NL,1,154,70,83,5,Машина хорошо работает и не требует ремонта.
girarjo01m,2006,FLO,NL,1,162,78,84,4,Машина хорошо работает и не требует ремонта.
ferrami01m,1986,KCA,AL,2,74,36,38,3,Машина хорошо работает и не требует ремонта.
maddojo99m,2007,TBA,AL,1,162,66,96,5,Машина хорошо работает и не требует ремонта.
tinkejo01m,1914,CHF,FL,1,158,87,67,2,Да.
stovage01m,1914,KCF,FL,1,154,67,84,6,Да.
torrejo01m,2006,NYA,AL,1,162,97,65,1,Машина хорошо работает и не требует ремонта.
lasorto01m,1983,LAN,NL,1,163,91,71,1,Машина хорошо работает и не требует ремонта.
lefebji01m,1990,SEA,AL,1,162,77,85,5,Машина хорошо работает и не требует ремонта.
hobsobu01m,1992,BOS,AL,1,162,73,89,7,Машина хорошо работает и не требует ремонта.
yostne01m,2006,MIL,NL,1,162,75,87,4,Машина хорошо работает и не требует ремонта.
johnswa01m,1931,WS1,AL,1,156,92,62,3,Машина хорошо работает и не требует ремонта.
mcguide01m,1910,CLE,AL,1,161,71,81,5,Да.
skinnbo01m,1969,PHI,NL,1,108,44,64,5,Машина хорошо работает и не требует ремонта.
schefbo01m,1963,DET,AL,1,60,24,36,5,Машина хорошо работает и не требует ремонта.
mcgunbi01m,1891,PIT,NL,2,59,24,33,8,Машина хорошо работает и не требует ремонта.
andersp01m,1983,DET,AL,1,162,92,70,2,Машина хорошо работает и не требует ремонта.
freyji99m,1981,KCA,AL,1,70,30,40,1,Машина хорошо работает и не требует ремонта.
boonebo01m,2003,CIN,NL,1,104,46,58,5,Машина хорошо работает и не требует ремонта.
coombja01m,1919,PHI,NL,1,63,18,44,8,Машина хорошо работает и не требует ремонта.
mauchge01m,1964,PHI,NL,1,162,92,70,2,Машина хорошо работает и не требует ремонта.
robinfr02m,1981,SFN,NL,1,111,56,55,3,Машина хорошо работает и не требует ремонта.
wrighha01m,1892,PHI,NL,1,155,87,66,3,Машина хорошо работает и не требует ремонта.
vernomi01m,1963,WS2,AL,1,40,14,26,10,Машина хорошо работает и не требует ремонта.
herzowh01m,1985,SLN,NL,1,162,101,61,1,Машина хорошо работает и не требует ремонта.
ansonca01m,1885,CHN,NL,1,113,87,25,1,Да.
mccarjo99m,1946,NYA,AL,1,35,22,13,3,Машина хорошо работает и не требует ремонта.
schlala01m,1915,BUF,FL,1,41,13,28,6,Машина хорошо работает и не требует ремонта.
quilifr01m,1974,MIN,AL,1,163,82,80,3,Машина хорошо работает и не требует ремонта.
richapa01m,1957,BAL,AL,1,154,76,76,5,Машина хорошо работает и не требует ремонта.
fogarji01m,1890,PHP,PL,1,16,7,9,5,Да.
