year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1995,NHL,WIN,6,2,4,0,10,20,119,2,0,28,2,8,37,0
1932,NHL,TOR,9,4,5,0,14,18,99,,,,,,,
1976,NHL,TOR,9,4,5,0,31,29,115,0,14,43,1,8,28,0
1972,WHA,LAS,6,2,4,0,16,23,,,4,25,0,9,20,1
1924,NHL,MTL,2,2,0,0,5,2,17,,,,,,,
1975,NHL,NYI,13,7,6,0,43,39,247,0,9,49,2,7,60,1
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1998,NHL,COL,19,11,8,0,56,54,309,0,14,96,3,19,106,2
1989,NHL,EDM,22,16,6,0,93,60,288,0,21,99,2,14,98,4
1979,NHL,TOR,3,0,3,0,8,17,101,0,4,15,0,7,23,0
2008,NHL,NYR,7,3,4,0,11,19,120,2,4,31,1,6,33,0
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1993,NHL,BUF,7,3,4,0,14,14,157,0,4,38,0,6,32,0
1950,NHL,BOS,6,1,4,1,5,17,72,,,,,,,
2005,NHL,SJS,11,6,5,0,29,29,144,2,11,72,2,12,62,0
1986,NHL,EDM,21,16,5,0,87,57,477,4,17,91,1,14,84,5
1981,NHL,CAL,3,0,3,0,5,10,112,2,2,12,0,2,10,0
1976,NHL,PHI,10,4,6,0,27,32,199,4,7,28,1,11,43,1
2003,NHL,OTT,7,3,4,0,11,14,99,0,3,35,0,4,32,0
1969,NHL,OAK,4,0,4,0,6,13,50,,4,,0,2,,1
1987,NHL,STL,10,5,5,0,35,38,321,0,16,71,,12,50,2
1979,NHL,ATF,4,1,3,0,8,14,68,0,4,20,1,3,18,0
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
2000,NHL,COL,23,16,7,0,69,41,256,6,23,116,2,13,92,0
1985,NHL,CAL,22,12,10,0,81,69,805,2,25,109,5,15,103,5
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
1993,NHL,WAS,11,5,6,0,32,32,256,0,5,55,0,6,52,3
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
1994,NHL,BUF,5,1,4,0,13,18,80,0,3,26,1,3,26,1
1989,NHL,NJD,6,2,4,0,18,21,225,2,5,31,0,4,29,1
1927,NHL,MTM,9,5,3,1,12,8,164,,,,,,,
1979,NHL,PIT,5,2,3,0,14,21,125,4,5,18,2,4,18,0
2006,NHL,DET,18,10,8,0,48,35,244,10,19,103,2,12,91,4
1988,NHL,MNS,5,1,4,0,15,23,144,0,3,16,,5,30,1
1986,NHL,STL,6,2,4,0,12,15,182,2,5,30,0,2,28,0
2005,NHL,EDM,24,15,9,0,70,61,385,10,24,141,1,22,158,3
1929,NHL,CHI,2,0,1,1,2,3,50,,,,,,,
2011,NHL,LAK,20,16,4,0,57,30,238,6,12,94,0,6,76,5
2010,NHL,NYR,5,1,4,0,8,13,62,4,1,20,0,3,16,0
1962,NHL,DET,11,5,6,0,35,36,170,,,,,,,
1989,NHL,STL,12,7,5,0,42,44,432,2,16,62,3,12,70,1
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
1930,NHL,TOR,2,0,1,1,3,4,13,,,,,,,
2009,NHL,COL,6,2,4,0,11,19,67,4,2,15,0,5,26,0
1997,NHL,WAS,21,12,9,0,53,44,319,6,14,84,2,15,115,3
1985,NHL,CHI,3,0,3,0,9,18,87,0,3,16,0,5,15,0
1958,NHL,TOR,12,5,7,0,32,39,173,,,,,,,
2010,NHL,DET,11,7,4,0,36,28,125,0,8,43,0,11,46,0
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
1928,NHL,NYA,2,0,1,1,0,1,18,,,,,,,
1978,NHL,ATF,2,0,2,0,5,9,129,0,3,13,1,1,10,0
