year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1984,NHL,CAL,4,1,3,0,13,15,129,2,5,21,2,5,22,2
1972,WHA,OTN,5,1,4,0,17,24,,,5,27,0,8,30,0
2008,NHL,STL,4,0,4,0,5,11,63,2,1,24,0,4,18,0
2006,NHL,BUF,16,9,7,0,44,39,162,0,11,88,1,14,75,0
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
1974,WHA,HOU,13,12,1,0,61,26,,,,,,,,
1935,NHL,CHI,2,1,1,0,5,7,8,,,,,,,
1999,NHL,FLO,4,0,4,0,6,12,54,0,1,14,1,2,16,0
1971,NHL,NYR,16,10,6,0,52,41,275,,12,,4,10,,1
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
1985,NHL,EDM,10,6,4,0,41,30,321,6,8,39,2,8,51,4
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
2000,NHL,DET,6,2,4,0,17,15,57,0,9,27,0,3,20,0
1976,WHA,NEW,5,1,4,0,14,23,,,,,,,,
1950,NHL,MTL,11,5,6,0,23,25,86,,,,,,,
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1993,NHL,CAL,7,3,4,0,20,23,173,8,5,44,1,6,41,1
1989,NHL,BUF,6,2,4,0,13,17,126,2,6,30,0,2,29,0
2010,NHL,DET,11,7,4,0,36,28,125,0,8,43,0,11,46,0
1967,NHL,NYR,6,2,4,0,12,18,68,,2,,0,3,,0
1920,NHL,TRS,2,0,2,0,0,7,24,,,,,,,
1929,NHL,MTL,6,5,0,1,14,6,100,,,,,,,
1943,NHL,CHI,9,4,5,0,25,24,60,,,,,,,
1981,NHL,BUF,4,1,3,0,11,17,104,0,6,17,0,4,15,0
2001,NHL,CAR,23,13,10,0,47,43,263,4,16,103,2,15,96,1
1997,NHL,NJD,6,2,4,0,12,13,92,0,3,23,0,4,25,2
2011,NHL,NJD,24,14,10,0,59,58,248,0,13,85,2,22,82,1
1995,NHL,CAL,4,0,4,0,7,16,56,0,0,21,0,4,21,0
1988,NHL,WAS,6,2,4,0,19,25,155,0,9,43,,9,34,1
2009,NHL,COL,6,2,4,0,11,19,67,4,2,15,0,5,26,0
1966,NHL,NYR,4,0,4,0,8,14,58,,,,,,,
1995,NHL,TBL,6,2,4,0,13,26,190,0,3,35,0,10,43,2
1952,NHL,MTL,12,8,4,0,34,23,118,,,,,,,
1979,NHL,MTL,10,6,4,0,39,26,77,0,7,33,2,5,30,1
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
2010,NHL,AND,6,2,4,0,20,22,109,0,8,22,0,6,27,1
1949,NHL,TOR,7,3,4,0,11,10,117,,,,,,,
1959,NHL,CHI,4,0,4,0,6,14,30,,,,,,,
1994,NHL,QUE,6,2,4,0,19,25,89,2,2,25,1,7,29,2
1986,NHL,HAR,6,2,4,0,19,27,317,2,6,35,1,12,39,0
1977,NHL,COR,2,0,2,0,3,6,25,0,1,5,0,1,3,0
2005,NHL,DAL,5,1,4,0,15,18,64,0,5,31,1,5,28,1
1984,NHL,STL,3,0,3,0,5,9,72,0,2,15,0,2,9,1
1994,NHL,PHI,15,10,5,0,50,43,186,2,9,70,1,15,66,3
1929,NHL,CHI,2,0,1,1,2,3,50,,,,,,,
2008,NHL,NJD,7,3,4,0,15,17,91,0,3,27,0,2,29,0
2001,NHL,COL,21,11,10,0,54,56,168,6,10,77,2,9,62,0
2011,NHL,DET,5,1,4,0,9,13,55,0,4,23,0,2,22,0
1998,NHL,EDM,4,0,4,0,7,11,85,0,2,17,0,2,22,0
1992,NHL,BUF,8,4,4,0,31,28,116,0,10,39,2,10,36,1
1972,NHL,BUF,6,2,4,0,16,21,59,,4,,0,4,,0
2000,NHL,LAK,13,7,6,0,25,34,146,4,6,50,0,14,63,0
2003,NHL,PHI,18,11,7,0,50,43,272,8,8,61,0,14,71,3
2006,NHL,NAS,5,1,4,0,14,16,148,0,3,22,0,2,30,1
1925,WCHL,EDE,2,0,1,1,3,5,,,,,,,,
1927,NHL,MTL,2,0,1,1,2,3,35,,,,,,,
1998,NHL,DAL,23,16,7,0,64,44,279,2,13,107,0,9,95,3
1991,NHL,MNS,7,3,4,0,19,23,156,0,7,35,3,5,32,0
1928,NHL,NYA,2,0,1,1,0,1,18,,,,,,,
1989,NHL,EDM,22,16,6,0,93,60,288,0,21,99,2,14,98,4
2000,NHL,NJD,25,15,10,0,69,52,334,2,16,101,2,17,104,3
1983,NHL,BOS,3,0,3,0,2,10,77,0,1,13,0,2,12,0
1980,NHL,PIT,5,2,3,0,21,20,141,4,6,24,0,8,23,1
1937,NHL,TOR,7,4,3,0,14,13,59,,,,,,,
2000,NHL,CAR,6,2,4,0,8,20,115,0,3,29,1,2,24,0
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1984,NHL,EDM,18,15,3,0,98,57,476,2,15,78,4,16,90,6
1957,NHL,MTL,10,8,2,0,35,20,121,,,,,,,
1984,NHL,NYI,10,4,6,0,25,28,256,0,7,33,1,7,52,0
1955,NHL,MTL,10,8,2,0,42,18,159,,,,,,,
1976,NHL,MTL,14,12,2,0,54,23,170,2,10,55,0,5,46,2
1934,NHL,MTM,7,5,0,2,16,8,56,,,,,,,
1918,PCHA,SEA,2,1,1,0,7,5,,,,,,,,
1933,NHL,NYR,2,0,1,1,1,2,18,,,,,,,
1964,NHL,TOR,6,2,4,0,14,17,136,,,,,,,
1956,NHL,BOS,10,5,5,0,21,29,127,,,,,,,
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
1993,NHL,CHI,6,2,4,0,10,15,121,2,4,29,1,9,32,0
1950,NHL,BOS,6,1,4,1,5,17,72,,,,,,,
1975,WHA,EDO,4,0,4,0,11,22,,,,,,,,
1996,NHL,PHO,7,3,4,0,17,17,111,2,3,26,0,6,28,0
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
2006,NHL,SJS,11,6,5,0,25,27,165,4,4,57,2,8,47,0
1959,NHL,DET,6,2,4,0,16,20,45,,,,,,,
1980,NHL,LAK,4,1,3,0,12,23,162,4,5,16,0,3,16,1
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
1996,NHL,EDM,12,5,7,0,32,37,204,0,8,55,1,10,61,3
1934,NHL,TOR,7,3,4,0,11,12,61,,,,,,,
1999,NHL,STL,7,3,4,0,22,20,114,0,8,39,1,6,35,0
1939,NHL,NYR,12,8,4,0,29,20,137,,,,,,,
1949,NHL,MTL,5,1,4,0,7,15,77,,,,,,,
1986,NHL,WIN,10,4,6,0,31,32,289,2,9,42,1,8,47,2
1926,NHL,MTL,4,1,1,2,3,6,30,,,,,,,
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
1992,NHL,WAS,6,2,4,0,22,23,134,2,9,26,1,2,30,1
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
1971,NHL,CHI,8,4,4,0,23,25,129,,3,,2,4,,2
1978,WHA,QUN,4,0,4,0,12,30,,,,,,,,
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1976,WHA,IND,9,5,4,0,33,34,,,,,,,,
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
2007,NHL,NAS,6,2,4,0,12,17,68,2,2,23,1,3,26,0
1972,NHL,NYR,10,5,5,0,33,26,98,,5,,1,5,,0
1999,NHL,LAK,4,0,4,0,6,15,54,2,0,23,0,7,23,0
1979,NHL,BUF,14,9,5,0,48,36,237,6,17,61,3,9,55,1
1956,NHL,DET,5,1,4,0,14,15,66,,,,,,,
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
2002,NHL,DET,4,0,4,0,6,10,36,2,2,14,0,0,14,0
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
1975,NHL,MTL,13,12,1,0,44,26,187,0,11,53,0,9,46,3
1985,NHL,CHI,3,0,3,0,9,18,87,0,3,16,0,5,15,0
1990,NHL,BOS,19,10,9,0,60,62,439,2,24,100,3,17,92,0
1994,NHL,NYR,10,4,6,0,35,37,138,2,13,46,3,5,50,1
1994,NHL,VAN,11,4,7,0,33,38,272,6,12,57,1,8,66,7
2001,NHL,NYI,7,3,4,0,21,22,169,2,11,38,0,5,43,0
1978,WHA,WIJ,10,8,2,0,51,38,,,,,,,,
1948,NHL,DET,11,4,7,0,22,26,164,,,,,,,
1971,NHL,MNS,7,3,4,0,19,19,111,,4,,0,6,,0
1986,NHL,CAL,6,2,4,0,15,22,190,0,5,28,1,8,30,1
1975,NHL,BUF,9,4,5,0,25,29,162,0,2,42,1,7,41,1
2006,NHL,MIN,5,1,4,0,9,12,79,0,2,27,1,5,19,1
1998,NHL,PHI,6,2,4,0,11,9,82,0,3,27,0,5,34,0
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
1985,NHL,NYI,3,0,3,0,4,11,84,0,1,11,0,3,13,0
1981,NHL,PIT,5,2,3,0,13,22,112,2,3,25,0,4,21,0
1968,NHL,BOS,10,6,4,0,40,20,226,,11,,1,7,,5
1969,NHL,PIT,10,6,4,0,23,25,211,,4,,2,9,,0
2002,NHL,TBL,11,5,6,0,22,29,134,4,5,37,0,9,43,2
1991,NHL,WAS,7,3,4,0,27,25,139,0,7,37,1,11,34,1
1982,NHL,CHI,13,7,6,0,49,51,269,4,12,60,2,17,62,2
1994,NHL,CHI,16,9,7,0,45,39,203,0,9,68,1,11,75,1
1975,NHL,ATF,2,0,2,0,1,3,21,0,0,8,0,0,6,0
1997,NHL,COL,7,3,4,0,16,19,209,0,5,35,0,7,46,1
1974,WHA,NEW,6,2,4,0,17,28,,,,,,,,
1947,NHL,TOR,9,8,1,0,38,20,102,,,,,,,
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
2008,NHL,DET,23,15,8,0,76,48,226,2,23,97,1,19,71,1
2009,NHL,MTL,19,9,10,0,46,57,216,10,12,73,3,13,84,1
1932,NHL,TOR,9,4,5,0,14,18,99,,,,,,,
1997,NHL,PHO,6,2,4,0,18,24,127,0,6,33,0,7,42,2
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1994,NHL,CAL,7,3,4,0,35,26,111,0,7,31,0,6,31,6
2009,NHL,VAN,12,6,6,0,43,41,175,6,11,50,2,17,54,0
1973,WHA,HOU,14,12,2,0,71,35,,,,,,,,
1978,NHL,PHI,8,3,5,0,23,37,173,2,6,31,5,8,49,0
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
1980,NHL,BOS,3,0,3,0,13,20,90,0,2,8,1,5,19,3
2008,NHL,BOS,11,7,4,0,34,22,147,0,6,43,1,3,27,0
1919,PCHA,VML,2,1,1,0,3,7,,,,,,,,
1989,NHL,MTL,11,5,6,0,29,29,235,4,2,51,2,9,56,0
1922,PCHA,VAM,2,1,1,0,5,3,,,,,,,,
2000,NHL,OTT,4,0,4,0,3,10,48,0,0,16,0,3,13,0
2000,NHL,TOR,11,7,4,0,28,24,146,2,9,39,0,6,48,1
1924,WCHL,SAS,2,0,1,1,4,6,,,,,,,,
1945,NHL,MTL,9,8,1,0,45,20,91,,,,,,,
2007,NHL,PIT,20,14,6,0,61,43,323,2,21,92,2,11,85,1
2001,NHL,STL,10,5,5,0,24,19,150,0,9,45,1,5,42,2
1974,NHL,BUF,17,10,7,0,53,58,276,6,13,75,1,15,72,2
1954,NHL,DET,11,8,3,0,41,26,143,,,,,,,
1993,NHL,WAS,11,5,6,0,32,32,256,0,5,55,0,6,52,3
2000,NHL,PHI,6,2,4,0,13,21,74,0,4,17,0,6,18,1
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
2007,NHL,OTT,4,0,4,0,5,16,85,0,1,13,0,6,23,0
1991,NHL,EDM,16,8,8,0,49,54,340,0,14,78,0,17,90,1
1984,NHL,BUF,5,2,3,0,22,22,151,4,2,25,0,6,25,0
1940,NHL,BOS,11,8,3,0,27,23,81,,,,,,,
1992,NHL,CHI,4,0,4,0,6,13,74,2,1,24,1,7,25,0
1984,NHL,PHI,19,12,7,0,61,54,563,2,19,103,2,17,83,4
1974,WHA,TOT,6,2,4,0,27,29,,,,,,,,
1977,NHL,MTL,15,12,3,0,58,29,213,2,14,57,0,6,55,2
1988,NHL,VAN,7,3,4,0,20,26,160,2,7,44,,10,36,1
2008,NHL,NYR,7,3,4,0,11,19,120,2,4,31,1,6,33,0
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
1974,WHA,MFS,12,6,6,0,44,42,,,,,,,,
1987,NHL,STL,10,5,5,0,35,38,321,0,16,71,,12,50,2
1975,WHA,CAC,10,5,5,0,36,37,,,,,,,,
1992,NHL,CAL,6,2,4,0,28,33,213,0,9,40,1,5,40,3
1920,NHL,OTS,2,2,0,0,7,0,31,,,,,,,
1961,NHL,CHI,12,6,6,0,34,31,191,,,,,,,
2000,NHL,EDM,6,2,4,0,13,16,83,0,5,31,0,4,26,0
1999,NHL,NJD,23,16,7,0,61,39,192,6,12,70,1,5,67,4
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1993,NHL,NYI,4,0,4,0,3,22,83,0,1,17,0,8,27,0
1928,NHL,BOS,5,5,0,0,9,3,76,,,,,,,
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1968,NHL,STL,12,8,4,0,36,20,258,,7,,3,6,,0
1991,NHL,NYR,13,6,7,0,47,49,277,2,13,58,1,11,62,5
1931,NHL,MTL,4,1,3,0,9,13,48,,,,,,,
1975,NHL,VAN,2,0,2,0,4,8,19,0,2,12,1,1,6,1
2003,NHL,NJD,5,1,4,0,9,14,28,0,3,18,0,4,12,0
2001,NHL,NJD,6,2,4,0,11,9,52,2,6,28,0,4,21,1
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1980,NHL,NYR,14,7,7,0,60,56,402,6,11,59,4,18,65,2
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
2010,NHL,LAK,6,2,4,0,20,20,85,0,5,24,0,2,23,0
1974,WHA,PHR,5,1,4,0,12,23,,,,,,,,
2008,NHL,PHI,6,2,4,0,16,18,116,0,4,30,0,4,32,1
2003,NHL,TOR,13,6,7,0,27,28,201,0,6,59,1,6,58,0
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
1989,NHL,TOR,5,1,4,0,16,20,257,0,4,28,1,8,28,1
1944,NHL,TOR,13,8,5,0,24,30,62,,,,,,,
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
1982,NHL,BOS,17,9,8,0,65,61,332,2,13,77,1,15,67,4
1999,NHL,WAS,5,1,4,0,8,17,83,0,3,21,0,6,29,1
1997,NHL,LAK,4,0,4,0,8,16,108,0,1,29,0,8,36,0
1992,NHL,TOR,21,11,10,0,69,63,413,0,17,104,7,21,90,0
1973,WHA,TOT,12,7,5,0,45,43,,,,,,,,
1972,NHL,PHI,11,5,6,0,27,31,205,,6,,0,8,,1
1994,NHL,SJS,11,4,7,0,32,59,135,2,9,48,8,13,46,0
1997,NHL,BOS,6,2,4,0,13,15,75,0,6,40,0,3,20,0
1990,NHL,BUF,6,2,4,0,24,29,221,0,6,36,1,9,37,2
1975,NHL,TOR,10,5,5,0,31,36,266,0,14,59,1,9,38,1
1984,NHL,LAK,3,0,3,0,7,11,47,0,1,16,1,0,10,0
1991,NHL,LAK,6,2,4,0,18,23,153,2,6,35,0,10,34,0
2002,NHL,VAN,14,7,7,0,34,47,239,2,13,73,1,18,76,2
1932,NHL,NYR,8,6,1,1,25,13,103,,,,,,,
2009,NHL,PHO,7,3,4,0,18,26,81,0,6,33,0,8,34,1
2006,NHL,NYR,10,6,4,0,30,23,151,0,13,54,0,6,52,0
1977,NHL,BUF,8,3,5,0,22,22,188,0,4,29,0,7,22,0
1942,NHL,DET,10,8,2,0,36,22,87,,,,,,,
2006,NHL,CAL,6,2,4,0,10,18,117,0,6,34,2,5,38,1
1994,NHL,DAL,5,1,4,0,10,17,95,0,3,26,0,9,30,1
1941,NHL,TOR,13,8,5,0,38,31,117,,,,,,,
1969,NHL,OAK,4,0,4,0,6,13,50,,4,,0,2,,1
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
1933,NHL,CHI,8,6,1,1,19,12,51,,,,,,,
1984,NHL,BOS,5,2,3,0,17,19,97,0,1,15,0,5,21,0
2007,NHL,AND,6,2,4,0,13,20,118,2,5,24,0,10,38,0
1944,NHL,DET,14,7,7,0,31,31,40,,,,,,,
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1999,NHL,DAL,23,14,9,0,52,46,291,4,15,93,5,12,102,2
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1935,NHL,MTM,3,0,3,0,1,6,22,,,,,,,
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
1981,NHL,NYR,10,5,5,0,39,42,216,4,13,46,4,11,43,0
1979,NHL,NYI,21,15,6,0,88,66,550,0,25,96,3,14,88,7
1967,NHL,MNS,14,7,7,0,48,39,104,,9,,1,8,,1
1995,NHL,STL,13,7,6,0,37,37,214,2,11,69,2,15,75,4
1997,NHL,STL,10,6,4,0,29,31,185,4,13,75,3,7,69,1
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
1966,NHL,MTL,10,6,4,0,30,25,142,,,,,,,
2000,NHL,WAS,6,2,4,0,10,14,91,0,7,22,0,5,21,0
1973,NHL,LAK,5,1,4,0,7,10,109,,2,,0,1,,0
1976,NHL,PIT,3,1,2,0,10,13,60,2,3,10,0,4,10,0
1976,WHA,WIJ,20,11,9,0,80,73,,,,,,,,
1993,NHL,BUF,7,3,4,0,14,14,157,0,4,38,0,6,32,0
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1987,NHL,WIN,5,1,4,0,17,25,213,0,7,37,,10,35,1
1990,NHL,STL,13,6,7,0,41,42,421,0,10,80,1,14,67,0
1979,NHL,LAK,4,1,3,0,10,21,73,2,1,16,2,3,15,2
1997,NHL,DET,22,16,6,0,75,49,334,6,20,129,3,14,119,6
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
2010,NHL,MTL,7,3,4,0,17,17,54,4,6,27,0,0,21,1
1955,NHL,DET,10,5,5,0,23,28,117,,,,,,,
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1930,NHL,MTL,10,6,4,0,24,21,105,,,,,,,
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
1913,NHA,TBS,2,1,1,0,6,2,,,,,,,,
2002,NHL,ANA,21,15,6,0,45,40,166,8,8,70,1,9,70,3
1975,WHA,QUN,5,1,4,0,15,23,,,,,,,,
