year,lgid,tmid,oppid,w,l,t,otl
2010,NHL,NYR,PHI,2,4,,0
1991,NHL,MTL,QUE,4,2,2.0,
2002,NHL,ANA,BOS,1,0,0.0,0
2007,NHL,NJD,LAK,1,0,,0
1983,NHL,MTL,LAK,1,2,0.0,
1989,NHL,HAR,NYR,1,2,0.0,
2007,NHL,FLO,DET,0,1,,0
1981,NHL,VAN,COR,4,2,2.0,
1999,NHL,CAL,LAK,0,3,0.0,1
1977,NHL,MTL,TOR,4,0,1.0,
1973,WHA,TOT,EDO,2,4,0.0,
2006,NHL,TOR,MTL,4,1,,3
1981,NHL,CHI,VAN,1,2,0.0,
1981,NHL,COR,STL,1,2,0.0,
1972,NHL,MTL,TOR,5,0,1.0,
1975,WHA,CLC,TOT,3,2,0.0,
2003,NHL,BOS,CAR,1,2,1.0,0
1990,NHL,TOR,MNS,4,3,1.0,
2000,NHL,MIN,OTT,0,0,1.0,0
1987,NHL,PIT,CHI,2,1,0.0,
2007,NHL,COL,CBS,2,2,,0
2000,NHL,DET,FLO,1,0,1.0,0
2008,NHL,FLO,EDM,1,0,,0
2003,NHL,MTL,CHI,1,0,0.0,0
2001,NHL,VAN,NAS,3,1,0.0,0
2003,NHL,PIT,BUF,2,1,1.0,0
1988,NHL,CAL,WIN,5,2,1.0,
1982,NHL,PIT,MNS,0,2,1.0,
1986,NHL,MTL,PIT,1,1,1.0,
2008,NHL,MIN,EDM,4,2,,0
1993,NHL,BOS,NYR,2,1,1.0,
1978,NHL,NYI,TOR,3,1,0.0,
1991,NHL,WAS,CHI,0,2,0.0,
2002,NHL,NJD,TOR,1,2,0.0,1
2005,NHL,MIN,BUF,0,1,,0
1987,NHL,CAL,NYR,2,1,0.0,
1982,NHL,BOS,VAN,2,1,0.0,
1991,NHL,MNS,CHI,3,4,1.0,
1989,NHL,BOS,PIT,2,1,0.0,
1948,NHL,CHI,NYR,6,5,1.0,
1914,NHA,QU1,TOO,2,2,0.0,
1997,NHL,DAL,VAN,1,2,1.0,
1968,NHL,PIT,NYR,1,5,0.0,
2008,NHL,NJD,BUF,2,2,,0
2011,NHL,NJD,AND,1,0,,0
2002,NHL,FLO,STL,0,1,0.0,0
1993,NHL,DET,NYR,2,0,0.0,
2001,NHL,EDM,CAR,0,1,1.0,0
1995,NHL,ANA,DAL,1,3,0.0,
1994,NHL,STL,SJS,4,0,0.0,
1976,WHA,MF2,SDM,1,2,0.0,
1969,NHL,STL,TOR,2,4,0.0,
1992,NHL,TOR,STL,4,0,3.0,
2008,NHL,MIN,PHO,3,1,,0
1986,NHL,VAN,MNS,0,3,0.0,
1975,WHA,NEW,CLC,6,3,1.0,
2008,NHL,PHO,ATL,1,0,,0
1995,NHL,TBL,MTL,3,0,1.0,
1993,NHL,CAL,SJS,4,1,1.0,
1998,NHL,TBL,OTT,0,3,1.0,
1999,NHL,CAL,TOR,1,2,0.0,0
2003,NHL,MTL,PIT,4,0,0.0,0
1981,NHL,DET,MTL,1,2,0.0,
1929,NHL,BOS,NYA,3,1,0.0,
1998,NHL,CAR,PHI,0,2,2.0,
2002,NHL,CAL,PHI,0,1,0.0,0
1989,NHL,TOR,NJD,2,1,0.0,
1996,NHL,STL,NYI,1,0,1.0,
1956,NHL,DET,TOR,10,2,2.0,
1928,NHL,MTM,PIP,2,1,1.0,
1977,NHL,STL,ATF,0,4,1.0,
2008,NHL,NAS,CBS,3,2,,1
1985,NHL,VAN,QUE,1,1,1.0,
2001,NHL,CAL,COL,1,1,3.0,0
2002,NHL,STL,MIN,2,1,1.0,0
1933,NHL,BOS,OTS,2,4,0.0,
2007,NHL,BOS,LAK,1,0,,0
2009,NHL,CBS,LAK,1,3,,0
1916,NHA,MOW,MOC,1,4,0.0,
1995,NHL,HAR,NJD,1,2,1.0,
2000,NHL,OTT,CAR,1,2,0.0,1
2010,NHL,PHO,DET,2,0,,2
1978,NHL,WAS,COR,3,1,0.0,
1970,NHL,BUF,PHI,2,3,1.0,
2001,NHL,COL,FLO,1,0,0.0,0
1975,NHL,STL,PIT,2,2,0.0,
1981,NHL,DET,NYR,1,2,0.0,
2001,NHL,VAN,EDM,1,2,2.0,0
1976,WHA,QUN,WIJ,3,3,0.0,
1999,NHL,FLO,ANA,2,0,0.0,0
1941,NHL,BKN,TOR,2,6,0.0,
1952,NHL,BOS,CHI,4,5,5.0,
2008,NHL,VAN,STL,2,2,,0
1985,NHL,MTL,PHI,1,2,0.0,
2005,NHL,TBL,MTL,1,3,,0
1925,NHL,OTS,TRS,3,2,1.0,
2011,NHL,STL,NJD,1,0,,0
1998,NHL,PHO,VAN,1,2,1.0,
1997,NHL,CAL,CAR,0,1,1.0,
2009,NHL,BUF,OTT,1,4,,1
2009,NHL,CAL,STL,1,2,,1
1976,WHA,HOU,CAC,6,2,0.0,
1993,NHL,FLO,WIN,2,1,0.0,
1989,NHL,TOR,BOS,1,2,0.0,
1999,NHL,NJD,COL,0,1,1.0,0
2000,NHL,LAK,CAR,2,0,0.0,0
1973,NHL,NYR,BOS,1,4,0.0,
1993,NHL,CAL,NJD,0,1,1.0,
1986,NHL,PHI,LAK,1,2,0.0,
1999,NHL,VAN,NJD,1,0,0.0,0
1975,WHA,CIN,CLC,6,5,0.0,
2001,NHL,OTT,PHI,2,1,1.0,0
1986,NHL,MNS,WAS,0,2,1.0,
2011,NHL,CAL,DET,2,2,,0
1973,NHL,PIT,CLF,4,1,0.0,
1989,NHL,PHI,BOS,0,3,0.0,
2011,NHL,NJD,BOS,0,3,,1
2000,NHL,STL,PIT,1,1,0.0,0
1990,NHL,EDM,WAS,0,3,0.0,
2007,NHL,PHO,NYI,0,1,,0
1977,WHA,IND,HOU,5,5,1.0,
2008,NHL,OTT,NAS,1,0,,0
1972,NHL,CHI,ATF,4,2,0.0,
1971,NHL,NYR,CLF,4,1,1.0,
2000,NHL,MIN,CBS,2,1,0.0,0
1976,WHA,BIR,WIJ,2,4,0.0,
1985,NHL,NYI,MTL,1,2,0.0,
2011,NHL,NJD,PIT,3,3,,0
1999,NHL,CAR,PHO,0,2,0.0,0
2010,NHL,CAR,CHI,0,1,,0
1984,NHL,NYR,MTL,0,2,1.0,
1993,NHL,BOS,QUE,4,1,0.0,
2011,NHL,CAL,COL,4,1,,1
1988,NHL,WAS,PIT,3,4,0.0,
2003,NHL,CAL,ANA,3,1,0.0,0
2005,NHL,BUF,MIN,1,0,,0
1992,NHL,OTT,LAK,0,2,0.0,
2008,NHL,TBL,DAL,1,0,,0
1997,NHL,ANA,CAL,2,2,1.0,
1987,NHL,HAR,WIN,2,1,0.0,
1970,NHL,CLF,PHI,2,3,1.0,
1985,NHL,DET,NJD,0,2,1.0,
1990,NHL,WAS,NYR,2,4,1.0,
1979,NHL,WAS,MNS,0,3,1.0,
2002,NHL,DAL,STL,2,1,1.0,0
2001,NHL,COL,DAL,1,2,1.0,0
2006,NHL,NAS,VAN,2,1,,1
1985,NHL,MNS,MTL,1,1,1.0,
2003,NHL,NJD,STL,1,0,0.0,0
1994,NHL,QUE,BUF,2,1,1.0,
1984,NHL,STL,VAN,3,0,0.0,
1983,NHL,PHI,BUF,0,3,0.0,
2001,NHL,NJD,NAS,1,1,0.0,0
1985,NHL,DET,MNS,1,6,1.0,
1985,NHL,QUE,LAK,2,1,0.0,
1973,NHL,DET,TOR,2,2,1.0,
1988,NHL,LAK,TOR,3,0,0.0,
1973,WHA,TOT,NEW,4,3,1.0,
2009,NHL,EDM,SJS,1,2,,1
1974,WHA,WIJ,CHC,5,1,0.0,
1981,NHL,HAR,LAK,2,0,1.0,
1933,NHL,TOR,NYA,3,0,3.0,
1985,NHL,MTL,STL,1,2,0.0,
2000,NHL,ATL,MTL,1,3,0.0,0
1987,NHL,NYR,TOR,2,1,0.0,
1974,WHA,CLC,WIJ,2,3,1.0,
1981,NHL,EDM,STL,3,0,0.0,
1973,NHL,MTL,VAN,4,0,1.0,
1983,NHL,BUF,NYR,1,1,1.0,
1986,NHL,STL,QUE,3,0,0.0,
2003,NHL,DET,PHO,1,1,2.0,0
2002,NHL,PHO,OTT,0,1,0.0,0
1975,NHL,TOR,NYR,4,0,0.0,
1939,NHL,NYA,DET,3,5,0.0,
1989,NHL,NYR,CAL,1,2,0.0,
1998,NHL,FLO,VAN,0,1,1.0,
1980,NHL,TOR,CHI,2,1,1.0,
1997,NHL,NYR,OTT,1,2,1.0,
1988,NHL,STL,PIT,1,1,1.0,
1910,NHA,MOW,MOC,2,2,0.0,
2010,NHL,PIT,EDM,1,0,,0
1980,NHL,WIN,BOS,0,2,2.0,
1982,NHL,NJD,WAS,0,6,1.0,
1977,WHA,EDO,WIJ,5,7,0.0,
1973,NHL,CLF,NYI,1,2,2.0,
1999,NHL,STL,PIT,0,1,0.0,0
1990,NHL,PIT,BUF,2,0,1.0,
1989,NHL,BUF,NJD,1,2,0.0,
1974,NHL,MNS,BOS,0,3,1.0,
1972,NHL,PHI,NYR,0,4,1.0,
2005,NHL,OTT,NYI,4,0,,0
1992,NHL,BOS,MNS,0,1,1.0,
1974,NHL,PIT,STL,1,1,2.0,
1991,NHL,CAL,WAS,0,2,1.0,
1995,NHL,DAL,PHI,0,1,1.0,
1981,NHL,COR,QUE,1,2,0.0,
1988,NHL,BUF,WAS,0,3,0.0,
1988,NHL,HAR,LAK,1,2,0.0,
1985,NHL,QUE,DET,2,1,0.0,
2000,NHL,SJS,PIT,1,0,0.0,0
2005,NHL,TBL,BOS,1,3,,0
1971,NHL,LAK,MNS,0,6,0.0,
1923,WCHL,SAC,VAM,2,1,1.0,
1978,NHL,BUF,PHI,0,3,2.0,
1974,WHA,CHC,WIJ,1,5,0.0,
2002,NHL,DAL,BOS,0,0,1.0,0
2009,NHL,CAR,CAL,0,1,,0
1994,NHL,EDM,DAL,1,2,1.0,
2009,NHL,FLO,TOR,2,2,,0
1974,NHL,CLF,MTL,0,5,0.0,
1978,NHL,PHI,ATF,4,4,0.0,
2000,NHL,WAS,NYR,1,3,0.0,0
2008,NHL,NAS,AND,2,0,,2
1982,NHL,DET,PIT,2,0,1.0,
1995,NHL,MTL,FLO,3,1,0.0,
1996,NHL,SJS,NYI,0,0,2.0,
1918,PCHA,VA2,VML,3,7,0.0,
1996,NHL,PHI,HAR,3,0,1.0,
1980,NHL,TOR,BOS,1,1,2.0,
2010,NHL,NJD,AND,1,0,,0
2003,NHL,NAS,CAR,1,0,0.0,0
2008,NHL,NYI,DAL,0,1,,0
1975,WHA,CIN,MFS,1,3,0.0,
1999,NHL,TBL,WAS,0,5,0.0,0
1999,NHL,NJD,DET,0,1,0.0,0
2008,NHL,COL,MTL,0,1,,0
2009,NHL,VAN,STL,2,2,,0
1986,NHL,CHI,EDM,2,1,0.0,
1991,NHL,STL,SJS,3,0,0.0,
1982,NHL,MTL,STL,2,0,1.0,
1990,NHL,CHI,MNS,5,2,1.0,
1982,NHL,STL,CHI,2,6,0.0,
1995,NHL,WIN,HAR,1,1,0.0,
2008,NHL,NYR,LAK,1,0,,0
2008,NHL,EDM,CAR,1,0,,0
2007,NHL,BUF,AND,0,1,,0
1943,NHL,DET,MTL,0,9,1.0,
2007,NHL,PHI,VAN,1,0,,0
1940,NHL,DET,MTL,4,3,1.0,
1999,NHL,MTL,PIT,3,1,0.0,0
2000,NHL,EDM,DAL,1,3,0.0,0
2005,NHL,DAL,COL,3,1,,0
1927,NHL,MTM,BOS,2,2,0.0,
2008,NHL,FLO,TBL,3,1,,2
2000,NHL,PHO,EDM,2,0,2.0,0
2005,NHL,BOS,SJS,0,1,,0
1988,NHL,PHI,QUE,2,1,0.0,
1985,NHL,PIT,PHI,0,6,1.0,
2008,NHL,NYR,VAN,0,1,,0
1971,NHL,VAN,MTL,0,6,0.0,
1996,NHL,BUF,PIT,3,3,0.0,
2008,NHL,DET,CAL,2,1,,1
1971,NHL,NYR,PHI,6,0,0.0,
1985,NHL,PHI,WIN,2,1,0.0,
1992,NHL,OTT,DET,0,2,0.0,
2001,NHL,COL,CAR,1,0,0.0,0
1989,NHL,LAK,PIT,2,1,0.0,
2011,NHL,BUF,MTL,5,0,,1
2000,NHL,MIN,NAS,0,3,1.0,0
2010,NHL,VAN,CAR,1,0,,0
1975,WHA,TOT,HOU,2,2,0.0,
2000,NHL,NJD,CHI,1,0,0.0,0
1981,NHL,VAN,PHI,2,0,1.0,
2000,NHL,LAK,VAN,3,0,0.0,1
1994,NHL,WAS,QUE,2,2,0.0,
2002,NHL,CHI,NYR,1,0,0.0,0
1987,NHL,PIT,DET,1,2,0.0,
2002,NHL,NJD,VAN,0,0,0.0,1
1986,NHL,BUF,MTL,1,5,2.0,
1994,NHL,TBL,FLO,1,3,0.0,
1990,NHL,PIT,BOS,1,1,1.0,
1922,WCHL,SAC,SEA,0,2,0.0,
2002,NHL,NJD,STL,2,0,0.0,0
2006,NHL,BUF,TBL,3,1,,0
2010,NHL,NYI,OTT,2,2,,0
1992,NHL,PHI,HAR,3,0,0.0,
1989,NHL,PIT,QUE,2,1,0.0,
2000,NHL,TBL,PHI,1,2,1.0,0
1996,NHL,WAS,NJD,2,3,1.0,
1979,NHL,QUE,MTL,1,2,1.0,
1978,NHL,LAK,PHI,0,4,0.0,
1984,NHL,WIN,VAN,5,2,1.0,
2002,NHL,ATL,CHI,0,1,0.0,0
2008,NHL,NJD,EDM,0,1,,0
1984,NHL,MTL,CAL,0,2,1.0,
1958,NHL,DET,MTL,1,9,4.0,
2006,NHL,FLO,DAL,1,0,,0
2003,NHL,CAL,MTL,1,1,0.0,0
1995,NHL,BUF,ANA,0,2,0.0,
2008,NHL,NYR,DET,0,0,,1
2002,NHL,LAK,ATL,2,0,0.0,0
1995,NHL,CHI,TOR,3,1,2.0,
2005,NHL,DAL,EDM,3,1,,0
1992,NHL,VAN,HAR,1,1,0.0,
1975,WHA,CLC,PHR,3,2,2.0,
1991,NHL,LAK,DET,1,2,0.0,
1995,NHL,WIN,EDM,2,2,0.0,
1983,NHL,MTL,NYI,0,3,0.0,
2003,NHL,CBS,TOR,0,1,0.0,0
1995,NHL,COL,PIT,1,0,1.0,
1989,NHL,EDM,QUE,3,0,0.0,
1977,NHL,LAK,NYR,3,1,0.0,
1961,NHL,CHI,NYR,7,6,1.0,
2006,NHL,TBL,CAR,5,3,,0
2005,NHL,TOR,ATL,4,0,,0
2000,NHL,OTT,TBL,4,0,0.0,0
1985,NHL,STL,PIT,1,2,0.0,
2011,NHL,TBL,NYR,2,1,,1
1983,NHL,WAS,MTL,3,0,0.0,
2010,NHL,PIT,WAS,1,3,,0
1999,NHL,DET,BOS,1,0,0.0,0
1986,NHL,BUF,EDM,1,2,0.0,
2003,NHL,SJS,TBL,0,0,1.0,0
1979,NHL,COR,STL,0,2,2.0,
2003,NHL,OTT,ATL,3,0,0.0,1
2007,NHL,FLO,NAS,0,1,,0
2011,NHL,CAL,LAK,2,2,,0
1999,NHL,NYI,NAS,0,2,0.0,0
2005,NHL,TBL,NYI,4,0,,0
2009,NHL,CAL,LAK,3,1,,0
2007,NHL,NAS,CBS,7,0,,1
2011,NHL,WAS,STL,0,1,,0
1990,NHL,BUF,CAL,1,1,1.0,
1988,NHL,WAS,MTL,1,1,1.0,
1935,NHL,MTL,BOS,1,3,2.0,
2005,NHL,SJS,MIN,1,2,,1
2002,NHL,PHO,PIT,2,0,0.0,0
1997,NHL,CAL,OTT,1,1,0.0,
1992,NHL,SJS,TOR,0,4,0.0,
1969,NHL,TOR,STL,4,2,0.0,
1999,NHL,PIT,NYR,3,2,0.0,0
2011,NHL,LAK,TOR,1,0,,0
2006,NHL,WAS,BOS,0,0,,4
2001,NHL,PHO,BOS,0,1,1.0,0
1991,NHL,QUE,MNS,2,1,0.0,
1915,PCHA,VML,SEA,4,2,0.0,
1970,NHL,CLF,CHI,1,5,0.0,
1983,NHL,BUF,STL,2,1,0.0,
1976,NHL,CLE,VAN,2,1,1.0,
2005,NHL,OTT,MIN,1,0,,0
1985,NHL,PHI,VAN,2,1,0.0,
1995,NHL,NJD,TOR,0,1,1.0,
1991,NHL,HAR,WAS,1,1,1.0,
2010,NHL,NYR,MIN,1,1,,0
1984,NHL,NYR,WIN,0,3,0.0,
1965,NHL,MTL,NYR,12,2,0.0,
1975,NHL,VAN,BOS,1,2,1.0,
2000,NHL,CAL,LAK,1,3,0.0,0
2006,NHL,CAR,BOS,3,0,,1
2001,NHL,NYI,PHO,0,1,0.0,0
1999,NHL,EDM,NJD,1,0,0.0,0
1934,NHL,NYR,BOS,1,3,2.0,
1990,NHL,QUE,NYR,1,2,0.0,
1987,NHL,PHI,WIN,3,0,0.0,
1999,NHL,WAS,EDM,0,1,0.0,0
1980,NHL,STL,WAS,2,0,2.0,
2001,NHL,NYR,MTL,4,0,0.0,0
1997,NHL,PHO,SJS,4,0,0.0,
1973,NHL,PHI,VAN,3,1,1.0,
1979,NHL,EDM,NYR,1,3,0.0,
1992,NHL,QUE,CHI,0,1,1.0,
1975,WHA,PHR,WIJ,1,3,0.0,
1998,NHL,CAR,OTT,1,1,2.0,
1984,NHL,EDM,WAS,1,0,2.0,
2001,NHL,BUF,TOR,1,2,2.0,0
2001,NHL,BUF,LAK,0,1,0.0,0
2001,NHL,OTT,LAK,0,1,1.0,0
1997,NHL,OTT,NYI,3,0,1.0,
1997,NHL,VAN,BOS,1,1,0.0,
1984,NHL,QUE,NYI,3,0,0.0,
1998,NHL,CAL,CHI,2,1,1.0,
2005,NHL,SJS,DET,1,2,,1
2003,NHL,NYR,VAN,1,0,0.0,0
1972,NHL,MNS,NYI,4,1,0.0,
1996,NHL,NJD,NYI,3,2,0.0,
1990,NHL,VAN,DET,2,1,0.0,
1993,NHL,LAK,OTT,1,1,0.0,
1992,NHL,PIT,QUE,2,0,1.0,
2006,NHL,NYI,PHO,0,1,,0
1971,NHL,NYR,BOS,1,5,0.0,
1993,NHL,BOS,SJS,1,0,1.0,
1973,NHL,BUF,DET,5,1,0.0,
1999,NHL,COL,STL,2,2,0.0,0
1985,NHL,WAS,TOR,2,1,0.0,
1980,NHL,PHI,WIN,3,1,0.0,
1957,NHL,CHI,TOR,7,6,1.0,
2010,NHL,DET,NJD,2,0,,0
2009,NHL,STL,MIN,2,2,,0
1997,NHL,TBL,LAK,0,2,0.0,
1993,NHL,QUE,TBL,1,3,0.0,
1969,NHL,BOS,STL,3,1,2.0,
1999,NHL,CHI,VAN,2,2,0.0,0
1981,NHL,MNS,PIT,2,1,0.0,
1975,NHL,DET,CLF,1,3,1.0,
1996,NHL,ANA,HAR,1,1,0.0,
2007,NHL,OTT,AND,0,1,,0
1996,NHL,BOS,ANA,1,1,0.0,
1976,WHA,BIR,QUN,3,5,0.0,
2000,NHL,NYI,NJD,1,2,2.0,0
2003,NHL,NYR,OTT,1,3,0.0,0
1993,NHL,EDM,QUE,2,0,0.0,
1922,WCHL,CAT,EDE,2,6,0.0,
1965,NHL,CHI,TOR,5,8,1.0,
1934,NHL,TOR,STE,5,0,1.0,
1987,NHL,NJD,BUF,0,2,1.0,
1933,NHL,CHI,NYA,3,1,2.0,
2005,NHL,DAL,CAL,3,1,,0
1983,NHL,HAR,MNS,3,0,0.0,
1985,NHL,VAN,PIT,1,2,0.0,
2008,NHL,DAL,NYI,1,0,,0
1977,NHL,ATF,VAN,2,1,2.0,
1987,NHL,BUF,QUE,5,2,1.0,
1981,NHL,NYI,VAN,2,1,0.0,
1994,NHL,BUF,BOS,0,3,1.0,
1957,NHL,BOS,NYR,6,5,3.0,
1979,NHL,PHI,ATF,2,2,0.0,
1941,NHL,NYR,MTL,4,4,0.0,
2001,NHL,CBS,NJD,1,0,0.0,0
2001,NHL,PHI,NYR,3,2,0.0,0
2000,NHL,WAS,NJD,2,2,0.0,0
1974,NHL,ATF,KCS,4,0,1.0,
2001,NHL,TBL,OTT,0,3,1.0,0
2003,NHL,NJD,TOR,1,1,2.0,0
2011,NHL,NJD,WAS,3,1,,0
1983,NHL,MTL,NJD,2,1,0.0,
2005,NHL,MIN,MTL,1,0,,0
1978,NHL,MNS,WAS,2,2,0.0,
1980,NHL,NYI,CAL,1,1,2.0,
1992,NHL,SJS,NYR,0,3,0.0,
2008,NHL,CAR,BUF,2,2,,0
1991,NHL,MTL,CAL,1,1,1.0,
1948,NHL,CHI,MTL,3,7,2.0,
1996,NHL,STL,PIT,0,2,0.0,
1974,NHL,NYR,STL,3,1,1.0,
1993,NHL,PHI,NYR,1,3,1.0,
1999,NHL,MTL,NJD,1,3,0.0,0
1971,NHL,MTL,PHI,3,2,1.0,
2009,NHL,SJS,PIT,1,0,,0
2005,NHL,CAR,CHI,1,0,,0
1978,NHL,COR,MTL,0,4,0.0,
1974,NHL,PIT,CHI,2,1,1.0,
2008,NHL,TOR,NJD,3,0,,1
2007,NHL,LAK,BUF,1,0,,0
1995,NHL,NYR,HAR,1,2,1.0,
1999,NHL,WAS,VAN,0,1,0.0,0
1986,NHL,EDM,NJD,2,1,0.0,
2009,NHL,NAS,AND,2,2,,0
2003,NHL,VAN,OTT,1,1,0.0,0
2001,NHL,NYI,TOR,3,0,0.0,1
2005,NHL,LAK,DAL,6,2,,0
1989,NHL,TOR,EDM,2,1,0.0,
1991,NHL,WAS,PIT,5,2,0.0,
2003,NHL,MTL,NJD,2,1,1.0,0
2002,NHL,TBL,NYR,3,1,0.0,0
2005,NHL,NYR,FLO,3,0,,1
2002,NHL,TOR,ANA,1,0,0.0,0
2002,NHL,MIN,CAR,1,1,0.0,0
2003,NHL,TBL,NAS,1,0,0.0,0
2006,NHL,BUF,EDM,1,0,,0
2002,NHL,BOS,STL,0,1,0.0,0
1995,NHL,FLO,ANA,1,0,1.0,
2005,NHL,COL,SJS,1,3,,0
1975,NHL,KCS,PIT,1,2,1.0,
1993,NHL,PIT,MTL,1,3,1.0,
2008,NHL,NAS,NJD,0,1,,0
2011,NHL,CHI,CAR,0,1,,0
1936,NHL,CHI,MTL,2,4,0.0,
1996,NHL,STL,PHI,1,1,0.0,
1999,NHL,SJS,ANA,1,4,1.0,0
1909,NHA,MOS,MOW,0,2,0.0,
1989,NHL,BUF,MNS,1,1,1.0,
1939,NHL,CHI,NYR,4,4,0.0,
2008,NHL,CAR,FLO,3,3,,0
1987,NHL,QUE,MNS,2,1,0.0,
1973,NHL,BUF,NYI,3,0,2.0,
2001,NHL,COL,CAL,1,1,3.0,0
1990,NHL,CHI,WIN,2,0,1.0,
2010,NHL,OTT,WAS,1,2,,1
2010,NHL,TBL,WAS,2,3,,1
1974,NHL,NYR,ATF,3,3,0.0,
2010,NHL,TBL,DET,0,1,,0
1992,NHL,MTL,EDM,2,0,0.0,
1991,NHL,CHI,QUE,3,0,0.0,
1991,NHL,WAS,MTL,3,0,0.0,
2011,NHL,COL,AND,3,1,,0
1943,NHL,TOR,BOS,7,3,0.0,
2003,NHL,CHI,OTT,0,1,0.0,0
2005,NHL,DAL,NAS,3,1,,0
1973,NHL,MTL,BOS,2,4,0.0,
2008,NHL,DAL,MTL,0,1,,0
1976,WHA,CIN,CAC,4,2,0.0,
2002,NHL,BUF,TBL,1,1,2.0,0
1990,NHL,PIT,MNS,2,1,0.0,
1995,NHL,LAK,CAL,1,3,1.0,
2003,NHL,NYI,COL,0,0,1.0,0
2003,NHL,PHI,PHO,2,0,0.0,0
1990,NHL,BUF,CHI,2,1,0.0,
2011,NHL,LAK,DAL,3,1,,2
1995,NHL,SJS,NJD,1,0,1.0,
1995,NHL,STL,BOS,0,2,0.0,
1988,NHL,DET,WAS,1,1,1.0,
1924,WCHL,EDE,SAS,2,2,1.0,
1977,NHL,MTL,STL,4,0,0.0,
1984,NHL,HAR,EDM,1,2,0.0,
1995,NHL,STL,DAL,3,2,1.0,
2006,NHL,WAS,NYI,1,3,,0
1927,NHL,OTS,MTM,2,3,1.0,
1975,WHA,CAC,NEW,2,3,0.0,
1968,NHL,CHI,DET,3,4,1.0,
1935,NHL,MTM,CHI,3,2,1.0,
1913,NHA,MOC,OT1,1,3,0.0,
2010,NHL,STL,BOS,1,0,,0
1978,NHL,NYI,PIT,1,0,3.0,
1980,NHL,DET,EDM,1,2,1.0,
2007,NHL,VAN,WAS,1,0,,0
2009,NHL,ATL,FLO,4,2,,0
1998,NHL,PHO,EDM,2,2,0.0,
1977,NHL,NYR,NYI,2,4,0.0,
1996,NHL,CAL,SJS,2,3,0.0,
2003,NHL,FLO,MTL,3,0,1.0,0
1972,NHL,CHI,NYI,4,0,1.0,
2007,NHL,NYR,CAL,0,1,,0
2005,NHL,ATL,LAK,0,1,,0
1972,WHA,CHC,NEW,1,5,0.0,
2007,NHL,NJD,NYI,2,5,,1
1976,NHL,WAS,PHI,0,2,2.0,
1997,NHL,PIT,OTT,1,1,3.0,
1976,NHL,BOS,TOR,3,2,1.0,
1944,NHL,MTL,TOR,4,5,1.0,
1993,NHL,HAR,WIN,1,0,1.0,
2011,NHL,NYI,COL,0,0,,1
2010,NHL,BOS,SJS,0,1,,0
1955,NHL,DET,NYR,5,6,3.0,
1998,NHL,VAN,PHI,0,2,0.0,
1997,NHL,CHI,LAK,0,4,0.0,
1974,WHA,NEW,MIB,4,1,1.0,
1915,PCHA,SEA,VML,2,4,0.0,
2003,NHL,DET,MIN,2,0,2.0,0
2000,NHL,NYI,BOS,1,3,0.0,0
2001,NHL,CHI,MIN,3,1,0.0,0
1973,NHL,VAN,TOR,4,0,1.0,
1933,NHL,MTM,CHI,2,2,2.0,
2005,NHL,ANA,CHI,4,0,,0
1982,NHL,STL,BUF,1,2,0.0,
1995,NHL,CAL,CHI,2,0,2.0,
1998,NHL,COL,DAL,2,1,1.0,
1968,NHL,DET,MTL,2,5,1.0,
1989,NHL,DET,CHI,3,4,1.0,
2000,NHL,PIT,CAR,1,3,0.0,0
1971,NHL,MTL,TOR,4,1,1.0,
1976,NHL,NYR,PIT,1,2,1.0,
1957,NHL,MTL,BOS,9,3,2.0,
2005,NHL,CBS,LAK,1,3,,0
2001,NHL,PHO,CAL,4,0,0.0,0
2002,NHL,TBL,CAR,3,0,2.0,0
1999,NHL,CHI,DET,3,2,1.0,0
2009,NHL,TBL,OTT,2,1,,1
1994,NHL,TOR,CAL,2,1,1.0,
1989,NHL,WAS,QUE,3,0,0.0,
2008,NHL,NYI,ATL,1,3,,0
1973,NHL,CHI,CLF,3,1,2.0,
2006,NHL,WAS,AND,0,1,,0
1998,NHL,CHI,MTL,2,0,0.0,
1994,NHL,NJD,TBL,1,2,1.0,
1995,NHL,NJD,LAK,2,0,0.0,
1986,NHL,CAL,WIN,2,6,0.0,
2001,NHL,PIT,NAS,0,1,0.0,0
1999,NHL,DET,NJD,1,0,0.0,0
2007,NHL,CAL,PHI,0,1,,0
1975,NHL,MNS,PIT,1,2,1.0,
1973,WHA,WIJ,NYJ,4,2,0.0,
1986,NHL,MTL,STL,2,1,0.0,
2010,NHL,MTL,MIN,1,0,,0
1956,NHL,TOR,BOS,3,7,4.0,
2011,NHL,NYI,DAL,1,1,,0
1982,NHL,STL,PIT,3,0,0.0,
2006,NHL,MIN,WAS,1,0,,0
1994,NHL,BUF,MTL,2,0,2.0,
1982,NHL,CHI,DET,6,2,0.0,
1988,NHL,HAR,QUE,4,3,1.0,
1973,NHL,MTL,CHI,2,2,1.0,
2000,NHL,NYI,DAL,0,2,0.0,0
1913,NHA,TBS,MOW,2,2,0.0,
1994,NHL,HAR,NJD,0,1,2.0,
2003,NHL,OTT,NYR,3,1,0.0,0
1992,NHL,BUF,DET,1,1,0.0,
1992,NHL,NJD,BUF,2,1,1.0,
1993,NHL,HAR,LAK,0,2,0.0,
2001,NHL,STL,DET,2,3,0.0,0
1997,NHL,CHI,COL,2,2,0.0,
2008,NHL,MTL,STL,1,0,,0
2011,NHL,DET,WAS,0,2,,0
