year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
2005,NBA,NJN,NJN,EC,AT,1,3,CS,Нью-Джерси Nets,2778,6317,1658,2187,477,1447,822,2539,3361,1884,1903,558,1119,278,7691,2730,6222,1654,465,1336,2232,787,2599,3386,1641,1889,589,1177,329,7579,0,0,29,12,20,21,0,0,33,19,10,6,0,49,33,82,19780.0,Континентальные авиалинии &lt; &lt; Арена &gt; &gt;,32767,NJN
1961,NBA,PHW,GSW,,ED,2,0,DF,Воины Филадельфии,3917,8929,2201,3207,0,0,0,0,5939,2073,2013,0,0,0,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9813,834,0,18,11,18,19,13,1,0,0,18,18,0,49,31,80,19450.0,Гражданский центр в Филадельфии,32767,PHW
1955,NBA,MNL,LAL,,WD,2,0,DS,Миннеаполис Лейкерс,2541,6543,2066,2627,0,0,0,0,4133,1689,1978,0,0,0,7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7212,347,0,13,12,6,21,14,6,0,0,19,17,0,33,39,72,17355.0,Аудитория &lt; &lt; Миннеаполис &gt; &gt;,32767,MNL
1988,NBA,PHO,PHO,WC,PC,2,3,CF,Солнце Феникса,3754,7545,2051,2594,168,481,1095,2619,3714,2280,1933,693,1279,416,9727,3589,7736,1737,181,568,2308,1252,2458,3710,2166,2057,625,1368,427,9096,0,0,35,6,20,21,0,0,41,17,23,11,0,55,27,82,19755.0,Мемориал &lt; &lt; Колизей &gt; &gt; &lt; &lt; Аризона ветеранз &gt; &gt;,32767,PHO
1947,NBL,OSH,OSH,,WE,3,0,CS,Все звезды Ошкоша,1328,0,926,1376,0,0,0,0,0,0,0,0,0,0,3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575,0,0,20,8,8,20,1,3,0,0,0,0,0,29,31,60,,,0,OSH
1942,NBL,FTW,DET,,,1,0,ЛК,Форт Уэйн Золлнер Пистоны,452,0,271,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,10,2,7,4,0,0,0,0,0,0,0,17,6,23,,,0,FWZ
2000,NBA,DEN,DEN,WC,MW,6,11,,Денвер Наггетс,2979,6877,1448,1964,512,1444,1044,2583,3627,1970,1820,552,1136,538,7918,3081,6914,1542,416,1168,2049,1012,2642,3654,2042,1758,588,1075,497,8120,0,0,29,12,11,30,0,0,27,25,13,11,0,40,42,82,19780.0,Центр &lt; &lt; Пепси &gt; &gt;,32767,DEN
1991,NBA,BOS,BOS,EC,AT,1,2,CS,Бостонская кельтика,3543,7196,1549,1917,110,359,1095,2583,3678,2072,1686,636,1165,484,8745,3323,7293,1601,201,652,2084,1178,2333,3511,1923,1634,680,1114,414,8448,0,0,34,7,17,24,0,0,35,21,19,9,0,51,31,82,19780.0,Бостонский сад,32767,BOS
1994,NBA,CHH,NOH,EC,CD,2,4,C1,Шарлотта Шерлотта,3051,6438,1587,2042,560,1409,832,2395,3227,2072,1685,620,1224,399,8249,3088,6807,1375,429,1289,1859,1102,2365,3467,1898,1859,535,1216,368,7980,0,0,29,12,21,20,0,0,36,20,17,11,0,50,32,82,19805.0,Шарлотта Колизей,32767,CHA
1994,NBA,NJN,NJN,EC,AT,5,11,,Нью-Джерси Nets,2939,6738,1750,2305,414,1297,1213,2569,3782,1884,1844,544,1300,548,8042,3182,6904,1495,440,1176,2073,1056,2435,3491,1826,1911,733,1104,440,8299,0,0,20,21,10,31,0,0,21,35,13,15,0,30,52,82,19880.0,Брендан Бёрн Арена,32767,NJN
1976,NBA,NOJ,UTA,EC,CD,5,8,,Новый Орлеан Джаз,3443,7602,1688,2183,0,0,1249,2828,4077,1854,2099,613,1706,357,8574,3486,7712,1833,0,0,2448,1318,2781,4099,1748,2125,835,1615,361,8805,0,0,26,15,9,32,0,0,18,22,10,10,0,35,47,82,19780.0,Луизиана Супердоме,32767,NOJ
1947,NBL,TRI,ATL,,WE,2,0,CF,&quot; Черные ястребы &quot;,1340,0,976,1491,0,0,0,0,0,0,0,0,0,0,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3665,0,0,17,9,11,19,2,2,0,0,0,0,0,30,30,60,,,0,TCB
1993,NBA,MIA,MIA,EC,AT,4,8,C1,Отопление в Майами,3197,6896,1744,2223,337,997,1235,2407,3642,1856,2024,643,1315,374,8475,3036,6641,1889,295,892,2527,1074,2266,3340,1821,1946,689,1314,438,8256,0,0,22,19,20,21,0,0,32,24,16,12,0,42,40,82,19805.0,Майами Арена,32767,MIA
1940,NBL,DTE,DTE,,,4,0,CS,Детройт Иглс,363,0,245,0,0,0,0,0,0,0,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,8,4,4,8,0,0,0,0,0,0,0,12,12,24,,,0,DTE
1985,NBA,LAL,LAL,WC,PC,1,1,CF,Лос-Анджелес Лейкерс,3834,7343,1812,2329,138,409,1101,2555,3656,2433,2031,693,1467,419,9618,3577,7450,1778,51,247,2369,1104,2226,3330,2235,1992,792,1330,359,8983,0,0,35,6,27,14,0,0,47,13,23,7,0,62,20,82,19830.0,Форум,32767,LAL
2007,NBA,HOU,HOU,WC,SW,3,5,C1,Хьюстонские ракеты,3003,6698,1342,1848,583,1707,1002,2659,3661,1757,1609,598,1071,420,7931,2852,6594,1410,433,1186,1912,894,2441,3335,1548,1615,622,1061,379,7547,0,0,31,10,24,17,0,0,33,19,8,8,92,55,27,82,19730.0,Центр &lt; &lt; Тойота &gt; &gt;,32767,
2008,NBA,WAS,WAS,EC,SE,5,15,,Вашингтонские волшебники,2994,6655,1494,1947,395,1198,956,2329,3285,1641,1679,619,1146,365,7877,3164,6565,1487,674,1740,1959,934,2491,3425,2015,1638,593,1140,431,8489,0,0,13,28,6,35,0,0,10,42,1,15,93,19,63,82,19705.0,Центр Verizon,32767,
1978,NBA,PHO,PHO,WC,PC,2,3,CF,Солнце Феникса,3847,7516,1765,2299,0,0,1083,2379,3462,2500,1944,915,1760,337,9459,3775,7626,1606,0,0,2127,1238,2424,3662,2091,2144,890,1841,402,9156,0,0,32,9,18,23,0,0,21,19,11,9,0,50,32,82,19780.0,Мемориал &lt; &lt; Колизей &gt; &gt; &lt; &lt; Аризона ветеранз &gt; &gt;,32767,PHO
2004,NBA,WAS,WAS,EC,SE,2,5,CS,Вашингтонские волшебники,2966,6794,1795,2476,514,1498,1133,2374,3507,1563,1807,716,1172,347,8241,3099,6748,1549,521,1432,2034,1017,2510,3527,1885,1995,586,1306,412,8268,0,0,29,12,16,25,0,0,28,24,10,6,0,45,37,82,19780.0,Центр МКИ,32767,WSW
2003,NBA,POR,POR,WC,PC,3,10,,Портлендские шоссейные блейзеры,2898,6467,1263,1728,381,1102,1040,2376,3416,1768,1554,613,1213,443,7440,2954,6567,1219,417,1222,1618,1016,2292,3308,1912,1534,657,1120,390,7544,0,0,25,16,16,25,0,0,22,30,13,11,0,41,41,82,19980.0,Розовый сад Арена,32767,POR
1976,NBA,ATL,ATL,EC,CD,6,9,,Атланта Ястребы,3279,7176,1836,2451,0,0,1244,2512,3756,1882,2302,733,1779,330,8394,3409,7137,1909,0,0,2527,1121,2533,3654,2020,2174,803,1692,442,8727,0,0,19,22,12,29,0,0,18,22,9,11,0,31,51,82,19705.0,Омни Колизей,32767,ATL
1989,NBA,PHI,PHI,EC,AT,1,2,CS,Филадельфия 76 лет,3437,7028,1976,2509,189,543,1111,2406,3517,1932,1697,687,1209,365,9039,3417,7117,1584,212,573,2054,1113,2356,3469,2155,1945,636,1234,380,8630,0,0,34,7,19,22,0,0,37,17,19,7,0,53,29,82,19805.0,Спектр,32767,PHI
1983,NBA,WSB,WAS,EC,AT,5,8,C1,Вашингтонские пули,3344,6907,1664,2201,71,282,1027,2387,3414,2192,1989,556,1448,320,8423,3465,7086,1693,37,172,2218,1037,2381,3418,2038,2021,706,1277,492,8660,0,0,25,16,10,31,0,0,23,35,8,16,0,35,47,82,19905.0,Капитальный центр,32767,WAS
1960,NBA,CIN,SAC,,WD,4,0,,Королевские власти Цинциннати,3626,8281,2060,2761,0,0,0,0,5581,2107,2159,0,0,0,9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9585,709,0,18,13,8,19,7,14,0,0,16,23,0,33,46,79,19035.0,Сада Цинциннати,32767,CIN
1953,NBA,NYK,NYK,,ED,1,0,DR,Нью-Йорк Никс,1934,5177,1820,2525,0,0,0,0,3830,1469,1832,0,0,0,5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5697,304,0,18,8,15,13,11,7,0,0,24,16,0,44,28,72,17505.0,Скверный сад Мэдисон (III),32767,NYK
1960,NBA,SYR,PHI,,ED,3,0,DF,Национальные сиракузы,3654,8746,2278,2948,0,0,0,0,5726,1786,2280,0,0,0,9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9416,819,0,19,9,8,21,11,11,0,0,18,21,0,38,41,79,19060.0,Мемориал войны в Онондаге,32767,SYR
1994,NBA,MIA,MIA,EC,AT,4,10,,Отопление в Майами,3144,6738,1569,2133,436,1182,1092,2272,3364,1779,2000,662,1291,298,8293,3092,6566,1732,511,1417,2340,1036,2355,3391,1860,1896,656,1332,385,8427,0,0,22,19,10,31,0,0,25,31,9,19,0,32,50,82,19805.0,Майами Арена,32767,MIA
1993,NBA,HOU,HOU,WC,MW,1,2,НС,Хьюстонские ракеты,3197,6733,1469,1978,429,1285,926,2619,3545,2087,1646,717,1338,485,8292,3152,7166,1377,257,841,1871,1138,2434,3572,1901,1743,767,1221,312,7938,0,0,35,6,23,18,0,0,38,16,15,11,0,58,24,82,19780.0,Встреча на высшем уровне,32767,HOU
2003,NBA,MIA,MIA,EC,AT,2,4,CS,Отопление в Майами,2729,6417,1459,1915,485,1357,940,2459,3399,1565,1812,590,1137,313,7402,2658,6205,1612,431,1256,2100,892,2486,3378,1526,1729,578,1207,439,7359,0,0,29,12,13,28,0,0,30,24,15,10,0,42,40,82,19755.0,Американские авиалинии &lt; &lt; Арена &gt; &gt;,32767,MIA
1984,NBA,UTA,UTA,WC,MW,4,6,CS,Юта Джаз,3478,7302,1878,2434,103,307,1081,2554,3635,2143,1961,712,1575,697,8937,3532,7604,1810,72,280,2375,1360,2645,4005,2069,2076,806,1606,443,8946,0,0,26,15,15,26,0,0,32,28,19,11,0,41,41,82,19755.0,Соленый дворец,32767,UTA
1983,NBA,GSW,GSW,WC,PC,5,9,,&quot; Золотые государственные войны &quot;,3519,7534,1915,2577,55,226,1390,2171,3561,1837,2108,830,1518,348,9008,3725,7210,1801,36,171,2377,1211,2513,3724,2150,2246,691,1694,494,9287,0,0,27,14,10,31,0,0,27,33,13,17,0,37,45,82,19830.0,Окленд-Аламеда Округ Колизей Арена,32767,GSW
2005,NBA,MIN,MIN,WC,NW,4,14,,Миннесота Тимберволы,2888,6340,1436,1895,310,942,811,2422,3233,1716,1889,559,1189,471,7522,2852,6474,1525,447,1229,2072,974,2411,3385,1554,1736,539,1139,374,7676,0,0,24,17,9,32,0,0,20,32,6,10,0,33,49,82,19855.0,Целенаправленный центр,32767,MIN
2002,NBA,NJN,NJN,EC,AT,1,2,F,Нью-Джерси Nets,2906,6585,1662,2195,346,1041,991,2528,3519,1887,1772,717,1212,374,7820,2757,6461,1453,425,1185,1941,932,2461,3393,1607,1880,693,1358,423,7392,0,0,33,8,16,25,0,0,34,20,16,8,0,49,33,82,19755.0,Континентальные авиалинии &lt; &lt; Арена &gt; &gt;,32767,NJN
1997,NBA,VAN,MEM,WC,MW,6,11,,Ванкувер Гризли,3006,6567,1586,2145,325,898,1081,2313,3394,1960,1809,614,1405,349,7923,3230,6797,1634,428,1111,2233,1144,2358,3502,2101,1832,836,1163,538,8522,0,0,14,27,5,36,0,0,14,38,4,20,0,19,63,82,19830.0,General Motors Place,32767,VAN
1986,NBA,GSW,GSW,WC,PC,3,5,CS,&quot; Золотые государственные войны &quot;,3551,7412,1970,2526,116,364,1193,2351,3544,2083,2138,715,1354,321,9188,3615,7339,1995,155,460,2665,1249,2481,3730,2174,2052,688,1412,450,9380,0,0,25,16,17,24,0,0,32,28,17,13,0,42,40,82,19905.0,Окленд-Аламеда Округ Колизей Арена,32767,GSW
1951,NBA,MNL,LAL,,WD,2,0,НС,Миннеаполис Лейкерс,2106,5733,1436,1921,0,0,0,0,3543,1389,1763,0,0,0,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,396,0,21,5,13,19,6,2,0,0,24,12,0,40,26,66,16215.0,Аудитория &lt; &lt; Миннеаполис &gt; &gt;,0,MNL
1990,NBA,BOS,BOS,EC,AT,1,2,CS,Бостонская кельтика,3695,7214,1646,1997,109,346,1088,2697,3785,2160,1695,672,1320,565,9145,3419,7559,1639,191,611,2084,1192,2204,3396,2052,1660,738,1127,381,8668,0,0,35,6,21,20,0,0,35,19,20,6,0,56,26,82,19805.0,Бостонский сад,32767,BOS
1963,NBA,SFW,GSW,,WD,1,0,F,Сан-Франциско Воины,3407,7779,1800,2821,0,0,0,0,5499,1899,1978,0,0,0,8614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8205,601,0,25,14,21,15,2,3,0,0,29,17,0,48,32,80,19325.0,Коровский дворец,32767,SFW
2001,NBA,MEM,MEM,WC,MW,7,13,,Мемфис Гризли,2851,6535,1334,1883,336,1096,984,2413,3397,1785,1571,646,1344,488,7372,3119,6829,1346,398,1112,1788,1135,2558,3693,1961,1784,781,1207,457,7982,0,0,15,26,8,33,0,0,14,38,7,17,0,23,59,82,19780.0,Пирамидная Арена,32767,MEM
2006,NBA,MEM,MEM,WC,SW,5,15,,Мемфис Гризли,2998,6448,1835,2410,500,1362,866,2375,3241,1680,1827,564,1343,407,8331,3287,6761,1603,576,1480,2113,965,2483,3448,2062,1992,681,1253,450,8753,0,0,14,27,8,33,0,0,14,38,2,14,0,22,60,82,19980.0,Форум &quot; FedEx &quot;,32767,
1968,NBA,ATL,ATL,,WD,2,0,DF,Атланта Ястребы,3605,7844,1913,2785,0,0,0,0,4599,2069,2082,0,0,0,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8942,0,0,28,12,18,21,2,1,0,0,26,14,0,48,34,82,19730.0,Мемориал Александра Колизея,32767,ATL
1976,NBA,SAS,SAS,EC,CD,3,5,C1,Сан-Антонио Спорс,3711,7657,2010,2522,0,0,1110,2550,3660,2115,1966,857,1770,499,9432,3935,8075,1512,0,0,2059,1329,2687,4016,2159,2189,811,1822,420,9382,0,0,31,10,13,28,0,0,22,18,9,11,0,44,38,82,19755.0,ХемисФейр Арена,32767,SAN
1985,NBA,UTA,UTA,WC,MW,4,5,C1,Юта Джаз,3453,7083,1930,2694,35,169,1068,2479,3547,2199,2038,717,1518,666,8871,3470,7339,1896,65,251,2483,1208,2510,3718,1977,2221,752,1531,464,8901,0,0,27,14,15,26,0,0,30,30,15,15,0,42,40,82,19780.0,Соленый дворец,32767,UTA
1965,NBA,BOS,BOS,,ED,2,0,НС,Бостонская кельтика,3488,8367,2038,2758,0,0,0,0,5591,1795,2012,0,0,0,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623,661,0,26,5,19,18,9,3,0,0,19,11,0,54,26,80,19225.0,Бостонский сад,32767,BOS
1949,NBA,STB,STB,,CD,5,0,,Бомбардировщики Сент-Луис,1741,5086,1528,2149,0,0,0,0,0,1285,1596,0,0,0,5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5202,0,0,17,14,7,26,2,2,0,0,4,20,0,26,42,68,16570.0,Сент-Луис Арена,0,STB
1973,NBA,CLE,CLE,EC,CD,4,7,,Кливленд Кавальеры,3420,7782,1381,1788,0,0,1275,2492,3767,2048,1925,598,1545,293,8221,3440,7342,1696,0,0,2163,1137,2802,3939,2120,1853,630,1654,343,8576,0,0,18,23,11,28,0,2,17,29,8,14,0,29,53,82,19755.0,Кливленд Арена,32767,CLE
1994,NBA,LAC,LAC,WC,PC,7,13,,Лос-Анджелесские клипперы,3060,6888,1476,2079,331,1051,1064,2076,3140,1805,2152,787,1334,435,7927,3207,6470,1876,388,1049,2503,1083,2536,3619,1917,1905,693,1506,459,8678,0,0,13,28,4,37,0,0,10,44,6,24,0,17,65,82,19880.0,Лос-Анджелесская мемориальная спортивная арена,32767,LAC
1949,NBA,WSC,WSC,,ED,3,0,DS,Вашингтон Капиталс,1813,5493,1575,2111,0,0,0,0,0,1057,1837,0,0,0,5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264,0,0,21,13,10,20,1,3,0,0,13,13,0,32,36,68,16570.0,Улин Арена,0,WSC
1974,NBA,POR,POR,WC,PC,3,7,,Портлендские шоссейные блейзеры,3414,7113,1680,2265,0,0,1049,2758,3807,2209,2055,755,1833,399,8508,3379,7502,1714,0,0,2178,1207,2572,3779,2090,2085,927,1607,383,8472,0,0,28,13,10,31,0,0,22,24,16,14,0,38,44,82,19880.0,Мемориал &lt; &lt; Колизей &gt; &gt;,32767,POR
1994,NBA,SAC,SAC,WC,PC,5,9,,Короли Сакраменто,3025,6463,1647,2317,359,1037,1073,2325,3398,1824,2040,650,1449,457,8056,2964,6549,1833,377,1240,2473,1145,2268,3413,1820,2033,756,1348,515,8138,0,0,27,14,12,29,0,0,25,29,17,13,0,39,43,82,19855.0,АРКО Арена (II),32767,SAC
1997,NBA,PHO,PHO,WC,PC,3,4,C1,Солнце Феникса,3138,6710,1459,1948,431,1211,991,2452,3443,2124,1765,756,1236,429,8166,2923,6618,1501,394,1091,2051,1051,2343,3394,1803,1769,720,1363,323,7741,0,0,30,11,26,15,0,0,37,15,17,7,0,56,26,82,19955.0,Америка Западная Арена,32767,PHO
2008,NBA,CHA,CHA,EC,SE,4,10,,Шарлотта Бобкотс,2866,6299,1455,1965,490,1339,886,2366,3252,1741,1754,580,1279,397,7677,2883,6349,1457,558,1526,1928,877,2310,3187,1604,1714,626,1206,488,7781,0,0,23,18,12,29,0,0,20,32,5,11,91,35,47,82,19930.0,Уорнер времени Кейбл Арена,32767,
2011,NBA,CHA,CHA,EC,SE,5,0,,Шарлотта Бобкотс,2193,5293,1090,1462,263,892,677,1894,2571,1326,1249,397,957,361,5739,2568,5411,1115,1486,406,1142,778,2193,2971,1537,1341,499,890,378,6657,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59,0,,,0,
1979,NBA,LAL,LAL,WC,PC,1,1,НС,Лос-Анджелес Лейкерс,3898,7368,1622,2092,20,100,1085,2653,3738,2413,1784,774,1639,546,9438,3723,7921,1430,78,274,1884,1312,2242,3554,2324,1860,797,1420,382,8954,0,0,37,4,23,18,0,0,42,18,19,11,0,60,22,82,19880.0,Форум,32767,LAL
1978,NBA,PHI,PHI,EC,AT,2,3,CS,Филадельфия 76 лет,3584,7338,1815,2411,0,0,1149,2712,3861,2253,2072,779,1771,599,8983,3542,7626,1747,0,0,2331,1252,2506,3758,2094,2128,795,1627,353,8831,0,0,31,10,16,25,0,0,25,15,9,7,0,47,35,82,19805.0,Спектр,32767,PHI
1946,NBL,SHE,SHE,,WE,4,0,CS,Шебойган Редскинс,890,0,620,928,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,0,0,20,2,6,16,0,0,0,0,0,0,0,26,18,44,,,0,SHE
1984,NBA,MIL,MIL,EC,CD,1,2,CS,Милуоки Бакс,3564,7256,1873,2473,89,294,1256,2353,3609,2164,2239,689,1382,486,9090,3214,6972,2020,80,308,2700,1236,2293,3529,1904,2104,642,1562,389,8528,0,0,36,5,23,18,0,0,39,19,20,10,0,59,23,82,19805.0,МЕККА Арена,32767,MIL
1995,NBA,CLE,CLE,EC,CD,3,4,C1,Кливленд Кавальеры,2761,5998,1355,1775,596,1582,867,2055,2922,1818,1685,674,1073,340,7473,2674,5787,1400,513,1322,1844,874,2167,3041,1818,1667,504,1282,336,7261,0,0,26,15,21,20,0,0,29,25,13,15,0,47,35,82,19830.0,Гунд Арена,32767,CLE
1948,NBL,HCB,HCB,,EA,3,0,CS,Хаммонд Калумет Букканеры,1307,0,1168,1705,0,0,0,0,0,0,0,0,0,0,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4016,0,0,15,16,5,25,1,0,0,0,0,0,0,21,41,62,,,0,HCB
1989,NBA,SAS,SAS,WC,MW,1,2,CS,Сан-Антонио Спорс,3388,6997,1888,2535,54,226,1163,2474,3637,2037,1854,799,1399,554,8718,3269,7090,1663,231,624,2169,1125,2241,3366,1967,1919,760,1420,416,8432,0,0,34,7,22,19,0,0,40,16,19,9,0,56,26,82,19730.0,ХемисФейр Арена,32767,SAN
1998,NBA,LAL,LAL,WC,PC,2,4,CS,Лос-Анджелес Лейкерс,1841,3935,1027,1503,241,685,619,1482,2101,1095,1231,389,754,287,4950,1759,3992,1064,217,653,1501,628,1403,2031,1062,1271,408,716,196,4799,0,0,18,7,13,12,0,0,28,16,14,8,0,31,19,50,12050.0,Большой Западный форум,32767,LAL
