season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2011,11,1263,71,1430,66,A,1
2014,75,1205,67,1342,58,A,0
2012,16,1155,73,1154,50,A,0
2007,98,1111,77,1204,55,A,0
1994,68,1282,78,1403,70,H,0
2000,96,1159,57,1221,54,A,0
2013,102,1453,66,1156,59,A,0
2009,28,1360,77,1167,65,A,0
1994,115,1436,84,1318,76,H,0
2001,30,1112,101,1211,87,H,0
2011,47,1207,99,1259,75,H,0
1985,114,1141,74,1405,63,H,0
2013,50,1232,57,1274,55,N,1
1997,47,1361,93,1258,81,H,0
2011,93,1348,72,1200,52,H,0
2007,96,1108,88,1238,80,H,0
1992,22,1339,103,1186,89,H,0
2003,65,1306,74,1263,64,H,0
2010,111,1113,73,1112,69,A,0
2011,110,1354,71,1299,57,H,0
1993,94,1112,96,1390,61,H,0
1987,117,1329,76,1235,64,H,0
2004,89,1418,74,1292,64,A,0
2013,82,1444,76,1141,59,A,0
1987,130,1124,54,1222,52,N,0
2010,27,1104,68,1276,66,N,0
2000,21,1397,95,1189,56,H,0
1985,75,1285,60,1225,54,A,0
2011,107,1409,86,1187,67,H,0
1985,110,1156,79,1320,63,H,0
1992,26,1304,106,1381,101,A,0
1988,111,1155,65,1438,62,H,0
1988,94,1231,92,1278,63,H,0
2011,70,1238,73,1380,49,H,0
1997,110,1360,76,1211,69,A,0
1992,60,1145,86,1193,81,H,0
2001,77,1207,99,1371,91,A,0
1992,66,1308,72,1364,63,H,0
1994,32,1364,71,1284,61,H,0
2000,33,1405,71,1444,59,N,0
1993,103,1150,84,1433,70,H,0
1992,54,1260,87,1345,79,H,0
1989,110,1154,88,1440,79,H,0
1990,47,1393,105,1406,75,H,0
1996,117,1308,81,1424,72,A,0
1999,93,1348,82,1386,68,H,0
2013,68,1448,75,1130,72,H,0
1993,75,1322,68,1372,65,A,0
2000,124,1340,84,1286,67,H,0
1988,73,1318,60,1263,54,A,0
1998,96,1314,79,1448,73,A,0
2012,68,1455,83,1356,73,A,0
1993,40,1403,72,1161,62,H,0
1986,110,1360,70,1388,61,H,0
2014,128,1201,61,1102,59,N,0
2006,124,1314,83,1181,76,A,0
1994,132,1257,69,1379,61,N,0
1991,47,1328,172,1258,112,H,0
2011,11,1439,70,1144,60,H,0
1993,40,1330,81,1433,65,N,0
1998,75,1393,69,1257,65,H,0
1989,44,1365,82,1305,78,H,0
2003,23,1214,61,1350,60,H,0
1989,121,1328,111,1329,108,H,0
2014,101,1230,80,1101,68,H,0
1989,77,1391,75,1378,73,H,0
2001,68,1292,105,1317,71,H,0
2014,86,1314,78,1210,65,A,0
2013,9,1175,73,1447,69,H,1
1990,107,1248,83,1406,70,H,0
1990,123,1193,66,1310,63,N,1
2004,104,1448,91,1153,85,H,0
2000,117,1249,71,1402,61,H,0
1993,56,1387,94,1293,58,H,0
1989,57,1344,100,1263,78,H,0
2004,114,1296,62,1275,54,H,0
1986,96,1371,85,1338,73,A,0
2011,110,1179,84,1178,76,H,0
1991,37,1329,110,1147,58,H,0
2001,36,1239,79,1407,71,H,0
1998,33,1452,78,1349,61,N,0
2007,30,1332,57,1207,50,A,0
2003,75,1264,86,1389,71,A,0
1987,73,1314,98,1268,65,H,0
1993,106,1216,97,1217,72,H,0
1987,115,1149,89,1157,80,A,0
2003,110,1350,70,1348,69,H,1
2009,106,1133,71,1283,60,H,0
2000,93,1435,67,1208,58,A,0
1993,40,1164,79,1406,74,A,0
2002,73,1384,77,1254,64,H,0
1988,86,1397,63,1280,48,A,0
2013,115,1195,60,1273,57,H,0
2013,29,1119,91,1265,57,H,0
2003,117,1361,86,1461,73,A,0
1995,46,1412,75,1290,62,H,0
1986,54,1439,76,1452,69,H,0
1994,59,1296,82,1152,77,A,0
1998,68,1158,64,1147,51,A,0
2001,96,1461,101,1361,66,H,0
1992,66,1209,80,1273,70,H,0
1991,91,1419,100,1256,89,H,0
1996,75,1258,63,1360,56,A,0
2006,19,1301,91,1154,59,H,0
1987,67,1310,95,1436,74,A,0
1995,122,1418,57,1249,55,N,0
1999,41,1401,77,1249,69,H,0
1985,40,1281,86,1399,66,H,0
2010,82,1256,65,1218,60,A,0
2009,84,1333,65,1167,59,H,0
1997,123,1171,66,1135,55,A,0
2013,26,1307,77,1232,68,A,1
1993,82,1164,69,1197,63,H,0
1989,87,1173,55,1139,52,A,0
1993,55,1218,83,1200,64,H,0
2000,35,1391,77,1273,74,A,0
2005,82,1112,92,1333,83,A,0
2011,11,1435,88,1342,47,H,0
2000,115,1285,80,1170,57,A,0
2013,15,1325,75,1214,67,H,0
1988,124,1335,82,1162,55,H,0
1989,26,1428,109,1233,75,N,0
2004,55,1162,72,1341,69,N,0
1985,91,1151,71,1190,63,A,0
2000,105,1163,59,1371,50,A,0
2001,115,1418,96,1317,92,A,0
1998,56,1309,66,1408,61,N,0
2002,111,1148,100,1254,65,H,0
2008,26,1361,72,1444,61,H,0
2011,12,1228,85,1356,63,H,0
2006,52,1344,76,1463,63,H,0
2000,112,1114,91,1176,66,H,0
1993,68,1443,86,1256,40,H,0
1999,75,1204,60,1202,57,H,0
1995,103,1184,83,1122,70,A,0
1989,110,1245,83,1185,71,H,0
1987,68,1314,79,1247,72,A,0
2006,117,1455,64,1229,57,H,0
2007,64,1264,89,1337,87,A,0
1985,77,1239,64,1416,49,H,0
2009,16,1139,64,1123,55,H,0
1999,43,1379,67,1311,44,H,0
1989,114,1350,73,1241,63,A,0
2004,117,1441,86,1111,69,H,0
1996,117,1246,94,1196,63,A,0
2013,13,1360,77,1373,60,H,0
2003,26,1144,65,1157,49,H,0
2007,49,1426,78,1415,77,A,0
1997,75,1299,84,1288,63,H,0
2012,89,1169,76,1167,68,A,0
2011,96,1148,80,1352,58,A,0
1987,40,1393,94,1318,74,H,0
2002,40,1216,73,1192,56,H,0
1993,75,1243,83,1160,78,H,0
2006,75,1452,104,1266,85,H,0
2002,87,1360,73,1258,60,H,0
2006,50,1336,75,1306,51,H,0
2014,96,1447,62,1357,55,A,0
1994,59,1277,83,1165,69,H,0
2013,6,1112,82,1149,73,H,0
2014,110,1394,66,1223,61,A,0
1999,121,1116,104,1120,88,H,0
2001,33,1460,84,1398,74,A,0
2001,117,1390,99,1449,79,H,0
2002,50,1428,71,1381,47,H,0
2010,117,1333,49,1425,44,A,0
2011,14,1187,76,1144,63,H,0
2006,84,1214,100,1366,57,H,0
1998,122,1305,107,1317,93,H,0
1999,89,1388,86,1258,81,H,0
2000,19,1458,60,1123,50,H,0
1994,36,1344,66,1437,65,A,0
2001,42,1200,96,1248,83,H,0
2010,40,1258,87,1323,85,A,0
1993,40,1435,95,1374,86,H,0
1987,39,1443,98,1273,67,H,0
2006,61,1328,68,1104,56,H,0
2003,124,1272,90,1412,79,A,0
1996,75,1138,69,1152,62,H,0
2011,117,1386,79,1382,65,H,0
2009,90,1166,75,1283,51,H,0
1997,75,1211,80,1388,57,H,0
2013,61,1292,60,1375,56,A,0
2009,33,1396,65,1336,59,A,0
2012,99,1104,68,1120,50,A,0
2011,11,1447,63,1248,58,H,0
2001,97,1264,56,1373,51,H,0
1991,61,1190,94,1301,91,H,0
2003,119,1166,86,1455,60,H,0
2005,68,1429,76,1142,65,H,0
1996,73,1368,94,1391,79,A,0
2011,51,1167,89,1415,80,H,0
2007,130,1203,60,1387,40,N,0
1987,47,1152,66,1453,57,A,0
2014,124,1390,61,1428,60,H,0
1991,91,1393,68,1163,66,A,0
2010,107,1281,82,1400,77,H,0
1996,107,1440,90,1441,73,H,0
1998,30,1181,95,1112,87,N,0
1994,35,1448,77,1172,68,H,0
2003,89,1273,76,1205,64,A,0
2014,124,1274,69,1448,56,H,0
1991,75,1305,86,1285,77,H,0
2013,83,1274,71,1199,47,H,0
2007,18,1162,73,1312,60,H,0
2003,117,1273,101,1391,84,H,0
2000,122,1459,81,1440,72,N,0
1998,87,1174,79,1318,63,H,0
2009,107,1404,76,1183,60,A,0
1989,117,1292,89,1399,68,H,0
2005,82,1237,75,1147,53,H,0
1995,96,1241,95,1330,79,H,0
2013,61,1198,75,1418,70,H,0
2005,40,1201,72,1170,54,H,0
1991,126,1166,68,1283,52,N,0
1985,82,1278,81,1277,75,A,0
1997,85,1231,72,1276,70,H,0
1992,26,1130,77,1134,53,H,0
2011,117,1343,66,1162,61,H,0
2005,90,1221,58,1250,56,A,0
1998,86,1280,69,1208,64,H,0
2007,112,1139,68,1453,58,A,0
2014,59,1282,80,1225,74,A,0
2012,26,1103,81,1178,63,H,0
1985,117,1288,71,1109,61,H,0
1996,110,1239,77,1117,75,A,0
2011,105,1197,69,1175,63,H,0
2008,30,1452,88,1120,59,N,0
2003,112,1428,71,1140,64,H,0
1991,26,1256,94,1147,89,A,0
2008,103,1179,65,1320,55,A,0
1986,95,1145,69,1436,66,A,0
1992,54,1328,78,1395,73,N,0
2007,18,1339,59,1286,53,H,0
1990,36,1309,69,1197,64,H,0
1993,58,1199,94,1378,73,H,0
1988,57,1429,92,1451,69,H,0
2002,60,1131,79,1453,75,A,1
2010,115,1111,80,1151,74,H,0
2011,91,1207,62,1257,59,H,0
1986,60,1412,69,1395,62,N,0
2002,86,1407,71,1273,65,H,0
2000,117,1139,84,1227,60,H,0
2008,19,1299,96,1177,93,A,0
1991,65,1376,103,1273,67,H,0
2014,4,1102,79,1119,68,N,0
2014,4,1103,72,1157,63,H,0
2014,4,1107,74,1373,62,A,0
2014,4,1112,73,1142,62,H,0
2014,4,1113,96,1420,61,H,0
2014,4,1116,99,1188,65,H,0
2014,4,1120,76,1311,54,H,0
2014,4,1124,72,1160,60,N,0
2014,4,1125,87,1252,83,A,0
2014,4,1129,116,1426,87,H,0
2014,4,1133,72,1240,65,H,0
2014,4,1140,81,1451,72,H,0
2014,4,1143,83,1164,64,H,0
2014,4,1150,80,1190,75,H,0
2014,4,1153,74,1300,61,H,0
2014,4,1155,71,1391,51,H,0
2014,4,1163,78,1268,77,N,0
2014,4,1166,107,1108,61,H,0
2014,4,1181,111,1172,77,H,0
2014,4,1184,83,1198,61,N,0
2014,4,1196,77,1316,69,H,0
2014,4,1199,91,1239,67,H,0
2014,4,1200,87,1384,67,H,0
2014,4,1201,98,1414,97,A,1
2014,4,1203,76,1347,54,H,0
2014,4,1206,63,1110,60,H,0
2014,4,1208,72,1459,52,H,0
2014,4,1210,88,1342,57,H,0
2014,4,1214,77,1456,69,H,0
2014,4,1218,85,1398,55,H,0
2014,4,1222,76,1402,70,H,0
2014,4,1228,80,1106,63,H,0
2014,4,1231,100,1152,72,H,0
2014,4,1234,82,1423,39,H,0
2014,4,1242,80,1419,63,H,0
2014,4,1246,89,1421,57,H,0
2014,4,1258,78,1213,75,N,0
2014,4,1259,79,1127,74,A,0
2014,4,1260,76,1454,72,H,0
2014,4,1266,63,1380,56,H,0
2014,4,1267,85,1354,69,H,0
2014,4,1276,69,1262,42,H,0
2014,4,1277,98,1270,56,H,0
2014,4,1278,81,1250,62,H,0
2014,4,1279,69,1407,54,H,0
2014,4,1280,71,1341,56,H,0
2014,4,1281,89,1368,53,H,0
2014,4,1283,79,1330,67,A,1
2014,4,1284,88,1220,84,A,0
2014,4,1294,60,1243,58,A,0
2014,4,1301,98,1111,77,H,0
2014,4,1303,68,1296,66,A,0
2014,4,1304,79,1195,55,H,0
2014,4,1314,84,1324,61,H,0
2014,4,1323,74,1275,62,H,0
2014,4,1328,82,1104,73,N,0
2014,4,1329,117,1290,62,H,0
2014,4,1332,82,1207,75,N,0
2014,4,1334,80,1305,78,A,0
2014,4,1338,88,1366,55,H,0
2014,4,1339,100,1413,83,H,0
2014,4,1344,82,1130,78,H,1
2014,4,1345,77,1297,76,H,0
2014,4,1348,97,1263,77,H,0
2014,4,1350,71,1174,69,H,0
2014,4,1353,92,1197,84,H,0
2014,4,1358,77,1410,73,A,0
2014,4,1360,74,1355,70,H,0
2014,4,1361,77,1415,41,H,0
2014,4,1374,69,1395,61,N,0
2014,4,1375,74,1178,58,H,0
2014,4,1379,67,1238,51,H,0
2014,4,1383,66,1274,62,A,1
2014,4,1387,87,1369,64,H,0
2014,4,1388,83,1256,70,H,0
2014,4,1390,72,1137,68,H,0
2014,4,1392,71,1265,55,H,0
2014,4,1393,82,1165,60,H,0
2014,4,1400,76,1273,73,H,0
2014,4,1401,82,1138,58,H,0
2014,4,1403,76,1223,61,H,0
2014,4,1406,72,1298,45,H,0
2014,4,1408,75,1312,64,H,0
2014,4,1411,95,1313,83,H,0
2014,4,1417,72,1180,67,H,0
2014,4,1422,82,1219,74,H,0
2014,4,1424,67,1340,48,H,0
1996,80,1168,64,1424,61,H,0
1997,50,1365,89,1186,87,A,0
2014,43,1329,75,1175,43,H,0
2009,94,1156,66,1227,63,A,0
1986,101,1368,85,1311,72,H,0
2003,72,1458,66,1278,50,H,0
2003,29,1183,76,1442,63,H,0
1999,28,1340,78,1360,70,H,0
2007,17,1431,80,1413,76,H,0
2008,55,1424,81,1278,64,H,0
2002,27,1177,107,1464,69,H,0
1985,80,1330,74,1378,62,H,0
2000,68,1152,75,1331,72,H,0
2008,121,1274,74,1130,61,H,0
2011,27,1261,80,1375,65,A,0
2003,25,1233,68,1351,56,H,0
1999,37,1397,68,1272,67,H,0
1996,77,1429,60,1363,58,H,0
2004,20,1463,70,1157,65,N,0
1996,129,1207,92,1274,62,N,0
1996,98,1229,74,1166,72,A,0
2012,21,1273,60,1358,38,H,0
1993,38,1453,89,1126,55,H,0
2008,11,1159,83,1402,77,N,0
2004,22,1196,112,1286,73,H,0
1998,40,1145,73,1373,72,A,0
1986,75,1410,56,1368,46,H,0
1997,129,1437,80,1393,70,N,0
2001,114,1444,50,1103,42,H,0
2011,17,1196,105,1299,55,H,0
1991,37,1172,73,1421,71,H,0
2005,47,1451,85,1189,57,H,0
1996,105,1434,97,1148,82,H,0
2001,84,1359,76,1144,61,A,0
1997,61,1246,81,1326,65,N,0
1999,57,1325,76,1123,64,H,0
1988,26,1337,84,1177,76,A,0
1985,68,1464,75,1103,61,A,0
2007,98,1339,87,1337,76,A,0
1996,59,1269,78,1425,63,N,0
1993,117,1409,80,1455,63,H,0
1996,129,1203,81,1386,71,A,0
2010,75,1242,89,1403,63,H,0
1986,119,1290,81,1238,76,H,0
2002,75,1429,70,1253,66,H,0
1998,122,1224,79,1271,77,H,0
2000,114,1393,91,1437,63,H,0
2010,11,1448,76,1331,56,H,0
2010,112,1242,81,1328,68,H,0
2014,30,1257,90,1282,62,H,0
2008,72,1291,56,1384,44,H,0
1989,38,1412,87,1106,75,H,0
1986,63,1246,93,1440,55,N,0
2013,21,1311,92,1309,79,H,0
1995,98,1434,69,1442,61,H,0
2001,98,1164,85,1197,59,H,0
2009,120,1404,93,1399,75,H,0
2001,96,1313,90,1224,86,A,0
1999,114,1203,78,1269,72,H,0
1992,47,1397,92,1433,78,A,0
1991,26,1120,85,1411,77,H,0
1992,54,1287,87,1157,73,N,0
2010,121,1222,78,1349,70,H,0
2003,21,1450,72,1381,66,H,0
2010,89,1238,77,1290,59,A,0
2010,11,1129,90,1258,87,N,0
2013,124,1198,69,1114,54,N,0
1999,57,1279,75,1328,72,N,0
2014,86,1405,83,1275,70,A,0
