schoolid,schoolname,schoolcity,schoolstate,schoolnick
smaine,Университет ЮжногоMaine,Горхам,Я,Хаски
auburn,Абуринский университет,Аубурн,АЛ,Тигры
millikin,Университет Милликина,Декейтур,ИЛ,Синяя огромная
vandy,Университет Вандербильта,Насвилл,ТН,Коммодоры
knoxil,Колледж Кноックス (и колледж Ломбард),Галесбург,ИЛ,Пустынный огонь
kentst,Университет штата Кент,Кент,О,Золотая искра
albertsnid,Университет Альберсона-Колледж Айдахо,Кальвэлл,ID,Койоты
northwood,Университет Нортвуд,Средний,М,Тимбервулвз
occidental,Оклендский колледж,Лос-Анджелес,Калифорния,Тигры
grossmont,Колледж Гроссмонт,Эл-Кахон,Калифорния,
lincolnmem,Университет Линкольна,Харрогейт,ТН,Рельс-сплиттеры
swoklahoma,Университет юго-запада Оклахомы,Вэдерфорд,Добро,Бульдоги
stjosephs,Университет Святого Иосифа,Филадельфия,ПА,Сыры
wlmjewell,Уильям Джуэлль Колледж,Свобода,МО,Кардиналы
wistvnspt,Университет Висконсина в Стивенс-Пойнте,Стевенс-Пойнт,ВИ,Указатели
prairview,Университет Prairie View A&M,Прайри-Вью,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Пантеры
ramaponj,"Колледж Рамапо в Нью-Джерси, США",Махва,НУ,Прыгуны-пятнистые
alverniapa,Колледж Алверния,Чтение,ПА,Крестоносцы
messiah,Колледж Мессия,Грантам,ПА,Соколы
arkansas,Университет Аризоны,Файетвилл,АР,Ризбоки
willmary,Колледж Уильям и Мэри,Уильямсбург,Да,Триб
kansas,Университет Канзаса,Лоренс,KS,Джейхокс
depaul,Университет Дипаул,Чикаго,ИЛ,Блю Демоны
tulane,Туланский университет,Новый Орлеан,Лос-Анджелес,Зелёная Волна
tamucomm,Техасский университет A&M в Комере,Коммерция,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Львы
hawaii,Университет Гавайи в Маноа,Хонолулу,Привет!,Дождевики
gannon,Университет Гэнна,Эри,ПА,Золотой Рыцарь
sillinois,Южный Иллинойсский университет,Карбондал,ИЛ,Здравствуйте
sonomast,Университет штата Сонора,Рохнет Парк,Калифорния,Морские волки
huntercuny,"Хайдер Колледж, Городской университет Нью-Йорка",Нью-Йорк,Нью-Йорк,Сыры
utarl,Университет Техаса в Арлингтоне,Арлингтон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.","""Маверики"""
ozarks,Университет Озаксов,Кларксвилл,АР,Орлы
uofsouth,Университет Юга,Суэни,ТН,Тигры
casewestrn,Университет Кейс-Вестерн-Резерв,Кливленд,О,Спартаны
albrightpa,Альбритский колледж,Чтение,ПА,Львы
tampa,Университет Тампы,Тампа,ФЛ,Спартаны
cwashngton,Центральный университет Вашингтона,Элленсбург,Ва,Дикие кошки
akron,Университет Акрона,Акрон,О,Зипы
lee,Университет Ли,Кливленд,ТН,Пламя
beloitwi,Белоитский колледж,Белоит,ВИ,Буйные пираты
minnesota,Университет Миннесоты,Миннеаполис,МН,Златые грызуны
gonzaga,Университет Гонзага,Спокан,Ва,Бульдоги
ashland,Университет Ашленда,Ашленд,О,Орлы
salabama,Университет Южной Аравии,Мобильный,АЛ,Ягуары
eckerd,Эккардский колледж,Санкт-Петербург,ФЛ,Тритоны
mcdaniel,Колледж МакДэниел,Вестминстер,МД,Зелёный Террор
southernu,Южный университет и колледж АГМ,Батон-Руж,Лос-Анджелес,Ягуары
alcornst,Алькорнский государственный университет,Лормэн,Мएस,Бравы
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
tnwesleyan,Теннесси Уэслиан Колледж,Афины,ТН,Бульдоги
wiscgbay,Университет Висконсина в Грин-Бей,Зеленый Бай,ВИ,Финикс
shenandoah,Универсиитет Шенандоа,Винчестер,Да,Журавли
sarkansas,Университет Южной Арканса,Магнолия,АР,Мульчировщики
indianast,Індиана Стейт Университет,Терре-Хот,В,Сикаморы
neillinois,Северо-Восточный университет Иллинойса,Чикаго,ИЛ,
waynesburg,Колледж Уэйнсбьюг,Уэйнсбург,ПА,Желтые жакеты
idahost,Испытательный университет штата Айдахо,Покацелло,ID,Бенгалы
rider,Райдеровский университет,Ларенсвилл,НУ,Бронцы
colorado,Университет Колорадо,Бульдер,К,Буффалоы
lehigh,Льюисбургский университет,Бетлехем,ПА,Горные ястребы
utahst,Университет штата Юта,Логан,УТ,Аггиес
shaw,Шоу Университи,Рали,НГ,Медведи
houstnbapt,Хьюстонский баптийский университет,Хьюстон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Хаски
tnmartin,Университет Теннесси в Мартинете,Мартин,ТН,Скайхауки
auburnmont,Аубурнский университет в Монтгомери,Монтгомери,АЛ,Сенаторы
williamsma,Уильямс-колледж,Уильямстун,МА,Эфсы
chicagost,Чикагский государственный университет,Чикаго,ИЛ,Пума
texasam,Техасский университет А&М,Колледж-Сэсон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Аггиес
cshayward,Калифорнийский университет в Хейварде,Хейвард,Калифорния,Пионеры
butler,Бутлерский университет,Индианаполис,В,Бульдоги
hobartny,Колледжи Хобарта и Уильяма Смита,Женева,Нью-Йорк,Дипломаты
indiana,Индианский университет,Блумингтон,В,Хузианы
andersonsc,Колледж Андерсон,Андерсон,СЦ,Троянские кони
thielpa,Колледж Тьел,Гринвилл,ПА,Томкаты
georgtwnky,Колледж Джорджтаун,Гейфорд,KY,Тигры
pacific,Университет Тихого океана,Стоктон,Калифорния,Тигры
friendsks,Друзья Университет,Вичита,KS,Соколы
brklyncuny,"Бруклинский колледж, Университет города Нью-Йорка",Бруклин,Нью-Йорк,Мосты
bethcook,Колледж Бетун-Кукман,Дайто-Бич,ФЛ,Дикие кошки
johnbrwnar,Университет Джона Брауна,Силоам-Спрингс,АР,Золотые орлы
mit,Институт Массачусетса по технологиям,Кембридж,МА,Инженеры
holycross,Колледж Святого Креста,Уорикстер,МА,Крестоносцы
michigan,Университет Мичигана,Анап,М,Верблюды
byu,Университет Бригама Янга,Пруво,УТ,Пума
presbytrn,Пресвитерианский колледж,Клинтон,СЦ,Сикие хозы
warnerpac,Вернер Тихоокеанский Колледж,Портленд,О-Р,Рыцари
ncat,Северо-Каролинский сельскохозяйственный и технический государственный университет,Гринсбоу,НГ,Аггиес
ohdominican,Университет Огайо Доминго,Колумбус,О,Пантеры
brdgwatrva,Бриджвотер Колледж,Бриджвотер,Да,Орлы
ncolorado,Университет Северного Колорадо,Грили,К,Медведи
grovecity,Колледж Гров-Сити,Город-парк,ПА,Верблюды
portland,Университет Портленда,Портленд,О-Р,Пилоты
macollege,Масачусетский колледж либеральных искусств,Северный Адамс,МА,Пионеры
pepperdine,Университет Пеппердин,Малибу,Калифорния,волны
sunybing,Державный университет Нью-Йорка в Бингхеме,Бингемтон,Нью-Йорк,Медведи-потыраги
mobileal,Университет Мобиля,Мобильный,АЛ,Рэмсы
swesterntx,Университет юго-запада,Гейфорд,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Пираты
drake,Университет Дрейка,Дес-Мойнс,АЯ,Бульдоги
wlmpennia,Университет Уильяма Пена,Оскалоса,АЯ,Дипломаты
georgewash,Джордж Вашингтонский университет,Вашингтон,ДК,Колонисты
umass,Университет Массачусетса в Амхерсте,Амхерст,МА,Минутмены
olemiss,Университет Миссисипи,Оксфорд,Мएस,Rebелы
adrianmi,Адрианский колледж,Адриан,М,Бульдоги
wisconsin,Университет Висконсина в Мадисоне,Мадисон,ВИ,Бексы
stmarysca,Колледж Святого Марии в Калифорнии,Морага,Калифорния,Гэльский
nmexico,Университет Нового Мексики,Альбукерке,НМ,Лисы
wofford,Колледж Воффорд,Спартург,СЦ,Терьеры
bartonnc,Колледж Бартона,Уилсон,НГ,Бульдоги
mosouthern,Миссури Южный Государственный Университет-Джоплин,Джоплин,МО,Львы
heidelberg,Хайдельбергский колледж,Тиффин,О,Принцы
delawarest,Делавэрский государственный университет,Довер,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Журавли
oregon,Университет Орегона,Евгений,О-Р,Качки
sfaustin,Университет имени Стивена Ф. Остина,Накогдоус-Киз,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Лесорубы
okstate,Оклахома-Стейтский университет,Стальные воды,Добро,Кочевники
ferrisst,Феррисский государственный университет,Большой Рапидс,М,Бульдоги
oberlinoh,Обернский колледж,Оберин,О,Яман
lambuthtn,Университет Ламбث,Джексон,ТН,Орлы
bucknell,Университет Бэкнелл,Леувруж,ПА,Бисон
troyst,Тройский государственный университет,Трой,АЛ,Троянские кони
jacksonvil,Джексонвиллский университет,Джексонвилл,ФЛ,Дельфины
pennst,Пенсильванский государственный университет,Государственный университет штата Пенсильвания,ПА,Львы из Нотр-Дама
tarletonst,Тарלטוןский государственный университет,Стефенвилл,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Техасцы
georgiast,Государственный университет Джорджии,Атланта,А,Пантеры
unlv,"Университет Невады, Лас-Вегас",Лас-Вегас,НВ,Rebелы
arkansaslr,Университет Арканзаса в Литл-Роке,Малрॉк,АР,Троянские кони
hawaiihilo,Университет Гавайи в Хило,Хило,Привет!,Вулканы
lacollege,Луизианский колледж,Пайнвилл,Лос-Анджелес,Дикие кошки
oralrob,Университет Орала Робертса,Тульса,Добро,Золотые орлы
hendrixar,Колледж Хенрикс,Конвей,АР,Воины
latech,Луизианский технологический университет,Рустон,Лос-Анджелес,Бульдоги
wwashngton,Западный Вашингтонский университет,Беллингем,Ва,Викинги
newhamp,Университет Нью-Хэмпшира,Дурхем,НХ,Дикие кошки
scstate,Университет штата Южная Каролина,Оранбург,СЦ,Бульдоги
murrayst,Мэрилендский университет,Мюррей,KY,Торжественные
marshall,Маршаллский университет,Хинтонг,Западная Вирджиния,Грохочущий стадо
washington,Университет Вашингтона,Сиэтл,Ва,Хаски
ursinus,Урсинус Колледж,Колледжвилл,ПА,Медведи
usc,Университет Южной Калифорнии,Лос-Анджелес,Калифорния,Троянские кони
louisville,Универзитет Лувелла,Луизвилл,KY,Кардиналы
montevallo,Монtevalloский университет,Монтовелло,АЛ,Соколы
belmontab,Колледж Бельмонтского аббатства,Бельмонт,НГ,Крестоносцы
cmissouri,Центральный университет штата Миссури,Варренсбург,МО,Мулы
pompitzer,Колледж Помбона,Кляментов,Калифорния,Сажень
fayetvilst,Файетвиллский государственный университет,Файетвилл,НГ,Брюнкос
lycomingpa,Колледж Личингем,Уильямспорт,ПА,Воины
bradley,Брайдли-университи,Пеория,ИЛ,Бравы
stlouis,Университет Сент-Луиса,Сент-Луис,МО,Билликены
tuskegee,Универсиитет Тускалуса,Тускиггла,АЛ,Золые Тигры
uconn,Университет Коннектикута,Сторрс,КТ,Хаски
sanfran,Университет Сан-Франциско,Сан-Франциско,Калифорния,Доны
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
flsouthern,Флоридский южный колледж,Лакеленд,ФЛ,Мокасины
weberst,Университет Вебера штата Юта,Оджен,УТ,Дикие кошки
whittierca,Уиттьерский колледж,Вайтьер,Калифорния,Поэты
coastcar,Университет прибрежного края,Конвей,СЦ,Ханциклееры
lipscomb,Университет Липскомб,Насвилл,ТН,Бизоны
samhouston,Самуил Х'юстонский государственный университет,Хунсвилл,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Баркаты
wabashin,Вабашский колледж,Крафтсвилл,В,Маленькие гиганты
sela,Юго-восточный университет Луизианы,Гамонд,Лос-Анджелес,Львы
deltast,Дельта-государственный университет,Кливленд,Мएस,Дипломаты
ouachitab,Университет Вачиты Баптистов,Аркаделлия,АР,Тигры
ucdavis,"Универзитет Калифорнии, Дэвис",Дэвис,Калифорния,Аггиес
mercer,Университет Мерцера,Макон,А,Медведи
wflorida,Университет Западной Флориды,Пенсакола,ФЛ,Аргонауты
mercyhurst,Колледж Мерси-Хёрст,Эри,ПА,Лейкерс
elizbthtwn,Колледж Элизабеттаун,Элизабеттаун,ПА,Блю Джейс
txwesleyan,Техасский методистский университет,Форт-Уорт,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Рэмсы
betheltn,Бетелловский колледж,Макензи,ТН,Роялы
wmichigan,Западный Мичиганский Университет,Каламазу,М,Брюнкос
stpeters,Колледж Святого Петра,Джерси-Сити,НУ,Пегасы
gallaudet,Университет Галладета,Вашингтон,ДК,Бисон
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Фиалки
crdstritch,Университет кардинала Стритча,Милуоки,ВИ,Волки
rollins,Колледж Роллинов,Зимний парк,ФЛ,Тарсы
kentucky,Университет Кентукки,Лексингтон,KY,Дикие кошки
dubuque,Университет Дерби,Дубье,АЯ,Спартаны
xavier,Хавьерский университет,Цинциннати,О,Мушкетеры
chapmanca,Университет Чапмана,Оранжевый,Калифорния,Пантеры
radford,Университет Радфорда,Радфорд,Да,Хайтензи
evansville,Университет Эвансавилл,Эвансвилл,В,Фиолетовые Асы
smethodist,Университет Южного Методизма,Даллас,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Мустанги
richmond,Университет Ричмонда,Ричмонд,Да,Пауки
georgetown,Джорджтаунский университет,Вашингтон,ДК,Хоя
maryhrdbay,Университет Мэри Хардин-Бейлор,Белтон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Крестоносцы
gatech,Институт Джорджии Технологического Института,Атланта,А,Желтые жакеты
stfranpa,Университет Святого Франциска,Лоретто,ПА,Красный Флеш
floridaam,Флоридский университет сельского хозяйства и механизации,Таллахасси,ФЛ,Змеиные
wilkespa,Университет Уилкса,Вильск-Барре,ПА,Капитаны
colocollege,Колорадский колледж,Колорадо-Спрингс,К,Тигры
youngst,Государственный университет Янсвилла,Юнон-Сити,О,Пингвины
rice,Рисовый университет,Хьюстон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Сова
stanford,Стэнфордский университет,Пало-Альто,Калифорния,Кардинал
ilcollege,Колледж Иллинойса,Джексонвилл,ИЛ,Блюбойз
mowestern,Западный колледж штата Миссури,Святой Иосиф,МО,Грифоны
johnshpkns,Университет Джонса Хопкинса,Балтимор,МД,Блю Джейс
rockhurst,Университет Рокхёрст,Канзас-Сити,МО,Сыры
buenavista,Университет Buenas Vista,Шторм-Лейк,АЯ,Обыкновенные белки
umkc,Университет Миссури-Канзас-Сити,Канзас-Сити,МО,Кангуры
citadel,Цитадель,Чарльстон,СЦ,Бульдоги
harvard,Гарвардский университет,Кембридж,МА,Кримсон
stfranny,Ст. Францискский колледж,Бруклин-Хайтс,Нью-Йорк,Терьеры
depauwin,Университет Дипоу,Гринскелл,В,Тигры
virginiast,Вирджинский государственный университет,Санкт-Петербург,Да,Троянские кони
washburn,Вашбернский университет в Токонее,Топика,KS,Ихабодс
piedmontga,Пиедмонтский колледж,Деморест,А,Львы
elon,Универсиитет Элон,Элон,НГ,Финикс
dallasbapt,Университет Баптистов Далласа,Даллас,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Патриоты
bakerks,Университет Бейкера,Балдвин-Сити,KS,Дикие кошки
brown,Брунский университет,Провиденс,Ри,Медведи
nevada,"Университет Невады, Рино",Рено,НВ,Вольфпак
neastern,Северо-Восточный университет,Бостон,МА,Хаски
aquinasmi,Колледж Аквины,Гранд-Рапиды,М,Святые
quincy,Университет Кенсингтона,Квинси,ИЛ,Сыры
freedhrdmn,Университет Фрид-Харден,Гендерсон,ТН,Львы
psubehrend,"Пенсильванский государственный университет в Эри, Колледж Беэрнд",Эри,ПА,Львы
newberry,Ньюбери-колледж,Ньюбери,СЦ,Индийцы
mariettaoh,Колледж Мариетта,Маретта,О,Пионеры
wminsterpa,Западно-Эстонский колледж,Новый Уилинг,ПА,Титаники
hopemi,Надеждный колледж,Голландия,М,Летящие голландцы
concrdiamn,Конкордийский университет,Святой Павел,МН,Золотые Медведи
fairldick,Университет Фэрлей-Дикинсон,Теанек,НУ,Рыцари
ekentucky,Восточный университет Кентукки,Ричмонд,KY,Капитаны
uab,Университет Алабамы в Бирмингеме,Бирмингем,АЛ,Блузеры
loyolamd,Лойола-колледж в Мэриленде,Балтимор,МД,Грейхаунды
benedctnks,Бенедиктинский колледж,Ачисон,KS,Кракен
wioshkosh,Университет Висконсина в Ошкосе,Ошкош,ВИ,Титаники
savcolad,Университет искусств и дизайна Саванна,Саванна,А,Пчёлы
emichigan,Восточный университет Мичигана,Епсиланти,М,Орлы
wilbrforce,Универси́тет Уилбера́ Фореста,Уильям Уилберфорс,О,Бульдоги
uniontn,Университетский союз,Джексон,ТН,Бульдоги
txchrist,Техасский христианский университет,Форт-Уорт,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Усачие
athensst,Университет штата Атланта,Афины,АЛ,Медведи
cornellia,Колледж Корнелла,Маунт-Вернон,АЯ,Рэмсы
monroecc,Колледж Монро,Брайтон,Нью-Йорк,Трибуны
santaclara,Университет Санта-Клары,Сан-Клара,Калифорния,Брюнкос
mtolive,Колледж Маунт-Олив,Гора Олива,НГ,Троянские кони
mryvilletn,Колледж Мэривиллл,Мэривилл,ТН,Борющиеся шотландцы
upperiowa,Университет верхней Иоwy,Файетт,АЯ,Пегасы
wyoming,Университет Вэйоминга,Ларамье,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните ваш вопрос или предоставьте дополнительную информацию для перевода.",Кочевники
ithacany,Колледж Итака,Итака,Нью-Йорк,Бомбы
nebkearney,Университет Небраски в Керине,Керн,НЕ,Лоперы
ulala,Лафайетский университет Луизианы,Лафайет,Лос-Анджелес,Рагин Cajuns
allegheny,Аллегени-колледж,Мэдвилл,ПА,Загадчики
washleeva,Вашингтонский и Лиский университет,Лексингтон,Да,Генералы
newhaven,Университет Нью-Хейвена,Нью-Хейвен,КТ,Заряники
creighton,Университет Крестанта,Омаха,НЕ,Синие ястребы
dayton,Университет Дейтона,Деньтон,О,Банеры
morganst,Морганский государственный университет,Балтимор,МД,Медведи
lemoyne,Колледж Лемойна,Сиракузы,Нью-Йорк,Дельфины
macmurryil,Колледж МакМэри,Джексонвилл,ИЛ,Хайтензи
hofstra,Университет Хофстра,Хемпстед,Нью-Йорк,Гордость
riogrande,Университет Рио-Гранде,Рио-Гранде,О,Красный человек
cconnst,Центральный университет штата Коннектикут,Новая Британия,КТ,Синие дьяволы
loyolano,Лойола-Университет в Новом Орлеане,Новый Орлеан,Лос-Анджелес,Вольфпак
cornell,Корнеллский университет,Итака,Нью-Йорк,Больший Красный
masslowell,Университет Массачусетса в Лоуэлле,Лоуелл,МА,Река Хукс
ucsb,"Университет Калифорнии, Санта-Барбара",Сан-Хосе-де-Куба,Калифорния,Гавчосы
cameronok,Университет Камеран,Лэттон,Добро,Аггиес
juniatapa,Джунитский колледж,Хингстон,ПА,Орлы
arizonast,Аризонский государственный университет,Темпе,АЗ,Солнечные Змей
american,Американский университет,Вашингтон,ДК,Орлы
grcanyon,Университет Гранд-Каньона,Финикс,АЗ,Антилопы
miamifl,Университет Майами,Корал-Гэйблс,ФЛ,Ураганы
grambling,Университет штата Грэмбли,Грамблинг,Лос-Анджелес,Тигры
tennst,Теннессийский государственный университет,Насвилл,ТН,Тигры
montana,Университет Монтаны в Миссуле,Миссула,МТ,Гризли
towson,Тусонский университет,Товсон,МД,Тигры
mrningside,Колледж Морнингсайд,Сью-Сити,АЯ,Мустанги
blackbrnil,Колледж Блэкберн,Карлинвилл,ИЛ,Битва за дьобы
stjosephin,Колледж Святого Иосифа,Ренсалер,В,Пума
sandiegost,Сан-Диего Государственный Университет,Сан-Диего,Калифорния,Ацтеки
sandiego,Университет Сан-Диего,Сан-Диего,Калифорния,Торерос
lewclarkor,Колледж Льюиса и Келла,Портленд,О-Р,Пионеры
otterbein,Колледж Оттербейн,Вестервилл,О,Кардиналы
charleswv,Университет Чарлстона,Чарльстон,Западная Вирджиния,Золотые орлы
indianapa,Индианская университет Пенсильвании,Индиана,ПА,Индийцы
hampsydney,Колледж Хэмпден-Сидни,Хэмпден-Сиди,Да,Тигры
floridast,Флоридский государственный университет,Таллахасси,ФЛ,Семинолы
texas,Университет Техаса в Остине,Остин,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Бизоны
ucla,Калифорнийский университет в Лос-Анджелесе,Лос-Анджелес,Калифорния,Брюины
swesternks,Южно-Западный колледж,Винфилд,KS,Мウンドбилдерс
coloradost,Colorado State Университет,Форт-Коллинз,К,Рэмсы
lebvalley,Колледж долины Ливана,Аннвилл,ПА,Летящие голландцы
nwstate,Северо-Западный государственный университет Луизианы,Начитоше,Лос-Анджелес,Дьяволы
mntclairst,Монтклирский государственный университет,Верхний Монтклайд,НУ,Красная Сокола
syracuse,Университет Сиракуз,Сиракузы,Нью-Йорк,Оранджмен
ulamo,Университет Луизианы в Монро,Монро,Лос-Анджелес,Индийцы
swtexas,Южный вестерн Техасского государственного университета,Сан-Маркос,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Бобры
cincy,Университет Цинциннати,Цинциннати,О,Медведи-потыраги
vmi,Институт военной литературы Вирджинии,Лексингтон,Да,Кидецы
woosteroh,Колледж Уотерлоо,Уотерфорд,О,Борющиеся шотландцы
ucriver,Калифорнийский университет в Риверсайде,Риверсайд,Калифорния,Хайтензи
rutgers,Рутгерский университет,Новый Брукингс,НУ,Скаралетные Рыцари
harding,Университет Хардинга,Сёрси,АР,Бисон
canisius,Колледж Каньисиса,Баффало,Нью-Йорк,Гриффы
navy,Морской кадетной академии США,Аннаполис,МД,Мидшипмены
frankmarsh,Франклин и Маршалл Колледж,Ланкастер,ПА,Дипломаты
cncrdiacol,Конкордский колледж,Мурхед,МН,Кובберы
sterlingks,Университет Стерлинга,Стерлинг,KS,Воины
cumbrlndtn,Университет Кэмден-Вэлли,Ливан,ТН,Бульдоги
valdostast,Валдостский государственный университет,Валдоста,А,Блузеры
illchicago,Университет Иллинойса в Чикаго,Чикаго,ИЛ,Пламя
winthrop,Университет Винтропа,Рок-Хилл,СЦ,Орлы
rhodestn,Роудс Колледж,Мемфис,ТН,Линкс
humboldtst,Гумбольдтский государственный университет,Арката,Калифорния,Лесорубы
ecarolina,Восточно-Каролинский университет,Гринвилл,НГ,Пираты
wileytx,Вилийский колледж,Маршал,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",
oglethrpga,Университет Оглторпа,Атланта,А,Бурные петрели
kentuckyst,Кентуккийский государственный университет,Франкфорт,KY,Торобреды
calstla,Калифорнийский государственный университет в Лос-Анджелесе,Лос-Анджелес,Калифорния,Золотые орлы
stbonny,Университет Святого Бонифация,Сент-Бонифацир,Нью-Йорк,Бонни
oklahoma,Университет Оклахомы,Норман,Добро,Слонцы
sdakotast,Государственный университет Южной Дакоты,Брукингс,Н/Д,Jackрабы
nwmost,Университет штата Северо-Западная Миссури,Мэривилл,МО,Медведи-потыраги
unc,Университет Северной Каролины,Хейл-Хилл,НГ,Тар-Хилс
bowlgreen,Государственный университет Боулинг-Грин,Боулинг-Грин,О,Соколы
miamioh,Майамский университет,Оксфорд,О,Красная Сокола
bridgeport,Университет Бриджпорта,Бриджпорт,КТ,Фиолетовые рыцари
pugetsound,Университет Пьюгет-Саунд,Тачома,Ва,Логгеры
clevst,Государственный университет Кливленда,Кливленд,О,Викинги
kywesleyan,Кентукки Уэзлиннский Колледж,Оуенсборо,KY,Пантеры
tennessee,Университет Теннесси,Ноксвилл,ТН,Добровольцы
georgiasou,Грузинский южный университет,Штатыборо,А,Орлы
notredame,Университет Нотр-Дам,Южный Бенд,В,Ирландские бойцы
seoklahoma,Юго-восточный университет штата Оклахома,В течение,Добро,Дикое
norleans,Университет Нового Орлеана,Новый Орлеан,Лос-Анджелес,Пираты
oakland,Оаклендский университет,Рочестер,М,Гризли
manhattan,Манхэттенский колледж,Ривердейл,Нью-Йорк,Ясперы
tamucc,Университет Техаса в Корпус-Кристи,Корпус-Кристи,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Островитяне
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Пума
ptlomanaz,Университет Нации Пойнт-Лома,Сан-Диего,Калифорния,Морские львы
dartmouth,Дартмутский колледж,Ганновер,НХ,Большие Зеленые
flinternat,Флоридский международный университет,Майами,ФЛ,Золотые пантеры
umes,Университет Мэриленда-Восточный берег,Принцесса Анна,МД,Борцы со змеями
armstratl,Университет штата Армстронг Атлантик-Сити,Саванна,А,Пираты
kutztown,Кузтаунский университет Пенсильвании,Куца́вн,ПА,Золотые Медведи
olddom,Университет Олд Доминион,Норфолк,Да,Монархи
wilacrosse,Университет Висконсина в Ла-Кроссе,Ла-Кросс,ВИ,Орлы
lakeforest,Колледж Лейк-Форест,Озеро-Лесное,ИЛ,Лесники
daviselkins,Колледж Дэвиса и Элинкинса,Элкинс,Западная Вирджиния,Сенаторы
keenest,Киннс-Стейт-Колледж,Кинн,НХ,Сова
hampton,Хэмптонский университет,Хамптон,Да,Пираты
furman,Университет Фурмана,Гринвилл,СЦ,Паладины
wgeorgia,Государственный университет Запада Джорджии,Карролтон,А,Бравы
viterbowi,Университет Витербо,Лакросс,ВИ,Сыры
calpolypom,Калифорнийский политехнический университет в Помоне,Помона,Калифорния,Брюнкос
stthomasmn,Университет Святого Томаса,Сент-Паул,МН,Томмисы
houston,Университет Хьюстона,Хьюстон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Пума
nillinois,Северо-Западный университет в Иллинойсе,Декалб,ИЛ,Хаски
wake,Университет Уэйк-Форест,Винстон-Сэмьюэли,НГ,Демон-епископы
hendrsonst,Университет штата Хендерсон,Аркаделлия,АР,Редди
ballst,Университет штата Бал-Тимор,Мунси,В,Кардиналы
nebraska,Университет Небраски,Линкольн,НЕ,Хаски
olivetmi,Колледж Оливет,Оливет,М,Кометы
grvalleyst,Государственный университет Гран-Вэлли,Алландал,М,Лейкерс
wingate,Университет Уингейт,Уингейт,НГ,Бульдоги
emoryga,Эмори-университет,Атланта,А,Орлы
baylor,Бэйлорский университет,Вако,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Медведи
nkentucky,Северный университет Кентукки,Высокие высоты,KY,Норвегия
trumanst,Университет Трутмана,Кирксвилл,МО,Бульдоги
muhlenberg,Колледж Мюльхенберг,Аллантаун,ПА,Мулы
csdomhills,"Калифорнийский государственный университет, Домингес-Хиллз",Карсон,Калифорния,Торы
lenoirrhyn,Колледж Ленойр-Райне,Гикори,НГ,Медведи
albionmi,Альбионский колледж,Альбион,М,Британцы
davidson,Дайвсон Колледж,Даймон,НГ,Дикие кошки
susquehnna,Университет Сусквана,Селинсгров,ПА,Крестоносцы
nebomaha,Университет Небраски в Омахе,Омаха,НЕ,"""Маверики"""
