yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1934,NL,BRO,LAD,,6,153,77.0,71,81,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",748,5427,1526,284,52,79,548,555.0,55.0,,,,795,674,4,66,6,12,4062,1540,81,475,520,180,141.0,0,Бруклин Доджерс,Эббетс-филд,434188.0,95,96,BRO,BRO,BRO
1960,NL,SLN,STL,,3,155,77.0,86,68,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",639,5187,1317,213,48,138,501,792.0,48.0,35.0,,,616,554,3,37,11,30,4113,1316,127,511,906,141,152.0,0,Сент-Луис Кардиналс,Парк спортсмена IV,1096632.0,108,109,STL,SLN,SLN
1945,AL,SLA,BAL,,3,154,76.0,81,70,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",597,5227,1302,215,37,63,500,555.0,25.0,31.0,,,548,482,3,91,10,8,4146,1307,59,506,570,143,123.0,0,Сент-Луис Браунс,Парк спортсмена IV,482986.0,106,106,SLB,SLA,SLA
1920,NL,NY1,SFG,,2,155,80.0,86,68,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",682,5309,1427,210,76,46,432,545.0,131.0,113.0,,,543,438,2,86,18,9,4224,1379,44,297,380,209,137.0,0,Нью-Йорк Джайентс,Поле Пло,929609.0,100,97,NYG,NY1,NY1
1982,NL,CIN,CIN,W,6,162,81.0,61,101,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",545,5479,1375,228,34,82,470,817.0,131.0,69.0,,,661,594,3,22,7,31,4380,1414,105,570,998,128,158.0,0,"""Цинциннати Редс""",Стадион «Риверфронт»,1326528.0,102,102,CIN,CIN,CIN
1941,NL,NY1,SFG,,5,156,78.0,74,79,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",667,5395,1401,248,35,95,504,518.0,36.0,,,,706,609,3,55,12,18,4173,1455,90,539,566,160,144.0,0,Нью-Йорк Джайентс,Поле Пло,763098.0,103,102,NYG,NY1,NY1
1905,AL,SLA,BAL,,8,156,79.0,54,99,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",511,5204,1205,153,49,16,362,,130.0,,,,608,421,2,134,10,2,4152,1245,19,389,633,284,78.0,0,Сент-Луис Браунс,"Спортивный парк ""III""",339112.0,95,96,SLB,SLA,SLA
1902,NL,BSN,ATL,,3,142,72.0,73,64,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,572,4728,1178,142,39,14,398,481.0,189.0,,,,516,365,2,124,14,4,3777,1233,16,372,523,236,90.0,0,Бостон Бэббитс,Южный конец земельной участка III,116960.0,101,102,BSN,BSN,BSN
1889,AA,SL4,STL,,2,141,,90,45,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",957,4939,1312,211,64,58,493,477.0,336.0,,,,680,412,3,121,7,3,3711,1166,39,413,617,438,,0,Сент-Луис Браунс,Стадион «Спортсмена Парк» I,,113,110,STL,SL4,SL4
2001,AL,TOR,TOR,E,3,162,82.0,80,82,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",767,5663,1489,287,36,195,470,1094.0,156.0,55.0,74.0,43.0,753,696,4,7,10,41,4388,1553,165,490,1041,97,184.0,0,Торонто Блю Джейс,Скидом,1915438.0,102,103,TOR,TOR,TOR
1988,NL,SDN,SDP,W,3,161,81.0,83,78,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",594,5366,1325,205,35,94,494,892.0,123.0,50.0,,,583,528,3,30,9,39,4347,1332,112,439,885,116,147.0,0,Сан-Диего Падрес,Стадион Джека Мёрфи,1506896.0,99,99,SDP,SDN,SDN
2012,AL,TOR,TOR,E,4,162,81.0,73,89,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",716,5487,1346,247,22,198,473,1251.0,123.0,41.0,55.0,45.0,784,745,4,5,4,29,4331,1439,204,574,1142,101,168.0,0,Торонто Блю Джейс,Центр Роджераса,2099663.0,103,104,TOR,TOR,TOR
1944,NL,NY1,SFG,,5,155,75.0,67,87,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",682,5306,1398,191,47,93,512,480.0,39.0,,,,773,650,4,47,4,21,4089,1413,116,587,499,179,128.0,0,Нью-Йорк Джайентс,Поле Пло,674483.0,99,101,NYG,NY1,NY1
1885,NL,PHI,PHI,,3,111,,56,54,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",513,3893,891,156,35,20,220,401.0,,,,,511,259,2,108,10,0,2928,860,18,218,378,447,,0,Филадельфийские Друзья,Рекреационный парк,,97,98,PHI,PHI,PHI
1884,AA,PH4,PHA,,7,108,,61,46,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",700,3959,1057,167,100,26,153,425.0,,,,,546,360,3,105,5,0,2844,920,16,127,530,458,,0,Филадельфийские Атлетики,Улица Джефферсона-Стрит Гроундс,,107,104,PHA,PH4,PH4
1893,NL,PIT,PIT,,2,131,,81,48,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,970,4834,1447,176,127,37,537,273.0,210.0,,,,766,529,4,104,8,2,3501,1232,29,504,280,346,,0,Питтсбург Пэйрэтс,Экспозиционный парк,184000.0,98,98,PIT,PIT,PIT
2008,AL,BOS,BOS,E,2,162,,95,67,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",845,5596,1565,353,33,173,646,1068.0,120.0,35.0,70.0,62.0,694,645,4,5,16,47,4339,1369,147,548,1185,85,147.0,0,Бостон Ред Сокс,Фенвей-парк II,3048250.0,108,106,BOS,BOS,BOS
1992,NL,MON,WSN,E,2,162,81.0,87,75,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",648,5477,1381,263,37,102,463,976.0,196.0,63.0,,,581,530,3,11,14,49,4404,1296,92,525,1014,124,113.0,0,Монреаль Экспоз,"Стадион ""Олимпи""",1669127.0,99,99,MON,MON,MON
1898,NL,BRO,LAD,,10,149,,54,91,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,638,5126,1314,156,66,17,328,314.0,130.0,,,,811,578,4,134,1,0,3894,1446,34,476,294,334,,0,Бруклин Бридждромс,Вашингтон Парк III,122514.0,100,99,BRO,BRO,BRO
2010,AL,TBA,TBD,E,1,162,,96,66,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",802,5439,1343,295,37,160,672,1292.0,172.0,47.0,57.0,57.0,649,611,3,6,12,51,4361,1347,175,478,1189,95,134.0,0,Тампа Бэй Рейс,Тропикана Филд,,96,95,TBR,TBA,TBA
1994,AL,NYA,NYY,E,1,113,57.0,70,43,,,,,670,3986,1155,238,16,139,530,660.0,55.0,40.0,,,534,491,4,8,0,31,3057,1045,120,398,656,80,122.0,0,Нью-Йорк Янкиз,Стадион Янки II,1675556.0,97,96,NYY,NYA,NYA
1982,AL,BOS,BOS,E,3,162,81.0,89,73,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",753,5596,1536,271,31,136,547,736.0,42.0,39.0,,,713,651,4,23,11,33,4359,1557,155,478,816,121,172.0,0,Бостон Ред Сокс,Фенвей-парк II,1950124.0,107,106,BOS,BOS,BOS
1947,NL,SLN,STL,,2,156,77.0,89,65,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",780,5422,1462,235,65,115,612,511.0,28.0,,,,634,548,3,65,12,20,4191,1417,106,495,642,127,169.0,0,Сент-Луис Кардиналс,Парк спортсмена IV,1247913.0,104,101,STL,SLN,SLN
1925,NL,PHI,PHI,,6,153,77.0,68,85,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",812,5412,1598,288,58,100,456,542.0,48.0,59.0,,,930,753,5,69,8,9,4050,1753,117,444,371,211,147.0,0,Филадельфийские Филлис,Бакер-боул,304905.0,108,112,PHI,PHI,PHI
1988,AL,SEA,SEA,W,7,161,81.0,68,93,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",664,5436,1397,271,27,148,461,787.0,95.0,61.0,,,744,658,4,28,11,28,4284,1385,144,558,981,123,168.0,0,Сиэтл Маринерс,Королевство,1022398.0,104,105,SEA,SEA,SEA
1926,NL,BSN,ATL,,7,153,77.0,66,86,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",624,5216,1444,209,62,16,426,348.0,81.0,,,,719,608,4,60,9,9,4095,1536,46,455,408,208,150.0,0,Бостон Брейвс,Бравс-филд,303598.0,91,93,BSN,BSN,BSN
1890,AA,TL2,TLM,,4,134,,68,64,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",739,4575,1152,152,108,24,486,558.0,421.0,,,,689,458,3,122,4,2,3477,1122,23,429,533,419,,0,Толедские мавры,Парк Сперанза,,103,102,TOL,TL2,TL2
1940,NL,PHI,PHI,,8,153,79.0,50,103,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",494,5137,1225,180,35,75,435,527.0,25.0,,,,750,663,4,66,5,8,4071,1429,92,475,485,181,136.0,0,Филадельфийские Филлис,Шибе Парк,207177.0,95,101,PHI,PHI,PHI
1947,AL,SLA,BAL,,8,154,77.0,59,95,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",564,5145,1238,189,52,90,583,664.0,69.0,49.0,,,744,657,4,50,7,13,4095,1426,103,604,552,134,169.0,0,Сент-Луис Браунс,Парк спортсмена IV,320474.0,102,105,SLB,SLA,SLA
1924,AL,SLA,BAL,,4,153,78.0,74,78,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",769,5236,1543,266,62,67,465,349.0,85.0,85.0,,,809,687,4,65,11,7,4059,1511,68,517,386,176,141.0,0,Сент-Луис Браунс,Парк спортсмена IV,533349.0,106,107,SLB,SLA,SLA
1995,AL,OAK,OAK,W,4,144,72.0,67,77,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",730,4916,1296,228,18,169,565,911.0,112.0,46.0,,,761,697,4,8,4,34,3819,1320,153,556,890,101,151.0,0,Окленд Атлетикс,Окленд Колизей,1174310.0,91,91,OAK,OAK,OAK
1923,AL,CHA,CHW,,7,156,75.0,69,85,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",692,5246,1463,254,57,42,532,458.0,191.0,119.0,,,741,629,4,74,5,11,4191,1512,49,534,467,181,138.0,0,Чикаго Уайт Сокс,Комиски-Парк,573778.0,99,99,CHW,CHA,CHA
2006,NL,LAN,LAD,W,2,162,81.0,88,74,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",820,5628,1552,307,58,153,601,959.0,128.0,49.0,51.0,48.0,751,686,4,1,10,40,4381,1524,152,492,1068,115,174.0,0,Лос-Анджелес Доджерс,"Стадион ""Ледер""",3758545.0,101,100,LAD,LAN,LAN
1942,NL,NY1,SFG,,3,154,79.0,85,67,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",675,5210,1323,162,35,109,558,511.0,39.0,,,,600,504,3,70,12,13,4110,1299,94,493,497,137,128.0,0,Нью-Йорк Джайентс,Поле Пло,779621.0,101,102,NYG,NY1,NY1
1941,NL,PHI,PHI,,8,155,76.0,43,111,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",501,5233,1277,188,38,64,451,596.0,65.0,,,,793,686,4,35,4,9,4116,1499,79,606,552,186,147.0,0,Филадельфийские Филлис,Шибе Парк,231401.0,95,101,PHI,PHI,PHI
1933,AL,SLA,BAL,,8,153,77.0,55,96,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",669,5285,1337,244,64,64,520,556.0,72.0,60.0,,,820,728,4,55,7,10,4080,1574,96,531,426,150,162.0,0,Сент-Луис Браунс,Парк спортсмена IV,88113.0,106,108,SLB,SLA,SLA
1990,AL,ML4,MIL,E,6,162,81.0,74,88,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",732,5503,1408,247,36,128,519,821.0,164.0,72.0,,,760,655,4,23,13,42,4335,1558,121,469,771,149,152.0,0,Милуоки Брюэрс,"Стадион ""Кэти""",1752900.0,99,99,MIL,MIL,MIL
1987,AL,BAL,BAL,E,6,162,82.0,67,95,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",729,5576,1437,219,20,211,524,939.0,69.0,45.0,,,880,801,5,17,6,30,4317,1555,226,547,870,109,174.0,0,Балтимор Ориолс,Мемориальный стадион,1835692.0,97,98,BAL,BAL,BAL
1882,AA,BL2,BLO,,6,74,,19,54,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,273,2583,535,60,24,4,72,215.0,,,,,515,278,3,64,1,0,1938,760,15,108,113,488,41.0,0,Балтимор Ориолс,Новингтон-Парк,,90,100,BAL,BL2,BL2
1994,AL,CAL,ANA,W,4,115,63.0,47,68,,,,,543,3943,1042,178,16,120,402,715.0,65.0,54.0,,,660,618,5,11,3,21,3081,1149,150,436,682,76,110.0,0,Калифорнийские ангелы,Анахайм Арена,1512622.0,101,101,CAL,CAL,CAL
2008,AL,OAK,OAK,W,3,161,,75,86,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",646,5451,1318,270,23,125,574,1226.0,88.0,21.0,48.0,35.0,690,640,4,4,7,33,4305,1364,135,576,1061,98,169.0,0,Окленд Атлетикс,МакАфи Колизей,1665256.0,95,95,OAK,OAK,OAK
1888,NL,PHI,PHI,,3,132,,69,61,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",535,4528,1021,151,46,16,268,485.0,246.0,,,,509,309,2,125,16,3,3501,1072,26,196,519,424,,0,Филадельфийские Друзья,Филадельфийские бейсбольные площадки,,105,104,PHI,PHI,PHI
2011,NL,SLN,STL,C,2,162,,90,72,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",762,5532,1513,308,22,162,542,978.0,57.0,39.0,44.0,40.0,692,608,3,7,9,47,4386,1461,136,448,1098,116,167.0,0,Сент-Луис Кардиналс,Буш-стадион III,3093954.0,95,94,STL,SLN,SLN
2001,NL,FLO,FLA,E,4,162,80.0,76,86,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",742,5542,1461,325,30,166,470,1145.0,89.0,40.0,67.0,45.0,744,691,4,5,11,32,4314,1397,151,617,1119,103,174.0,0,"""Флорида Марлинс""",Стадион Про-игроков,1261226.0,97,97,FLA,FLO,FLO
1919,AL,BOS,BOS,,6,138,66.0,66,71,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",564,4548,1188,181,49,33,471,411.0,108.0,,,,552,450,3,89,15,8,3672,1251,16,421,381,143,118.0,0,Бостон Ред Сокс,Фенвей-Парк I,417291.0,94,94,BOS,BOS,BOS
1904,NL,BRO,LAD,,6,154,76.0,56,97,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,497,4917,1142,159,53,15,411,,205.0,,,,614,401,2,135,12,2,4011,1281,27,414,453,343,87.0,0,Бруклин Супербэс,Вашингтон Парк III,214600.0,97,100,BRO,BRO,BRO
2001,NL,LAN,LAD,W,3,162,81.0,86,76,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",758,5493,1399,264,27,206,519,1062.0,89.0,42.0,56.0,44.0,744,685,4,3,5,46,4352,1387,184,524,1212,116,138.0,0,Лос-Анджелес Доджерс,"Стадион ""Ледер""",3017143.0,92,91,LAD,LAN,LAN
1912,AL,SLA,BAL,,7,157,79.0,53,101,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",552,5080,1262,166,71,19,449,,176.0,,,,764,564,3,85,8,5,4107,1433,17,442,547,340,127.0,0,Сент-Луис Браунс,Парк спортсмена IV,214070.0,96,100,SLB,SLA,SLA
1875,NA,BR2,BRA,,11,44,,2,42,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,132,1547,304,32,9,2,10,0.0,,,,,438,174,3,31,0,0,1188,531,9,22,0,426,,0,Бруклин Атлантики,Унион-Гроундс,,88,94,BRA,BR2,BR2
1939,NL,SLN,STL,,2,155,79.0,92,61,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",779,5447,1601,332,62,98,475,566.0,44.0,,,,633,552,3,45,18,32,4152,1377,76,498,603,177,140.0,0,Сент-Луис Кардиналс,Парк спортсмена IV,400245.0,106,105,STL,SLN,SLN
1940,AL,DET,DET,,1,155,79.0,90,64,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",888,5418,1549,312,65,134,664,556.0,66.0,39.0,,,717,613,4,59,10,23,4125,1425,102,570,752,194,116.0,0,Детройт Тайгерс,Бриджс-стадион,1112693.0,109,108,DET,DET,DET
1913,AL,CHA,CHW,,5,153,77.0,78,74,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",488,4822,1139,157,66,24,398,550.0,156.0,,,,498,352,2,84,17,8,4080,1190,10,438,602,255,104.0,0,Чикаго Уайт Сокс,Комиски-Парк,644501.0,99,100,CHW,CHA,CHA
1941,AL,CLE,CLE,,4,155,77.0,75,79,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",677,5283,1350,249,84,103,512,605.0,63.0,47.0,,,668,597,3,68,10,19,4131,1366,71,660,617,142,158.0,0,Кливленд Индианс,Лيج Парк II / Кливленд Стадиум,745948.0,95,95,CLE,CLE,CLE
1924,NL,PIT,PIT,,3,153,77.0,90,63,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",724,5288,1517,222,122,44,366,396.0,181.0,92.0,,,588,502,3,85,15,5,4146,1387,42,323,364,183,161.0,0,Питтсбург Пэйрэтс,Форбс-филд,736883.0,102,99,PIT,PIT,PIT
1963,NL,SFN,SFG,,3,162,81.0,88,74,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",725,5579,1442,206,35,197,441,889.0,55.0,49.0,,,641,547,3,46,9,30,4407,1380,126,464,954,156,113.0,0,Сан-Франциско Джайентс,Стадион «Кандлстик Парк»,1571306.0,99,97,SFG,SFN,SFN
1930,AL,WS1,MIN,,2,154,77.0,94,60,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",892,5370,1620,300,98,57,537,438.0,101.0,67.0,,,689,602,3,78,6,14,4107,1367,52,504,524,155,150.0,0,Вашингтонские сенаторы,стадион Гриффита I,614474.0,101,99,WSH,WS1,WS1
1935,AL,SLA,BAL,,7,155,76.0,65,87,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",718,5365,1446,291,51,73,593,561.0,45.0,25.0,,,930,807,5,42,4,15,4140,1667,92,641,435,186,138.0,0,Сент-Луис Браунс,Парк спортсмена IV,80922.0,104,107,SLB,SLA,SLA
1975,NL,SLN,STL,E,3,163,82.0,82,80,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",662,5597,1527,239,46,81,444,649.0,116.0,49.0,,,689,577,3,33,13,36,4362,1452,98,571,824,171,140.0,0,Сент-Луис Кардиналс,Буш-стадиум II,1695270.0,104,105,STL,SLN,SLN
1915,NL,PHI,PHI,,1,153,76.0,90,62,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",589,4916,1216,202,39,58,460,600.0,121.0,113.0,,,463,331,2,98,20,8,4122,1161,26,342,652,216,99.0,0,Филадельфийские Филлис,Бакер-боул,449898.0,101,100,PHI,PHI,PHI
1994,NL,HOU,HOU,C,2,115,59.0,66,49,,,,,602,3955,1099,252,25,120,394,718.0,124.0,44.0,,,503,454,3,9,3,29,3087,1043,102,367,739,72,110.0,0,Хьюстон Астрос,Астродом,1561136.0,95,94,HOU,HOU,HOU
1984,AL,BAL,BAL,E,5,162,81.0,85,77,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",681,5456,1374,234,23,160,620,884.0,51.0,36.0,,,667,593,3,48,13,32,4317,1393,137,512,714,123,166.0,0,Балтимор Ориолс,Мемориальный стадион,2045784.0,98,97,BAL,BAL,BAL
1941,AL,WS1,MIN,,6,156,78.0,70,84,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",728,5521,1502,257,80,52,470,488.0,79.0,36.0,,,798,671,4,69,8,7,4167,1524,69,603,544,188,169.0,0,Вашингтонские сенаторы,стадион Гриффита I,415663.0,95,97,WSH,WS1,WS1
1976,AL,ML4,MIL,E,6,161,81.0,66,95,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",570,5396,1326,170,38,88,511,909.0,62.0,61.0,,,655,580,3,45,10,27,4305,1406,99,567,677,152,160.0,0,Милуоки Брюэрс,"Стадион ""Кэти""",1012164.0,98,99,MIL,MIL,MIL
1984,AL,CHA,CHW,W,5,162,81.0,74,88,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",679,5513,1360,225,38,172,523,883.0,109.0,49.0,,,736,667,4,43,9,32,4362,1416,155,483,840,122,160.0,0,Чикаго Уайт Сокс,Комиски-Парк,2136988.0,105,104,CHW,CHA,CHA
1871,NA,BS1,BNA,,3,31,,20,10,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,401,1372,426,70,37,3,60,19.0,73.0,,,,303,109,3,22,1,3,828,367,2,42,23,225,,0,Бостон Ред Стокингс,Южный конец I,,103,98,BOS,BS1,BS1
1964,NL,HOU,HOU,,9,162,81.0,66,96,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",495,5303,1214,162,41,70,381,872.0,40.0,48.0,,,628,541,3,30,9,31,4284,1421,105,353,852,149,124.0,0,Хьюстон Колт .45,Колт-стадион,725773.0,95,97,HOU,HOU,HOU
2004,AL,CLE,CLE,C,3,162,81.0,80,82,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",858,5676,1565,345,29,184,606,1009.0,94.0,55.0,78.0,42.0,857,784,4,8,8,32,4400,1553,201,579,1115,106,152.0,0,Кливленд Индианс,Якобс-филд,1814401.0,94,94,CLE,CLE,CLE
1954,AL,BAL,BAL,,7,154,77.0,54,100,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",483,5206,1309,195,49,52,468,634.0,30.0,31.0,,,668,592,3,58,6,8,4119,1279,78,688,668,147,152.0,0,Балтимор Ориолс,Мемориальный стадион,1060910.0,92,96,BAL,BAL,BAL
1977,NL,CIN,CIN,W,2,162,81.0,88,74,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",802,5524,1513,269,42,181,600,911.0,170.0,64.0,,,725,672,4,33,12,32,4311,1469,156,544,868,95,154.0,0,"""Цинциннати Редс""",Стадион «Риверфронт»,2519670.0,102,101,CIN,CIN,CIN
