awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
MVP,1942,AL,marchph01,39,336,0.0
MVP,1981,NL,mintogr01,4,336,0.0
MVP,2011,NL,pujolal01,166,448,0.0
MVP,1928,AL,thomato02,4,64,0.0
Rookie of the Year,1986,NL,larkiba01,1,120,0.0
MVP,1940,AL,hudsosi01,16,336,0.0
Cy Young,1982,AL,stiebda01,36,140,5.0
Cy Young,1976,AL,tananfr01,18,120,0.0
MVP,1979,AL,baylodo01,347,392,20.0
MVP,1964,AL,wickeda01,2,280,0.0
MVP,1958,NL,spahnwa01,108,336,1.0
MVP,1948,NL,gordosi01,72,336,0.0
MVP,2003,NL,sheffga01,247,448,1.0
Rookie of the Year,1982,NL,sandbry01,9,120,1.0
MVP,1979,NL,tekulke01,64,336,1.0
MVP,1925,AL,peckiro01,45,64,
MVP,2001,AL,gonzaju03,156,392,0.0
MVP,1926,AL,meusebo01,3,64,0.0
MVP,1972,NL,marshmi01,22,336,0.0
MVP,1953,NL,robinja02,19,336,0.0
MVP,1947,AL,fellebo01,58,336,0.0
MVP,2010,AL,hernafe02,6,392,0.0
MVP,1974,AL,jenkife01,118,336,3.0
MVP,1952,NL,shubage01,5,336,0.0
Rookie of the Year,1981,AL,engleda01,4,140,0.0
MVP,1950,NL,westrwe01,3,336,0.0
MVP,2005,AL,rodrial01,331,392,16.0
MVP,1977,AL,riceji01,163,392,1.0
Cy Young,1970,AL,perraro01,5,120,1.0
Rookie of the Year,2001,NL,smithbu02,1,160,0.0
MVP,1970,NL,perryga01,24,336,0.0
Rookie of the Year,1949,AL,kellnal01,5,24,5.0
MVP,2005,NL,ensbemo01,160,448,0.0
MVP,1933,NL,deandi01,23,80,
MVP,1954,NL,bankser01,14,336,0.0
MVP,1936,AL,bellbe01,10,80,
MVP,1960,AL,willite01,25,336,0.0
Rookie of the Year,1991,AL,whitema01,2,140,0.0
Cy Young,1994,NL,freemma02,4,140,0.0
MVP,1912,NL,archeji01,1,64,0.0
Rookie of the Year,1949,AL,garcimi01,1,24,1.0
MVP,1941,NL,ottme01,12,336,0.0
Rookie of the Year,1996,AL,damicje01,1,140,0.0
MVP,1991,AL,ericksc01,12,392,0.0
MVP,1946,AL,doerrbo01,158,336,5.0
Rookie of the Year,1990,NL,zeileto01,4,120,0.0
MVP,1981,NL,matthga01,31,336,0.0
MVP,1964,NL,maricju01,14,280,0.0
MVP,1948,NL,lockmwh01,1,336,0.0
Rookie of the Year,1990,AL,venturo01,3,140,0.0
MVP,1984,AL,stiebda01,4,392,0.0
MVP,1931,AL,earnsge01,12,80,
Cy Young,1990,NL,myersra01,1,120,0.0
MVP,1974,NL,garrra01,11,336,0.0
MVP,1948,AL,dobsojo01,5,336,0.0
MVP,1977,NL,stennre01,7,336,0.0
Cy Young,1977,NL,candejo01,17,120,1.0
MVP,1965,AL,hansero02,7,280,0.0
MVP,1940,AL,mccosba01,11,336,0.0
MVP,1975,AL,washicl01,22,336,0.0
Cy Young,1970,AL,mcnalda01,47,120,5.0
MVP,1982,NL,kennete02,20,336,0.0
Cy Young,1996,AL,hentgpa01,110,140,16.0
MVP,1953,NL,spahnwa01,120,336,0.0
MVP,1997,NL,kileda01,3,392,0.0
MVP,1928,NL,thompfr03,1,80,0.0
MVP,1954,AL,goodmbi01,6,336,0.0
Rookie of the Year,1989,AL,brownke01,2,140,0.0
Rookie of the Year,1985,NL,orsuljo01,2,120,0.0
MVP,1956,NL,longda02,4,336,0.0
MVP,1964,AL,marisro01,4,280,0.0
MVP,1980,NL,garvest01,131,336,0.0
MVP,1966,AL,mantlmi01,5,280,0.0
MVP,1965,NL,matheed01,8,280,0.0
MVP,1988,AL,mcgrifr01,9,392,0.0
MVP,2001,NL,morrima01,13,448,0.0
MVP,1946,NL,hattogr01,12,336,0.0
MVP,1975,AL,lindbpa01,7,336,0.0
Rookie of the Year,1958,AL,pearsal02,14,24,14.0
MVP,1982,NL,guerrpe01,175,336,0.0
MVP,2005,NL,clemero02,8,448,0.0
MVP,1923,AL,mcmanma01,4,64,0.0
MVP,1963,AL,killeha01,85,280,0.0
Cy Young,2009,NL,vazquja01,3,160,0.0
Rookie of the Year,1993,NL,rueteki01,3,140,0.0
MVP,1956,AL,aparilu01,7,336,0.0
Cy Young,2007,NL,webbbr01,94,160,0.0
MVP,1980,NL,richage01,1,336,0.0
Cy Young,1986,NL,scottmi03,98,120,15.0
MVP,1928,NL,douthta01,5,80,0.0
MVP,1983,AL,quiseda01,107,392,0.0
MVP,1973,NL,daviswi02,12,336,0.0
Rookie of the Year,1953,NL,repulri01,2,24,2.0
MVP,2009,AL,cuddymi01,4,392,0.0
MVP,1931,NL,finnne01,5,80,0.0
MVP,1959,AL,killeha01,21,336,0.0
MVP,1935,AL,ferrewe01,62,80,0.0
MVP,1940,NL,moorete01,18,336,0.0
MVP,2007,NL,ramirha01,49,448,0.0
MVP,1940,AL,weathro01,34,336,0.0
MVP,1964,NL,ellissa01,13,280,0.0
MVP,1941,NL,hackst01,26,336,
MVP,1913,NL,knabeot01,4,64,0.0
MVP,1939,NL,derripa01,174,336,2.0
MVP,1925,NL,traynpi01,27,80,
MVP,1968,NL,maxvida01,4,280,0.0
MVP,2000,NL,sheffga01,71,448,0.0
MVP,1978,AL,murraed02,50,392,0.0
MVP,1981,AL,yountro01,7,392,0.0
MVP,1971,NL,sanguma01,49,336,0.0
Cy Young,2000,AL,martipe02,140,140,28.0
MVP,1940,AL,radclri01,55,336,0.0
MVP,1966,NL,torrejo01,18,280,0.0
MVP,1937,AL,gehrich01,78,80,6.0
Rookie of the Year,1995,NL,verasqu01,14,140,0.0
Cy Young,1993,AL,guzmaju01,1,140,0.0
MVP,1985,NL,hershor01,9,336,0.0
MVP,1996,AL,vaughmo01,132,392,0.0
MVP,1983,AL,boggswa01,25,392,0.0
MVP,1965,AL,howarfr01,2,280,0.0
MVP,1923,AL,ruelmu01,7,64,0.0
Cy Young,2011,AL,wilsocj01,9,196,0.0
MVP,1993,AL,warddu01,3,392,0.0
Rookie of the Year,1992,AL,loftoke01,85,140,7.0
MVP,1950,NL,gordosi01,11,336,0.0
MVP,1993,AL,belleal01,81,392,0.0
MVP,1964,AL,richabo01,9,280,0.0
Cy Young,1989,AL,saberbr01,138,140,27.0
Rookie of the Year,1976,AL,wynegbu01,2,24,2.0
MVP,1951,AL,kindeel01,66,336,2.0
MVP,1965,NL,lefebji01,7,280,0.0
Rookie of the Year,1957,NL,hazlebo01,1,24,1.0
Rookie of the Year,1963,AL,wardpe01,6,20,6.0
MVP,1992,AL,listapa01,8,392,0.0
MVP,1934,AL,owenma01,13,80,
MVP,1957,NL,mayswi01,174,336,1.0
MVP,1945,AL,myattge01,98,336,1.0
MVP,1943,NL,javeral01,12,336,0.0
MVP,1936,NL,demarfr02,17,80,0.0
MVP,1950,AL,houttar01,6,336,0.0
MVP,1933,AL,bishoma01,1,80,0.0
MVP,1940,NL,wyattwh01,3,336,0.0
MVP,1952,AL,wynnea01,99,336,0.0
MVP,1931,AL,ferrewe01,12,80,
MVP,1941,NL,walkedi02,34,336,1.0
MVP,1989,AL,ripkeca01,216,392,6.0
Cy Young,2001,NL,liebejo01,2,160,0.0
MVP,1933,NL,hartnga01,5,80,0.0
Rookie of the Year,2004,AL,roberna01,1,140,0.0
MVP,1944,NL,walkedi02,145,336,3.0
MVP,1974,AL,munsoth01,6,336,0.0
MVP,1949,NL,polleho01,29,336,0.0
MVP,1988,AL,boggswa01,107,392,0.0
MVP,1935,NL,jackstr01,1,80,0.0
MVP,1924,NL,ydeem01,2,80,0.0
MVP,1988,NL,gwynnto01,29,336,0.0
MVP,1961,NL,lynchje01,1,224,0.0
MVP,1931,NL,fitzsfr01,1,80,0.0
MVP,1972,AL,smithre06,3,336,0.0
MVP,1938,NL,lombaer01,229,336,10.0
MVP,1978,AL,brettge01,14,392,0.0
MVP,1934,AL,werbebi01,8,80,0.0
MVP,1985,NL,cruzjo01,2,336,0.0
MVP,1929,NL,odoulle01,54,80,
MVP,1978,NL,luzingr01,48,336,0.0
MVP,1986,NL,doranbi02,32,336,0.0
MVP,1972,AL,bandosa01,2,336,0.0
Cy Young,2003,AL,moyerja01,12,140,0.0
Cy Young,1969,AL,mclaide01,10,24,10.0
MVP,2011,AL,konerpa01,11,392,0.0
Rookie of the Year,1991,NL,stantmi02,1,120,0.0
MVP,1973,NL,seaveto01,57,336,0.0
MVP,1974,NL,brocklo01,233,336,8.0
Cy Young,1991,AL,langsma01,7,140,0.0
MVP,1998,AL,wettejo01,3,392,0.0
MVP,1951,NL,spahnwa01,45,336,0.0
MVP,1912,AL,barryja01,4,64,0.0
MVP,1933,NL,lucasre01,3,80,0.0
MVP,1926,NL,butlejo02,5,80,0.0
MVP,1946,NL,coxbi02,5,336,0.0
MVP,2004,NL,oswalro01,3,448,0.0
MVP,1944,NL,mccorfr01,32,336,0.0
Rookie of the Year,1960,NL,davisto02,1,24,1.0
MVP,1994,NL,butlebr01,1,392,0.0
MVP,1957,AL,woodlge01,13,336,0.0
MVP,1942,NL,vandejo01,11,336,0.0
MVP,1966,NL,malonji01,3,280,0.0
Cy Young,2005,AL,santajo01,51,140,3.0
MVP,1968,AL,harreke01,103,280,0.0
MVP,1941,NL,litwhda01,3,336,0.0
MVP,1991,NL,clarkwi02,118,336,0.0
MVP,1932,NL,hermabi01,16,80,
MVP,1999,NL,bellja01,31,448,0.0
MVP,1977,NL,rosepe01,15,336,0.0
MVP,1989,AL,mcgwima01,1,392,0.0
Rookie of the Year,1982,AL,barfije01,1,140,0.0
MVP,1954,NL,mcmilro01,2,336,0.0
MVP,1962,NL,paganjo01,13,280,0.0
MVP,1952,AL,raschvi01,12,336,0.0
MVP,1952,NL,musiast01,127,336,0.0
Rookie of the Year,2002,NL,sanchal03,1,160,0.0
MVP,1939,NL,hamlilu01,32,336,0.0
Cy Young,1995,AL,mesajo01,54,140,2.0
MVP,1947,AL,mccahbi01,4,336,0.0
MVP,1960,AL,hansero02,110,336,1.0
MVP,1931,AL,ruthba01,40,80,
MVP,1958,AL,turlebo01,191,336,7.0
MVP,2003,AL,muellbi02,45,392,0.0
Rookie of the Year,1984,AL,nippeal01,1,140,0.0
MVP,1967,NL,brilene01,20,280,0.0
MVP,1912,AL,moellda01,1,64,0.0
Cy Young,1993,AL,keyji01,14,140,0.0
MVP,1985,NL,smithoz01,5,336,0.0
MVP,1982,AL,decindo01,178,392,0.0
Cy Young,1958,ML,frienbo01,3,16,3.0
MVP,1976,AL,maybejo01,1,336,0.0
MVP,1995,NL,schoupe01,2,392,0.0
MVP,1941,NL,crespcr01,13,336,0.0
MVP,1913,NL,fletcar01,7,64,0.0
MVP,1967,NL,alleyge01,3,280,0.0
MVP,1968,NL,aaronha01,19,280,0.0
MVP,1969,NL,bankser01,15,336,0.0
MVP,2007,AL,ordonma01,258,392,2.0
MVP,1949,NL,lockmwh01,9,336,0.0
MVP,1943,AL,johnsbi03,135,336,3.0
MVP,1992,NL,butlebr01,2,336,0.0
MVP,1947,NL,musiast01,12,336,0.0
Cy Young,1989,AL,olsongr01,3,140,0.0
MVP,1990,AL,penato01,6,392,0.0
MVP,2006,AL,mauerjo01,116,392,0.0
MVP,1972,NL,oliveal01,52,336,0.0
MVP,1969,AL,epstemi01,4,336,0.0
MVP,1964,NL,mayswi01,66,280,0.0
MVP,1958,AL,laryfr01,3,336,0.0
MVP,1988,AL,cartejo01,5,392,0.0
MVP,1937,AL,gomezle01,14,80,0.0
MVP,2008,NL,sotoge01,41,448,0.0
MVP,1913,NL,humphbe01,2,64,0.0
MVP,1967,NL,aaronha01,79,280,0.0
MVP,1950,NL,snidedu01,53,336,0.0
MVP,1956,AL,niemabo01,55,336,0.0
MVP,2008,AL,huffau01,12,392,0.0
MVP,1993,AL,alomaro01,102,392,0.0
MVP,1971,AL,scottge02,3,336,0.0
MVP,1979,AL,kernji01,25,392,0.0
MVP,1992,NL,gracema01,6,336,0.0
MVP,1991,NL,gantro01,110,336,0.0
Cy Young,2006,NL,carpech01,63,160,2.0
MVP,1994,AL,palmera01,11,392,0.0
MVP,1980,NL,bakerdu01,138,336,0.0
MVP,1977,AL,leonade01,1,392,0.0
MVP,1945,AL,ferrida01,148,336,2.0
MVP,1940,AL,travice01,3,336,0.0
MVP,1998,AL,thomeji01,1,392,0.0
MVP,1946,AL,hughste01,19,336,0.0
MVP,1938,AL,lewisbu01,5,336,0.0
MVP,1967,NL,davisto02,3,280,0.0
MVP,1999,AL,delgaca01,16,392,0.0
MVP,2008,NL,sabatcc01,121,448,0.0
MVP,1983,NL,hollaal01,42,336,0.0
Cy Young,1988,AL,hurstbr01,12,140,0.0
Rookie of the Year,1981,AL,bellge02,2,140,0.0
MVP,1948,AL,stephve01,121,336,0.0
MVP,1912,NL,hendrcl01,2,64,0.0
MVP,1924,AL,severha01,17,64,
MVP,1937,AL,cronijo01,19,80,0.0
MVP,2005,NL,dunnad01,4,448,0.0
MVP,1993,AL,baergca01,50,392,0.0
MVP,1940,AL,mackra01,4,336,0.0
MVP,1939,NL,freylo01,8,336,0.0
MVP,1942,NL,mizejo01,97,336,0.0
MVP,1989,NL,smithlo01,34,336,0.0
Rookie of the Year,1981,AL,jonesmi02,8,140,0.0
MVP,1952,AL,collijo01,2,336,0.0
MVP,2006,AL,crawfca02,2,392,0.0
MVP,1941,NL,youngba01,10,336,0.0
MVP,1953,AL,piercbi02,55,336,0.0
MVP,1973,AL,mayca01,3,336,0.0
MVP,1965,AL,robinfl01,3,280,0.0
MVP,1945,NL,elliobo01,15,336,0.0
MVP,1914,AL,prattde01,10,64,
MVP,1977,AL,hobsobu01,4,392,0.0
MVP,1942,NL,kurowwh01,6,336,0.0
MVP,1955,NL,furilca01,2,336,0.0
MVP,2006,AL,giambja01,9,392,0.0
Rookie of the Year,1973,NL,sosael01,2,24,2.0
Rookie of the Year,1954,NL,conlege01,2,24,2.0
MVP,2005,NL,hoffmtr01,19,448,0.0
Rookie of the Year,1963,NL,rosepe01,17,20,17.0
Rookie of the Year,2000,AL,sasakka01,104,140,17.0
MVP,1932,NL,cuccito01,4,80,0.0
MVP,1962,AL,bressed01,6,280,0.0
MVP,1957,NL,anderha02,1,336,0.0
MVP,1938,AL,travice01,33,336,
MVP,1976,AL,whitero01,3,336,0.0
Rookie of the Year,1995,AL,sparkst01,1,140,0.0
MVP,1950,AL,fordwh01,7,336,0.0
MVP,1922,AL,prattde01,7,64,0.0
Cy Young,1956,ML,fordwh01,1,16,1.0
MVP,1993,NL,blausje01,9,392,0.0
MVP,1970,AL,smithre06,3,336,0.0
MVP,1948,AL,mccosba01,4,336,0.0
MVP,1998,NL,olerujo01,38,448,0.0
MVP,2005,NL,lidgebr01,1,448,0.0
MVP,1964,NL,jacksla01,26,280,0.0
MVP,1987,AL,mcgwima01,109,392,0.0
Cy Young,1980,AL,johnto01,14,140,0.0
MVP,1953,NL,irvinmo01,11,336,0.0
MVP,1924,AL,schanwa01,7,64,0.0
MVP,1996,NL,piazzmi01,237,392,0.0
MVP,1954,AL,truckvi01,19,336,0.0
Cy Young,2002,NL,smoltjo01,21,160,0.0
MVP,2002,NL,gilesbr02,27,448,0.0
Rookie of the Year,1984,AL,langsma01,82,140,3.0
MVP,1976,AL,littema01,5,336,0.0
MVP,1936,NL,lopezal01,5,80,0.0
Cy Young,2001,NL,morrima01,31,160,0.0
MVP,1969,NL,willibi01,6,336,0.0
MVP,1950,NL,furilca01,4,336,0.0
MVP,2005,NL,reyesjo01,1,448,0.0
MVP,2004,AL,rodrial01,8,392,0.0
MVP,1940,NL,beggsjo01,19,336,0.0
MVP,1968,AL,andremi01,4,280,0.0
Cy Young,1988,AL,stewada01,16,140,0.0
MVP,1939,AL,casege01,3,336,0.0
MVP,1951,AL,coangi01,8,336,0.0
MVP,1960,NL,adcocjo01,5,336,0.0
MVP,1962,NL,davenji01,3,280,0.0
MVP,1962,NL,purkebo01,33,280,0.0
MVP,1962,AL,terryra01,19,280,0.0
MVP,1999,AL,ramirma02,226,392,4.0
MVP,1978,NL,parkeda01,320,336,21.0
MVP,1979,AL,brettge01,226,392,2.0
Rookie of the Year,1973,AL,garcipe01,3,24,3.0
MVP,1990,AL,trammal01,7,392,0.0
MVP,1942,NL,lombaer01,24,336,0.0
MVP,1950,NL,bickfve01,4,336,0.0
MVP,1986,AL,baylodo01,32,392,0.0
MVP,1969,NL,ageeto01,89,336,0.0
MVP,1929,NL,whitnpi01,2,80,0.0
MVP,2008,NL,fieldpr01,11,448,0.0
MVP,1924,NL,careyma01,3,80,0.0
MVP,1988,AL,francju01,2,392,0.0
MVP,1970,NL,benchjo01,326,336,22.0
MVP,1949,NL,meyerru01,8,336,0.0
MVP,1994,NL,bondsba01,144,392,0.0
Rookie of the Year,2000,AL,kennead01,1,140,0.0
MVP,1940,NL,higbeki01,10,336,0.0
MVP,1985,NL,marshmi02,11,336,0.0
MVP,1979,AL,grichbo01,58,392,0.0
MVP,1991,NL,dawsoan01,5,336,0.0
MVP,1972,NL,benchjo01,263,336,11.0
MVP,1934,AL,hardeme01,4,80,0.0
MVP,1998,AL,wellsda01,3,392,0.0
MVP,1927,AL,gehrilo01,56,64,7.0
MVP,2002,NL,greensh01,146,448,0.0
MVP,1965,AL,fisheed02,122,280,0.0
MVP,1925,AL,gehrilo01,2,64,0.0
Cy Young,1992,NL,drabedo01,1,120,0.0
Rookie of the Year,1956,NL,robinfr02,24,24,24.0
MVP,1961,NL,robinfr02,219,224,15.0
MVP,1958,AL,sievero01,95,336,0.0
MVP,1939,AL,rignejo01,9,336,0.0
MVP,1965,AL,adairje01,7,280,0.0
Rookie of the Year,1976,NL,zachrpa01,11,24,11.0
Rookie of the Year,1963,NL,culpra01,1,20,1.0
MVP,1959,NL,facero01,67,336,0.0
MVP,1966,NL,rosepe01,31,280,0.0
MVP,1913,AL,bendech01,2,64,0.0
MVP,2003,NL,edmonji01,3,448,0.0
MVP,1913,NL,daubeja01,50,64,
Cy Young,1987,AL,violafr01,5,140,0.0
MVP,1992,NL,hollida01,3,336,0.0
Rookie of the Year,1993,NL,reynoar02,1,140,0.0
MVP,1950,NL,blackew01,41,336,0.0
MVP,1938,NL,fitzsfr01,1,336,0.0
Cy Young,1974,NL,caprabu01,1,120,0.0
MVP,2006,AL,damonjo01,7,392,0.0
MVP,1957,AL,lollash01,2,336,0.0
Cy Young,1981,AL,guidrro01,2,140,0.0
MVP,1971,AL,mcnalda01,26,336,0.0
MVP,1994,NL,piazzmi01,121,392,0.0
MVP,1968,NL,mccovwi01,135,280,0.0
MVP,1983,NL,davisjo02,1,336,0.0
MVP,1997,AL,thomafr04,172,392,0.0
MVP,1990,NL,gantro01,10,336,0.0
MVP,2005,NL,abreubo01,21,448,0.0
MVP,1958,NL,mazerbi01,61,336,1.0
MVP,1947,NL,kinerra01,101,336,0.0
MVP,1984,AL,davisal01,26,392,0.0
MVP,1949,NL,robinja02,264,336,12.0
MVP,1953,NL,ashburi01,5,336,0.0
Cy Young,1982,AL,caudibi01,4,140,0.0
Rookie of the Year,2002,NL,mossda01,12,160,0.0
Cy Young,1976,AL,bluevi01,8,120,0.0
MVP,1967,NL,jenkife01,26,280,0.0
MVP,1926,NL,southbi01,5,80,0.0
MVP,1950,AL,dimagdo01,17,336,0.0
Rookie of the Year,1975,AL,lynnfr01,23,24,23.0
Cy Young,1959,ML,shawbo01,1,16,1.0
Rookie of the Year,2008,AL,devinjo01,3,140,0.0
MVP,1962,NL,maricju01,4,280,0.0
Cy Young,1991,NL,benesan01,1,120,0.0
MVP,1976,AL,tananfr01,19,336,0.0
MVP,2000,NL,jonesch06,23,448,0.0
MVP,1954,NL,roberro01,70,336,0.0
Cy Young,2010,NL,arroybr01,1,224,0.0
MVP,1971,AL,murcebo01,72,336,0.0
MVP,1954,NL,darkal01,110,336,1.0
MVP,1952,NL,wilheho01,133,336,0.0
MVP,1961,AL,fordwh01,102,280,0.0
Rookie of the Year,1985,AL,guilloz01,101,140,16.0
MVP,1938,NL,warnelo01,1,336,0.0
MVP,2001,NL,aurilri01,20,448,0.0
MVP,1968,AL,olivato01,5,280,0.0
MVP,1924,NL,friscfr01,40,80,
MVP,1962,NL,howarfr01,32,280,0.0
MVP,1954,NL,schoere01,24,336,0.0
Rookie of the Year,1996,AL,clarkto02,30,140,0.0
MVP,2003,AL,leeca01,16,392,0.0
Rookie of the Year,1996,AL,baldwja01,64,140,0.0
MVP,1955,NL,matheed01,6,336,0.0
MVP,2003,NL,lowelmi01,30,448,0.0
Cy Young,1975,NL,hraboal01,33,120,2.0
MVP,1942,AL,doerrbo01,24,336,0.0
MVP,1945,NL,passecl01,9,336,0.0
MVP,1939,AL,troskha01,4,336,0.0
MVP,1954,AL,foxne01,30,336,0.0
MVP,1955,AL,mcdougi01,34,336,2.0
MVP,1969,AL,petrori01,71,336,0.0
MVP,2010,NL,hartco01,2,448,0.0
MVP,1973,NL,marshmi01,93,336,0.0
MVP,1942,NL,camildo01,42,336,0.0
MVP,1976,AL,lylesp01,8,336,0.0
MVP,1989,AL,fernato01,9,392,0.0
MVP,1989,NL,bonilbo01,5,336,0.0
MVP,1959,NL,aaronha01,174,336,2.0
MVP,1984,NL,goodedw01,28,336,0.0
MVP,1957,AL,malzofr01,58,336,0.0
MVP,1947,NL,blackew01,175,336,2.0
MVP,1993,AL,montgje01,15,392,0.0
MVP,1914,NL,wheatza01,10,64,
MVP,1955,NL,thomafr03,1,336,0.0
MVP,1936,AL,kuheljo01,27,80,
MVP,1967,NL,rosepe01,40,280,0.0
MVP,1983,AL,riceji01,150,392,0.0
MVP,1976,AL,fidryma01,41,336,1.0
Rookie of the Year,2005,AL,kazmisc01,1,140,0.0
MVP,1944,NL,wilkste01,4,336,0.0
MVP,1944,NL,marioma01,190,336,7.0
MVP,2003,AL,soriaal01,15,392,0.0
MVP,2005,AL,sheffga01,84,392,0.0
MVP,1952,NL,snidedu01,29,336,1.0
MVP,1925,AL,rommeed01,7,64,0.0
MVP,1961,AL,colavro01,51,280,0.0
Rookie of the Year,1961,NL,curtija01,1,16,1.0
Cy Young,1980,AL,mcgresc01,1,140,0.0
MVP,1982,NL,oliveal01,175,336,0.0
MVP,1972,AL,robinbr01,3,336,0.0
MVP,1962,NL,clemero01,6,280,0.0
MVP,1941,AL,heathje01,37,336,0.0
MVP,1924,AL,seweljo01,9,64,
MVP,1961,NL,rosebjo01,4,224,0.0
MVP,1976,AL,rivermi01,179,336,1.0
MVP,1972,AL,fiskca01,96,336,0.0
MVP,1990,AL,stewada01,56,392,0.0
MVP,2003,AL,delgaca01,213,392,5.0
Cy Young,1964,ML,chancde01,17,20,17.0
MVP,1947,AL,dobsojo01,3,336,0.0
MVP,2004,AL,konerpa01,7,392,0.0
MVP,1925,AL,riceha01,18,64,
MVP,1997,NL,mcgwima01,6,392,0.0
MVP,1912,NL,meyerch01,25,64,
Cy Young,1972,NL,jenkife01,23,120,0.0
Cy Young,2000,NL,kileda01,8,160,1.0
Cy Young,1996,NL,reynosh01,1,140,0.0
MVP,1970,NL,seaveto01,2,336,0.0
MVP,1984,AL,balbost01,5,392,0.0
MVP,1948,NL,chesnbo01,8,336,0.0
MVP,1976,AL,chambch01,71,336,0.0
MVP,1935,NL,friscfr01,7,80,0.0
MVP,1934,NL,mungova01,1,80,0.0
MVP,1990,NL,danieka01,1,336,0.0
MVP,1993,AL,gonzaju03,185,392,0.0
MVP,2003,NL,smoltjo01,9,448,0.0
MVP,1953,AL,yosted01,3,336,0.0
MVP,1958,NL,furilca01,1,336,0.0
MVP,1981,AL,hargrmi01,4,392,0.0
Rookie of the Year,1966,AL,ageeto01,16,20,16.0
Rookie of the Year,1986,NL,mitchke01,22,120,1.0
Cy Young,1994,AL,keyji01,96,140,10.0
MVP,1995,NL,piazzmi01,214,392,3.0
MVP,2001,NL,aloumo01,13,448,0.0
MVP,1983,AL,parrila02,66,392,0.0
Rookie of the Year,1999,AL,beltrca01,133,140,26.0
MVP,1948,NL,cavarph01,6,336,0.0
MVP,1953,AL,kellge01,1,336,0.0
MVP,1956,NL,adcocjo01,54,336,0.0
MVP,1970,AL,johnsal01,70,336,0.0
MVP,2009,NL,carpech01,25,448,0.0
Cy Young,2005,NL,clemero02,40,160,2.0
MVP,2009,AL,hernafe02,1,392,0.0
Cy Young,1960,ML,brogler01,1,16,1.0
Rookie of the Year,1977,AL,rozemda01,2,28,2.0
MVP,1931,AL,kressre01,3,80,0.0
MVP,1952,AL,courtcl01,7,336,0.0
MVP,1990,AL,griffke02,7,392,0.0
MVP,1985,NL,valenfe01,1,336,0.0
MVP,1990,NL,willima04,95,336,0.0
MVP,1949,NL,marshwi01,2,336,0.0
MVP,2004,AL,cordefr01,2,392,0.0
MVP,1944,AL,stirnsn01,129,336,1.0
MVP,1973,NL,millafe01,12,336,0.0
MVP,1950,AL,troutdi01,21,336,0.0
MVP,1975,AL,hunteca01,31,336,0.0
Cy Young,1972,AL,ryanno01,2,120,0.0
Rookie of the Year,2006,NL,olsensc01,1,160,0.0
MVP,2010,AL,choosh01,9,392,0.0
MVP,1933,AL,applilu01,1,80,0.0
MVP,1926,AL,manushe01,16,64,
MVP,1945,NL,hackst01,42,336,0.0
MVP,1962,AL,aguirha01,10,280,0.0
MVP,1946,AL,vernomi01,134,336,1.0
Cy Young,1958,ML,spahnwa01,4,16,4.0
MVP,1979,NL,parrila01,128,336,0.0
MVP,1973,AL,cepedor01,21,336,0.0
MVP,1961,AL,smithal04,3,280,0.0
MVP,1953,AL,parneme01,27,336,0.0
MVP,1973,AL,jacksre01,336,336,24.0
MVP,1958,AL,donovdi01,1,336,0.0
MVP,1967,AL,wilsoea01,20,280,0.0
MVP,1951,AL,kellge01,30,336,0.0
MVP,1929,NL,hermaba01,24,80,
MVP,1959,NL,robinfr02,52,336,0.0
MVP,1948,NL,hodgegi01,1,336,0.0
MVP,1937,AL,dickebi01,22,80,0.0
MVP,2003,NL,cabremi01,3,448,0.0
MVP,1944,AL,hodgira01,2,336,0.0
MVP,1974,NL,hraboal01,4,336,0.0
Rookie of the Year,2003,NL,podsesc01,81,160,8.0
Cy Young,1980,NL,rogerst01,1,120,0.0
MVP,1996,AL,palmera01,104,392,0.0
MVP,1964,NL,boyerke01,243,280,14.0
MVP,1994,AL,cartejo01,35,392,0.0
MVP,2001,AL,sweenmi01,2,392,0.0
MVP,1950,AL,raschvi01,63,336,0.0
MVP,1961,AL,phillbu02,5,280,0.0
MVP,2000,AL,tejadmi01,5,392,0.0
MVP,1969,NL,bondsbo01,2,336,0.0
MVP,1968,AL,robinbr01,8,280,0.0
MVP,1954,AL,abramca01,1,336,0.0
MVP,1980,AL,henderi01,51,392,0.0
MVP,1989,NL,willimi02,41,336,0.0
MVP,1987,NL,clarkwi02,128,336,0.0
MVP,1957,NL,robinfr02,42,336,0.0
MVP,2010,AL,canoro01,229,392,0.0
MVP,1931,NL,wilsoji01,28,80,
MVP,1997,NL,alfoned01,10,392,0.0
MVP,1983,NL,oroscje01,14,336,0.0
MVP,2006,AL,konerpa01,3,392,0.0
MVP,1979,AL,hargrmi01,1,392,0.0
Cy Young,2006,NL,webbbr01,103,160,15.0
Cy Young,1979,AL,lopezau01,1,140,0.0
MVP,1947,AL,hutchfr01,8,336,0.0
Rookie of the Year,1955,AL,scorehe01,18,24,18.0
MVP,1939,NL,leebi02,8,336,0.0
MVP,1966,AL,hortowi01,4,280,0.0
MVP,1946,NL,verbaem01,10,336,0.0
MVP,1934,NL,bergewa01,13,80,
MVP,1937,NL,mizejo01,18,80,0.0
MVP,1949,AL,pagejo01,166,336,3.0
MVP,1941,AL,lyonste01,12,336,0.0
MVP,1999,AL,palmera01,193,392,4.0
