schoolid,schoolname,schoolcity,schoolstate,schoolnick
buffalost,Баффалоский университет штата Нью-Йорк,Баффало,НЮ,Бенгалы
latech,Льюис-и-Кларкский университет,Рустон,Лос-Анджелес,Бульдоги
swesternks,Южно-Западный колледж,Винфилд,Да,Построители курганов
sanfranst,Сан-Францискоский государственный университет,Сан-Франциско,Калифорния,Заходы
syracuse,Университет Сиракуз,Сиракузы,НЮ,Орангемен
fltech,Флоридский технологический институт,Мелбурн,ФЛ,Пантеры
tamukvill,Техасский аграрный и механический университет в Кингслине,Кингсвил,ТХ,Явелинас
mariettaoh,Марьеттский колледж,Мариетта,О,Пионеры
pugetsound,Университет Пьюгет Саунд,Такома,ВА,Журналирующие устройства
mtvernnaz,Университет Нации Маунт-Вернон,Монтвернон,О,Песцы
olivetmi,Колледж Оливет,Оливет,МИ,Кометы
ohiost,Огайо-Сент-Уайлендс,Колумбус,О,Ореховые шарики
ucirvine,Универси́тет Калифорнии в Ирвайне,Ирвин,Калифорния,Овцы-сворователи
delawarest,дельо-верный государственный университет,Довер,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести на русский язык.",Медведи
bostoncoll,Бостонский колледж,Кастаньянский холм,А,Орлы
mankatost,"Государственный университет Миннесоты, Манкато",Манкато,MN - Миннесота,"""Бухта Маверикса"""
ncstate,штатный университет Северной Каролины,Рэйлхэм,НЕТ РЕТРАНСЛЯЦИЙ,«Волчья стая»
glenvilst,Гленвиллский государственный колледж,Гленвилл,Западная Вирджиния,Пионеры
niowa,Университет Северной Иды,Кедр-Фолс,Я,Пантеры
wminsterpa,Вестминстерский колледж,Новый Виллингтон,ПА,Титаники
salemintl,Международный университет Салема,Салем,Западная Вирджиния,Тигры
estroud,Восточный Струдсбургский университет Пенсильвании,Восточный Страудсбург,ПА,Воины
centenary,Центральный колледж Луизианы,Шревпорт,Лос-Анджелес,Господа
hampton,Хэмптонский университет,Хамptон,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Пираты
laverneca,Университет Ла-Верне,Ла-Верн,Калифорния,Леопарды
augsburgmn,Августский колледж,Миннеаполис,MN - Миннесота,Авги
alabamaam,Университет Алабамы А&М,Да,АЛ,Бульдоги
wabashin,Вабашский колледж,Крофтсвилль,В,Маленькие гиганты
wvwesleyan,Западно-Виргинский университетский колледж,Букхэннон,Западная Вирджиния,Бобкаты
sarkansas,Южный Арканзасский университет,Магнолия,АР,Мулеридеры
creighton,Университет Крестон,Омаха,НЕ,Соколы
trumanst,Университет Трюмана,Кирксвилл,Мо,Бульдоги
mobileal,Университет Мобила,Мобильный,АЛ,Рэмы
stmarysmn,Университет Святой Марии в Миннесоте,Винона,MN - Миннесота,Кардиналы
nyfredonia,Фредонский колледж штата Нью-Йорк,Фредония,НЮ,Синие дьяволы
biolaca,Университет Биола,Ла Мирада,Калифорния,Орлы
oglethrpga,Университет Оглворта,Атланта,GA,Бурные petrels
randmacon,Колледж Рэндольф-Макон,Ашленд,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Желтые жакеты
harvard,Гарвардский университет,Кембридж,А,Кремовый
lee,Университет Ли,Кливленд,ТН,Пламя
silledward,Южный Иллинойс Университет Эдвардсвилл,Эдвардсвилл,Я,Песцы
rutgers,Рутгерский университет,Новый Брансуик,НДж,Скарлетные рыцари
depauwin,Университет Депоу,Гринкасл,В,Тигры
huntercuny,"Хайнер Колледж, Городской Университет Нью-Йорка",Нью-Йорк,НЮ,Соколы
strose,Колледж Святого Розы,Альбани,НЮ,Золотой Воин
whitmanwa,Уитманский колледж,Валла Валла,ВА,Миссионеры
cincy,Университет Цинциннати,Цинциннати,О,Медвежьи коты
alcornst,Университет штата Алькорн,Лормэн,Мएस,Бравы
army,Военно-воздушная академия США,Западный пункт,НЮ,Чёрные Рыцари
kentst,Университет штата Кент,Кент,О,Золотые вспышки
liberty,Университет Либерти,Линчберг,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Пламя
tuftsma,Тафтс-Университет,Медфорд,А,Джумбо
umbc,"Университет Мэриленда, Балтимора",Катонсвилл,МД,Спасатели
villanova,Университет Villanova,Вилановна,ПА,Дикие коты
wittnbrgoh,Виттенбергский университет,Спрингфилд,О,Тигры
arkansaslr,Университет Аризоны в Литл-Роке,Маленький Рок,АР,Троянские кони
detroit,Университет Детройта Мори,Детройт,МИ,Титаники
citadel,Цитадель,Чарльстон,OK,Бульдоги
wflorida,Университет Западной Флориды,Пенсакола,ФЛ,Аргонауты
richmond,Университет Ричмонда,Ричмонд,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",пауки
sindiana,Университет Южного Индианы,Эвансвилл,В,Стракие орлы
carthagewi,Учебный колледж Карфагена,Кеноша,ВИ,Редмен
texasam,Университет Техаса А&М,Колледж-Сшенн,ТХ,Аггиесы
tuskegee,Тускебский университет,Тусскее,АЛ,Золотые Тигры
brown,Браунский университет,Провиденс,РИ,Медведи
olemiss,Университет Миссисипи,Оксфорд,Мएस,Бунтующие
ohvalley,Университет Охио-Вэлли,Вена,Западная Вирджиния,Борющиеся шотландцы
kennesawst,Кенесавский государственный университет,Кеннесо,GA,Сова
thomasmore,Колледж Томаса Морра,Крествью-Хиллз,К,Святые
ucsb,Университет Калифорнии в Санта-Барбаре,Санта-Барбара,Калифорния,Гавчоча
memphis,Университет Мемфиса,Мемфис,ТН,Тигры
wiwhitewtr,Университет Висконсина - Уайтвотер,Белые воды,ВИ,Вархексы
philly,Университет Филадельфии,Филадельфия,ПА,Рэмы
hendrsonst,Университет Хендерсон штата Оклахома,Аркаделия,АР,Реддиес
emporiast,Университет Эмори,Эмпория,Да,Медведи
genevapa,Женевский колледж,Падающие водопады,ПА,Золотые торнадо
chicagost,Чикагский государственный университет,Чикаго,Я,Песцы
crdstritch,Университет кардинала Стричча,Милуоки,ВИ,Волки
neillinois,Норт-Восточный университет Иллинойса,Чикаго,Я,
lenoirrhyn,Колледж Леннор-Райн,Гикори,НЕТ РЕТРАНСЛЯЦИЙ,Медведи
montevallo,Университет Монtevalla,Монtevелло,АЛ,Соколы
bucknell,Университет Бэкнелл,Левусбург,ПА,Бизон
prairview,Университет Праир-Вью А&М,Прайри-Вью,ТХ,Пантеры
flatlantic,Флоридский государственный университет,Бока-Ратон,ФЛ,Сова
messiah,Колледж Мессия,Грантам,ПА,Соколы
rosehulman,Институт Розенхулмана,Тэрр-Хайтс,В,Инженеры
gardwebb,Университет Гарнер-Вэба,Боулинг-Спрингс,НЕТ РЕТРАНСЛЯЦИЙ,Бульдоги
clarion,Клярунский университет в Пенсильвании,Клярьон,ПА,Золотые орлы
umass,Университет Массачусетса в Амхерсте,Амхерст,А,Минутмены
manhattan,Манхэттенский колледж,Ривердейл,НЮ,Ясперы
emoryhenry,Эмори и Генри Колледж,Эмори,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ворона
arkansas,Университет Арканзаса,Файетвилл,АР,Рэзоры
wisconsin,Университет Висконсина в Мадисоне,Мадيسون,ВИ,Койоты
nebkearney,Университет Небраски в Кейнсе,Керни,НЕ,Лоперс
clemson,Университет Клемсона,Клемсон,OK,Тигры
ohio,Огайоский университет,Афины,О,Бобкаты
towson,Тусонский университет,Товсон,МД,Тигры
stambrseia,Университет святого Амброджо,Дэвенпорт,Я,Борьба с пчелами
rollins,Колледж Роллнз,Зимний парк,ФЛ,Тарсы
marquette,Маркетский университет,Милуоки,ВИ,Золотые орлы
vcu,Университет штата Вирджиния,Ричмонд,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Рэмы
sutah,Южный Университет Юты,Цедар-Сити,УТ,Тандерबरды
uncwilm,Университет Северной Каролины в Уилмингтоне,Уилмингтон,НЕТ РЕТРАНСЛЯЦИЙ,Севастополь
hofstra,Университет Хофстра,Хемпстед,НЮ,Гордость
wmichigan,Западно-Мичиганский университет,Каламазо,МИ,Брюнысы
grovecity,Университет Груви-Сити,Грови-Сити,ПА,Вуверины
seattle,Сеатлский университет,Сиэтл,ВА,Красный ястреб
middlbryvt,Колледж Миддлбери,Миддлберри,ВТ,Пантеры
sonomast,Соноский государственный университет,Рохнет-Парк,Калифорния,Морские волки
jacksonvil,Джексонвиллский университет,Джексонвилл,ФЛ,Дельфины
robertmor,Роберт Моррис Университет,Муун-Таупчик,ПА,Колонисты
grcanyon,Гранд-Каньон Университет,Финикс,Аз,Антилопы
lorasia,Колледж Лорас,Дубек,Я,Духаки
walabama,Университет Западной Алабамы,Ливингстон,АЛ,Тигры
austincol,Кольедж Остина,Шерман,ТХ,Кангуры
uscaiken,Университет Южной Каролины Эйкен,Айкен,OK,Пэйсерс
weberst,Университет Уэбера штата Юта,Огген,УТ,Дикие коты
nflorida,Университет Северной Флориды,Джексонвилл,ФЛ,Оспрей
illinois,Университет Иллинойса в Урбане-Шампейне,Шампанское,Я,Борцы Иллинойса
jamesmad,Университет Джеймса Мэдисона,Гаррисонбург,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Дукес
dayton,Университет Дейтона,Дайтон,О,Флаеры
wkentucky,Западный университет Кентукки,Боулинг-Грин,К,Хиллтопперы
eckerd,Эккерд Колледж,Санкт-Петербург,ФЛ,Тритоны
denver,Университет Денвера,Денвер,Кое,Пионеры
wlmcarey,Колледж Уильяма Кэри,Хаттиспбург,Мएस,Крестоносцы
howrdpayne,Университет Ховарда Пэйн,Браунвуд,ТХ,Желтые жакеты
sandiego,Университет Сан-Диего,Сан-Диего,Калифорния,Тореро
longisland,"Университет Лонг-Айленда, кампус в Бруклине",Бруклин,НЮ,Черножуры
buenavista,Университет Buena Vista,Шторм-Лейк,Я,Бобры
belmont,Бельмонтский университет,Нэшвилл,ТН,Брюинз
loyolachi,Лойола-Университет Чикаго,Чикаго,Я,Rambлеры
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
calpolypom,Калифорнийский государственный политехнический университет в Помона,Помона,Калифорния,Брюнысы
wilacrosse,Университет Висконсина в Ла-Кроссе,Ла-Кросс,ВИ,Орлы
sdcity,Сан-Диего Колледж Города,Сан-Диего,Калифорния,Рыцари
sfaustin,Стивен Ф. Остин Государственный Университет,Накодочес,ТХ,Лесорубы
kentuckyst,Университет штата Кентукки,Франкфорт,К,Тхоробреды
quinnipiac,Университет Квиннипака,Хамден,КТ,Бобкаты
scranton,Университет Скрамтона,Скрентон,ПА,Королевы
baylor,Университет Бейлора,Вако,ТХ,Медведи
idahost,Идаховский государственный университет,Пока́телло,ID,Бенгалы
chapmanca,Университет Чапмена,Оранжевый,Калифорния,Пантеры
sela,Университет юго-востока Луизианы,Гэмонд,Лос-Анджелес,Левы
carsnewm,Колледж Карсон-Ньюман,Джейсон-Сити,ТН,Орлы
hobartny,Хобарт и Уильям Смит Колледжи,Женева,НЮ,Государственные деятели
masslowell,Университет Массачусетса в Лоэлле,Лоуэлл,А,Ривер Хокс
adelphi,Университет Адельфи,Городской сад,НЮ,Пантеры
crngmellon,Университет Карнеги-Меллона,Питтсбург,ПА,Тартаны
midlndluth,Средне-лумерский колледж,Фрэмтон,НЕ,Воины
appalst,Аппалачейский государственный университет,Буун,НЕТ РЕТРАНСЛЯЦИЙ,Горники
akron,Университет Акрон,Акрон,О,Зипы
stanselm,Колледж Святого Ансельма,Манчестер,НХ,Соколы
ferrumva,Колледж Феррум,Железо,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Пантеры
florida,Университет Флориды,Гейнсвилл,ФЛ,Заходы
tamucc,Техасский университет А&М в Корпус-Кристи,Корпус-Кристи,ТХ,Островитяне
hillsdale,Колледж Хиллсдейл,Гиллсдейл,МИ,Чarge'рз
wlibertyst,Вест-Либерти Стейт Колледж,Западная Либерти,Западная Вирджиния,Хиллтопперы
brklyncuny,"Бруклинский колледж, Городской университет Нью-Йорка",Бруклин,НЮ,Мосты
rice,Рисский университет,Хьюстон,ТХ,Сова
calstla,Калифорнийский государственный университет в Лос-Анджелесе,Лос-Анджелес,Калифорния,Золотые орлы
arkmont,Университет Арканзаса-Монро,Монтицелло,АР,Большевики-вевели
sacstate,"Калифорнийский государственный университет, Сакраменто",Сакраменто,Калифорния,Медведи
edinboro,Университет Эдинборо Пенсильвании,Едирборо,ПА,Борющиеся шотландцы
murrayst,Университет Мюррея штата Кентукки,Мюррей,К,Выходцы из чистой крови
holycross,Колледж Святого Креста,Уорчестер,А,Крестоносцы
occidental,Западный колледж,Лос-Анджелес,Калифорния,Тигры
sfloridacc,Южный Флорида КК,Авон-Парк,ФЛ,
ucsd,Калифорнийский университет в Сан-Диего,Ла-Хойя,Калифорния,Тритоны
emichigan,Восточный Мичиганский университет,Эпсилант,МИ,Орлы
viterbowi,Университет Витерано,Кросс,ВИ,Соколы
ulamo,Университет Луизианы в Монро,Монро,Лос-Анджелес,Индийцы
portland,Университет Портленда,Портленд,А,Пилоты
georgia,Университет Джорджии,Афины,GA,Бульдоги
csdomhills,"Калифорнийский государственный университет, Домингес-Хиллз",Карсон,Калифорния,Торы
gatech,Институт Джорджии Технологического Института,Атланта,GA,Желтые жакеты
nmexico,Университет Нью-Мексико,Албуquerque,Н/Д,Лоси
susquehnna,Университет Сусквэна,Селинсгроув,ПА,Крестоносцы
drexel,Университет Дрекселя,Филадельфия,ПА,Дракона
catholic,Католический университет Америки,Вашингтон,ДК,Кардиналы
ithacany,Колледж Итак,Итака,НЮ,Бомберы
presbytrn,Пресвитерианский колледж,Клинтон,OK,Сырое
mastersca,Колледж Мастера,Санта-Кларита,Калифорния,Мустанги
charlotte,Университет Северной Каролины в Шарлотте,Шарлотта,НЕТ РЕТРАНСЛЯЦИЙ,"""Чинос"""
ursinus,Урсинус Колледж,Коледжвилл,ПА,Медведи
sandiegost,Сан-Диего Государственный Университет,Сан-Диего,Калифорния,Ацтеки
lsu,Льюисвиллский государственный университет,Батон-Руж,Лос-Анджелес,Тигры
stetson,Университет Стэтсона,Деланд,ФЛ,Шляпники
hampsydney,Колледж Хэмпден-Сидни,Хэмпден-Сиди,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тигры
piedmontga,Пьемонтский колледж,Деморест,GA,Левы
canisius,Каньёский колледж,Баффало,НЮ,Грифы
ashland,Университет Эшленда,Ашленд,О,Орлы
albionmi,Альбионский колледж,Альбион,МИ,Британцы
unlv,"Университет Невады, Лас-Вегас",Лас-Вегас,НВ,Бунтующие
houstnbapt,Хьюстонский баптистский университет,Хьюстон,ТХ,Хаски
otterbein,Колледж Отербейн,Вестервилл,О,Кардиналы
michiganst,Мичиганский государственный университет,Восточный Ленокс,МИ,Спартанцы
hartwickny,Колледж Хартвик,Онеонта,НЮ,Соколы
trinitytx,Тринити-Университи,Сан-Антонио,ТХ,Тигры
bakerks,Университет Бейкера,Город Балдвин,Да,Дикие коты
ilcollege,Колледж Иллинойса,Джексонвилл,Я,Блюбойз
montreatnc,Колледж Монтреат,Монретр,НЕТ РЕТРАНСЛЯЦИЙ,Ш valиеры
elon,Универсиитет Элон,Элон,НЕТ РЕТРАНСЛЯЦИЙ,Финикс
swtexas,Университет штата Техас на юге,Сан-Маркос,ТХ,Бобкаты
ozarks,Университет Озарков,Кларквилл,АР,Орлы
notredame,Университет Нотр-Дам,Южный Бенд,В,Борцы Ирландии
brdgwatrva,Бриджвотерский колледж,Бриджвотер,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Орлы
utah,Университет Юты,Солт-Лейк-Сити,УТ,Утес
lipscomb,Университет Липсконба,Нэшвилл,ТН,Бизоны
bethanywv,Бетани Колледж,Бетани,Западная Вирджиния,Бизон
thielpa,Колледж Тиль,Гринвилл,ПА,Томкаты
cumbrlndtn,Университет Кэмбриджа,Ливан,ТН,Бульдоги
indianapa,Пенсильванский университет в Индиане,Индиана,ПА,Индийцы
monroecc,Колледж Монро,Брайтон,НЮ,Трубины
trinityct,Трифановый колледж,Хартуфорд,КТ,Бантеры
sillinois,Южный Университет Иллинойса,Карбондал,Я,Здравствуйте
wminstermo,Вестминстерский колледж,Фултон,Мо,Блю Джайз
rowannj,Роуанский университет,Глассборо,НДж,Профессора
swesterntx,Южно-Западный университет,Георгетاون,ТХ,Пираты
floridast,Флоридский государственный университет,Таллахасси,ФЛ,Семинолы
lebvalley,Колледж Ливан-Вэлли,Эннивилл,ПА,Летящие голландцы
ewashington,Восточный Вашингтонский университет,Чейни,ВА,Орлы
michigan,Университет Мичигана,Анн-Арбор,МИ,Вуверины
flbarry,Университет Barry,Майами-Шорс,ФЛ,Буканееры
psubehrend,"Пенсильванский государственный университет в Эри, Колледж Бэррнд",Эри,ПА,Левы
seoklahoma,Южно-восточный штатный университет Оклахомы,Дурант,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Дикари
ccri,Колледж Общественного образования Род-Айленда,Уорик,РИ,Рыцари
westmontca,Вестмонтский колледж,Санта-Барбара,Калифорния,Воины
cornellia,Корнеллский колледж,Монтвернон,Я,Рэмы
minnesota,Университет Миннесоты,Миннеаполис,MN - Миннесота,Златые гоферы
calstnorth,Калифорнийский университет в Нортридже,Нортридж,Калифорния,Матадоры
mscollege,Миссисипский колледж,Клинтон,Мएस,Чоктасы
missouri,Мизориский университет,Колумбия,Мо,Тигры
washburn,Вашбернский университет в Тохаке,Топика,Да,Ихабоды
hawaiihilo,Университет Гавайи на Хило,Хило,Привет!,Вулканы
mtolive,Колледж Маунт-Олив,Гора Оливная,НЕТ РЕТРАНСЛЯЦИЙ,Троянские кони
quincy,Университет Кэнси,Квинси,Я,Соколы
blackbrnil,Колледж Блэкберн,Карлинвилл,Я,Битва за дыры
temple,Темплский университет,Филадельфия,ПА,Сова
montanast,Монтана Стейт Университи,Боузман,МТ,Бобкаты
wagner,Вагнер Колледж,Штаты Нью-Йорка,НЮ,Севастополь
stjohns,Университет Святого Иоанна,Ямайка,НЮ,Красный Шторм
radford,Университет Радфорда,Радфорд,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Гавайцы
sacheart,Университет Святого Сердца,Фэйрфла́йт,КТ,Пионеры
tnmartin,Университет Теннесси в Мартинше,Мартин,ТН,Скайхawks
savcolad,Университет искусств Саванны,Саванна,GA,Пчёлы
louisville,Университет Луизианы,Луисвилл,К,Кардиналы
shipnsburg,Шиппенсбургский университет Пенсильвании,Шиппенсбург,ПА,Красный бешеный рейнджер
beloitwi,Белоитский колледж,Белоит,ВИ,Буканееры
texas,Университет Техаса в Остине,Остин,ТХ,Бизоны
calutheran,Калифорнийский лютеранский университет,Тысяча Оаксов,Калифорния,«Короли»
stfrncisil,Университет Святого Франциска,Джолиет,Я,Борцы за свободу
virginiast,Virginia State Университет,Санкт-Петербург,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Троянские кони
newesleyan,Непалийский университет,Линкольн,НЕ,Пещерные волки
georgiasou,Университет Джорджиа Саутерн,Стоу-боро,GA,Орлы
adrianmi,Адрианский колледж,Адриан,МИ,Бульдоги
oregon,Университет Орегона,Евгений,А,Утиные
coppinst,Государственный колледж Коппин,Балтимор,МД,Орлы
winstsalst,Университет штата Уинстон-Салем,Винстон-Саут-Эллинт,НЕТ РЕТРАНСЛЯЦИЙ,Рэмы
ecentralok,Восточно-Центральный университет,Адая,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",Тигры
harding,Университет Хардинг,Сарси,АР,Бизон
ekentucky,Восточный университет Кентукки,Ричмонд,К,Колонелы
hiramoh,Хирам Колледж,Хирам,О,Терьеры
newberry,Новыйберийский колледж,Ньюбери,OK,Индийцы
fordham,Фордхамский университет,Брукс,НЮ,Рэмы
lemoyne,Колледж Лемойна,Сиракузы,НЮ,Дельфины
washcollmd,Вашингтонский колледж,Честерторт,МД,Шоремен
wpaterson,Университет Уильяма Патерсон,Уэйн,НДж,Пионеры
lutheria,Лютер Колледж,Декора,Я,Северо
pace,Пейс-Университет,Нью-Йорк,НЮ,Сеттеры
eutah,Колледж Восточного Юты,Цена,УТ,Золотые орлы
inbethel,Бетелльский колледж,Мишавакка,В,Пилоты
plymouth,Плимутский государственный университет,Плимут,НХ,Пантеры
bethcook,Университет Бетун-Кукман,Деньтона-Бич,ФЛ,Дикие коты
bridgwtrst,Бриджвотерский государственный колледж,Бриджвотер,А,Медведи
arkansasst,Арканзасский государственный университет,Джонсборо,АР,Индийцы
pbsc,Колледж штата Палм-Бич,Озеро Уорт,ФЛ,Пантеры
lehigh,Льюисвиллский университет,Бетлехем,ПА,Горные ястребы
frankmarsh,Франклин и Маршалл Колледж,Ланкастер,ПА,Дипломаты
azusapac,Азуса-Пакистский университет,Ацуса,Калифорния,Песцы
ucla,"Университет Калифорнии, Лос-Анджелес",Лос-Анджелес,Калифорния,Брюинз
calipa,Калифорнийский университет в Питтсбурге,Калифорния,ПА,Вулканы
stlouis,Университет Святого Луиса,Сент-Луис,Мо,Билликены
milligantn,Колледж Миллер,Колледж Миллер,ТН,Оранды
georgemas,Джорджийский государственный университет в Мсоне,Фэрфакс,"Да, я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Патриоты
mansfield,Мансфилдский университет Пенсильвании,Манчестер,ПА,Горники
wistvnspt,Университет Висконсина в Стивенс-Пойнте,Стивенс-Пойнт,ВИ,Указатели
nmhighland,Университет Нью-Мексико Хайлендс,Лас-Вегас,Н/Д,ковбои
eurekail,Еурека Колледж,Эурека,Я,красные дьяволы
duke,Дукский университет,Дурхам,НЕТ РЕТРАНСЛЯЦИЙ,Синие дьяволы
lincolnmo,Университет Линкольна штата Миссури,Джейсон-Сити,Мо,Синие тигры
lasalle,Университет ЛаСалле,Филадельфия,ПА,Исследователи
mesast,Месаский государственный колледж,Гранд-Джанкшен,Кое,"""Бухта Маверикса"""
indiana,Индианские университет,Блумингтон,В,Хьюи Хайнс
kansas,Университет Канзаса,Лоуренс,Да,Джейхокс
mntclairst,Университет штата Монтклэр,Верхний Монтклайд,НДж,Красные ястребы
loyolano,Лойола-Университет в Новом Орлеане,Новый Орлеан,Лос-Анджелес,«Волчья стая»
smethodist,Южно-Методский университет,Даллас,ТХ,Мустанги
lockhaven,Университет Lock Haven в Пенсильвании,Лок-Хейвен,ПА,Белые орлы
oregonst,Oregonский государственный университет,Корваллис,А,Бобры
bridgeport,Университет Бриджпорта,Бриджпорт,КТ,Фиолетовые Рыцари
georgewash,Джордж Вашингтонский университет,Вашингтон,ДК,Колонисты
cwashngton,Центральный университет Вашингтона,Элленсбург,ВА,Дикие коты
grinnellia,Колледж Гринелл,Гриннелл,Я,Пионеры
stmarytx,Университет Святого Марии,Сан-Антонио,ТХ,Щитники
mrningside,Колледж Мёрнингсайд,Сойо-Сити,Я,Мустанги
morrbrown,Колледж Моррис Браун,Атланта,GA,Вуверины
bowdoinme,Колледж Боудина,Брунсвич,Я,Полярные медведи
maine,Университет Мэн,Ороно,Я,чёрные медведи
neastern,Северо-Восточный университет,Бостон,А,Хаски
woosteroh,Колледж Востера,Уотерлоо,О,Борющиеся шотландцы
nalabama,Университет Северной Аляски,Флоренция,АЛ,Левы
betheltn,Бетелльский колледж,Макензи,ТН,Королевы
cornell,Корнеллский университет,Итака,НЮ,Больший Красный
oklahoma,Университет Оклахомы,Норман,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",В скором времени
grandview,Большой вид колледжа,Дес-Монс,Я,Викинги
txchrist,Техасский христианский университет,Форт-Уорth,ТХ,Тупорылые жабы
tntech,Технологический университет Теннесси,Кукольёв,ТН,Золотые орлы
clevst,Университет штата Кливленд,Кливленд,О,Викинги
illchicago,Университет Иллинойса в Чикаго,Чикаго,Я,Пламя
miamioh,Майамский университет,Оксфорд,О,Красные ястребы
scstate,Штатный университет Южной Каролины,Орангебург,OK,Бульдоги
upperiowa,Верхний Айова Университет,Фейет,Я,Пегасы
pittsburgh,Университет Питтбурга,Питтсбург,ПА,Пантеры
concrdiatx,Конкордийский университет в Остине,Остин,ТХ,Торнадо
wake,Универси́тет Вэйк-Форест,Винстон-Саут-Эллинт,НЕТ РЕТРАНСЛЯЦИЙ,Дьявольские проповедники
auburn,Авалонский университет,Аубurn,АЛ,Тигры
ncat,Университет штата Северная Каролина по сельскому хозяйству и технической подготовке,Гринсвилл,НЕТ РЕТРАНСЛЯЦИЙ,Аггиесы
swmost,Миссуриский государственный университет,Спрингфилд,Мо,Медведи
xavier,Университет Хавьера,Цинциннати,О,Мушкетёры
ric,Род-Айлендский колледж,Провиденс,РИ,Ведущие
sunybuff,Государственный университет Нью-Йорка в Буффало,Баффало,НЮ,Буйволы
cncrdiacol,Конкордский колледж,Моорхед,MN - Миннесота,Кобберы
maryhrdbay,Университет Мэри Хардин-Бэйлор,Белтон,ТХ,Крестоносцы
butler,Университет Батлера,Индианаполис,В,Бульдоги
coastcar,Университет при побережье Каролины,Конвей,OK,Кантиклеры
etxbaptist,Восточный Техасский баптистский университет,Маршалл,ТХ,Тигры
grambling,Университет штата Грэмбли,Грамблинг,Лос-Анджелес,Тигры
brewparker,Колледж Бреутон-Паркер,Монтвернон,GA,Бароны
gaswestern,Грузинский государственный университет юго-запада,Америкус,GA,Ураганы
nycortland,"Государственный университет Нью-Йорка, колледж в Кортленде",Кортленд,НЮ,Красные драконы
staugustne,Колледж Святого Августина,Рэйлхэм,НЕТ РЕТРАНСЛЯЦИЙ,Соколы
ucriver,Калифорнийский университет в Риверсайде,Риверсайд,Калифорния,Гавайцы
widenerpa,Университет Вайднера,Честер,ПА,Пионеры
grvalleyst,Wielki долина государственный университет,Алландал,МИ,Лейкерс
furman,Университет Фурман,Гринвилл,OK,Паладины
knoxil,Колледж Кнокс (и колледж Ломбард),Галесбург,Я,Пламень прерии
okstate,Оклахомский государственный университет,Стильвотер,"Да, конечно! Я готова помочь с переводом. Пришлите текст, который нужно перевести, и укажите желаемый язык для перевода (например, с английского на французский).",ковбои
lewclarkst,Колледж Льюиса и Клада,Льюисон,ID,Воины
lubbchrist,Луфтбёрдский христианский университет,Луббок,ТХ,Чапрасы
kentucky,Университет Кентукки,Лексингтон,К,Дикие коты
cwpost,"Лондонский университет, Колледж Вудс, кампус Пост",Бруквилл,НЮ,Пионеры
tamucomm,Техасский университет А&М в Коммерсе,Коммерция,ТХ,Левы
samford,Университет Самфорда,Бирмингем,АЛ,Бульдоги
ulala,Универзитет Луизианы в Ла-Файетте,Лафайетт,Лос-Анджелес,Рагин-Каτζунс
utep,Университет Техаса в Эль-Пасо,Эл-Пaso,ТХ,Минеры
springhill,Колледж Спринг Хилл,Мобильный,АЛ,Койоты
juniatapa,Юниатский колледж,Хингстон,ПА,Орлы
pepperdine,Университет Пеппердин,Малибу,Калифорния,Волны
sfcc,Южно-Флоридский общинный колледж,Авон-Парк,ФЛ,Пантеры
hawaii,Университет Гавайи в Маноа,Хонолулу,Привет!,Дождевики
pacific,Университет Тихого океана,Стоуктон,Калифорния,Тигры
franklinin,Франклинский колледж,Франклин,В,Гризли
depaul,Университет Дьюка,Чикаго,Я,Синие демоны
sanfran,Университет Сан-Франциско,Сан-Франциско,Калифорния,Дон
vanguardca,Университет Вангарда Южной Калифорнии,Коста-Меса,Калифорния,Левы
stmartinwa,Колледж Святого Мартина,Лэйси,ВА,Святые
mtstmarys,Колледж и семинария Святого Марии,Эммитсбург,МД,Горники
illinoisst,Иллинойский государственный университет,Да,Я,Красный птичонок
schreiner,Университет Шрайнера,Кэрервилл,ТХ,Горники
arktech,Арканзасский технологический университет,Расселвилл,АР,Чудо-Мальчики
