awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
MVP,1961,AL,robinbr01,4,280,0.0
MVP,1925,NL,traynpi01,27,80,
MVP,1976,NL,suttodo01,7,336,0.0
MVP,1988,AL,puckeki01,219,392,0.0
MVP,1933,AL,chapmbe01,4,80,0.0
Rookie of the Year,1957,AL,kubekto01,23,24,23.0
MVP,2005,NL,gilesma01,4,448,0.0
MVP,1989,NL,gwynnto01,57,336,0.0
MVP,1931,AL,bluelu01,4,80,0.0
Rookie of the Year,1962,AL,allenbe01,1,20,1.0
MVP,1991,AL,puckeki01,78,392,0.0
MVP,2002,AL,rodrial01,254,392,5.0
MVP,1982,NL,morgajo02,17,336,0.0
MVP,1964,AL,mantlmi01,171,280,2.0
MVP,1986,NL,krukomi01,8,336,0.0
MVP,1926,NL,bancrda01,17,80,
MVP,1928,NL,vanceda01,13,80,
MVP,1978,AL,hislela01,201,392,0.0
MVP,2005,NL,cordech01,21,448,0.0
MVP,1949,AL,joosted01,11,336,0.0
MVP,1976,NL,madlobi01,51,336,0.0
MVP,1979,NL,hernake01,216,336,10.0
Rookie of the Year,1986,AL,snydeco02,16,140,0.0
MVP,1978,NL,cabelen01,2,336,0.0
MVP,1928,AL,gehrich01,12,64,
MVP,1928,NL,thompfr03,1,80,0.0
MVP,1966,NL,mayswi01,111,280,0.0
MVP,1951,AL,zernigu01,15,336,0.0
Cy Young,1978,AL,jenkife01,2,140,0.0
MVP,1981,NL,schmimi01,321,336,21.0
MVP,1923,AL,johnswa01,1,64,0.0
MVP,1969,AL,northji01,1,336,0.0
MVP,1922,AL,harribu01,2,64,0.0
MVP,1960,AL,kuennha01,3,336,0.0
MVP,1941,AL,mccosba01,12,336,0.0
MVP,1965,AL,whitffr01,5,280,0.0
MVP,1962,NL,sanfoja02,62,280,0.0
MVP,1977,AL,carewro01,273,392,12.0
Rookie of the Year,2003,AL,berroan01,88,140,12.0
MVP,2003,AL,ordonma01,16,392,0.0
MVP,1973,AL,campabe01,4,336,0.0
Rookie of the Year,2000,AL,molinbe01,3,140,0.0
MVP,1980,NL,mcbriba01,32,336,0.0
MVP,1974,NL,garvest01,270,336,13.0
MVP,1922,AL,meusebo01,6,64,0.0
MVP,1954,NL,musiast01,97,336,0.0
MVP,1942,AL,rizzuph01,9,336,0.0
Rookie of the Year,1985,AL,mcdowod01,25,140,1.0
MVP,1978,AL,yastrca01,17,392,0.0
Rookie of the Year,1984,NL,samueju01,67,120,1.0
MVP,1973,NL,oliveal01,6,336,0.0
Rookie of the Year,1981,AL,havenbr01,1,140,0.0
MVP,1940,AL,radclri01,55,336,0.0
MVP,1963,NL,pinsova01,32,280,0.0
MVP,2010,NL,bellhe01,2,448,0.0
MVP,1935,AL,gehrich01,26,80,0.0
Rookie of the Year,1994,NL,mondera01,140,140,28.0
MVP,1965,NL,clonito01,4,280,0.0
MVP,1967,AL,howarel01,7,280,0.0
MVP,1976,NL,parkeda01,10,336,0.0
MVP,1981,NL,hernake01,9,336,0.0
MVP,1943,NL,kleinlo01,6,336,0.0
MVP,1975,AL,scottge02,64,336,0.0
Rookie of the Year,1995,NL,isrinja01,4,140,0.0
MVP,1974,AL,campabe01,23,336,0.0
MVP,2002,NL,sheffga01,6,448,0.0
MVP,1928,AL,combsea01,13,64,
MVP,1945,NL,barrejo01,8,336,0.0
MVP,1943,AL,smithal03,19,336,0.0
MVP,1976,NL,ceyro01,6,336,0.0
MVP,2009,NL,gonzaad01,30,448,0.0
MVP,1941,AL,dimagjo01,291,336,15.0
MVP,1958,NL,purkebo01,4,336,0.0
MVP,1963,AL,fregoji01,3,280,0.0
MVP,1968,AL,mcauldi01,71,280,0.0
MVP,1973,AL,belanma01,8,336,0.0
MVP,2003,AL,foulkke01,20,392,0.0
MVP,1946,AL,peskyjo01,141,336,2.0
Rookie of the Year,1966,AL,nashji01,2,20,2.0
Cy Young,2004,NL,johnsra05,97,160,8.0
MVP,1931,NL,clarkwa02,3,80,0.0
MVP,1956,AL,laryfr01,24,336,0.0
MVP,1967,AL,blairpa01,9,280,0.0
MVP,1932,AL,dickebi01,8,80,0.0
MVP,2009,AL,teixema01,225,392,0.0
MVP,1960,AL,kubekto01,29,336,0.0
MVP,1929,NL,whitnpi01,2,80,0.0
Rookie of the Year,1995,NL,huntebr02,1,140,0.0
MVP,2002,NL,kentje01,135,448,0.0
Rookie of the Year,1964,NL,cartyri01,1,20,1.0
MVP,1913,NL,vioxji01,6,64,0.0
MVP,1964,AL,horlejo01,7,280,0.0
MVP,1973,AL,davisto02,47,336,0.0
MVP,1932,AL,gosligo01,7,80,0.0
MVP,1957,AL,mcdougi01,165,336,4.0
MVP,1932,AL,weavemo01,6,80,0.0
MVP,2004,NL,castivi02,3,448,0.0
MVP,1945,AL,muncrbo01,8,336,0.0
Rookie of the Year,1979,NL,sutclri01,20,24,20.0
MVP,1926,AL,judgejo01,4,64,0.0
MVP,2003,NL,schmija01,7,448,0.0
MVP,1951,AL,norenir01,4,336,0.0
Rookie of the Year,1992,AL,eldreca01,22,140,1.0
MVP,1938,NL,derripa01,70,336,
MVP,2006,NL,utleych01,98,448,0.0
MVP,2010,NL,gonzaad01,197,448,0.0
MVP,1951,NL,blackew01,6,336,0.0
MVP,1991,AL,venturo01,3,392,0.0
MVP,1972,NL,willibi01,211,336,5.0
Rookie of the Year,1989,AL,worthcr01,16,140,0.0
Rookie of the Year,1995,NL,fonvich01,1,140,0.0
MVP,1925,NL,grimmch01,5,80,0.0
Rookie of the Year,1979,AL,baumgro01,3,28,3.0
Cy Young,1987,NL,reuscri01,54,120,8.0
MVP,1965,AL,hallji02,19,280,0.0
MVP,1931,AL,chapmbe01,7,80,0.0
MVP,1933,NL,terrybi01,35,80,
MVP,1939,AL,ruffire01,116,336,0.0
MVP,1966,AL,mantlmi01,5,280,0.0
MVP,1989,AL,puckeki01,84,392,0.0
Cy Young,2002,NL,johnsra05,160,160,32.0
MVP,1982,AL,decindo01,178,392,0.0
Rookie of the Year,1985,NL,brownch02,7,120,0.0
MVP,1952,NL,kinerra01,8,336,0.0
Cy Young,1972,NL,carltst01,120,120,24.0
MVP,1968,NL,shannmi01,55,280,0.0
MVP,1982,AL,stanlbo01,6,392,0.0
MVP,1913,AL,cobbty01,3,64,0.0
MVP,1968,AL,stanlmi01,2,280,0.0
MVP,1972,AL,perryga01,88,336,0.0
MVP,2009,NL,carpech01,25,448,0.0
Rookie of the Year,1990,AL,venturo01,3,140,0.0
MVP,1985,AL,garcida01,2,392,0.0
MVP,1941,NL,lavagco01,2,336,0.0
MVP,1952,AL,joosted01,20,336,0.0
MVP,1951,AL,peskyjo01,5,336,0.0
MVP,1974,AL,lylesp01,7,336,0.0
MVP,1995,NL,sandere02,120,392,0.0
MVP,1991,NL,pendlte01,274,336,12.0
MVP,1953,NL,oconnda02,10,336,0.0
MVP,1995,AL,boggswa01,5,392,0.0
MVP,1962,NL,boyerke01,5,280,0.0
MVP,1958,NL,adcocjo01,2,336,0.0
Rookie of the Year,1973,NL,lopesda01,1,24,1.0
MVP,1978,AL,lefloro01,21,392,0.0
MVP,2006,NL,hoffmtr01,46,448,0.0
MVP,1972,AL,smithre06,3,336,0.0
MVP,1942,NL,nichobi01,14,336,0.0
MVP,1999,NL,venturo01,113,448,0.0
MVP,1951,AL,robined01,7,336,0.0
Cy Young,1991,AL,tapanke01,6,140,1.0
MVP,1999,NL,alfoned01,88,448,0.0
MVP,1923,AL,hausejo01,1,64,0.0
Rookie of the Year,1986,AL,tartada01,4,140,0.0
MVP,1924,NL,hornsro01,62,80,
MVP,1981,NL,matthga01,31,336,0.0
MVP,1926,AL,gosligo01,9,64,
MVP,1938,AL,cronijo01,92,336,
Cy Young,2007,AL,hallaro01,1,140,0.0
MVP,1924,AL,schanwa01,7,64,0.0
MVP,1980,NL,benchjo01,7,336,0.0
Rookie of the Year,1948,ML,ashburi01,7,48,7.0
Cy Young,1961,ML,spahnwa01,6,18,6.0
MVP,1939,AL,grovele01,17,336,0.0
MVP,2004,AL,santajo01,117,392,0.0
MVP,1951,AL,minosmi01,120,336,1.0
MVP,1967,AL,olivato01,6,280,0.0
MVP,1964,NL,aaronha01,22,280,0.0
MVP,1978,AL,pinielo01,11,392,0.0
Rookie of the Year,2001,NL,pujolal01,160,160,32.0
MVP,1959,AL,daleybu01,7,336,0.0
MVP,1943,NL,milleed03,24,336,0.0
Cy Young,1975,NL,messean01,1,120,0.0
MVP,1979,AL,singlke01,241,392,3.0
Cy Young,1979,NL,richajr01,41,120,4.0
Cy Young,1991,AL,ericksc01,56,140,3.0
MVP,1983,NL,dennyjo01,24,336,0.0
Cy Young,1987,AL,alexado01,8,140,1.0
MVP,1968,NL,mayswi01,14,280,0.0
MVP,1989,AL,henderi01,67,392,0.0
MVP,1939,NL,freylo01,8,336,0.0
MVP,1975,NL,rosepe01,114,336,2.0
Rookie of the Year,2003,NL,roberje02,2,160,0.0
MVP,1972,NL,rosepe01,19,336,0.0
Cy Young,1973,AL,bluevi01,1,120,0.0
MVP,1912,AL,barryja01,4,64,0.0
MVP,1957,NL,hamnegr01,3,336,0.0
Cy Young,1985,AL,mooremi01,1,140,0.0
MVP,1952,NL,camparo01,25,336,0.0
Cy Young,1989,AL,stewada01,80,140,1.0
MVP,1977,AL,nettlgr01,112,392,2.0
Cy Young,1986,NL,ojedabo01,9,120,0.0
MVP,1996,NL,grissma02,23,392,0.0
MVP,1929,NL,odoulle01,54,80,
MVP,1947,NL,kinerra01,101,336,0.0
MVP,1944,AL,troutdi01,232,336,10.0
Rookie of the Year,1970,NL,mortoca01,11,24,11.0
MVP,1983,AL,ripkeca01,322,392,15.0
Cy Young,1995,NL,nomohi01,29,140,0.0
MVP,1986,NL,daviser01,21,336,0.0
MVP,1968,NL,koosmje01,14,280,0.0
MVP,1937,NL,warnelo01,6,80,0.0
MVP,1943,AL,maltzgo01,3,336,0.0
MVP,1934,NL,freybe01,4,80,0.0
MVP,1941,NL,hackst01,26,336,
MVP,1996,NL,larkiba01,29,392,0.0
MVP,1991,NL,smilejo01,5,336,0.0
Cy Young,1997,AL,myersra01,14,140,1.0
Cy Young,2008,NL,lidgebr01,10,160,0.0
Cy Young,1983,AL,morrija02,38,140,2.0
Rookie of the Year,1995,AL,pettian01,16,140,1.0
Rookie of the Year,2005,NL,dukeza01,16,160,3.0
MVP,1983,NL,smithle02,8,336,0.0
MVP,1963,AL,peterga01,55,280,0.0
Cy Young,1975,AL,gossari01,2,120,0.0
MVP,1969,NL,clemero01,51,336,0.0
MVP,1997,AL,oneilpa01,37,392,0.0
MVP,1977,AL,rivermi01,59,392,0.0
MVP,1951,AL,shantbo01,14,336,0.0
MVP,1936,NL,durocle01,8,80,0.0
MVP,1998,AL,gordoto01,27,392,0.0
MVP,2008,NL,howarry01,308,448,12.0
MVP,1962,NL,kuennha01,5,280,0.0
MVP,1911,NL,ruckena01,1,64,0.0
MVP,1942,AL,mccosba01,1,336,0.0
MVP,1970,NL,harrebu01,10,336,0.0
MVP,1932,NL,vaughar01,1,80,0.0
MVP,1994,AL,smithle02,18,392,0.0
MVP,1925,NL,cuyleki01,61,80,
Rookie of the Year,1973,NL,ceyro01,1,24,1.0
Rookie of the Year,1986,NL,ruffibr01,1,120,0.0
MVP,1996,NL,galaran01,112,392,0.0
MVP,1950,AL,rosenal01,11,336,0.0
MVP,1972,AL,grichbo01,16,336,0.0
MVP,1938,NL,mizejo01,28,336,
Rookie of the Year,2002,AL,lackejo01,5,140,0.0
Cy Young,1978,AL,leonade01,1,140,0.0
MVP,1998,NL,biggicr01,163,448,0.0
MVP,1911,NL,mitchmi01,9,64,
Rookie of the Year,1961,NL,curtija01,1,16,1.0
MVP,1944,AL,hughste01,22,336,0.0
Cy Young,1986,NL,valenfe01,88,120,9.0
MVP,1923,AL,jamiech01,19,64,0.0
MVP,1953,NL,gomezru01,2,336,0.0
MVP,1966,AL,siebeso01,1,280,0.0
Cy Young,1974,NL,hraboal01,9,120,0.0
MVP,1949,NL,sisledi01,1,336,0.0
MVP,1943,AL,earlyja01,6,336,0.0
Cy Young,1976,NL,richajr01,2,120,0.0
Cy Young,1989,NL,willimi02,1,120,0.0
MVP,1992,AL,mcdowja01,5,392,0.0
MVP,1980,NL,reussje01,2,336,0.0
MVP,1989,AL,mattido01,25,392,0.0
MVP,1961,NL,stuardi01,1,224,0.0
MVP,1940,NL,camildo01,30,336,0.0
MVP,1999,NL,wagnebi02,19,448,0.0
MVP,1987,NL,doranbi02,1,336,0.0
MVP,1949,NL,lockmwh01,9,336,0.0
MVP,1925,NL,hargrbu01,4,80,0.0
MVP,1949,NL,robinja02,264,336,12.0
MVP,1997,AL,palmera01,36,392,0.0
MVP,1913,AL,johnswa01,54,64,
Cy Young,1983,NL,smithle02,1,120,0.0
MVP,1937,AL,cliftha01,11,80,0.0
Cy Young,1989,AL,blylebe01,9,140,0.0
Rookie of the Year,2004,AL,crosbbo01,138,140,27.0
MVP,1967,AL,casanpa01,3,280,0.0
MVP,1988,AL,cartejo01,5,392,0.0
MVP,1999,AL,vizquom01,3,392,0.0
Rookie of the Year,1997,NL,womacto01,3,140,0.0
MVP,1948,NL,spahnwa01,31,336,0.0
Cy Young,1999,AL,hernaro01,1,140,0.0
MVP,1967,AL,petrori01,7,280,0.0
MVP,1954,AL,dobyla01,210,336,5.0
MVP,2010,NL,werthja01,52,448,0.0
MVP,1940,AL,hayesfr01,4,336,0.0
Rookie of the Year,1983,NL,tunnele01,1,120,0.0
MVP,1985,NL,guerrpe01,208,336,3.0
MVP,1991,AL,palmera01,6,392,0.0
MVP,1956,NL,mayswi01,14,336,0.0
MVP,1936,AL,kuheljo01,27,80,
Rookie of the Year,2005,AL,blantjo01,6,140,0.0
MVP,1954,NL,matheed01,5,336,0.0
MVP,1911,NL,sweenbi02,3,64,0.0
MVP,2012,AL,mauerjo01,6,392,0.0
MVP,1940,NL,lopezal01,9,336,0.0
MVP,1944,NL,milleed03,7,336,0.0
MVP,1939,AL,willite01,126,336,0.0
MVP,2012,AL,beltrad01,210,392,0.0
MVP,1949,AL,truckvi01,3,336,0.0
MVP,1942,NL,mizejo01,97,336,0.0
MVP,1927,NL,traynpi01,18,80,
MVP,1983,AL,upshawi01,41,392,0.0
Cy Young,2004,AL,martipe02,1,140,0.0
MVP,1924,NL,grimebu01,5,80,0.0
MVP,1956,AL,wertzvi01,45,336,0.0
MVP,1983,AL,cruzju01,1,392,0.0
MVP,2001,NL,rodrife01,4,448,0.0
MVP,1987,AL,reardje01,37,392,0.0
MVP,1991,AL,griffke02,62,392,0.0
MVP,1979,AL,riceji01,124,392,0.0
Cy Young,2010,NL,hudsoti01,39,224,0.0
MVP,1927,AL,reganbi01,2,64,0.0
MVP,1951,NL,robinja02,92,336,1.0
Cy Young,1993,AL,mcdowja01,124,140,21.0
MVP,1962,NL,callijo01,5,280,0.0
MVP,1940,AL,gordojo01,3,336,0.0
MVP,2004,AL,durazer01,3,392,0.0
MVP,1925,AL,booneik01,1,64,0.0
MVP,1999,NL,gilesbr02,11,448,0.0
MVP,1947,AL,mcquige02,77,336,3.0
MVP,1926,AL,pennohe01,32,64,
Cy Young,1999,AL,wettejo01,3,140,0.0
MVP,1972,AL,petrori01,9,336,0.0
Rookie of the Year,1996,NL,santafp01,15,140,1.0
MVP,1913,NL,seatoto01,9,64,
MVP,1938,NL,martihe01,1,336,0.0
Rookie of the Year,1961,NL,willibi01,10,16,10.0
MVP,1913,AL,jacksjo01,43,64,
MVP,2000,AL,hudsoti01,8,392,0.0
MVP,1966,NL,rosebjo01,22,280,0.0
MVP,1924,AL,ruelmu01,7,64,0.0
Rookie of the Year,1985,NL,duncama01,9,120,0.0
MVP,1914,NL,mathech01,4,64,0.0
MVP,1984,AL,gibsoki01,96,392,0.0
MVP,1987,AL,puckeki01,201,392,0.0
MVP,1951,NL,roberro01,27,336,0.0
Rookie of the Year,1979,AL,putnapa01,3,28,3.0
MVP,1932,NL,deandi01,4,80,0.0
MVP,1978,NL,clarkja01,107,336,0.0
Rookie of the Year,1994,NL,carrahe01,3,140,0.0
Cy Young,1970,NL,grangwa01,3,120,0.0
MVP,1943,AL,laabsch01,6,336,0.0
MVP,1953,NL,hamnegr01,2,336,0.0
MVP,1941,NL,marioma01,8,336,0.0
Rookie of the Year,1973,AL,busbyst01,2,24,2.0
MVP,1943,AL,hockeor01,14,336,0.0
Rookie of the Year,1986,NL,kerfech01,17,120,0.0
MVP,1962,AL,colavro01,13,280,0.0
MVP,2000,NL,heltoto01,198,448,1.0
MVP,1946,AL,kellech01,17,336,0.0
Cy Young,1975,NL,gulledo01,1,120,0.0
MVP,1967,AL,fregoji01,70,280,0.0
MVP,1954,NL,mcmilro01,2,336,0.0
MVP,1962,AL,hintoch01,5,280,0.0
MVP,1987,AL,nokesma01,1,392,0.0
Rookie of the Year,1996,AL,crabtti01,1,140,0.0
MVP,1976,NL,cashda01,15,336,0.0
MVP,1927,AL,flagsir01,3,64,0.0
MVP,1934,AL,westsa01,5,80,0.0
MVP,1932,NL,wanerll01,6,80,0.0
MVP,1973,NL,willibi01,2,336,0.0
MVP,1942,NL,lombaer01,24,336,0.0
MVP,2005,AL,tejadmi01,7,392,0.0
Cy Young,1983,NL,ryanno01,1,120,0.0
MVP,1953,AL,bauerha01,37,336,0.0
MVP,1993,NL,maddugr01,17,392,0.0
MVP,1957,NL,ennisde01,13,336,0.0
MVP,1947,AL,spencst01,9,336,0.0
MVP,1984,NL,brenlbo01,1,336,0.0
MVP,1975,NL,messean01,1,336,0.0
MVP,1971,AL,bluevi01,268,336,14.0
MVP,1954,NL,snidedu01,135,336,0.0
MVP,2004,AL,rodriiv01,34,392,0.0
MVP,1962,AL,malzofr01,3,280,0.0
Rookie of the Year,1966,NL,jastela01,1,20,1.0
MVP,1968,NL,helmsto01,1,280,0.0
MVP,2003,NL,pierrju01,39,448,0.0
Rookie of the Year,1994,NL,jonesbo03,3,140,0.0
MVP,1977,NL,mcgratu01,2,336,0.0
MVP,1928,AL,lazzeto01,27,64,
Cy Young,2003,AL,santajo01,1,140,0.0
MVP,1914,AL,walketi01,9,64,
Rookie of the Year,1987,AL,seitzke01,64,140,0.0
Cy Young,2004,AL,santajo01,140,140,28.0
Cy Young,1981,AL,guidrro01,2,140,0.0
MVP,1978,AL,lynnfr01,6,392,0.0
MVP,1974,NL,garrra01,11,336,0.0
MVP,1946,NL,holmeto01,11,336,0.0
MVP,1938,AL,foxxji01,305,336,19.0
Cy Young,1983,NL,oroscje01,19,120,1.0
MVP,1955,AL,triangu01,1,336,0.0
MVP,1948,NL,gordosi01,72,336,0.0
MVP,1977,NL,fostege01,291,336,15.0
MVP,1923,AL,willike01,4,64,0.0
MVP,1976,AL,lefloro01,6,336,0.0
MVP,1958,NL,mazerbi01,61,336,1.0
MVP,1991,AL,cartejo01,136,392,1.0
MVP,1998,AL,jacksmi02,1,392,0.0
MVP,1928,NL,traynpi01,28,80,
MVP,1935,AL,cramedo01,18,80,0.0
MVP,1927,NL,lucasre01,10,80,
Cy Young,1992,AL,nagych01,1,140,0.0
MVP,1912,AL,shottbu01,6,64,0.0
MVP,1957,AL,grimbo01,9,336,0.0
MVP,1952,NL,wilheho01,133,336,0.0
MVP,1963,AL,boutoji01,11,280,0.0
MVP,1951,NL,gordosi01,10,336,0.0
MVP,1965,NL,matheed01,8,280,0.0
MVP,2002,AL,percitr01,12,392,0.0
MVP,1952,AL,garcimi01,52,336,0.0
MVP,1978,AL,roberle01,3,392,0.0
MVP,1956,AL,wynnea01,32,336,0.0
MVP,1990,NL,vanslan01,1,336,0.0
MVP,2010,NL,huffau01,70,448,0.0
Rookie of the Year,1988,NL,saboch01,79,120,11.0
Rookie of the Year,1987,NL,dunnemi01,66,120,0.0
MVP,1976,NL,griffke01,49,336,0.0
Rookie of the Year,1997,NL,tomkobr01,4,140,0.0
MVP,1984,NL,cartega01,32,336,0.0
MVP,1927,AL,schulfr02,3,64,0.0
Cy Young,2012,AL,rodnefe01,38,196,1.0
MVP,2003,NL,thomeji01,203,448,0.0
MVP,1924,NL,fournja01,21,80,
MVP,1925,AL,riceha01,18,64,
MVP,1993,AL,hoilech01,10,392,0.0
MVP,1945,NL,ottme01,22,336,0.0
MVP,1914,NL,clarkto01,1,64,0.0
MVP,1991,AL,hendeda01,1,392,0.0
MVP,1937,NL,ottme01,24,80,0.0
MVP,1966,NL,shortch02,1,280,0.0
MVP,1988,AL,mcgrifr01,9,392,0.0
MVP,1977,AL,jacksre01,67,392,1.0
MVP,1941,AL,campbbr01,4,336,0.0
MVP,1937,NL,manushe01,1,80,0.0
Rookie of the Year,1993,NL,piazzmi01,140,140,28.0
Cy Young,1982,NL,rogerst01,29,120,1.0
MVP,1936,NL,macfada01,12,80,0.0
MVP,1951,AL,lopated01,44,336,1.0
MVP,1963,NL,groatdi01,190,280,4.0
MVP,1974,AL,jacksre01,119,336,1.0
MVP,1979,AL,kernji01,25,392,0.0
MVP,1943,AL,kellech01,31,336,0.0
Rookie of the Year,1984,AL,clemero02,2,140,0.0
MVP,1981,AL,lansfca01,109,392,0.0
MVP,1965,AL,killeha01,15,280,0.0
MVP,1995,NL,sosasa01,81,392,0.0
MVP,2001,NL,bagweje01,109,448,0.0
MVP,1945,AL,kuheljo01,29,336,1.0
Rookie of the Year,1954,NL,moonwa01,17,24,17.0
Cy Young,1969,NL,seaveto01,23,24,23.0
MVP,1996,AL,palmera01,104,392,0.0
MVP,1977,AL,johnsto02,2,392,0.0
MVP,1982,NL,hernake01,12,336,0.0
MVP,1995,NL,bicheda01,251,392,6.0
MVP,1971,NL,seaveto01,46,336,0.0
MVP,2009,AL,greinza01,12,392,0.0
MVP,1972,NL,clemero01,16,336,0.0
Rookie of the Year,1981,AL,ojedabo01,36,140,0.0
Cy Young,1993,NL,maddugr01,119,140,22.0
MVP,1948,NL,wyrosjo01,9,336,0.0
MVP,1972,AL,pinielo01,1,336,0.0
MVP,1949,AL,dimagjo01,18,336,0.0
MVP,2008,AL,rodrial01,45,392,0.0
Cy Young,1976,NL,carltst01,11,120,0.0
Rookie of the Year,1998,AL,carusmi01,34,140,0.0
MVP,1979,NL,fostege01,34,336,0.0
Cy Young,1991,NL,martide01,4,120,0.0
MVP,2003,NL,sexsori01,21,448,0.0
Cy Young,1970,AL,perraro01,5,120,1.0
Rookie of the Year,1969,NL,oliveal01,3,24,3.0
MVP,1980,AL,perezto01,2,392,0.0
MVP,1959,NL,hodgegi01,4,336,0.0
MVP,1966,AL,wilsoea01,13,280,0.0
MVP,1961,AL,phillbu02,5,280,0.0
MVP,1941,AL,henrito01,16,336,0.0
Rookie of the Year,1980,NL,durhale01,1,120,0.0
MVP,1955,AL,jenseja01,39,336,0.0
Rookie of the Year,1995,AL,cordoma01,105,140,13.0
MVP,1926,AL,lazzeto01,7,64,0.0
MVP,1945,NL,karlan01,4,336,0.0
MVP,1990,AL,fieldce01,286,392,10.0
MVP,1964,NL,boyerke01,243,280,14.0
MVP,1913,NL,chenela01,12,64,
Cy Young,2004,AL,schilcu01,82,140,0.0
MVP,2008,NL,sabatcc01,121,448,0.0
MVP,2002,AL,martipe02,1,392,0.0
MVP,1923,AL,ruelmu01,7,64,0.0
Cy Young,2000,NL,maddugr01,59,160,3.0
Cy Young,1987,AL,morrija02,3,140,0.0
MVP,1940,NL,martipe01,2,336,0.0
MVP,1989,NL,clarkwi02,225,336,3.0
MVP,1978,AL,mcraeha01,4,392,0.0
MVP,1985,AL,baineha01,49,392,0.0
MVP,1968,AL,hortowi01,102,280,0.0
Rookie of the Year,1981,AL,bellge02,2,140,0.0
MVP,1950,AL,phillda01,1,336,0.0
MVP,1938,AL,gehrich01,27,336,
MVP,1975,NL,cashda01,26,336,0.0
MVP,1981,AL,trammal01,4,392,0.0
MVP,1999,NL,evereca01,15,448,0.0
MVP,2003,NL,lowelmi01,30,448,0.0
MVP,1971,AL,mcnalda01,26,336,0.0
Cy Young,1996,AL,nagych01,12,140,0.0
MVP,1960,AL,batteea01,57,336,0.0
Cy Young,1996,AL,hillke01,1,140,0.0
MVP,1982,NL,hendrge01,20,336,0.0
MVP,1947,AL,pagejo01,167,336,7.0
Cy Young,2003,AL,foulkke01,1,140,0.0
MVP,1937,NL,bartedi01,26,80,1.0
MVP,2004,NL,gagneer01,30,448,0.0
MVP,1925,NL,donohpe01,4,80,0.0
MVP,1968,NL,aaronha01,19,280,0.0
Rookie of the Year,2002,NL,mossda01,12,160,0.0
Rookie of the Year,1992,NL,seminfr01,1,120,0.0
MVP,1959,AL,runnepe01,2,336,0.0
MVP,1913,NL,zimmehe01,4,64,0.0
MVP,1964,AL,allisbo01,5,280,0.0
Cy Young,1987,AL,keyji01,64,140,4.0
MVP,1935,NL,hartnga01,75,80,
MVP,1967,NL,bunniji01,5,280,0.0
Cy Young,1997,AL,mussimi01,1,140,0.0
Cy Young,2011,NL,leecl02,90,224,0.0
MVP,1981,AL,mccatst01,22,392,0.0
MVP,1996,AL,rodriiv01,52,392,1.0
MVP,1943,NL,freylo01,1,336,0.0
Rookie of the Year,2005,AL,kazmisc01,1,140,0.0
MVP,2003,AL,martipe02,7,392,0.0
Cy Young,1979,AL,eckerde01,1,140,0.0
Rookie of the Year,1995,AL,tavarju01,3,140,0.0
MVP,1925,AL,bluegos01,8,64,
MVP,1979,NL,tekulke01,64,336,1.0
MVP,2006,NL,bayja01,1,448,0.0
MVP,1963,AL,wagnele01,9,280,0.0
MVP,1951,AL,busbyji01,2,336,0.0
MVP,2005,AL,guerrvl01,196,392,1.0
MVP,1947,AL,gordojo01,59,336,0.0
MVP,1966,NL,shawbo01,1,280,0.0
MVP,1948,AL,dimagjo01,213,336,2.0
MVP,1951,AL,fellebo01,118,336,0.0
Rookie of the Year,2005,NL,weeksri01,3,160,0.0
Cy Young,1992,NL,glavito02,78,120,4.0
Rookie of the Year,1987,NL,jamesch02,1,120,0.0
MVP,1971,AL,nettlgr01,1,336,0.0
Cy Young,2008,NL,santajo01,55,160,4.0
MVP,1996,NL,aloumo01,1,392,0.0
MVP,1938,AL,heathje01,24,336,
MVP,1999,NL,guerrvl01,34,448,0.0
MVP,1966,AL,kaatji01,84,280,0.0
MVP,1982,AL,evansdw01,57,392,0.0
MVP,1989,NL,mitchke01,314,336,20.0
MVP,1938,NL,handlle01,2,336,0.0
MVP,1964,AL,robinbr01,269,280,18.0
MVP,1932,AL,gehrich01,13,80,
Cy Young,1992,AL,eckerde01,107,140,19.0
MVP,1982,AL,carewro01,5,392,0.0
Cy Young,2006,AL,nathajo01,3,140,0.0
MVP,1988,AL,gaettga01,3,392,0.0
MVP,1963,NL,tayloto02,10,280,0.0
MVP,1940,NL,derripa01,121,336,1.0
MVP,1912,NL,zimmehe01,16,64,
MVP,1940,NL,milleed03,28,336,0.0
Cy Young,2006,NL,oswalro01,31,160,3.0
MVP,1965,AL,olivato01,174,280,1.0
MVP,1974,NL,messean01,4,336,0.0
MVP,1947,AL,johnsbi03,9,336,0.0
Rookie of the Year,1991,AL,whitema01,2,140,0.0
MVP,1987,NL,schmimi01,13,336,0.0
MVP,1924,NL,friscfr01,40,80,
MVP,1969,NL,daviswi02,7,336,0.0
Rookie of the Year,1993,AL,neeltr01,5,140,0.0
MVP,1952,NL,lockmwh01,18,336,0.0
MVP,1960,AL,smithal04,73,336,0.0
Rookie of the Year,1974,NL,mcbriba01,16,24,16.0
Rookie of the Year,1981,NL,raineti01,85,120,6.0
MVP,1931,NL,quinnja01,6,80,0.0
MVP,1929,NL,bushgu01,16,80,
MVP,1998,AL,wettejo01,3,392,0.0
MVP,2012,AL,jeterde01,77,392,0.0
MVP,1938,NL,vandejo01,6,336,0.0
MVP,2007,NL,peavyja01,97,448,0.0
