schoolid,schoolname,schoolcity,schoolstate,schoolnick
calpolypom,California State Polytechnic University-Pomona,Pomona,CA,Broncos
wilacrosse,University of Wisconsin-La Crosse,La Crosse,WI,Eagles
sdcity,San Diego City College,San Diego,CA,Knights
sfaustin,Stephen F. Austin State University,Nacogdoches,TX,Lumberjacks
kentuckyst,Kentucky State University,Frankfort,KY,Thorobreds
quinnipiac,Quinnipiac University,Hamden,CT,Bobcats
scranton,University of Scranton,Scranton,PA,Royals
baylor,Baylor University,Waco,TX,Bears
idahost,Idaho State University,Pocatello,ID,Bengals
chapmanca,Chapman University,Orange,CA,Panthers
sela,Southeastern Louisiana University,Hammond,LA,Lions
carsnewm,Carson-Newman College,Jefferson City,TN,Eagles
hobartny,Hobart and William Smith Colleges,Geneva,NY,Statesmen
masslowell,University of Massachusetts Lowell,Lowell,MA,River Hawks
adelphi,Adelphi University,Garden City,NY,Panthers
crngmellon,Carnegie Mellon University,Pittsburgh,PA,Tartans
midlndluth,Midland Lutheran College,Fremont,NE,Warriors
appalst,Appalachian State University,Boone,NC,Mountaineers
akron,University of Akron,Akron,OH,Zips
stanselm,Saint Anselm College,Manchester,NH,Hawks
ferrumva,Ferrum College,Ferrum,VA,Panthers
florida,University of Florida,Gainesville,FL,Gators
tamucc,Texas A&M University-Corpus Christi,Corpus Christi,TX,Islanders
hillsdale,Hillsdale College,Hillsdale,MI,Chargers
wlibertyst,West Liberty State College,West Liberty,WV,Hilltoppers
brklyncuny,"Brooklyn College, The City University of New York",Brooklyn,NY,Bridges
rice,Rice University,Houston,TX,Owls
calstla,"California State University, Los Angeles",Los Angeles,CA,Golden Eagles
arkmont,University of Arkansas-Monticello,Monticello,AR,Boll Weevils
sacstate,"California State University, Sacramento",Sacramento,CA,Hornets
edinboro,Edinboro University of Pennsylvania,Edinboro,PA,Fighting Scots
murrayst,Murray State University,Murray,KY,Thoroughbreds
holycross,College of the Holy Cross,Worcester,MA,Crusaders
occidental,Occidental College,Los Angeles,CA,Tigers
sfloridacc,South Florida CC,Avon Park,FL,
ucsd,"University of California, San Diego",La Jolla,CA,Tritons
emichigan,Eastern Michigan University,Ypsilanti,MI,Eagles
viterbowi,Viterbo University,LaCrosse,WI,Hawks
ulamo,University of Louisiana at Monroe,Monroe,LA,Indians
portland,University of Portland,Portland,OR,Pilots
georgia,University of Georgia,Athens,GA,Bulldogs
csdomhills,"California State University, Dominguez Hills",Carson,CA,Toros
gatech,Georgia Institute of Technology,Atlanta,GA,Yellow Jackets
nmexico,University of New Mexico,Albuquerque,NM,Lobos
susquehnna,Susquehanna University,Selinsgrove,PA,Crusaders
drexel,Drexel University,Philadelphia,PA,Dragons
catholic,Catholic University of America,Washington,DC,Cardinals
ithacany,Ithaca College,Ithaca,NY,Bombers
presbytrn,Presbyterian College,Clinton,SC,Blue Hose
mastersca,The Master's College,Santa Clarita,CA,Mustangs
charlotte,University of North Carolina at Charlotte,Charlotte,NC,49ers
ursinus,Ursinus College,Collegeville,PA,Bears
sandiegost,San Diego State University,San Diego,CA,Aztecs
lsu,Louisiana State University,Baton Rouge,LA,Tigers
stetson,Stetson University,DeLand,FL,Hatters
hampsydney,Hampden-Sydney College,Hampden-Sydney,VA,Tigers
piedmontga,Piedmont College,Demorest,GA,Lions
canisius,Canisius College,Buffalo,NY,Griffs
ashland,Ashland University,Ashland,OH,Eagles
albionmi,Albion College,Albion,MI,Britons
unlv,"University of Nevada, Las Vegas",Las Vegas,NV,Rebels
houstnbapt,Houston Baptist University,Houston,TX,Huskies
otterbein,Otterbein College,Westerville,OH,Cardinals
michiganst,Michigan State University,East Lansing,MI,Spartans
hartwickny,Hartwick College,Oneonta,NY,Hawks
trinitytx,Trinity University,San Antonio,TX,Tigers
bakerks,Baker University,Baldwin City,KS,Wildcats
ilcollege,Illinois College,Jacksonville,IL,Blueboys
montreatnc,Montreat College,Montreat,NC,Cavaliers
elon,Elon University,Elon,NC,Phoenix
swtexas,Southwest Texas State University,San Marcos,TX,Bobcats
ozarks,University of the Ozarks,Clarksville,AR,Eagles
notredame,University of Notre Dame,South Bend,IN,Fighting Irish
brdgwatrva,Bridgewater College,Bridgewater,VA,Eagles
utah,University of Utah,Salt Lake City,UT,Utes
lipscomb,Lipscomb University,Nashville,TN,Bisons
bethanywv,Bethany College,Bethany,WV,Bison
thielpa,Thiel College,Greenville,PA,Tomcats
cumbrlndtn,Cumberland University,Lebanon,TN,Bulldogs
indianapa,Indiana University of Pennsylvania,Indiana,PA,Indians
monroecc,Monroe Community College,Brighton,NY,Tribunes
trinityct,Trinity College,Hartford,CT,Bantams
sillinois,Southern Illinois University,Carbondale,IL,Salukis
wminstermo,Westminster College,Fulton,MO,Blue Jays
rowannj,Rowan University,Glassboro,NJ,Profs
swesterntx,Southwestern University,Georgetown,TX,Pirates
floridast,Florida State University,Tallahassee,FL,Seminoles
lebvalley,Lebanon Valley College,Annville,PA,Flying Dutchmen
ewashington,Eastern Washington University,Cheney,WA,Eagles
michigan,University of Michigan,Ann Arbor,MI,Wolverines
flbarry,Barry University,Miami Shores,FL,Buccaneers
psubehrend,"Pennsylvania State University Erie, the Behrend College",Erie,PA,Lions
seoklahoma,Southeastern Oklahoma State University,Durant,OK,Savages
ccri,Community College of Rhode Island,Warwick,RI,Knights
westmontca,Westmont College,Santa Barbara,CA,Warriors
cornellia,Cornell College,Mount Vernon,IA,Rams
minnesota,University of Minnesota,Minneapolis,MN,Golden Gophers
calstnorth,"California State University, Northridge",Northridge,CA,Matadors
mscollege,Mississippi College,Clinton,MS,Choctaws
missouri,University of Missouri,Columbia,MO,Tigers
washburn,Washburn University of Topeka,Topeka,KS,Ichabods
hawaiihilo,University of Hawaii at Hilo,Hilo,HI,Vulcans
mtolive,Mount Olive College,Mount Olive,NC,Trojans
quincy,Quincy University,Quincy,IL,Hawks
blackbrnil,Blackburn College,Carlinville,IL,Battlin' Beavers
temple,Temple University,Philadelphia,PA,Owls
montanast,Montana State University,Bozeman,MT,Bobcats
wagner,Wagner College,Staten Island,NY,Seahawks
stjohns,St. John's University,Jamaica,NY,Red Storm
radford,Radford University,Radford,VA,Highlanders
sacheart,Sacred Heart University,Fairfield,CT,Pioneers
tnmartin,University of Tennessee at Martin,Martin,TN,Skyhawks
savcolad,Savannah College of Art and Design,Savannah,GA,Bees
louisville,University of Louisville,Louisville,KY,Cardinals
shipnsburg,Shippensburg University of Pennsylvania,Shippensburg,PA,Red Raiders
beloitwi,Beloit College,Beloit,WI,Buccaneers
texas,University of Texas at Austin,Austin,TX,Longhorns
calutheran,California Lutheran University,Thousand Oaks,CA,Kingsmen
stfrncisil,University of St. Francis,Joliet,IL,Fighting Saints
virginiast,Virginia State University,Petersburg,VA,Trojans
newesleyan,Nebraska Wesleyan University,Lincoln,NE,Prairie Wolves
georgiasou,Georgia Southern University,Statesboro,GA,Eagles
adrianmi,Adrian College,Adrian,MI,Bulldogs
oregon,University of Oregon,Eugene,OR,Ducks
coppinst,Coppin State College,Baltimore,MD,Eagles
winstsalst,Winston-Salem State University,Winston-Salem,NC,Rams
ecentralok,East Central University,Ada,OK,Tigers
harding,Harding University,Searcy,AR,Bison
ekentucky,Eastern Kentucky University,Richmond,KY,Colonels
hiramoh,Hiram College,Hiram,OH,Terriers
newberry,Newberry College,Newberry,SC,Indians
fordham,Fordham University,Bronx,NY,Rams
lemoyne,LeMoyne College,Syracuse,NY,Dolphins
washcollmd,Washington College,Chestertown,MD,Shoremen
wpaterson,William Paterson University,Wayne,NJ,Pioneers
lutheria,Luther College,Decorah,IA,Norse
pace,Pace University,New York,NY,Setters
eutah,College of Eastern Utah,Price,UT,Golden Eagles
inbethel,Bethel College,Mishawaka,IN,Pilots
plymouth,Plymouth State University,Plymouth,NH,Panthers
bethcook,Bethune-Cookman College,Daytona Beach,FL,Wildcats
bridgwtrst,Bridgewater State College,Bridgewater,MA,Bears
arkansasst,Arkansas State University,Jonesboro,AR,Indians
pbsc,Palm Beach State College,Lake Worth,FL,Panthers
lehigh,Lehigh University,Bethlehem,PA,Mountain Hawks
frankmarsh,Franklin & Marshall College,Lancaster,PA,Diplomats
azusapac,Azusa Pacific University,Azusa,CA,Cougars
ucla,"University of California, Los Angeles",Los Angeles,CA,Bruins
calipa,California University of Pennsylvania,California,PA,Vulcans
stlouis,Saint Louis University,Saint Louis,MO,Billikens
milligantn,Milligan College,Milligan College,TN,Buffaloes
georgemas,George Mason University,Fairfax,VA,Patriots
mansfield,Mansfield University of Pennsylvania,Mansfield,PA,Mountaineers
wistvnspt,University of Wisconsin-Stevens Point,Stevens Point,WI,Pointers
nmhighland,New Mexico Highlands University,Las Vegas,NM,Cowboys
eurekail,Eureka College,Eureka,IL,Red Devils
duke,Duke University,Durham,NC,Blue Devils
lincolnmo,Lincoln University of Missouri,Jefferson City,MO,Blue Tigers
lasalle,LaSalle University,Philadelphia,PA,Explorers
mesast,Mesa State College,Grand Junction,CO,Mavericks
indiana,Indiana University,Bloomington,IN,Hoosiers
kansas,University of Kansas,Lawrence,KS,Jayhawks
mntclairst,Montclair State University,Upper Montclair,NJ,Red Hawks
loyolano,Loyola University New Orleans,New Orleans,LA,Wolfpack
smethodist,Southern Methodist University,Dallas,TX,Mustangs
lockhaven,Lock Haven University of Pennsylvania,Lock Haven,PA,Bald Eagles
oregonst,Oregon State University,Corvallis,OR,Beavers
bridgeport,University of Bridgeport,Bridgeport,CT,Purple Knights
georgewash,George Washington University,Washington,DC,Colonials
cwashngton,Central Washington University,Ellensburg,WA,Wildcats
grinnellia,Grinnell College,Grinnell,IA,Pioneers
stmarytx,St. Mary's University,San Antonio,TX,Rattlers
mrningside,Morningside College,Sioux City,IA,Mustangs
morrbrown,Morris Brown College,Atlanta,GA,Wolverines
bowdoinme,Bowdoin College,Brunswick,ME,Polar Bears
maine,University of Maine,Orono,ME,Black Bears
neastern,Northeastern University,Boston,MA,Huskies
woosteroh,College of Wooster,Wooster,OH,Fighting Scots
nalabama,University of North Alabama,Florence,AL,Lions
betheltn,Bethel College,McKenzie,TN,Royals
cornell,Cornell University,Ithaca,NY,Big Red
oklahoma,University of Oklahoma,Norman,OK,Sooners
grandview,Grand View College,Des Moines,IA,Vikings
txchrist,Texas Christian University,Fort Worth,TX,Horned Frogs
tntech,Tennessee Technological University,Cookeville,TN,Golden Eagles
clevst,Cleveland State University,Cleveland,OH,Vikings
illchicago,University of Illinois at Chicago,Chicago,IL,Flames
miamioh,Miami University,Oxford,OH,Red Hawks
scstate,South Carolina State University,Orangeburg,SC,Bulldogs
upperiowa,Upper Iowa University,Fayette,IA,Peacocks
pittsburgh,University of Pittsburgh,Pittsburgh,PA,Panthers
concrdiatx,Concordia University at Austin,Austin,TX,Tornados
wake,Wake Forest University,Winston-Salem,NC,Demon Deacons
auburn,Auburn University,Auburn,AL,Tigers
ncat,North Carolina Agricultural and Technical State University,Greensboro,NC,Aggies
swmost,Missouri State University,Springfield,MO,Bears
xavier,Xavier University,Cincinnati,OH,Musketeers
ric,Rhode Island College,Providence,RI,Anchormen
sunybuff,State University of New York at Buffalo,Buffalo,NY,Bulls
cncrdiacol,Concordia College,Moorhead,MN,Cobbers
maryhrdbay,University of Mary Hardin-Baylor,Belton,TX,Crusaders
butler,Butler University,Indianapolis,IN,Bulldogs
coastcar,Coastal Carolina University,Conway,SC,Chanticleers
etxbaptist,East Texas Baptist University,Marshall,TX,Tigers
grambling,Grambling State University,Grambling,LA,Tigers
brewparker,Brewton-Parker College,Mount Vernon,GA,Barons
gaswestern,Georgia Southwestern State University,Americus,GA,Hurricanes
nycortland,State University of New York College at Cortland,Cortland,NY,Red Dragons
staugustne,Saint Augustine's College,Raleigh,NC,Falcons
ucriver,"University of California, Riverside",Riverside,CA,Highlanders
widenerpa,Widener University,Chester,PA,Pioneers
grvalleyst,Grand Valley State University,Allendale,MI,Lakers
furman,Furman University,Greenville,SC,Paladins
knoxil,Knox College (and Lombard College),Galesburg,IL,Prairie Fire
okstate,Oklahoma State University,Stillwater,OK,Cowboys
lewclarkst,Lewis-Clark State College,Lewiston,ID,Warriors
lubbchrist,Lubbock Christian University,Lubbock,TX,Chaparrals
kentucky,University of Kentucky,Lexington,KY,Wildcats
cwpost,"Long Island University, C.W, Post Campus",Brookville,NY,Pioneers
tamucomm,Texas A&M University-Commerce,Commerce,TX,Lions
samford,Samford University,Birmingham,AL,Bulldogs
ulala,University of Louisiana at Lafayette,Lafayette,LA,Ragin' Cajuns
utep,University of Texas at El Paso,El Paso,TX,Miners
springhill,Spring Hill College,Mobile,AL,Badgers
juniatapa,Juniata College,Huntingdon,PA,Eagles
pepperdine,Pepperdine University,Malibu,CA,Waves
sfcc,South Florida Community College,Avon Park,FL,Panthers
hawaii,University of Hawai'i at Manoa,Honolulu,HI,Rainbows
pacific,University of the Pacific,Stockton,CA,Tigers
franklinin,Franklin College,Franklin,IN,Grizzlies
depaul,DePaul University,Chicago,IL,Blue Demons
sanfran,University of San Francisco,San Francisco,CA,Dons
vanguardca,Vanguard University of Southern California,Costa Mesa,CA,Lions
stmartinwa,Saint Martin's College,Lacey,WA,Saints
mtstmarys,Mount St. Mary's College and Seminary,Emmitsburg,MD,Mountaineers
illinoisst,Illinois State University,Normal,IL,Redbirds
schreiner,Schreiner University,Kerrville,TX,Mountaineers
arktech,Arkansas Tech University,Russellville,AR,Wonder Boys
flagler,Flagler College,St. Augustine,FL,Saints
millsapsms,Millsaps College,Jackson,MS,Majors
niagara,Niagara University,Lewiston,NY,Purple Eagles
eillinois,Eastern Illinois University,Charleston,IL,Panthers
nebomaha,University of Nebraska at Omaha,Omaha,NE,Mavericks
navy,United States Naval Academy,Annapolis,MD,Midshipmen
grossmont,Grossmont College,El Cajon,CA,
newhaven,University of New Haven,New Haven,CT,Chargers
econnst,Eastern Connecticut State University,Willimantic,CT,Warriors
willamette,Willamette University,Salem,OR,Bearcats
arizona,University of Arizona,Tucson,AZ,Wildcats
birmsouth,Birmingham-Southern College,Birmingham,AL,Panthers
sdakotast,South Dakota State University,Brookings,SD,Jackrabbits
concordny,Concordia College,Bronxville,NY,Clippers
iawesleyan,Iowa Wesleyan College,Mount Pleasant,IA,Tigers
