yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1981,AL,ML4,MIL,E,1,109,49.0,62,47,Y,,Н,Н,493,3743,961,173,20,96,300,461.0,39.0,36.0,,,459,428,3,11,4,35,2958,994,72,352,448,79,135.0,0,Милуоки Брюэрс,Окружной стадион,874292.0,95,94,MIL,MIL,MIL
1987,AL,DET,DET,E,1,162,81.0,98,64,Y,,Н,Н,896,5649,1535,274,32,225,653,913.0,106.0,50.0,,,735,650,4,33,10,31,4368,1430,180,563,976,122,147.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион тигр,2061830.0,96,95,DET,DET,DET
1981,AL,SEA,SEA,W,6,110,57.0,44,65,Н,,Н,Н,426,3780,950,148,13,89,329,553.0,100.0,50.0,,,521,469,4,10,6,23,2992,1039,76,360,478,91,122.0,0,Морские пехотинцы Сиэтла,Королевство,636276.0,105,106,SEA,SEA,SEA
2001,AL,BOS,BOS,E,2,161,81.0,82,79,Н,Н,Н,Н,772,5605,1493,316,29,198,520,1131.0,46.0,35.0,70.0,41.0,745,667,4,3,9,48,4344,1412,146,544,1259,113,129.0,0,Бостонский ред Сокс,Парк Фенвей II,2625333.0,102,101,BOS,BOS,BOS
2001,NL,SDN,SDP,W,4,162,81.0,79,83,Н,Н,Н,Н,789,5482,1379,273,26,161,678,1273.0,129.0,44.0,41.0,48.0,812,724,4,5,6,46,4322,1519,219,476,1088,145,127.0,0,Сан-Диего Падрес,Стадион Qualcomm,2378128.0,91,92,SDP,SDN,SDN
1925,NL,SLN,STL,,4,153,76.0,77,76,,,Н,Н,828,5329,1592,292,80,109,446,414.0,70.0,51.0,,,764,647,4,82,8,7,4005,1480,86,470,428,204,156.0,0,Кардиналы Сент-Луиса,Парк IV для спортсменов,404959.0,103,102,STL,SLN,SLN
1913,AL,PHA,OAK,,1,153,76.0,96,57,,,Y,Y,794,5044,1412,223,80,33,534,547.0,221.0,,,,592,479,3,69,17,22,4053,1200,24,532,630,212,108.0,0,Филадельфия Атлетика,Парк Шиве,571896.0,98,94,PHA,PHA,PHA
1986,AL,BAL,BAL,E,7,162,79.0,73,89,Н,,Н,Н,708,5524,1425,223,13,169,563,862.0,64.0,34.0,,,760,686,4,17,6,39,4308,1451,177,535,954,135,163.0,0,Балтимор Ориолс,Памятный стадион,1973176.0,98,99,BAL,BAL,BAL
1988,AL,OAK,OAK,W,1,162,81.0,104,58,Y,,Y,Н,800,5602,1474,251,22,156,580,926.0,129.0,54.0,,,620,569,3,22,9,64,4467,1376,116,553,983,105,151.0,0,Аклендская атлетика,Оклендская Колизей,2287335.0,97,96,OAK,OAK,OAK
1977,AL,TEX,TEX,W,2,162,81.0,94,68,Н,,Н,Н,767,5541,1497,265,39,135,596,904.0,154.0,85.0,,,657,582,3,49,17,31,4416,1412,134,471,864,117,156.0,0,Техасские рейнджеры,Арлингтонский стадион,1250722.0,101,101,TEX,TEX,TEX
2008,NL,CHN,CHC,C,1,161,,97,64,Y,Н,Н,Н,855,5588,1552,329,21,184,636,1186.0,87.0,34.0,50.0,45.0,671,624,3,2,8,44,4352,1329,160,548,1264,99,118.0,0,Чикаго Кабс,Филд Уригли,3300200.0,108,107,CHC,CHN,CHN
1881,NL,BSN,ATL,,6,83,,38,45,,,Н,,349,2916,733,121,27,5,110,193.0,,,,,410,220,2,72,6,3,2190,763,9,143,199,293,54.0,0,Красные капсулы Бостона,South End Groups I,,96,96,BSN,BSN,BSN
2004,NL,CHN,CHC,C,3,162,82.0,89,73,Н,Н,Н,Н,789,5628,1508,308,29,235,489,1080.0,66.0,28.0,38.0,48.0,665,621,3,3,6,42,4396,1363,169,545,1346,86,126.0,0,Чикаго Кабс,Филд Уригли,3170154.0,103,102,CHC,CHN,CHN
1998,NL,HOU,HOU,C,1,162,81.0,102,60,Y,Н,Н,Н,874,5641,1578,326,28,166,621,1122.0,155.0,51.0,,,620,572,3,12,11,44,4413,1435,147,465,1187,108,144.0,0,Хьюстон Астрос,Астродом,2458451.0,98,97,HOU,HOU,HOU
1947,AL,NYA,NYY,,1,155,77.0,97,57,,,Y,Y,794,5308,1439,230,72,115,610,581.0,27.0,23.0,,,568,518,3,73,14,21,4122,1221,95,628,691,109,151.0,0,Нью-Йорк Янкиз,Стадион I Янки,2178937.0,99,95,NYY,NYA,NYA
1972,AL,BOS,BOS,E,2,155,78.0,85,70,Н,,Н,Н,640,5208,1289,229,34,124,522,858.0,66.0,30.0,,,620,533,3,48,20,25,4146,1309,101,512,918,130,141.0,0,Бостонский ред Сокс,Парк Фенвей II,1441718.0,106,106,BOS,BOS,BOS
2008,AL,TBA,TBD,E,1,162,,97,65,Y,Н,Y,Н,774,5541,1443,284,37,180,626,1224.0,142.0,50.0,68.0,52.0,671,618,3,7,12,52,4373,1349,166,526,1143,90,153.0,0,Tampa Bay Rays,Тропиканское поле,1811986.0,101,101,TBR,TBA,TBA
1985,NL,NYN,NYM,E,2,162,81.0,98,64,Н,,Н,Н,695,5549,1425,239,35,134,546,872.0,117.0,53.0,,,568,514,3,32,19,37,4464,1306,111,515,1039,115,138.0,0,Нью-Йорк Метс,Шейский стадион,2761601.0,99,97,NYM,NYN,NYN
1904,AL,NYA,NYY,,2,155,75.0,92,59,,,Н,,598,5220,1354,195,91,27,312,548.0,163.0,,,,526,394,2,123,15,1,4140,1180,29,311,684,275,90.0,0,Нью-Йоркские горожане,Парк Хиллтоп,438919.0,105,104,NYY,NYA,NYA
1995,NL,CIN,CIN,C,1,144,72.0,85,59,Y,Н,Н,Н,747,4903,1326,277,35,161,519,946.0,190.0,68.0,,,623,577,4,8,10,38,3867,1270,131,424,903,79,140.0,0,Красные Цинциннати,Стадион &quot; Риверфронт &quot;,1837649.0,100,99,CIN,CIN,CIN
2001,AL,TOR,TOR,E,3,162,82.0,80,82,Н,Н,Н,Н,767,5663,1489,287,36,195,470,1094.0,156.0,55.0,74.0,43.0,753,696,4,7,10,41,4388,1553,165,490,1041,97,184.0,0,Торонтские синие джеи,Скайдом,1915438.0,102,103,TOR,TOR,TOR
1960,AL,BAL,BAL,,2,154,77.0,89,65,,,Н,Н,682,5170,1307,206,33,123,596,801.0,37.0,24.0,,,606,538,3,48,11,22,4125,1222,117,552,785,107,172.0,0,Балтимор Ориолс,Памятный стадион,1187849.0,99,98,BAL,BAL,BAL
1894,NL,NY1,SFG,,2,137,,88,44,,,Н,,940,4806,1446,197,96,43,476,217.0,319.0,,,,789,516,3,111,5,5,3636,1292,37,539,395,443,,0,Нью-Йорк Гиганты,Поло Земля III,387000.0,99,99,NYG,NY1,NY1
2010,NL,ARI,ARI,W,5,162,,65,97,Н,Н,Н,Н,713,5473,1366,301,34,180,589,1529.0,86.0,41.0,39.0,41.0,836,765,4,3,3,35,4296,1503,210,548,1070,121,152.0,0,Аризона Даймондбэкс,&lt; &lt; Чейз филд &gt; &gt;,,104,105,ARI,ARI,ARI
1991,AL,TEX,TEX,W,3,162,81.0,85,77,Н,,Н,Н,829,5703,1539,288,31,177,596,1039.0,102.0,50.0,,,814,735,4,9,10,41,4437,1486,151,662,1022,134,138.0,0,Техасские рейнджеры,Арлингтонский стадион,2297720.0,98,99,TEX,TEX,TEX
1992,AL,NYA,NYY,E,4,162,81.0,76,86,Н,,Н,Н,733,5593,1462,281,18,163,536,903.0,78.0,37.0,,,746,679,4,20,9,44,4356,1453,129,612,851,112,165.0,0,Нью-Йорк Янкиз,Стадион &lt; &lt; Янки &gt; &gt; II,1748737.0,100,100,NYY,NYA,NYA
1975,NL,NYN,NYM,E,3,162,81.0,82,80,Н,,Н,Н,646,5587,1430,217,34,101,501,805.0,32.0,26.0,,,625,552,3,40,14,31,4398,1344,99,580,989,151,144.0,0,Нью-Йорк Метс,Шейский стадион,1730566.0,96,95,NYM,NYN,NYN
2001,NL,SLN,STL,C,2,162,82.0,93,69,Н,Y,Н,Н,814,5450,1469,274,32,199,529,1089.0,91.0,35.0,65.0,50.0,684,627,3,8,11,38,4306,1389,196,526,1083,110,156.0,0,Кардиналы Сент-Луиса,Автобусный стадион II,3109578.0,100,99,STL,SLN,SLN
1977,NL,SFN,SFG,W,4,162,81.0,75,87,Н,,Н,Н,673,5497,1392,227,41,134,568,842.0,90.0,59.0,,,711,608,3,27,10,33,4377,1501,114,529,854,178,136.0,0,Сан-Франциско Гиганты,Парк слоновой палочки,700056.0,99,100,SFG,SFN,SFN
1949,NL,PHI,PHI,,3,154,77.0,81,73,,,Н,Н,662,5307,1349,232,55,122,528,670.0,27.0,,,,668,601,3,58,12,15,4173,1389,104,502,495,158,141.0,0,Филадельфия Филадельфия,Парк Шиве,819698.0,97,97,PHI,PHI,PHI
1886,AA,PH4,PHA,,6,139,,63,72,,,Н,Н,772,4856,1142,192,82,21,378,697.0,284.0,,,,942,537,3,134,4,0,3654,1308,35,388,513,637,,0,Филадельфия Атлетика,Земля Джефферсона,,101,102,PHA,PH4,PH4
1951,AL,DET,DET,,5,154,77.0,73,81,,,Н,Н,685,5336,1413,231,35,104,568,525.0,37.0,34.0,,,741,660,4,51,8,17,4152,1385,102,602,597,163,166.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион Бриггс,1132641.0,100,101,DET,DET,DET
1982,AL,TOR,TOR,E,6,162,81.0,78,84,Н,,Н,Н,651,5526,1447,262,45,106,415,749.0,118.0,81.0,,,701,633,3,41,13,25,4329,1428,147,493,776,136,146.0,0,Торонтские синие джеи,Выставочный стадион,1275978.0,110,110,TOR,TOR,TOR
1995,AL,DET,DET,E,4,144,72.0,60,84,Н,Н,Н,Н,654,4865,1204,228,29,159,551,987.0,73.0,36.0,,,844,778,5,5,3,38,3825,1509,170,536,729,106,143.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион тигр,1180979.0,100,101,DET,DET,DET
1995,AL,SEA,SEA,W,1,145,73.0,79,66,Y,Н,Н,Н,796,4996,1377,276,20,182,549,871.0,110.0,41.0,,,708,644,4,9,8,39,3868,1343,149,591,1068,104,108.0,0,Морские пехотинцы Сиэтла,Королевство,1643203.0,101,101,SEA,SEA,SEA
2005,NL,FLO,FLA,E,3,162,81.0,83,79,Н,Н,Н,Н,717,5502,1499,306,32,128,512,918.0,96.0,38.0,67.0,50.0,732,666,4,14,15,42,4327,1459,116,563,1125,103,177.0,0,Флорида Марлинс,стадион &quot; Дельфин &quot;,1852608.0,94,94,FLA,FLO,FLO
1998,AL,TEX,TEX,W,1,162,81.0,88,74,Y,Н,Н,Н,940,5672,1637,314,32,201,595,1045.0,82.0,47.0,,,871,795,5,10,8,46,4293,1624,164,519,994,122,140.0,0,Техасские рейнджеры,Баллпарк в Арлингтоне,2927399.0,104,103,TEX,TEX,TEX
1898,NL,SLN,STL,,12,154,,39,111,,,Н,,571,5214,1290,149,55,13,383,402.0,104.0,,,,929,666,4,133,0,2,3972,1584,32,372,288,388,,0,Сент-Луис Браунс,Поле Робисон,151700.0,102,105,STL,SLN,SLN
1996,NL,LAN,LAD,W,2,162,81.0,90,72,Н,Y,Н,Н,703,5538,1396,215,33,150,516,1190.0,124.0,40.0,,,652,567,3,6,9,50,4398,1378,125,534,1212,125,143.0,0,Лос-Анджелес Доджерс,Стадион Dodger,3188454.0,93,92,LAD,LAN,LAN
1886,AA,PT1,PIT,,2,140,,80,57,,,Н,Н,810,4854,1171,186,96,16,478,713.0,260.0,,,,647,386,2,137,15,1,3678,1130,10,299,515,487,,0,Питтсбургские аллегени,Парк отдыха,,98,97,PIT,PT1,PT1
1931,AL,NYA,NYY,,2,155,77.0,94,59,,,Н,Н,1067,5608,1667,277,78,155,748,554.0,138.0,68.0,,,760,658,4,78,4,17,4230,1461,67,543,686,167,131.0,0,Нью-Йорк Янкиз,Стадион I Янки,912437.0,95,91,NYY,NYA,NYA
1987,NL,ATL,ATL,W,5,161,81.0,69,92,Н,,Н,Н,747,5428,1401,284,24,152,641,834.0,135.0,68.0,,,829,734,4,16,4,32,4281,1529,163,587,837,116,170.0,0,Атланты Храбрые храбрые,Стадион округа Атланта-Фултон,1217402.0,104,106,ATL,ATL,ATL
1937,AL,CLE,CLE,,4,156,78.0,83,71,,,Н,Н,817,5353,1499,304,76,103,570,551.0,78.0,51.0,,,768,665,4,64,4,15,4092,1529,61,566,630,157,153.0,0,Индейцы Кливленда,Парк II/Кливлендский стадион Лиги,564849.0,98,97,CLE,CLE,CLE
1887,NL,CHN,CHC,,3,127,,71,50,,,Н,Н,813,4350,1177,178,98,80,407,400.0,382.0,,,,716,433,3,117,4,3,3378,1156,55,338,510,472,,0,Белые чулки Чикаго,Вестсайдский парк I,,113,110,CHC,CHN,CHN
2000,AL,CHA,CHW,C,1,162,81.0,95,67,Y,Н,Н,Н,978,5646,1615,325,33,216,591,960.0,119.0,42.0,53.0,61.0,839,751,4,5,7,43,4350,1509,195,614,1037,133,190.0,0,Чикаго Уайт Сокс,Парк Комиски II,1947799.0,102,102,CHW,CHA,CHA
1964,AL,WS2,TEX,,9,162,81.0,62,100,,,Н,Н,578,5396,1246,199,28,125,514,1124.0,47.0,30.0,,,733,635,3,27,5,26,4305,1417,172,505,794,127,145.0,0,Сенаторы Вашингтона,Стадион R.F.K.,600106.0,100,102,WSA,WS2,WS2
1897,NL,PHI,PHI,,10,134,,55,77,,,Н,,752,4756,1392,213,83,40,399,299.0,163.0,,,,792,590,4,115,4,2,3465,1415,28,364,253,296,,0,Филадельфия Филадельфия,Кубок Бейкера,290027.0,97,97,PHI,PHI,PHI
1893,NL,CL4,CLV,,3,129,,73,55,,,Н,,976,4747,1425,222,98,32,532,229.0,252.0,,,,839,532,4,110,2,2,3420,1361,35,356,242,389,,0,Кливленд Паук,Парк I Лиги,130000.0,106,105,CLV,CL4,CL4
1918,NL,PHI,PHI,,6,125,57.0,55,68,,,Н,Н,430,4192,1022,158,28,25,346,400.0,97.0,,,,507,399,3,78,10,6,3417,1086,22,369,312,211,91.0,0,Филадельфия Филадельфия,Кубок Бейкера,122266.0,107,108,PHI,PHI,PHI
1882,AA,PT1,PIT,,4,79,,39,39,,,Н,,428,2904,730,110,59,18,90,183.0,,,,,418,216,2,77,2,0,2088,694,4,82,252,397,40.0,0,Питтсбургские аллегени,Выставочный парк I,,100,99,PIT,PT1,PT1
2009,NL,NYN,NYM,E,4,162,,70,92,Н,Н,Н,Н,671,5453,1472,295,49,95,526,928.0,122.0,44.0,36.0,55.0,757,705,4,3,12,39,4278,1452,158,616,1031,108,134.0,0,Нью-Йорк Метс,Поле Сити,3168571.0,97,97,NYM,NYN,NYN
2002,AL,BAL,BAL,E,4,162,81.0,67,95,Н,Н,Н,Н,667,5491,1353,311,27,165,452,993.0,110.0,48.0,64.0,49.0,773,719,4,8,3,31,4352,1491,208,549,967,91,173.0,0,Балтимор Ориолс,Парк Ориол в Камден-Ярдс,2682439.0,95,96,BAL,BAL,BAL
1921,AL,BOS,BOS,,5,154,77.0,75,79,,,Н,Н,668,5206,1440,248,69,17,428,344.0,83.0,65.0,,,696,603,3,88,9,5,4092,1521,53,452,446,157,151.0,0,Бостонский ред Сокс,Парк Фенвей I,279273.0,97,99,BOS,BOS,BOS
1980,NL,SDN,SDP,W,6,163,81.0,73,89,Н,,Н,Н,591,5540,1410,195,43,67,563,791.0,239.0,73.0,,,654,595,3,19,9,39,4398,1474,97,536,728,131,157.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,1139026.0,94,95,SDP,SDN,SDN
1934,NL,BSN,ATL,,4,152,75.0,78,73,,,Н,Н,683,5370,1460,233,44,83,375,440.0,30.0,,,,714,621,4,62,12,20,4077,1512,78,405,462,169,120.0,0,Бостонские храбрые,Поле храбрых,303205.0,92,94,BSN,BSN,BSN
1956,NL,CHN,CHC,,8,157,80.0,60,94,,,Н,Н,597,5260,1281,202,50,142,446,776.0,55.0,38.0,,,708,612,3,37,6,17,4176,1325,161,613,744,143,141.0,0,Чикаго Кабс,Филд Уригли,720118.0,99,101,CHC,CHN,CHN
1961,AL,KC1,OAK,,9,162,80.0,61,100,,,Н,Н,683,5423,1342,216,47,90,580,772.0,58.0,22.0,,,863,745,4,32,5,23,4245,1519,141,629,703,174,160.0,0,Канзас-Сити Атлетика,Муниципальный стадион I,683817.0,101,103,KCA,KC1,KC1
1980,AL,BAL,BAL,E,2,162,81.0,100,62,Н,,Н,Н,805,5585,1523,258,29,156,587,766.0,111.0,38.0,,,640,590,3,42,10,41,4380,1438,134,507,789,95,178.0,0,Балтимор Ориолс,Памятный стадион,1797438.0,99,98,BAL,BAL,BAL
2010,NL,ATL,ATL,E,2,162,,91,71,Н,Y,Н,Н,738,5463,1411,312,25,139,634,1140.0,63.0,29.0,51.0,35.0,629,569,3,2,9,41,4318,1326,126,505,1241,145,165.0,0,Атланты Храбрые храбрые,Поле Тёрнера,,98,97,ATL,ATL,ATL
1985,NL,PHI,PHI,E,5,162,81.0,75,87,Н,,Н,Н,667,5477,1343,238,47,141,527,1095.0,122.0,51.0,,,673,592,3,24,9,30,4341,1424,115,596,899,139,142.0,0,Филадельфия Филадельфия,Стадион ветеранов,1830350.0,103,103,PHI,PHI,PHI
1970,AL,CAL,ANA,W,3,162,81.0,86,76,Н,,Н,Н,631,5532,1391,197,40,114,447,922.0,69.0,27.0,,,630,565,3,21,10,49,4386,1280,154,559,922,127,169.0,0,Калифорнийские ангелы,Анахаймский стадион,1077741.0,96,97,CAL,CAL,CAL
2005,AL,SEA,SEA,W,4,162,81.0,69,93,Н,Н,Н,Н,699,5507,1408,289,34,130,466,986.0,102.0,47.0,48.0,37.0,751,712,4,6,7,39,4283,1483,179,496,892,86,144.0,0,Морские пехотинцы Сиэтла,Поле Safeco,2725459.0,95,96,SEA,SEA,SEA
1909,AL,NYA,NYY,,5,153,77.0,74,77,,,Н,Н,590,4981,1234,143,61,16,407,,187.0,,,,587,398,2,94,18,7,4050,1223,21,422,597,328,94.0,0,Нью-Йоркские горожане,Парк Хиллтоп,501000.0,101,102,NYY,NYA,NYA
1966,AL,CAL,ANA,,6,162,81.0,80,82,,,Н,Н,604,5360,1244,179,54,122,525,1062.0,80.0,54.0,,,643,576,3,31,12,40,4371,1364,136,511,836,136,186.0,0,Калифорнийские ангелы,Анахаймский стадион,1400321.0,97,97,CAL,CAL,CAL
1896,NL,PHI,PHI,,8,130,,62,68,,,Н,,890,4680,1382,234,84,49,438,297.0,191.0,,,,891,645,5,107,3,2,3351,1473,39,387,243,313,,0,Филадельфия Филадельфия,Кубок Бейкера,357025.0,99,99,PHI,PHI,PHI
1978,AL,MIN,MIN,W,4,162,81.0,73,89,Н,,Н,Н,666,5522,1472,259,47,82,604,684.0,99.0,56.0,,,678,598,3,48,9,26,4377,1468,102,520,703,146,171.0,0,Близнецы из Миннесоты,Столичный стадион,787878.0,102,102,MIN,MIN,MIN
1982,AL,BOS,BOS,E,3,162,81.0,89,73,Н,,Н,Н,753,5596,1536,271,31,136,547,736.0,42.0,39.0,,,713,651,4,23,11,33,4359,1557,155,478,816,121,172.0,0,Бостонский ред Сокс,Парк Фенвей II,1950124.0,107,106,BOS,BOS,BOS
2000,AL,TOR,TOR,E,3,162,81.0,83,79,Н,Н,Н,Н,861,5677,1562,328,21,244,526,1026.0,89.0,34.0,60.0,34.0,908,821,5,15,4,37,4311,1615,195,560,978,100,176.0,0,Торонтские синие джеи,Скайдом,1705712.0,103,103,TOR,TOR,TOR
1996,NL,SDN,SDP,W,1,162,81.0,91,71,Y,Н,Н,Н,771,5655,1499,285,24,147,601,1014.0,109.0,55.0,,,682,617,3,5,11,47,4467,1395,138,506,1194,118,136.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,2187886.0,95,95,SDP,SDN,SDN
1887,AA,PH4,PHA,,5,137,,64,69,,,Н,Н,893,4954,1370,231,84,29,321,388.0,476.0,,,,890,605,4,131,5,1,3558,1227,29,433,417,528,,0,Филадельфия Атлетика,Земля Джефферсона,,100,100,PHA,PH4,PH4
1967,NL,CHN,CHC,,3,162,84.0,87,74,,,Н,Н,702,5463,1373,211,49,128,509,912.0,63.0,50.0,,,624,563,3,47,7,28,4371,1352,142,463,888,121,143.0,0,Чикаго Кабс,Филд Уригли,977226.0,105,105,CHC,CHN,CHN
2005,AL,KCA,KCR,C,5,162,81.0,56,106,Н,Н,Н,Н,701,5503,1445,289,34,126,424,1008.0,53.0,33.0,63.0,50.0,935,862,5,4,4,25,4240,1640,178,580,924,125,163.0,0,Канзас-Сити Роялс,Стадион Кауффмана,1371181.0,99,101,KCR,KCA,KCA
1939,AL,CLE,CLE,,3,154,77.0,87,67,,,Н,Н,797,5316,1490,291,79,85,557,574.0,72.0,46.0,,,700,618,4,69,10,13,4092,1394,75,602,614,180,148.0,0,Индейцы Кливленда,Парк II/Кливлендский стадион Лиги,563926.0,97,96,CLE,CLE,CLE
1945,AL,SLA,BAL,,3,154,76.0,81,70,,,Н,Н,597,5227,1302,215,37,63,500,555.0,25.0,31.0,,,548,482,3,91,10,8,4146,1307,59,506,570,143,123.0,0,Сент-Луис Браунс,Парк IV для спортсменов,482986.0,106,106,SLB,SLA,SLA
1933,NL,PHI,PHI,,7,152,72.0,60,92,,,Н,Н,607,5261,1439,240,41,60,381,479.0,55.0,,,,760,644,4,52,10,13,4008,1563,87,410,341,183,156.0,0,Филадельфия Филадельфия,Кубок Бейкера,156421.0,112,114,PHI,PHI,PHI
1977,AL,TOR,TOR,E,7,161,80.0,54,107,Н,,Н,Н,605,5418,1367,230,41,100,499,819.0,65.0,55.0,,,822,725,4,40,3,20,4284,1538,152,623,771,163,133.0,0,Торонтские синие джеи,Выставочный стадион,1701052.0,101,103,TOR,TOR,TOR
1973,NL,NYN,NYM,E,1,161,81.0,82,79,Y,,Y,Н,608,5457,1345,198,24,85,540,805.0,27.0,22.0,,,588,531,3,47,15,40,4395,1345,127,490,1027,126,140.0,0,Нью-Йорк Метс,Шейский стадион,1912390.0,98,99,NYM,NYN,NYN
1877,NL,HAR,HAR,,3,60,,31,27,,,Н,,341,2358,637,63,31,4,30,97.0,,,,,311,140,2,59,4,0,1632,572,2,56,99,313,32.0,0,Хартфорд Тёмный Блюз,Союзные земли (Бруклин),,90,87,HAR,HAR,HAR
1907,AL,PHA,OAK,,2,150,73.0,88,57,,,Н,Н,582,5008,1274,223,43,22,384,,137.0,,,,511,354,2,106,27,6,4062,1106,13,378,789,263,67.0,0,Филадельфия Атлетика,Колумбийский парк,625581.0,102,102,PHA,PHA,PHA
1981,AL,CHA,CHW,W,3,106,49.0,54,52,Н,,Н,Н,476,3615,982,135,27,76,322,518.0,86.0,44.0,,,423,363,3,20,8,23,2822,891,73,336,529,87,113.0,0,Чикаго Уайт Сокс,Парк Комиски,946651.0,98,98,CHW,CHA,CHA
1967,AL,CLE,CLE,,8,162,81.0,75,87,,,Н,Н,559,5461,1282,213,35,131,413,984.0,53.0,65.0,,,613,533,3,49,14,27,4431,1258,120,559,1189,115,138.0,0,Индейцы Кливленда,Стадион Кливленда,662980.0,102,102,CLE,CLE,CLE
1999,NL,MIL,MIL,C,5,161,80.0,74,87,Н,Н,Н,Н,815,5582,1524,299,30,165,658,1065.0,81.0,33.0,,,886,812,5,2,5,40,4327,1618,213,616,987,127,142.0,0,Милуоки Брюэрс,Окружной стадион,1701796.0,99,99,MIL,ML4,MIL
1987,NL,CHN,CHC,E,6,161,80.0,76,85,Н,,Н,Н,720,5583,1475,244,33,209,504,1064.0,109.0,48.0,,,801,725,4,11,5,48,4302,1524,159,628,1024,130,154.0,0,Чикаго Кабс,Филд Уригли,2035130.0,103,104,CHC,CHN,CHN
1888,AA,CL3,CLV,,6,135,,50,82,,,Н,Н,651,4603,1076,128,59,12,315,559.0,353.0,,,,839,484,3,131,6,1,3513,1235,38,389,500,480,,0,Блюз Кливленда,Парк II Национальной лиги,,97,101,CLE,CL3,CL3
1941,AL,WS1,MIN,,6,156,78.0,70,84,,,Н,Н,728,5521,1502,257,80,52,470,488.0,79.0,36.0,,,798,671,4,69,8,7,4167,1524,69,603,544,188,169.0,0,Сенаторы Вашингтона,Стадион Гриффита I,415663.0,95,97,WSH,WS1,WS1
1876,NL,LS1,LGR,,5,69,,30,36,,,Н,,280,2570,641,68,14,6,24,98.0,,,,,344,121,1,67,5,0,1929,605,3,38,125,396,44.0,0,Луисвилл Грейс,Бейсбольный парк Луизвилла,,117,117,LOU,LS1,LS1
1979,NL,CIN,CIN,W,1,161,80.0,90,71,Y,,Н,Н,731,5477,1445,266,31,132,614,902.0,99.0,47.0,,,644,573,3,27,10,40,4320,1415,103,485,773,124,152.0,0,Красные Цинциннати,Стадион &quot; Риверфронт &quot;,2356933.0,101,101,CIN,CIN,CIN
1893,NL,CHN,CHC,,9,128,,56,71,,,Н,,829,4664,1299,186,93,32,465,262.0,255.0,,,,874,597,4,101,4,5,3351,1278,26,553,273,421,,0,Чикагские кольты,Парк &lt; &lt; Саутсайд I &gt; &gt;,223500.0,103,104,CHC,CHN,CHN
1937,NL,CIN,CIN,,8,155,80.0,56,98,,,Н,Н,612,5230,1329,215,59,73,437,586.0,53.0,,,,707,595,3,64,10,18,4074,1428,38,533,581,208,139.0,0,Красные Цинциннати,Кросли Филд,411221.0,95,95,CIN,CIN,CIN
1890,AA,BL3,BLO,,6,38,,15,19,,,Н,Н,182,1213,278,34,16,2,125,152.0,101.0,,,,192,140,4,36,1,0,945,307,3,123,134,109,,0,Балтимор Ориолс,Парк Ориол,,109,110,BAL,BL3,BL3
1971,AL,MIN,MIN,W,5,160,79.0,74,86,Н,,Н,Н,654,5414,1406,197,31,116,512,846.0,66.0,44.0,,,670,599,3,43,9,25,4248,1384,139,529,895,117,134.0,0,Близнецы из Миннесоты,Столичный стадион,940858.0,103,102,MIN,MIN,MIN
2007,AL,CLE,CLE,C,1,162,,96,66,Y,Н,Н,Н,811,5604,1504,305,27,178,590,1202.0,72.0,41.0,80.0,59.0,704,658,4,9,9,49,4388,1519,146,410,1047,92,166.0,0,Индейцы Кливленда,Джейкобс Филд,2275912.0,101,100,CLE,CLE,CLE
2012,NL,MIA,FLA,E,5,162,81.0,69,93,Н,Н,Н,Н,609,5437,1327,261,39,137,484,1228.0,149.0,41.0,35.0,40.0,724,655,4,5,3,38,4322,1448,133,495,1113,103,154.0,0,Майами Марлинс,Парк Марлинс,2219444.0,100,100,MIA,FLO,MIA
1914,NL,PIT,PIT,,7,158,77.0,69,85,,,Н,Н,503,5145,1197,148,79,18,416,608.0,147.0,,,,540,422,2,86,10,11,4215,1272,27,392,488,223,96.0,0,Питтсбургские пираты,Поле Форбса,139620.0,96,95,PIT,PIT,PIT
1968,AL,WS2,TEX,,10,161,81.0,65,96,,,Н,Н,524,5400,1208,160,37,124,454,960.0,29.0,19.0,,,665,582,3,26,11,28,4317,1402,118,517,826,148,144.0,0,Сенаторы Вашингтона,Стадион R.F.K.,546661.0,97,98,WSA,WS2,WS2
1945,NL,CHN,CHC,,1,155,76.0,98,56,,,Y,Н,735,5298,1465,229,52,57,554,462.0,69.0,,,,532,452,2,86,15,14,4098,1301,57,385,541,119,124.0,0,Чикаго Кабс,Филд Уригли,1036386.0,98,96,CHC,CHN,CHN
1994,AL,OAK,OAK,W,2,114,56.0,51,63,,,,,549,3885,1009,178,13,113,417,686.0,91.0,39.0,,,589,537,4,12,3,23,3009,979,128,510,732,88,105.0,0,Аклендская атлетика,Оклендская Колизей,1242692.0,91,92,OAK,OAK,OAK
