schoolid,schoolname,schoolcity,schoolstate,schoolnick
sillinois,Университет Южного Иллинойса,Карбондейл,Ил,Салукис
sonomast,Государственный университет Сономы,Ронерт Парк,КА,Морские волки
huntercuny,"Охотничий колледж, Университет города Нью-Йорка",Нью-Йорк,Нью-Йорк,Ястребы
utarl,Техасский университет в Арлингтоне,Арлингтон,TX,Маверики
ozarks,Озарский университет,Кларксвилль,ОАР,Орлы
uofsouth,Южноамериканский университет,Севани,TN,Тигры
casewestrn,Университет западной резервной системы,Кливленд,Ооо.,Спартанцы
albrightpa,Колледж Олбрайта,Чтение,ПА,Львы
tampa,Университет Тампы,Тампа,ФЛ,Спартанцы
cwashngton,Центральный Вашингтонский университет,Элленсбург,WA,Дикие кошки
akron,Акронский университет,Акрон,Ооо.,Зипсы
lee,Университет Ли,Кливленд,TN,Пламя
beloitwi,Белой колледж,Предательство,ЖИ,Букканеры
minnesota,Университет Миннесоты,Миннеаполис,МН,Золотые гоферы
gonzaga,Университет Гонзага,Спокан,WA,Бульдоги
ashland,Ашландский университет,Эшланд,Ооо.,Орлы
salabama,Университет Южной Алабамы,Мобильный,AL,Ягуары
eckerd,Экердский колледж,Санкт-Петербург,ФЛ,Тритоны
mcdaniel,МакДаниэльский колледж,Вестминстер,MD,Зеленый террор
southernu,Южный университет и колледж АиМ,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Ягуары
alcornst,Университет штата Алькорн,Лорман,MS,Храбрые
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
tnwesleyan,Теннесси Уэслианский колледж,Афины,TN,Бульдоги
wiscgbay,Университет Висконсин-Зеленый залив,Зеленый залив,ЖИ,Феникс
shenandoah,Университет Шенандоа,Винчестер,VA,Шершень
sarkansas,Университет Южного Арканзаса,Магнолия,ОАР,Мулеридеры
indianast,Университет штата Индиана,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Симаморы
neillinois,Северо-восточный Иллинойский университет,Чикаго,Ил,
waynesburg,Уэйнесбургский колледж,Уэйнесбург,ПА,Желтые пекарни
idahost,Государственный университет Айдахо,Покателло,Идентификационный номер,Бенгалы
rider,Водительский университет,Лоуренсвилль,NJ,Бронки
colorado,Университет Колорадо,Пулевой пузырь,CO,Буйволы
lehigh,Лехайский университет,Вифлеем,ПА,Горные Ястребы
utahst,Университет штата Юта,Логан,UT,Агги
shaw,Университет Шоу,Роли,НС,Медведи
houstnbapt,Хьюстонский баптистский университет,Хьюстон,TX,Хаски
tnmartin,"Теннессийский университет, Мартин",Мартин,TN,Скайхоуки
auburnmont,Университет Оберна в Монтгомери,Монтгомери,AL,Сенаторы
williamsma,Уильямский колледж,Вильямстон,МЭТ,Эфы
chicagost,Чикагский государственный университет,Чикаго,Ил,Кугары
texasam,Техасский университет A&M,Станция колледжа,TX,Агги
cshayward,"Калифорнийский государственный университет, Хейворд",Хэйворд,КА,Пионеры
butler,Батлерский университет,Индианаполис,ВНУТРЕННИЕ,Бульдоги
hobartny,Хобарт и Уильям Смит колледжи,Женева,Нью-Йорк,Государственные деятели
indiana,Индианский университет,Блумингтон,ВНУТРЕННИЕ,Гусеницы
andersonsc,Андерсонский колледж,Андерсон,ПК,Троянцы
thielpa,Тильский колледж,Гринвилль,ПА,Томкоты
georgtwnky,Джорджтаунский колледж,Джорджтаун,KY,Тигры
pacific,Тихоокеанский университет,Стоктон,КА,Тигры
friendsks,Университет друзей,Уичита,KS,Соколы
brklyncuny,"Бруклинский колледж, Университет города Нью-Йорка",Бруклин,Нью-Йорк,Мосты
bethcook,Колледж Бетун-Кукман,Пляж Дейтона,ФЛ,Дикие кошки
johnbrwnar,Университет Джона Брауна,Шилоам Спрингс,ОАР,Золотые орехи
mit,Массачусетский технологический институт,Кембридж,МЭТ,Инженеры
holycross,Колледж Святого Креста,Вихрь,МЭТ,Крестоносцы
michigan,Мичиганский университет,Энн Арбор,МИ,Извержение
byu,Университет Бригама Янга,Прово,UT,Кугары
presbytrn,Пресвитерианский колледж,Клинтон,ПК,Голубая лошадь
warnerpac,Тихоокеанский колледж &lt; &lt; Уорнер &gt; &gt;,Портленд,ИЛИ,Рыцари
ncat,Сельскохозяйственный и технический государственный университет Северной Каролины,Гринсборо,НС,Агги
ohdominican,Доминиканский университет Огайо,Колумб,Ооо.,Пантеры
brdgwatrva,Колледж Бриджвотер,Бриджвотер,VA,Орлы
ncolorado,Университет Северного Колорадо,Грили,CO,Медведи
grovecity,Городской колледж Гроув,Город Гроув,ПА,Извержение
portland,Портлендский университет,Портленд,ИЛИ,Экспериментальные проекты
macollege,Массачусетский колледж либерального искусства,Северный Адамс,МЭТ,Трубопроводы
pepperdine,Пеппердинский университет,Малибу,КА,Волны
sunybing,Университет штата Нью-Йорк в Бингемтоне,Бингемтон,Нью-Йорк,Медвежие
mobileal,Мобильный университет,Мобильный,AL,Рамс
swesterntx,Юго-западный университет,Джорджтаун,TX,Пираты
drake,Университет Дрейка,Де Мойнс,IA,Бульдоги
wlmpennia,Университет Уильяма Пенна,Оскалуса,IA,Государственные деятели
georgewash,Университет Джорджа Вашингтона,Вашингтон,РС,Колониальные
umass,Массачусетский университет Амхерста,Амхерст,МЭТ,Минуты
olemiss,Университет Миссисипи,Оксфорд,MS,Повстанцы
adrianmi,Колледж Эдриан,Эдриан,МИ,Бульдоги
wisconsin,Университет Висконсин-Мэдисон,Мэдисон,ЖИ,Барсуки
stmarysca,Колледж Святой Марии в Калифорнии,Морага,КА,Галстук
nmexico,Университет Нью-Мексико,Альбукерке,НМ,Лобос
wofford,Воффордский колледж,Спартанбург,ПК,Терьеры
bartonnc,Бартонский колледж,Уилсон,НС,Бульдоги
mosouthern,Университет Южного штата Миссури (Джоплин),Джоплин,МО,Львы
heidelberg,Колледж Гейдельберга,Тиффин,Ооо.,Принцы
delawarest,Государственный университет Делавэра,Довер,DE,Шершень
oregon,Орегонский университет,Юджин,ИЛИ,Утки
sfaustin,Стивен Ф. Остинский государственный университет,Накодохи,TX,Ломбардировщики
okstate,Оклахомский государственный университет,Стилуотер,Хорошо.,Ковбои
ferrisst,Государственный университет им. Ферриса,Большие быстрые,МИ,Бульдоги
oberlinoh,Оберлинский колледж,Оберлин,Ооо.,Ёман
lambuthtn,Университет Лумбута,Джексон,TN,Орлы
bucknell,Бакнеллский университет,Льюисбург,ПА,Бизон
troyst,Тройский государственный университет,Трой,AL,Троянцы
jacksonvil,Университет Джексонвиля,Джексонвилль,ФЛ,Дельфины
pennst,Пенсильванский государственный университет,Государственный колледж,ПА,Нитани Львы
tarletonst,Тарлтонский государственный университет,Стивенвилль,TX,Техасцы
georgiast,Грузинский государственный университет,Атланта,GA,Пантеры
unlv,"Университет Невады, Лас-Вегас",Лас-Вегас,NV,Повстанцы
arkansaslr,Университет Арканзаса в Литтл-Рок,Маленький камень,ОАР,Троянцы
hawaiihilo,Гавайский университет в Хило,Хило,Привет.,Вулканцы
lacollege,Колледж Луизианы,Пайнвиль,Лос-Анджелес,Дикие кошки
oralrob,Оральный университет Робертса,Талса,Хорошо.,Золотые орехи
hendrixar,Колледж Хендрикса,Конвей,ОАР,Воины
latech,Технологический университет Луизианы,Рустон,Лос-Анджелес,Бульдоги
wwashngton,Университет Западного Вашингтона,Беллингхем,WA,Викинги
newhamp,Университет Нью-Гэмпшира,Дурхем,NH,Дикие кошки
scstate,Университет штата Южная Каролина,Оранжбург,ПК,Бульдоги
murrayst,Мюррейский государственный университет,Мюррей,KY,Тяжелые костюмы
marshall,Маршаллский университет,Хантингтон,WV,Громкое стадо
washington,Вашингтонский университет,Сиэтл,WA,Хаски
ursinus,Урсинусский колледж,Коллегия,ПА,Медведи
usc,Университет Южной Калифорнии,Лос-Анджелес,КА,Троянцы
louisville,Университет Луивиля,Луисвилль,KY,Кардиналы
montevallo,Университет Монтевальо,Монтевальо,AL,Соколы
belmontab,Колледж аббатства Бельмонта,Бельмонт,НС,Крестоносцы
cmissouri,Центральный государственный университет Миссури,Уорренсбург,МО,Мулы
pompitzer,Колледж помоны,Клэрмонт,КА,Сейгены
fayetvilst,Фейетвильский государственный университет,Фейетвилль,НС,Бронкос
lycomingpa,Лайвинг-колледж,Вильямспорт,ПА,Воины
bradley,Университет Брэдли,Пеориа,Ил,Храбрые
stlouis,Университет Сент-Луиса,Сент-Луис,МО,Билликен
tuskegee,Университет Таскеги,Таскеги,AL,Золотые тигры
uconn,Университет Коннектикута,Шторры,КТ,Хаски
sanfran,Университет Сан-Франциско,Сан-Франциско,КА,Доны
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
flsouthern,Южный колледж Флориды,Лейкленд,ФЛ,Мокасины
weberst,Веберский государственный университет,Огден,UT,Дикие кошки
whittierca,Уиттиерский колледж,Виттье,КА,Поэты
coastcar,Прибрежный университет Каролины,Конвей,ПК,Шантажисты
lipscomb,Липскомбский университет,Нэшвилл,TN,Бизонс
samhouston,Сэм Хьюстонский государственный университет,Хантсвилль,TX,Медведи
wabashin,Колледж Вабаша,Кроуфордсвилль,ВНУТРЕННИЕ,Маленькие Гиганты
sela,Юго-восточный университет Луизианы,Хаммонд,Лос-Анджелес,Львы
deltast,Университет штата Дельта,Кливленд,MS,Государственные деятели
ouachitab,Баптистский университет Уачита,Аркадельфия,ОАР,Тигры
ucdavis,"Калифорнийский университет, Дэвис",Дэвис,КА,Агги
mercer,Университет Мерсера,Мейсон,GA,Медведи
wflorida,Университет Западной Флориды,Пенсакола,ФЛ,Аргонавты
mercyhurst,Колледж Мерсерст,Эри,ПА,Лейкеры
elizbthtwn,Элизабеттаунский колледж,Элизабеттаун,ПА,Голубые Джеи
txwesleyan,Техасский Уэслианский университет,Жилье стоит,TX,Рамс
betheltn,Вефильский колледж,Маккензи,TN,Королевские власти
wmichigan,Университет Западного Мичигана,Каламазоо,МИ,Бронкос
stpeters,Колледж Святого Петра,Город Джерси,NJ,Павлины
gallaudet,Университет Галлодета,Вашингтон,РС,Бизон
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Вайолеты
crdstritch,Университет им. кардинала Стрича,Милуоки,ЖИ,Волки
rollins,Коллегия Роллинз,Зимний парк,ФЛ,Тары
kentucky,Кентукский университет,Лексингтон,KY,Дикие кошки
dubuque,Университет Дубуке,Дюбук,IA,Спартанцы
xavier,Ксавьерский университет,Цинциннати,Ооо.,Мушкетеры
chapmanca,Университет Чапмана,Апельсиновый,КА,Пантеры
radford,Рэдфордский университет,Рэдфорд,VA,Горцы
evansville,Эвансвильский университет,Эвансвилль,ВНУТРЕННИЕ,Фиолетовые тузы
smethodist,Южный методистский университет,Даллас,TX,Мустанги
richmond,Ричмондский университет,Ричмонд,VA,Пауки
georgetown,Джорджтаунский университет,Вашингтон,РС,Hoyas
maryhrdbay,Университет Мэри Хардин-Бейлор,Белтон,TX,Крестоносцы
gatech,Грузинский технологический институт,Атланта,GA,Желтые пекарни
stfranpa,Университет Сент-Фрэнсиса,Лоретто,ПА,Красный Флэш
floridaam,Флоридский сельскохозяйственный и механический университет,Таллахасси,ФЛ,Крысы
wilkespa,Университет Уилкса,Уилкс-Барре,ПА,Полковники
colocollege,Колорадский колледж,Колорадо Спрингс,CO,Тигры
youngst,Университет штата Янгстаун,Янгстаун,Ооо.,Пингвины
rice,Университет риса,Хьюстон,TX,Совы
stanford,Стэнфордский университет,Palo Alto,КА,Кардинал
ilcollege,Иллинойский колледж,Джексонвилль,Ил,Синяя мальчишка
mowestern,Западноамериканский колледж Миссури,Святой Иосиф,МО,Гриффины
johnshpkns,Университет Джона Хопкинса,Балтимор,MD,Голубые Джеи
rockhurst,Университет Рокхёрста,Канзас-Сити,МО,Ястребы
buenavista,Университет Буэна-Виста,Бурное озеро,IA,Биверы
umkc,Университет Миссури-Кансас-Сити,Канзас-Сити,МО,Кангуру
citadel,Цитадель,Чарльстон,ПК,Бульдоги
harvard,Гарвардский университет,Кембридж,МЭТ,Красота
stfranny,Колледж Сент-Фрэнсиса,Бруклинские высоты,Нью-Йорк,Терьеры
depauwin,Университет ДеПоу,Гринкасл,ВНУТРЕННИЕ,Тигры
virginiast,Университет штата Вирджиния,Санкт-Петербург,VA,Троянцы
washburn,Уошбернский университет Топеки,Топека,KS,Икабоды
piedmontga,Колледж Пьемонта,Демократия,GA,Львы
elon,Элонский университет,Элон,НС,Феникс
dallasbapt,Баптистский университет Далласа,Даллас,TX,Патриоты
bakerks,Университет Бейкера,Город Болдуин,KS,Дикие кошки
brown,Университет Брауна,Провидение,РИ,Медведи
nevada,"Невадский университет, Рено",Рено,NV,Вольфпак
neastern,Северо-восточный университет,Бостон,МЭТ,Хаски
aquinasmi,Аквинский колледж,Великие быстрые,МИ,Святые
quincy,Университет Квинси,Квинси,Ил,Ястребы
freedhrdmn,Университет им. Фрида Хардемана,Хендерсон,TN,Львы
psubehrend,"Пенсильванский государственный университет Эри, Бехрендский колледж",Эри,ПА,Львы
newberry,Ньюберри-колледж,Ньюберри,ПК,Индейцы
mariettaoh,Колледж &lt; &lt; Мариетта &gt; &gt;,Мариетта,Ооо.,Пионеры
wminsterpa,Вестминстерский колледж,Новый Уилмингтон,ПА,Титаны
hopemi,Колледж &lt; &lt; Надежда &gt; &gt;,Голландия,МИ,Летающие голландцы
concrdiamn,Университет Конкордии,Святой Павел,МН,Золотые медведи
fairldick,Университет Фейрли Дикинсона,Тинек,NJ,Рыцари
ekentucky,Восточный Кентукский университет,Ричмонд,KY,Полковники
uab,Университет Алабамы в Бирмингеме,Бирмингем,AL,Блейзеры
loyolamd,Колледж Лойолы в Мэриленде,Балтимор,MD,Грейхаунды
benedctnks,Бенедиктский колледж,Атчисон,KS,Вороны
wioshkosh,Университет Висконсин-Ошкоша,Ошкош,ЖИ,Титаны
savcolad,Колледж искусств и дизайна Саванны,Саванна,GA,Пчёлы
emichigan,Университет Восточного Мичигана,Ипсиланти,МИ,Орлы
wilbrforce,Уилберфорсский университет,Уилберфорс,Ооо.,Бульдоги
uniontn,Юнионный университет,Джексон,TN,Бульдоги
txchrist,Техасский христианский университет,Жилье стоит,TX,Рыжие лягушатники
athensst,Афинский государственный университет,Афины,AL,Медведи
cornellia,Корнеллский колледж,Гора Вернон,IA,Рамс
monroecc,Муниципальный колледж Монро,Брайтон,Нью-Йорк,Трибуны
santaclara,Университет Санта-Клары,Санта-Клара,КА,Бронкос
mtolive,Колледж Маунт-Олив,Оливковая гора,НС,Троянцы
mryvilletn,Мэривильский колледж,Мэривилль,TN,Борьба со шотландцами
upperiowa,Верхний университет Айовы,Фейетт,IA,Павлины
wyoming,Университет Вайоминга,Ларами,WY,Ковбои
ithacany,Колледж &lt; &lt; Итака &gt; &gt;,Итака,Нью-Йорк,Бомбардировщики
nebkearney,Университет Небраски в Керни,Керни,Нет,Лоуперс
ulala,Университет Луизианы в Лафайетте,Лафайетт,Лос-Анджелес,Волшебные каджуны
allegheny,Аллегенский колледж,Мэдвилль,ПА,Гейтеры
washleeva,Университет Вашингтона и Ли,Лексингтон,VA,Генералы
newhaven,Университет Нью-Хейвена,Нью-Хейвен,КТ,Зарядные устройства
creighton,Крейтонский университет,Омаха,Нет,Bluejays
dayton,Дейтонский университет,Дейтон,Ооо.,Флаеры
morganst,Университет штата Морган,Балтимор,MD,Медведи
lemoyne,Колледж ЛеМойна,Сиракуз,Нью-Йорк,Дельфины
macmurryil,МакМюррейский колледж,Джексонвилль,Ил,Горцы
hofstra,Университет Хофстра,Хэмпстед,Нью-Йорк,Гордость
riogrande,Университет Рио-Гранде,&lt; &lt; Рио Гранде &gt; &gt;,Ооо.,Редмены
cconnst,Центральный университет штата Коннектикут,Новая Великобритания,КТ,Голубые дьяволы
loyolano,Новый Орлеанский университет Лойола,Новый Орлеан,Лос-Анджелес,Вольфпак
cornell,Корнельский университет,Итака,Нью-Йорк,Большой красный
masslowell,Массачусетский университет Лоуэлла,Лоуэлл,МЭТ,Река Ястребы
ucsb,"Калифорнийский университет, Санта-Барбара",Санта-Барбара,КА,Гаучос
cameronok,Университет Кэмерон,Лоутон,Хорошо.,Агги
juniatapa,Колледж Джуниата,Хантингдон,ПА,Орлы
arizonast,Университет штата Аризона,Температура,AZ,Солнечные дьяволы
american,Американский университет,Вашингтон,РС,Орлы
grcanyon,Большой каньонский университет,Феникс,AZ,Антелопы
miamifl,Университет Майами,Коралловые гейблы,ФЛ,Ураганы
grambling,Грамблиозный государственный университет,Храмирование,Лос-Анджелес,Тигры
tennst,Теннессиский государственный университет,Нэшвилл,TN,Тигры
montana,Университет Монтаны-Миссулы,Миссула,МТ,Гризли
towson,Университет Тоусона,Тоусон,MD,Тигры
mrningside,Утренний колледж,Город Сиу,IA,Мустанги
blackbrnil,Колледж Блэкберн,Карлинвилль,Ил,Бэтлин Биверс
stjosephin,Колледж Святого Иосифа,Ренсалаер,ВНУТРЕННИЕ,Пума
sandiegost,Сан-Диегоский государственный университет,Сан-Диего,КА,Ацтеки
sandiego,Университет Сан-Диего,Сан-Диего,КА,Торерос
lewclarkor,Колледж Льюиса и Кларка,Портленд,ИЛИ,Пионеры
otterbein,Колледж Оттербейн,Вестервилль,Ооо.,Кардиналы
charleswv,Чарльстонский университет,Чарльстон,WV,Золотые орехи
indianapa,Университет Индианы Пенсильвании,Индианаa,ПА,Индейцы
hampsydney,Колледж Хэмпден-Сидни,Хэмпден-Сидни,VA,Тигры
floridast,Флоридский государственный университет,Таллахасси,ФЛ,Семинолы
texas,Техасский университет в Остине,Остин,TX,Лонгхорны
ucla,"Калифорнийский университет, Лос-Анджелес",Лос-Анджелес,КА,Бруины
swesternks,Юго-западный колледж,Уинфилд,KS,Мародёры
coloradost,Колорадский государственный университет,Форт Коллинз,CO,Рамс
lebvalley,Ливанский колледж долины,Эннвилль,ПА,Летающие голландцы
nwstate,Северо-западный государственный университет Луизианы,Начотосы,Лос-Анджелес,Демоны
mntclairst,Монклерский государственный университет,Верхний Монтклер,NJ,Красные ястребы
syracuse,Сиракузский университет,Сиракуз,Нью-Йорк,Апельсины
ulamo,Университет Луизианы в Монро,Монро,Лос-Анджелес,Индейцы
swtexas,Юго-западный университет штата Техас,Сан-Маркос,TX,Бобкоты
cincy,Университет Цинциннати,Цинциннати,Ооо.,Медвежие
vmi,Вирджинский военный институт,Лексингтон,VA,Кейдеты
woosteroh,Колледж Вустера,Вустер,Ооо.,Борьба со шотландцами
ucriver,"Калифорнийский университет, Риверсайд",Риверсайд,КА,Горцы
rutgers,Университет Рутгерса,Нью-Брансуик,NJ,Скарлет рыцари
harding,Университет Хардинга,Циркуляция,ОАР,Бизон
canisius,Колледж Канисия,Буффало,Нью-Йорк,Грифы
navy,Морская академия Соединенных Штатов,Аннаполис,MD,Мидмаршруты
frankmarsh,Колледж им. Франклина и Маршалла,Ланкастер,ПА,Дипломаты
cncrdiacol,Колледж Конкордии,Мятежник,МН,Кобберы
sterlingks,Стерлингский университет,Стерлинг,KS,Воины
cumbrlndtn,Камберлендский университет,Ливан,TN,Бульдоги
valdostast,Государственный университет Вальдоста,Вальдоста,GA,Блейзеры
illchicago,Университет Иллинойса в Чикаго,Чикаго,Ил,Пламя
winthrop,Университет Уинтропа,Рок Хилл,ПК,Орлы
rhodestn,Родосский колледж,Мемфис,TN,Линкс
humboldtst,Гумбольдтский государственный университет,Арката,КА,Ломбардировщики
ecarolina,Университет Восточной Каролины,Гринвилль,НС,Пираты
wileytx,Колледж Уайли,Маршалл,TX,
oglethrpga,Оглеторпский университет,Атланта,GA,Сторми Петрельс
kentuckyst,Кентукский государственный университет,Frankfort,KY,Трубки
calstla,"Калифорнийский государственный университет, Лос-Анджелес",Лос-Анджелес,КА,Золотые орехи
stbonny,Сент-Бонатурский университет,Сент-Бонатура,Нью-Йорк,Бонни
oklahoma,Оклахомский университет,Норман,Хорошо.,Рановато
sdakotast,Университет штата Южная Дакота,Брукингский,УР,Джекраббиты
nwmost,Северо-западный государственный университет Миссури,Мэривилль,МО,Медвежие
unc,Университет Северной Каролины,Чапел Хилл,НС,Тарелки
bowlgreen,Университет &lt; &lt; Боулинг зеленый &gt; &gt;,Зеленый боулинг,Ооо.,Соколы
miamioh,Университет Майами,Оксфорд,Ооо.,Красные ястребы
bridgeport,Бриджпортский университет,Бриджпорт,КТ,Пурпурные рыцари
pugetsound,Звуковой университет Пугетского университета,Такома,WA,Журналисты
clevst,Кливлендский государственный университет,Кливленд,Ооо.,Викинги
kywesleyan,Кентукки Уэслианский колледж,Оуэнсборо,KY,Пантеры
tennessee,Теннессийский университет,Ноксвилль,TN,Добровольцы
georgiasou,Южный университет Грузии,Соединенные Штатыboro,GA,Орлы
notredame,Нотр-Дамский университет,Южное изгиб,ВНУТРЕННИЕ,Борьба с ирландцами
seoklahoma,Юго-восточный Оклахомский государственный университет,Дюрант,Хорошо.,Сагусы
norleans,Университет Нового Орлеана,Новый Орлеан,Лос-Анджелес,Частные лица
oakland,Оклендский университет,Рочестер,МИ,Гризли
manhattan,Манхэттенский колледж,Ривердейл,Нью-Йорк,Джасперсы
tamucc,Техасский университет &lt; &lt; АиМ &gt; &gt; -- &lt; &lt; Корпус Кристи &gt; &gt;,Корпус Кристи,TX,Жители островов
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Кугары
ptlomanaz,Университет имени Ломы Назарене,Сан-Диего,КА,Морские львы
dartmouth,Дартмутский колледж,Ганновер,NH,Большой зелёный
flinternat,Международный университет Флориды,Майами,ФЛ,Золотые пантеры
umes,"Университет Мэриленда, Восточный Шор",Принцесса Анна,MD,Борьба с Ястребами
armstratl,Университет Атлантики Армстронг,Саванна,GA,Пираты
kutztown,Куттаунский университет Пенсильвании,Кутстаун,ПА,Золотые медведи
olddom,Старый Доминийский университет,Норфолк,VA,Монархи
wilacrosse,Университет Висконсин-Ла-Кросс,Кросс,ЖИ,Орлы
lakeforest,Колледж Лейк Форест,Лейк Форест,Ил,Лесоводы
daviselkins,Колледж Дэвиса и Элкинса,Элкинс,WV,Сенаторы
keenest,Кинский государственный колледж,Кин,NH,Совы
hampton,Хэмптонский университет,Хэмптон,VA,Пираты
furman,Университет Фурмана,Гринвилль,ПК,Паладины
wgeorgia,Государственный университет Западной Грузии,Кэрролтон,GA,Храбрые
viterbowi,Университет Витербо,Лакросс,ЖИ,Ястребы
calpolypom,Калифорнийский политехнический университет - Помона,Помона,КА,Бронкос
stthomasmn,Университет Сент-Томаса,Сент-Пол,МН,Томми
houston,Хьюстонский университет,Хьюстон,TX,Кугары
nillinois,Северный Иллинойский университет,DeKalb,Ил,Хаски
wake,Университет Уэйк Форест,Уинстон-Салем,НС,Демонские демоны
hendrsonst,Университет штата Хендерсон,Аркадельфия,ОАР,Редди
ballst,Университет штата Болл,Манси,ВНУТРЕННИЕ,Кардиналы
nebraska,Небраскский университет,Линкольн,Нет,Шухожилия
olivetmi,Колледж Оливета,Оливет,МИ,Кометы
grvalleyst,Государственный университет Гранд-Вэлли,Аллендейл,МИ,Лейкеры
wingate,Уингейтский университет,Уингейт,НС,Бульдоги
emoryga,Университет им. Эмори,Атланта,GA,Орлы
baylor,Бейлорский университет,Вако,TX,Медведи
nkentucky,Северный Кентукский университет,Нагорные высоты,KY,Норвежский
trumanst,Труманский государственный университет,Кирксвилль,МО,Бульдоги
muhlenberg,Мухленбергский колледж,Аллентаун,ПА,Мулы
csdomhills,"Калифорнийский государственный университет, Домингес-Хиллс",Карсон,КА,Торос
lenoirrhyn,Ленуар-Райнский колледж,Хикори,НС,Медведи
albionmi,Албионский колледж,Альбион,МИ,Британцы
davidson,Колледж Дэвидсона,Дэвидсон,НС,Дикие кошки
susquehnna,Университет Сускеханны,Селинсгроув,ПА,Крестоносцы
nebomaha,Небраскский университет в Омахе,Омаха,Нет,Маверики
stxavieril,Сент-Ксавьеский университет,Чикаго,Ил,Кугары
wkentucky,Западный Кентукский университет,Зеленый боулинг,KY,Подземные охотники
stleo,Сент-Леоский университет,Святой Лео,ФЛ,Львы
drexel,Университет Дрекселя,Филадельфия,ПА,Драконы
virginia,Университет Вирджинии,Шарлоттвилль,VA,Кавалеры
sacstate,"Калифорнийский государственный университет, Сакраменто",Сакраменто,КА,Шершень
sanfranst,Университет штата Сан-Франциско,Сан-Франциско,КА,Гейтеры
willinois,Западный Иллинойский университет,Макомб,Ил,Пробоотборники
dickinson,Колледж Дикинсона,Карлайл,ПА,Красные дьяволы
pace,Университет Пейс,Нью-Йорк,Нью-Йорк,Заряды
swarthmore,Колледж Свартмор,Свармор,ПА,Гарнет Тайд
temple,Темплский университет,Филадельфия,ПА,Совы
mesast,Государственный колледж &lt; &lt; Меса &gt; &gt;,Большой блок,CO,Маверики
saginawval,Государственный университет долины Сагинау,Университетский центр,МИ,Кардиналы
augsburgmn,Авгсбургский колледж,Миннеаполис,МН,Огги
wvirginia,Университет Западной Вирджинии,Моргантаун,WV,Горные горы
kansasst,Канзасский государственный университет,Манхэттен,KS,Дикие кошки
wheaton,Колледж Уитона,Уитон,Ил,Гром
westmontca,Вестмонтский колледж,Санта-Барбара,КА,Воины
indpolis,Индианаполисский университет,Индианаполис,ВНУТРЕННИЕ,Грейхаунды
flbarry,Университет Барри,Майами Шорс,ФЛ,Букканеры
