playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
piazzmi01,2002,0,NLS200207090,NYN,NL,1.0,2.0
boggswa01,1992,0,NLS199207140,BOS,AL,1.0,5.0
youklke01,2009,0,NLS200907140,BOS,AL,1.0,
clarkja01,1979,0,ALS197907170,SFN,NL,1.0,
perezto01,1975,0,ALS197507150,CIN,NL,1.0,
cuccito01,1938,0,NLS193807060,BSN,NL,0.0,
lombaer01,1938,0,NLS193807060,CIN,NL,1.0,2.0
russebi01,1976,0,NLS197607130,LAN,NL,1.0,
shantbo01,1951,0,ALS195107100,PHA,AL,0.0,
anderbr01,1996,0,NLS199607090,BAL,AL,1.0,9.0
mccorfr01,1942,0,NLS194207060,CIN,NL,1.0,
sanguma01,1975,0,ALS197507150,PIT,NL,0.0,
bergewa01,1933,0,ALS193307060,BSN,NL,1.0,8.0
fletcda01,1994,0,NLS199407120,MON,NL,1.0,
wilsoji02,1954,0,ALS195407130,ML1,NL,0.0,
kimbrcr01,2011,0,NLS201107120,ATL,NL,1.0,
davalvi01,1965,0,ALS196507130,CLE,AL,1.0,8.0
smithre06,1972,0,NLS197207250,BOS,AL,1.0,
soriaal01,2008,0,ALS200807150,CHN,NL,0.0,
blackew01,1951,0,ALS195107100,CIN,NL,1.0,
hunteca01,1974,0,NLS197407230,OAK,AL,1.0,
johnsbo01,1944,0,NLS194407110,BOS,AL,1.0,7.0
parrila02,1988,0,NLS198807120,PHI,NL,1.0,
garrra01,1974,0,NLS197407230,ATL,NL,1.0,
kempma01,2012,0,ALS201207100,LAN,NL,,
mazerbi01,1963,0,ALS196307090,PIT,NL,0.0,
clemero02,1997,0,ALS199707080,TOR,AL,1.0,
howest01,1982,0,NLS198207130,LAN,NL,1.0,
gonzalu01,2005,0,ALS200507120,ARI,NL,1.0,
braunry02,2009,0,NLS200907140,MIL,NL,1.0,9.0
byrdpa01,1999,0,ALS199907130,PHI,NL,0.0,
jacksbo01,1989,0,ALS198907110,KCA,AL,1.0,7.0
odellbi01,1959,2,NLS195908030,BAL,AL,1.0,
averiea01,1937,0,ALS193707070,CLE,AL,1.0,8.0
crandde01,1958,0,ALS195807080,ML1,NL,1.0,2.0
gonzaju03,1998,0,NLS199807070,TEX,AL,1.0,9.0
cansejo01,1992,0,NLS199207140,OAK,AL,0.0,
glaustr01,2000,0,NLS200007110,ANA,AL,1.0,
rodrifr03,2004,0,NLS200407130,ANA,AL,1.0,
lefebji01,1966,0,NLS196607120,LAN,NL,1.0,4.0
mantlmi01,1963,0,ALS196307090,NYA,AL,0.0,
smithle02,1995,0,ALS199507110,CAL,AL,0.0,
sherrge01,2008,0,ALS200807150,BAL,AL,1.0,
turneji01,1938,0,NLS193807060,BSN,NL,0.0,
furilca01,1953,0,NLS195307140,BRO,NL,0.0,
reussje01,1975,0,ALS197507150,PIT,NL,1.0,1.0
aaronha01,1955,0,NLS195507120,ML1,NL,1.0,
sotoma01,1982,0,NLS198207130,CIN,NL,1.0,
bumbral01,1980,0,NLS198007080,BAL,AL,1.0,
morrija02,1987,0,ALS198707140,DET,AL,1.0,
santajo01,2007,0,NLS200707100,MIN,AL,1.0,
mizejo01,1939,0,ALS193907110,SLN,NL,1.0,
jordabr01,1999,0,ALS199907130,ATL,NL,1.0,
hamptmi01,1999,0,ALS199907130,HOU,NL,1.0,
rosengo01,1945,0,,BRO,NL,0.0,
gagneer01,2003,0,ALS200307150,LAN,NL,1.0,
howarry01,2010,0,ALS201007130,PHI,NL,1.0,10.0
medwijo01,1935,0,ALS193507080,SLN,NL,1.0,7.0
olivato01,1965,0,ALS196507130,MIN,AL,1.0,
mcdougi01,1958,0,ALS195807080,NYA,AL,1.0,
purkebo01,1961,2,ALS196107310,CIN,NL,1.0,1.0
zachrpa01,1978,0,NLS197807110,NYN,NL,0.0,
parrila01,1979,0,ALS197907170,MON,NL,1.0,
kalinal01,1974,0,NLS197407230,DET,AL,1.0,
ethiean01,2010,0,ALS201007130,LAN,NL,1.0,8.0
clarkwi02,1990,0,NLS199007100,SFN,NL,1.0,3.0
leonadu02,1940,0,NLS194007090,WS1,AL,0.0,
beckro01,1994,0,NLS199407120,SFN,NL,1.0,
dentbu01,1975,0,ALS197507150,CHA,AL,1.0,
lestejo01,2010,0,ALS201007130,BOS,AL,1.0,
nelsoje01,2001,0,ALS200107100,SEA,AL,1.0,
seleaa01,2000,0,NLS200007110,SEA,AL,1.0,
allenjo02,1938,0,NLS193807060,CLE,AL,1.0,
webbbr01,2007,0,NLS200707100,ARI,NL,0.0,
simpswa01,1970,0,NLS197007140,CIN,NL,0.0,
ryanno01,1977,0,ALS197707190,CAL,AL,0.0,
nathajo01,2009,0,NLS200907140,MIN,AL,1.0,
freehbi01,1964,0,NLS196407070,DET,AL,0.0,
munsoth01,1973,0,ALS197307240,NYA,AL,1.0,
ennisde01,1946,0,ALS194607090,PHI,NL,1.0,
parrila02,1990,0,NLS199007100,CAL,AL,1.0,
mantlmi01,1955,0,NLS195507120,NYA,AL,1.0,8.0
groatdi01,1962,1,ALS196207100,PIT,NL,1.0,6.0
loftoke01,1995,0,ALS199507110,CLE,AL,1.0,8.0
thompja01,1982,0,NLS198207130,PIT,NL,1.0,
carewro01,1971,0,ALS197107130,MIN,AL,1.0,4.0
zimmeje02,1999,0,ALS199907130,TEX,AL,1.0,
santajo01,2005,0,ALS200507120,MIN,AL,1.0,
pendlte01,1992,0,NLS199207140,ATL,NL,1.0,5.0
bankser01,1965,0,ALS196507130,CHN,NL,1.0,3.0
offerjo01,1995,0,ALS199507110,LAN,NL,1.0,
borowha01,1945,0,,NYA,AL,0.0,
penato01,1985,0,ALS198507160,PIT,NL,1.0,
carewro01,1983,0,ALS198307060,CAL,AL,1.0,3.0
morgajo02,1979,0,ALS197907170,CIN,NL,1.0,
suzukic01,2005,0,ALS200507120,SEA,AL,1.0,
whitebi03,1961,2,ALS196107310,SLN,NL,1.0,3.0
heywaja01,2010,0,ALS201007130,ATL,NL,0.0,
suttebr01,1978,0,NLS197807110,CHN,NL,1.0,
laabsch01,1943,0,ALS194307130,SLA,AL,1.0,8.0
greinza01,2009,0,NLS200907140,KCA,AL,1.0,
wynnji01,1974,0,NLS197407230,LAN,NL,1.0,8.0
bowala01,1974,0,NLS197407230,PHI,NL,1.0,6.0
kernji01,1978,0,NLS197807110,CLE,AL,1.0,
byrneto01,1950,0,ALS195007110,NYA,AL,0.0,
nichobi01,1941,0,ALS194107080,CHN,NL,1.0,9.0
gehrich01,1938,0,NLS193807060,DET,AL,1.0,4.0
alomaro01,1992,0,NLS199207140,TOR,AL,1.0,4.0
martihe01,1938,0,NLS193807060,PHI,NL,0.0,
lollash01,1959,1,NLS195907070,CHA,AL,1.0,
jonesto02,2000,0,NLS200007110,DET,AL,1.0,
killeha01,1968,0,NLS196807090,MIN,AL,1.0,3.0
rosenal01,1955,0,NLS195507120,CLE,AL,1.0,
mahafar01,1962,2,NLS196207300,PHI,NL,1.0,
haddiha01,1955,0,NLS195507120,SLN,NL,1.0,
carltst01,1981,0,ALS198108090,PHI,NL,0.0,
buehrma01,2002,0,NLS200207090,CHA,AL,1.0,
shantbo01,1952,0,NLS195207080,PHA,AL,1.0,
estessh01,1997,0,ALS199707080,SFN,NL,1.0,
martied01,2003,0,ALS200307150,SEA,AL,1.0,10.0
washicl01,1984,0,NLS198407100,ATL,NL,1.0,
martipe01,1933,0,ALS193307060,SLN,NL,1.0,5.0
santoro01,1973,0,ALS197307240,CHN,NL,1.0,5.0
sievero01,1956,0,ALS195607100,WS1,AL,1.0,
howarry01,2006,0,NLS200607110,PHI,NL,1.0,
doerrbo01,1943,0,ALS194307130,BOS,AL,1.0,4.0
howarel01,1965,0,ALS196507130,NYA,AL,0.0,
gumpera01,1951,0,ALS195107100,CHA,AL,0.0,
mesajo01,1995,0,ALS199507110,CLE,AL,1.0,
beltrca01,2006,0,NLS200607110,NYN,NL,1.0,8.0
saxst01,1983,0,ALS198307060,LAN,NL,1.0,4.0
hallaro01,2002,0,NLS200207090,TOR,AL,1.0,
buehrma01,2006,0,NLS200607110,CHA,AL,0.0,
mcraeha01,1982,0,NLS198207130,KCA,AL,1.0,
dickebi01,1939,0,ALS193907110,NYA,AL,1.0,2.0
pacioto01,1981,0,ALS198108090,SEA,AL,1.0,
aloufe01,1966,0,NLS196607120,ATL,NL,0.0,
yastrca01,1982,0,NLS198207130,BOS,AL,1.0,
cartejo01,1996,0,NLS199607090,TOR,AL,1.0,
stargwi01,1966,0,NLS196607120,PIT,NL,1.0,
mcdougi01,1959,1,NLS195907070,NYA,AL,1.0,
sizemgr01,2007,0,NLS200707100,CLE,AL,1.0,
fingero01,1981,0,ALS198108090,ML4,AL,1.0,
gossari01,1978,0,NLS197807110,NYA,AL,1.0,
mcmilro01,1957,0,NLS195707090,CIN,NL,1.0,6.0
simmote01,1972,0,NLS197207250,SLN,NL,0.0,
grayte01,1950,0,ALS195007110,DET,AL,1.0,
hentgpa01,1997,0,ALS199707080,TOR,AL,1.0,
singebi01,1973,0,ALS197307240,CAL,AL,1.0,
reesepe01,1950,0,ALS195007110,BRO,NL,1.0,
fingero01,1976,0,NLS197607130,OAK,AL,0.0,
grubbjo01,1974,0,NLS197407230,SDN,NL,1.0,
daviser01,1989,0,ALS198907110,CIN,NL,1.0,8.0
westrwe01,1952,0,NLS195207080,NY1,NL,0.0,
leeca01,2005,0,ALS200507120,MIL,NL,1.0,
varitja01,2003,0,ALS200307150,BOS,AL,0.0,
piazzmi01,1998,0,NLS199807070,NYN,NL,1.0,2.0
berkmla01,2002,0,NLS200207090,HOU,NL,1.0,
erskica01,1954,0,ALS195407130,BRO,NL,1.0,
guerrvl01,2001,0,ALS200107100,MON,NL,1.0,
willite01,1941,0,ALS194107080,BOS,AL,1.0,7.0
wanerpa01,1935,0,ALS193507080,PIT,NL,1.0,
benchjo01,1983,0,ALS198307060,CIN,NL,1.0,
winfida01,1988,0,NLS198807120,NYA,AL,1.0,9.0
reardje01,1991,0,ALS199107090,BOS,AL,1.0,
cartega01,1980,0,NLS198007080,MON,NL,1.0,
schwado01,1961,2,ALS196107310,BOS,AL,1.0,
boonebr01,2001,0,ALS200107100,SEA,AL,1.0,4.0
rodrifr03,2008,0,ALS200807150,LAA,AL,1.0,
leibeha01,1940,0,NLS194007090,CHN,NL,0.0,
chapmbe01,1935,0,ALS193507080,NYA,AL,1.0,
bournmi01,2012,0,ALS201207100,ATL,NL,1.0,
abreubo01,2005,0,ALS200507120,PHI,NL,1.0,9.0
hentgpa01,1994,0,NLS199407120,TOR,AL,1.0,
rogerst01,1979,0,ALS197907170,MON,NL,1.0,
paigesa01,1953,0,NLS195307140,SLA,AL,1.0,
aloumo01,2004,0,NLS200407130,CHN,NL,1.0,
hoffmtr01,2000,0,NLS200007110,SDN,NL,1.0,
yastrca01,1978,0,NLS197807110,BOS,AL,0.0,
hamnegr01,1953,0,NLS195307140,PHI,NL,1.0,
wardga01,1983,0,ALS198307060,MIN,AL,1.0,
lindejo01,1943,0,ALS194307130,NYA,AL,0.0,
kalinal01,1955,0,NLS195507120,DET,AL,1.0,9.0
morgajo02,1977,0,ALS197707190,CIN,NL,1.0,4.0
pascuca02,1960,2,ALS196007130,WS1,AL,0.0,
leede02,2007,0,NLS200707100,CHN,NL,1.0,
donovdi01,1962,2,NLS196207300,CLE,AL,0.0,
jonesch06,1996,0,NLS199607090,ATL,NL,1.0,5.0
gwynnto01,1985,0,ALS198507160,SDN,NL,1.0,7.0
goodmiv01,1938,0,NLS193807060,CIN,NL,1.0,9.0
garneph01,1981,0,ALS198108090,PIT,NL,1.0,
crawfca02,2009,0,NLS200907140,TBA,AL,1.0,
mattido01,1986,0,NLS198607150,NYA,AL,1.0,
robinfr02,1971,0,ALS197107130,BAL,AL,1.0,9.0
bibbyji01,1980,0,NLS198007080,PIT,NL,1.0,
victosh01,2011,0,NLS201107120,PHI,NL,,
schmimi01,1977,0,ALS197707190,PHI,NL,1.0,
burkejo03,2001,0,ALS200107100,ATL,NL,1.0,
ontivst02,1995,0,ALS199507110,OAK,AL,1.0,
wilsoji01,1933,0,ALS193307060,SLN,NL,1.0,2.0
finlech01,1990,0,NLS199007100,CAL,AL,1.0,
howarel01,1957,0,NLS195707090,NYA,AL,0.0,
loftoke01,1999,0,ALS199907130,CLE,AL,1.0,7.0
ashburi01,1962,1,ALS196207100,NYN,NL,0.0,
applilu01,1936,0,NLS193607070,CHA,AL,1.0,6.0
dunnad01,2012,0,ALS201207100,CHA,AL,,
bicheda01,1998,0,NLS199807070,COL,NL,1.0,
freehbi01,1971,0,ALS197107130,DET,AL,1.0,2.0
murraed02,1982,0,NLS198207130,BAL,AL,1.0,
aparilu01,1963,0,ALS196307090,BAL,AL,1.0,
brocklo01,1971,0,ALS197107130,SLN,NL,1.0,
bluevi01,1971,0,ALS197107130,OAK,AL,1.0,1.0
ceyro01,1977,0,ALS197707190,LAN,NL,1.0,5.0
willite01,1958,0,ALS195807080,BOS,AL,1.0,
burdele01,1959,1,NLS195907070,ML1,NL,1.0,
hunteca01,1966,0,NLS196607120,KC1,AL,0.0,
hayesfr01,1939,0,ALS193907110,PHA,AL,0.0,
farmeed01,1980,0,NLS198007080,CHA,AL,1.0,
oglivbe01,1982,0,NLS198207130,ML4,AL,1.0,
floodcu01,1966,0,NLS196607120,SLN,NL,1.0,
bunniji01,1961,2,ALS196107310,DET,AL,1.0,1.0
estrajo01,2004,0,NLS200407130,ATL,NL,1.0,
marioma01,1950,0,ALS195007110,SLN,NL,1.0,6.0
valenfe01,1981,0,ALS198108090,LAN,NL,1.0,1.0
torrejo01,1973,0,ALS197307240,SLN,NL,1.0,
danniha01,1940,0,NLS194007090,NY1,NL,1.0,
justida01,1993,0,ALS199307130,ATL,NL,1.0,9.0
ramirha01,2010,0,ALS201007130,FLO,NL,1.0,6.0
willite01,1959,1,NLS195907070,BOS,AL,1.0,
pinielo01,1972,0,NLS197207250,KCA,AL,1.0,
cuellmi01,1971,0,ALS197107130,BAL,AL,1.0,
francju01,1991,0,ALS199107090,TEX,AL,0.0,
wrighda03,2008,0,ALS200807150,NYN,NL,1.0,
nevinph01,2001,0,ALS200107100,SDN,NL,1.0,
jenksbo01,2007,0,NLS200707100,CHA,AL,0.0,
fernasi01,1986,0,NLS198607150,NYN,NL,1.0,
martipe02,2002,0,NLS200207090,BOS,AL,0.0,
henderi01,1987,0,ALS198707140,NYA,AL,1.0,8.0
radkebr01,1998,0,NLS199807070,MIN,AL,1.0,
mizelvi01,1959,2,NLS195908030,SLN,NL,0.0,
vaughar01,1938,0,NLS193807060,PIT,NL,0.0,
boudrlo01,1943,0,ALS194307130,CLE,AL,0.0,
daultda01,1993,0,ALS199307130,PHI,NL,1.0,2.0
newhoha01,1944,0,NLS194407110,DET,AL,1.0,
willite01,1960,2,ALS196007130,BOS,AL,1.0,
vernomi01,1953,0,NLS195307140,WS1,AL,1.0,3.0
fiskca01,1980,0,NLS198007080,BOS,AL,1.0,2.0
whitebi03,1964,0,NLS196407070,SLN,NL,1.0,
perezca01,1995,0,ALS199507110,MON,NL,1.0,
bluevi01,1978,0,NLS197807110,SFN,NL,1.0,1.0
walkela01,2001,0,ALS200107100,COL,NL,1.0,10.0
stiebda01,1988,0,NLS198807120,TOR,AL,1.0,
masiph01,1946,0,ALS194607090,BSN,NL,1.0,
drysddo01,1963,0,ALS196307090,LAN,NL,1.0,
rosepe01,1974,0,NLS197407230,CIN,NL,1.0,7.0
mcauldi01,1966,0,NLS196607120,DET,AL,1.0,6.0
crandde01,1956,0,ALS195607100,ML1,NL,0.0,
westma02,1940,0,NLS194007090,BSN,NL,1.0,9.0
fordwh01,1964,0,NLS196407070,NYA,AL,0.0,
hargast01,1967,0,ALS196707110,CLE,AL,0.0,
seaveto01,1978,0,NLS197807110,CIN,NL,0.0,
millest01,1961,1,NLS196107110,SFN,NL,1.0,
violafr01,1990,0,NLS199007100,NYN,NL,1.0,
wickmbo01,2005,0,ALS200507120,CLE,AL,1.0,
blausje01,1997,0,ALS199707080,ATL,NL,1.0,6.0
wertzvi01,1952,0,NLS195207080,DET,AL,0.0,
waltebu01,1937,0,ALS193707070,PHI,NL,1.0,
andujjo01,1979,0,ALS197907170,HOU,NL,1.0,
andruel01,2010,0,ALS201007130,TEX,AL,1.0,
coopece01,1980,0,NLS198007080,ML4,AL,1.0,
gordojo01,1939,0,ALS193907110,NYA,AL,1.0,4.0
fordwh01,1960,1,ALS196007110,NYA,AL,0.0,
hermabi01,1941,0,ALS194107080,BRO,NL,1.0,
polleho01,1949,0,NLS194907120,SLN,NL,1.0,
johnsbi03,1947,0,NLS194707080,NYA,AL,1.0,
ensbemo01,2005,0,ALS200507120,HOU,NL,1.0,
willima04,1999,0,ALS199907130,ARI,NL,1.0,5.0
tucketh01,1944,0,NLS194407110,CHA,AL,1.0,8.0
leeca01,2006,0,NLS200607110,MIL,NL,1.0,
haddiha01,1953,0,NLS195307140,SLN,NL,0.0,
templga01,1979,0,ALS197907170,SLN,NL,0.0,
morneju01,2007,0,NLS200707100,MIN,AL,1.0,
guidrro01,1978,0,NLS197807110,NYA,AL,1.0,
stuardi01,1961,1,NLS196107110,PIT,NL,1.0,
willibi01,1964,0,NLS196407070,CHN,NL,1.0,7.0
swishst01,1976,0,NLS197607130,CHN,NL,0.0,
hoffmtr01,1998,0,NLS199807070,SDN,NL,1.0,
joycema01,2011,0,NLS201107120,TBA,AL,1.0,
riceji01,1978,0,NLS197807110,BOS,AL,1.0,7.0
terryra01,1962,1,ALS196207100,NYA,AL,0.0,
pascuca02,1960,1,ALS196007110,WS1,AL,0.0,
higuete01,1986,0,NLS198607150,ML4,AL,1.0,
kileda01,1997,0,ALS199707080,HOU,NL,0.0,
robinfr02,1961,1,NLS196107110,CIN,NL,1.0,
triangu01,1959,2,NLS195908030,BAL,AL,0.0,
tewksbo01,1992,0,NLS199207140,SLN,NL,1.0,
randowi01,1976,0,NLS197607130,NYA,AL,0.0,
garvest01,1977,0,ALS197707190,LAN,NL,1.0,3.0
larkiba01,1997,0,ALS199707080,CIN,NL,0.0,
dyeje01,2006,0,NLS200607110,CHA,AL,1.0,
shortch02,1967,0,ALS196707110,PHI,NL,1.0,
schmimi01,1976,0,NLS197607130,PHI,NL,1.0,
hernake01,1986,0,NLS198607150,NYN,NL,1.0,3.0
guerrpe01,1985,0,ALS198507160,LAN,NL,0.0,
willibe02,1998,0,NLS199807070,NYA,AL,0.0,
loducpa01,2004,0,NLS200407130,LAN,NL,1.0,
goodedw01,1988,0,NLS198807120,NYN,NL,1.0,1.0
moorege03,1937,0,ALS193707070,BSN,NL,0.0,
westbja01,2004,0,NLS200407130,CLE,AL,0.0,
santoro01,1963,0,ALS196307090,CHN,NL,1.0,
aaronha01,1961,1,NLS196107110,ML1,NL,1.0,
cruzjo01,1980,0,NLS198007080,HOU,NL,0.0,
fieldce01,1991,0,ALS199107090,DET,AL,1.0,3.0
vaughar01,1935,0,ALS193507080,PIT,NL,1.0,6.0
pavliro01,1996,0,NLS199607090,TEX,AL,1.0,
morame01,2003,0,ALS200307150,BAL,AL,1.0,
leonadu02,1944,0,NLS194407110,WS1,AL,0.0,
rojasco01,1971,0,ALS197107130,KCA,AL,1.0,
galaran01,1997,0,ALS199707080,COL,NL,1.0,
gibsobo01,1972,0,NLS197207250,SLN,NL,1.0,1.0
yastrca01,1968,0,NLS196807090,BOS,AL,1.0,8.0
hernawi01,1985,0,ALS198507160,DET,AL,1.0,
jacksre01,1969,0,ALS196907230,OAK,AL,1.0,8.0
aaronha01,1958,0,ALS195807080,ML1,NL,1.0,9.0
morgajo02,1973,0,ALS197307240,CIN,NL,1.0,4.0
woodlge01,1959,2,NLS195908030,BAL,AL,1.0,
winfida01,1985,0,ALS198507160,NYA,AL,1.0,9.0
stillku01,1988,0,NLS198807120,KCA,AL,1.0,
willite01,1960,1,ALS196007110,BOS,AL,1.0,
schumha02,1935,0,ALS193507080,NY1,NL,1.0,
gastoci01,1970,0,NLS197007140,SDN,NL,1.0,
riceji01,1986,0,NLS198607150,BOS,AL,1.0,
tablepa01,1987,0,ALS198707140,CLE,AL,1.0,
robinbr01,1969,0,ALS196907230,BAL,AL,1.0,
decindo01,1983,0,ALS198307060,CAL,AL,1.0,
hartco01,2008,0,ALS200807150,MIL,NL,1.0,
thomsbo01,1952,0,NLS195207080,NY1,NL,1.0,5.0
lynnfr01,1977,0,ALS197707190,BOS,AL,1.0,
bagbyji02,1942,0,NLS194207060,CLE,AL,0.0,
jimenub01,2010,0,ALS201007130,COL,NL,1.0,1.0
gossari01,1977,0,ALS197707190,PIT,NL,1.0,
belanma01,1976,0,NLS197607130,BAL,AL,1.0,
elstodo01,1959,1,NLS195907070,CHN,NL,1.0,
powervi01,1956,0,ALS195607100,KC1,AL,1.0,
vaughgr01,1998,0,NLS199807070,SDN,NL,1.0,
sievero01,1959,1,NLS195907070,WS1,AL,1.0,
lopezau01,1983,0,ALS198307060,DET,AL,0.0,
coopece01,1979,0,ALS197907170,ML4,AL,1.0,
passecl01,1946,0,ALS194607090,CHN,NL,1.0,1.0
palmeji01,1970,0,NLS197007140,BAL,AL,1.0,1.0
boyerke01,1961,2,ALS196107310,SLN,NL,0.0,
wallati01,1990,0,NLS199007100,MON,NL,1.0,
aaronha01,1957,0,NLS195707090,ML1,NL,1.0,9.0
benitar01,2004,0,NLS200407130,FLO,NL,0.0,
crandde01,1960,2,ALS196007130,ML1,NL,1.0,2.0
humeto01,1982,0,NLS198207130,CIN,NL,1.0,
hollima01,2011,0,NLS201107120,SLN,NL,1.0,7.0
frienbo01,1960,2,ALS196007130,PIT,NL,0.0,
alvisma01,1967,0,ALS196707110,CLE,AL,1.0,
musiast01,1959,2,NLS195908030,SLN,NL,1.0,3.0
martide01,1991,0,ALS199107090,MON,NL,1.0,
mayswi01,1969,0,ALS196907230,SFN,NL,1.0,
thompro01,1993,0,ALS199307130,SFN,NL,0.0,
vaughgr01,1996,0,NLS199607090,ML4,AL,0.0,
robinfr02,1962,2,NLS196207300,CIN,NL,1.0,
raineti01,1986,0,NLS198607150,MON,NL,1.0,
edmonji01,2003,0,ALS200307150,SLN,NL,1.0,8.0
rushbo01,1950,0,ALS195007110,CHN,NL,0.0,
aaronha01,1956,0,ALS195607100,ML1,NL,1.0,
whitalo01,1983,0,ALS198307060,DET,AL,1.0,
furilca01,1952,0,NLS195207080,BRO,NL,0.0,
coopewa01,1947,0,NLS194707080,NY1,NL,1.0,2.0
tejadmi01,2004,0,NLS200407130,BAL,AL,1.0,
heltoto01,2004,0,NLS200407130,COL,NL,1.0,
grimsro02,1978,0,NLS197807110,MON,NL,0.0,
berrayo01,1950,0,ALS195007110,NYA,AL,1.0,2.0
cirilje01,2000,0,NLS200007110,COL,NL,1.0,
hodgegi01,1949,0,NLS194907120,BRO,NL,1.0,
bondsba01,1994,0,NLS199407120,SFN,NL,1.0,7.0
guerrpe01,1981,0,ALS198108090,LAN,NL,1.0,
molitpa01,1988,0,NLS198807120,ML4,AL,1.0,4.0
bellgu01,1957,0,NLS195707090,CIN,NL,1.0,
brownto05,1991,0,ALS199107090,CIN,NL,0.0,
hudsosi01,1942,0,NLS194207060,WS1,AL,0.0,
johnsra05,1999,0,ALS199907130,ARI,NL,1.0,
blassst01,1972,0,NLS197207250,PIT,NL,1.0,
alouma01,1968,0,NLS196807090,PIT,NL,1.0,
newcodo01,1951,0,ALS195107100,BRO,NL,1.0,
purkebo01,1958,0,ALS195807080,CIN,NL,0.0,
rosenal01,1953,0,NLS195307140,CLE,AL,1.0,5.0
twitcwa01,1973,0,ALS197307240,PHI,NL,1.0,
kellge01,1948,0,ALS194807130,DET,AL,0.0,
mahafar01,1961,2,ALS196107310,PHI,NL,1.0,
kinerra01,1948,0,ALS194807130,PIT,NL,1.0,
cashno01,1972,0,NLS197207250,DET,AL,1.0,
baineha01,1999,0,ALS199907130,BAL,AL,1.0,
reynocr01,1978,0,NLS197807110,SEA,AL,0.0,
higgipi01,1934,0,NLS193407100,PHA,AL,0.0,
krukjo01,1992,0,NLS199207140,PHI,NL,1.0,
ripkeca01,1993,0,ALS199307130,BAL,AL,1.0,6.0
joynewa01,1986,0,NLS198607150,CAL,AL,1.0,3.0
loducpa01,2006,0,NLS200607110,NYN,NL,1.0,2.0
fellebo01,1946,0,ALS194607090,CLE,AL,1.0,1.0
grimbo01,1957,0,NLS195707090,NYA,AL,1.0,
baergca01,1993,0,ALS199307130,CLE,AL,1.0,
aaronha01,1967,0,ALS196707110,ATL,NL,1.0,8.0
alomaro01,1990,0,NLS199007100,SDN,NL,1.0,
rodrial01,2004,0,NLS200407130,NYA,AL,1.0,5.0
whitefr01,1982,0,NLS198207130,KCA,AL,1.0,
labincl01,1956,0,ALS195607100,BRO,NL,0.0,
sainjo01,1948,0,ALS194807130,BSN,NL,1.0,
smithed04,1942,0,NLS194207060,CHA,AL,0.0,
hackst01,1941,0,ALS194107080,CHN,NL,1.0,5.0
hendeda01,1991,0,ALS199107090,OAK,AL,1.0,9.0
slaugen01,1949,0,NLS194907120,SLN,NL,1.0,
smithoz01,1992,0,NLS199207140,SLN,NL,1.0,6.0
marshwi01,1942,0,NLS194207060,NY1,NL,1.0,
vandejo01,1939,0,ALS193907110,CIN,NL,0.0,
rolfere01,1937,0,ALS193707070,NYA,AL,1.0,5.0
greggha01,1945,0,,BRO,NL,0.0,
smithoz01,1988,0,NLS198807120,SLN,NL,1.0,6.0
durhara01,2000,0,NLS200007110,CHA,AL,1.0,
loftoke01,1996,0,NLS199607090,CLE,AL,1.0,8.0
wanerpa01,1937,0,ALS193707070,PIT,NL,1.0,9.0
fellebo01,1938,0,NLS193807060,CLE,AL,0.0,
ripkeca01,2001,0,ALS200107100,BAL,AL,1.0,6.0
ottme01,1938,0,NLS193807060,NY1,NL,1.0,8.0
gehrich01,1935,0,ALS193507080,DET,AL,1.0,4.0
messean01,1975,0,ALS197507150,LAN,NL,0.0,
alomaro01,1991,0,ALS199107090,TOR,AL,1.0,4.0
baileed01,1956,0,ALS195607100,CIN,NL,1.0,2.0
triangu01,1958,0,ALS195807080,BAL,AL,1.0,2.0
reynoal01,1954,0,ALS195407130,NYA,AL,0.0,
peavyja01,2012,0,ALS201207100,CHA,AL,,
clemero02,1998,0,NLS199807070,TOR,AL,1.0,
jacksre01,1983,0,ALS198307060,CAL,AL,0.0,
claytro01,1997,0,ALS199707080,SLN,NL,1.0,
sandbry01,1988,0,NLS198807120,CHN,NL,1.0,4.0
dickebi01,1938,0,NLS193807060,NYA,AL,1.0,2.0
parrila02,1982,0,NLS198207130,DET,AL,1.0,
beckro01,1997,0,ALS199707080,SFN,NL,0.0,
crowaa01,2011,0,NLS201107120,KCA,AL,,
guerrvl01,2005,0,ALS200507120,LAA,AL,1.0,9.0
zimmedo01,1961,1,NLS196107110,CHN,NL,1.0,
reuscri01,1987,0,ALS198707140,PIT,NL,1.0,
johnsbo01,1938,0,NLS193807060,PHA,AL,1.0,
mungere01,1944,0,NLS194407110,SLN,NL,0.0,
benchjo01,1980,0,NLS198007080,CIN,NL,1.0,2.0
blackew01,1950,0,ALS195007110,CIN,NL,1.0,
fickro01,2002,0,NLS200207090,DET,AL,1.0,
willisc01,1999,0,ALS199907130,CIN,NL,0.0,
brownke01,2003,0,ALS200307150,LAN,NL,0.0,
raineti01,1987,0,ALS198707140,MON,NL,1.0,
mancugu01,1935,0,ALS193507080,NY1,NL,1.0,
whitede03,1998,0,NLS199807070,ARI,NL,1.0,
newhoha01,1948,0,ALS194807130,DET,AL,1.0,
piercbi02,1955,0,NLS195507120,CHA,AL,1.0,1.0
durenry01,1959,1,NLS195907070,NYA,AL,1.0,
