year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1984,NBA,LAC,LAC,WC,PC,4,11,,Los Angeles Clippers,3527,7119,1674,2208,56,188,1163,2434,3597,1934,1840,534,1587,497,8784,3737,7630,1604,74,263,2115,1248,2282,3530,2264,1887,770,1242,422,9152,0,0,20,21,11,30,0,0,26,34,11,19,0,31,51,82,19730.0,Los Angeles Memorial Sports Arena,32767,LAC
1977,NBA,DET,DET,WC,MW,4,9,,Detroit Pistons,3552,7424,1832,2490,0,0,1229,2601,3830,1840,1980,866,1858,330,8936,3688,7706,1662,0,0,2177,1244,2494,3738,2105,2088,902,1719,395,9038,0,0,24,17,14,27,0,0,16,24,8,12,0,38,44,82,19855.0,Cobo Arena,32767,DET
1968,NBA,SEA,SEA,,WD,6,0,,Seattle Supersonics,3543,8149,2105,2979,0,0,0,0,4498,1927,2281,0,0,0,9191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9589,0,0,18,18,6,29,6,5,0,0,15,23,0,30,52,82,19830.0,Seattle Center Coliseum,32767,SEA
2007,NBA,SEA,SEA,WC,NW,5,15,,Seattle Supersonics,3125,7032,1436,1866,313,939,971,2688,3659,1748,1680,531,1250,400,7999,3288,7136,1534,607,1576,2048,961,2655,3616,1997,1610,706,1033,440,8717,0,0,13,28,7,34,0,0,12,40,6,10,98,20,62,82,19830.0,KeyArena at Seattle Center,32767,
1997,NBA,CLE,CLE,EC,CD,5,6,C1,Cleveland Cavaliers,2817,6207,1653,2187,298,801,955,2331,3286,1894,1939,814,1418,419,7585,2689,6214,1642,341,992,2175,948,2229,3177,1790,1904,707,1444,455,7361,0,0,27,14,20,21,0,0,28,26,14,14,0,47,35,82,19830.0,Gund Arena,32767,CLE
1996,NBA,IND,IND,EC,CD,6,10,,Indiana Pacers,2851,6254,1687,2336,430,1130,1029,2390,3419,1750,1977,585,1338,394,7819,2799,6357,1642,499,1440,2182,1004,2261,3265,1737,1952,693,1289,418,7739,0,0,21,20,18,23,0,0,22,32,11,17,0,39,43,82,19930.0,Market Square Arena,32767,IND
1974,NBA,POR,POR,WC,PC,3,7,,Portland Trail Blazers,3414,7113,1680,2265,0,0,1049,2758,3807,2209,2055,755,1833,399,8508,3379,7502,1714,0,0,2178,1207,2572,3779,2090,2085,927,1607,383,8472,0,0,28,13,10,31,0,0,22,24,16,14,0,38,44,82,19880.0,Memorial Coliseum,32767,POR
1983,NBA,PHI,PHI,EC,AT,2,3,C1,Philadelphia 76ers,3384,6833,2041,2706,29,107,1181,2382,3563,2032,2040,807,1628,653,8838,3427,7136,1757,47,207,2367,1235,2237,3472,2062,2237,805,1559,483,8658,0,0,32,9,20,21,0,0,35,23,15,9,0,52,30,82,19955.0,The Spectrum,32767,PHI
1995,NBA,CLE,CLE,EC,CD,3,4,C1,Cleveland Cavaliers,2761,5998,1355,1775,596,1582,867,2055,2922,1818,1685,674,1073,340,7473,2674,5787,1400,513,1322,1844,874,2167,3041,1818,1667,504,1282,336,7261,0,0,26,15,21,20,0,0,29,25,13,15,0,47,35,82,19830.0,Gund Arena,32767,CLE
2006,NBA,BOS,BOS,EC,AT,5,15,,Boston Celtics,2858,6454,1670,2178,471,1283,918,2391,3309,1630,1971,589,1350,382,7857,2966,6337,1776,429,1212,2376,848,2476,3324,1811,1757,604,1250,449,8137,0,0,12,29,12,29,0,0,16,36,7,9,0,24,58,82,19855.0,TD Banknorth Garden,32767,
2007,NBA,MIL,MIL,EC,CD,5,13,,Milwaukee Bucks,3026,6745,1452,1980,452,1313,1055,2363,3418,1760,1748,544,1172,361,7956,3147,6562,1639,588,1530,2141,872,2464,3336,1913,1727,647,1081,404,8521,0,0,19,22,7,34,0,0,18,34,6,10,93,26,56,82,19855.0,Bradley Center,32767,
1989,NBA,NYK,NYK,EC,AT,3,5,CS,New York Knicks,3434,7089,1775,2349,236,710,1187,2426,3613,2140,1828,714,1412,492,8879,3497,7430,1598,171,543,2100,1249,2285,3534,2126,1869,719,1287,418,8763,0,0,29,12,16,25,0,0,30,24,17,9,0,45,37,82,19830.0,Madison Square Garden (IV),32767,NYK
1979,NBA,DET,DET,EC,CD,6,11,,Detroit Pistons,3643,7596,1590,2149,57,219,1226,2415,3641,1950,2069,783,1742,562,8933,3847,7761,1858,57,206,2405,1319,2572,3891,2306,1871,874,1583,470,9609,0,0,13,28,3,38,0,0,11,49,4,26,0,16,66,82,19780.0,Pontiac Silverdome,32767,DET
1977,NBA,ATL,ATL,EC,CD,4,6,C1,Atlanta Hawks,3335,7253,1836,2316,0,0,1160,2359,3519,1901,2470,916,1592,408,8506,3162,6671,2193,0,0,2930,1160,2606,3766,1774,2122,750,1980,484,8517,0,0,29,12,12,29,0,0,20,20,8,12,0,41,41,82,19830.0,Omni Coliseum,32767,ATL
1993,NBA,ATL,ATL,EC,CD,1,1,CS,Atlanta Hawks,3247,7039,1556,2070,268,830,1250,2423,3673,2056,1625,915,1252,449,8318,3163,6954,1285,275,872,1732,1157,2358,3515,1897,1722,641,1465,338,7886,0,0,36,5,21,20,0,0,42,14,21,7,0,57,25,82,19755.0,Omni Coliseum,32767,ATL
1967,NBA,CIN,SAC,,ED,5,0,,Cincinnati Royals,3679,7864,2204,2892,0,0,0,0,5129,2048,2016,0,0,0,9562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9631,610,0,18,12,13,23,8,8,0,0,18,22,0,39,43,82,19805.0,Cincinnati Gardens,32767,CIN
2010,NBA,PHI,PHI,EC,AT,3,0,C1,Philadelphia 76ers,3125,6776,1426,1851,443,1248,850,2578,3428,1861,1592,621,1063,355,8119,2996,6638,1536,1987,468,1375,881,2608,3489,1762,1544,583,1168,376,7996,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,,,0,
1966,NBA,STL,ATL,,WD,2,0,DF,St. Louis Hawks,3547,8004,2110,2979,0,0,0,0,5219,1708,2173,0,0,0,9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9334,694,0,18,11,12,21,9,10,0,0,21,15,0,39,42,81,19540.0,Kiel Auditorium,32767,STL
1951,NBA,PHW,GSW,,ED,4,0,DS,Philadelphia Warriors,2039,5367,1634,2143,0,0,0,0,3647,1593,1806,0,0,0,5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795,421,0,24,7,6,25,3,1,0,0,14,22,0,33,33,66,16015.0,Philadelphia Arena,32767,PHW
1946,NBA,PRO,PRO,,ED,4,0,,Providence Steamrollers,1629,5582,1092,1666,0,0,0,0,0,481,1215,0,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450,0,0,19,11,9,21,0,0,0,0,12,18,0,28,32,60,14600.0,Rhode Island Auditorium,0,PRO
1999,NBA,POR,POR,WC,PC,2,3,CF,Portland Trail Blazers,3021,6430,1542,2029,407,1128,966,2560,3526,1925,1865,633,1243,396,7991,2825,6557,1422,394,1195,1985,978,2220,3198,1705,1872,652,1186,350,7466,0,0,30,11,29,12,0,0,38,14,21,3,0,59,23,82,19780.0,Rose Garden Arena,32767,POR
2008,NBA,HOU,HOU,WC,SW,2,5,CS,Houston Rockets,2959,6526,1531,1903,621,1656,861,2662,3523,1662,1553,548,1167,355,8070,2991,6735,1296,464,1298,1730,873,2398,3271,1620,1689,588,1022,435,7742,0,0,33,8,20,21,0,0,35,17,9,7,93,53,29,82,19805.0,Toyota Center,32767,
1985,NBA,DAL,DAL,WC,MW,3,4,CS,Dallas Mavericks,3631,7254,2050,2643,141,446,1059,2454,3513,2108,1733,605,1289,369,9453,3864,7689,1545,90,311,2049,1219,2469,3688,2381,2196,617,1279,423,9363,0,0,26,15,18,23,0,0,33,27,16,14,0,44,38,82,19805.0,Reunion Arena,32767,DAL
1978,NBA,PHO,PHO,WC,PC,2,3,CF,Phoenix Suns,3847,7516,1765,2299,0,0,1083,2379,3462,2500,1944,915,1760,337,9459,3775,7626,1606,0,0,2127,1238,2424,3662,2091,2144,890,1841,402,9156,0,0,32,9,18,23,0,0,21,19,11,9,0,50,32,82,19780.0,Arizona Veterans Memorial Coliseum,32767,PHO
2001,NBA,DAL,DAL,WC,MW,2,4,CS,Dallas Mavericks,3200,6930,1608,1994,621,1645,918,2568,3486,1811,1842,581,992,392,8629,3094,6851,1640,452,1293,2184,1065,2600,3665,1865,1788,589,1155,377,8280,0,0,30,11,27,14,0,0,34,18,16,8,0,57,25,82,19880.0,American Airlines Center,32767,DAL
1986,NBA,NJN,NJN,EC,AT,4,10,,New Jersey Nets,3374,7083,2000,2607,145,449,1169,2409,3578,1991,2353,643,1617,397,8893,3418,7125,2353,118,366,3018,1129,2352,3481,1958,2126,814,1357,566,9307,0,0,19,22,5,36,0,0,20,38,12,12,0,24,58,82,19855.0,Brendan Byrne Arena,32767,NJN
2004,NBA,GSW,GSW,WC,PC,4,12,,Golden State Warriors,3029,7039,1412,1955,624,1774,1069,2436,3505,1811,1833,642,1112,420,8094,3133,6838,1555,450,1239,2087,1057,2771,3828,1858,1782,570,1257,417,8271,0,0,20,21,14,27,0,0,20,32,6,10,0,34,48,82,19905.0,Oakland Arena,32767,GSW
1998,NBA,CHI,CHI,EC,CD,8,15,,Chicago Bulls,1539,3837,840,1185,177,612,573,1394,1967,1017,1112,436,774,169,4095,1723,3786,914,208,612,1247,551,1568,2119,1099,1074,444,782,285,4568,0,0,8,17,5,20,0,0,11,33,4,19,0,13,37,50,12075.0,United Center,32767,CHI
1984,NBA,PHO,PHO,WC,PC,3,8,C1,Phoenix Suns,3507,7144,1757,2280,87,307,1026,2425,3451,2335,2034,727,1583,349,8858,3605,7309,1756,65,224,2295,1125,2416,3541,2181,2019,771,1468,410,9031,0,0,26,15,10,31,0,0,27,33,15,15,0,36,46,82,19805.0,Arizona Veterans Memorial Coliseum,32767,PHO
1950,NPBL,AND,AND,,EA,2,0,,Anderson Packers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,0,0,15,4,6,18,0,0,0,0,0,0,0,22,22,44,,Anderson High School Wigwam,0,
1964,NBA,NYK,NYK,,ED,4,0,,New York Knicks,3339,7834,1915,2684,0,0,0,0,5206,1550,2283,0,0,0,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8886,674,638,16,19,8,22,7,8,0,0,10,20,0,31,49,80,19500.0,Madison Square Garden (III),32767,NYK
2007,NBA,NJN,NJN,EC,AT,4,10,,New Jersey Nets,2856,6450,1647,2237,498,1430,913,2520,3433,1925,1855,521,1178,390,7857,2982,6543,1774,534,1448,2311,896,2517,3413,1810,1836,662,1050,362,8272,0,0,21,20,13,28,0,0,26,26,4,12,93,34,48,82,19830.0,Izod Center,32767,
1984,NBA,WSB,WAS,EC,AT,4,6,C1,Washington Bullets,3534,7383,1478,1989,109,398,1012,2395,3407,2088,1869,709,1282,393,8655,3494,7179,1623,66,232,2172,1119,2673,3792,1988,1833,630,1467,397,8677,0,0,28,13,12,29,0,0,28,30,11,13,0,40,42,82,19855.0,Capital Centre,32767,WAS
2009,NBA,MIA,MIA,EC,SE,3,0,C1,Miami Heat,2984,6518,1452,1931,494,1426,875,2553,3428,1548,1710,605,1079,457,7914,2813,6408,1577,524,1531,2091,856,2483,3339,1545,1639,517,1184,355,7727,0,0,0,0,0,0,0,0,0,0,0,0,92,47,35,0,,,0,
2008,NBA,DET,DET,EC,CD,3,8,C1,Detroit Pistons,2981,6559,1388,1849,377,1079,949,2448,3397,1689,1712,493,973,377,7727,2876,6380,1580,435,1228,2039,861,2453,3314,1651,1612,461,964,342,7767,0,0,21,20,18,23,0,0,26,26,7,9,89,39,43,82,19905.0,The Palace of Auburn Hills,32767,
1971,NBA,NYK,NYK,EC,AT,2,2,F,New York Knicks,3521,7673,1743,2303,0,0,0,0,3909,1985,1899,0,0,0,8785,3332,7513,1920,0,0,2565,0,0,4169,1626,1892,0,0,0,8584,0,0,27,14,20,19,1,1,23,15,11,7,0,48,34,82,19805.0,Madison Square Garden (IV),32767,NYK
1952,NBA,FTW,DET,,WD,3,0,DF,Fort Wayne Pistons,1876,5230,1839,2491,0,0,0,0,3548,1438,2119,0,0,0,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5599,394,0,25,9,8,19,3,5,0,0,18,22,0,36,33,69,16810.0,War Memorial Coliseum,0,FWP
2003,NBA,LAL,LAL,WC,PC,1,2,F,Los Angeles Lakers,3028,6676,1631,2352,365,1115,1001,2535,3536,1948,1732,682,1132,379,8052,2920,6640,1472,420,1247,1964,922,2558,3480,1708,2024,616,1254,308,7732,0,0,34,7,22,19,0,0,31,21,15,9,0,56,26,82,19855.0,Staples Center,32767,LAL
1997,NBA,MIL,MIL,EC,CD,7,13,,Milwaukee Bucks,2918,6399,1663,2167,249,703,1035,2236,3271,1649,1915,733,1383,357,7748,2911,6319,1779,304,929,2393,1001,2260,3261,1746,1808,765,1348,398,7905,0,0,21,20,15,26,0,0,20,34,9,19,0,36,46,82,19930.0,Bradley Center,32767,MIL
1987,NBA,CHI,CHI,EC,CD,2,3,CS,Chicago Bulls,3434,7015,1685,2221,56,243,1170,2459,3629,2149,1849,712,1263,475,8609,3276,6967,1670,108,368,2205,1023,2268,3291,2079,1880,597,1244,415,8330,0,0,30,11,20,21,0,0,34,24,16,13,0,50,32,82,19855.0,Chicago Stadium,32767,CHI
1957,NBA,BOS,BOS,,ED,1,0,F,Boston Celtics,3006,7759,1904,2585,0,0,0,0,5402,1508,1723,0,0,0,7916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520,578,0,25,4,17,13,7,6,0,0,20,16,0,49,23,72,17305.0,Boston Garden,32767,BOS
2001,NBA,LAL,LAL,WC,PC,2,3,NC,Los Angeles Lakers,3150,6840,1494,2138,510,1439,1022,2607,3629,1882,1823,625,1040,478,8304,2872,6777,1577,399,1259,2072,1016,2526,3542,1643,1890,587,1148,354,7720,0,0,34,7,24,17,0,0,37,15,16,8,0,58,24,82,19780.0,Staples Center,32767,LAL
2003,NBA,CLE,CLE,EC,CD,5,9,,Cleveland Cavaliers,2922,6753,1528,2030,247,786,1118,2619,3737,1808,1743,585,1216,537,7619,2956,6759,1491,431,1162,1990,971,2475,3446,1783,1656,635,1071,434,7834,0,0,23,18,12,29,0,0,29,25,14,14,0,35,47,82,19855.0,Gund Arena,32767,CLE
1976,NBA,KCK,SAC,WC,MW,4,8,,Kansas City Kings,3561,7733,1706,2140,0,0,1222,2593,3815,1982,2173,849,1576,386,8828,3422,7244,1912,0,0,2513,1097,2739,3836,1744,2030,722,1755,392,8756,0,0,28,13,12,29,0,0,17,23,7,13,0,40,42,82,19830.0,Kemper Arena,32767,KCK
1969,NBA,MIL,MIL,,ED,2,0,DF,Milwaukee Bucks,3923,8041,1895,2589,0,0,0,0,4419,2168,1971,0,0,0,9741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9363,0,0,27,11,24,14,5,1,0,0,27,13,0,56,26,82,19780.0,Milwaukee Arena,32767,MIL
1980,NBA,PHO,PHO,WC,PC,1,1,CS,Phoenix Suns,3587,7326,1810,2430,35,161,1234,2490,3724,2205,1996,876,1733,416,9019,3368,7221,1762,69,209,2383,1160,2284,3444,1970,2116,912,1752,401,8567,0,0,36,5,21,20,0,0,44,16,22,8,0,57,25,82,19755.0,Arizona Veterans Memorial Coliseum,32767,PHO
1955,NBA,SYR,PHI,,ED,3,0,DF,Syracuse Nationals,2466,6661,2044,2703,0,0,0,0,4060,1710,1783,0,0,0,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6975,314,0,23,8,9,19,3,10,0,0,15,21,0,35,37,72,17555.0,Onondaga War Memorial,32767,SYR
2011,NBA,CHA,CHA,EC,SE,5,0,,Charlotte Bobcats,2193,5293,1090,1462,263,892,677,1894,2571,1326,1249,397,957,361,5739,2568,5411,1115,1486,406,1142,778,2193,2971,1537,1341,499,890,378,6657,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59,0,,,0,
1972,NBA,ATL,ATL,EC,CD,2,4,CS,Atlanta Hawks,3700,8033,1819,2482,0,0,0,0,4174,2074,1916,0,0,0,9219,3758,8152,1696,0,0,2193,0,0,4147,2020,2104,0,0,0,9212,0,0,28,13,17,23,1,0,25,21,10,12,0,46,36,82,19830.0,Omni Coliseum,32767,ATL
1975,NBA,HOU,HOU,EC,CD,3,6,,Houston Rockets,3546,7304,1616,2046,0,0,1059,2644,3703,2213,2045,656,1665,359,8708,3603,7551,1568,0,0,2072,1116,2473,3589,2028,2050,684,1522,311,8774,0,0,28,13,12,29,0,0,23,23,14,12,0,40,42,82,19755.0,The Summit,32767,HOU
1945,NBL,FTW,DET,,EA,1,0,CF,Fort Wayne Zollner Pistons,765,0,467,0,0,0,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,0,0,14,3,12,5,0,0,0,0,0,0,0,26,8,34,,,0,FWZ
2005,NBA,UTA,UTA,WC,NW,2,9,,Utah Jazz,2744,6207,1774,2466,311,925,1071,2380,3451,1772,2032,524,1290,492,7573,2730,6077,1839,490,1297,2466,871,2237,3108,1511,2104,663,1166,463,7789,0,0,22,19,19,22,0,0,26,26,11,5,0,41,41,82,19880.0,Delta Center,32767,UTA
1947,PBLA,SPR,SPR,,SO,8,0,,Springfield Squires,156,0,73,144,0,0,0,0,0,0,137,0,0,0,385,169,0,109,175,0,0,0,0,0,0,120,0,0,0,447,0,0,1,2,0,5,0,0,0,0,0,0,0,1,7,8,,Mosque Temple,0,
1967,ABA,KEN,KEN,,ED,4,0,DS,Kentucky Colonels,3044,7427,1921,2677,141,461,0,0,4404,1165,1928,0,1319,0,8150,2997,7236,2112,101,393,2890,0,0,4262,1043,1880,0,1350,0,8207,0,0,25,14,10,26,1,2,0,0,17,25,0,36,42,78,18795.0,Louisville Convention Center,0,KEN
1971,NBA,SEA,SEA,WC,PC,3,6,,Seattle Supersonics,3461,7457,2035,2659,0,0,0,0,4123,1976,1738,0,0,0,8957,3619,8029,1681,0,0,2248,0,0,4183,2037,1975,0,0,0,8919,0,0,28,12,18,22,1,1,21,23,12,12,0,47,35,82,19755.0,Seattle Center Coliseum,32767,SEA
2007,NBA,MIN,MIN,WC,NW,4,13,,Minnesota Timberwolves,3076,6817,1246,1693,441,1259,964,2428,3392,1630,1885,616,1143,306,7839,3056,6481,1742,541,1516,2266,871,2545,3416,1899,1434,610,1064,468,8395,0,0,15,26,7,34,0,0,14,38,3,13,93,22,60,82,19730.0,Target Center,32767,
1985,NBA,ATL,ATL,EC,CD,2,4,CS,Atlanta Hawks,3447,7029,1979,2704,33,166,1249,2405,3654,2025,2170,736,1483,434,8906,3360,7074,1905,87,283,2508,1202,2329,3531,1945,2129,697,1494,371,8712,0,0,34,7,16,25,0,0,35,23,21,9,0,50,32,82,19805.0,Omni Coliseum,32767,ATL
1992,NBA,SAC,SAC,WC,PC,7,11,,Sacramento Kings,3360,7264,1865,2447,262,788,1137,2281,3418,2075,2085,768,1364,348,8847,3420,7024,2054,213,680,2711,1138,2562,3700,2073,2010,767,1466,551,9107,0,0,16,25,9,32,0,0,18,36,6,24,0,25,57,82,19780.0,ARCO Arena (II),32767,SAC
2006,NBA,HOU,HOU,WC,SW,3,5,C1,Houston Rockets,2906,6528,1436,1906,705,1893,880,2673,3553,1704,1710,583,1162,337,7953,2793,6503,1497,472,1346,2000,800,2548,3348,1588,1631,571,1163,353,7555,0,0,28,13,24,17,0,0,28,24,8,8,0,52,30,82,19855.0,Toyota Center,32767,
1978,NBA,DEN,DEN,WC,MW,2,4,C1,Denver Nuggets,3517,7311,2046,2841,0,0,1307,2596,3903,2166,2106,673,1666,416,9080,3631,7616,1713,0,0,2277,1218,2429,3647,2173,2262,738,1529,471,8975,0,0,29,12,18,23,0,0,24,16,8,8,0,47,35,82,19705.0,McNichols Sports Arena,32767,DEN
1996,NBA,POR,POR,WC,PC,3,5,C1,Portland Trail Blazers,3000,6465,1613,2261,501,1401,1058,2494,3552,1710,1928,640,1357,435,8114,2798,6423,1719,457,1279,2327,952,2197,3149,1703,1887,656,1242,428,7772,0,0,29,12,20,21,0,0,36,16,15,9,0,49,33,82,19855.0,Rose Garden Arena,32767,POR
1970,ABA,MMP,MMS,,WD,3,0,DS,Memphis Pros,3700,8383,1664,2287,111,415,0,0,4638,1893,2164,0,1551,0,9175,3459,7935,2142,174,568,2857,0,0,4425,1725,1892,0,1603,0,9234,0,0,18,14,16,25,7,4,0,0,22,24,0,41,43,84,20260.0,Mid-South Coliseum,32767,MPP
2010,NBA,CHA,CHA,EC,SE,4,0,,Charlotte Bobcats,2873,6365,1511,1999,393,1203,848,2444,3292,1728,1637,524,1192,433,7650,2956,6492,1489,1908,577,1609,804,2446,3250,1777,1730,601,1082,496,7978,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,0,,,0,
1981,NBA,HOU,HOU,WC,MW,2,6,C1,Houston Rockets,3504,7366,1622,2225,50,176,1403,2284,3687,1977,1871,648,1321,429,8680,3566,7180,1503,48,202,2011,1170,2304,3474,2128,2047,678,1341,353,8683,0,0,25,16,21,20,0,0,35,25,17,13,0,46,36,82,19780.0,The Summit,32767,HOU
2002,NBA,GSW,GSW,WC,PC,6,11,,Golden State Warriors,3061,6941,1853,2382,425,1235,1284,2546,3830,1712,1786,594,1295,506,8400,3240,7175,1575,438,1177,2084,1204,2388,3592,1934,1936,710,1121,491,8493,0,0,24,17,14,27,0,0,19,33,8,16,0,38,44,82,19755.0,The Arena in Oakland,32767,GSW
2006,NBA,SAS,SAS,WC,SW,2,3,NC,San Antonio Spurs,2999,6328,1486,1980,595,1561,761,2576,3337,1814,1588,587,1136,417,8079,2860,6462,1300,368,1101,1756,828,2379,3207,1416,1739,579,1176,337,7388,0,0,31,10,27,14,0,0,38,14,10,6,0,58,24,82,19780.0,AT&T Center,32767,
1987,NBA,NYK,NYK,EC,AT,2,8,C1,New York Knicks,3363,7232,1750,2306,179,567,1286,2194,3480,2012,2361,789,1518,445,8655,3202,6710,2177,114,375,2806,1155,2284,3439,2005,1969,705,1631,447,8695,0,0,29,12,9,32,0,0,27,31,10,14,0,38,44,82,19805.0,Madison Square Garden (IV),32767,NYK
1994,NBA,LAC,LAC,WC,PC,7,13,,Los Angeles Clippers,3060,6888,1476,2079,331,1051,1064,2076,3140,1805,2152,787,1334,435,7927,3207,6470,1876,388,1049,2503,1083,2536,3619,1917,1905,693,1506,459,8678,0,0,13,28,4,37,0,0,10,44,6,24,0,17,65,82,19880.0,Los Angeles Memorial Sports Arena,32767,LAC
1995,NBA,BOS,BOS,EC,AT,5,11,,Boston Celtics,3163,6942,1630,2284,539,1453,1050,2427,3477,1792,2041,653,1302,406,8495,3296,6856,1767,415,1162,2366,1040,2590,3630,1916,1965,667,1314,489,8774,0,0,18,23,15,26,0,0,23,31,12,12,0,33,49,82,19905.0,FleetCenter,32767,BOS
2003,NBA,PHI,PHI,EC,AT,5,11,,Philadelphia 76ers,2682,6260,1512,2009,339,992,941,2408,3349,1640,1701,654,1307,358,7215,2751,6369,1474,443,1329,1982,996,2398,3394,1747,1757,678,1245,463,7419,0,0,21,20,12,29,0,0,23,31,10,14,0,33,49,82,19855.0,Wachovia Center,32767,PHI
1972,NBA,CLE,CLE,EC,CD,4,6,,Cleveland Cavaliers,3431,7884,1556,2084,0,0,0,0,4063,2106,1941,0,0,0,8418,3465,7673,1707,0,0,2230,0,0,4115,2311,1932,0,0,0,8637,0,0,20,21,10,27,2,2,20,26,8,14,0,32,50,82,19830.0,Cleveland Arena,32767,CLE
1954,NBA,SYR,PHI,,ED,1,0,NC,Syracuse Nationals,2360,6343,1837,2450,0,0,0,0,3933,1778,1658,0,0,0,6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6457,283,0,25,7,10,16,8,6,0,0,21,15,0,43,29,72,17330.0,Onondaga War Memorial,0,SYR
1971,NBA,GSW,GSW,WC,PC,2,4,CS,Golden State Warriors,3477,7923,1917,2500,0,0,0,0,4450,1854,1840,0,0,0,8871,3560,8082,1688,0,0,2265,0,0,4381,1968,1912,0,0,0,8808,0,0,27,8,21,20,3,3,26,18,14,10,0,51,31,82,19705.0,Oakland-Alameda County Coliseum Arena,32767,GSW
1968,ABA,DLC,SAS,,WD,4,0,DS,Dallas Chaparrals,3185,7155,2192,2948,95,301,0,0,4088,1320,2180,0,1473,0,8657,3188,7559,2193,141,485,3035,0,0,4146,1271,2114,0,1290,0,8710,0,0,24,13,14,21,3,3,0,0,24,24,0,41,37,78,18845.0,Moody Coliseum,0,DLC
1939,NBL,AGW,AGW,,EA,3,0,,Akron Goodyear Wingfoots,376,0,294,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,0,8,6,6,8,0,0,0,0,0,0,0,14,14,28,,,0,AGW
1972,NBA,PHI,PHI,EC,AT,4,8,,Philadelphia 76ers,3471,8264,1598,2130,0,0,0,0,4174,1688,1984,0,0,0,8540,3882,8215,1767,0,0,2358,0,0,4683,2239,1885,0,0,0,9531,0,0,5,26,2,36,2,11,4,42,2,20,0,9,73,82,19730.0,The Spectrum,32767,PHI
1968,NBA,CIN,SAC,,ED,5,0,,Cincinnati Royals,3565,7742,2262,3012,0,0,0,0,4525,1983,2031,0,0,0,9392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9476,0,0,15,13,16,21,10,7,0,0,20,20,0,41,41,82,19805.0,Cincinnati Gardens,32767,CIN
1982,NBA,GSW,GSW,WC,PC,5,9,,Golden State Warriors,3627,7508,1620,2199,34,150,1281,2284,3565,1964,2138,856,1606,430,8908,3706,7260,1751,42,167,2391,1249,2495,3744,2170,2026,758,1690,489,9205,0,0,21,20,9,32,0,0,22,38,11,19,0,30,52,82,19780.0,Oakland-Alameda County Coliseum Arena,32767,GSW
1971,NBA,HOU,HOU,WC,PC,4,7,,Houston Rockets,3590,8277,1813,2424,0,0,0,0,4433,1777,1992,0,0,0,8993,3542,7817,2037,0,0,2737,0,0,4298,1945,1944,0,0,0,9121,0,0,15,20,14,23,5,5,14,31,9,15,0,34,48,82,19730.0,Hofheinz Pavilion,32767,HOU
1976,NBA,BUF,LAC,EC,AT,4,10,,Buffalo Braves,3366,7475,1880,2492,0,0,1213,2623,3836,1883,1842,683,1699,392,8612,3786,7917,1404,0,0,1859,1268,2721,3989,2192,2129,729,1607,446,8976,0,0,23,18,7,34,0,0,12,28,6,10,0,30,52,82,19730.0,Buffalo Memorial Auditorium,32767,BUF
1947,NBA,NYK,NYK,,ED,2,0,R1,New York Knicks,1355,4724,868,1291,0,0,0,0,0,376,1076,0,0,0,3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,0,0,12,12,14,10,0,0,0,0,18,6,0,26,22,48,11545.0,Madison Square Garden (III),32767,NYK
1976,NBA,NYK,NYK,EC,AT,3,7,,New York Knicks,3659,7530,1587,2078,0,0,974,2680,3654,1956,2007,714,1680,304,8905,3577,7610,1752,0,0,2327,1163,2716,3879,1847,2008,793,1612,412,8906,0,0,26,15,14,27,0,0,19,21,8,8,0,40,42,82,19755.0,Madison Square Garden (IV),32767,NYK
