yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1975,AL,KCA,KCR,W,2,162,81.0,91,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",710,5491,1431,263,58,118,591,675.0,155.0,75.0,,,649,561,3,52,11,25,4368,1422,108,498,815,155,151.0,0,Канзас Сити Роялс,Стадион «Роялс»,1151836.0,103,102,KCR,KCA,KCA
1992,AL,NYA,NYY,E,4,162,81.0,76,86,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",733,5593,1462,281,18,163,536,903.0,78.0,37.0,,,746,679,4,20,9,44,4356,1453,129,612,851,112,165.0,0,Нью-Йорк Янкиз,Стадион Янки II,1748737.0,100,100,NYY,NYA,NYA
2000,NL,COL,COL,W,4,162,81.0,82,80,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",968,5660,1664,320,53,161,601,907.0,131.0,61.0,42.0,75.0,897,835,5,7,2,33,4290,1568,221,588,1001,94,176.0,0,Колорадо Рокиз,Корас Филд,3295129.0,125,125,COL,COL,COL
1973,NL,PHI,PHI,E,6,162,81.0,71,91,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",642,5546,1381,218,29,134,476,979.0,51.0,47.0,,,717,642,3,49,11,22,4341,1435,131,632,919,134,179.0,0,Филадельфия Филлис,Стадион «Ветераны»,1475934.0,102,103,PHI,PHI,PHI
1911,NL,BSN,ATL,,8,156,75.0,44,107,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",699,5308,1417,249,54,37,554,577.0,169.0,,,,1021,776,5,73,5,7,4122,1570,76,672,486,347,110.0,0,Бостонские вороватые,Южный конец земли III,116000.0,107,111,BSN,BSN,BSN
1902,AL,BLA,NYY,,8,141,64.0,50,88,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,715,4760,1318,202,107,33,417,429.0,189.0,,,,848,582,4,119,3,1,3630,1531,30,354,258,347,109.0,0,Балтимор Ориолс,Орион-Парк,174606.0,104,105,BLA,BLA,BLA
1871,NA,BS1,BNA,,3,31,,20,10,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,401,1372,426,70,37,3,60,19.0,73.0,,,,303,109,3,22,1,3,828,367,2,42,23,225,,0,Бостон Ред Стокингс,Южный конец I,,103,98,BOS,BS1,BS1
2010,NL,MIL,MIL,C,3,162,,77,85,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",750,5606,1471,293,33,182,546,1216.0,81.0,26.0,81.0,35.0,804,733,4,3,7,35,4317,1487,173,582,1258,115,141.0,0,Милвоки Брюэрс,Миллерс-Парк,,98,98,MIL,ML4,MIL
1931,NL,CIN,CIN,,8,154,77.0,58,96,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",592,5343,1439,241,70,21,403,463.0,24.0,,,,742,631,4,70,7,6,4035,1545,51,399,317,165,194.0,0,"""Синциннати Редс""",Кросслей Филд,263316.0,93,96,CIN,CIN,CIN
1977,AL,MIN,MIN,W,4,161,80.0,84,77,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",867,5639,1588,273,60,123,563,754.0,105.0,65.0,,,776,699,4,35,4,25,4326,1546,151,507,737,144,184.0,0,Миннесота Твинс,大都会体育场,1162727.0,99,99,MIN,MIN,MIN
1915,NL,PHI,PHI,,1,153,76.0,90,62,,,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",589,4916,1216,202,39,58,460,600.0,121.0,113.0,,,463,331,2,98,20,8,4122,1161,26,342,652,216,99.0,0,Филадельфия Филлис,Бакер-буль,449898.0,101,100,PHI,PHI,PHI
2000,NL,PHI,PHI,E,5,162,81.0,65,97,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",708,5511,1386,304,40,144,611,1117.0,102.0,30.0,44.0,37.0,830,763,4,8,6,34,4315,1458,201,640,1123,100,136.0,0,Филадельфия Филлис,Стадион «Ветераны»,1612769.0,100,101,PHI,PHI,PHI
1910,AL,SLA,BAL,,8,158,79.0,47,107,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",451,5077,1105,131,60,12,415,,169.0,,,,743,478,3,101,9,3,4173,1356,14,532,557,385,113.0,0,Сент-Луис Браунс,Спортивный парк IV,249889.0,94,98,SLB,SLA,SLA
1901,NL,BRO,LAD,,3,137,68.0,79,57,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,744,4879,1399,206,93,32,312,449.0,178.0,,,,600,423,3,111,7,5,3639,1244,18,435,583,281,99.0,0,Бруклин Супербэс,Вашингтон Парк III,198200.0,103,101,BRO,BRO,BRO
1987,NL,LAN,LAD,W,4,162,81.0,73,89,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",635,5517,1389,236,23,125,445,923.0,128.0,59.0,,,675,601,3,29,8,32,4365,1415,130,565,1097,155,144.0,0,Лос-Анджелес Доджерс,Стадион Доджер,2797409.0,98,98,LAD,LAN,LAN
1890,AA,RC2,ROC,,5,133,,63,63,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",709,4553,1088,131,64,31,446,538.0,310.0,,,,711,459,3,122,5,2,3483,1115,19,530,477,416,,0,Рочестер Бронкос,Кульвер-филд I,,93,92,ROC,RC2,RC2
1963,AL,KC1,OAK,,8,162,81.0,73,89,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",615,5495,1356,225,38,95,529,829.0,47.0,26.0,,,704,635,3,35,11,29,4374,1417,156,540,887,124,131.0,0,Канзас-Сити Атлетикс,Стадион «Муниципал» I,762364.0,106,108,KCA,KC1,KC1
1932,NL,BSN,ATL,,5,155,77.0,77,77,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",649,5506,1460,262,53,63,347,496.0,36.0,,,,655,555,3,72,8,8,4242,1483,61,420,440,152,145.0,0,Бостонские бразцы,Бравс Филд,507606.0,96,97,BSN,BSN,BSN
1985,NL,ATL,ATL,W,5,162,81.0,66,96,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",632,5526,1359,213,28,126,553,849.0,72.0,52.0,,,781,678,4,9,9,29,4371,1512,134,642,776,159,197.0,0,Атланта Брейвс,Атланта-Фултон Каунти Стадион,1350137.0,105,106,ATL,ATL,ATL
1972,NL,LAN,LAD,W,2,155,75.0,85,70,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",584,5270,1349,178,39,98,480,786.0,82.0,39.0,,,527,433,2,50,23,29,4209,1196,83,429,856,162,145.0,0,Лос-Анджелес Доджерс,Стадион Доджер,1860858.0,98,97,LAD,LAN,LAN
1886,NL,DTN,DTN,,2,126,,87,36,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",829,4501,1260,176,81,53,374,426.0,194.0,,,,538,349,2,122,8,0,3309,995,20,270,592,373,,0,Детройт Вулверинс,Рекреационный парк,,103,100,DTN,DTN,DTN
1917,AL,CLE,CLE,,3,156,78.0,88,66,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",584,4994,1224,218,64,13,549,596.0,210.0,,,,543,395,2,73,20,22,4236,1270,17,438,451,242,136.0,0,Кливленд Индианз,Лига Парк II,477298.0,107,106,CLE,CLE,CLE
2004,AL,OAK,OAK,W,2,162,81.0,91,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",793,5728,1545,336,15,189,608,1061.0,47.0,22.0,55.0,43.0,742,682,4,10,8,35,4414,1466,164,544,1034,91,172.0,0,Окленд Атлетикс,Колизей Network Associates,2201516.0,99,98,OAK,OAK,OAK
1956,NL,BRO,LAD,,1,154,77.0,93,61,,,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",720,5098,1315,212,36,179,649,738.0,65.0,37.0,,,601,543,3,46,12,30,4104,1251,171,441,772,111,149.0,0,Бруклин Доджерс,Эббетс-филд,1213562.0,109,107,BRO,BRO,BRO
1994,AL,DET,DET,E,5,115,58.0,53,62,,,,,652,3955,1048,216,25,161,520,897.0,46.0,33.0,,,671,609,5,15,1,20,3054,1139,148,449,560,82,90.0,0,Детройт Тайгерс,"Стадион ""Тигр""",1184783.0,101,101,DET,DET,DET
1906,NL,PHI,PHI,,4,154,77.0,71,82,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",528,4911,1183,197,47,12,432,,180.0,,,,564,388,2,108,21,5,4062,1201,18,436,500,271,83.0,0,Филадельфия Филлис,Бакер-буль,294680.0,100,99,PHI,PHI,PHI
1986,NL,SDN,SDP,W,4,162,81.0,74,88,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",656,5515,1442,239,25,136,484,917.0,96.0,68.0,,,723,640,3,13,7,32,4329,1406,150,607,934,135,135.0,0,Сан-Диего Падрес,Стадион «Джек Мёрфи»,1805716.0,98,98,SDP,SDN,SDN
1908,NL,PIT,PIT,,2,155,77.0,98,56,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",585,5109,1263,162,98,25,420,,186.0,,,,469,330,2,100,24,9,4206,1142,16,406,468,225,74.0,0,Питтсбург Пайретс,Экспозиционный парк,382444.0,100,98,PIT,PIT,PIT
1995,AL,SEA,SEA,W,1,145,73.0,79,66,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",796,4996,1377,276,20,182,549,871.0,110.0,41.0,,,708,644,4,9,8,39,3868,1343,149,591,1068,104,108.0,0,"""Сиэтл Маринерс""",Королевство,1643203.0,101,101,SEA,SEA,SEA
1983,AL,CAL,ANA,W,5,162,81.0,70,92,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",722,5640,1467,241,22,154,509,835.0,41.0,39.0,,,779,706,4,39,7,23,4422,1636,130,496,668,154,190.0,0,Калифорнийские ангелы,Анахаим Арена,2555016.0,99,99,CAL,CAL,CAL
1945,AL,CHA,CHW,,6,150,74.0,71,78,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",596,5077,1330,204,55,22,470,467.0,78.0,54.0,,,633,545,3,84,13,13,3990,1400,63,448,486,180,139.0,0,"Чикаго ""Белые Соксы""",Комиски-Парк,657981.0,97,98,CHW,CHA,CHA
1994,AL,KCA,KCR,C,3,115,59.0,64,51,,,,,574,3911,1051,211,38,100,376,698.0,140.0,62.0,,,532,485,4,5,3,38,3093,1018,95,392,717,80,102.0,0,Канзас Сити Роялс,Кейф-Мэнер-Сидар-Стрит-Арена,1400494.0,104,104,KCR,KCA,KCA
1974,NL,LAN,LAD,W,1,162,81.0,102,60,Да,,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",798,5557,1511,231,34,139,597,820.0,149.0,75.0,,,561,483,2,33,19,23,4395,1272,112,464,943,157,122.0,0,Лос-Анджелес Доджерс,Стадион Доджер,2632474.0,96,94,LAD,LAN,LAN
1934,NL,BRO,LAD,,6,153,77.0,71,81,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",748,5427,1526,284,52,79,548,555.0,55.0,,,,795,674,4,66,6,12,4062,1540,81,475,520,180,141.0,0,Бруклин Доджерс,Эббетс-филд,434188.0,95,96,BRO,BRO,BRO
2008,AL,TBA,TBD,E,1,162,,97,65,Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",774,5541,1443,284,37,180,626,1224.0,142.0,50.0,68.0,52.0,671,618,3,7,12,52,4373,1349,166,526,1143,90,153.0,0,Тампа-Бэй Рэйс,Тропикана Филд,1811986.0,101,101,TBR,TBA,TBA
1963,AL,LAA,ANA,,9,161,81.0,70,91,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",597,5506,1378,208,38,95,448,916.0,43.0,30.0,,,660,569,3,30,13,31,4365,1317,120,578,889,163,155.0,0,Лос-Анджелес Ангелы,Стадион Доджер,821015.0,94,94,LAA,LAA,LAA
1924,NL,PIT,PIT,,3,153,77.0,90,63,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",724,5288,1517,222,122,44,366,396.0,181.0,92.0,,,588,502,3,85,15,5,4146,1387,42,323,364,183,161.0,0,Питтсбург Пайретс,Форбс Филд,736883.0,102,99,PIT,PIT,PIT
1871,NA,TRO,TRO,,6,29,,13,15,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,351,1248,384,51,34,6,49,19.0,62.0,,,,362,153,5,28,0,0,750,431,4,75,12,198,,0,Трой Хеймейкерс,Площади хамовников,,101,100,TRO,TRO,TRO
1902,NL,PIT,PIT,,1,142,71.0,103,36,,,Да,,775,4926,1410,189,95,18,372,446.0,222.0,,,,440,323,2,131,21,3,3792,1142,4,250,564,247,87.0,0,Питтсбург Пайретс,Экспозиционный парк,243826.0,104,99,PIT,PIT,PIT
1980,NL,NYN,NYM,E,5,162,82.0,67,95,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",611,5478,1407,218,41,61,501,840.0,158.0,99.0,,,702,621,3,17,9,33,4353,1473,140,510,886,154,132.0,0,Нью-Йорк Метс,Шей-стадиум,1192073.0,97,98,NYM,NYN,NYN
1931,NL,BSN,ATL,,7,156,78.0,64,90,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",533,5296,1367,221,59,34,368,430.0,46.0,,,,680,598,3,78,12,9,4140,1465,66,406,419,167,141.0,0,Бостонские бразцы,Бравс Филд,515005.0,97,99,BSN,BSN,BSN
1924,AL,CLE,CLE,,6,153,75.0,67,86,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",755,5332,1580,306,59,41,492,371.0,84.0,56.0,,,814,660,4,87,7,7,4047,1603,43,503,315,201,130.0,0,Кливленд Индианз,Лига Парк II,481905.0,102,101,CLE,CLE,CLE
1961,NL,SFN,SFG,,3,155,77.0,85,69,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",773,5233,1379,219,32,183,506,764.0,79.0,54.0,,,655,581,3,39,9,30,4164,1306,152,502,924,133,126.0,0,Сан-Франциско Джайантс,Кандлстик-парк,1390679.0,97,95,SFG,SFN,SFN
1890,PL,CLP,CLI,,7,131,,55,75,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",,849,4804,1373,213,94,27,509,345.0,180.0,,,,1027,537,4,115,1,0,3429,1386,45,571,325,532,,0,Кливленд Инфантс,,,92,94,CLE,CLP,CLP
1925,NL,CHN,CHC,,8,154,77.0,68,86,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",723,5353,1473,254,70,86,397,470.0,94.0,70.0,,,773,671,4,75,5,10,4110,1575,102,485,435,198,161.0,0,Чикаго Кабс,Уэйр-филд,622610.0,102,102,CHC,CHN,CHN
1997,NL,NYN,NYM,E,3,162,81.0,88,74,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",777,5524,1448,274,28,153,550,1029.0,97.0,74.0,,,709,640,3,7,8,49,4377,1452,160,504,982,117,165.0,0,Нью-Йорк Метс,Шей-стадиум,1766174.0,97,97,NYM,NYN,NYN
1911,AL,BOS,BOS,,4,153,76.0,78,75,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",680,5014,1379,203,66,35,506,,190.0,,,,643,411,2,87,10,8,4053,1309,21,473,711,322,93.0,0,Бостон Ред Сокс,Хинтонс-авеню-граун兹,503961.0,99,98,BOS,BOS,BOS
1943,AL,PHA,OAK,,8,155,79.0,49,105,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",497,5244,1219,174,44,26,430,465.0,55.0,42.0,,,717,627,4,73,5,13,4182,1421,73,536,503,162,148.0,0,Филадельфия Атлетикс,Шибе Парк,376735.0,99,103,PHA,PHA,PHA
2012,NL,SLN,STL,C,2,162,81.0,88,74,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",Да,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",765,5622,1526,290,37,159,533,1192.0,91.0,37.0,53.0,49.0,648,603,3,4,2,42,4388,1420,134,436,1218,107,149.0,0,Сент-Луис Кардиналс,Буш-стадиум III,3262109.0,98,97,STL,SLN,SLN
1986,NL,HOU,HOU,W,1,162,81.0,96,66,Да,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",654,5441,1388,244,32,125,536,916.0,163.0,75.0,,,569,510,3,18,19,51,4368,1203,116,523,1160,130,108.0,0,Хьюстон Астрос,Астродом,1734276.0,97,96,HOU,HOU,HOU
1921,NL,CHN,CHC,,7,153,76.0,64,89,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",668,5321,1553,234,56,37,343,374.0,70.0,97.0,,,773,665,4,73,7,7,4089,1605,67,409,441,166,129.0,0,Чикаго Кабс,Уэйр-филд,410107.0,100,101,CHC,CHN,CHN
1973,AL,BAL,BAL,E,1,162,81.0,97,65,Да,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",754,5537,1474,229,48,119,648,752.0,146.0,64.0,,,561,498,3,67,14,26,4383,1297,124,475,715,119,184.0,0,Балтимор Ориолс,Мемориальный стадион,958667.0,99,98,BAL,BAL,BAL
1885,AA,NY4,NYP,,7,108,,44,64,,,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",526,3731,921,123,57,21,217,428.0,,,,,688,432,4,103,2,0,2811,1015,36,204,408,453,,0,Нью-Йорк Метционс,Поле Пало-Арредо I Западный алмаз,,84,86,NYP,NY4,NY4
2007,AL,MIN,MIN,C,3,162,,79,83,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.","Нет, я не понимаю ваш запрос. Пожалуйста, уточните ваше вопрос или предоставьте дополнительную информацию для перевода.",718,5522,1460,273,36,118,512,839.0,112.0,30.0,48.0,45.0,725,663,4,5,8,38,4310,1505,185,420,1094,95,149.0,0,Миннесота Твинс,Хаберт Х. Хэмфри Метродом,2296383.0,95,95,MIN,MIN,MIN
