yearid,teamid,lgid,playerid,g_all,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr
1932,PHI,NL,liskaad01,8,,8,8,8,0,0,0,0,0,0,0,0,0,,
1914,BRF,FL,haltal01,80,,80,80,0,0,0,3,0,71,0,1,0,1,,
1952,SLN,NL,crimija01,5,,5,5,5,0,0,0,0,0,0,0,0,0,,
1989,PHI,NL,dernibo01,107,35.0,107,74,0,0,0,0,0,0,28,29,20,74,0.0,46.0
1942,NYA,AL,cullero01,21,,21,21,0,0,1,0,0,0,0,0,19,19,,
1960,BOS,AL,coughma01,15,,15,15,0,0,0,13,1,0,0,0,0,0,,
1993,KCA,AL,rossyri01,46,25.0,46,45,0,0,0,24,16,11,0,0,0,0,0.0,2.0
1982,LAN,NL,belanma01,54,12.0,54,45,0,0,0,1,0,44,0,0,0,0,0.0,4.0
1994,CLE,AL,alomasa02,80,78.0,80,78,0,78,0,0,0,0,0,0,0,0,0.0,2.0
1954,DET,AL,boonera01,148,,148,148,0,0,0,0,148,1,0,0,0,0,,
1953,SLN,NL,millest01,42,,42,42,40,0,0,0,0,0,0,0,0,0,,
1994,DET,AL,stidhph01,5,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0
1944,PHI,NL,letchch01,116,,116,116,0,0,0,47,32,29,0,0,0,0,,
1890,BRP,PL,andreed01,94,,94,94,0,0,0,0,0,0,1,89,4,94,,
1934,PHA,AL,foxxji01,150,,150,150,0,0,140,0,9,0,0,0,0,0,,
1987,PIT,NL,rossma01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2005,PIT,NL,redmama01,30,29.0,29,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0
1974,SDN,NL,locklge01,39,11.0,39,12,0,0,0,0,0,0,8,0,4,12,0.0,28.0
1988,CHN,NL,gracema01,134,126.0,134,133,0,0,133,0,0,0,0,0,0,0,0.0,8.0
1943,CIN,NL,mesnest01,137,,137,137,0,0,0,0,130,0,0,0,0,0,,
1894,PHI,NL,delahed01,116,,116,116,0,0,12,6,9,8,84,0,6,90,,
1986,LAN,NL,gonzajo02,57,23.0,57,57,0,0,0,0,0,0,0,49,8,57,0.0,6.0
1982,MIN,AL,laudnti01,93,90.0,93,93,0,93,0,0,0,0,0,0,0,0,0.0,0.0
1994,SFN,NL,johnser03,5,3.0,5,3,0,0,0,2,0,1,0,0,0,0,0.0,2.0
2001,PIT,NL,barkean01,17,11.0,17,14,0,0,4,0,0,0,9,0,2,10,0.0,4.0
1972,SDN,NL,thomade01,130,,130,130,0,0,0,83,0,49,0,2,1,3,,
1885,CHN,NL,dalryab01,113,,113,113,0,0,0,0,0,0,112,1,0,113,,
1980,SDN,NL,eicheju01,15,13.0,15,15,15,0,0,0,0,0,0,0,0,0,0.0,0.0
1961,LAA,AL,grbael01,42,,42,42,40,0,0,0,0,0,0,0,0,0,,
1995,ATL,NL,sharpmi01,7,0.0,7,1,0,0,0,0,1,0,0,0,0,0,0.0,6.0
1984,NYA,AL,griffke01,120,100.0,120,109,0,0,27,0,0,0,38,35,9,82,0.0,19.0
1983,KCA,AL,whitefr01,146,142.0,146,145,0,0,0,145,0,0,0,0,0,0,0.0,3.0
1918,CLE,AL,haltal01,26,,26,26,0,0,2,4,14,4,0,0,0,0,,
1978,SDN,NL,ashfotu01,75,35.0,75,59,0,0,14,18,32,0,0,0,0,0,0.0,23.0
1932,BSN,NL,bettshu01,31,,31,31,31,0,0,0,0,0,0,0,0,0,,
2005,SEA,AL,moyerja01,32,1.0,1,32,32,0,0,0,0,0,0,0,0,0,0.0,0.0
1978,HOU,NL,landera01,59,48.0,59,50,0,0,0,2,0,50,1,2,0,3,0.0,10.0
1982,SEA,AL,stoddbo01,9,0.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1899,NY1,NL,seymocy01,50,,50,50,32,0,3,0,1,0,2,1,5,8,,
1980,PHI,NL,espinni01,13,12.0,13,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0
