yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1967,NL,PIT,PIT,,6,163,81.0,81,81,,,Н,Н,679,5724,1585,193,62,91,387,914.0,79.0,37.0,,,693,606,3,35,5,35,4374,1439,108,561,820,141,186.0,0,Питтсбургские пираты,Поле Форбса,907012.0,100,99,PIT,PIT,PIT
1887,AA,NY4,NYP,,7,138,,44,89,,,Н,Н,754,4820,1197,193,66,21,439,463.0,305.0,,,,1093,692,5,132,1,0,3540,1545,39,406,316,628,,0,Города Нью-Йорка,Сент-Джордж Крикет Земля,,96,100,NYP,NY4,NY4
1950,AL,WS1,MIN,,5,155,78.0,67,87,,,Н,Н,690,5251,1365,190,53,76,671,606.0,42.0,25.0,,,813,706,4,59,7,18,4092,1479,99,648,486,167,181.0,0,Сенаторы Вашингтона,Стадион Гриффита I,699697.0,95,98,WSH,WS1,WS1
2009,AL,TOR,TOR,E,4,162,,75,87,Н,Н,Н,Н,798,5696,1516,339,13,209,548,1028.0,73.0,23.0,45.0,49.0,771,720,4,10,10,25,4353,1509,181,551,1181,88,167.0,0,Торонтские синие джеи,Центр Роджерс,1876129.0,100,99,TOR,TOR,TOR
1988,NL,PHI,PHI,E,6,162,81.0,65,96,Н,,Н,Н,597,5403,1294,246,31,106,489,981.0,112.0,49.0,,,734,659,4,16,6,36,4299,1447,118,628,859,145,139.0,0,Филадельфия Филадельфия,Стадион ветеранов,1990041.0,101,103,PHI,PHI,PHI
1969,AL,CLE,CLE,E,6,161,81.0,62,99,Н,,Н,Н,573,5365,1272,173,24,119,535,906.0,85.0,37.0,,,717,629,3,35,7,22,4311,1330,134,681,1000,142,153.0,0,Индейцы Кливленда,Стадион Кливленда,619970.0,103,103,CLE,CLE,CLE
1890,PL,PHP,PHQ,,5,132,,68,63,,,Н,,941,4855,1348,187,113,49,431,321.0,203.0,,,,855,519,4,118,4,2,3462,1292,33,495,361,510,,0,Филадельфия Атлетика,,,103,101,PHQ,PHP,PHP
1919,AL,DET,DET,,4,140,70.0,80,60,,,Н,Н,618,4665,1319,222,84,23,429,427.0,121.0,,,,578,461,3,85,10,4,3768,1254,35,436,428,205,81.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Поле Навина,643805.0,98,100,DET,DET,DET
1872,,MID,MAN,,8,24,,5,19,,,Н,,220,1014,305,31,8,1,5,12.0,5.0,3.0,,,348,140,5,22,0,0,633,368,5,13,0,224,,0,Мидлтаун Мэнсфилдс,Мэнсфилдский клуб,,98,103,MAN,MID,MID
1993,NL,SDN,SDP,W,7,162,81.0,61,101,Н,,Н,Н,679,5503,1386,239,28,153,443,1046.0,92.0,41.0,,,772,675,4,8,6,32,4311,1470,148,558,957,160,129.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,1375432.0,102,102,SDP,SDN,SDN
1897,NL,WAS,WAS,,6,135,,61,71,,,Н,,781,4636,1376,194,77,36,374,348.0,208.0,,,,793,511,4,102,7,6,3444,1383,27,400,348,369,,0,Сенаторы Вашингтона,Поле границы,151028.0,99,101,WHS,WSN,WSN
