coachid,award,year,lgid,note
burnspa01c,Jack Adams,1997,NHL,
nolante01c,Jack Adams,1996,NHL,
patrile01c,First Team All-Star,1937,NHL,
patrile01c,First Team All-Star,1930,NHL,
bylsmda01c,Jack Adams,2010,NHL,
bowmasc01c,Jack Adams,1995,NHL,
patrile01c,First Team All-Star,1932,NHL,
barbebi01c,Jack Adams,2000,NHL,
cherrdo01c,Jack Adams,1975,NHL,
martija02c,Jack Adams,1998,NHL,
crawfma01c,Jack Adams,1994,NHL,
wattto01c,Jack Adams,1981,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
patrile01c,First Team All-Star,1932,NHL,
rossar01c,Second Team All-Star,1937,NHL,
murdobo01c,Jack Adams,1989,NHL,
boudrbr01c,Jack Adams,2007,NHL,
martija02c,Jack Adams,1998,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
francbo01c,Jack Adams,2001,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
burnspa01c,Jack Adams,1992,NHL,
juliecl01c,Jack Adams,2008,NHL,
cherrdo01c,Jack Adams,1975,NHL,
lemaija01c,Jack Adams,2002,NHL,
demerja01c,Jack Adams,1986,NHL,
rossar01c,Second Team All-Star,1942,NHL,
lemaija01c,Jack Adams,1993,NHL,
hartce01c,Second Team All-Star,1936,NHL,
adamsja01c,First Team All-Star,1936,NHL,
rossar01c,First Team All-Star,1938,NHL,
dineebi01c,Schmertz,1977,WHA,
burnspa01c,Jack Adams,1988,NHL,
gormato01c,Second Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1930,NHL,
irvindi01c,First Team All-Star,1945,NHL,
bylsmda01c,Jack Adams,2010,NHL,
tessior01c,Jack Adams,1982,NHL,
bowmasc01c,Jack Adams,1995,NHL,
patrile01c,First Team All-Star,1937,NHL,
quennjo01c,Jack Adams,1999,NHL,
tippeda01c,Jack Adams,2009,NHL,
burnspa01c,Jack Adams,1997,NHL,
demerja01c,Jack Adams,1987,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
vigneal01c,Jack Adams,2006,NHL,
pulfobo01c,Jack Adams,1974,NHL,
patrile01c,First Team All-Star,1931,NHL,
barbebi01c,Jack Adams,2000,NHL,
keenami01c,Jack Adams,1984,NHL,
weilaco01c,First Team All-Star,1940,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
adamsja01c,First Team All-Star,1942,NHL,
bowmasc01c,Jack Adams,1976,NHL,
irvindi01c,First Team All-Star,1943,NHL,
tortojo01c,Jack Adams,2003,NHL,
huculsa01c,Schmertz,1974,WHA,
sathegl01c,Jack Adams,1985,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
nolante01c,Jack Adams,1996,NHL,
quinnpa01c,Jack Adams,1979,NHL,
barbebi01c,Jack Adams,2000,NHL,
adamsja01c,First Team All-Star,1936,NHL,
tortojo01c,Jack Adams,2003,NHL,
irvindi01c,First Team All-Star,1943,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
krommbo01c,Jack Adams,1977,NHL,
murrabr01c,Jack Adams,1983,NHL,
weilaco01c,First Team All-Star,1940,NHL,
kelleja01c,Baldwin,1972,WHA,
irvindi01c,Second Team All-Star,1932,NHL,
rossar01c,Second Team All-Star,1937,NHL,
rossar01c,Second Team All-Star,1942,NHL,
vigneal01c,Jack Adams,2006,NHL,
juliecl01c,Jack Adams,2008,NHL,
dineebi01c,Schmertz,1976,WHA,
burnspa01c,Jack Adams,1992,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
lemaija01c,Jack Adams,1993,NHL,
adamsja01c,First Team All-Star,1942,NHL,
patrile01c,First Team All-Star,1934,NHL,
thomppa01c,First Team All-Star,1939,NHL,
rossar01c,First Team All-Star,1938,NHL,
brophjo01c,Schmertz,1978,WHA,
pulfobo01c,Jack Adams,1974,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
patrile01c,First Team All-Star,1932,NHL,
patrile01c,First Team All-Star,1931,NHL,
krommbo01c,Schmertz,1975,WHA,
crawfma01c,Jack Adams,1994,NHL,
murdobo01c,Jack Adams,1989,NHL,
suttebr01c,Jack Adams,1990,NHL,
bowmasc01c,Jack Adams,1995,NHL,
patrile01c,First Team All-Star,1937,NHL,
cherrdo01c,Jack Adams,1975,NHL,
sathegl01c,Jack Adams,1985,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
bowmasc01c,Jack Adams,1976,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
francbo01c,Jack Adams,2001,NHL,
lemaija01c,Jack Adams,2002,NHL,
quennjo01c,Jack Adams,1999,NHL,
keenami01c,Jack Adams,1984,NHL,
martija02c,Jack Adams,1998,NHL,
berenre01c,Jack Adams,1980,NHL,
bylsmda01c,Jack Adams,2010,NHL,
irvindi01c,First Team All-Star,1945,NHL,
tessior01c,Jack Adams,1982,NHL,
tippeda01c,Jack Adams,2009,NHL,
sherofr01c,Jack Adams,1973,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
harribi01c,Baldwin,1973,WHA,
bouchfr01c,First Team All-Star,1941,NHL,
wattto01c,Jack Adams,1981,NHL,
ruffli01c,Jack Adams,2005,NHL,
demerja01c,Jack Adams,1986,NHL,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1933,NHL,
hartce01c,Second Team All-Star,1936,NHL,
boudrbr01c,Jack Adams,2007,NHL,
burnspa01c,Jack Adams,1997,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
dineebi01c,Schmertz,1977,WHA,
bouchfr01c,Second Team All-Star,1939,NHL,
patrile01c,First Team All-Star,1930,NHL,
duttore01c,Second Team All-Star,1938,NHL,
gormato01c,Second Team All-Star,1935,NHL,
dayha01c,Second Team All-Star,1943,NHL,
arboual01c,Jack Adams,1978,NHL,
huculsa01c,Schmertz,1974,WHA,
irvindi01c,Second Team All-Star,1934,NHL,
burnspa01c,Jack Adams,1988,NHL,
quinnpa01c,Jack Adams,1991,NHL,
hitchke01c,Jack Adams,2011,NHL,
demerja01c,Jack Adams,1987,NHL,
irvindi01c,First Team All-Star,1944,NHL,
irvindi01c,First Team All-Star,1945,NHL,
ruffli01c,Jack Adams,2005,NHL,
arboual01c,Jack Adams,1978,NHL,
demerja01c,Jack Adams,1987,NHL,
sathegl01c,Jack Adams,1985,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
bowmasc01c,Jack Adams,1995,NHL,
quinnpa01c,Jack Adams,1979,NHL,
martija02c,Jack Adams,1998,NHL,
burnspa01c,Jack Adams,1997,NHL,
brophjo01c,Schmertz,1978,WHA,
thomppa01c,First Team All-Star,1939,NHL,
patrile01c,First Team All-Star,1932,NHL,
quennjo01c,Jack Adams,1999,NHL,
adamsja01c,First Team All-Star,1936,NHL,
dayha01c,Second Team All-Star,1943,NHL,
rossar01c,First Team All-Star,1938,NHL,
lemaija01c,Jack Adams,2002,NHL,
juliecl01c,Jack Adams,2008,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
sherofr01c,Jack Adams,1973,NHL,
hitchke01c,Jack Adams,2011,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
vigneal01c,Jack Adams,2006,NHL,
murdobo01c,Jack Adams,1989,NHL,
patrile01c,First Team All-Star,1937,NHL,
berenre01c,Jack Adams,1980,NHL,
dineebi01c,Schmertz,1976,WHA,
weilaco01c,First Team All-Star,1940,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
wattto01c,Jack Adams,1981,NHL,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1930,NHL,
hartce01c,Second Team All-Star,1936,NHL,
patrile01c,First Team All-Star,1934,NHL,
patrile01c,First Team All-Star,1931,NHL,
francbo01c,Jack Adams,2001,NHL,
suttebr01c,Jack Adams,1990,NHL,
demerja01c,Jack Adams,1987,NHL,
nolante01c,Jack Adams,1996,NHL,
quinnpa01c,Jack Adams,1991,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
berenre01c,Jack Adams,1980,NHL,
pulfobo01c,Jack Adams,1974,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
adamsja01c,First Team All-Star,1936,NHL,
dayha01c,Second Team All-Star,1943,NHL,
bylsmda01c,Jack Adams,2010,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
burnspa01c,Jack Adams,1992,NHL,
kelleja01c,Baldwin,1972,WHA,
hartce01c,Second Team All-Star,1936,NHL,
burnspa01c,Jack Adams,1997,NHL,
weilaco01c,First Team All-Star,1940,NHL,
boudrbr01c,Jack Adams,2007,NHL,
rossar01c,Second Team All-Star,1942,NHL,
patrile01c,First Team All-Star,1933,NHL,
quennjo01c,Jack Adams,1999,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
barbebi01c,Jack Adams,2000,NHL,
tippeda01c,Jack Adams,2009,NHL,
murdobo01c,Jack Adams,1989,NHL,
wattto01c,Jack Adams,1981,NHL,
dineebi01c,Schmertz,1976,WHA,
keenami01c,Jack Adams,1984,NHL,
ruffli01c,Jack Adams,2005,NHL,
murrabr01c,Jack Adams,1983,NHL,
quinnpa01c,Jack Adams,1979,NHL,
brophjo01c,Schmertz,1978,WHA,
crawfma01c,Jack Adams,1994,NHL,
adamsja01c,First Team All-Star,1942,NHL,
krommbo01c,Schmertz,1975,WHA,
demerja01c,Jack Adams,1986,NHL,
tortojo01c,Jack Adams,2003,NHL,
patrile01c,First Team All-Star,1932,NHL,
vigneal01c,Jack Adams,2006,NHL,
patrile01c,First Team All-Star,1934,NHL,
tessior01c,Jack Adams,1982,NHL,
juliecl01c,Jack Adams,2008,NHL,
quinnpa01c,Jack Adams,1979,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
ruffli01c,Jack Adams,2005,NHL,
bowmasc01c,Jack Adams,1976,NHL,
krommbo01c,Jack Adams,1977,NHL,
suttebr01c,Jack Adams,1990,NHL,
tippeda01c,Jack Adams,2009,NHL,
quennjo01c,Jack Adams,1999,NHL,
lemaija01c,Jack Adams,1993,NHL,
dineebi01c,Schmertz,1976,WHA,
brophjo01c,Schmertz,1978,WHA,
bowmasc01c,Jack Adams,1995,NHL,
patrile01c,First Team All-Star,1932,NHL,
thomppa01c,First Team All-Star,1939,NHL,
rossar01c,Second Team All-Star,1942,NHL,
francbo01c,Jack Adams,2001,NHL,
hartce01c,Second Team All-Star,1936,NHL,
adamsja01c,First Team All-Star,1936,NHL,
sathegl01c,Jack Adams,1985,NHL,
burnspa01c,Jack Adams,1988,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
arboual01c,Jack Adams,1978,NHL,
tortojo01c,Jack Adams,2003,NHL,
berenre01c,Jack Adams,1980,NHL,
keenami01c,Jack Adams,1984,NHL,
demerja01c,Jack Adams,1987,NHL,
boudrbr01c,Jack Adams,2007,NHL,
wattto01c,Jack Adams,1981,NHL,
rossar01c,Second Team All-Star,1937,NHL,
martija02c,Jack Adams,1998,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
burnspa01c,Jack Adams,1992,NHL,
murdobo01c,Jack Adams,1989,NHL,
hitchke01c,Jack Adams,2011,NHL,
murrabr01c,Jack Adams,1983,NHL,
patrile01c,First Team All-Star,1937,NHL,
demerja01c,Jack Adams,1986,NHL,
huculsa01c,Schmertz,1974,WHA,
adamsja01c,Second Team All-Star,1944,NHL,
sherofr01c,Jack Adams,1973,NHL,
vigneal01c,Jack Adams,2006,NHL,
patrile01c,First Team All-Star,1931,NHL,
quinnpa01c,Jack Adams,1991,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
rossar01c,First Team All-Star,1938,NHL,
weilaco01c,First Team All-Star,1940,NHL,
kelleja01c,Baldwin,1972,WHA,
irvindi01c,Second Team All-Star,1930,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
pulfobo01c,Jack Adams,1974,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
nolante01c,Jack Adams,1996,NHL,
adamsja01c,First Team All-Star,1942,NHL,
krommbo01c,Schmertz,1975,WHA,
patrile01c,First Team All-Star,1934,NHL,
crawfma01c,Jack Adams,1994,NHL,
dineebi01c,Schmertz,1977,WHA,
barbebi01c,Jack Adams,2000,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
lemaija01c,Jack Adams,2002,NHL,
bylsmda01c,Jack Adams,2010,NHL,
duttore01c,Second Team All-Star,1938,NHL,
irvindi01c,First Team All-Star,1945,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
cherrdo01c,Jack Adams,1975,NHL,
irvindi01c,First Team All-Star,1944,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
berenre01c,Jack Adams,1980,NHL,
patrile01c,First Team All-Star,1937,NHL,
tippeda01c,Jack Adams,2009,NHL,
bowmasc01c,Jack Adams,1976,NHL,
murrabr01c,Jack Adams,1983,NHL,
patrile01c,First Team All-Star,1933,NHL,
burnspa01c,Jack Adams,1988,NHL,
juliecl01c,Jack Adams,2008,NHL,
gormato01c,Second Team All-Star,1935,NHL,
nolante01c,Jack Adams,1996,NHL,
murdobo01c,Jack Adams,1989,NHL,
krommbo01c,Schmertz,1975,WHA,
irvindi01c,Second Team All-Star,1940,NHL,
hartce01c,Second Team All-Star,1936,NHL,
boudrbr01c,Jack Adams,2007,NHL,
rossar01c,Second Team All-Star,1942,NHL,
hitchke01c,Jack Adams,2011,NHL,
adamsja01c,First Team All-Star,1942,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
irvindi01c,First Team All-Star,1944,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
barbebi01c,Jack Adams,2000,NHL,
patrile01c,First Team All-Star,1930,NHL,
adamsja01c,First Team All-Star,1936,NHL,
quennjo01c,Jack Adams,1999,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
tessior01c,Jack Adams,1982,NHL,
patrile01c,First Team All-Star,1932,NHL,
krommbo01c,Jack Adams,1977,NHL,
dineebi01c,Schmertz,1977,WHA,
dineebi01c,Schmertz,1976,WHA,
weilaco01c,First Team All-Star,1940,NHL,
suttebr01c,Jack Adams,1990,NHL,
irvindi01c,First Team All-Star,1943,NHL,
keenami01c,Jack Adams,1984,NHL,
martija02c,Jack Adams,1998,NHL,
patrile01c,First Team All-Star,1935,NHL,
pulfobo01c,Jack Adams,1974,NHL,
demerja01c,Jack Adams,1986,NHL,
kelleja01c,Baldwin,1972,WHA,
huculsa01c,Schmertz,1974,WHA,
crawfma01c,Jack Adams,1994,NHL,
demerja01c,Jack Adams,1987,NHL,
dayha01c,Second Team All-Star,1943,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
francbo01c,Jack Adams,2001,NHL,
arboual01c,Jack Adams,1978,NHL,
ruffli01c,Jack Adams,2005,NHL,
irvindi01c,First Team All-Star,1945,NHL,
rossar01c,Second Team All-Star,1937,NHL,
demerja01c,Jack Adams,1987,NHL,
nolante01c,Jack Adams,1996,NHL,
adamsja01c,First Team All-Star,1942,NHL,
hartce01c,Second Team All-Star,1936,NHL,
patrile01c,First Team All-Star,1934,NHL,
sherofr01c,Jack Adams,1973,NHL,
keenami01c,Jack Adams,1984,NHL,
berenre01c,Jack Adams,1980,NHL,
vigneal01c,Jack Adams,2006,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
burnspa01c,Jack Adams,1988,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
krommbo01c,Schmertz,1975,WHA,
adamsja01c,Second Team All-Star,1944,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
bylsmda01c,Jack Adams,2010,NHL,
patrile01c,First Team All-Star,1933,NHL,
tippeda01c,Jack Adams,2009,NHL,
demerja01c,Jack Adams,1986,NHL,
murrabr01c,Jack Adams,1983,NHL,
kelleja01c,Baldwin,1972,WHA,
pulfobo01c,Jack Adams,1974,NHL,
burnspa01c,Jack Adams,1992,NHL,
quinnpa01c,Jack Adams,1991,NHL,
gormato01c,Second Team All-Star,1935,NHL,
hitchke01c,Jack Adams,2011,NHL,
rossar01c,First Team All-Star,1938,NHL,
irvindi01c,First Team All-Star,1943,NHL,
dayha01c,Second Team All-Star,1943,NHL,
bowmasc01c,Jack Adams,1995,NHL,
lemaija01c,Jack Adams,2002,NHL,
irvindi01c,First Team All-Star,1945,NHL,
patrile01c,First Team All-Star,1932,NHL,
sathegl01c,Jack Adams,1985,NHL,
rossar01c,Second Team All-Star,1937,NHL,
tessior01c,Jack Adams,1982,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
barbebi01c,Jack Adams,2000,NHL,
martija02c,Jack Adams,1998,NHL,
harribi01c,Baldwin,1973,WHA,
bouchfr01c,Second Team All-Star,1939,NHL,
duttore01c,Second Team All-Star,1938,NHL,
patrile01c,First Team All-Star,1931,NHL,
cherrdo01c,Jack Adams,1975,NHL,
quinnpa01c,Jack Adams,1979,NHL,
quennjo01c,Jack Adams,1999,NHL,
murdobo01c,Jack Adams,1989,NHL,
arboual01c,Jack Adams,1978,NHL,
thomppa01c,First Team All-Star,1939,NHL,
dineebi01c,Schmertz,1976,WHA,
gottsjo01c,Second Team All-Star,1945,NHL,
burnspa01c,Jack Adams,1997,NHL,
patrile01c,First Team All-Star,1937,NHL,
juliecl01c,Jack Adams,2008,NHL,
patrile01c,First Team All-Star,1935,NHL,
thomppa01c,First Team All-Star,1939,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
patrile01c,First Team All-Star,1931,NHL,
keenami01c,Jack Adams,1984,NHL,
hartce01c,Second Team All-Star,1936,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
arboual01c,Jack Adams,1978,NHL,
kelleja01c,Baldwin,1972,WHA,
bylsmda01c,Jack Adams,2010,NHL,
sathegl01c,Jack Adams,1985,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
quinnpa01c,Jack Adams,1991,NHL,
huculsa01c,Schmertz,1974,WHA,
burnspa01c,Jack Adams,1997,NHL,
burnspa01c,Jack Adams,1992,NHL,
krommbo01c,Schmertz,1975,WHA,
gottsjo01c,Second Team All-Star,1945,NHL,
boudrbr01c,Jack Adams,2007,NHL,
suttebr01c,Jack Adams,1990,NHL,
juliecl01c,Jack Adams,2008,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
dayha01c,Second Team All-Star,1943,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
martija02c,Jack Adams,1998,NHL,
rossar01c,Second Team All-Star,1942,NHL,
weilaco01c,First Team All-Star,1940,NHL,
dineebi01c,Schmertz,1976,WHA,
lemaija01c,Jack Adams,1993,NHL,
irvindi01c,First Team All-Star,1943,NHL,
demerja01c,Jack Adams,1986,NHL,
berenre01c,Jack Adams,1980,NHL,
patrile01c,First Team All-Star,1930,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
tortojo01c,Jack Adams,2003,NHL,
gormato01c,Second Team All-Star,1935,NHL,
tessior01c,Jack Adams,1982,NHL,
rossar01c,First Team All-Star,1938,NHL,
patrile01c,First Team All-Star,1934,NHL,
patrile01c,First Team All-Star,1937,NHL,
tippeda01c,Jack Adams,2009,NHL,
dineebi01c,Schmertz,1977,WHA,
brophjo01c,Schmertz,1978,WHA,
crawfma01c,Jack Adams,1994,NHL,
vigneal01c,Jack Adams,2006,NHL,
ruffli01c,Jack Adams,2005,NHL,
rossar01c,Second Team All-Star,1937,NHL,
pulfobo01c,Jack Adams,1974,NHL,
adamsja01c,First Team All-Star,1942,NHL,
patrile01c,First Team All-Star,1933,NHL,
duttore01c,Second Team All-Star,1938,NHL,
irvindi01c,First Team All-Star,1945,NHL,
murrabr01c,Jack Adams,1983,NHL,
bowmasc01c,Jack Adams,1995,NHL,
francbo01c,Jack Adams,2001,NHL,
quinnpa01c,Jack Adams,1979,NHL,
cherrdo01c,Jack Adams,1975,NHL,
bowmasc01c,Jack Adams,1976,NHL,
demerja01c,Jack Adams,1987,NHL,
sherofr01c,Jack Adams,1973,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
nolante01c,Jack Adams,1996,NHL,
patrile01c,First Team All-Star,1935,NHL,
hitchke01c,Jack Adams,2011,NHL,
patrile01c,First Team All-Star,1932,NHL,
burnspa01c,Jack Adams,1988,NHL,
harribi01c,Baldwin,1973,WHA,
adamsja01c,First Team All-Star,1936,NHL,
krommbo01c,Jack Adams,1977,NHL,
barbebi01c,Jack Adams,2000,NHL,
lemaija01c,Jack Adams,2002,NHL,
quennjo01c,Jack Adams,1999,NHL,
