awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
Rookie of the Year,1995,NL,isrinja01,4,140,0.0
MVP,1952,NL,sauerha01,226,336,8.0
MVP,1962,AL,mantlmi01,234,280,13.0
MVP,1960,AL,gentiji01,21,336,0.0
MVP,2002,NL,heltoto01,3,448,0.0
Cy Young,1994,AL,coneda01,108,140,15.0
MVP,1978,NL,burroje01,7,336,0.0
MVP,1994,AL,cartejo01,35,392,0.0
Rookie of the Year,1979,AL,davisro02,3,28,3.0
Cy Young,1973,NL,bryanro01,50,120,3.0
MVP,1936,NL,mungova01,5,80,0.0
Cy Young,1970,AL,mcdowsa01,45,120,4.0
MVP,1983,NL,kennete02,37,336,0.0
Rookie of the Year,1995,AL,durhara01,3,140,0.0
Rookie of the Year,1985,AL,guilloz01,101,140,16.0
MVP,1984,AL,boddimi01,2,392,0.0
MVP,2001,AL,guzmacr01,4,392,0.0
MVP,1987,NL,schmimi01,13,336,0.0
MVP,1957,AL,bunniji01,46,336,0.0
Rookie of the Year,1977,AL,rozemda01,2,28,2.0
MVP,1929,NL,grimmch01,13,80,
Rookie of the Year,1978,AL,galeri01,1,28,1.0
MVP,1977,NL,luzingr01,255,336,9.0
MVP,1931,AL,stonejo01,6,80,0.0
MVP,1964,NL,robinfr02,98,280,0.0
MVP,1947,AL,henrito01,33,336,0.0
Cy Young,1989,NL,belchti01,4,120,0.0
MVP,1970,AL,powelbo01,234,336,11.0
Rookie of the Year,2006,NL,ramirha01,105,160,14.0
MVP,2006,NL,cabremi01,170,448,0.0
Rookie of the Year,2001,NL,dunnad01,1,160,0.0
MVP,1978,AL,jacksre01,18,392,0.0
MVP,1972,NL,morgajo02,197,336,5.0
MVP,1982,AL,riceji01,10,392,0.0
MVP,1938,AL,travice01,33,336,
MVP,1969,AL,powelbo01,227,336,6.0
MVP,1961,AL,colavro01,51,280,0.0
MVP,1996,NL,bicheda01,6,392,0.0
MVP,1972,AL,rudijo01,164,336,1.0
MVP,1970,AL,palmeji01,4,336,0.0
MVP,1926,AL,rigneto01,3,64,0.0
MVP,1939,AL,newsobo01,11,336,0.0
MVP,1967,AL,scottge02,33,280,0.0
MVP,1971,NL,downial01,36,336,0.0
Cy Young,1990,AL,stiebda01,2,140,0.0
Rookie of the Year,2000,AL,kennead01,1,140,0.0
MVP,1927,AL,simmoal01,18,64,0.0
MVP,1942,NL,milleed03,1,336,0.0
MVP,1969,NL,santoro01,124,336,0.0
Rookie of the Year,1979,NL,thompsc01,1,24,1.0
MVP,1911,NL,mathech01,25,64,
MVP,1969,AL,pinielo01,1,336,0.0
Rookie of the Year,1958,AL,durenry01,7,24,7.0
Cy Young,1987,AL,alexado01,8,140,1.0
MVP,2002,NL,jonesan01,7,448,0.0
Cy Young,1974,NL,caprabu01,1,120,0.0
Cy Young,1989,NL,bielemi01,1,120,0.0
MVP,1914,AL,schalra01,13,64,
MVP,1963,NL,mayswi01,102,280,0.0
MVP,1935,AL,greenha01,80,80,8.0
MVP,1940,AL,radclri01,55,336,0.0
Cy Young,1996,NL,neaglde01,2,140,0.0
MVP,1964,NL,schulba01,1,280,0.0
MVP,2006,AL,guillca01,34,392,0.0
MVP,1969,AL,petrori01,71,336,0.0
Cy Young,1959,ML,shawbo01,1,16,1.0
MVP,1974,AL,pinielo01,8,336,0.0
MVP,1939,NL,mccorfr01,159,336,2.0
MVP,1939,AL,casege01,3,336,0.0
MVP,1931,NL,terrybi01,53,80,
MVP,1959,AL,francti01,102,336,0.0
Cy Young,1966,ML,koufasa01,20,20,20.0
MVP,1928,AL,metzlal01,1,64,0.0
Rookie of the Year,2003,NL,webbbr01,73,160,7.0
MVP,1937,NL,jurgebi01,4,80,0.0
MVP,1931,NL,engliwo01,30,80,
Cy Young,1971,NL,maricju01,1,120,0.0
MVP,1958,AL,sievero01,95,336,0.0
MVP,1938,AL,keltnke01,16,336,
MVP,1911,NL,meyerch01,11,64,
Cy Young,1962,ML,piercbi02,1,20,1.0
MVP,1931,AL,reynoca01,2,80,0.0
MVP,1966,NL,torrejo01,18,280,0.0
MVP,1962,NL,maricju01,4,280,0.0
MVP,2003,NL,wagnebi02,5,448,0.0
MVP,1943,NL,tobinji01,5,336,0.0
MVP,1947,AL,johnsbi03,9,336,0.0
MVP,1969,NL,dierkla01,6,336,0.0
MVP,1950,NL,sainjo01,12,336,0.0
Cy Young,1970,AL,palmeji01,11,120,1.0
MVP,1986,AL,cartejo01,72,392,0.0
MVP,1943,NL,bithohi01,1,336,0.0
MVP,1944,AL,pottene01,52,336,0.0
Rookie of the Year,1999,AL,hudsoti01,13,140,0.0
Cy Young,2006,NL,webbbr01,103,160,15.0
MVP,1957,AL,woodlge01,13,336,0.0
MVP,1933,AL,manushe01,54,80,2.0
MVP,1992,NL,sheffga01,204,336,2.0
MVP,1963,NL,spahnwa01,30,280,0.0
MVP,1947,AL,mccosba01,35,336,0.0
MVP,2006,AL,jeterde01,306,392,12.0
MVP,1966,NL,whitebi03,3,280,0.0
MVP,2009,NL,heltoto01,28,448,0.0
MVP,1979,AL,brettge01,226,392,2.0
Cy Young,1985,AL,mooremi01,1,140,0.0
MVP,1946,NL,juddos01,1,336,0.0
Cy Young,1970,AL,perryji01,55,120,6.0
MVP,2007,NL,ramirha01,49,448,0.0
MVP,1954,NL,muelldo01,30,336,0.0
Rookie of the Year,1998,AL,ordonma01,1,140,0.0
MVP,2007,NL,valvejo01,19,448,0.0
MVP,1967,NL,mccarti01,136,280,0.0
MVP,1994,AL,palmera01,11,392,0.0
MVP,1975,AL,maybejo01,157,336,0.0
MVP,2011,NL,victosh01,18,448,0.0
MVP,1970,AL,olivebo01,1,336,0.0
MVP,1949,NL,polleho01,29,336,0.0
MVP,1935,AL,bonurze01,7,80,0.0
Cy Young,1975,AL,palmeji01,98,120,15.0
Rookie of the Year,1989,NL,benesan01,3,120,0.0
MVP,1992,NL,krukjo01,8,336,0.0
Rookie of the Year,1953,AL,kuennha01,23,24,23.0
MVP,1937,AL,sewellu01,22,80,0.0
MVP,1949,AL,sievero01,6,336,0.0
MVP,1926,NL,ofarrbo01,79,80,
MVP,1964,AL,kalinal01,17,280,0.0
Rookie of the Year,1971,AL,griffdo01,3,24,3.0
Rookie of the Year,1987,AL,mcgwima01,140,140,28.0
MVP,1986,NL,knighra01,9,336,0.0
MVP,1980,AL,perezto01,2,392,0.0
MVP,1914,AL,cobbty01,7,64,0.0
Rookie of the Year,1954,NL,bankser01,4,24,4.0
MVP,1985,AL,henderi01,174,392,0.0
MVP,1983,AL,guidrro01,2,392,0.0
MVP,1972,NL,willibi01,211,336,5.0
Rookie of the Year,1989,NL,smithdw01,68,120,2.0
Cy Young,1988,AL,stewada01,16,140,0.0
Cy Young,1990,NL,goodedw01,8,120,0.0
Cy Young,2001,AL,hudsoti01,1,140,0.0
Cy Young,1974,NL,hraboal01,9,120,0.0
MVP,1945,NL,ottme01,22,336,0.0
Rookie of the Year,1990,AL,radinsc01,1,140,0.0
MVP,1984,NL,brenlbo01,1,336,0.0
MVP,2007,AL,grandcu01,51,392,0.0
MVP,1940,NL,sewelri01,7,336,0.0
MVP,1943,NL,fletcel01,7,336,0.0
MVP,1911,AL,mcbrige01,1,64,0.0
MVP,1982,AL,fingero01,12,392,0.0
MVP,1969,NL,gibsobo01,2,336,0.0
MVP,2000,NL,gilesbr02,3,448,0.0
MVP,1943,AL,wakefdi01,72,336,0.0
MVP,2001,AL,camermi01,4,392,0.0
MVP,2000,NL,sosasa01,71,448,0.0
MVP,1974,NL,marshmi01,146,336,1.0
Cy Young,1956,ML,spahnwa01,1,16,1.0
MVP,1947,AL,sheasp01,23,336,0.0
MVP,1960,AL,maxwech01,2,336,0.0
MVP,1965,AL,robinbr01,150,280,0.0
MVP,1949,AL,kindeel01,122,336,0.0
MVP,1965,NL,robinfr02,11,280,0.0
Rookie of the Year,1970,NL,mortoca01,11,24,11.0
MVP,1949,NL,schmijo01,6,336,0.0
MVP,1987,NL,thompmi02,4,336,0.0
MVP,1967,NL,mccormi03,73,280,0.0
MVP,1936,NL,moorete01,1,80,0.0
Cy Young,1996,NL,worreto01,4,140,0.0
MVP,1998,NL,moranmi01,1,448,0.0
MVP,1928,AL,seweljo01,6,64,0.0
MVP,1950,AL,fordwh01,7,336,0.0
Rookie of the Year,1980,NL,howest01,80,120,12.0
MVP,1937,AL,dimagjo01,74,80,2.0
MVP,1993,NL,rijojo01,2,392,0.0
MVP,1975,AL,powelbo01,6,336,0.0
MVP,1956,AL,lollash01,27,336,0.0
MVP,2005,AL,hafnetr01,151,392,0.0
MVP,1971,AL,sandeke01,13,336,0.0
MVP,1951,AL,peskyjo01,5,336,0.0
Cy Young,1987,NL,welchbo01,3,120,0.0
MVP,1973,NL,harrebu01,2,336,0.0
MVP,1981,AL,yountro01,7,392,0.0
Cy Young,1994,AL,mussimi01,23,140,1.0
MVP,1949,AL,dimagdo01,7,336,0.0
MVP,2012,NL,jonesch06,1,448,0.0
MVP,1955,NL,musiast01,46,336,0.0
Rookie of the Year,1953,NL,gilliji01,11,24,11.0
MVP,1998,AL,wettejo01,3,392,0.0
MVP,1966,AL,fregoji01,1,280,0.0
MVP,1939,AL,mcquige02,24,336,0.0
MVP,2010,NL,hollima01,32,448,0.0
MVP,1944,AL,newhoha01,236,336,7.0
Rookie of the Year,1980,NL,gullibi01,53,120,5.0
Rookie of the Year,1985,AL,fishebr01,7,140,0.0
Rookie of the Year,1964,NL,allendi01,18,20,18.0
Cy Young,1972,AL,woodwi01,58,120,7.0
MVP,1938,NL,goodmiv01,11,336,0.0
MVP,1982,NL,hendrge01,20,336,0.0
MVP,1912,NL,wagneho01,43,64,
Cy Young,1978,AL,jenkife01,2,140,0.0
MVP,1988,AL,stewada01,3,392,0.0
Cy Young,1984,NL,sotoma01,2,120,0.0
MVP,1914,NL,schmibu01,4,64,0.0
MVP,2007,NL,rowanaa01,3,448,0.0
MVP,2005,NL,rolliji01,45,448,0.0
MVP,1913,AL,oneilst01,1,64,0.0
MVP,1969,NL,seaveto01,243,336,11.0
MVP,1965,AL,cashno01,1,280,0.0
MVP,1981,AL,henderi01,308,392,12.0
MVP,1977,AL,guidrro01,11,392,0.0
Rookie of the Year,1948,ML,brisslo01,3,48,3.0
MVP,2011,AL,beltrad01,9,392,0.0
MVP,1996,AL,willibe02,6,392,0.0
MVP,1973,NL,watsobo01,7,336,0.0
MVP,1971,NL,brocklo01,20,336,0.0
MVP,1954,NL,darkal01,110,336,1.0
MVP,1945,AL,wolffro01,78,336,0.0
Rookie of the Year,1979,NL,sutclri01,20,24,20.0
MVP,2003,NL,sheffga01,247,448,1.0
MVP,1946,AL,greenha01,91,336,2.0
MVP,1956,NL,kluszte01,18,336,0.0
Rookie of the Year,2003,NL,lidgebr01,3,160,0.0
MVP,2005,AL,damonjo01,12,392,0.0
MVP,1961,AL,kalinal01,35,280,0.0
MVP,1958,NL,anderha02,5,336,0.0
MVP,1940,AL,mackra01,4,336,0.0
MVP,1980,AL,singlke01,4,392,0.0
Rookie of the Year,1969,AL,pinielo01,9,24,9.0
MVP,1949,AL,joosted01,11,336,0.0
MVP,2002,NL,smoltjo01,124,448,0.0
MVP,2003,NL,furcara01,2,448,0.0
MVP,1954,AL,minosmi01,186,336,2.0
MVP,1933,NL,deandi01,23,80,
MVP,1981,NL,schmimi01,321,336,21.0
MVP,1993,AL,baergca01,50,392,0.0
MVP,1979,AL,lezcasi01,18,392,0.0
MVP,1911,NL,sweenbi02,3,64,0.0
MVP,1974,AL,murcebo01,10,336,0.0
MVP,1933,NL,luquedo01,1,80,0.0
MVP,1943,AL,murphjo04,1,336,0.0
MVP,1987,AL,fernato01,79,392,0.0
MVP,1946,NL,musiast01,319,336,22.0
MVP,1981,AL,winfida01,98,392,0.0
MVP,1983,NL,sotoma01,16,336,0.0
MVP,1934,AL,westsa01,5,80,0.0
MVP,2008,NL,delgaca01,96,448,0.0
MVP,1931,NL,traynpi01,12,80,
MVP,1972,NL,speiech01,1,336,0.0
MVP,1945,NL,galanau01,18,336,0.0
MVP,1969,NL,aaronha01,188,336,2.0
MVP,1999,AL,martipe02,239,392,8.0
MVP,2005,AL,konerpa01,128,392,0.0
MVP,1960,NL,lawve01,80,336,0.0
MVP,1981,AL,murphdw01,45,392,0.0
Cy Young,1956,ML,maglisa01,4,16,4.0
MVP,1981,NL,hernake01,9,336,0.0
MVP,1936,NL,deandi01,53,80,0.0
Rookie of the Year,1966,NL,jastela01,1,20,1.0
MVP,1959,AL,richabo01,11,336,0.0
MVP,1962,NL,roebued01,2,280,0.0
MVP,1995,NL,sosasa01,81,392,0.0
Rookie of the Year,2004,NL,greenkh01,108,160,7.0
Rookie of the Year,1960,NL,santoro01,2,24,2.0
Rookie of the Year,1986,AL,cansejo01,110,140,16.0
MVP,1942,NL,vandejo01,11,336,0.0
Cy Young,1972,NL,carrocl02,6,120,0.0
Cy Young,1964,ML,koufasa01,1,20,1.0
MVP,1957,NL,blasido01,26,336,0.0
MVP,1965,AL,kalinal01,9,280,0.0
Cy Young,1987,NL,bedrost01,57,120,9.0
MVP,1936,NL,phelpba01,3,80,0.0
Cy Young,1985,AL,guidrro01,88,140,4.0
MVP,1963,AL,siebeno01,1,280,0.0
MVP,1954,AL,busbyji01,7,336,0.0
MVP,1957,AL,powervi01,3,336,0.0
MVP,1950,NL,jansela01,2,336,0.0
Cy Young,1971,AL,bluevi01,98,120,14.0
MVP,1979,AL,jacksre01,3,392,0.0
Rookie of the Year,1988,NL,jeffegr01,3,120,0.0
Rookie of the Year,1992,NL,perezmi01,2,120,0.0
MVP,1958,NL,ashburi01,62,336,0.0
MVP,1944,AL,kellge01,6,336,0.0
MVP,1925,AL,booneik01,1,64,0.0
MVP,1956,NL,adcocjo01,54,336,0.0
MVP,1912,NL,sweenbi02,16,64,
MVP,2009,AL,teixema01,225,392,0.0
Cy Young,2004,NL,clemero02,140,160,23.0
Rookie of the Year,1993,AL,hulseda01,1,140,0.0
MVP,1945,NL,marioma01,69,336,0.0
MVP,1937,NL,manushe01,1,80,0.0
Rookie of the Year,2003,AL,matsuhi01,84,140,10.0
MVP,1976,NL,suttodo01,7,336,0.0
MVP,1992,AL,bellge02,3,392,0.0
MVP,1935,NL,deanpa01,2,80,0.0
MVP,1931,NL,clarkwa02,3,80,0.0
MVP,1950,AL,lemonbo01,102,336,0.0
MVP,2006,NL,reyesjo01,98,448,0.0
MVP,1997,NL,schilcu01,9,392,0.0
MVP,1938,NL,rootch01,3,336,0.0
MVP,2011,NL,beltrca01,3,448,0.0
MVP,1962,AL,herbera01,5,280,0.0
MVP,1997,NL,galaran01,85,392,0.0
MVP,1997,AL,rodriiv01,16,392,0.0
MVP,1926,AL,flagsir01,2,64,0.0
MVP,1922,AL,schanwa01,7,64,0.0
MVP,1941,AL,dickebi01,18,336,0.0
MVP,1973,NL,cedence01,39,336,0.0
MVP,1955,AL,bauerha01,64,336,1.0
MVP,1944,NL,musiast01,136,336,3.0
MVP,1971,AL,jacksre01,15,336,0.0
MVP,1989,NL,clarkwi02,225,336,3.0
MVP,1980,NL,hernake01,29,336,0.0
MVP,1935,NL,lombaer01,8,80,0.0
MVP,1935,NL,hubbeca01,20,80,
MVP,1933,NL,friscfr01,7,80,0.0
Rookie of the Year,1965,NL,linzyfr01,3,20,3.0
MVP,1995,AL,puckeki01,2,392,0.0
MVP,1937,AL,dickebi01,22,80,0.0
MVP,1949,AL,parneme01,151,336,1.0
MVP,1980,NL,murphda05,23,336,0.0
MVP,1942,AL,rizzuph01,9,336,0.0
MVP,1937,AL,yorkru01,1,80,0.0
Cy Young,1970,AL,mcnalda01,47,120,5.0
MVP,1945,AL,binksge01,9,336,0.0
MVP,1963,AL,killeha01,85,280,0.0
MVP,2004,AL,jeterde01,11,392,0.0
Cy Young,1987,AL,morrija02,3,140,0.0
MVP,1969,AL,belanma01,2,336,0.0
MVP,1912,AL,carribi02,3,64,0.0
MVP,1983,AL,whitalo01,84,392,0.0
Cy Young,1997,AL,mussimi01,1,140,0.0
MVP,1914,NL,saiervi01,4,64,0.0
MVP,1935,AL,lyonste01,10,80,0.0
Cy Young,1992,AL,clemero02,48,140,4.0
MVP,1922,AL,prattde01,7,64,0.0
MVP,1956,AL,maxwech01,8,336,0.0
MVP,2000,AL,giambja01,317,392,14.0
MVP,1998,NL,piazzmi01,15,448,0.0
MVP,1913,NL,wagneho01,11,64,
Rookie of the Year,1996,NL,ordonre01,7,140,1.0
Rookie of the Year,1950,AL,dropowa01,15,24,15.0
MVP,1944,AL,foxpe01,12,336,0.0
MVP,1954,NL,loganjo01,9,336,0.0
MVP,2006,NL,soriaal01,106,448,0.0
MVP,1961,NL,millest01,26,224,0.0
MVP,1938,NL,leebi02,166,336,5.0
MVP,2007,NL,hawpebr01,2,448,0.0
Rookie of the Year,1980,AL,garcida01,35,140,3.0
MVP,1983,AL,upshawi01,41,392,0.0
MVP,1971,AL,tovarce01,4,336,0.0
MVP,1948,AL,tebbebi01,23,336,0.0
MVP,1938,NL,ottme01,132,336,
Cy Young,1998,NL,leiteal01,3,160,0.0
MVP,1983,AL,winfida01,85,392,0.0
MVP,1943,AL,siebedi01,1,336,0.0
MVP,1914,AL,mcinnst01,11,64,
MVP,1927,NL,hartnga01,12,80,
Cy Young,1974,AL,tiantlu01,8,120,0.0
MVP,1977,AL,brettge01,51,392,0.0
MVP,1971,NL,mayswi01,11,336,0.0
MVP,1943,AL,earlyja01,6,336,0.0
MVP,1911,NL,doylela01,23,64,
Rookie of the Year,1976,NL,metzgbu01,11,24,11.0
MVP,1951,AL,foxne01,25,336,0.0
MVP,1946,AL,caldwea01,18,336,0.0
MVP,1964,NL,whitebi03,106,280,2.0
MVP,1978,AL,mcraeha01,4,392,0.0
MVP,1969,NL,daviswi02,7,336,0.0
MVP,1993,AL,montgje01,15,392,0.0
MVP,1952,AL,wynnea01,99,336,0.0
MVP,1966,AL,freehbi01,9,280,0.0
MVP,1962,AL,malzofr01,3,280,0.0
MVP,1941,NL,hermabi01,27,336,
Cy Young,1998,NL,smoltjo01,10,160,0.0
MVP,2002,NL,spiveju01,8,448,0.0
Cy Young,1972,AL,tiantlu01,16,120,1.0
MVP,1945,AL,ferreri01,6,336,0.0
MVP,1970,NL,hickmji02,52,336,0.0
MVP,1979,AL,kempst01,15,392,0.0
MVP,2004,NL,kentje01,18,448,0.0
MVP,1952,AL,eastelu01,40,336,0.0
MVP,1984,AL,riceji01,10,392,0.0
MVP,1954,NL,grissma01,2,336,0.0
MVP,1967,NL,seaveto01,5,280,0.0
Rookie of the Year,1995,AL,tavarju01,3,140,0.0
Cy Young,1978,AL,leonade01,1,140,0.0
MVP,1987,NL,raineti01,80,336,0.0
MVP,1946,NL,stanked01,67,336,0.0
Rookie of the Year,1959,AL,allisbo01,18,24,18.0
MVP,1975,AL,brettge01,37,336,0.0
MVP,1944,AL,hayesfr01,13,336,0.0
MVP,1983,NL,hollaal01,42,336,0.0
MVP,2007,NL,cabremi01,18,448,0.0
MVP,1992,AL,puckeki01,209,392,3.0
MVP,1913,AL,stovage01,5,64,0.0
MVP,1984,AL,beniqju01,2,392,0.0
MVP,1986,NL,raineti01,99,336,0.0
MVP,2001,NL,morrima01,13,448,0.0
MVP,1963,NL,mccovwi01,9,280,0.0
MVP,1998,AL,gordoto01,27,392,0.0
MVP,1987,AL,nokesma01,1,392,0.0
MVP,1943,AL,guttedo01,13,336,0.0
MVP,1985,AL,ripkeca01,9,392,0.0
MVP,1955,AL,valoel01,5,336,0.0
MVP,1950,NL,kluszte01,14,336,0.0
MVP,1947,AL,kellge01,132,336,0.0
MVP,1991,NL,gwynnto01,4,336,0.0
MVP,1969,NL,torrejo01,6,336,0.0
MVP,1937,NL,wanerpa01,21,80,0.0
Cy Young,1996,AL,fernaal01,1,140,0.0
MVP,1970,NL,jenkife01,8,336,0.0
Rookie of the Year,1952,NL,groatdi01,1,24,1.0
MVP,1972,AL,lylesp01,158,336,1.0
MVP,1955,AL,powervi01,53,336,1.0
MVP,1934,NL,frankfr02,4,80,0.0
MVP,1954,AL,avilabo01,203,336,5.0
MVP,1993,AL,thomafr04,392,392,28.0
MVP,1972,NL,jenkife01,1,336,0.0
MVP,1960,AL,bunniji01,3,336,0.0
MVP,1936,NL,whitebu01,6,80,0.0
Rookie of the Year,1988,NL,belchti01,35,120,3.0
MVP,1976,NL,watsobo01,38,336,0.0
MVP,1931,AL,gehrilo01,59,80,
MVP,1985,AL,mooredo01,96,392,0.0
MVP,1988,NL,strawda01,236,336,7.0
MVP,1981,AL,lansfca01,109,392,0.0
Rookie of the Year,2000,NL,smithch06,1,160,0.0
MVP,1948,NL,schmijo01,37,336,0.0
MVP,1984,AL,wilsowi02,61,392,0.0
MVP,2005,AL,riverma01,59,392,0.0
MVP,1986,AL,barfije01,107,392,0.0
Rookie of the Year,1981,NL,berenbr01,5,120,0.0
MVP,2011,NL,molinya01,2,448,0.0
MVP,1913,AL,schanwa01,11,64,
MVP,1968,NL,halleto01,3,280,0.0
MVP,1929,NL,malonpa02,3,80,0.0
Cy Young,1960,ML,brogler01,1,16,1.0
MVP,1967,NL,rosepe01,40,280,0.0
MVP,2008,NL,berkmla01,126,448,0.0
MVP,1998,NL,glavito02,2,448,0.0
MVP,1969,AL,olivato01,21,336,0.0
MVP,1974,AL,cuellmi01,42,336,0.0
MVP,1957,NL,bankser01,60,336,0.0
MVP,1944,AL,boudrlo01,84,336,0.0
MVP,1929,NL,stephri01,1,80,0.0
MVP,1932,NL,cuccito01,4,80,0.0
MVP,1928,AL,carroow01,3,64,0.0
MVP,1912,AL,gandich01,7,64,0.0
MVP,1946,NL,schoere01,6,336,0.0
Rookie of the Year,1970,NL,bowala01,3,24,3.0
MVP,1990,NL,justida01,2,336,0.0
MVP,1999,NL,wagnebi02,19,448,0.0
MVP,1947,NL,reesepe01,80,336,2.0
MVP,1940,AL,gehrich01,3,336,0.0
MVP,1927,NL,grimebu01,4,80,0.0
MVP,2007,AL,guerrvl01,203,392,0.0
MVP,1933,NL,maranra01,11,80,
Cy Young,1994,NL,francjo01,2,140,0.0
MVP,1971,NL,willsma01,74,336,0.0
Cy Young,2006,NL,wagnebi02,4,160,0.0
Cy Young,1996,NL,hoffmtr01,4,140,0.0
MVP,1966,AL,robinbr01,153,280,0.0
Rookie of the Year,1970,NL,cedence01,1,24,1.0
MVP,1951,AL,avilabo01,49,336,0.0
Cy Young,1993,AL,hentgpa01,3,140,0.0
MVP,1962,AL,robinbr01,41,280,0.0
MVP,2001,AL,thomeji01,107,392,0.0
MVP,1960,NL,burgesm01,2,336,0.0
MVP,2004,AL,fordle01,2,392,0.0
Cy Young,1982,NL,andujjo01,1,120,0.0
MVP,1912,NL,tinkejo01,22,64,
MVP,1979,AL,molitpa01,8,392,0.0
MVP,1933,AL,gehrilo01,39,80,0.0
MVP,1943,AL,newsosk01,3,336,0.0
MVP,1957,AL,piersji01,2,336,0.0
MVP,1974,AL,bandosa01,143,336,3.0
MVP,2004,AL,hafnetr01,2,392,0.0
MVP,1967,AL,adairje01,11,280,0.0
MVP,1975,AL,riceji01,154,336,0.0
MVP,1912,AL,jacksjo01,16,64,
Rookie of the Year,2005,AL,iguchta01,30,140,5.0
MVP,1985,AL,barfije01,88,392,0.0
Cy Young,1975,NL,montejo01,2,120,0.0
MVP,1990,NL,cartejo01,7,336,0.0
MVP,2011,NL,pujolal01,166,448,0.0
MVP,1938,NL,mizejo01,28,336,
MVP,1978,AL,lynnfr01,6,392,0.0
MVP,1987,NL,doranbi02,1,336,0.0
Rookie of the Year,1973,AL,busbyst01,2,24,2.0
Cy Young,1988,NL,jacksda02,54,120,0.0
MVP,1948,AL,raschvi01,23,336,0.0
MVP,2002,NL,walkela01,2,448,0.0
MVP,1936,NL,wanerpa01,29,80,0.0
MVP,2008,NL,sotoge01,41,448,0.0
MVP,1954,NL,thomafr03,24,336,0.0
MVP,1965,AL,olivato01,174,280,1.0
Rookie of the Year,2005,AL,blantjo01,6,140,0.0
MVP,1983,NL,oroscje01,14,336,0.0
MVP,1931,AL,rhyneha01,10,80,
MVP,1926,NL,rootch01,8,80,0.0
MVP,1968,AL,tovarce01,3,280,0.0
MVP,2007,AL,thomafr04,1,392,0.0
MVP,1926,NL,wanerpa01,15,80,
MVP,1913,AL,russere01,5,64,0.0
MVP,1927,AL,metzlal01,4,64,0.0
MVP,1946,AL,fellebo01,105,336,1.0
MVP,2003,NL,lopezja01,159,448,0.0
MVP,1952,NL,yuhased01,5,336,0.0
MVP,1992,AL,mussimi01,2,392,0.0
MVP,1973,AL,mayda01,65,336,0.0
MVP,2000,AL,rodrial01,218,392,4.0
MVP,1987,AL,puckeki01,201,392,0.0
MVP,1949,NL,sauerha01,8,336,0.0
Rookie of the Year,1988,AL,schoomi01,2,140,0.0
Cy Young,1975,NL,jonesra01,80,120,7.0
MVP,1968,AL,olivato01,5,280,0.0
MVP,1990,NL,sandbry01,151,336,0.0
MVP,1950,NL,furilca01,4,336,0.0
Rookie of the Year,2006,NL,johnsjo09,11,160,2.0
MVP,1925,AL,simmoal01,41,64,
MVP,1937,NL,hermabi01,19,80,0.0
MVP,1936,NL,camildo01,4,80,0.0
MVP,1934,AL,ferrewe01,16,80,
MVP,2009,AL,figgich01,31,392,0.0
MVP,1928,AL,heilmha01,4,64,0.0
Rookie of the Year,1981,AL,engleda01,4,140,0.0
MVP,1982,AL,lansfca01,1,392,0.0
Cy Young,2001,NL,schilcu01,98,160,2.0
MVP,1995,NL,bicheda01,251,392,6.0
MVP,1952,NL,baumhfr01,16,336,0.0
MVP,2006,AL,ortizda01,193,392,0.0
MVP,1991,AL,alomaro01,128,392,2.0
Cy Young,1999,NL,millwke01,36,160,1.0
Rookie of the Year,1982,AL,barfije01,1,140,0.0
MVP,1961,AL,berrayo01,2,280,0.0
MVP,2010,AL,soriara01,21,392,0.0
Cy Young,1976,AL,tiantlu01,10,120,0.0
Cy Young,1983,AL,guidrro01,5,140,0.0
MVP,1961,NL,clemero01,81,224,0.0
Cy Young,2006,AL,verlaju01,2,140,0.0
MVP,1966,NL,staubru01,4,280,0.0
Rookie of the Year,1973,NL,ceyro01,1,24,1.0
MVP,1976,NL,eastwra01,26,336,0.0
MVP,1935,NL,vaughar01,45,80,
MVP,2002,NL,gagneer01,44,448,0.0
MVP,2005,NL,Cabremi01,146,448,0.0
Cy Young,1989,NL,scottmi03,65,120,4.0
MVP,1996,NL,sosasa01,12,392,0.0
MVP,1996,AL,mcgwima01,100,392,0.0
MVP,1943,AL,applilu01,215,336,5.0
Cy Young,1994,NL,beckro01,1,140,0.0
MVP,1944,NL,marioma01,190,336,7.0
MVP,1913,AL,milancl01,8,64,0.0
MVP,1968,AL,howarfr01,63,280,0.0
MVP,1953,NL,roberro01,106,336,1.0
MVP,1952,AL,collijo01,2,336,0.0
MVP,1966,NL,maricju01,74,280,0.0
MVP,1960,AL,skowrbi01,56,336,0.0
MVP,1966,NL,perryga01,8,280,0.0
MVP,2008,NL,ramirma02,138,448,0.0
MVP,1980,AL,gossari01,218,392,4.0
MVP,1960,NL,spahnwa01,27,336,0.0
MVP,1947,NL,milleed03,2,336,0.0
MVP,1951,NL,maglisa01,153,336,1.0
Rookie of the Year,1980,AL,corbedo01,38,140,3.0
MVP,1992,AL,anderbr01,16,392,0.0
MVP,1911,AL,jacksjo01,28,64,0.0
MVP,1993,AL,alomaro01,102,392,0.0
MVP,1933,NL,schumha02,11,80,
MVP,2006,AL,hafnetr01,64,392,0.0
Cy Young,1987,NL,sutclri01,55,120,4.0
MVP,1978,AL,sundbji01,24,392,0.0
MVP,2001,AL,gonzaju03,156,392,0.0
MVP,1988,NL,coneda01,37,336,0.0
