year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
2005,NBA,DEN,DEN,WC,NW,1,3,C1,Denver Nuggets,3078,6672,1721,2312,350,1076,903,2486,3389,1921,1863,698,1216,463,8227,3070,6764,1538,530,1480,2090,965,2469,3434,1959,1911,586,1323,436,8208,0,0,26,15,18,23,0,0,25,27,10,6,0,44,38,82,19930.0,Pepsi Center,32767,DEN
2008,NBA,MIA,MIA,EC,SE,3,5,C1,Miami Heat,3034,6646,1411,1871,582,1631,828,2411,3239,1671,1696,651,1026,451,8061,2920,6412,1609,591,1519,2086,896,2536,3432,1646,1632,528,1246,335,8040,0,0,28,13,15,26,0,0,28,24,9,7,93,43,39,82,19955.0,AmericanAirlines Arena,32767,
1998,NBA,LAL,LAL,WC,PC,2,4,CS,Los Angeles Lakers,1841,3935,1027,1503,241,685,619,1482,2101,1095,1231,389,754,287,4950,1759,3992,1064,217,653,1501,628,1403,2031,1062,1271,408,716,196,4799,0,0,18,7,13,12,0,0,28,16,14,8,0,31,19,50,12050.0,Great Western Forum,32767,LAL
1946,NBL,SHE,SHE,,WE,4,0,CS,Sheboygan Redskins,890,0,620,928,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,0,0,20,2,6,16,0,0,0,0,0,0,0,26,18,44,,,0,SHE
1992,NBA,NYK,NYK,EC,AT,1,1,CF,New York Knicks,3209,6898,1717,2316,193,604,1150,2660,3810,2125,2111,680,1296,372,8328,2822,6621,1949,230,753,2582,1031,2325,3356,1658,2010,657,1360,384,7823,0,0,37,4,23,18,0,0,42,14,23,5,0,60,22,82,19930.0,Madison Square Garden (IV),32767,NYK
1997,NBA,UTA,UTA,WC,MW,1,1,F,Utah Jazz,2993,6113,2044,2644,249,670,962,2405,3367,2070,1961,648,1260,412,8279,2806,6390,1730,401,1122,2284,984,2012,2996,1690,2133,645,1157,423,7743,0,0,36,5,26,15,0,0,38,14,22,2,0,62,20,82,19780.0,Delta Center,32767,UTA
1984,NBA,DEN,DEN,WC,MW,1,2,CF,Denver Nuggets,3876,7976,2016,2568,73,235,1331,2303,3634,2266,2152,894,1382,424,9841,3775,7379,2027,64,254,2648,1181,2628,3809,2154,2178,670,1744,589,9641,0,0,34,7,18,23,0,0,37,23,17,13,0,52,30,82,19830.0,McNichols Sports Arena,32767,DEN
2001,NBA,CLE,CLE,EC,CD,7,14,,Cleveland Cavaliers,2948,6582,1529,1980,387,1026,968,2483,3451,1891,1752,572,1196,470,7812,3053,6678,1506,473,1200,2014,928,2382,3310,1989,1638,602,1063,459,8085,0,0,20,21,9,32,0,0,20,34,12,16,0,29,53,82,19855.0,Gund Arena,32767,CLE
1991,NBA,CHI,CHI,EC,CD,1,1,NC,Chicago Bulls,3643,7168,1587,2132,138,454,1173,2439,3612,2279,1693,672,1088,480,9011,3206,6970,1525,218,657,1985,1081,2171,3252,1841,1800,631,1288,352,8155,0,0,36,5,31,10,0,0,47,9,22,6,0,67,15,82,19830.0,Chicago Stadium,32767,CHI
1985,NBA,DET,DET,EC,CD,3,5,C1,Detroit Pistons,3754,7750,1800,2300,55,182,1276,2461,3737,2319,2101,738,1343,340,9363,3620,7365,1956,71,258,2589,1180,2538,3718,2083,1977,662,1490,500,9267,0,0,31,10,15,26,0,0,33,25,18,12,0,46,36,82,19780.0,Pontiac Silverdome,32767,DET
2007,NBA,NOH,NOH,WC,SW,1,2,CS,New Orleans Hornets,3164,6796,1312,1707,630,1621,937,2494,3431,1785,1531,637,926,321,8270,3038,6604,1217,544,1552,1579,815,2533,3348,1779,1573,470,1089,331,7837,0,0,30,11,26,15,0,0,34,18,10,6,91,56,26,82,19805.0,New Orleans Arena,32767,
1969,ABA,NYA,NJN,,ED,4,0,DS,New York Nets,3543,7854,1990,2826,70,282,0,0,4156,1762,2381,0,1714,0,9146,3397,7363,2268,157,491,3034,0,0,4317,1781,2203,0,1911,0,9219,0,0,23,19,13,25,3,1,0,0,28,26,0,39,45,84,20335.0,Island Garden,32767,NYN
2007,NBA,MIL,MIL,EC,CD,5,13,,Milwaukee Bucks,3026,6745,1452,1980,452,1313,1055,2363,3418,1760,1748,544,1172,361,7956,3147,6562,1639,588,1530,2141,872,2464,3336,1913,1727,647,1081,404,8521,0,0,19,22,7,34,0,0,18,34,6,10,93,26,56,82,19855.0,Bradley Center,32767,
1948,NBL,TRI,ATL,,WE,2,0,CF,Tri-Cities Blackhawks,1487,0,1191,1778,0,0,0,0,0,0,0,0,0,0,4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3991,0,0,25,10,10,17,1,1,0,0,0,0,0,36,28,64,,,0,TCB
1993,NBA,LAC,LAC,WC,PC,7,11,,Los Angeles Clippers,3343,7163,1509,2128,252,831,1120,2410,3530,2169,1769,807,1474,421,8447,3512,7421,1584,308,882,2209,1348,2568,3916,2220,1788,898,1364,476,8916,0,0,17,24,10,31,0,0,17,37,9,21,0,27,55,82,19780.0,Los Angeles Memorial Sports Arena,32767,LAC
1965,NBA,BOS,BOS,,ED,2,0,NC,Boston Celtics,3488,8367,2038,2758,0,0,0,0,5591,1795,2012,0,0,0,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623,661,0,26,5,19,18,9,3,0,0,19,11,0,54,26,80,19225.0,Boston Garden,32767,BOS
2002,NBA,TOR,TOR,EC,CD,7,14,,Toronto Raptors,2847,6664,1350,1879,409,1193,1023,2355,3378,1583,1761,609,1181,392,7453,3037,6592,1490,370,986,1964,976,2601,3577,1729,1702,604,1125,406,7934,0,0,15,26,9,32,0,0,18,36,10,18,0,24,58,82,19805.0,Air Canada Centre,32767,TOR
1975,ABA,VIR,VIR,,,9,0,,Virginia Squires,3431,7844,1939,2533,72,274,1465,2455,3920,1724,2142,830,1756,361,8873,3869,7905,1844,92,262,2437,1402,2749,4151,2014,2203,917,1644,603,9674,0,0,13,29,2,39,0,0,0,0,0,0,0,15,68,83,20120.0,Norfolk Scope,32767,VIR
2007,NBA,IND,IND,EC,CD,3,9,,Indiana Pacers,3102,6993,1568,2042,755,2021,904,2633,3537,1864,1921,623,1207,412,8527,3093,6817,1850,606,1571,2443,929,2800,3729,1820,1782,663,1233,416,8642,0,0,21,20,15,26,0,0,24,28,5,11,99,36,46,82,19755.0,Conseco Fieldhouse,32767,
1992,NBA,UTA,UTA,WC,MW,3,6,C1,Utah Jazz,3336,6828,1907,2491,130,414,1041,2463,3504,2177,1965,746,1270,344,8709,3258,6970,1743,272,836,2343,1120,2314,3434,1928,1970,648,1291,468,8531,0,0,28,13,19,22,0,0,29,25,16,10,0,47,35,82,19755.0,Delta Center,32767,UTA
2004,NBA,SEA,SEA,WC,NW,1,3,CS,Seattle Supersonics,2882,6498,1683,2131,666,1824,1041,2311,3352,1487,1944,553,1113,338,8113,2932,6382,1591,470,1317,2124,930,2174,3104,1698,1949,508,1085,390,7925,0,0,26,15,26,15,0,0,31,21,11,5,0,52,30,82,19755.0,KeyArena at Seattle Center,32767,SEA
1974,NBA,PHO,PHO,WC,PC,4,8,,Phoenix Suns,3381,7561,1535,2082,0,0,1349,2684,4033,1879,2090,664,1760,317,8297,3356,7323,1780,0,0,2350,1112,2564,3676,2062,1992,870,1586,412,8492,0,0,22,19,10,31,0,0,19,27,12,18,0,32,50,82,19805.0,Arizona Veterans Memorial Coliseum,32767,PHO
1949,NBA,CHS,CHS,,CD,3,0,DS,Chicago Stags,2003,5892,1346,1934,0,0,0,0,0,1366,1977,0,0,0,5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5243,0,0,18,6,14,21,8,1,0,0,11,13,0,40,28,68,16570.0,Chicago Stadium,0,CHS
1992,NBA,SAC,SAC,WC,PC,7,11,,Sacramento Kings,3360,7264,1865,2447,262,788,1137,2281,3418,2075,2085,768,1364,348,8847,3420,7024,2054,213,680,2711,1138,2562,3700,2073,2010,767,1466,551,9107,0,0,16,25,9,32,0,0,18,36,6,24,0,25,57,82,19780.0,ARCO Arena (II),32767,SAC
2002,NBA,ORL,ORL,EC,AT,4,8,C1,Orlando Magic,2947,6763,1616,2079,568,1590,958,2392,3350,1676,1888,696,1177,300,8078,3007,6602,1648,405,1211,2150,970,2596,3566,1837,1823,643,1341,411,8067,0,0,26,15,16,25,0,0,31,23,14,11,0,42,40,82,19805.0,TD Waterhouse Centre,32767,ORL
2001,NBA,MIA,MIA,EC,AT,6,11,,Miami Heat,2801,6382,1236,1708,312,899,902,2544,3446,1664,1846,547,1217,448,7150,2666,6279,1565,379,1109,2127,894,2484,3378,1461,1709,620,1134,353,7276,0,0,18,23,18,23,0,0,22,32,10,14,0,36,46,82,19930.0,AmericanAirlines Arena,32767,MIA
2002,NBA,BOS,BOS,EC,AT,3,6,CS,Boston Celtics,2700,6509,1480,1994,719,2155,849,2471,3320,1575,1758,720,1147,303,7599,2804,6450,1560,463,1400,2084,937,2750,3687,1824,1798,617,1315,367,7631,0,0,25,16,19,22,0,0,31,23,13,12,0,44,38,82,19830.0,FleetCenter,32767,BOS
1945,NBL,CAT,CAT,,EA,4,0,,Cleveland Allmen Transfers,565,0,384,0,0,0,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,0,0,4,11,0,18,0,0,0,0,0,0,0,4,29,33,,,0,CAT
1947,NBA,NYK,NYK,,ED,2,0,R1,New York Knicks,1355,4724,868,1291,0,0,0,0,0,376,1076,0,0,0,3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,0,0,12,12,14,10,0,0,0,0,18,6,0,26,22,48,11545.0,Madison Square Garden (III),32767,NYK
1951,NBA,FTW,DET,,WD,4,0,DS,Fort Wayne Pistons,1771,5013,1609,2194,0,0,0,0,3619,1403,1751,0,0,0,5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,404,0,22,11,6,24,1,2,0,0,17,19,0,29,37,66,16015.0,North Side High School Gym,0,FWP
2006,NBA,MIA,MIA,EC,SE,1,4,C1,Miami Heat,2919,6288,1393,2019,528,1539,817,2526,3343,1681,1749,566,1201,442,7759,2895,6517,1513,531,1495,2039,921,2467,3388,1656,1790,562,1185,314,7834,0,0,27,14,17,24,0,0,27,25,9,7,0,44,38,82,19855.0,AmericanAirlines Arena,32767,
1937,NBL,PGP,PGP,,EA,3,0,,Pittsburgh Pirates,179,0,127,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,5,1,3,4,0,0,0,0,0,0,0,8,5,13,,,0,PTP
1990,NBA,ORL,ORL,WC,MW,4,9,,Orlando Magic,3298,7256,1818,2447,270,754,1233,2429,3662,1809,1976,602,1391,306,8684,3454,7232,1879,223,674,2451,1095,2500,3595,2118,1983,706,1215,654,9010,0,0,24,17,7,34,0,0,23,33,13,15,0,31,51,82,19780.0,Orlando Arena,32767,ORL
1949,NBA,WAT,WAT,,WD,5,0,,Waterloo Hawks,1746,4904,1429,2002,0,0,0,0,0,1324,1780,0,0,0,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5265,0,0,17,15,1,22,1,6,0,0,13,22,0,19,43,62,15105.0,McElroy Auditorium,0,WAT
2006,NBA,DAL,DAL,WC,SW,1,1,C1,Dallas Mavericks,3010,6442,1646,2045,535,1404,920,2515,3435,1632,1837,560,1140,408,8201,2790,6241,1654,375,1074,2216,839,2286,3125,1471,1811,565,1190,312,7609,0,0,36,5,31,10,0,0,40,12,14,2,0,67,15,82,19755.0,American Airlines Center,32767,
1979,NBA,PHO,PHO,WC,PC,3,4,CS,Phoenix Suns,3570,7235,1906,2466,68,280,1071,2458,3529,2283,1853,908,1629,344,9114,3563,7480,1593,100,297,2119,1216,2447,3663,2026,2051,882,1663,389,8819,0,0,36,5,19,22,0,0,42,18,19,11,0,55,27,82,19755.0,Arizona Veterans Memorial Coliseum,32767,PHO
1997,NBA,SEA,SEA,WC,PC,1,2,CS,Seattle Supersonics,3052,6458,1521,2109,621,1569,931,2225,3156,1986,1812,804,1145,376,8246,2896,6491,1449,417,1287,2001,1141,2314,3455,1825,1824,640,1394,403,7658,0,0,35,6,26,15,0,0,39,13,19,5,0,61,21,82,19755.0,KeyArena at Seattle Center,32767,SEA
2005,NBA,DAL,DAL,WC,SW,2,4,F,Dallas Mavericks,2948,6375,1818,2322,416,1113,1030,2431,3461,1473,1834,593,1112,488,8130,2801,6319,1626,404,1120,2163,935,2209,3144,1433,1958,536,1151,400,7632,0,0,34,7,26,15,0,0,37,15,13,3,0,60,22,82,19880.0,American Airlines Center,32767,DAL
2005,NBA,CHA,CHA,EC,SE,4,13,,Charlotte Bobcats,2961,6843,1593,2186,428,1261,990,2270,3260,1717,1960,822,1167,354,7943,3065,6410,1683,458,1285,2283,940,2667,3607,1881,1929,577,1464,441,8271,0,0,17,24,9,32,0,0,18,34,5,11,0,26,56,82,19905.0,Charlotte Bobcats Arena,32767,CHB
1967,ABA,HSM,SSL,,WD,4,0,DS,Houston Mavericks,3094,7731,1774,2537,112,389,0,0,4207,1175,1906,0,1093,0,8074,3118,7261,2066,105,344,2798,0,0,4448,1252,1839,0,1387,0,8407,0,0,23,16,6,32,0,1,0,0,15,33,0,29,49,78,18845.0,Hofheinz Pavilion,0,HMV
1980,NBA,CHI,CHI,EC,CD,2,5,CS,Chicago Bulls,3457,6903,1985,2563,38,179,1227,2475,3702,1925,2058,729,1672,514,8937,3527,7209,1669,52,223,2211,1145,2096,3241,1950,2135,784,1502,441,8775,0,0,26,15,19,22,0,0,34,24,20,9,0,45,37,82,19780.0,Chicago Stadium,32767,CHI
