year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2008,NHL,NYR,7,3,4,0,11,19,120,2,4,31,1,6,33,0
1959,NHL,CHI,4,0,4,0,6,14,30,,,,,,,
1918,PCHA,SEA,2,1,1,0,7,5,,,,,,,,
1986,NHL,BOS,4,0,4,0,11,19,86,4,5,19,1,4,18,1
1974,NHL,CHI,8,3,5,0,22,35,142,0,5,36,1,9,35,0
2000,NHL,BUF,13,7,6,0,38,30,138,2,10,51,1,8,44,2
1916,NHA,MOC,2,1,1,0,7,6,,,,,,,,
2005,NHL,EDM,24,15,9,0,70,61,385,10,24,141,1,22,158,3
1992,NHL,NYI,18,9,9,0,58,65,313,2,8,85,2,15,76,5
1981,NHL,VAN,17,11,6,0,57,50,675,2,14,62,1,18,70,0
1968,NHL,NYR,4,0,4,0,7,16,38,,1,,0,5,,0
1984,NHL,WAS,5,2,3,0,12,14,90,0,4,28,0,3,17,0
1929,NHL,NYR,4,1,2,1,7,7,77,,,,,,,
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
2002,NHL,COL,7,3,4,0,17,16,68,2,4,26,1,7,29,0
1987,NHL,CHI,5,1,4,0,17,21,188,0,8,29,,10,38,1
1999,NHL,STL,7,3,4,0,22,20,114,0,8,39,1,6,35,0
1972,WHA,PHB,4,0,4,0,6,19,,,4,25,1,4,17,0
1967,NHL,NYR,6,2,4,0,12,18,68,,2,,0,3,,0
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1943,NHL,DET,5,1,4,0,8,17,39,,,,,,,
1980,NHL,BOS,3,0,3,0,13,20,90,0,2,8,1,5,19,3
1919,PCHA,VML,2,1,1,0,3,7,,,,,,,,
1992,NHL,CAL,6,2,4,0,28,33,213,0,9,40,1,5,40,3
1934,NHL,CHI,2,0,1,1,0,1,16,,,,,,,
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
1954,NHL,TOR,4,0,4,0,6,14,60,,,,,,,
1983,NHL,WIN,3,0,3,0,7,18,76,0,2,10,0,0,8,1
1996,NHL,EDM,12,5,7,0,32,37,204,0,8,55,1,10,61,3
1976,NHL,STL,4,0,4,0,4,19,60,0,0,13,1,4,16,0
1995,NHL,TOR,6,2,4,0,15,21,112,0,8,32,4,5,34,1
1999,NHL,OTT,6,2,4,0,10,17,81,0,2,22,0,2,23,0
2007,NHL,AND,6,2,4,0,13,20,118,2,5,24,0,10,38,0
1940,NHL,MTL,3,1,2,0,7,8,34,,,,,,,
1996,NHL,CHI,6,2,4,0,14,28,160,0,1,27,0,12,45,2
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
1979,NHL,NYI,21,15,6,0,88,66,550,0,25,96,3,14,88,7
2003,NHL,NAS,6,2,4,0,9,12,76,0,1,29,1,2,29,1
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1974,WHA,NEW,6,2,4,0,17,28,,,,,,,,
1977,WHA,BIR,5,1,4,0,12,29,,,,,,,,
1961,NHL,NYR,6,2,4,0,15,22,46,,,,,,,
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1986,NHL,CHI,4,0,4,0,6,15,104,0,0,17,1,4,15,0
1964,NHL,TOR,6,2,4,0,14,17,136,,,,,,,
1968,NHL,MTL,14,12,2,0,43,26,247,,14,,3,5,,1
1959,NHL,TOR,10,4,6,0,25,31,104,,,,,,,
1931,NHL,TOR,7,5,1,1,28,15,95,,,,,,,
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
1949,NHL,TOR,7,3,4,0,11,10,117,,,,,,,
1968,NHL,BOS,10,6,4,0,40,20,226,,11,,1,7,,5
1967,NHL,MNS,14,7,7,0,48,39,104,,9,,1,8,,1
2001,NHL,NYI,7,3,4,0,21,22,169,2,11,38,0,5,43,0
1995,NHL,WAS,6,2,4,0,17,21,194,2,7,38,1,7,42,0
1936,NHL,MTL,5,2,3,0,8,13,15,,,,,,,
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
2011,NHL,PHI,11,5,6,0,41,44,225,2,15,42,1,13,47,4
1928,NHL,NYR,6,3,2,1,5,5,64,,,,,,,
2000,NHL,DET,6,2,4,0,17,15,57,0,9,27,0,3,20,0
1974,NHL,NYI,17,9,8,0,47,50,377,0,15,77,3,9,72,2
2010,NHL,PHO,4,0,4,0,10,18,41,0,6,18,0,4,15,0
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1955,NHL,DET,10,5,5,0,23,28,117,,,,,,,
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
1977,WHA,WIJ,9,8,1,0,53,20,,,,,,,,
1999,NHL,SJS,12,5,7,0,27,37,164,2,10,63,2,13,61,2
2000,NHL,CAR,6,2,4,0,8,20,115,0,3,29,1,2,24,0
1975,WHA,CAC,10,5,5,0,36,37,,,,,,,,
1927,NHL,OTS,2,0,2,0,1,3,24,,,,,,,
1981,NHL,CHI,15,8,7,0,50,51,547,4,11,62,1,14,72,2
1997,NHL,SJS,6,2,4,0,12,16,152,0,6,36,1,7,38,0
1996,NHL,DAL,7,3,4,0,18,21,136,0,3,40,1,6,34,1
2009,NHL,OTT,6,2,4,0,19,24,123,6,7,22,1,7,28,0
1968,NHL,OAK,7,3,4,0,25,23,99,,4,,0,4,,1
1982,NHL,WIN,3,0,3,0,9,14,74,0,6,17,3,2,11,0
1958,NHL,CHI,6,2,4,0,16,21,93,,,,,,,
2001,NHL,NJD,6,2,4,0,11,9,52,2,6,28,0,4,21,1
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1973,WHA,TOT,12,7,5,0,45,43,,,,,,,,
1968,NHL,LAK,11,4,7,0,28,41,162,,6,,1,7,,1
1976,NHL,LAK,9,4,5,0,35,37,158,0,12,40,2,7,33,0
1987,NHL,BOS,23,12,10,1,85,72,813,6,20,131,,24,125,6
1937,NHL,MTL,3,1,2,0,8,11,24,,,,,,,
1928,NHL,MTL,3,0,3,0,2,5,48,,,,,,,
1917,NHL,TOA,2,1,1,0,10,7,68,,,,,,,
1955,NHL,MTL,10,8,2,0,42,18,159,,,,,,,
2006,NHL,OTT,20,13,7,0,59,47,246,6,18,95,0,12,99,3
2010,NHL,MTL,7,3,4,0,17,17,54,4,6,27,0,0,21,1
1987,NHL,HAR,6,2,4,0,20,23,81,0,5,26,,6,26,0
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
2003,NHL,COL,11,6,5,0,26,24,154,4,9,48,0,9,47,2
1969,NHL,STL,16,8,8,0,46,46,301,,19,,2,12,,2
2003,NHL,SJS,17,10,7,0,38,32,216,0,11,81,3,6,72,1
1982,NHL,WAS,4,1,3,0,11,19,98,0,1,24,0,3,18,0
1986,NHL,EDM,21,16,5,0,87,57,477,4,17,91,1,14,84,5
1979,NHL,MNS,15,8,7,0,49,56,206,0,17,86,4,17,56,3
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
2002,NHL,MIN,18,8,10,0,43,43,193,2,16,73,3,12,63,2
1978,NHL,PHI,8,3,5,0,23,37,173,2,6,31,5,8,49,0
1999,NHL,TOR,12,6,6,0,26,26,154,0,2,43,1,7,47,1
1982,NHL,QUE,4,1,3,0,8,11,117,0,2,12,0,3,24,1
1946,NHL,BOS,5,1,4,0,10,16,58,,,,,,,
1998,NHL,STL,13,6,7,0,31,33,179,2,11,61,2,8,71,0
1971,NHL,BOS,15,12,3,0,64,34,389,,18,,1,11,,5
1976,NHL,CHI,2,0,2,0,3,7,19,0,3,7,0,1,7,0
1984,NHL,PHI,19,12,7,0,61,54,563,2,19,103,2,17,83,4
2007,NHL,COL,10,4,6,0,26,33,134,2,10,48,4,10,44,1
1996,NHL,ANA,11,4,7,0,25,30,163,2,10,39,0,6,45,0
1992,NHL,MTL,20,16,4,0,66,51,277,0,15,82,1,13,86,1
1973,WHA,NEW,7,3,4,0,23,24,,,,,,,,
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1917,PCHA,SEA,2,0,1,1,2,3,,,,,,,,
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1942,NHL,DET,10,8,2,0,36,22,87,,,,,,,
1983,NHL,QUE,9,5,4,0,26,25,344,2,4,35,1,3,43,2
2008,NHL,CHI,17,9,8,0,54,54,297,6,19,68,1,14,65,1
1928,NHL,BOS,5,5,0,0,9,3,76,,,,,,,
2001,NHL,TOR,20,10,10,0,44,49,389,4,13,90,0,20,99,0
1980,NHL,PIT,5,2,3,0,21,20,141,4,6,24,0,8,23,1
1922,PCHA,VAM,2,1,1,0,5,3,,,,,,,,
1976,WHA,QUN,17,12,5,0,79,56,,,,,,,,
1981,NHL,WIN,4,1,3,0,13,20,121,0,5,26,0,2,16,0
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1953,NHL,MTL,11,7,4,0,28,18,160,,,,,,,
1920,NHL,OTS,2,2,0,0,7,0,31,,,,,,,
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
2009,NHL,DET,12,5,7,0,43,33,178,4,12,57,1,12,64,0
1932,NHL,TOR,9,4,5,0,14,18,99,,,,,,,
1971,NHL,NYR,16,10,6,0,52,41,275,,12,,4,10,,1
1991,NHL,WAS,7,3,4,0,27,25,139,0,7,37,1,11,34,1
2006,NHL,NYI,5,1,4,0,11,17,54,2,2,19,0,4,24,0
1975,WHA,PHR,5,2,3,0,13,17,,,,,,,,
1986,NHL,TOR,13,7,6,0,33,32,345,0,9,51,0,8,53,0
1984,NHL,CAL,4,1,3,0,13,15,129,2,5,21,2,5,22,2
2000,NHL,STL,15,9,6,0,40,34,183,0,9,62,1,8,64,3
2009,NHL,PHO,7,3,4,0,18,26,81,0,6,33,0,8,34,1
1999,NHL,DET,9,5,4,0,23,19,132,0,10,43,0,5,49,1
1921,WCHL,CAT,2,0,1,1,1,2,,,,,,,,
1992,NHL,STL,11,7,4,0,24,28,185,0,10,51,0,9,57,1
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
1977,NHL,TOR,13,6,7,0,33,32,265,4,7,44,0,7,51,0
1986,NHL,NYI,14,7,7,0,35,42,293,0,11,50,2,9,58,0
1931,NHL,MTL,4,1,3,0,9,13,48,,,,,,,
2002,NHL,DET,4,0,4,0,6,10,36,2,2,14,0,0,14,0
1956,NHL,DET,5,1,4,0,14,15,66,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87,,,,,,,
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
1978,NHL,CHI,4,0,4,0,3,14,45,0,0,9,0,2,11,0
1937,NHL,CHI,10,7,3,0,26,21,66,,,,,,,
1988,NHL,CHI,16,9,7,0,52,45,484,6,16,90,,15,99,7
1976,WHA,CIN,4,0,4,0,9,19,,,,,,,,
1929,NHL,MTM,4,1,3,0,5,11,56,,,,,,,
1927,NHL,MTM,9,5,3,1,12,8,164,,,,,,,
1946,NHL,MTL,11,6,5,0,29,23,171,,,,,,,
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
1930,NHL,NYR,4,2,2,0,8,4,35,,,,,,,
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
1986,NHL,QUE,13,7,6,0,48,45,504,2,15,70,2,11,63,1
1976,WHA,SDM,7,3,4,0,19,28,,,,,,,,
1942,NHL,BOS,9,4,5,0,23,33,96,,,,,,,
1938,NHL,TOR,10,5,5,0,22,20,86,,,,,,,
1940,NHL,DET,9,4,5,0,17,20,96,,,,,,,
1984,NHL,DET,3,0,3,0,8,23,101,0,2,16,0,7,16,0
1982,NHL,TOR,4,1,3,0,18,18,109,0,6,21,0,5,20,0
1982,NHL,BOS,17,9,8,0,65,61,332,2,13,77,1,15,67,4
1940,NHL,TOR,7,3,4,0,17,15,52,,,,,,,
2000,NHL,EDM,6,2,4,0,13,16,83,0,5,31,0,4,26,0
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
1992,NHL,BOS,4,0,4,0,12,19,56,0,4,22,1,5,19,1
1995,NHL,MTL,6,2,4,0,17,19,72,2,3,31,1,8,31,2
1972,WHA,OTN,5,1,4,0,17,24,,,5,27,0,8,30,0
1983,NHL,STL,11,6,5,0,30,31,241,4,8,42,3,8,49,3
1981,NHL,EDM,5,2,3,0,23,27,178,2,3,18,0,9,26,3
1916,NHA,OT1,2,1,1,0,6,7,,,,,,,,
1990,NHL,BOS,19,10,9,0,60,62,439,2,24,100,3,17,92,0
1976,NHL,TOR,9,4,5,0,31,29,115,0,14,43,1,8,28,0
2005,NHL,DET,6,2,4,0,17,19,84,0,8,40,0,8,37,0
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1991,NHL,MNS,7,3,4,0,19,23,156,0,7,35,3,5,32,0
1927,NHL,NYR,9,5,3,1,16,12,152,,,,,,,
2001,NHL,MTL,12,6,6,0,32,39,172,2,9,48,2,11,48,0
1958,NHL,BOS,7,3,4,0,21,20,113,,,,,,,
1918,PCHA,VML,2,1,1,0,5,7,,,,,,,,
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
1986,NHL,CAL,6,2,4,0,15,22,190,0,5,28,1,8,30,1
2005,NHL,OTT,10,5,5,0,36,29,164,2,14,56,3,7,55,1
1976,WHA,NEW,5,1,4,0,14,23,,,,,,,,
1999,NHL,PHO,5,1,4,0,10,17,75,0,3,19,0,7,27,0
1949,NHL,MTL,5,1,4,0,7,15,77,,,,,,,
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
1983,NHL,CHI,5,2,3,0,14,18,134,0,3,23,1,4,23,1
1982,NHL,CHI,13,7,6,0,49,51,269,4,12,60,2,17,62,2
1945,NHL,DET,5,1,4,0,10,16,22,,,,,,,
2000,NHL,DAL,10,4,6,0,22,26,116,2,5,43,1,6,47,0
2007,NHL,CAL,7,3,4,0,17,19,70,2,6,22,0,6,31,0
1933,NHL,NYR,2,0,1,1,1,2,18,,,,,,,
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
1959,NHL,MTL,8,8,0,0,29,11,79,,,,,,,
1980,NHL,LAK,4,1,3,0,12,23,162,4,5,16,0,3,16,1
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
2010,NHL,VAN,25,15,10,0,58,69,435,12,19,93,6,19,99,1
1980,NHL,NYR,14,7,7,0,60,56,402,6,11,59,4,18,65,2
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
2002,NHL,STL,7,3,4,0,21,17,137,4,10,48,1,7,47,0
1976,WHA,IND,9,5,4,0,33,34,,,,,,,,
2000,NHL,VAN,4,0,4,0,9,16,50,0,4,16,0,5,19,0
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1972,WHA,LAS,6,2,4,0,16,23,,,4,25,0,9,20,1
2009,NHL,VAN,12,6,6,0,43,41,175,6,11,50,2,17,54,0
1988,NHL,VAN,7,3,4,0,20,26,160,2,7,44,,10,36,1
1998,NHL,SJS,6,2,4,0,17,19,102,0,7,41,1,7,42,2
1948,NHL,MTL,7,3,4,0,14,17,103,,,,,,,
1940,NHL,CHI,5,2,3,0,10,12,62,,,,,,,
