coachid,award,year,lgid,note
irvindi01c,First Team All-Star,1945,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
gormato01c,Second Team All-Star,1935,NHL,
rossar01c,Second Team All-Star,1942,NHL,
demerja01c,Jack Adams,1987,NHL,
patrile01c,First Team All-Star,1935,NHL,
tippeda01c,Jack Adams,2009,NHL,
thomppa01c,First Team All-Star,1939,NHL,
arboual01c,Jack Adams,1978,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
quinnpa01c,Jack Adams,1979,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
vigneal01c,Jack Adams,2006,NHL,
murrabr01c,Jack Adams,1983,NHL,
weilaco01c,First Team All-Star,1940,NHL,
adamsja01c,First Team All-Star,1942,NHL,
irvindi01c,First Team All-Star,1944,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
bowmasc01c,Jack Adams,1995,NHL,
burnspa01c,Jack Adams,1992,NHL,
vigneal01c,Jack Adams,2006,NHL,
brophjo01c,Schmertz,1978,WHA,
murrabr01c,Jack Adams,1983,NHL,
patrile01c,First Team All-Star,1931,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
arboual01c,Jack Adams,1978,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
irvindi01c,First Team All-Star,1943,NHL,
cherrdo01c,Jack Adams,1975,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
duttore01c,Second Team All-Star,1938,NHL,
tessior01c,Jack Adams,1982,NHL,
bowmasc01c,Jack Adams,1976,NHL,
wattto01c,Jack Adams,1981,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
martija02c,Jack Adams,1998,NHL,
weilaco01c,First Team All-Star,1940,NHL,
murdobo01c,Jack Adams,1989,NHL,
irvindi01c,First Team All-Star,1944,NHL,
patrile01c,First Team All-Star,1933,NHL,
krommbo01c,Jack Adams,1977,NHL,
patrile01c,First Team All-Star,1930,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
dayha01c,Second Team All-Star,1943,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
quinnpa01c,Jack Adams,1991,NHL,
rossar01c,Second Team All-Star,1942,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
thomppa01c,First Team All-Star,1939,NHL,
boudrbr01c,Jack Adams,2007,NHL,
hartce01c,Second Team All-Star,1936,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
demerja01c,Jack Adams,1987,NHL,
burnspa01c,Jack Adams,1997,NHL,
rossar01c,Second Team All-Star,1937,NHL,
sathegl01c,Jack Adams,1985,NHL,
tippeda01c,Jack Adams,2009,NHL,
burnspa01c,Jack Adams,1988,NHL,
patrile01c,First Team All-Star,1937,NHL,
barbebi01c,Jack Adams,2000,NHL,
quinnpa01c,Jack Adams,1979,NHL,
ruffli01c,Jack Adams,2005,NHL,
demerja01c,Jack Adams,1986,NHL,
berenre01c,Jack Adams,1980,NHL,
patrile01c,First Team All-Star,1934,NHL,
patrile01c,First Team All-Star,1935,NHL,
suttebr01c,Jack Adams,1990,NHL,
dineebi01c,Schmertz,1976,WHA,
huculsa01c,Schmertz,1974,WHA,
quennjo01c,Jack Adams,1999,NHL,
bylsmda01c,Jack Adams,2010,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
rossar01c,First Team All-Star,1938,NHL,
nolante01c,Jack Adams,1996,NHL,
krommbo01c,Schmertz,1975,WHA,
lemaija01c,Jack Adams,2002,NHL,
patrile01c,First Team All-Star,1932,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
hitchke01c,Jack Adams,2011,NHL,
pulfobo01c,Jack Adams,1974,NHL,
crawfma01c,Jack Adams,1994,NHL,
kelleja01c,Baldwin,1972,WHA,
harribi01c,Baldwin,1973,WHA,
adamsja01c,First Team All-Star,1936,NHL,
irvindi01c,First Team All-Star,1945,NHL,
francbo01c,Jack Adams,2001,NHL,
gormato01c,Second Team All-Star,1935,NHL,
crawfma01c,Jack Adams,1994,NHL,
irvindi01c,First Team All-Star,1945,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
quinnpa01c,Jack Adams,1991,NHL,
dayha01c,Second Team All-Star,1943,NHL,
wattto01c,Jack Adams,1981,NHL,
hartce01c,Second Team All-Star,1936,NHL,
burnspa01c,Jack Adams,1992,NHL,
krommbo01c,Jack Adams,1977,NHL,
patrile01c,First Team All-Star,1934,NHL,
bylsmda01c,Jack Adams,2010,NHL,
hitchke01c,Jack Adams,2011,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
ruffli01c,Jack Adams,2005,NHL,
lemaija01c,Jack Adams,2002,NHL,
vigneal01c,Jack Adams,2006,NHL,
tippeda01c,Jack Adams,2009,NHL,
berenre01c,Jack Adams,1980,NHL,
patrile01c,First Team All-Star,1931,NHL,
demerja01c,Jack Adams,1986,NHL,
thomppa01c,First Team All-Star,1939,NHL,
juliecl01c,Jack Adams,2008,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
murdobo01c,Jack Adams,1989,NHL,
dineebi01c,Schmertz,1977,WHA,
lemaija01c,Jack Adams,1993,NHL,
kelleja01c,Baldwin,1972,WHA,
rossar01c,Second Team All-Star,1937,NHL,
bowmasc01c,Jack Adams,1995,NHL,
demerja01c,Jack Adams,1987,NHL,
duttore01c,Second Team All-Star,1938,NHL,
patrile01c,First Team All-Star,1937,NHL,
adamsja01c,First Team All-Star,1942,NHL,
bowmasc01c,Jack Adams,1976,NHL,
patrile01c,First Team All-Star,1932,NHL,
boudrbr01c,Jack Adams,2007,NHL,
nolante01c,Jack Adams,1996,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
adamsja01c,First Team All-Star,1936,NHL,
francbo01c,Jack Adams,2001,NHL,
dineebi01c,Schmertz,1976,WHA,
rossar01c,First Team All-Star,1938,NHL,
martija02c,Jack Adams,1998,NHL,
patrile01c,First Team All-Star,1930,NHL,
patrile01c,First Team All-Star,1935,NHL,
quennjo01c,Jack Adams,1999,NHL,
keenami01c,Jack Adams,1984,NHL,
murrabr01c,Jack Adams,1983,NHL,
rossar01c,Second Team All-Star,1942,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
tortojo01c,Jack Adams,2003,NHL,
irvindi01c,First Team All-Star,1943,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
weilaco01c,First Team All-Star,1940,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
nolante01c,Jack Adams,1996,NHL,
pulfobo01c,Jack Adams,1974,NHL,
arboual01c,Jack Adams,1978,NHL,
suttebr01c,Jack Adams,1990,NHL,
vigneal01c,Jack Adams,2006,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
adamsja01c,First Team All-Star,1936,NHL,
burnspa01c,Jack Adams,1992,NHL,
tortojo01c,Jack Adams,2003,NHL,
bylsmda01c,Jack Adams,2010,NHL,
berenre01c,Jack Adams,1980,NHL,
rossar01c,Second Team All-Star,1937,NHL,
krommbo01c,Jack Adams,1977,NHL,
huculsa01c,Schmertz,1974,WHA,
patrile01c,First Team All-Star,1932,NHL,
tessior01c,Jack Adams,1982,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
francbo01c,Jack Adams,2001,NHL,
patrile01c,First Team All-Star,1931,NHL,
sherofr01c,Jack Adams,1973,NHL,
burnspa01c,Jack Adams,1988,NHL,
kelleja01c,Baldwin,1972,WHA,
demerja01c,Jack Adams,1987,NHL,
quennjo01c,Jack Adams,1999,NHL,
murrabr01c,Jack Adams,1983,NHL,
cherrdo01c,Jack Adams,1975,NHL,
brophjo01c,Schmertz,1978,WHA,
hitchke01c,Jack Adams,2011,NHL,
irvindi01c,First Team All-Star,1945,NHL,
hartce01c,Second Team All-Star,1936,NHL,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1930,NHL,
thomppa01c,First Team All-Star,1939,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
harribi01c,Baldwin,1973,WHA,
weilaco01c,First Team All-Star,1940,NHL,
irvindi01c,First Team All-Star,1944,NHL,
duttore01c,Second Team All-Star,1938,NHL,
crawfma01c,Jack Adams,1994,NHL,
gormato01c,Second Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1937,NHL,
juliecl01c,Jack Adams,2008,NHL,
sathegl01c,Jack Adams,1985,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
dineebi01c,Schmertz,1976,WHA,
tippeda01c,Jack Adams,2009,NHL,
ruffli01c,Jack Adams,2005,NHL,
burnspa01c,Jack Adams,1997,NHL,
martija02c,Jack Adams,1998,NHL,
murdobo01c,Jack Adams,1989,NHL,
rossar01c,First Team All-Star,1938,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
bowmasc01c,Jack Adams,1976,NHL,
quinnpa01c,Jack Adams,1979,NHL,
irvindi01c,First Team All-Star,1943,NHL,
quinnpa01c,Jack Adams,1991,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
dayha01c,Second Team All-Star,1943,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
demerja01c,Jack Adams,1986,NHL,
patrile01c,First Team All-Star,1933,NHL,
lemaija01c,Jack Adams,2002,NHL,
lemaija01c,Jack Adams,1993,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
krommbo01c,Schmertz,1975,WHA,
barbebi01c,Jack Adams,2000,NHL,
bowmasc01c,Jack Adams,1995,NHL,
keenami01c,Jack Adams,1984,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
rossar01c,Second Team All-Star,1942,NHL,
patrile01c,First Team All-Star,1934,NHL,
rossar01c,Second Team All-Star,1942,NHL,
demerja01c,Jack Adams,1986,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
irvindi01c,First Team All-Star,1944,NHL,
tessior01c,Jack Adams,1982,NHL,
patrile01c,First Team All-Star,1935,NHL,
dineebi01c,Schmertz,1976,WHA,
bouchfr01c,Second Team All-Star,1939,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
dayha01c,Second Team All-Star,1943,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
tortojo01c,Jack Adams,2003,NHL,
quinnpa01c,Jack Adams,1991,NHL,
hartce01c,Second Team All-Star,1936,NHL,
bylsmda01c,Jack Adams,2010,NHL,
thomppa01c,First Team All-Star,1939,NHL,
juliecl01c,Jack Adams,2008,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
francbo01c,Jack Adams,2001,NHL,
suttebr01c,Jack Adams,1990,NHL,
nolante01c,Jack Adams,1996,NHL,
irvindi01c,First Team All-Star,1945,NHL,
arboual01c,Jack Adams,1978,NHL,
adamsja01c,First Team All-Star,1936,NHL,
lemaija01c,Jack Adams,2002,NHL,
patrile01c,First Team All-Star,1930,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
burnspa01c,Jack Adams,1988,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
patrile01c,First Team All-Star,1934,NHL,
crawfma01c,Jack Adams,1994,NHL,
patrile01c,First Team All-Star,1932,NHL,
lemaija01c,Jack Adams,1993,NHL,
demerja01c,Jack Adams,1987,NHL,
vigneal01c,Jack Adams,2006,NHL,
burnspa01c,Jack Adams,1997,NHL,
rossar01c,First Team All-Star,1938,NHL,
pulfobo01c,Jack Adams,1974,NHL,
quinnpa01c,Jack Adams,1979,NHL,
patrile01c,First Team All-Star,1933,NHL,
ruffli01c,Jack Adams,2005,NHL,
harribi01c,Baldwin,1973,WHA,
barbebi01c,Jack Adams,2000,NHL,
quennjo01c,Jack Adams,1999,NHL,
bowmasc01c,Jack Adams,1976,NHL,
krommbo01c,Jack Adams,1977,NHL,
hitchke01c,Jack Adams,2011,NHL,
patrile01c,First Team All-Star,1937,NHL,
brophjo01c,Schmertz,1978,WHA,
kelleja01c,Baldwin,1972,WHA,
murdobo01c,Jack Adams,1989,NHL,
weilaco01c,First Team All-Star,1940,NHL,
adamsja01c,First Team All-Star,1942,NHL,
wattto01c,Jack Adams,1981,NHL,
boudrbr01c,Jack Adams,2007,NHL,
tippeda01c,Jack Adams,2009,NHL,
keenami01c,Jack Adams,1984,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
krommbo01c,Schmertz,1975,WHA,
irvindi01c,Second Team All-Star,1932,NHL,
irvindi01c,First Team All-Star,1943,NHL,
martija02c,Jack Adams,1998,NHL,
patrile01c,First Team All-Star,1931,NHL,
sathegl01c,Jack Adams,1985,NHL,
cherrdo01c,Jack Adams,1975,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
berenre01c,Jack Adams,1980,NHL,
gormato01c,Second Team All-Star,1935,NHL,
rossar01c,Second Team All-Star,1937,NHL,
huculsa01c,Schmertz,1974,WHA,
bowmasc01c,Jack Adams,1995,NHL,
duttore01c,Second Team All-Star,1938,NHL,
sherofr01c,Jack Adams,1973,NHL,
dineebi01c,Schmertz,1977,WHA,
murrabr01c,Jack Adams,1983,NHL,
