playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
foxne01,1951,0,ALS195107100,CHA,AL,1.0,4.0
brettge01,1978,0,NLS197807110,KCA,AL,1.0,5.0
millafe01,1970,0,NLS197007140,ATL,NL,0.0,
cainma01,2012,0,ALS201207100,SFN,NL,1.0,1.0
bonilbo01,1990,0,NLS199007100,PIT,NL,1.0,
tiantlu01,1974,0,NLS197407230,BOS,AL,1.0,
wilheho01,1961,2,ALS196107310,BAL,AL,0.0,
chandsp01,1947,0,NLS194707080,NYA,AL,0.0,
foxne01,1954,0,ALS195407130,CHA,AL,1.0,
maxwech01,1956,0,ALS195607100,DET,AL,0.0,
stirnsn01,1945,0,,NYA,AL,0.0,
edmonji01,2000,0,NLS200007110,SLN,NL,1.0,8.0
wallati01,1987,0,ALS198707140,MON,NL,1.0,
drabedo01,1994,0,NLS199407120,HOU,NL,1.0,
torrejo01,1965,0,ALS196507130,ML1,NL,1.0,2.0
yorkru01,1943,0,ALS194307130,DET,AL,1.0,
groteje01,1968,0,NLS196807090,NYN,NL,1.0,2.0
cansejo01,1988,0,NLS198807120,OAK,AL,1.0,7.0
greensh01,2002,0,NLS200207090,LAN,NL,1.0,
vinafe01,1998,0,NLS199807070,MIL,NL,1.0,
wynnji01,1974,0,NLS197407230,LAN,NL,1.0,8.0
conlege01,1959,2,NLS195908030,PHI,NL,1.0,
leecl02,2008,0,ALS200807150,CLE,AL,1.0,1.0
higgipi01,1944,0,NLS194407110,DET,AL,1.0,
mongesi01,1979,0,ALS197907170,CLE,AL,0.0,
ruthba01,1934,0,NLS193407100,NYA,AL,1.0,9.0
violafr01,1990,0,NLS199007100,NYN,NL,1.0,
furilca01,1952,0,NLS195207080,BRO,NL,0.0,
yastrca01,1970,0,NLS197007140,BOS,AL,1.0,8.0
killeha01,1959,1,NLS195907070,WS1,AL,1.0,5.0
fiskca01,1980,0,NLS198007080,BOS,AL,1.0,2.0
moorejo02,1940,0,NLS194007090,NY1,NL,1.0,
bellgu01,1957,0,NLS195707090,CIN,NL,1.0,
woodwi01,1974,0,NLS197407230,CHA,AL,0.0,
lombaer01,1942,0,NLS194207060,BSN,NL,1.0,
stiebda01,1981,0,ALS198108090,TOR,AL,1.0,
lawva01,1988,0,NLS198807120,CHN,NL,1.0,
vernomi01,1958,0,ALS195807080,CLE,AL,1.0,
nichobi01,1944,0,NLS194407110,CHN,NL,1.0,
jacksre01,1973,0,ALS197307240,OAK,AL,1.0,9.0
stratmo01,1937,0,ALS193707070,CHA,AL,0.0,
wellsda01,1995,0,ALS199507110,DET,AL,1.0,
fernato01,1992,0,NLS199207140,SDN,NL,1.0,
harrato01,1972,0,NLS197207250,TEX,AL,0.0,
baldwja01,2000,0,NLS200007110,CHA,AL,1.0,
pappami01,1962,2,NLS196207300,BAL,AL,1.0,
snidedu01,1956,0,ALS195607100,BRO,NL,1.0,
parkeda01,1979,0,ALS197907170,PIT,NL,1.0,9.0
hurstbr01,1987,0,ALS198707140,BOS,AL,0.0,
chalkda01,1974,0,NLS197407230,CAL,AL,1.0,
crandde01,1958,0,ALS195807080,ML1,NL,1.0,2.0
millwke01,1999,0,ALS199907130,ATL,NL,1.0,
bankser01,1960,2,ALS196007130,CHN,NL,1.0,6.0
waltebu01,1940,0,NLS194007090,CIN,NL,1.0,
ramospe01,1959,2,NLS195908030,WS1,AL,0.0,
camparo01,1952,0,NLS195207080,BRO,NL,1.0,2.0
sierrru01,1992,0,NLS199207140,TEX,AL,1.0,
roberro01,1954,0,ALS195407130,PHI,NL,1.0,1.0
lemonch01,1978,0,NLS197807110,CHA,AL,1.0,
perryji01,1961,1,NLS196107110,CLE,AL,0.0,
runnepe01,1959,1,NLS195907070,BOS,AL,1.0,
burketi01,1989,0,ALS198907110,MON,NL,1.0,
fordwh01,1954,0,ALS195407130,NYA,AL,1.0,1.0
hermabi01,1937,0,ALS193707070,CHN,NL,1.0,4.0
reyesjo01,2011,0,NLS201107120,NYN,NL,,
romanjo01,1962,1,ALS196207100,CLE,AL,1.0,
lacosmi01,1979,0,ALS197907170,CIN,NL,1.0,
palmera01,1999,0,ALS199907130,TEX,AL,1.0,10.0
cordech01,2005,0,ALS200507120,WAS,NL,1.0,
thomafr03,1954,0,ALS195407130,PIT,NL,1.0,
hodgegi01,1955,0,NLS195507120,BRO,NL,1.0,
soriaal01,2007,0,NLS200707100,CHN,NL,1.0,
snidedu01,1954,0,ALS195407130,BRO,NL,1.0,8.0
tayloto02,1960,1,ALS196007110,PHI,NL,1.0,
kendaja01,2000,0,NLS200007110,PIT,NL,1.0,2.0
darliro01,1985,0,ALS198507160,NYN,NL,0.0,
larkiba01,1995,0,ALS199507110,CIN,NL,1.0,6.0
willibe02,1999,0,ALS199907130,NYA,AL,1.0,
berrayo01,1948,0,ALS194807130,NYA,AL,0.0,
bankser01,1965,0,ALS196507130,CHN,NL,1.0,3.0
howarfr01,1971,0,ALS197107130,WS2,AL,1.0,
mayswi01,1956,0,ALS195607100,NY1,NL,1.0,
crosefr01,1936,0,NLS193607070,NYA,AL,1.0,
pinsova01,1960,1,ALS196007110,CIN,NL,1.0,
kuennha01,1958,0,ALS195807080,DET,AL,0.0,
schmibo02,1958,0,ALS195807080,SFN,NL,0.0,
bartedi01,1937,0,ALS193707070,NY1,NL,1.0,6.0
garcino01,2002,0,NLS200207090,BOS,AL,1.0,
marisro01,1961,1,NLS196107110,NYA,AL,1.0,9.0
berrayo01,1959,1,NLS195907070,NYA,AL,0.0,
kershcl01,2012,0,ALS201207100,LAN,NL,1.0,
fernasi01,1986,0,NLS198607150,NYN,NL,1.0,
moneydo01,1977,0,ALS197707190,ML4,AL,0.0,
hodgegi01,1950,0,ALS195007110,BRO,NL,0.0,
kalinal01,1966,0,NLS196607120,DET,AL,1.0,8.0
grantmu01,1965,0,ALS196507130,MIN,AL,1.0,
haddiha01,1955,0,NLS195507120,SLN,NL,1.0,
callijo01,1964,0,NLS196407070,PHI,NL,1.0,
penato01,1986,0,NLS198607150,PIT,NL,1.0,
benedbr01,1981,0,ALS198108090,ATL,NL,1.0,
holtzke01,1972,0,NLS197207250,OAK,AL,0.0,
brownto05,1991,0,ALS199107090,CIN,NL,0.0,
wardga01,1985,0,ALS198507160,TEX,AL,1.0,
rodriiv01,1997,0,ALS199707080,TEX,AL,1.0,2.0
braunry02,2010,0,ALS201007130,MIL,NL,1.0,7.0
russoma01,1941,0,ALS194107080,NYA,AL,0.0,
bankser01,1958,0,ALS195807080,CHN,NL,1.0,6.0
garcifr02,2002,0,NLS200207090,SEA,AL,1.0,
marshmi01,1974,0,NLS197407230,LAN,NL,1.0,
cainma01,2011,0,NLS201107120,SFN,NL,,
burroje01,1978,0,NLS197807110,ATL,NL,0.0,
coneda01,1997,0,ALS199707080,NYA,AL,1.0,
podrejo01,1962,2,NLS196207300,LAN,NL,1.0,1.0
baergca01,1992,0,NLS199207140,CLE,AL,1.0,
fostege01,1979,0,ALS197907170,CIN,NL,1.0,7.0
bellge02,1991,0,ALS199107090,CHN,NL,1.0,
killeha01,1961,1,NLS196107110,MIN,AL,1.0,
foxne01,1960,1,ALS196007110,CHA,AL,1.0,
clarkwi02,1991,0,ALS199107090,SFN,NL,1.0,3.0
kessido01,1970,0,NLS197007140,CHN,NL,1.0,6.0
rogerst01,1978,0,NLS197807110,MON,NL,1.0,
passecl01,1942,0,NLS194207060,CHN,NL,1.0,
bagbyji02,1943,0,ALS194307130,CLE,AL,0.0,
brownke01,2003,0,ALS200307150,LAN,NL,0.0,
troutdi01,1947,0,NLS194707080,DET,AL,0.0,
verlaju01,2007,0,NLS200707100,DET,AL,1.0,
maddugr01,1997,0,ALS199707080,ATL,NL,1.0,1.0
smithal04,1960,1,ALS196007110,CHA,AL,1.0,
hodgegi01,1957,0,NLS195707090,BRO,NL,1.0,
morgami01,1991,0,ALS199107090,LAN,NL,1.0,
kinslia01,2010,0,ALS201007130,TEX,AL,1.0,
piazzmi01,2002,0,NLS200207090,NYN,NL,1.0,2.0
ramirha01,2008,0,ALS200807150,FLO,NL,1.0,6.0
tejadmi01,2009,0,NLS200907140,HOU,NL,1.0,
plesada01,1988,0,NLS198807120,ML4,AL,1.0,
robinja02,1952,0,NLS195207080,BRO,NL,1.0,4.0
sauerha01,1950,0,ALS195007110,CHN,NL,1.0,9.0
vaughmo01,1998,0,NLS199807070,BOS,AL,0.0,
hemslro01,1944,0,NLS194407110,NYA,AL,1.0,2.0
wynnea01,1959,1,NLS195907070,CHA,AL,1.0,1.0
soriajo01,2010,0,ALS201007130,KCA,AL,0.0,
daviswi02,1973,0,ALS197307240,LAN,NL,1.0,
willite01,1956,0,ALS195607100,BOS,AL,1.0,7.0
mcdowsa01,1965,0,ALS196507130,CLE,AL,1.0,
ordonma01,2000,0,NLS200007110,CHA,AL,1.0,
dickebi01,1939,0,ALS193907110,NYA,AL,1.0,2.0
applilu01,1946,0,ALS194607090,CHA,AL,1.0,
langsma01,1987,0,ALS198707140,SEA,AL,1.0,
grubeke01,1990,0,NLS199007100,TOR,AL,1.0,
whitebi03,1960,2,ALS196007130,SLN,NL,1.0,
whitnpi01,1936,0,NLS193607070,PHI,NL,1.0,5.0
clarkto02,2001,0,ALS200107100,DET,AL,1.0,
aparilu01,1961,2,ALS196107310,CHA,AL,1.0,6.0
haynejo01,1948,0,ALS194807130,CHA,AL,0.0,
yorkru01,1947,0,NLS194707080,CHA,AL,0.0,
conceda01,1978,0,NLS197807110,CIN,NL,1.0,
coninje01,1995,0,ALS199507110,FLO,NL,1.0,
lopezja01,2003,0,ALS200307150,ATL,NL,1.0,2.0
mcdougi01,1959,1,NLS195907070,NYA,AL,1.0,
bunniji01,1964,0,NLS196407070,PHI,NL,1.0,
seaveto01,1969,0,ALS196907230,NYN,NL,0.0,
killeha01,1970,0,NLS197007140,MIN,AL,1.0,5.0
foxne01,1955,0,NLS195507120,CHA,AL,1.0,4.0
sweenmi01,2005,0,ALS200507120,KCA,AL,1.0,
runnepe01,1962,2,NLS196207300,BOS,AL,1.0,
jonessa02,1959,2,NLS195908030,SFN,NL,1.0,
linceti01,2011,0,NLS201107120,SFN,NL,,
sandbry01,1989,0,ALS198907110,CHN,NL,1.0,4.0
crandde01,1960,1,ALS196007110,ML1,NL,1.0,2.0
nichobi01,1941,0,ALS194107080,CHN,NL,1.0,9.0
boonebo01,1978,0,NLS197807110,PHI,NL,1.0,
bandosa01,1969,0,ALS196907230,OAK,AL,1.0,5.0
rizzuph01,1953,0,NLS195307140,NYA,AL,1.0,
harrimi01,1946,0,ALS194607090,BOS,AL,0.0,
mccovwi01,1963,0,ALS196307090,SFN,NL,1.0,
loretma01,2006,0,NLS200607110,BOS,AL,1.0,4.0
maddugr01,1998,0,NLS199807070,ATL,NL,1.0,1.0
cardele01,1965,0,ALS196507130,CIN,NL,1.0,
rodriiv01,2005,0,ALS200507120,DET,AL,1.0,
loducpa01,2003,0,ALS200307150,LAN,NL,1.0,
foxxji01,1939,0,ALS193907110,BOS,AL,0.0,
belliro01,2004,0,NLS200407130,CLE,AL,1.0,
urbinug01,2002,0,NLS200207090,BOS,AL,1.0,
bluevi01,1971,0,ALS197107130,OAK,AL,1.0,1.0
matheed01,1961,2,ALS196107310,ML1,NL,1.0,5.0
bautijo02,2010,0,ALS201007130,TOR,AL,1.0,
davisto02,1963,0,ALS196307090,LAN,NL,1.0,7.0
scottmi03,1986,0,NLS198607150,HOU,NL,1.0,
templjo01,1961,1,NLS196107110,CLE,AL,1.0,4.0
nealch01,1960,1,ALS196007110,LAN,NL,1.0,
finnelo01,1940,0,NLS194007090,BOS,AL,1.0,
sievero01,1959,2,NLS195908030,WS1,AL,0.0,
griffke02,1992,0,NLS199207140,SEA,AL,1.0,8.0
ludwiry01,2008,0,ALS200807150,SLN,NL,1.0,
conceda01,1981,0,ALS198108090,CIN,NL,1.0,6.0
torrejo01,1967,0,ALS196707110,ATL,NL,1.0,2.0
mizejo01,1946,0,ALS194607090,NY1,NL,1.0,3.0
moorejo02,1937,0,ALS193707070,NY1,NL,1.0,
rowesc01,1936,0,NLS193607070,DET,AL,1.0,
willimi03,2003,0,ALS200307150,PIT,NL,0.0,
victosh01,2011,0,NLS201107120,PHI,NL,,
coopemo01,1946,0,ALS194607090,BSN,NL,0.0,
hansero02,1960,2,ALS196007130,BAL,AL,1.0,6.0
boggswa01,1995,0,ALS199507110,NYA,AL,1.0,5.0
triangu01,1957,0,NLS195707090,BAL,AL,0.0,
giustda01,1973,0,ALS197307240,PIT,NL,1.0,
mcgresc01,1981,0,ALS198108090,BAL,AL,0.0,
lombaer01,1943,0,ALS194307130,NY1,NL,1.0,
bournmi01,2010,0,ALS201007130,HOU,NL,1.0,
newhoha01,1948,0,ALS194807130,DET,AL,1.0,
stiebda01,1988,0,NLS198807120,TOR,AL,1.0,
mcgwima01,1990,0,NLS199007100,OAK,AL,1.0,3.0
justida01,1994,0,NLS199407120,ATL,NL,1.0,9.0
sosasa01,1998,0,NLS199807070,CHN,NL,0.0,
jacksgr01,1969,0,ALS196907230,PHI,NL,0.0,
guarded01,2003,0,ALS200307150,MIN,AL,1.0,
smithle02,1983,0,ALS198307060,CHN,NL,1.0,
elliobo01,1951,0,ALS195107100,BSN,NL,1.0,5.0
grissma02,1994,0,NLS199407120,MON,NL,1.0,
reganph01,1966,0,NLS196607120,LAN,NL,0.0,
randowi01,1976,0,NLS197607130,NYA,AL,0.0,
ripkeca01,1983,0,ALS198307060,BAL,AL,1.0,
batisto01,2000,0,NLS200007110,TOR,AL,1.0,
righeda01,1986,0,NLS198607150,NYA,AL,1.0,
clemero01,1964,0,NLS196407070,PIT,NL,1.0,9.0
brettge01,1985,0,ALS198507160,KCA,AL,1.0,5.0
swishst01,1976,0,NLS197607130,CHN,NL,0.0,
oneilpa01,1995,0,ALS199507110,NYA,AL,1.0,
santibe01,1992,0,NLS199207140,SDN,NL,1.0,2.0
heganji01,1950,0,ALS195007110,CLE,AL,1.0,
carewro01,1971,0,ALS197107130,MIN,AL,1.0,4.0
garneph01,1981,0,ALS198108090,PIT,NL,1.0,
mastewa02,1947,0,NLS194707080,WS1,AL,1.0,
martide01,1990,0,NLS199007100,MON,NL,1.0,
grichbo01,1979,0,ALS197907170,CAL,AL,1.0,
hammaat01,1983,0,ALS198307060,SFN,NL,1.0,
hudekjo01,1994,0,NLS199407120,HOU,NL,1.0,
vaughar01,1936,0,NLS193607070,PIT,NL,0.0,
whitefr01,1982,0,NLS198207130,KCA,AL,1.0,
rolensc01,2002,0,NLS200207090,PHI,NL,1.0,5.0
raineti01,1981,0,ALS198108090,MON,NL,1.0,
bondsba01,1993,0,ALS199307130,SFN,NL,1.0,7.0
carltst01,1981,0,ALS198108090,PHI,NL,0.0,
deandi01,1936,0,NLS193607070,SLN,NL,1.0,1.0
garcino01,1999,0,ALS199907130,BOS,AL,1.0,6.0
parkeda01,1985,0,ALS198507160,CIN,NL,1.0,
spencst01,1944,0,NLS194407110,WS1,AL,1.0,9.0
mazerbi01,1959,2,NLS195908030,PIT,NL,0.0,
bellhe01,2010,0,ALS201007130,SDN,NL,1.0,
hermabi01,1936,0,NLS193607070,CHN,NL,1.0,4.0
marquja01,2009,0,NLS200907140,COL,NL,0.0,
sewelri01,1944,0,NLS194407110,PIT,NL,1.0,
pendlte01,1992,0,NLS199207140,ATL,NL,1.0,5.0
colavro01,1962,1,ALS196207100,DET,AL,1.0,
izturce01,2005,0,ALS200507120,LAN,NL,0.0,
siebeno01,1964,0,NLS196407070,BAL,AL,1.0,
guilloz01,1990,0,NLS199007100,CHA,AL,1.0,
mccanbr01,2006,0,NLS200607110,ATL,NL,1.0,
mungova01,1936,0,NLS193607070,BRO,NL,0.0,
aaronha01,1955,0,NLS195507120,ML1,NL,1.0,
aaronha01,1956,0,ALS195607100,ML1,NL,1.0,
aaronha01,1957,0,NLS195707090,ML1,NL,1.0,9.0
aaronha01,1958,0,ALS195807080,ML1,NL,1.0,9.0
aaronha01,1959,1,NLS195907070,ML1,NL,1.0,9.0
aaronha01,1959,2,NLS195908030,ML1,NL,1.0,9.0
aaronha01,1960,1,ALS196007110,ML1,NL,1.0,9.0
aaronha01,1960,2,ALS196007130,ML1,NL,1.0,9.0
aaronha01,1961,1,NLS196107110,ML1,NL,1.0,
aaronha01,1961,2,ALS196107310,ML1,NL,1.0,
aaronha01,1962,1,ALS196207100,ML1,NL,0.0,
aaronha01,1962,2,NLS196207300,ML1,NL,1.0,
aaronha01,1963,0,ALS196307090,ML1,NL,1.0,9.0
aaronha01,1964,0,NLS196407070,ML1,NL,1.0,
aaronha01,1965,0,ALS196507130,ML1,NL,1.0,9.0
aaronha01,1966,0,NLS196607120,ATL,NL,1.0,7.0
aaronha01,1967,0,ALS196707110,ATL,NL,1.0,8.0
aaronha01,1968,0,NLS196807090,ATL,NL,1.0,9.0
aaronha01,1969,0,ALS196907230,ATL,NL,1.0,9.0
aaronha01,1970,0,NLS197007140,ATL,NL,1.0,9.0
aaronha01,1971,0,ALS197107130,ATL,NL,1.0,9.0
aaronha01,1972,0,NLS197207250,ATL,NL,1.0,9.0
aaronha01,1973,0,ALS197307240,ATL,NL,1.0,3.0
aaronha01,1974,0,NLS197407230,ATL,NL,1.0,9.0
aaronha01,1975,0,ALS197507150,ML4,AL,1.0,
aasedo01,1986,0,NLS198607150,BAL,AL,1.0,
abreubo01,2004,0,NLS200407130,PHI,NL,1.0,
adamsac01,1943,0,ALS194307130,NY1,NL,0.0,
adcocjo01,1960,1,ALS196007110,ML1,NL,1.0,3.0
adcocjo01,1960,2,ALS196007130,ML1,NL,1.0,3.0
ageeto01,1966,0,NLS196607120,CHA,AL,1.0,
ageeto01,1967,0,ALS196707110,CHA,AL,1.0,
aguilri01,1991,0,ALS199107090,MIN,AL,1.0,
aguilri01,1992,0,NLS199207140,MIN,AL,1.0,
aguilri01,1993,0,ALS199307130,MIN,AL,1.0,
aguirha01,1962,1,ALS196207100,DET,AL,0.0,
aguirha01,1962,2,NLS196207300,DET,AL,1.0,
alexado01,1988,0,NLS198807120,DET,AL,0.0,
alfoned01,2000,0,NLS200007110,NYN,NL,1.0,
allendi01,1965,0,ALS196507130,PHI,NL,1.0,5.0
allendi01,1966,0,NLS196607120,PHI,NL,1.0,
allendi01,1967,0,ALS196707110,PHI,NL,1.0,5.0
allendi01,1970,0,NLS197007140,SLN,NL,1.0,3.0
allendi01,1972,0,NLS197207250,CHA,AL,1.0,3.0
allendi01,1973,0,ALS197307240,CHA,AL,0.0,
allendi01,1974,0,NLS197407230,CHA,AL,1.0,3.0
allenjo02,1938,0,NLS193807060,CLE,AL,1.0,
alleyge01,1967,0,ALS196707110,PIT,NL,1.0,6.0
allisbo01,1963,0,ALS196307090,MIN,AL,1.0,
allisbo01,1964,0,NLS196407070,MIN,AL,1.0,3.0
alomaro01,1991,0,ALS199107090,TOR,AL,1.0,4.0
alomaro01,1992,0,NLS199207140,TOR,AL,1.0,4.0
alomaro01,1993,0,ALS199307130,TOR,AL,1.0,4.0
alomaro01,1994,0,NLS199407120,TOR,AL,1.0,4.0
alomaro01,1996,0,NLS199607090,BAL,AL,1.0,4.0
alomaro01,1997,0,ALS199707080,BAL,AL,1.0,4.0
alomaro01,1998,0,NLS199807070,BAL,AL,1.0,4.0
alomaro01,1999,0,ALS199907130,CLE,AL,1.0,4.0
alomaro01,2000,0,NLS200007110,CLE,AL,1.0,4.0
alomaro01,2001,0,ALS200107100,CLE,AL,1.0,
alomasa01,1970,0,NLS197007140,CAL,AL,1.0,
alomasa02,1990,0,NLS199007100,CLE,AL,1.0,2.0
alomasa02,1991,0,ALS199107090,CLE,AL,1.0,2.0
alomasa02,1992,0,NLS199207140,CLE,AL,1.0,2.0
alomasa02,1996,0,NLS199607090,CLE,AL,1.0,
alomasa02,1998,0,NLS199807070,CLE,AL,1.0,
aloufe01,1962,1,ALS196207100,SFN,NL,1.0,
aloufe01,1966,0,NLS196607120,ATL,NL,0.0,
aloufe01,1968,0,NLS196807090,ATL,NL,1.0,
alouma01,1968,0,NLS196807090,PIT,NL,1.0,
alouma01,1969,0,ALS196907230,PIT,NL,1.0,8.0
aloumo01,1994,0,NLS199407120,MON,NL,1.0,
aloumo01,1997,0,ALS199707080,FLO,NL,1.0,
aloumo01,1998,0,NLS199807070,HOU,NL,1.0,
aloumo01,2001,0,ALS200107100,HOU,NL,1.0,
farretu01,1962,1,ALS196207100,HOU,NL,0.0,
kendaja01,1996,0,NLS199607090,PIT,NL,1.0,
raineti01,1982,0,NLS198207130,MON,NL,1.0,7.0
liebemi01,1999,0,ALS199907130,PHI,NL,1.0,
cartega01,1984,0,NLS198407100,MON,NL,1.0,2.0
smallro02,1979,0,ALS197907170,MIN,AL,1.0,6.0
russeje01,1989,0,ALS198907110,TEX,AL,1.0,
johnsra05,1993,0,ALS199307130,SEA,AL,1.0,
hollima01,2011,0,NLS201107120,SLN,NL,1.0,7.0
olsongr02,1990,0,NLS199007100,ATL,NL,1.0,
durhale01,1982,0,NLS198207130,CHN,NL,0.0,
smithal04,1960,2,ALS196007130,CHA,AL,1.0,
cabremi01,2012,0,ALS201207100,DET,AL,1.0,
bauerha01,1954,0,ALS195407130,NYA,AL,1.0,9.0
braunry02,2009,0,NLS200907140,MIL,NL,1.0,9.0
hoytla01,1985,0,ALS198507160,SDN,NL,1.0,1.0
mantlmi01,1964,0,NLS196407070,NYA,AL,1.0,8.0
donovdi01,1961,1,NLS196107110,WS2,AL,1.0,
thigpbo01,1990,0,NLS199007100,CHA,AL,1.0,
fairlro01,1977,0,ALS197707190,TOR,AL,1.0,
kellech01,1940,0,NLS194007090,NYA,AL,1.0,9.0
mizejo01,1947,0,NLS194707080,NY1,NL,1.0,3.0
reynoal01,1954,0,ALS195407130,NYA,AL,0.0,
parrila02,1983,0,ALS198307060,DET,AL,1.0,
clemero01,1962,1,ALS196207100,PIT,NL,1.0,9.0
suzukic01,2004,0,NLS200407130,SEA,AL,1.0,8.0
newhoha01,1946,0,ALS194607090,DET,AL,1.0,
rosepe01,1976,0,NLS197607130,CIN,NL,1.0,5.0
kralija01,1964,0,NLS196407070,CLE,AL,0.0,
suzukic01,2001,0,ALS200107100,SEA,AL,1.0,8.0
fiskca01,1974,0,NLS197407230,BOS,AL,0.0,
marioma01,1946,0,ALS194607090,SLN,NL,1.0,6.0
beckro01,1997,0,ALS199707080,SFN,NL,0.0,
ottme01,1941,0,ALS194107080,NY1,NL,1.0,
mcquige02,1945,0,,SLA,AL,0.0,
johnsch04,2001,0,ALS200107100,FLO,NL,1.0,
pafkoan01,1947,0,NLS194707080,CHN,NL,1.0,
marioma01,1948,0,ALS194807130,SLN,NL,0.0,
donovdi01,1961,2,ALS196107310,WS2,AL,0.0,
barfije01,1986,0,NLS198607150,TOR,AL,1.0,
hernaro01,1996,0,NLS199607090,CHA,AL,1.0,
linceti01,2008,0,ALS200807150,SFN,NL,0.0,
spahnwa01,1962,1,ALS196207100,ML1,NL,0.0,
gordojo01,1946,0,ALS194607090,NYA,AL,1.0,
applilu01,1939,0,ALS193907110,CHA,AL,0.0,
robined01,1953,0,NLS195307140,PHA,AL,1.0,
crosefr01,1939,0,ALS193907110,NYA,AL,0.0,
kleinch01,1933,0,ALS193307060,PHI,NL,1.0,9.0
hillejo01,1974,0,NLS197407230,DET,AL,0.0,
ashbyan01,1999,0,ALS199907130,SDN,NL,1.0,
rizzuph01,1950,0,ALS195007110,NYA,AL,1.0,6.0
scottmi03,1987,0,ALS198707140,HOU,NL,1.0,1.0
gonzaad01,2008,0,ALS200807150,SDN,NL,1.0,
drysddo01,1964,0,NLS196407070,LAN,NL,1.0,1.0
morgajo02,1977,0,ALS197707190,CIN,NL,1.0,4.0
reynoal01,1952,0,NLS195207080,NYA,AL,0.0,
ferreri01,1937,0,ALS193707070,WS1,AL,0.0,
reuscri01,1989,0,ALS198907110,SFN,NL,1.0,1.0
robinja02,1951,0,ALS195107100,BRO,NL,1.0,4.0
lolicmi01,1972,0,NLS197207250,DET,AL,1.0,
sciosmi01,1989,0,ALS198907110,LAN,NL,1.0,
mccorfr01,1944,0,NLS194407110,CIN,NL,0.0,
santoro01,1965,0,ALS196507130,CHN,NL,1.0,
piazzmi01,2001,0,ALS200107100,NYN,NL,1.0,2.0
kuennha01,1954,0,ALS195407130,DET,AL,0.0,
brookhu01,1986,0,NLS198607150,MON,NL,1.0,
smithre06,1978,0,NLS197807110,LAN,NL,1.0,
randowi01,1981,0,ALS198108090,NYA,AL,1.0,4.0
caprabu01,1974,0,NLS197407230,ATL,NL,0.0,
gentiji01,1962,2,NLS196207300,BAL,AL,1.0,3.0
gonzaad01,2010,0,ALS201007130,SDN,NL,1.0,
evansda01,1973,0,ALS197307240,ATL,NL,1.0,
reyesjo01,2010,0,ALS201007130,NYN,NL,0.0,
higgipi01,1934,0,NLS193407100,PHA,AL,0.0,
hubbeca01,1941,0,ALS194107080,NY1,NL,0.0,
mccanbr01,2011,0,NLS201107120,ATL,NL,1.0,2.0
billich01,2009,0,NLS200907140,LAN,NL,1.0,
mussimi01,1999,0,ALS199907130,BAL,AL,1.0,
jonesru01,1977,0,ALS197707190,SEA,AL,1.0,
mayswi01,1955,0,NLS195507120,NY1,NL,1.0,
gedmari01,1985,0,ALS198507160,BOS,AL,1.0,
hayesfr01,1946,0,ALS194607090,CLE,AL,1.0,2.0
samueju01,1984,0,NLS198407100,PHI,NL,0.0,
gomezle01,1937,0,ALS193707070,NYA,AL,1.0,1.0
pedrodu01,2008,0,ALS200807150,BOS,AL,1.0,4.0
mayswi01,1961,2,ALS196107310,SFN,NL,1.0,8.0
victosh01,2009,0,NLS200907140,PHI,NL,1.0,8.0
boonebr01,1998,0,NLS199807070,CIN,NL,0.0,
jenseja01,1955,0,NLS195507120,BOS,AL,1.0,
hortowi01,1965,0,ALS196507130,DET,AL,1.0,7.0
conlege01,1954,0,ALS195407130,ML1,NL,1.0,
henderi01,1990,0,NLS199007100,OAK,AL,1.0,7.0
whitebi03,1964,0,NLS196407070,SLN,NL,1.0,
musiast01,1961,2,ALS196107310,SLN,NL,1.0,
willida03,1953,0,NLS195307140,NY1,NL,1.0,
reesepe01,1954,0,ALS195407130,BRO,NL,0.0,
cartega01,1986,0,NLS198607150,NYN,NL,1.0,2.0
martied01,2001,0,ALS200107100,SEA,AL,1.0,10.0
whitalo01,1986,0,NLS198607150,DET,AL,1.0,4.0
lopezja01,1998,0,NLS199807070,ATL,NL,1.0,
fiskca01,1977,0,ALS197707190,BOS,AL,1.0,2.0
piercbi02,1958,0,ALS195807080,CHA,AL,0.0,
ruffire01,1939,0,ALS193907110,NYA,AL,1.0,1.0
loftoke01,1995,0,ALS199507110,CLE,AL,1.0,8.0
jonescl01,1969,0,ALS196907230,NYN,NL,1.0,7.0
kubekto01,1961,2,ALS196107310,NYA,AL,0.0,
reuscri01,1987,0,ALS198707140,PIT,NL,1.0,
greenty01,1995,0,ALS199507110,PHI,NL,1.0,
lefebji01,1966,0,NLS196607120,LAN,NL,1.0,4.0
howsedi01,1961,1,NLS196107110,KC1,AL,1.0,
porteda02,1979,0,ALS197907170,KCA,AL,1.0,2.0
cramedo01,1939,0,ALS193907110,BOS,AL,1.0,9.0
cansejo01,1999,0,ALS199907130,TBA,AL,0.0,
gordojo01,1941,0,ALS194107080,NYA,AL,1.0,
montgje01,1992,0,NLS199207140,KCA,AL,1.0,
sullifr01,1956,0,ALS195607100,BOS,AL,0.0,
boggswa01,1993,0,ALS199307130,NYA,AL,1.0,5.0
easlemi01,1981,0,ALS198108090,PIT,NL,1.0,
finlech01,1996,0,NLS199607090,CAL,AL,1.0,
runnepe01,1960,1,ALS196007110,BOS,AL,1.0,4.0
