schoolid,schoolname,schoolcity,schoolstate,schoolnick
tntech,Tennessee Technological University,Cookeville,TN,Golden Eagles
swesterntx,Southwestern University,Georgetown,TX,Pirates
maine,University of Maine,Orono,ME,Black Bears
loyolachi,Loyola University of Chicago,Chicago,IL,Ramblers
wheaton,Wheaton College,Wheaton,IL,Thunder
montana,University of Montana-Missoula,Missoula,MT,Grizzlies
syracuse,Syracuse University,Syracuse,NY,Orangemen
sonomast,Sonoma State University,Rohnert Park,CA,Seawolves
willinois,Western Illinois University,Macomb,IL,Leathernecks
arizona,University of Arizona,Tucson,AZ,Wildcats
neastern,Northeastern University,Boston,MA,Huskies
albanyst,Albany State University,Albany,GA,Golden Rams
hiramoh,Hiram College,Hiram,OH,Terriers
georgefox,George Fox University,Newberg,OR,Bruins
missvalley,Mississippi Valley State University,Itta Bena,MS,Delta Devils
rider,Rider University,Lawrenceville,NJ,Broncs
kansasst,Kansas State University,Manhattan,KS,Wildcats
azusapac,Azusa Pacific University,Azusa,CA,Cougars
ncolorado,University of Northern Colorado,Greeley,CO,Bears
chicagost,Chicago State University,Chicago,IL,Cougars
wyoming,University of Wyoming,Laramie,WY,Cowboys
vanguardca,Vanguard University of Southern California,Costa Mesa,CA,Lions
newesleyan,Nebraska Wesleyan University,Lincoln,NE,Prairie Wolves
messiah,Messiah College,Grantham,PA,Falcons
ulamo,University of Louisiana at Monroe,Monroe,LA,Indians
mcdaniel,McDaniel College,Westminster,MD,Green Terror
akron,University of Akron,Akron,OH,Zips
gettysburg,Gettysburg College,Gettysburg,PA,Bullets
okcity,Oklahoma City University,Oklahoma City,OK,Stars
canisius,Canisius College,Buffalo,NY,Griffs
crdstritch,Cardinal Stritch University,Milwaukee,WI,Wolves
kutztown,Kutztown University of Pennsylvania,Kutztown,PA,Golden Bears
morrbrown,Morris Brown College,Atlanta,GA,Wolverines
mscollege,Mississippi College,Clinton,MS,Choctaws
seoklahoma,Southeastern Oklahoma State University,Durant,OK,Savages
whitmanwa,Whitman College,Walla Walla,WA,Missionaries
trinityct,Trinity College,Hartford,CT,Bantams
millikin,Millikin University,Decatur,IL,Big Blue
ncstate,North Carolina State University,Raleigh,NC,Wolfpack
charleston,College of Charleston,Charleston,SC,Cougars
montreatnc,Montreat College,Montreat,NC,Cavaliers
ilwesleyan,Illinois Wesleyan University,Bloomington,IL,Titans
sunybing,State University of New York at Binghamton,Binghamton,NY,Bearcats
wlmcarey,William Carey College,Hattiesburg,MS,Crusaders
stjohns,St. John's University,Jamaica,NY,Red Storm
waynestne,Wayne State College,Wayne,NE,Wildcats
savstate,Savannah State University,Savannah,GA,Tigers
norfolkst,Norfolk State University,Norfolk,VA,Spartans
tulsa,University of Tulsa,Tulsa,OK,Golden Hurricane
swarthmore,Swarthmore College,Swarthmore,PA,Garnet Tide
wheatonma,Wheaton College (Mass.),Wheaton,MA,Lyons
uscaiken,University of South Carolina Aiken,Aiken,SC,Pacers
coastcar,Coastal Carolina University,Conway,SC,Chanticleers
washleeva,Washington and Lee University,Lexington,VA,Generals
ucirvine,"University of California, Irvine",Irvine,CA,Anteaters
cmichigan,Central Michigan University,Mount Pleasant,MI,Chippewas
sulrossst,Sul Ross State University,Alpine,TX,Lobos
setonhall,Seton Hall University,South Orange,NJ,Pirates
springhill,Spring Hill College,Mobile,AL,Badgers
ithacany,Ithaca College,Ithaca,NY,Bombers
morehouse,Morehouse College,Atlanta,GA,Maroon Tigers
schreiner,Schreiner University,Kerrville,TX,Mountaineers
newberry,Newberry College,Newberry,SC,Indians
ewashington,Eastern Washington University,Cheney,WA,Eagles
newhaven,University of New Haven,New Haven,CT,Chargers
smiss,University of Southern Mississippi,Hattiesburg,MS,Golden Eagles
wiwhitewtr,University of Wisconsin-Whitewater,Whitewater,WI,Warhawks
ramaponj,Ramapo College of New Jersey,Mahwah,NJ,Roadrunners
emichigan,Eastern Michigan University,Ypsilanti,MI,Eagles
stbonny,St. Bonaventure University,St. Bonaventure,NY,Bonnies
detroit,University of Detroit Mercy,Detroit,MI,Titans
grossmont,Grossmont College,El Cajon,CA,
uncwilm,University of North Carolina at Wilmington,Wilmington,NC,Seahawks
byu,Brigham Young University,Provo,UT,Cougars
morganst,Morgan State University,Baltimore,MD,Bears
masslowell,University of Massachusetts Lowell,Lowell,MA,River Hawks
johnshpkns,Johns Hopkins University,Baltimore,MD,Blue Jays
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,Tigers
oberlinoh,Oberlin College,Oberlin,OH,Yeoman
charlotte,University of North Carolina at Charlotte,Charlotte,NC,49ers
rutgers,Rutgers University,New Brunswick,NJ,Scarlet Knights
longwoodva,Longwood University,Farmville,VA,Lancers
wioshkosh,University of Wisconsin-Oshkosh,Oshkosh,WI,Titans
njcity,New Jersey City University,Jersey City,NJ,Gothic Knights
mercer,Mercer University,Macon,GA,Bears
pacificor,Pacific University,Forest Grove,OR,Boxers
alabamast,Alabama State University,Montgomery,AL,Hornets
creighton,Creighton University,Omaha,NE,Bluejays
loyolano,Loyola University New Orleans,New Orleans,LA,Wolfpack
sanfranst,San Francisco State University,San Francisco,CA,Gators
colocollege,Colorado College,Colorado Springs,CO,Tigers
grandview,Grand View College,Des Moines,IA,Vikings
rice,Rice University,Houston,TX,Owls
kentuckyst,Kentucky State University,Frankfort,KY,Thorobreds
cshayward,"California State University, Hayward",Hayward,CA,Pioneers
sfcc,South Florida Community College,Avon Park,FL,Panthers
evansville,University of Evansville,Evansville,IN,Purple Aces
wake,Wake Forest University,Winston-Salem,NC,Demon Deacons
aquinasmi,Aquinas College,Grand Rapids,MI,Saints
gardwebb,Gardner-Webb University,Boiling Springs,NC,Bulldogs
salabama,University of South Alabama,Mobile,AL,Jaguars
whitwrthwa,Whitworth College,Spokane,WA,Pirates
clarksonny,Clarkson University,Potsdam,NY,Knights
grinnellia,Grinnell College,Grinnell,IA,Pioneers
sfaustin,Stephen F. Austin State University,Nacogdoches,TX,Lumberjacks
lamar,Lamar University,Beaumont,TX,Cardinals
ashland,Ashland University,Ashland,OH,Eagles
bowdoinme,Bowdoin College,Brunswick,ME,Polar Bears
calstnorth,"California State University, Northridge",Northridge,CA,Matadors
uconn,University of Connecticut,Storrs,CT,Huskies
youngst,Youngstown State University,Youngstown,OH,Penguins
trinitytx,Trinity University,San Antonio,TX,Tigers
clevst,Cleveland State University,Cleveland,OH,Vikings
iawesleyan,Iowa Wesleyan College,Mount Pleasant,IA,Tigers
swtexas,Southwest Texas State University,San Marcos,TX,Bobcats
genevapa,Geneva College,Beaver Falls,PA,Golden Tornadoes
oklahoma,University of Oklahoma,Norman,OK,Sooners
pbsc,Palm Beach State College,Lake Worth,FL,Panthers
california,University of California,Berkeley,CA,Golden Bears
hendrsonst,Henderson State University,Arkadelphia,AR,Reddies
presbytrn,Presbyterian College,Clinton,SC,Blue Hose
wisconsin,University of Wisconsin-Madison,Madison,WI,Badgers
iowa,University of Iowa,Iowa City,IA,Hawkeyes
otterbein,Otterbein College,Westerville,OH,Cardinals
washst,Washington State University,Pullman,WA,Cougars
sacstate,"California State University, Sacramento",Sacramento,CA,Hornets
ohwesleyan,Ohio Wesleyan University,Delaware,OH,Battling Bishops
texas,University of Texas at Austin,Austin,TX,Longhorns
norleans,University of New Orleans,New Orleans,LA,Privateers
tuskegee,Tuskegee University,Tuskegee,AL,Golden Tigers
concrdiamn,Concordia University,Saint Paul,MN,Golden Bears
daviselkins,Davis and Elkins College,Elkins,WV,Senators
samford,Samford University,Birmingham,AL,Bulldogs
uncgreen,University of North Carolina at Greensboro,Greensboro,NC,Spartans
lafayette,Lafayette College,Easton,PA,Leopards
nmstate,New Mexico State University,Las Cruces,NM,Aggies
floridast,Florida State University,Tallahassee,FL,Seminoles
cconnst,Central Connecticut State University,New Britain,CT,Blue Devils
wkentucky,Western Kentucky University,Bowling Green,KY,Hilltoppers
sanjosest,San Jose State University,San Jose,CA,Spartans
stmarytx,St. Mary's University,San Antonio,TX,Rattlers
arkansaspb,University of Arkansas at Pine Bluff,Pine Bluff,AR,Golden Lions
ozarks,University of the Ozarks,Clarksville,AR,Eagles
minnesota,University of Minnesota,Minneapolis,MN,Golden Gophers
cincy,University of Cincinnati,Cincinnati,OH,Bearcats
ouachitab,Ouachita Baptist University,Arkadelphia,AR,Tigers
baylor,Baylor University,Waco,TX,Bears
nebellevue,Bellevue University,Bellevue,NE,Bruins
brklyncuny,"Brooklyn College, The City University of New York",Brooklyn,NY,Bridges
lycomingpa,Lycoming College,Williamsport,PA,Warriors
mowestern,Missouri Western State College,Saint Joseph,MO,Griffons
hartford,University of Hartford,Hartford,CT,Hawks
humboldtst,Humboldt State University,Arcata,CA,Lumberjacks
navy,United States Naval Academy,Annapolis,MD,Midshipmen
birmsouth,Birmingham-Southern College,Birmingham,AL,Panthers
utep,University of Texas at El Paso,El Paso,TX,Miners
lemoynowen,LeMoyne-Owen College,Memphis,TN,Magicians
umbc,"University of Maryland, Baltimore County",Catonsville,MD,Retrievers
charleswv,University of Charleston,Charleston,WV,Golden Eagles
montevallo,University of Montevallo,Montevallo,AL,Falcons
richmond,University of Richmond,Richmond,VA,Spiders
wesleyanct,Wesleyan University,Middletown,CT,Cardinals
wvwesleyan,West Virginia Wesleyan College,Buckhannon,WV,Bobcats
bridgeport,University of Bridgeport,Bridgeport,CT,Purple Knights
utsa,University of Texas at San Antonio,San Antonio,TX,Roadrunners
occidental,Occidental College,Los Angeles,CA,Tigers
albany,"University at Albany, State University of New York",Albany,NY,Great Danes
txwesleyan,Texas Wesleyan University,Fort Worth,TX,Rams
nevada,"University of Nevada, Reno",Reno,NV,Wolfpack
emporiast,Emporia State University,Emporia,KS,Hornets
