yearid,teamid,lgid,playerid,salary
1988,HOU,NL,darwida01,760000
1988,CHN,NL,dunstsh01,207500
1995,MON,NL,tarasto01,135000
1999,COL,NL,castivi02,6000000
1986,TOR,AL,filerto01,82500
1999,MON,NL,hermadu01,2075000
1999,CHA,AL,chrismc01,200000
1988,CIN,NL,brownto05,442500
1990,ATL,NL,lueckri01,114000
2011,CHN,NL,samarje01,3300000
2008,FLO,NL,ramirha01,439000
1987,LAN,NL,penaal01,280000
1997,OAK,AL,johnsda05,172500
1997,CLE,AL,hershor01,3100000
1988,BOS,AL,evansdw01,1600000
1999,KCA,AL,dyeje01,260000
2007,CHA,AL,dyeje01,7500000
2010,MIN,AL,morneju01,15000000
1995,OAK,AL,wengedo01,109000
1988,SEA,AL,bradlsc01,130000
1987,ATL,NL,dedmoje01,300000
1997,PIT,NL,wallaje01,150000
1999,ATL,NL,remlimi01,1100000
1990,SEA,AL,brantmi01,170000
2011,SEA,AL,aardsda01,4500000
2011,CLE,AL,cabreas01,2025000
1998,ARI,NL,manueba01,285000
2011,TEX,AL,kinslia01,6200000
1994,NYN,NL,riverlu01,450000
1998,MON,NL,batismi01,173000
1991,LAN,NL,murraed02,2628164
1991,NYN,NL,colemvi01,3112500
1994,LAN,NL,treadje01,500000
1997,NYA,AL,jeterde01,550000
1990,PIT,NL,kramera01,150000
2009,ATL,NL,kotchca01,2885000
2002,TOR,AL,delgaca01,19400000
2011,SFN,NL,runzlda01,418500
2010,CIN,NL,hernara02,3868376
2006,SFN,NL,morrima01,5525527
1985,MIN,AL,engleda01,215000
1997,MON,NL,bulliji01,525000
2002,PHI,NL,glanvdo01,4000000
1995,FLO,NL,johnsch04,113500
2000,SFN,NL,kentje01,6000000
2008,KCA,AL,penato02,405000
2004,MIL,NL,kolbda01,1500000
1995,BAL,AL,basske01,415000
2003,TBA,AL,cartela02,300000
2010,NYA,AL,thamema01,900000
2007,ATL,NL,hudsoti01,8500000
1985,NYN,NL,knighra01,560000
2003,SFN,NL,riverru01,500000
1997,NYN,NL,francjo01,3000000
1996,BAL,AL,ripkeca01,6650000
2006,SLN,NL,ponsosi01,1000000
1998,SLN,NL,aceveju01,200000
2008,LAN,NL,dewitbl01,390000
1997,ANA,AL,langsma01,4000000
2003,NYA,AL,clemero02,10100000
2000,BAL,AL,hairsje02,205000
2007,KCA,AL,nunezle01,382000
1997,SDN,NL,livinsc01,600000
1998,NYA,AL,stantmi02,1916667
1991,HOU,NL,youngge02,340000
2003,LAN,NL,mcgrifr01,3750000
1989,SLN,NL,pagnoto01,90000
2010,FLO,NL,ramirha01,7000000
1998,MIL,NL,woodast01,174500
2008,SEA,AL,vidrojo01,8500000
1993,MON,NL,valdese01,172500
1993,NYA,AL,humphmi01,112000
1993,LAN,NL,gottji01,1800000
2000,BAL,AL,anderbr01,7127199
1995,COL,NL,burksel01,3333333
1989,CLE,AL,allanan01,235000
2007,SLN,NL,encarju01,5000000
2003,NYN,NL,sanchre01,1300000
2008,LAA,AL,moseldu01,420000
1987,CIN,NL,oestero01,750000
1989,LAN,NL,valenfe01,1850000
2003,BOS,AL,jacksda04,625000
1992,CLE,AL,loftoke01,110000
2011,DET,AL,villabr02,414000
2001,NYA,AL,mendora01,1600000
1999,TBA,AL,mcgrifr01,5250000
2002,BOS,AL,henderi01,350000
2001,ANA,AL,glaustr01,1250000
2004,DET,AL,monrocr01,335000
2004,CHN,NL,grudzma01,2500000
2010,SLN,NL,mccleky01,425000
1998,CIN,NL,perezed01,300000
1997,BOS,AL,hudsojo02,150000
1994,BAL,AL,rhodear01,230000
1995,COL,NL,munozmi01,300000
2003,BAL,AL,morbajo01,300000
1998,COL,NL,dipotje01,1800000
1985,DET,AL,terrewa01,177500
1986,NYN,NL,siskdo01,275000
2001,TEX,AL,venafmi01,310000
1997,COL,NL,burkejo04,151500
2011,OAK,AL,zieglbr01,1250000
2005,ATL,NL,langery01,316000
1991,SLN,NL,carpecr01,120000
1990,TEX,AL,brownke01,218000
2011,CLE,AL,sizemgr01,7666666
1987,MIN,AL,puckeki01,465000
1990,DET,AL,phillto02,866667
2006,HOU,NL,sprinru01,750000
1993,HOU,NL,cedenan01,178000
1998,CHN,NL,martisa01,174500
1999,OAK,AL,mathetj01,750000
2003,ANA,AL,percitr01,7833333
1994,BAL,AL,mcdonbe01,2675000
1993,FLO,NL,klinkjo01,200000
1991,CAL,AL,langsma01,3550000
2005,CHN,NL,maddugr01,9000000
1989,ATL,NL,jamesdi01,400000
1986,TEX,AL,willimi02,60000
2004,CHN,NL,welleto01,310000
1995,CHA,AL,keysebr01,109000
2007,KCA,AL,nelsojo01,394000
1998,MON,NL,hubbami01,174000
1997,NYA,AL,weathda01,435000
1994,CLE,AL,shueypa01,109000
2009,LAN,NL,vargacl01,400000
1999,BAL,AL,oroscje01,800000
2007,COL,NL,taverwi01,402000
1995,ATL,NL,merckke01,2250000
2006,OAK,AL,bradlmi01,3000000
1991,ML4,AL,yountro01,3200000
1987,CHA,AL,winnji01,140000
2004,CIN,NL,larueja01,2600000
2005,MIL,NL,overbly01,446000
2008,TEX,AL,melhuad01,750000
2004,COL,NL,milesaa01,300000
2010,CLE,AL,laffeaa01,421900
2006,CLE,AL,martivi01,1000000
1995,CAL,AL,fabrejo01,111500
2008,FLO,NL,hermije01,395000
2009,SDN,NL,rodrilu01,675000
1989,CIN,NL,madissc01,70000
2000,HOU,NL,cedenro01,2400000
1986,KCA,AL,sundbji01,653128
1991,CAL,AL,polonlu01,845000
2003,OAK,AL,fikacje01,316000
2010,BOS,AL,schoesc01,500000
1995,PHI,NL,liebemi01,109000
2004,DET,AL,knottga01,316000
2008,PHI,NL,moyerja01,6000000
1994,CHA,AL,karkoro01,1429167
1995,ML4,AL,slusajo01,109000
1987,MON,NL,martide01,162500
2009,COL,NL,smithse01,403000
2006,CIN,NL,encared01,332500
1991,CAL,AL,mccaski01,2100000
1999,CIN,NL,winchsc01,202000
2012,SLN,NL,molinya01,7000000
1985,CIN,NL,pricejo02,410000
2012,CIN,NL,valdewi01,930000
1986,BOS,AL,owensp01,255000
1998,BAL,AL,drabedo01,1663162
1996,SEA,AL,sheetan01,109000
1992,LAN,NL,crewsti01,1175000
2011,PHI,NL,baezda01,2750000
2005,CLE,AL,betanra01,338600
1986,LAN,NL,valenfe01,1600000
1998,CIN,NL,tomkobr01,230000
1990,PHI,NL,herrto01,825000
2002,PIT,NL,beimejo01,227000
1995,TEX,AL,alberjo01,109000
1991,HOU,NL,anthoer01,115000
1987,CHA,AL,searara01,125000
1987,SLN,NL,clarkja01,1300000
1997,LAN,NL,osunaan01,300000
2005,MIL,NL,clarkbr02,1150000
2001,PIT,NL,sauersc01,416667
2004,SEA,AL,moyerja01,7000000
1987,TEX,AL,brownje01,62500
2009,SLN,NL,welleto01,4050000
2011,ARI,NL,johnske05,5850000
1997,ML4,AL,reyesal01,153000
2010,COL,NL,cookaa01,9625000
1991,OAK,AL,quirkja01,500000
1996,ATL,NL,justida01,6200000
2003,CHN,NL,farnsky01,600000
1997,MIN,AL,rodrifr02,220000
2011,BAL,AL,hardyjj01,5850000
2008,MIL,NL,parrama01,392000
1986,CHN,NL,sandesc01,800000
2006,FLO,NL,mitrese01,330000
1991,HOU,NL,schilcu01,125000
1998,LAN,NL,howarth01,425000
1996,FLO,NL,verasqu01,230000
1990,CIN,NL,quinolu01,150000
2010,SEA,AL,whitese02,415000
2002,DET,AL,simonra01,290000
1991,MON,NL,caldeiv01,2215000
1994,CHA,AL,carych01,50000
2002,BAL,AL,brockch01,1000000
2012,BAL,AL,brittza01,486000
1990,ATL,NL,mitchke02,100000
1987,LAN,NL,niedeto01,731250
2001,ANA,AL,molinbe01,350000
2000,MON,NL,vidrojo01,340000
2002,OAK,AL,hudsoti01,875000
2005,NYN,NL,aybarma01,425000
1994,DET,AL,wellsda01,2500000
2010,OAK,AL,wuertmi01,2200000
1995,LAN,NL,nomohi01,2109000
1987,CHN,NL,morelke01,1043333
1988,DET,AL,pettiga01,400000
1989,OAK,AL,honeyri01,650000
2009,NYA,AL,chambjo03,432575
1993,LAN,NL,nichoro02,350000
2002,CLE,AL,baezda01,4125000
2000,SEA,AL,mechegi01,252500
1988,NYA,AL,skinnjo01,110000
2010,TEX,AL,lewisco01,1750000
1985,CHA,AL,bannifl01,811250
2009,MIN,AL,perkigl01,430000
2005,MIL,NL,davisdo02,2050000
