resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
19486,811,670,105,28.0,16,3.0,3,3,4.0,35,,,,,,,11
19615,816,643,128,40.0,16,6.0,6,6,0.0,77,,,,,,,13
19630,816,486,125,20.0,22,,N,21,0.0,61,,,,,,,62
19722,820,554,128,4.0,4,7.0,7,7,0.0,70,,,,,,,17
19736,821,647,6,15.0,2,1.0,1,1,9.0,85,2:46:11.0,9971000.0,,,,,1
19966,830,723,6,91.0,8,6.0,6,6,0.0,19,,,,,,,11
20127,837,780,105,30.0,11,10.0,10,10,0.0,29,,,,,,,16
20259,793,632,6,48.0,15,8.0,8,8,0.0,86,,,,,,,111
20273,786,532,113,10.0,14,,R,23,0.0,160,,,,,,,23
20548,346,807,3,10.0,13,10.0,10,10,1.0,52,+42.012,5120212.0,48.0,13.0,1:33.989,225.639,1
20783,841,17,9,2.0,3,5.0,5,5,10.0,58,+38.171,5408430.0,50.0,3.0,1:29.600,213.066,1
20815,842,5,205,20.0,19,15.0,15,15,0.0,55,,,43.0,16.0,1:43.677,192.47,11
21021,851,13,6,6.0,4,6.0,6,6,8.0,70,+1:23.176,6485513.0,61.0,1.0,1:23.415,189.073,1
21227,859,817,164,22.0,22,20.0,20,20,0.0,68,,,64.0,20.0,1:19.649,194.759,13
21231,859,10,166,24.0,24,,R,24,0.0,21,,,14.0,24.0,1:21.773,189.7,31
21298,862,10,206,24.0,20,19.0,19,19,0.0,55,,,41.0,21.0,1:42.748,190.987,11
21402,867,30,131,7.0,12,3.0,3,3,15.0,57,+12.639,6269288.0,43.0,3.0,1:43.099,189.22,1
21484,870,813,3,18.0,8,13.0,13,13,0.0,69,+1:03.606,6129109.0,63.0,5.0,1:25.723,183.983,1
21497,871,20,9,1.0,10,2.0,2,2,18.0,44,+13.624,5362154.0,39.0,9.0,1:54.198,220.795,1
21567,873,1,1,4.0,1,,R,24,0.0,22,,,14.0,19.0,1:55.541,158.063,6
21668,878,18,1,3.0,12,5.0,5,5,10.0,56,+56.432,5811701.0,54.0,6.0,1:40.150,198.17,1
21781,883,814,10,14.0,5,4.0,4,4,12.0,57,+21.727,5782225.0,57.0,12.0,1:38.336,198.128,1
22198,903,4,6,14.0,5,3.0,3,3,15.0,54,+23.604,5631942.0,48.0,4.0,1:42.081,192.235,1
22291,907,817,9,3.0,5,8.0,8,8,4.0,71,+43.522,5318498.0,55.0,10.0,1:13.060,213.161,1
22509,917,822,3,77.0,4,10.0,10,10,1.0,70,,,64.0,9.0,1:14.229,208.98,11
22515,917,16,15,99.0,13,16.0,16,16,0.0,70,,,42.0,15.0,1:14.834,207.29,11
23035,953,18,1,22.0,13,9.0,9,9,2.0,77,,,66.0,12.0,1:19.670,150.786,11
23052,954,830,9,33.0,5,4.0,4,4,12.0,70,+53.020,5518316.0,49.0,4.0,1:16.319,205.71,1
23451,972,825,210,20.0,13,13.0,13,13,0.0,51,,,40.0,13.0,1:39.566,211.445,11
23630,981,815,10,11.0,10,9.0,9,9,2.0,53,+1:15.276,4607588.0,48.0,6.0,1:24.968,245.442,1
